ORF	hap alpha | mitophagy (Om45-GFP) | YPL [standard] | Kanki T~Klionsky DJ, 2009
YLL025W	1.000
YLL026W	1.000
YLL028W	1.000
YLL029W	1.000
YLL030C	1.000
YLL032C	1.000
YLL038C	1.000
YLL039C	1.000
YLL040C	1.000
YLL041C	-1.000
YLL043W	1.000
YLL044W	1.000
YLL045C	1.000
YLL046C	1.000
YLL047W	1.000
YLL048C	1.000
YLL049W	1.000
YLL051C	1.000
YLL052C	1.000
YLL053C	1.000
YLL054C	1.000
YLL055W	1.000
YLL056C	1.000
YLL057C	1.000
YLL058W	1.000
YLL059C	1.000
YLL060C	1.000
YLL061W	1.000
YLL062C	1.000
YLL063C	1.000
YLR001C	1.000
YLR003C	1.000
YLR004C	1.000
YLR006C	1.000
YLR011W	1.000
YLR012C	1.000
YLR013W	1.000
YLR014C	1.000
YLR015W	1.000
YLR016C	1.000
YLR017W	1.000
YLR018C	1.000
YLR019W	1.000
YLR020C	1.000
YLR021W	1.000
YLR023C	1.000
YLR024C	1.000
YLR025W	1.000
YLR027C	1.000
YLR028C	1.000
YLR030W	1.000
YLR031W	1.000
YLR032W	1.000
YLR034C	1.000
YLR035C	1.000
YLR036C	1.000
YLR037C	1.000
YLR038C	-1.000
YLR039C	1.000
YLR040C	1.000
YLR041W	1.000
YLR042C	1.000
YLR043C	-1.000
YLR044C	1.000
YLR046C	1.000
YLR047C	1.000
YLR048W	1.000
YLR049C	1.000
YLR050C	1.000
YLR052W	1.000
YLR053C	1.000
YLR054C	1.000
YLR055C	1.000
YLR056W	NaN
YLR057W	1.000
YLR058C	-1.000
YLR059C	1.000
YLR061W	1.000
YLR062C	1.000
YLR063W	1.000
YLR064W	1.000
YLR065C	1.000
YLR068W	1.000
YLR072W	1.000
YLR073C	1.000
YLR074C	NaN
YLR077W	1.000
YLR079W	1.000
YLR080W	1.000
YLR081W	1.000
YLR082C	1.000
YLR083C	1.000
YLR084C	1.000
YLR085C	1.000
YLR087C	1.000
YLR089C	1.000
YLR090W	1.000
YLR092W	1.000
YLR093C	1.000
YLR094C	-1.000
YLR095C	1.000
YLR096W	1.000
YLR097C	-1.000
YLR098C	1.000
YLR099C	1.000
YLR102C	1.000
YLR104W	-1.000
YLR107W	1.000
YLR108C	1.000
YLR109W	1.000
YLR110C	1.000
YLR111W	1.000
YLR112W	1.000
YLR113W	1.000
YLR114C	NaN
YLR118C	1.000
YLR119W	1.000
YLR120C	1.000
YLR121C	1.000
YLR122C	1.000
YLR123C	1.000
YLR124W	1.000
YLR125W	NaN
YLR126C	1.000
YLR128W	1.000
YLR130C	1.000
YLR131C	1.000
YLR133W	1.000
YLR134W	1.000
YLR135W	-1.000
YLR136C	1.000
YLR137W	1.000
YLR138W	1.000
YLR142W	1.000
YLR143W	1.000
YLR146C	1.000
YLR149C	1.000
YLR150W	1.000
YLR151C	1.000
YLR152C	-1.000
YLR154C	1.000
YLR164W	1.000
YLR165C	1.000
YLR168C	1.000
YLR169W	1.000
YLR170C	1.000
YLR171W	1.000
YLR172C	1.000
YLR173W	1.000
YLR174W	1.000
YLR176C	1.000
YLR177W	1.000
YLR178C	-1.000
YLR179C	-1.000
YLR180W	1.000
YLR181C	1.000
YLR182W	1.000
YLR183C	1.000
YLR184W	1.000
YLR185W	1.000
YLR187W	1.000
YLR188W	1.000
YLR189C	1.000
YLR190W	1.000
YLR191W	1.000
YLR192C	1.000
YLR193C	-1.000
YLR194C	1.000
YLR199C	1.000
YLR200W	1.000
YLR204W	1.000
YLR205C	1.000
YLR206W	1.000
YLR207W	1.000
YLR209C	1.000
YLR210W	1.000
YLR211C	1.000
YLR213C	1.000
YLR214W	1.000
YLR216C	1.000
YLR217W	1.000
YLR218C	1.000
YLR219W	1.000
YLR220W	1.000
YLR221C	1.000
YLR224W	1.000
YLR225C	1.000
YLR226W	NaN
YLR227C	1.000
YLR228C	1.000
YLR231C	1.000
YLR232W	1.000
YLR236C	1.000
YLR237W	1.000
YLR238W	1.000
YLR241W	1.000
YLR246W	1.000
YLR247C	1.000
YLR248W	1.000
YLR250W	1.000
YLR251W	1.000
YLR252W	1.000
YLR253W	1.000
YLR254C	1.000
YLR255C	1.000
YLR257W	1.000
YLR258W	1.000
YLR260W	NaN
YLR261C	1.000
YLR262C	-1.000
YLR262C-A	1.000
YLR263W	1.000
YLR264W	1.000
YLR265C	1.000
YLR266C	1.000
YLR267W	1.000
YLR268W	1.000
YLR269C	1.000
YLR270W	-1.000
YLR271W	1.000
YLR273C	1.000
YLR278C	1.000
YLR279W	1.000
YLR280C	1.000
YLR281C	1.000
YLR282C	1.000
YLR283W	1.000
YLR284C	1.000
YLR285W	1.000
YLR286C	1.000
YLR287C	1.000
YLR287C-A	1.000
YLR288C	1.000
YLR289W	1.000
YLR290C	1.000
YLR292C	1.000
YLR294C	NaN
YLR295C	-1.000
YLR296W	1.000
YLR297W	1.000
YLR299W	1.000
YLR300W	1.000
YLR303W	1.000
YLR304C	NaN
YLR306W	1.000
YLR307W	1.000
YLR308W	1.000
YLR309C	1.000
YLR311C	1.000
YLR312C	1.000
YLR312W-A	-1.000
YLR313C	1.000
YLR315W	1.000
YLR318W	NaN
YLR319C	1.000
YLR320W	1.000
YLR322W	1.000
YLR324W	1.000
YLR325C	1.000
YLR326W	1.000
YLR327C	1.000
YLR328W	1.000
YLR329W	1.000
YLR330W	1.000
YLR331C	1.000
YLR332W	1.000
YLR333C	1.000
YLR334C	1.000
YLR335W	1.000
YLR341W	1.000
YLR342W	1.000
YLR343W	1.000
YLR344W	1.000
YLR345W	1.000
YLR346C	1.000
YLR348C	1.000
YLR349W	1.000
YLR350W	1.000
YLR351C	1.000
YLR352W	1.000
YLR353W	1.000
YLR354C	1.000
YLR356W	-1.000
YLR357W	1.000
YLR358C	-1.000
YLR360W	1.000
YLR361C	1.000
YLR362W	1.000
YLR363C	1.000
YLR364W	1.000
YLR365W	1.000
YLR366W	1.000
YLR367W	1.000
YLR368W	NaN
YLR370C	1.000
YLR371W	1.000
YLR372W	NaN
YLR373C	1.000
YLR374C	1.000
YLR375W	1.000
YLR376C	1.000
YLR377C	1.000
YLR380W	1.000
YLR381W	1.000
YLR382C	-1.000
YLR384C	1.000
YLR385C	1.000
YLR386W	1.000
YLR387C	1.000
YLR388W	1.000
YLR389C	1.000
YLR390W	1.000
YLR390W-A	1.000
YLR392C	1.000
YLR393W	1.000
YLR394W	1.000
YLR395C	1.000
YLR398C	1.000
YLR400W	1.000
YLR401C	1.000
YLR402W	1.000
YLR403W	NaN
YLR404W	1.000
YLR405W	1.000
YLR406C	1.000
YLR407W	1.000
YLR408C	1.000
YLR410W	1.000
YLR412W	1.000
YLR413W	1.000
YLR414C	1.000
YLR415C	1.000
YLR416C	1.000
YLR417W	-1.000
YLR418C	1.000
YLR420W	1.000
YLR421C	1.000
YLR422W	1.000
YLR423C	1.000
YLR425W	1.000
YLR426W	1.000
YLR427W	1.000
YLR428C	1.000
YLR429W	1.000
YLR431C	-1.000
YLR432W	1.000
YLR433C	1.000
YLR434C	1.000
YLR436C	1.000
YLR437C	1.000
YLR438W	1.000
YLR439W	NaN
YLR441C	1.000
YLR442C	1.000
YLR443W	1.000
YLR444C	1.000
YLR445W	1.000
YLR446W	1.000
YLR447C	1.000
YLR448W	1.000
YLR449W	1.000
YLR450W	1.000
YLR451W	1.000
YLR452C	1.000
YLR453C	1.000
YLR454W	1.000
YLR455W	1.000
YLR456W	1.000
YLR460C	1.000
YLR461W	1.000
YML001W	-1.000
YML002W	1.000
YML003W	1.000
YML004C	1.000
YML005W	1.000
YML006C	1.000
YML007W	1.000
YML008C	NaN
YML009C	1.000
YML009C-A	1.000
YML009W-B	NaN
YML011C	1.000
YML012C-A	-1.000
YML012W	1.000
YML013W	1.000
YML014W	1.000
YML016C	1.000
YML017W	1.000
YML018C	1.000
YML019W	1.000
YML020W	1.000
YML021C	1.000
YML022W	1.000
YML024W	1.000
YML026C	1.000
YML027W	1.000
YML028W	1.000
YML029W	1.000
YML030W	1.000
YML032C	NaN
YML034C-A	1.000
YML034W	1.000
YML035C	1.000
YML036W	1.000
YML037C	1.000
YML038C	1.000
YML041C	1.000
YML042W	1.000
YML047C	1.000
YML047W-A	1.000
YML048W	-1.000
YML050W	1.000
YML051W	1.000
YML052W	1.000
YML053C	1.000
YML054C	1.000
YML055W	1.000
YML056C	1.000
YML057C-A	1.000
YML057W	1.000
YML058W	1.000
YML059C	-1.000
YML060W	1.000
YML062C	1.000
YML063W	1.000
YML066C	1.000
YML067C	1.000
YML068W	1.000
YML070W	1.000
YML071C	1.000
YML072C	1.000
YML073C	1.000
YML074C	1.000
YML075C	1.000
YML076C	1.000
YML078W	-1.000
YML079W	1.000
YML080W	1.000
YML081C-A	-1.000
YML081W	1.000
YML082W	1.000
YML083C	1.000
YML084W	1.000
YML086C	1.000
YML087C	NaN
YML088W	1.000
YML089C	-1.000
YML090W	1.000
YML094W	1.000
YML095C	1.000
YML096W	1.000
YML097C	1.000
YML099C	1.000
YML099W-A	1.000
YML100W	1.000
YML101C	1.000
YML101C-A	1.000
YML102W	1.000
YML103C	1.000
YML104C	1.000
YML106W	1.000
YML107C	1.000
YML108W	1.000
YML109W	1.000
YML110C	-1.000
YML111W	1.000
YML112W	1.000
YML113W	1.000
YML115C	1.000
YML116W	1.000
YML116W-A	1.000
YML117W	1.000
YML118W	1.000
YML119W	1.000
YML120C	-1.000
YML121W	1.000
YML122C	-1.000
YML123C	1.000
YML124C	1.000
YML128C	1.000
YML129C	-1.000
YML131W	1.000
YMR002W	1.000
YMR003W	1.000
YMR004W	-1.000
YMR006C	1.000
YMR007W	1.000
YMR008C	1.000
YMR009W	1.000
YMR010W	1.000
YMR011W	1.000
YMR012W	1.000
YMR014W	1.000
YMR016C	1.000
YMR017W	1.000
YMR018W	1.000
YMR019W	1.000
YMR020W	1.000
YMR022W	1.000
YMR023C	1.000
YMR024W	1.000
YMR025W	1.000
YMR026C	-1.000
YMR027W	1.000
YMR029C	1.000
YMR030W	1.000
YMR031C	1.000
YMR031W-A	1.000
YMR032W	1.000
YMR034C	1.000
YMR036C	1.000
YMR037C	1.000
YMR038C	1.000
YMR039C	1.000
YMR040W	1.000
YMR041C	1.000
YMR042W	1.000
YMR044W	1.000
YMR048W	1.000
YMR052C-A	1.000
YMR052W	1.000
YMR053C	1.000
YMR054W	1.000
YMR055C	1.000
YMR056C	1.000
YMR057C	1.000
YMR058W	1.000
YMR060C	-1.000
YMR062C	1.000
YMR063W	1.000
YMR064W	NaN
YMR065W	1.000
YMR066W	1.000
YMR067C	1.000
YMR068W	1.000
YMR069W	1.000
YMR070W	NaN
YMR071C	1.000
YMR072W	NaN
YMR073C	1.000
YMR074C	1.000
YMR075C-A	1.000
YMR075W	1.000
YMR077C	NaN
YMR078C	1.000
YMR080C	1.000
YMR081C	1.000
YMR082C	1.000
YMR083W	1.000
YMR084W	1.000
YMR085W	1.000
YMR086C-A	1.000
YMR086W	1.000
YMR087W	1.000
YMR088C	1.000
YMR089C	-1.000
YMR090W	1.000
YMR091C	1.000
YMR092C	1.000
YMR095C	1.000
YMR096W	1.000
YMR097C	-1.000
YMR098C	NaN
YMR099C	1.000
YMR100W	1.000
YMR101C	1.000
YMR102C	1.000
YMR103C	1.000
YMR104C	1.000
YMR105C	1.000
YMR106C	1.000
YMR107W	1.000
YMR109W	1.000
YMR110C	1.000
YMR111C	1.000
YMR114C	1.000
YMR115W	1.000
YMR116C	1.000
YMR118C	1.000
YMR119W	1.000
YMR119W-A	1.000
YMR120C	1.000
YMR121C	-1.000
YMR122C	1.000
YMR123W	1.000
YMR124W	1.000
YMR125W	1.000
YMR126C	1.000
YMR127C	1.000
YMR129W	1.000
YMR130W	1.000
YMR132C	1.000
YMR133W	1.000
YMR135C	1.000
YMR135W-A	1.000
YMR136W	1.000
YMR137C	1.000
YMR138W	1.000
YMR139W	1.000
YMR140W	1.000
YMR141C	1.000
YMR142C	-1.000
YMR143W	1.000
YMR144W	1.000
YMR145C	1.000
YMR147W	1.000
YMR148W	1.000
YMR153C-A	1.000
YMR153W	1.000
YMR154C	1.000
YMR155W	1.000
YMR156C	1.000
YMR157C	1.000
YMR158C-A	1.000
YMR158W	NaN
YMR158W-B	-1.000
YMR159C	-1.000
YMR160W	1.000
YMR161W	1.000
YMR162C	1.000
YMR163C	1.000
YMR164C	1.000
YMR166C	1.000
YMR167W	1.000
YMR169C	1.000
YMR170C	1.000
YMR171C	1.000
YMR172C-A	1.000
YMR172W	1.000
YMR173W	1.000
YMR173W-A	1.000
YMR174C	1.000
YMR175W	1.000
YMR176W	1.000
YMR177W	1.000
YMR178W	1.000
YMR179W	1.000
YMR180C	1.000
YMR181C	1.000
YMR182C	1.000
YMR183C	1.000
YMR184W	1.000
YMR185W	1.000
YMR186W	1.000
YMR187C	1.000
YMR188C	-1.000
YMR189W	1.000
YMR190C	1.000
YMR191W	1.000
YMR192W	1.000
YMR193C-A	1.000
YMR194C-A	1.000
YMR194W	1.000
YMR195W	1.000
YMR196W	1.000
YMR198W	1.000
YMR199W	1.000
YMR201C	1.000
YMR202W	1.000
YMR204C	1.000
YMR205C	1.000
YMR206W	1.000
YMR207C	1.000
YMR209C	1.000
YMR210W	1.000
YMR214W	1.000
YMR215W	1.000
YMR216C	1.000
YMR219W	1.000
YMR221C	1.000
YMR222C	1.000
YMR223W	1.000
YMR224C	1.000
YMR225C	1.000
YMR226C	1.000
YMR230W	1.000
YMR232W	1.000
YMR233W	1.000
YMR234W	1.000
YMR237W	1.000
YMR238W	1.000
YMR241W	1.000
YMR242C	1.000
YMR243C	1.000
YMR244C-A	1.000
YMR244W	1.000
YMR245W	1.000
YMR246W	1.000
YMR247C	1.000
YMR250W	1.000
YMR251W	1.000
YMR251W-A	1.000
YMR252C	1.000
YMR253C	1.000
YMR254C	1.000
YMR255W	1.000
YMR258C	1.000
YMR259C	1.000
YMR261C	1.000
YMR262W	1.000
YMR263W	1.000
YMR264W	1.000
YMR265C	1.000
YMR266W	1.000
YMR269W	1.000
YMR271C	1.000
YMR272C	1.000
YMR273C	1.000
YMR274C	1.000
YMR275C	1.000
YMR276W	1.000
YMR278W	1.000
YMR279C	1.000
YMR280C	1.000
YMR283C	1.000
YMR284W	1.000
YMR285C	1.000
YMR289W	1.000
YMR291W	1.000
YMR292W	1.000
YMR294W	1.000
YMR294W-A	1.000
YMR295C	1.000
YMR297W	1.000
YMR299C	1.000
YMR300C	1.000
YMR302C	1.000
YMR303C	1.000
YMR304C-A	1.000
YMR304W	1.000
YMR305C	1.000
YMR306C-A	1.000
YMR306W	1.000
YMR307W	1.000
YMR310C	1.000
YMR311C	1.000
YMR312W	1.000
YMR313C	1.000
YMR315W	1.000
YMR316C-A	1.000
YMR316C-B	1.000
YMR316W	1.000
YMR317W	1.000
YMR318C	1.000
YMR319C	1.000
YMR320W	1.000
YMR322C	1.000
YMR326C	1.000
YNL001W	1.000
YNL003C	1.000
YNL004W	1.000
YNL005C	1.000
YNL008C	1.000
YNL009W	1.000
YNL010W	1.000
YNL011C	1.000
YNL012W	1.000
YNL013C	-1.000
YNL014W	1.000
YNL015W	1.000
YNL016W	1.000
YNL020C	1.000
YNL021W	1.000
YNL022C	1.000
YNL023C	1.000
YNL024C	1.000
YNL025C	1.000
YNL027W	1.000
YNL028W	1.000
YNL029C	1.000
YNL030W	1.000
YNL031C	1.000
YNL032W	1.000
YNL034W	1.000
YNL035C	1.000
YNL037C	-1.000
YNL040W	1.000
YNL041C	1.000
YNL042W	1.000
YNL043C	1.000
YNL044W	1.000
YNL045W	1.000
YNL046W	1.000
YNL047C	1.000
YNL049C	1.000
YNL050C	1.000
YNL051W	1.000
YNL052W	-1.000
YNL053W	1.000
YNL054W	1.000
YNL056W	1.000
YNL057W	1.000
YNL058C	1.000
YNL059C	1.000
YNL063W	1.000
YNL064C	NaN
YNL065W	1.000
YNL066W	1.000
YNL067W	1.000
YNL068C	1.000
YNL069C	1.000
YNL070W	1.000
YNL071W	-1.000
YNL072W	1.000
YNL073W	-1.000
YNL074C	1.000
YNL076W	1.000
YNL077W	1.000
YNL078W	1.000
YNL079C	1.000
YNL080C	1.000
YNL081C	NaN
YNL082W	1.000
YNL083W	1.000
YNL084C	1.000
YNL085W	1.000
YNL086W	NaN
YNL087W	1.000
YNL089C	1.000
YNL090W	1.000
YNL091W	1.000
YNL092W	1.000
YNL093W	1.000
YNL094W	1.000
YNL095C	1.000
YNL096C	1.000
YNL097C	1.000
YNL098C	1.000
YNL099C	1.000
YNL100W	1.000
YNL101W	1.000
YNL104C	1.000
YNL105W	1.000
YNL106C	1.000
YNL107W	1.000
YNL108C	1.000
YNL109W	1.000
YNL111C	1.000
YNL115C	1.000
YNL116W	1.000
YNL117W	1.000
YNL119W	1.000
YNL120C	1.000
YNL121C	1.000
YNL122C	1.000
YNL123W	1.000
YNL125C	1.000
YNL127W	1.000
YNL128W	1.000
YNL129W	1.000
YNL130C	1.000
YNL133C	-1.000
YNL134C	1.000
YNL135C	1.000
YNL136W	1.000
YNL140C	1.000
YNL141W	1.000
YNL142W	1.000
YNL143C	1.000
YNL144C	1.000
YNL145W	1.000
YNL146W	1.000
YNL147W	1.000
YNL148C	1.000
YNL154C	1.000
YNL155W	1.000
YNL157W	1.000
YNL159C	-1.000
YNL160W	1.000
YNL167C	1.000
YNL168C	1.000
YNL170W	-1.000
YNL173C	1.000
YNL175C	1.000
YNL176C	1.000
YNL177C	-1.000
YNL179C	1.000
YNL180C	1.000
YNL183C	1.000
YNL184C	-1.000
YNL185C	-1.000
YNL187W	1.000
YNL190W	-1.000
YNL191W	1.000
YNL193W	1.000
YNL194C	1.000
YNL195C	-1.000
YNL196C	1.000
YNL197C	1.000
YNL198C	1.000
YNL199C	1.000
YNL200C	1.000
YNL201C	1.000
YNL202W	1.000
YNL203C	1.000
YNL204C	1.000
YNL205C	1.000
YNL206C	-1.000
YNL210W	1.000
YNL211C	1.000
YNL212W	-1.000
YNL214W	1.000
YNL215W	1.000
YNL217W	1.000
YNL218W	1.000
YNL224C	1.000
YNL226W	1.000
YNL228W	1.000
YNL229C	1.000
YNL233W	1.000
YNL235C	-1.000
YNL241C	1.000
YNL246W	1.000
YNL248C	1.000
YNL249C	1.000
YNL250W	1.000
YNL252C	NaN
YNL253W	1.000
YNL254C	1.000
YNL255C	1.000
YNL257C	1.000
YNL259C	1.000
YNL264C	1.000
YNL265C	1.000
YNL266W	1.000
YNL268W	1.000
YNL269W	1.000
YNL270C	1.000
YNL271C	1.000
YNL273W	1.000
YNL274C	1.000
YNL275W	1.000
YNL278W	1.000
YNL279W	1.000
YNL280C	NaN
YNL281W	1.000
YNL283C	1.000
YNL284C	-1.000
YNL285W	1.000
YNL286W	1.000
YNL288W	1.000
YNL289W	1.000
YNL291C	1.000
YNL292W	1.000
YNL293W	1.000
YNL294C	1.000
YNL295W	1.000
YNL296W	1.000
YNL297C	1.000
YNL298W	1.000
YNL299W	1.000
YNL300W	1.000
YNL301C	1.000
YNL302C	1.000
YNL303W	1.000
YNL304W	1.000
YNL305C	1.000
YNL307C	1.000
YNL311C	1.000
YNL314W	1.000
YNL315C	-1.000
YNL316C	1.000
YNL318C	1.000
YNL319W	1.000
YNL320W	1.000
YNL321W	1.000
YNL322C	1.000
YNL323W	1.000
YNL324W	1.000
YNL325C	1.000
YNL326C	1.000
YNL327W	1.000
YNL328C	1.000
YNL329C	1.000
YNL330C	-1.000
YNL332W	1.000
YNL333W	1.000
YNL334C	1.000
YNL335W	1.000
YNL336W	1.000
YNL338W	1.000
YNL339C	1.000
YNR001C	-1.000
YNR002C	1.000
YNR004W	1.000
YNR005C	1.000
YNR006W	1.000
YNR007C	-1.000
YNR008W	1.000
YNR009W	1.000
YNR010W	1.000
YNR012W	1.000
YNR013C	1.000
YNR014W	1.000
YNR015W	1.000
YNR018W	-1.000
YNR019W	-1.000
YNR020C	-1.000
YNR021W	1.000
YNR022C	1.000
YNR023W	1.000
YNR024W	1.000
YNR025C	1.000
YNR027W	1.000
YNR028W	1.000
YNR029C	1.000
YNR030W	1.000
YNR031C	-1.000
YNR032C-A	1.000
YNR032W	-1.000
YNR033W	1.000
YNR034W	1.000
YNR036C	-1.000
YNR037C	1.000
YNR039C	1.000
YNR040W	1.000
YNR041C	-1.000
YNR042W	-1.000
YNR044W	-1.000
YNR045W	-1.000
YNR047W	1.000
YNR048W	1.000
YNR049C	1.000
YNR050C	1.000
YNR051C	1.000
YNR052C	1.000
YNR055C	1.000
YNR056C	1.000
YNR057C	1.000
YNR058W	1.000
YNR059W	-1.000
YNR060W	1.000
YNR061C	1.000
YNR062C	1.000
YNR063W	1.000
YNR064C	1.000
YNR065C	1.000
YNR066C	1.000
YNR067C	1.000
YNR068C	NaN
YNR069C	1.000
YNR070W	1.000
YNR071C	1.000
YNR072W	1.000
YNR073C	1.000
YNR074C	1.000
YNR075W	1.000
YOL001W	1.000
YOL002C	1.000
YOL003C	1.000
YOL004W	NaN
YOL006C	1.000
YOL007C	1.000
YOL008W	1.000
YOL011W	1.000
YOL012C	1.000
YOL013C	1.000
YOL013W-B	1.000
YOL014W	1.000
YOL015W	1.000
YOL016C	1.000
YOL017W	1.000
YOL018C	1.000
YOL019W	1.000
YOL020W	1.000
YOL023W	NaN
YOL024W	-1.000
YOL025W	-1.000
YOL027C	1.000
YOL028C	1.000
YOL029C	1.000
YOL030W	-1.000
YOL031C	1.000
YOL032W	1.000
YOL035C	1.000
YOL036W	1.000
YOL037C	1.000
YOL039W	1.000
YOL041C	1.000
YOL042W	1.000
YOL043C	1.000
YOL044W	1.000
YOL045W	1.000
YOL046C	1.000
YOL047C	1.000
YOL048C	1.000
YOL049W	1.000
YOL050C	1.000
YOL051W	1.000
YOL052C	1.000
YOL052C-A	1.000
YOL053W	1.000
YOL054W	1.000
YOL055C	1.000
YOL056W	1.000
YOL057W	1.000
YOL058W	-1.000
YOL059W	1.000
YOL060C	1.000
YOL061W	1.000
YOL062C	1.000
YOL063C	1.000
YOL064C	1.000
YOL065C	1.000
YOL067C	1.000
YOL068C	1.000
YOL070C	1.000
YOL071W	-1.000
YOL072W	1.000
YOL075C	1.000
YOL076W	NaN
YOL079W	1.000
YOL080C	1.000
YOL081W	1.000
YOL082W	1.000
YOL084W	1.000
YOL085C	1.000
YOL086C	1.000
YOL087C	1.000
YOL088C	1.000
YOL089C	1.000
YOL090W	1.000
YOL091W	-1.000
YOL092W	1.000
YOL093W	1.000
YOL095C	-1.000
YOL096C	-1.000
YOL098C	1.000
YOL099C	1.000
YOL100W	1.000
YOL101C	1.000
YOL103W	1.000
YOL104C	1.000
YOL105C	1.000
YOL106W	1.000
YOL107W	1.000
YOL108C	1.000
YOL109W	1.000
YOL110W	1.000
YOL111C	1.000
YOL112W	1.000
YOL113W	1.000
YOL114C	1.000
YOL115W	1.000
YOL116W	1.000
YOL117W	1.000
YOL118C	1.000
YOL119C	1.000
YOL121C	1.000
YOL122C	1.000
YOL124C	1.000
YOL125W	1.000
YOL126C	1.000
YOL128C	1.000
YOL129W	1.000
YOL131W	1.000
YOL132W	1.000
YOL136C	1.000
YOL137W	1.000
YOL138C	-1.000
YOL141W	1.000
YOL147C	1.000
YOL148C	1.000
YOL150C	1.000
YOL151W	1.000
YOL152W	1.000
YOL153C	1.000
YOL155C	1.000
YOL158C	1.000
YOL159C	1.000
YOL160W	1.000
YOL162W	1.000
YOL163W	1.000
YOR001W	1.000
YOR002W	1.000
YOR003W	1.000
YOR005C	1.000
YOR006C	1.000
YOR007C	1.000
YOR008C	1.000
YOR008C-A	1.000
YOR009W	1.000
YOR010C	1.000
YOR011W	1.000
YOR012W	1.000
YOR013W	1.000
YOR014W	1.000
YOR015W	1.000
YOR016C	1.000
YOR017W	1.000
YOR018W	1.000
YOR019W	-1.000
YOR021C	1.000
YOR022C	-1.000
YOR023C	-1.000
YOR024W	1.000
YOR025W	1.000
YOR026W	-1.000
YOR027W	-1.000
YOR028C	1.000
YOR029W	1.000
YOR030W	1.000
YOR031W	-1.000
YOR032C	1.000
YOR033C	-1.000
YOR034C	1.000
YOR035C	1.000
YOR036W	-1.000
YOR037W	1.000
YOR038C	1.000
YOR039W	1.000
YOR040W	1.000
YOR041C	1.000
YOR042W	1.000
YOR043W	1.000
YOR044W	1.000
YOR045W	1.000
YOR047C	1.000
YOR049C	1.000
YOR050C	1.000
YOR051C	1.000
YOR052C	1.000
YOR053W	1.000
YOR054C	1.000
YOR055W	1.000
YOR058C	1.000
YOR059C	1.000
YOR061W	1.000
YOR062C	1.000
YOR064C	1.000
YOR066W	1.000
YOR067C	1.000
YOR068C	1.000
YOR069W	1.000
YOR070C	1.000
YOR071C	1.000
YOR072W	1.000
YOR073W	1.000
YOR076C	1.000
YOR078W	1.000
YOR079C	1.000
YOR080W	1.000
YOR081C	1.000
YOR082C	1.000
YOR083W	-1.000
YOR084W	1.000
YOR085W	1.000
YOR086C	1.000
YOR087W	1.000
YOR089C	1.000
YOR090C	1.000
YOR091W	1.000
YOR092W	1.000
YOR093C	1.000
YOR094W	1.000
YOR096W	1.000
YOR097C	1.000
YOR099W	1.000
YOR100C	1.000
YOR101W	1.000
YOR104W	1.000
YOR105W	1.000
YOR106W	1.000
YOR107W	1.000
YOR108W	1.000
YOR109W	1.000
YOR111W	1.000
YOR112W	1.000
YOR113W	1.000
YOR114W	1.000
YOR115C	1.000
YOR118W	1.000
YOR120W	1.000
YOR121C	1.000
YOR123C	1.000
YOR124C	1.000
YOR125C	-1.000
YOR126C	1.000
YOR128C	1.000
YOR129C	1.000
YOR130C	1.000
YOR131C	1.000
YOR132W	1.000
YOR133W	1.000
YOR134W	1.000
YOR135C	-1.000
YOR136W	1.000
YOR137C	1.000
YOR138C	1.000
YOR139C	1.000
YOR140W	1.000
YOR141C	1.000
YOR142W	-1.000
YOR144C	1.000
YOR147W	1.000
YOR150W	-1.000
YOR152C	1.000
YOR153W	1.000
YOR154W	1.000
YOR156C	1.000
YOR161C	1.000
YOR162C	1.000
YOR163W	1.000
YOR164C	1.000
YOR165W	1.000
YOR166C	1.000
YOR167C	1.000
YOR170W	1.000
YOR171C	1.000
YOR172W	-1.000
YOR173W	-1.000
YOR175C	1.000
YOR177C	1.000
YOR178C	1.000
YOR179C	1.000
YOR180C	1.000
YOR182C	1.000
YOR183W	1.000
YOR184W	1.000
YOR185C	1.000
YOR186W	1.000
YOR187W	-1.000
YOR188W	1.000
YOR189W	1.000
YOR190W	1.000
YOR191W	1.000
YOR192C	1.000
YOR193W	1.000
YOR195W	1.000
YOR196C	-1.000
YOR197W	1.000
YOR198C	1.000
YOR199W	1.000
YOR200W	-1.000
YOR201C	1.000
YOR202W	1.000
YOR205C	NaN
YOR208W	1.000
YOR209C	1.000
YOR212W	1.000
YOR213C	1.000
YOR214C	1.000
YOR215C	1.000
YOR216C	1.000
YOR219C	1.000
YOR220W	1.000
YOR221C	-1.000
YOR222W	1.000
YOR223W	1.000
YOR225W	1.000
YOR226C	1.000
YOR227W	1.000
YOR228C	1.000
YOR229W	1.000
YOR230W	1.000
YOR231W	1.000
YOR233W	1.000
YOR234C	1.000
YOR235W	1.000
YOR237W	1.000
YOR238W	1.000
YOR239W	1.000
YOR242C	1.000
YOR243C	1.000
YOR245C	1.000
YOR246C	1.000
YOR247W	1.000
YOR248W	1.000
YOR251C	1.000
YOR252W	1.000
YOR253W	1.000
YOR255W	1.000
YOR258W	1.000
YOR263C	1.000
YOR264W	1.000
YOR265W	1.000
YOR266W	1.000
YOR267C	1.000
YOR268C	1.000
YOR269W	1.000
YOR270C	-1.000
YOR271C	1.000
YOR273C	1.000
YOR274W	1.000
YOR275C	1.000
YOR276W	1.000
YOR277C	1.000
YOR279C	1.000
