orf	hom | growth (pooled culture) | zinc dichloride [1 uM], time [5 gen] | LZM | North M~Eide D, 2012	hom | growth (pooled culture) | zinc dichloride [1 uM], time [15 gen] | LZM | North M~Eide D, 2012
YCL022C	-0.08317185148717253	-0.03377022503158531
YCL023C	-0.08317185148717253	-0.03377022503158531
YCL024W	-0.08317185148717253	-0.03377022503158531
YCL025C	-0.08317185148717253	-0.03377022503158531
YCL027W	-0.08317185148717253	-0.03377022503158531
YCL028W	-0.08317185148717253	-0.03377022503158531
YCL029C	-0.08317185148717253	-2.1830038323988603
YCL030C	-0.08317185148717253	-0.03377022503158531
YCL032W	-0.08317185148717253	-0.03377022503158531
YCL033C	-0.08317185148717253	-0.03377022503158531
YCL034W	-0.08317185148717253	-0.03377022503158531
YCL035C	-0.08317185148717253	-0.03377022503158531
YCL036W	-0.08317185148717253	-0.03377022503158531
YCL037C	-0.08317185148717253	1.3990521798799311
YCL038C	-0.08317185148717253	-1.1083870287152227
YCL039W	-0.08317185148717253	-0.03377022503158531
YCL040W	-0.08317185148717253	-0.03377022503158531
YCL042W	-0.08317185148717253	-0.03377022503158531
YCL044C	-0.08317185148717253	-0.03377022503158531
YCL045C	-0.08317185148717253	-0.03377022503158531
YCL046W	-0.08317185148717253	-0.03377022503158531
YCL047C	-0.08317185148717253	-0.03377022503158531
YCL048W	-0.08317185148717253	-0.03377022503158531
YCL049C	-0.08317185148717253	-0.03377022503158531
YCL050C	-0.08317185148717253	-0.03377022503158531
YCL051W	-0.08317185148717253	-0.03377022503158531
YCL055W	-0.08317185148717253	-0.03377022503158531
YCL056C	-0.08317185148717253	-0.03377022503158531
YCL057W	-0.08317185148717253	-0.03377022503158531
YCL058C	2.1624681386665388	2.1751643158736695
YCL061C	-0.08317185148717253	-0.03377022503158531
YCL063W	-0.08317185148717253	-0.03377022503158531
YCL064C	-0.08317185148717253	-0.03377022503158531
YCL069W	-0.08317185148717253	-0.03377022503158531
YCL076W	-0.08317185148717253	-0.03377022503158531
YCL026C-A	-0.08317185148717253	-0.03377022503158531
YCR001W	-0.08317185148717253	-0.03377022503158531
YCR004C	-0.08317185148717253	-0.03377022503158531
YCR005C	-0.08317185148717253	-0.03377022503158531
YCR006C	-0.08317185148717253	-0.03377022503158531
YCR007C	-0.08317185148717253	-0.03377022503158531
YCR008W	-3.077358505025454	-0.9292842281012832
YCR009C	-0.08317185148717253	-2.600910367164719
YCR010C	-0.08317185148717253	-0.03377022503158531
YCR011C	-0.08317185148717253	-1.7053963640950212
YCR014C	-0.08317185148717253	-0.03377022503158531
YCR015C	-0.08317185148717253	-0.03377022503158531
YCR016W	-0.08317185148717253	-0.03377022503158531
YCR017C	-0.08317185148717253	-0.03377022503158531
YCR019W	-0.08317185148717253	-0.03377022503158531
YCR020C	-0.08317185148717253	-0.03377022503158531
YCR020C-A	-0.08317185148717253	-0.03377022503158531
YCR021C	-0.08317185148717253	-0.03377022503158531
YCR022C	-0.08317185148717253	-0.03377022503158531
YCR023C	-0.08317185148717253	-0.03377022503158531
YCR024C	-0.08317185148717253	-0.03377022503158531
YCR025C	-0.08317185148717253	-0.03377022503158531
YCR026C	-2.703085173333169	-2.899415034854618
YCR027C	-0.08317185148717253	-0.03377022503158531
YCR028C	7.028021450666246	-0.03377022503158531
YCR030C	-0.08317185148717253	-0.03377022503158531
YCR031C	-0.08317185148717253	1.1602484457280118
YCR032W	-0.08317185148717253	-0.9889851616392631
YCR033W	-3.2644951708715966	-2.899415034854618
YCR034W	-0.08317185148717253	-2.0039010317849204
YCR036W	-3.638768502563882	-3.496424370234417
YCR037C	-0.08317185148717253	-0.03377022503158531
YCR043C	-0.08317185148717253	-0.03377022503158531
YCR044C	-3.2644951708715966	-1.7053963640950212
YCR045C	-3.077358505025454	-1.9442000982469407
YCR047C	5.905201455589391	-0.03377022503158531
YCR048W	-0.08317185148717253	-0.03377022503158531
YCR049C	-0.08317185148717253	-0.03377022503158531
YCR050C	-3.4516318367177394	-1.824798231170981
YCR051W	-0.08317185148717253	-0.03377022503158531
YCR053W	-0.08317185148717253	-0.03377022503158531
YCR059C	-0.08317185148717253	-0.03377022503158531
YCR060W	-0.08317185148717253	-0.6307795604113838
YCR061W	-0.08317185148717253	-0.03377022503158531
YCR063W	3.2852881337433946	-0.03377022503158531
YCR065W	-0.08317185148717253	-0.03377022503158531
YCR066W	-0.08317185148717253	-0.03377022503158531
YCR067C	-0.08317185148717253	-0.03377022503158531
YCR068W	-4.574451831794595	-5.347153309911793
YCR069W	-0.08317185148717253	-0.03377022503158531
YCR071C	-0.08317185148717253	-0.03377022503158531
YCR073C	-0.08317185148717253	-0.03377022503158531
YCR075C	-0.08317185148717253	-0.03377022503158531
YCR076C	-0.08317185148717253	-1.0486860951772428
YCR077C	-0.08317185148717253	1.3990521798799311
YCR081W	-0.08317185148717253	-2.9591159683925987
YCR082W	-0.08317185148717253	-0.03377022503158531
YCR083W	-0.08317185148717253	-0.03377022503158531
YCR084C	-2.703085173333169	-0.03377022503158531
YCR085W	-0.08317185148717253	-0.03377022503158531
YCR086W	-0.08317185148717253	-0.8695832945633033
YCR087W	-4.20017850010231	-1.9442000982469407
YCR088W	-0.08317185148717253	-0.03377022503158531
YCR089W	-0.08317185148717253	-0.03377022503158531
YCR090C	-0.08317185148717253	-0.03377022503158531
YCR091W	-0.08317185148717253	-0.03377022503158531
YCR092C	-0.08317185148717253	-0.03377022503158531
YCR094W	3.2852881337433946	2.354267116487609
YCR095C	-0.08317185148717253	-0.03377022503158531
YCR098C	-0.08317185148717253	-0.03377022503158531
YCR099C	-0.08317185148717253	-0.03377022503158531
YCR100C	-0.08317185148717253	-0.03377022503158531
YCR101C	-0.08317185148717253	-0.03377022503158531
YCR102C	-0.08317185148717253	-0.03377022503158531
YCR105W	-0.08317185148717253	-0.03377022503158531
YCR106W	-0.08317185148717253	-0.03377022503158531
YCR107W	-0.08317185148717253	-0.03377022503158531
YCR073W-A	-0.08317185148717253	-0.03377022503158531
YEL003W	-0.08317185148717253	-0.03377022503158531
YEL004W	-0.08317185148717253	-0.03377022503158531
YEL005C	-0.08317185148717253	-0.03377022503158531
YEL006W	-0.08317185148717253	-0.03377022503158531
YEL007W	-0.08317185148717253	-1.824798231170981
YEL008W	-0.08317185148717253	-0.03377022503158531
YEL009C	-0.08317185148717253	-0.03377022503158531
YEL010W	-0.08317185148717253	-0.03377022503158531
YEL011W	-0.08317185148717253	-0.03377022503158531
YEL012W	-0.08317185148717253	-0.03377022503158531
YEL013W	-0.08317185148717253	1.0408465786520522
YEL014C	-0.08317185148717253	-0.03377022503158531
YEL015W	-0.08317185148717253	-0.03377022503158531
YEL016C	-0.08317185148717253	-0.03377022503158531
YEL017W	-0.08317185148717253	-0.03377022503158531
YEL018W	-0.08317185148717253	-0.03377022503158531
YEL020C	-0.08317185148717253	-0.03377022503158531
YEL023C	-0.08317185148717253	-0.03377022503158531
YEL024W	-0.08317185148717253	-0.03377022503158531
YEL025C	-0.08317185148717253	-0.03377022503158531
YEL027W	-0.08317185148717253	-0.03377022503158531
YEL028W	-0.08317185148717253	-0.03377022503158531
YEL029C	-0.08317185148717253	-2.600910367164719
YEL030W	-0.08317185148717253	-0.03377022503158531
YEL031W	-4.761588497640737	-2.8397141013166385
YEL033W	3.8466981312818223	3.2497811195573068
YEL036C	-0.08317185148717253	-0.03377022503158531
YEL037C	-0.08317185148717253	-0.03377022503158531
YEL038W	-0.08317185148717253	-0.03377022503158531
YEL039C	-0.08317185148717253	-0.03377022503158531
YEL040W	-0.08317185148717253	-0.03377022503158531
YEL041W	-0.08317185148717253	-0.03377022503158531
YEL042W	-0.08317185148717253	-0.8695832945633033
YEL043W	-0.08317185148717253	-0.03377022503158531
