orf	hom | growth (pooled culture) | zinc dichloride [1 uM], time [5 gen] | LZM | North M~Eide D, 2012	hom | growth (pooled culture) | zinc dichloride [1 uM], time [15 gen] | LZM | North M~Eide D, 2012
YIR023W	-0.08317185148717253	-0.03377022503158531
YIR024C	-0.08317185148717253	-0.03377022503158531
YIR025W	-0.08317185148717253	-0.03377022503158531
YIR026C	3.2852881337433946	1.9960615152597299
YIR027C	-0.08317185148717253	-0.03377022503158531
YIR028W	-0.08317185148717253	-0.03377022503158531
YIR029W	-0.08317185148717253	-0.03377022503158531
YIR030C	-0.08317185148717253	-0.03377022503158531
YIR031C	-0.08317185148717253	-0.03377022503158531
YIR032C	-0.08317185148717253	-0.03377022503158531
YIR033W	4.033834797127965	-0.03377022503158531
YIR035C	-0.08317185148717253	-0.03377022503158531
YIR036C	-0.08317185148717253	-0.03377022503158531
YIR037W	-0.08317185148717253	-1.1680879622532025
YIR038C	-0.08317185148717253	-0.03377022503158531
YIR039C	-0.08317185148717253	-0.03377022503158531
YIR042C	-0.08317185148717253	-0.03377022503158531
YKL001C	-0.08317185148717253	-0.03377022503158531
YKL002W	-0.08317185148717253	-0.03377022503158531
YKL003C	2.9110148020511093	-0.03377022503158531
YKL005C	-0.08317185148717253	-0.03377022503158531
YKL006W	-0.08317185148717253	-0.03377022503158531
YKL007W	-0.08317185148717253	0.8020428445001326
YKL008C	-0.08317185148717253	-0.03377022503158531
YKL009W	4.40810812882025	-0.03377022503158531
YKL010C	-0.08317185148717253	-0.03377022503158531
YKL011C	-0.08317185148717253	-0.03377022503158531
YKL015W	-0.08317185148717253	-0.03377022503158531
YKL016C	-0.08317185148717253	2.891575518329428
YKL017C	-0.08317185148717253	-0.03377022503158531
YKL020C	-0.08317185148717253	-0.03377022503158531
YKL023W	-0.08317185148717253	-0.03377022503158531
YKL025C	-0.08317185148717253	-0.03377022503158531
YKL026C	-0.08317185148717253	-0.03377022503158531
YKL027W	-0.08317185148717253	-0.03377022503158531
YKL029C	-0.08317185148717253	-0.03377022503158531
YKL030W	-0.08317185148717253	-0.03377022503158531
YKL031W	-0.08317185148717253	-0.03377022503158531
YKL032C	-0.08317185148717253	-2.7800131677786584
YKL034W	-0.08317185148717253	-0.8695832945633033
YKL037W	-0.08317185148717253	-3.257620636082498
YKL038W	-0.08317185148717253	-0.03377022503158531
YKL039W	-0.08317185148717253	-0.03377022503158531
YKL040C	-0.08317185148717253	0.9811456451140722
YKL041W	-0.08317185148717253	-1.824798231170981
YKL043W	-0.08317185148717253	-0.03377022503158531
YKL044W	-0.08317185148717253	-0.03377022503158531
YKL046C	-0.08317185148717253	-0.03377022503158531
YKL047W	-0.08317185148717253	-0.8695832945633033
YKL048C	-2.703085173333169	-4.690443040994014
YKL050C	-0.08317185148717253	-0.03377022503158531
YKL051W	-0.08317185148717253	-0.03377022503158531
YKL053W	-0.08317185148717253	-0.03377022503158531
YKL054C	-3.077358505025454	-0.03377022503158531
YKL055C	-0.08317185148717253	-0.03377022503158531
YKL056C	-0.08317185148717253	-0.03377022503158531
YKL057C	-0.08317185148717253	-0.03377022503158531
YKL061W	-0.08317185148717253	-0.03377022503158531
YKL062W	-0.08317185148717253	-0.03377022503158531
YKL063C	-0.08317185148717253	-0.9889851616392631
YKL064W	-0.08317185148717253	-0.03377022503158531
YKL065C	-0.08317185148717253	-0.03377022503158531
YKL066W	-0.08317185148717253	-0.03377022503158531
YKL067W	-0.08317185148717253	-0.03377022503158531
YKL068W	-0.08317185148717253	-0.03377022503158531
YKL069W	-0.08317185148717253	-0.03377022503158531
YKL070W	-0.08317185148717253	-0.03377022503158531
YKL071W	-0.08317185148717253	-0.03377022503158531
YKL072W	-0.08317185148717253	-0.03377022503158531
YKL073W	-0.08317185148717253	-0.03377022503158531
YKL074C	-0.08317185148717253	1.518454046955891
YKL075C	-0.08317185148717253	-0.03377022503158531
YKL076C	-0.08317185148717253	-0.03377022503158531
YKL077W	-0.08317185148717253	-1.9442000982469407
YKL079W	-0.08317185148717253	-0.03377022503158531
YKL080W	-0.08317185148717253	-0.03377022503158531
YKL081W	-0.08317185148717253	-0.03377022503158531
YKL084W	-0.08317185148717253	-0.03377022503158531
YKL085W	-0.08317185148717253	-0.03377022503158531
YKL086W	-0.08317185148717253	-0.03377022503158531
YKL087C	-0.08317185148717253	-0.03377022503158531
YKL090W	-0.08317185148717253	-0.03377022503158531
YKL091C	-0.08317185148717253	-0.03377022503158531
YKL092C	-0.08317185148717253	-0.03377022503158531
YKL093W	-0.08317185148717253	-0.03377022503158531
YKL094W	-0.08317185148717253	-0.03377022503158531
YKL096W	-0.08317185148717253	-0.03377022503158531
YKL097C	-0.08317185148717253	-0.03377022503158531
YKL098W	-0.08317185148717253	-0.03377022503158531
YKL100C	-0.08317185148717253	-0.03377022503158531
YKL101W	-0.08317185148717253	-0.03377022503158531
YKL102C	-0.08317185148717253	-0.03377022503158531
YKL103C	-0.08317185148717253	-0.03377022503158531
YKL105C	-0.08317185148717253	-0.03377022503158531
YKL106W	-0.08317185148717253	-0.03377022503158531
YKL107W	-0.08317185148717253	-0.03377022503158531
YKL109W	-0.08317185148717253	-0.03377022503158531
YKL110C	3.2852881337433946	2.5333699171015485
YKL113C	-0.08317185148717253	-0.03377022503158531
YKL114C	-5.510135161025308	-3.018816901930578
YKL115C	-0.08317185148717253	-0.03377022503158531
YKL116C	-0.08317185148717253	-0.03377022503158531
YKL117W	-0.08317185148717253	-0.03377022503158531
YKL118W	-0.08317185148717253	-0.03377022503158531
YKL119C	-0.08317185148717253	-0.03377022503158531
YKL120W	-0.08317185148717253	-0.03377022503158531
YKL121W	-0.08317185148717253	-0.03377022503158531
YKL123W	-0.08317185148717253	-0.03377022503158531
YKL124W	-0.08317185148717253	-0.03377022503158531
YKL126W	-0.08317185148717253	-0.03377022503158531
YKL127W	-0.08317185148717253	-0.03377022503158531
YKL128C	-0.08317185148717253	-0.03377022503158531
YKL129C	-0.08317185148717253	-0.03377022503158531
YKL130C	-0.08317185148717253	-0.03377022503158531
YKL131W	-0.08317185148717253	-0.03377022503158531
YKL132C	-0.08317185148717253	-0.03377022503158531
YKL133C	-0.08317185148717253	-0.03377022503158531
YKL134C	2.9110148020511093	2.473668983563569
YKL135C	-0.08317185148717253	-0.03377022503158531
YKL136W	-0.08317185148717253	-0.03377022503158531
YKL137W	-0.08317185148717253	-0.03377022503158531
YKL138C	-0.08317185148717253	2.772173651253468
YKL139W	-0.08317185148717253	-0.03377022503158531
YKL140W	-0.08317185148717253	-0.03377022503158531
YKL142W	-0.08317185148717253	-0.03377022503158531
YKL143W	-0.08317185148717253	-0.03377022503158531
YKL146W	-0.08317185148717253	-0.03377022503158531
YKL147C	-0.08317185148717253	-0.03377022503158531
YKL148C	-0.08317185148717253	-0.03377022503158531
YKL149C	-0.08317185148717253	-1.1083870287152227
YKL150W	-0.08317185148717253	-0.03377022503158531
YKL151C	-0.08317185148717253	-0.03377022503158531
YKL155C	-0.08317185148717253	-0.03377022503158531
YKL156W	-0.08317185148717253	-0.03377022503158531
YKL157W	-0.08317185148717253	-0.03377022503158531
YKL159C	-0.08317185148717253	-0.03377022503158531
YKL160W	-0.08317185148717253	-0.9889851616392631
YKL161C	-0.08317185148717253	-0.03377022503158531
YKL162C	-0.08317185148717253	-0.03377022503158531
YKL163W	-0.08317185148717253	-0.03377022503158531
YKL164C	-0.08317185148717253	-0.03377022503158531
YKL166C	-0.08317185148717253	-0.03377022503158531
YKL167C	-0.08317185148717253	-0.03377022503158531
YKL168C	-0.08317185148717253	-0.03377022503158531
YKL169C	-0.08317185148717253	3.7870895213991256
YKL170W	4.033834797127965	-0.03377022503158531
YKL171W	-0.08317185148717253	-0.03377022503158531
YKL174C	-0.08317185148717253	-0.03377022503158531
YKL175W	-0.08317185148717253	-0.03377022503158531
YKL176C	-0.08317185148717253	-0.03377022503158531
YKL179C	-0.08317185148717253	-0.03377022503158531
YKL183W	-0.08317185148717253	-0.03377022503158531
YKL184W	-0.08317185148717253	-0.03377022503158531
YKL185W	-0.08317185148717253	-0.03377022503158531
YKL187C	-0.08317185148717253	-0.03377022503158531
YKL188C	-0.08317185148717253	-0.03377022503158531
YKL190W	-0.08317185148717253	-3.257620636082498
YKL191W	-0.08317185148717253	-0.03377022503158531
YKL197C	-0.08317185148717253	-3.7949290379243164
YKL198C	-0.08317185148717253	-0.03377022503158531
YKL201C	-0.08317185148717253	-0.03377022503158531
YKL202W	-0.08317185148717253	-0.03377022503158531
YKL205W	-0.08317185148717253	-0.03377022503158531
YKL206C	-0.08317185148717253	0.8020428445001326
YKL207W	-0.08317185148717253	-0.03377022503158531
YKL208W	-0.08317185148717253	-0.03377022503158531
YKL212W	-0.08317185148717253	-0.03377022503158531
YKL213C	-0.08317185148717253	-0.03377022503158531
YKL214C	-0.08317185148717253	-0.03377022503158531
YKL215C	-0.08317185148717253	-0.03377022503158531
YKL216W	-0.08317185148717253	-0.03377022503158531
YKL217W	-0.08317185148717253	-0.03377022503158531
YKL218C	-0.08317185148717253	-0.03377022503158531
YKL220C	-0.08317185148717253	-0.03377022503158531
YKL221W	-0.08317185148717253	-0.03377022503158531
YKL222C	-0.08317185148717253	-0.03377022503158531
YKR003W	-0.08317185148717253	-0.03377022503158531
YKR005C	-0.08317185148717253	-0.03377022503158531
YKR006C	-0.08317185148717253	-0.03377022503158531
YKR007W	-0.08317185148717253	1.3393512463419512
YKR009C	-0.08317185148717253	-0.03377022503158531
YKR010C	-0.08317185148717253	-0.03377022503158531
YKR011C	-0.08317185148717253	-0.03377022503158531
YKR012C	-0.08317185148717253	-0.03377022503158531
YKR013W	-0.08317185148717253	-0.03377022503158531
YKR014C	-0.08317185148717253	-0.03377022503158531
YKR015C	-0.08317185148717253	-0.03377022503158531
YKR016W	-0.08317185148717253	-0.03377022503158531
YKR017C	-0.08317185148717253	-0.03377022503158531
YKR018C	-0.08317185148717253	-0.03377022503158531
YKR019C	-0.08317185148717253	-0.03377022503158531
YKR020W	-0.08317185148717253	1.518454046955891
YKR021W	-0.08317185148717253	-0.03377022503158531
YKR023W	-0.08317185148717253	1.2199493792659917
YKR024C	-0.08317185148717253	1.6378559140318505
YKR026C	4.40810812882025	-0.03377022503158531
YKR027W	-0.08317185148717253	-0.03377022503158531
YKR028W	-0.08317185148717253	-0.03377022503158531
YKR029C	-3.8259051684100247	-2.0636019653229005
YKR030W	-0.08317185148717253	-0.03377022503158531
YKR031C	-0.08317185148717253	-0.03377022503158531
YKR032W	-0.08317185148717253	-0.8695832945633033
YKR033C	-0.08317185148717253	-0.03377022503158531
YKR034W	-0.08317185148717253	-0.03377022503158531
YKR035C	-0.08317185148717253	-0.03377022503158531
YKR036C	-0.08317185148717253	-0.03377022503158531
YKR039W	-0.08317185148717253	-0.03377022503158531
YKR040C	-0.08317185148717253	-1.1083870287152227
YKR041W	-0.08317185148717253	-1.4665926299431018
YKR042W	-0.08317185148717253	-2.0039010317849204
YKR043C	-0.08317185148717253	-0.03377022503158531
YKR044W	-0.08317185148717253	-0.03377022503158531
YKR045C	-0.08317185148717253	-0.03377022503158531
YKR046C	-0.08317185148717253	-0.03377022503158531
YKR047W	-0.08317185148717253	-0.03377022503158531
YKR048C	-0.08317185148717253	-0.03377022503158531
YKR049C	-0.08317185148717253	-0.03377022503158531
YKR050W	-0.08317185148717253	-0.03377022503158531
YKR051W	-0.08317185148717253	-1.3471907628671422
YKR052C	-0.08317185148717253	-1.8844991647089608
YKR053C	-0.08317185148717253	-0.03377022503158531
YKR054C	-0.08317185148717253	-0.03377022503158531
YKR055W	-0.08317185148717253	-0.03377022503158531
YKR056W	-0.08317185148717253	-0.03377022503158531
YKR057W	-0.08317185148717253	1.3990521798799311
YKR058W	-0.08317185148717253	-0.03377022503158531
YKR059W	-0.08317185148717253	-0.03377022503158531
YKR060W	-0.08317185148717253	-0.03377022503158531
YKR061W	-0.08317185148717253	-0.03377022503158531
YKR064W	-0.08317185148717253	-0.03377022503158531
YKR065C	-0.08317185148717253	-0.03377022503158531
YKR066C	-0.08317185148717253	-0.03377022503158531
YKR067W	-0.08317185148717253	-0.03377022503158531
YKR069W	-0.08317185148717253	-0.03377022503158531
YKR070W	-0.08317185148717253	-0.03377022503158531
YKR072C	-0.08317185148717253	-0.03377022503158531
YKR073C	-0.08317185148717253	-0.03377022503158531
YKR074W	-0.08317185148717253	1.458753113417911
YKR075C	-0.08317185148717253	-0.03377022503158531
YKR076W	-0.08317185148717253	-0.03377022503158531
YKR077W	-0.08317185148717253	-0.03377022503158531
YKR078W	-0.08317185148717253	-0.03377022503158531
YKR080W	-0.08317185148717253	-0.03377022503158531
YKR082W	-0.08317185148717253	-0.03377022503158531
YKR084C	2.5367414703588236	-0.03377022503158531
YKR085C	-0.08317185148717253	4.742304458006803
YKR087C	-0.08317185148717253	-0.03377022503158531
YKR088C	-0.08317185148717253	-0.03377022503158531
YKR089C	-0.08317185148717253	-0.03377022503158531
YKR090W	-0.08317185148717253	-0.03377022503158531
YKR091W	-0.08317185148717253	-0.03377022503158531
YKR092C	-0.08317185148717253	-0.03377022503158531
YKR093W	-0.08317185148717253	-0.03377022503158531
YKR094C	-0.08317185148717253	-0.03377022503158531
YKR095W	-0.08317185148717253	-0.03377022503158531
YKR096W	-0.08317185148717253	-0.03377022503158531
YKR097W	-0.08317185148717253	-0.03377022503158531
YKR098C	-0.08317185148717253	-0.03377022503158531
YKR099W	-0.08317185148717253	-0.03377022503158531
YKR100C	-0.08317185148717253	-0.03377022503158531
YKR101W	-0.08317185148717253	-0.03377022503158531
YKR102W	-0.08317185148717253	-0.03377022503158531
YKR103W	-0.08317185148717253	-0.03377022503158531
YKR104W	-0.08317185148717253	-0.03377022503158531
YKR105C	-0.08317185148717253	-0.03377022503158531
YKR106W	-0.08317185148717253	-0.03377022503158531
YAL065C	-0.08317185148717253	-0.03377022503158531
YAR030C	-0.08317185148717253	-0.03377022503158531
YFL063W	-0.08317185148717253	-0.03377022503158531
YFL055W	-0.08317185148717253	-0.03377022503158531
YFL054C	-0.08317185148717253	-0.03377022503158531
YFL053W	-0.08317185148717253	-0.03377022503158531
YFL052W	-0.08317185148717253	-0.03377022503158531
YFL051C	-0.08317185148717253	-0.03377022503158531
YFL050C	-0.08317185148717253	-0.03377022503158531
YFL049W	-0.08317185148717253	-0.03377022503158531
YFL048C	-0.08317185148717253	-0.03377022503158531
YFL047W	-0.08317185148717253	-0.03377022503158531
YFL046W	-0.08317185148717253	-0.03377022503158531
YFL044C	-0.08317185148717253	-1.1083870287152227
YFL042C	-0.08317185148717253	-0.9889851616392631
YFL042C	-0.08317185148717253	-0.03377022503158531
YFL042C	-0.08317185148717253	-0.9889851616392631
YFL042C	-0.08317185148717253	-0.03377022503158531
YFL041W	-0.08317185148717253	-0.03377022503158531
YFL040W	-0.08317185148717253	-0.03377022503158531
YFL036W	2.9110148020511093	-0.03377022503158531
YFL034W	-0.08317185148717253	-0.03377022503158531
YFL033C	-0.08317185148717253	-0.03377022503158531
YFL032W	-4.387315165948452	-4.212835572690175
YFL031W	-0.08317185148717253	-2.5412094336267392
YFL030W	-0.08317185148717253	-0.03377022503158531
YFL028C	-0.08317185148717253	-0.03377022503158531
YFL027C	-0.08317185148717253	-0.03377022503158531
YFL025C	-0.08317185148717253	-0.8695832945633033
YFL023W	-0.08317185148717253	2.8318745847914477
YFL021W	-0.08317185148717253	-0.7501814274873436
YFL020C	-0.08317185148717253	-0.03377022503158531
YFL019C	-0.08317185148717253	-0.03377022503158531
YFL018C	-0.08317185148717253	2.1751643158736695
YFL016C	-0.08317185148717253	4.861706325082762
YFL015C	-0.08317185148717253	-0.03377022503158531
YFL014W	-0.08317185148717253	-0.03377022503158531
YFL013C	-0.08317185148717253	-0.03377022503158531
YFL012W	-0.08317185148717253	-0.03377022503158531
YFL011W	-0.08317185148717253	-0.03377022503158531
YFL010C	-0.08317185148717253	-0.03377022503158531
YFL007W	-0.08317185148717253	-0.03377022503158531
YFL004W	-0.08317185148717253	-0.03377022503158531
YFL003C	-0.08317185148717253	-0.03377022503158531
YFL001W	-0.08317185148717253	3.667687654323166
YFR001W	4.782381460512536	3.3094820530952864
YFR006W	-0.08317185148717253	-0.03377022503158531
YFR007W	-0.08317185148717253	-0.03377022503158531
YFR008W	-0.08317185148717253	-0.03377022503158531
YFR009W	3.8466981312818223	-0.03377022503158531
YFR010W	-0.08317185148717253	-0.03377022503158531
YFR011C	-0.08317185148717253	-0.03377022503158531
YFR012W	-0.08317185148717253	-0.03377022503158531
YFR013W	-0.08317185148717253	-0.03377022503158531
YFR014C	-0.08317185148717253	-0.03377022503158531
YFR015C	-0.08317185148717253	-0.03377022503158531
YFR016C	-0.08317185148717253	-0.03377022503158531
YFR017C	-0.08317185148717253	-0.03377022503158531
YFR018C	-0.08317185148717253	-0.03377022503158531
YFR019W	-0.08317185148717253	-0.03377022503158531
YFR020W	-0.08317185148717253	-0.03377022503158531
YFR021W	-0.08317185148717253	-0.03377022503158531
YFR022W	-0.08317185148717253	-0.03377022503158531
YFR023W	-0.08317185148717253	-0.03377022503158531
YFR025C	-0.08317185148717253	-0.03377022503158531
YFR026C	-0.08317185148717253	-0.03377022503158531
YFR030W	-0.08317185148717253	-0.03377022503158531
YFR032C	-0.08317185148717253	-0.03377022503158531
YFR033C	-0.08317185148717253	-0.03377022503158531
YFR034C	-0.08317185148717253	-0.03377022503158531
YFR035C	-0.08317185148717253	-0.03377022503158531
YFR036W	-0.08317185148717253	-0.03377022503158531
YFR038W	-0.08317185148717253	-0.03377022503158531
YFR039C	-0.08317185148717253	-0.03377022503158531
YFR040W	-6.445818490256021	-4.153134639152196
YFR041C	-0.08317185148717253	-0.03377022503158531
YFR043C	-0.08317185148717253	-0.03377022503158531
YFR044C	-0.08317185148717253	-0.03377022503158531
YFR045W	-0.08317185148717253	-0.03377022503158531
YFR046C	-0.08317185148717253	-0.03377022503158531
YFR047C	-0.08317185148717253	-0.03377022503158531
YFR048W	-0.08317185148717253	-0.03377022503158531
YFR049W	-0.08317185148717253	-0.03377022503158531
YFR053C	-0.08317185148717253	-0.03377022503158531
YFR054C	-0.08317185148717253	-0.03377022503158531
YFR056C	-0.08317185148717253	-0.03377022503158531
YFR055W	-0.08317185148717253	-0.03377022503158531
YFR057W	-0.08317185148717253	-0.03377022503158531
YER044C-A	-0.08317185148717253	-0.03377022503158531
YFL010W-A	-0.08317185148717253	-0.03377022503158531
YKL096W-A	-0.08317185148717253	-0.03377022503158531
YHR079C-A	-0.08317185148717253	-0.03377022503158531
YHR039C-A	-0.08317185148717253	-0.03377022503158531
YEL017C-A	-0.08317185148717253	-0.03377022503158531
YFR031C-A	-0.08317185148717253	-0.03377022503158531
YER019C-A	-0.08317185148717253	-0.03377022503158531
YER087C-B	-0.08317185148717253	-0.03377022503158531
YAR002C-A	-0.08317185148717253	-0.03377022503158531
YCR079W	-0.08317185148717253	-0.03377022503158531
YAL034C	-0.08317185148717253	-0.03377022503158531
YER056C-A	-0.08317185148717253	-0.03377022503158531
YAL004W	-0.08317185148717253	-0.03377022503158531
YAL042C-A	-0.08317185148717253	-0.03377022503158531
YAL056C-A	-0.08317185148717253	-0.03377022503158531
YAL064C-A	-0.08317185148717253	-0.03377022503158531
YAL068C	-0.08317185148717253	-0.03377022503158531
YBR084C-A	-0.08317185148717253	-0.03377022503158531
YBR089C-A	-0.08317185148717253	-0.03377022503158531
YBR162W-A	-0.08317185148717253	-0.03377022503158531
YDL001W	-0.08317185148717253	-0.03377022503158531
YDL002C	-0.08317185148717253	-0.03377022503158531
YDL006W	-0.08317185148717253	-0.03377022503158531
YDL009C	-0.08317185148717253	-0.03377022503158531
YDL010W	-0.08317185148717253	-0.03377022503158531
YDL011C	-0.08317185148717253	-0.03377022503158531
YDL012C	-0.08317185148717253	-0.03377022503158531
YDL013W	-0.08317185148717253	-0.03377022503158531
YDL018C	-0.08317185148717253	-0.03377022503158531
YDL019C	-0.08317185148717253	-0.03377022503158531
YDL020C	3.2852881337433946	3.3094820530952864
YDL021W	-0.08317185148717253	-0.03377022503158531
YDL022W	-0.08317185148717253	-0.03377022503158531
YDL023C	-0.08317185148717253	1.0408465786520522
YDL024C	-0.08317185148717253	-0.03377022503158531
YDL025C	-0.08317185148717253	-0.03377022503158531
YDL026W	-0.08317185148717253	-0.03377022503158531
YDL027C	-0.08317185148717253	-0.03377022503158531
YDL032W	-0.08317185148717253	1.3990521798799311
YDL033C	-0.08317185148717253	-0.03377022503158531
YDL034W	-0.08317185148717253	-0.03377022503158531
YDL035C	-0.08317185148717253	-0.03377022503158531
YDL036C	-0.08317185148717253	-0.03377022503158531
YDL037C	-0.08317185148717253	-0.03377022503158531
YDL039C	-0.08317185148717253	-0.03377022503158531
YDL040C	-4.761588497640737	-0.03377022503158531
YDL041W	-0.08317185148717253	-0.03377022503158531
YDL044C	2.5367414703588236	4.742304458006803
YDL046W	-0.08317185148717253	-0.03377022503158531
YDL047W	-0.08317185148717253	-0.03377022503158531
YDL048C	-0.08317185148717253	-0.03377022503158531
YDL049C	-0.08317185148717253	-0.03377022503158531
YDL050C	-0.08317185148717253	-0.03377022503158531
YDL051W	-0.08317185148717253	-0.03377022503158531
YDL052C	-0.08317185148717253	-0.03377022503158531
YDL053C	-0.08317185148717253	-0.03377022503158531
YDL054C	-0.08317185148717253	-0.03377022503158531
YDL056W	-0.08317185148717253	2.473668983563569
YDL059C	-0.08317185148717253	-0.03377022503158531
YDL061C	-0.08317185148717253	-0.03377022503158531
YDL062W	-0.08317185148717253	-0.03377022503158531
YDL063C	-0.08317185148717253	-0.03377022503158531
YDL065C	-0.08317185148717253	-3.496424370234417
YDL066W	-0.08317185148717253	-2.12330289886088
YDL067C	-0.08317185148717253	-0.03377022503158531
YDL068W	-0.08317185148717253	-0.03377022503158531
YDL069C	-0.08317185148717253	-0.03377022503158531
YDL070W	-0.08317185148717253	-0.03377022503158531
YDL071C	-0.08317185148717253	-0.03377022503158531
YDL072C	-0.08317185148717253	-0.03377022503158531
YDL073W	-0.08317185148717253	-0.03377022503158531
YDL074C	-0.08317185148717253	-2.4218075665507794
YDL075W	-0.08317185148717253	-0.03377022503158531
YDL076C	-0.08317185148717253	-0.03377022503158531
YDL077C	-0.08317185148717253	-0.03377022503158531
YDL078C	-0.08317185148717253	-0.03377022503158531
YDL079C	-0.08317185148717253	-0.03377022503158531
YDL080C	-0.08317185148717253	-0.03377022503158531
YDL081C	-0.08317185148717253	1.3990521798799311
YDL082W	-0.08317185148717253	2.1154633823356894
YDL083C	-0.08317185148717253	2.1154633823356894
YDL085W	-0.08317185148717253	-0.03377022503158531
YDL086W	-0.08317185148717253	-0.03377022503158531
YDL088C	-0.08317185148717253	-0.03377022503158531
YDL089W	-0.08317185148717253	-0.03377022503158531
YDL090C	2.5367414703588236	1.458753113417911
YDL091C	-0.08317185148717253	-0.03377022503158531
YDL093W	-0.08317185148717253	-0.03377022503158531
YDL094C	-0.08317185148717253	0.8020428445001326
YDL095W	-0.08317185148717253	-0.03377022503158531
YDL096C	-0.08317185148717253	-0.03377022503158531
YDL099W	-0.08317185148717253	-0.03377022503158531
YDL100C	-0.08317185148717253	-0.03377022503158531
YDL101C	-0.08317185148717253	-0.03377022503158531
YDL104C	-0.08317185148717253	-0.03377022503158531
YDL106C	-0.08317185148717253	-0.03377022503158531
YDL107W	-0.08317185148717253	-0.03377022503158531
YDL109C	-0.08317185148717253	-0.03377022503158531
YDL110C	-0.08317185148717253	-0.03377022503158531
YDL112W	-0.08317185148717253	-0.03377022503158531
YDL113C	-0.08317185148717253	-0.03377022503158531
YDL114W	-0.08317185148717253	-0.03377022503158531
YDL115C	-0.08317185148717253	-0.03377022503158531
YDL116W	-0.08317185148717253	-0.03377022503158531
YDL117W	-0.08317185148717253	-0.03377022503158531
YDL118W	-4.574451831794595	-3.615826237310377
YDL121C	-0.08317185148717253	-0.03377022503158531
YDL122W	-0.08317185148717253	-0.03377022503158531
YDL123W	-0.08317185148717253	-0.03377022503158531
YDL124W	-0.08317185148717253	-0.03377022503158531
YDL125C	-0.08317185148717253	-1.5859944970190616
YDL127W	-0.08317185148717253	-0.03377022503158531
YDL128W	-0.08317185148717253	-0.03377022503158531
YDL129W	-0.08317185148717253	-0.03377022503158531
YDL130W	-0.08317185148717253	-0.03377022503158531
YDL131W	-0.08317185148717253	-0.03377022503158531
YDL133W	-0.08317185148717253	-1.2277888957911824
YDL134C	-0.08317185148717253	-0.03377022503158531
YDL133C-A	-0.08317185148717253	-0.03377022503158531
YDL135C	-0.08317185148717253	-0.03377022503158531
YDL136W	-0.08317185148717253	1.0408465786520522
YDL137W	-0.08317185148717253	-0.03377022503158531
YDL138W	-0.08317185148717253	-0.03377022503158531
YDL142C	-0.08317185148717253	-0.03377022503158531
YDL144C	-0.08317185148717253	-0.03377022503158531
YDL146W	-0.08317185148717253	-0.03377022503158531
YDL149W	-0.08317185148717253	-0.03377022503158531
YDL151C	-0.08317185148717253	1.8766596481837703
YDL154W	-0.08317185148717253	-0.03377022503158531
YDL155W	-0.08317185148717253	-0.03377022503158531
YDL156W	-0.08317185148717253	-0.03377022503158531
YDL157C	-0.08317185148717253	-0.03377022503158531
YDL160C	3.2852881337433946	-0.03377022503158531
YDL161W	-0.08317185148717253	-0.03377022503158531
YDL162C	-0.08317185148717253	-1.4665926299431018
YDL167C	-0.08317185148717253	-0.03377022503158531
YDL168W	-0.08317185148717253	-0.03377022503158531
YDL169C	-0.08317185148717253	-0.03377022503158531
YDL170W	-0.08317185148717253	-0.03377022503158531
YDL171C	-0.08317185148717253	-0.03377022503158531
YDL172C	-3.077358505025454	-1.3471907628671422
YDL173W	-4.387315165948452	-1.5262935634810817
YDL174C	-0.08317185148717253	-0.03377022503158531
YDL175C	-0.08317185148717253	-0.03377022503158531
YDL176W	-0.08317185148717253	-0.03377022503158531
YDL177C	-0.08317185148717253	-0.03377022503158531
YDL178W	-0.08317185148717253	-0.03377022503158531
YDL179W	-0.08317185148717253	-0.03377022503158531
YDL180W	-0.08317185148717253	-0.9889851616392631
YDL182W	-0.08317185148717253	-0.03377022503158531
YDL183C	-0.08317185148717253	-0.03377022503158531
YDL184C	-0.08317185148717253	-0.03377022503158531
YDL185W	-0.08317185148717253	-0.03377022503158531
YDL186W	-0.08317185148717253	-0.03377022503158531
YDL187C	-0.08317185148717253	-0.03377022503158531
YDL188C	-0.08317185148717253	-0.03377022503158531
YDL189W	-0.08317185148717253	-0.03377022503158531
YDL190C	-0.08317185148717253	-0.03377022503158531
YDL191W	-0.08317185148717253	-0.03377022503158531
YDL192W	-0.08317185148717253	-0.03377022503158531
YDL194W	-0.08317185148717253	-0.03377022503158531
YDL197C	-0.08317185148717253	-0.03377022503158531
YDL198C	4.220971462974107	-0.03377022503158531
YDL199C	-0.08317185148717253	-0.03377022503158531
YDL200C	-0.08317185148717253	-0.03377022503158531
YDL201W	-0.08317185148717253	-0.03377022503158531
YDL202W	3.6595614654356794	3.8467904549371053
YDL203C	-0.08317185148717253	-3.974031838538256
YDL204W	-0.08317185148717253	-0.03377022503158531
YDL206W	-0.08317185148717253	-0.03377022503158531
YDL210W	-0.08317185148717253	-0.03377022503158531
YDL211C	-0.08317185148717253	-0.03377022503158531
YDL213C	-0.08317185148717253	-0.03377022503158531
YDL214C	-0.08317185148717253	-0.03377022503158531
YDL215C	-0.08317185148717253	-0.03377022503158531
YDL216C	-0.08317185148717253	-0.03377022503158531
YDL218W	-0.08317185148717253	-0.03377022503158531
YDL219W	-0.08317185148717253	-0.03377022503158531
YDL222C	-0.08317185148717253	-0.03377022503158531
YDL223C	-0.08317185148717253	-0.03377022503158531
YDL224C	-0.08317185148717253	-0.03377022503158531
