orf	hap a | abundance of a specific protein/peptide (Rnr3) | YPD [standard] | quantitative | quantitative | quantitative	hap a | abundance of a specific protein/peptide (Rnr3) | methyl methanesulfonate [0.03%] | quantitative | quantitative | quantitative
YAL002W	0.10283541263679372	0.7968947830437183
YAL004W	0.4682517805788021	0.08271298273833565
YAL005C	0.9166710147289789	-0.10687672820698273
YAL007C	0.3293074748122321	-0.21080317171661586
YAL008W	-0.26328288414131124	-0.7358153272119367
YAL010C	-0.851737390956474	-0.8806927338340182
YAL011W	-0.26231534508145654	0.7385897176109829
YAL013W	0.29597642599894497	0.28212142355232844
YAL014C	0.21049668282383052	-0.0026455664126551364
YAL015C	-0.45818056477444646	0.26429967492338424
YAL017W	-1.0400014680962353	0.48524459605220127
YAL018C	0.18934291325321612	0.3065538384911678
YAL019W	-0.09855947478513331	0.16394557997391485
YAL020C	0.09989141431938804	0.3318816397606517
YAL022C	0.15837112345269197	-0.10410195818820057
YAL023C	0.19224179003095554	-0.17184280309711944
YAL024C	0.027591048208893753	0.03344101120220018
YAL026C	0.8927539996172353	0.044414298407551706
YAL027W	0.48086415264403354	0.10823286535930848
YAL028W	0.2812055884704013	0.020593221547087977
YAL029C	-0.19711546667678276	-0.3071157641405405
YAL030W	-0.9178234721744463	-0.07763681724195248
YAL031C	-0.8305813986086816	0.3903474943173279
YAL034C	-0.07043435709864518	0.1352045877992738
YAL036C	1.0723119662693592	1.769078246980676
YAL037W	0.21232335385629597	-0.1541122402783755
YAL040C	1.2789454018065847	0.64501022039599
YAL042C-A	0.07203921917015994	-0.2913047184539294
YAL042W	0.3897719945902355	-0.22323802211595906
YAL045C	1.5352757503925165	0.2129847773097435
YAL046C	2.3032402612923546	0.3718628610621261
YAL048C	1.0019997322421346	0.4559643633161873
YAL049C	0.31505173468050274	-0.10933547312689441
YAL051W	0.17455831516927744	-0.300541225917843
YAL053W	0.04981901598464582	0.602338479501854
YAL054C	-0.7637694673130194	1.133818538239714
YAL055W	-1.1274854374665717	0.8142636423658602
YAL056C-A	0.0031835174988308172	0.2999903643338246
YAL056W	0.8114247204242001	0.05579092089715469
YAL058W	1.398304281548894	0.6690275187504551
YAL059W	0.18719381538059124	-0.5651872708275358
YAL060W	0.8084094410505863	0.9832301353930293
YAL061W	0.4174304179108892	-0.03643492253711254
YAL062W	0.0061440985263633025	-0.39498734803375984
YAL064C-A	-0.20452504425144072	-0.31541138331210233
YAL065C	-0.4445588190937681	0.01039789443298698
YAL066W	-0.9490571894175808	-0.10512942124560519
YAL067C	-0.03217514170956029	-0.37499253119949477
YAL068C	-0.20647388921462925	-0.534325977979146
YAR002C-A	0.48468768910977605	0.053755189875473765
YAR002W	1.9942137175313865	1.2164642528320488
YAR003W	1.4405369141092095	-0.22353538299368625
YAR014C	0.3119687952521737	-0.311896385072085
YAR018C	0.644901834496703	-0.49381891210735196
YAR020C	0.07344196204494434	0.39131754491328374
YAR023C	-0.5399871286708505	-0.04197838336341057
YAR027W	-0.7314648109721544	0.2814040057437333
YAR028W	-0.4173131286125635	0.20277143848781165
YAR029W	0.4591409621001281	0.0168294295302134
YAR030C	-0.3513598908739296	-0.5882445946507088
YAR031W	0.10893199638822897	-0.23448980071711314
YAR035W	0.1144660218171578	-0.027989939828661187
YAR042W	-0.023759457935695207	0.678513947480657
YAR047C	-1.4525447825253082	0.3956009575405313
YAR050W	-0.7882676060739618	0.2030702750526391
YBL001C	0.377134446306058	2.235991458808815
YBL003C	-0.17640857604947024	0.023181793971347495
YBL005W	0.5872600397006775	0.34377154186632247
YBL007C	2.0021194971185787	2.027899168996313
YBL008W	1.003508890232296	1.635061238428676
YBL009W	1.0256663622310516	0.43615367172640873
YBL010C	-0.08038102901846628	0.4816126416784432
YBL011W	-0.5430246802676196	0.5870463897935475
YBL013W	-1.4953459731857317	0.6049721398083823
YBL015W	-0.8901584088528939	0.7646424637921089
YBL016W	0.7775019779046212	1.4139108801385678
YBL017C	0.15015690433255696	0.26280109829105447
YBL019W	0.6417049361381444	-0.05631680437736506
YBL024W	0.9448272779356353	0.8417682367698865
YBL025W	-0.5513836633510716	0.48089844300293316
YBL027W	1.6343450014974163	0.7832775307379403
YBL028C	-0.4303461315783538	-0.6984655578400334
YBL029W	-0.142424397849806	-0.7762836288931061
YBL031W	1.1311802666046051	-0.31346336393315605
YBL032W	-0.09834616775321395	0.7446019257233021
YBL036C	-0.6359591832502065	-0.22807841936788353
YBL037W	0.7229890727655696	-0.13165125991116627
YBL039C	1.4411928728487375	1.1084145357649715
YBL042C	0.3982128995285665	-0.016077644568656162
YBL043W	0.489177522421036	-0.20497758471768038
