orf	hap a | abundance of a specific protein/peptide (Rnr3) | YPD [standard] | quantitative | quantitative | quantitative	hap a | abundance of a specific protein/peptide (Rnr3) | methyl methanesulfonate [0.03%] | quantitative | quantitative | quantitative
YBL046W	0.7996691328456902	0.6962748406639552
YBL047C	0.8840511358147483	-0.18625895877561313
YBL048W	1.1373287280224618	0.43042443658706636
YBL049W	-0.4681116344324168	-0.18835280236750315
YBL051C	-2.791235387097962	-1.2923606312744698
YBL052C	-1.1359801988469358	-0.11609795990621165
YBL053W	-0.24469285933964444	-0.0432002104497398
YBL054W	0.11765188393112698	0.5720120370432955
YBL055C	0.5571530688560072	-0.4015134756778066
YBL056W	1.0330095313091083	0.35672844265723697
YBL057C	0.5679720867059587	0.046614563565279175
YBL059W	0.0416019607892815	0.2648760750086992
YBL060W	0.4709102900458584	-0.10694533344872069
YBL061C	0.7442007778053351	-0.13888398737014745
YBL062W	0.5289411696704039	-0.21055503430845451
YBL063W	-0.38945918854811684	-0.21806627917350657
YBL064C	-1.0208909207582266	0.9923757712380502
YBL065W	1.5218068064632113	0.6622785588511392
YBL066C	0.11552417288268388	0.6464420106853406
YBL067C	1.5615834480654545	0.5467503976705687
YBL068W	0.43503584651453714	0.03428813679341396
YBL069W	0.26566189661164613	-0.3397006166400793
YBL070C	0.08168569181145448	-0.33291725404955846
YBL071C	0.3006808223302114	0.2911985284058838
YBL072C	-2.4877881923367533	-2.4637657455229687
YBL075C	-0.0918128009782912	-0.39231332317427803
YBL078C	-0.8293034532242362	0.25994211675910406
YBL079W	0.9853888495589356	0.8606083120838119
YBL081W	0.40517022050931617	0.544471775744288
YBL082C	0.5698254482537899	-0.4921625883458917
YBL083C	0.6940128121117145	0.0017398280880811042
YBL085W	1.0702842744050176	0.41044678155720943
YBL086C	0.9599601834042594	-0.35142127265243517
YBL087C	-1.7155873196041411	-1.4294828362947034
YBL088C	0.2190147381961246	1.150665582297964
YBL089W	-0.954137891731145	0.2468021656492919
YBL091C	0.281083561018909	-0.6199451713602472
YBL091C-A	-0.46881615807569577	0.3019710718409478
YBL094C		-1.2602458659200713
YBL095W	0.2950903921036809	-0.07439138093989212
YBL096C	-0.20494783673483608	-0.08459344123069805
YBL098W	-0.10569583576399462	-0.00043111519317045417
YBL100C	0.5266065560873163	-0.06773331997746344
YBL101C	0.20326742189920302	0.00907804255499178
YBL102W	0.12470444103070535	0.5780035148409243
YBL103C	-0.2852468660176557	0.30640179452117927
YBL104C	0.32550009879450914	0.6257061231486303
YBL106C	-0.16863439798395216	0.16319510972801426
YBL107C	-1.2309704981319614	-0.3272145325277407
YBR001C	-1.1310800715167395	0.7810740158516749
YBR005W	-0.7379202550520919	0.08995765054555259
YBR006W	-0.6516655743408458	0.5910822802580492
YBR007C	0.5321192651246104	0.24481780933160657
YBR008C	0.2289760306950712	0.6719044613529263
YBR009C	1.311450304649192	0.6188814056160226
YBR010W	1.0744181434646023	0.46168504285107426
YBR012C	-0.028918092582187128	0.1039746067632787
YBR013C	-0.20162870100839722	0.32522965143963833
YBR014C	-0.851515027962709	0.331538333861759
YBR015C	-0.29135602717042486	0.36038639665086797
YBR016W	-0.2890808449477923	0.9588923068003992
YBR018C	1.2976936821056202	-0.03263747499784274
YBR019C	-0.18770302345514694	-0.623237051177981
YBR020W	-0.14746310836086426	-0.05844318596944962
YBR022W	0.37146495737522967	-0.8581285039637201
YBR023C	0.05328754388830964	-0.7264937472734158
YBR024W	-0.27268777549662676	-0.48141442315477456
YBR025C	1.2711463605592015	4.186314547653285
YBR026C	2.7445014155273317	
YBR027C	0.2958293230196844	-0.10393649505395774
YBR028C	1.5262059194270698	2.574771419763967
YBR030W	-0.48379893802032287	0.3074073874857692
YBR031W	-1.1375891006920154	-0.6619567076813182
YBR032W	0.9482754657813434	0.19445086940004316
YBR033W	0.14318420675588367	-0.6080090581283538
YBR034C	0.5112382879334159	0.2931954982008392
YBR036C	0.3640285007462222	-2.547975877577055
YBR040W	0.5986332872969023	0.47233285259073277
YBR041W	1.9066700738718747	-0.11033774704121856
YBR042C	-0.10963584530814284	-0.09053545129577066
YBR043C	0.3281607333384776	0.14829970639857373
YBR044C	-0.6339947855806498	0.5547400062614204
YBR045C	-1.2232051943113476	0.13629915625357233
YBR046C	1.7714144008735895	2.989010587254543
YBR047W	0.2321156416656339	0.10874311328747173
YBR048W	0.6735487438097921	-0.18421215334407892
YBR050C	0.3717365388741217	-0.06708889627250608
YBR051W	0.26419365046457005	-0.9060337005615118
YBR052C	0.3792704833637532	-0.44860055877242555
YBR053C	0.30347836459808264	-0.13688507706777917
YBR054W	0.37655442275468376	-0.13070168657629835
YBR056W	-0.13375004758574954	-0.28349584335268163
YBR057C	-1.1933908668374154	-0.400731627212965
YBR058C	-0.3849937231652886	0.8183226501765907
YBR059C	-1.4274186353392584	0.3656306059519308
YBR061C	0.28794758894434347	0.4960719272513299
YBR062C	0.5668903692186829	-0.31232597817383
YBR063C	1.7958565619375149	1.5098769085499253
YBR064W	0.44747553496964404	0.10796114721111139
YBR065C	0.7585917226482799	0.21756242464393527
YBR066C	0.591957050130985	-0.5060984666204613
YBR067C	0.6589041580146642	-0.2240162545415404
YBR068C	0.21691360379846705	0.037035211691947276
YBR069C	0.3453311101383568	-0.0505138000332306
YBR071W	-0.6285299523131521	0.47162994538732983
YBR072W	-0.18927531696663652	1.179772165876572
YBR073W	0.3015321822833074	0.3438278304812809
YBR074W	0.7076733649124908	-0.1856471074379548
YBR076W	0.6115052369652306	0.4314871280401251
YBR077C	1.7062675960182037	0.6226031052164033
YBR078W	0.9502233945023328	0.9874051956287033
YBR082C	2.3038869833216946	1.5978329115647871
YBR083W	0.05744507027084704	-0.007867432382818736
YBR084C-A	-2.7108656206494226	-1.4871829544815873
YBR084W	-1.4474197423643458	0.08143139523443349
YBR085W	0.8536607433877906	-0.10768044465303193
YBR086C	-0.3054498815224582	-0.12598356512568623
YBR089C-A	0.4097581604982608	-0.19831651109965093
YBR090C	-0.31374743272532835	0.19646286252182835
YBR092C	0.07115448963397956	-0.12294378208964556
YBR093C	0.3243193000753649	-0.4447248212684854
YBR094W	1.6213600826668844	3.0266851491776916
YBR095C	-2.243929570468932	-1.177715078036517
YBR098W	1.2328225498209793	3.1346022666363784
YBR099C	1.2308553120175063	3.4454497489393234
YBR101C	-0.057957244286465356	-0.01947764927208035
YBR103W	-0.40501993145148796	-0.1168505907135054
YBR104W	-1.0313955699816553	1.7888837440345617
YBR105C	-0.41186343421640975	0.45385927329340287
YBR107C	0.10874504004012817	0.25837906210165634
YBR108W	-0.03968387177940763	0.13035340839307363
YBR111C	-0.29241898831452096	0.8846311259750059
YBR113W	-0.26632765007943365	-0.023878447042099342
YBR114W	-0.019728821394132758	0.4341542481146506
YBR115C		-1.4836901843243786
YBR116C	0.08761132610865364	0.5856595874345996
YBR118W	0.5758308161399203	-0.4093130963124004
YBR119W	-1.230009826335844	-0.3779098550181351
YBR121C	-0.7209054636014868	1.074559339028382
YBR122C	-0.5881404037129612	-0.7930394961718897
YBR125C	-0.4520487640594256	-0.5594313656764289
YBR126C	0.43924669157245216	-0.8167541158527489
YBR128C	0.21136203599184808	-0.9895618727487362
YBR129C	-0.30818158693116365	-0.5698917596536124
YBR130C	-0.08010753650191124	-0.26103426619305864
YBR131W	-0.06855456177104542	
YBR134W	1.6975944475131324	0.6767145451306196
YBR137W	1.0686837002565173	-0.027968824808254987
YBR138C	0.15120834686578574	0.09120385615086957
YBR139W	-0.34095018861366283	0.13399252788643146
YBR141C	0.618295082913542	0.15232929485792449
YBR144C	0.370072818744362	0.014174676818424652
YBR145W	1.3905401392256735	0.2238393354354692
YBR146W	0.8966136683516583	0.10885644309449843
YBR147W	0.0218923210496242	-0.08020276073165702
YBR148W	0.1304827114976628	-0.18224791366690282
YBR149W	0.2690062248096952	-0.15041704362029248
YBR150C	0.17903023439870214	-0.0370442797400034
YBR151W	-0.28726991486069403	0.18848405945887514
YBR156C	-1.2767561075533613	0.3123957145789477
YBR157C	0.2975558526990975	0.3833881319381048
YBR158W	0.3514465938875978	-0.09337950086955765
YBR159W	0.32310924027883875	-0.341817323294673
YBR161W	1.9166344059192442	0.958714248029751
YBR162C	1.4249889353277827	-0.4972335167470868
YBR162W-A	1.0426679491166588	2.354779227505679
YBR164C	1.3194418443426943	0.2617340491262054
YBR165W	0.7799688813685414	-0.36003317352083536
YBR166C	0.1755887672657348	-0.19394900969720996
YBR168W	0.8522944105666713	-0.520935789217872
YBR169C	-0.06494390673757827	0.3724276003741097
YBR170C	0.13608748168387652	0.7715750964683307
YBR171W	1.5532010023984488	1.2631002681694325
YBR172C	0.4385416980305504	-0.6170623870975951
YBR174C	0.5067768949969182	-0.6758775977455489
YBR175W	0.6582928780178523	-0.6873945685573835
YBR176W	0.9740947230361889	0.447272071200069
YBR177C	1.0922526110878066	-0.28395470702039777
YBR178W	0.4251098558219601	-0.15698034822326182
YBR180W	0.8331162797649705	-0.1772585971857321
YBR181C	-0.4053207556489647	0.13588058137230088
YBR182C	-0.27242138246301484	3.065357208849544
YBR183W	0.3557963557262923	0.9096503991010192
YBR184W	0.3695792696929555	-0.23347598735213448
YBR185C	-0.030291585600736314	0.8267957690407908
YBR186W	0.46455516520189166	-0.25492493811432554
YBR187W	0.18787203468818683	0.16133092054852347
YBR188C	1.634432784446265	1.5752264340610191
YBR194W	-0.949111265936228	-1.2896058010705915
YBR195C	0.5506284548161818	0.3058851187634947
YBR197C	-0.09269271768284396	-0.03579541768604465
YBR199W	0.2120109437857808	0.5009395384100771
YBR201W	0.9728568538644201	0.654401718991254
YBR203W	0.31061466220946327	-0.237342498810027
YBR205W	0.9763063984005629	0.27914638100917205
YBR206W	0.22104499407177333	-0.02807531891012433
YBR207W	0.3378844952643706	-0.25819659874643525
YBR208C	0.2140432319374457	-0.10209793252331656
YBR209W	0.9891062247210924	0.042951753988330725
YBR210W	-0.2047550652108256	0.24355423191733117
YBR212W	-1.243037387281388	0.5094031316342326
YBR213W	-0.5332431219048895	0.6973080333059606
YBR214W	-0.23497416899219276	1.5232292170270516
YBR215W	0.776058362887837	1.6242638759491386
YBR216C	1.3024130353674597	1.0788129114303626
YBR217W	-0.19603909206736603	0.2311223138288535
YBR218C	0.5624265047916601	0.1478968192713217
YBR219C	0.5167325818033046	0.006239835436508486
YBR220C	0.3644673361977986	0.361746800866841
YBR221C	1.3108176624408214	
YBR222C	-0.3406859711435772	0.34733040570202306
YBR223C	-0.8992746553858683	0.38196713032881935
YBR224W	0.07788031602505702	0.48103693822260746
YBR225W	0.5685688650897962	0.5416718232736835
YBR226C	0.8147185318629796	0.37977885354243984
YBR227C	0.03097558917429302	-0.912203419259236
YBR228W	-0.22314788320797252	-0.16677249581717135
YBR229C	-0.6007487714438587	-0.37080871043071884
YBR230C	-0.2988802484895473	-0.5278638630309196
YBR231C	-0.8221033716055861	0.3411597485598884
YBR232C	0.841282664467527	-0.05704310623861556
YBR233W	0.9892639968535564	0.35710696102071326
YBR235W	-1.2793782172230121	-0.028837456217179588
YBR238C	-0.8898172304210474	-0.9147115029864349
YBR239C	0.5335685136218508	0.28166238977995267
YBR240C	0.0010745961242275347	0.5004813249097222
YBR241C	0.2637009020904731	0.00709504453986603
YBR242W	0.3230766466297402	-0.9023160577097308
YBR244W	0.8139977825221412	0.45380011651385704
YBR245C	0.05214761468255825	0.4859423354584233
YBR246W	0.5287204228593023	1.0909727691550208
YBR249C	-0.5887896252286097	-0.43159864751915594
YBR250W	-1.090965931803409	0.059145504934632095
YBR255W	-0.012018816571374933	0.33812733726830124
YBR258C	0.06502894882534381	-0.5617239477484506
YBR259W	0.3262179837911398	-0.14101684555726238
YBR260C	0.686280748094024	-0.022489429182645744
YBR261C	3.1822419330167295	0.9188950091602284
YBR262C	-0.210896993987874	-0.4302446421076371
YBR263W	1.5304832132840969	-0.2881774769428413
YBR264C	0.7128718488659468	0.05309640635796491
YBR266C	-2.3498900363642172	-1.420903118171288
YBR267W	-1.0413793475711062	-1.2900610059440234
YBR269C	-0.8151762073605409	0.2565452712079716
YBR270C	-0.002324220048363393	-0.22679012070115723
YBR271W	0.10126089636019443	1.1734470806896182
YBR272C	0.4579041067904823	-0.7991723878962028
YBR273C	0.38463605675607787	-0.18323019388767614
YBR274W	0.7028383897929896	-0.2784348008333928
YBR275C	0.5542028004646964	1.0546900758590612
YBR276C	0.03881905942887568	-0.3682697757698214
YBR277C	0.07948549517518558	-0.6993728405059715
YBR278W	0.1497953343605275	-0.5030531958227878
YBR280C	0.5008277232361636	0.723533932074645
YBR281C	-1.0532954717076135	0.13662320103215242
YBR283C	0.06878220365719219	-0.15269613944022245
YBR284W	-0.05616267901740201	-1.0759248278109574
YBR285W	0.4431073877736991	-0.42941283503524635
YBR286W	0.1719062746719979	-0.8200440538468068
YBR287W	0.5078918486538839	-0.07643030147108552
YBR288C	0.4687842128193829	0.18469954283209222
YBR290W	0.13533334832037328	0.3291194428719035
YBR291C	-0.30944012959938805	0.1998157863626197
YBR292C	-0.39041231012894123	-0.18967099082991187
YBR293W	-0.6800443677506718	0.23512502391255286
YBR295W	0.6336349703423331	0.45906682662883963
YBR296C	0.542644816341521	0.20085157697095124
YBR297W	0.007975482885712046	-0.43056318286501605
YBR298C	-0.17998272629519166	-0.5794731053207984
YBR299W	0.13214249546075335	-0.02141263427320444
YBR300C	-0.04074986866733977	0.019620598648702497
YBR301W	0.23939277066440298	0.16085223613975075
YCL001W	0.08672441942275673	-0.2687714365041402
YCL001W-A	-0.30475863296659494	-0.027538294201563212
YCL002C	-0.9466057294854512	0.32563796261898376
YCL009C	-0.27517084190253677	0.48802533259927044
YCL010C	0.4413823985373684	0.21264844682653536
YCL011C	-0.2404674981979854	0.36534504735929096
YCL014W	0.29726907344826664	-0.21176643007058127
YCL016C	2.109366317805442	4.319457770449004
YCL022C	1.1653808919085058	1.2988792127941653
YCL023C	-0.5674982077044799	0.5335854026903205
YCL024W	-0.8910600061491217	0.6998219967616881
YCL025C	-2.7465278067815326	0.6179409642814575
YCL026C-A	0.1259208037978829	0.07432350246202446
YCL027W	0.8711024668185301	0.16409001109571425
YCL028W	0.059095226437068646	-0.3892211791660012
YCL029C	0.20880261594764382	-0.1730903509565164
YCL032W	0.7436197015585873	-0.6571152499332511
YCL033C	0.2036335684595835	-0.428831038499101
YCL034W	-0.005117071744772515	-0.5540007509817249
YCL035C	-0.17761882695884743	0.2045289252872166
YCL036W	-0.1346151760983954	0.7747496213712253
YCL038C	0.590708648627901	-0.0636002006668074
YCL039W	0.6025686809009538	-0.06124188947442122
YCL040W	0.8795699871120618	0.15511584541028334
YCL042W	0.7785642809003678	0.019986669295927156
YCL044C	-0.8103989328053893	-0.05693678530870246
YCL045C	0.534714577521976	0.2667026662483992
YCL046W	0.4055643421689554	-0.33874451877788053
YCL047C	0.27610543214332506	-0.05119653275068765
YCL048W	0.21932723871176169	0.1505968614814147
YCL049C	-0.9089851497297655	0.22589781543758644
YCL050C	0.31979102313394453	-0.1670165700982314
YCL051W	0.13458167675841934	-0.5400892731796875
YCL055W	0.38174361407724267	0.5007040044764449
YCL056C	1.4713705400388246	0.5773000837545657
YCL057W	0.5653667258100804	-0.12318098959392101
YCL061C	5.773463739262794	1.9084923109187057
YCL063W	1.961699226565925	0.6537221330369296
YCL064C	-0.5384587909810624	-0.17204971756051113
YCL069W	-0.7456411556184895	-0.31862743051411374
YCL076W	0.2320385444168287	-0.008575410448128512
YCR001W	0.6284093124216101	-0.3078952294310239
YCR005C	0.2977363236605275	-0.09594346926991491
YCR006C	0.0534537157587103	-0.35043250273984283
YCR007C	0.40601985675150354	-0.08433575583989228
YCR008W	0.49363201058840306	-0.49419573926559096
YCR009C	0.9767164119116588	0.2839449436430523
YCR010C	-0.41047058349151166	-0.23996171124527715
YCR011C	-0.5117304315144472	-0.04023670738196978
YCR014C	-0.5416264124985986	0.024933420961726283
YCR015C	-0.03464227832322854	0.8130637248818593
YCR016W	-0.046219730423421486	-0.34445973969275445
YCR017C	0.7340323125064875	-0.07329613980036226
YCR019W	1.2406496620049587	-0.010278130439720914
YCR020C	0.3094725060860022	-0.07093944066040427
YCR020C-A	0.6873912369327787	0.4037504593799461
YCR021C	0.2781513037720654	-0.19901898670080428
YCR022C	0.8373947677760801	0.7730044807217109
YCR023C	0.9777893892310486	0.18173762554239686
YCR024C-A	-0.6661592686550271	-0.08936839741385809
YCR025C	-0.4701328179270803	0.5366020318611274
YCR026C	-0.9603110000798964	-0.14628527459011367
YCR027C	0.5164976913781961	-0.2781704070451894
YCR030C	0.6030499155057831	-0.3270337289412844
YCR031C	0.14777000707848295	-0.10925697673728305
YCR032W	0.10483951660956548	0.04695114714963407
YCR033W	1.029567351798485	-0.07106574343765514
YCR034W	0.9206840234804868	-0.27228844795928925
YCR036W	-0.7501839762171547	0.27110541142666944
YCR037C	-1.2317295852991796	0.41849560616740944
YCR043C	-0.1399514312763037	0.37716026439311334
YCR044C	0.8782862495962726	1.6927871186940824
YCR045C	-0.7185225545103756	-0.18644621553095672
YCR048W	-0.14094023775214468	0.02954297150986818
YCR049C	-0.6377834535839924	-0.6706492594305239
YCR050C	-0.7601892142123168	-0.49054841680005656
YCR051W	0.49183298451216007	0.03915414779480011
YCR053W	2.023982378425173	
YCR059C	0.20001604162964343	1.0823223748832227
YCR060W	0.32040636246942855	0.8629347572976807
YCR061W	-0.21156196071963007	0.6445543353288112
YCR063W	0.8196720174345759	2.7721482252298304
YCR065W	0.01605009859823428	-1.2575824369669684
YCR067C	0.09054857723000183	-0.35826387622580247
YCR068W	-0.5578852050376534	-1.4928006219003318
YCR069W	-0.019571336374099812	-0.03736664287497956
YCR073C	0.0871097454816746	-0.26463722560102215
YCR073W-A	0.8447719933220463	-0.2656170404627431
YCR075C	0.8267033453567407	0.43892606238367426
YCR076C	-0.6560229214596651	-0.3879032838996793
YCR077C	3.266726399747335	4.290097918798941
YCR079W	1.519003053629661	1.5906084151106017
YCR081W	2.1467649449585493	4.761013725711467
YCR082W	0.7574332295249872	-0.15758420023981876
YCR083W	-0.08909577574148589	-1.261696932511464
YCR085W	-0.18907914333180537	0.04477032210850552
YCR086W	0.08434419969210499	-0.29907631303975607
YCR087C-A	-0.3587445778018213	-0.3632483291969856
YCR087W	0.056510742510162706	-0.38195272080159376
YCR088W	-0.31155873764633196	0.14712937021992745
YCR089W	-1.1507456603826283	1.010845271551246
YCR090C	0.13384163073702254	-0.10040725180165805
YCR091W	0.06509076235294464	-0.008991406767821258
YCR092C	0.5436519378799087	-0.00261197272613372
YCR095C	0.18872142327879854	0.6180922425475093
YCR098C	0.4582883160340682	-0.045717824858462146
YCR099C	0.3239831604550267	-0.4081243272521563
YCR100C	0.49503445994157286	-0.31609270639122633
YCR101C	0.1676469567573907	-0.16048770540978746
YCR102C	0.9742309785622462	-0.3547428122971748
YCR102W-A	-0.7106400267024198	0.11460168823258358
YCR105W	-1.3143452748297586	-0.05860020938728246
YCR106W	-0.14646728015567123	0.12000908890833245
YCR107W	0.04638966686747703	-0.07019996745198086
YDL001W	0.3984319281405819	0.45079867044474825
YDL002C	-0.4077818050777857	-1.7050736736119587
YDL006W	0.7321147926447253	-0.6790897666907155
YDL010W	0.5967816625568445	-0.18970732414347835
YDL011C	0.39603708480241756	-0.46299503206917814
YDL012C	0.6247551862497437	-0.4050877086410214
YDL013W	6.219499513219972	2.752666130823921
YDL018C	0.5559025067453863	-0.27075239027254244
YDL019C	-0.15234837858605466	-0.11423948450129
YDL020C	0.8139457660227024	3.087611480873079
YDL023C	0.1522316536436343	0.35833225894671644
YDL024C	0.5079763099676396	0.00031704726597966325
YDL025C	0.7162401931280268	-0.21755030832951835
YDL026W	0.32813833059972003	-0.28381116997148
YDL027C	0.22519688502594712	0.07041700545057152
YDL033C	-2.707446086140852	
YDL034W	2.582337111915502	4.7684850975800295
YDL035C	0.9591682587722392	0.5043671466855937
YDL036C	1.3576104481647255	0.7035022088526334
YDL037C	-0.0883917005826979	0.12386714088938179
YDL039C	-0.4903641581688437	0.19160625406883264
YDL040C	-0.2544703225769304	-0.3336234162962673
YDL046W	0.11893864750482447	-0.01868616765038417
YDL048C	0.3250503108030627	1.4922059710938929
YDL050C	0.05270322971730454	-0.5248565241014228
YDL051W	0.2529167410808759	-0.2690826737518442
YDL052C	0.4295090387238494	-0.08536312622910643
YDL053C	-0.5994030371916047	-0.1481513751301525
YDL054C	-1.190414078071314	0.2269293546739885
YDL056W	0.17987918089127136	0.10404022756926161
YDL059C	1.3908829746947469	6.035676355077496
YDL061C	-0.4239227500878075	-0.3482738465978226
YDL062W	-1.9466449071262424	-1.050431562745818
YDL065C	-1.1216620481345867	0.59526638377137
YDL066W	-0.53221209043434	-0.4048062131502868
YDL070W	-0.032400284787937356	1.391171285504558
YDL071C	-0.14073007353714823	1.1249724658993339
YDL074C	1.0354730354695851	-2.2093983884226533
YDL076C	-2.0276870627376655	0.5980654936854041
YDL077C	-3.398227480991105	1.8217163406065167
YDL078C	-0.5450768585934296	-0.8092343808933162
YDL079C	-0.09121150472334301	-0.8487173963999806
YDL080C	0.02335427324764495	-0.2889736683468853
YDL081C	1.4164954193460528	2.5648216303498113
YDL082W	-1.7603096874515893	-1.502540900414862
YDL083C	0.6626854804288719	0.12796954265439944
YDL085W	0.030188721569600993	-0.9377533575560024
YDL086W	-0.007591991026756683	-0.8296119688065071
YDL088C	1.410108085437781	-0.3521653023617932
YDL089W	0.818321668134971	-0.03843495040547098
YDL091C	-0.6360095884201953	-0.2710901932318844
YDL093W	0.3446816163026111	-0.07273434962350252
YDL094C	0.4576446841753434	0.8681123139829819
YDL095W	0.09598483117711804	0.003960652382382728
YDL096C	-0.21670769680912727	-0.8305549841282901
YDL099W	-0.11140706354792984	-0.7402432867818609
YDL100C	4.735359162525461	0.9214542555152345
YDL106C	-0.19927236587271163	0.6631444005990601
YDL109C	-0.18833030418910585	0.04657608721319202
YDL110C	-1.3715020054490947	0.18866264497244298
YDL112W	-0.21616662559098343	-0.21271459356512742
YDL113C	0.055561837362978816	0.4400624243497757
YDL114W	0.25241013031805337	0.13533870350118263
YDL117W	0.8712440858835858	0.13290936646765578
YDL118W	1.6742954080745718	-0.22463092538909243
YDL119C	1.2370361254282976	-1.1042375124916448
YDL121C	0.43758763263843337	-0.3187415271477307
YDL122W	1.2083640355035872	-0.004911475617614992
YDL123W	0.6491433228191846	-0.13952126598307205
YDL124W	-0.2104419201854534	0.20662104750375299
YDL125C	-0.2685185425280108	0.8567883955006134
YDL127W	0.4640401608759797	-0.2136913512823327
YDL128W	-0.20762170870432126	0.04690532071336598
YDL129W	-0.07275776926628165	-0.5569086511553898
YDL130W	-1.4388956645627577	-1.38730201506169
YDL130W-A	0.6071375117210392	-0.218685143038037
YDL131W	0.010951369465315025	-0.4618288875459889
YDL133C-A	0.3369389697162386	0.08668483724028431
YDL133W	0.8666766144721404	0.8480155539123775
YDL134C	1.636488075338758	-0.21750221761410882
YDL135C	-0.3275570979088392	0.3139523572225562
YDL136W	-2.0200392433907757	-0.3664542781196197
YDL137W	-0.1397789056762881	-0.7089544322888955
