orf	hap a | abundance of a specific protein/peptide (Rnr3) | YPD [standard] | quantitative | quantitative | quantitative	hap a | abundance of a specific protein/peptide (Rnr3) | methyl methanesulfonate [0.03%] | quantitative | quantitative | quantitative
YER001W	0.124309786956674	-0.108241537524461
YER002W	-0.149872932285581	-0.24058770614804
YER004W	0.0936559743275661	-0.103094629266007
YER005W	0.0372570754734875	-0.1386108316865
YER007C-A	-0.100656308735652	-0.0368801745615094
YER007W	-0.0207539341003173	0.0119373709339285
YER010C	-0.083557594969526	0.0618120021395537
YER011W	-0.126414008095558	0.0462871794976911
YER016W	0.0580597414800753	0.381012784539784
YER019C-A	-0.0312374857592852	-0.0889954816023147
YER019W	0.189728757850437	0.118679411372972
YER020W	-0.00219541874832652	0.0603393166730158
YER024W	0.0169035787467307	-0.0242665892169665
YER027C	0.0564784551659673	0.218454105853953
YER028C	-0.0011983658973955	-0.0116451700849031
YER030W	0.443355155659618	0.986799412823789
YER031C	-0.109284632518999	-0.0232554710908689
YER032W	-0.204630424093763	-0.0289185776664567
YER033C	-0.008187922933075	-0.109932316123641
YER034W	0.0086306549788262	-0.0463500480773193
YER035W	-0.133023357387957	-0.103866583904495
YER038W-A	0.019852599345281	-0.0985152472144384
YER039C	0.0185741938260498	-0.0677518955999021
YER039C-A	-0.0572157933269789	-0.0150678179110348
YER041W	-0.0199087228138357	-0.0405370456769849
YER042W	0.000219643719701897	0.0363858244688152
YER044C-A	-0.0665061710465059	0.11799227749316
YER045C	-0.207610590092101	-0.259982986147639
YER046W	-0.066557499382859	-0.00440151935476615
YER046W-A	0.0284079351752781	-0.0925876182585812
YER047C	-0.12205210824457	-0.2038347549422
YER048C	0.0286463478167585	-0.0857060016679213
YER049W	0.0474273112666821	-0.0385599968313046
YER051W	0.0498059019177836	-0.123785265414319
YER052C	-0.128559107508592	-0.166541144523934
YER053C	-0.0708080787484585	-0.273832147497915
YER054C	0.0564975944593833	-0.0322776382138819
YER056C	0.318406099405634	0.529212835073206
YER056C-A	-0.143804420424907	-0.00676784935300225
YER057C	0.234903201511311	0.438118210031653
YER059W	0.0108876219872158	0.0144121690068774
YER060W	0.00998825715332415	-0.128233862102709
YER060W-A	0.053077170497877	-0.0308653341806396
YER061C	0.458393587835637	0.217169772090038
YER062C	0.012341724476635	-0.074265966340855
YER063W	-0.00203682695352875	-0.147536116351956
YER064C	0.0118496708591556	-0.0844088856305476
YER065C	-0.0830380555104081	0.0943684277525885
YER066C-A	-0.0697892601838637	-0.02507866697719
YER066W	-0.15626976594503	0.0384022948673505
YER067C-A	-0.0454423152427985	-0.0395590646889082
YER067W	0.273705023622824	0.383443811961283
YER071C	-0.0108062481262974	-0.0822491316681885
YER072W	0.0797921478145792	-0.335253155188324
YER073W	0.061648122798688	-0.169436545555593
YER074W	-0.0120934830558518	-0.336038172151168
YER075C	0.104386335172538	0.0198557393771268
YER077C	-0.283482377211563	-0.363406100343664
YER078C	-0.231320245291847	-0.0666376211365396
YER079W	-0.0387290459446056	-0.0656109354821953
YER080W	0.42663771852633	0.195702032844011
YER081W	0.0832374192185168	0.415180530506808
YER084W	0.364148816021368	0.0342619076856333
YER085C	0.0921411445000149	-0.0804557610176606
YER087C-B	0.163102349617406	-0.16649522091417
YER088C	0.206735943288351	0.216909845499514
YER089C	-0.0613715850242409	0.616999280325373
YER090W	0.0226486435937308	-0.27615946115686
YER091C	0.448406919615822	-0.0281743553958964
YER091C-A	0.123045199390912	-0.0556159009933873
YER092W	-0.282366838338907	-0.481327494958039
YER093C-A	-0.323115535931038	0.0865532787898794
YER095W	0.950846858167538	1.94313441324007
YER096W	0.0115485925637861	-0.160746766495372
YER097W	0.095464287942665	-0.0792339111782717
YER098W	0.132815398131688	-0.0488195892599471
YER101C	0.200095524947998	-0.188213268856994
YER106W	0.0482465950200269	-0.122169223579504
YER111C	-0.0127050691461452	-0.707116769882204
YER113C	-0.173866385099366	-0.0191483352693268
YER114C	-0.100499832544955	-0.098076070908411
YER115C	-0.034725138419283	-0.149482615975888
YER116C	1.00342884922863	0.830004623136709
YER117W	0.202304106652811	0.146104220076669
YER118C	0.20468234866917	0.108284858406961
YER119C	0.00607233203922073	-0.145791916279749
YER119C-A	-0.235698148718625	-0.51263814058093
YER120W	-0.0692198029373456	-0.248307567087981
YER121W	-0.0820839345776951	-0.0524192053013673
YER123W	-0.0948093087998247	0.220707598376339
YER124C	-0.217340388676589	-0.0039681125523729
YER128W	-0.0885666974420414	0.236098842858738
YER129W	-0.0159177128859814	0.286914588531211
YER130C	-0.0557462125801541	-0.0485649942177545
YER131W	-0.0302616862934357	0.081173836445357
YER132C	-0.0269780619533199	0.324234378926997
YER134C	0.0228167308105192	-0.0645388540649008
YER135C	-0.0605345587269297	-0.0643465630869297
YER137C	-0.00117380155271912	-0.0191865451654347
YER139C	-0.182362046938511	0.257869580802502
YER140W	-0.202323299505653	0.0498253725227316
YER142C	-0.302607164189914	1.78518060103614
YER143W	-0.128128265024151	0.0209100636037995
YER144C	0.0172591954089924	-0.124812777743348
YER145C	-0.0309330484065228	-0.140182005612772
YER149C	-0.0296765307414057	-0.195525856277871
YER150W	-0.0156234377438681	-0.156459380321481
YER151C	-0.025266468433799	-0.571290537076134
YER152C	-0.0495104406240228	-0.213192305988361
YER155C	0.386852573760687	0.343834823474857
YER156C	0.0751877563226234	0.203701986892495
YER158C	-0.0780416607801916	0.0295426892636837
YER161C	0.134450886369515	0.229688433424253
YER162C	0.126500176610129	0.613777496591943
YER163C	0.019990163099839	-0.0298810988989387
YER164W	0.383371893797928	0.290142062950191
YER166W	0.0992324863227163	-0.0549812554483559
YER167W	-0.0142131512048206	-0.525757583748716
YER170W	0.0343463548868631	0.323229345919678
YER173W	-0.0453082031723085	-0.956817382553226
YER174C	0.0236871506420723	-0.0511699268580106
YER175C	0.0603839381451224	0.064325056794785
YER176W	-0.172689345592988	-0.005017549955459
YER177W	0.0505035868106932	-0.406617523534175
YER179W	0.00914880912662643	-0.012562428970102
YER180C	0.063973288241858	0.0119503892091886
YER181C	0.0767468187345629	0.0661278999379891
YER182W	0.00309523783880385	0.029916970969029
YER183C	-0.135604183135965	-0.134592588165215
YER184C	0.0057358344074821	-0.0910410005419065
YER185W	0.0145449300961435	-0.0517457563611065
YER186C	-0.0633927836275582	-0.137701668892072
YER187W	-0.14507314051882	-0.0452661135975455
YER188W	0.031038669756497	-0.0323743510414655
YFL001W	0.175763270223161	0.762059070220212
YFL003C	0.0464841224315075	0.233849637582129
YFL004W	-0.166343642232311	-0.0427754466462127
YFL007W	-0.06881839877230665	0.03164177215569715
YFL010W-A	-0.116412587102228	0.0407914785423822
YFL011W	-0.0319154310454185	-0.179378090129015
YFL012W	0.0432826454661315	0.056873749149308
YFL012W-A	0.0360262723412944	-0.331849730149531
YFL013C	0.0372356884415152	0.0203019709433615
YFL014W	0.248669047302086	0.255748718566989
YFL015C	0.015817867827485	-0.249883445332448
YFL018C	0.310147307154229	-0.149914085228786
YFL019C	0.146568107147191	-0.119532477770615
YFL020C	0.0337162537488952	-0.0320827919925738
YFL021W	-0.0116989272731933	-0.119854960335572
YFL023W		0.703450698027547
YFL025C	0.0825944950018346	0.125800456034439
YFL027C	0.0104892755890549	-0.0296670580262713
YFL028C	0.0252385031691088	-0.0964557609580434
YFL030W	0.212146779223964	0.357248567020869
YFL031W	0.110609445984087	-0.0288015854581339
YFL032W	0.0361414458378178	-0.174405749805943
YFL033C	-0.114454369232104	0.240679450932354
YFL034C-A	0.0099285172534181	-0.07370664944596125
YFL034W	-0.0280553007389419	-0.005494490436328
YFL036W	0.0971243322850791	0.63537482642844
YFL040W	-0.0273126362970859	-0.12406211289065
YFL041W	-0.000118825997032501	-0.0744364180726838
YFL042C	0.08138302766722155	-0.08675895879033602
YFL044C	-0.0232909084444138	-0.07434138818813
YFL046W	0.0209329061532799	-0.0888857008137628
YFL047W	0.0854316035762101	0.175009085512445
YFL048C	0.0392821937890196	-0.0920214517433566
YFL049W	0.230379195522593	0.043612605379725
YFL050C	-0.12957446414931	-0.0203716390688289
YFL051C	-0.182854458718314	0.0151697493020979
YFL052W	-0.10790380463555	0.149289899556064
YFL053W	0.100336476946156	0.877822581463692
YFL054C	-0.0396763417910141	-0.0362667594678623
YFL055W	-0.0417470137872212	0.589946357336001
YFL063W	-0.183379904997453	0.0120083614523631
YFR006W	-0.0663246362943567	0.02274463299713
YFR007W	-0.0446828026092311	-0.0120991135646958
YFR008W	0.0424259360977639	-0.153687651132674
YFR009W	-0.0513053520017383	0.0230604131869661
YFR010W	0.255518689986749	0.56958402490207
YFR011C	-0.259368970694554	0.000761282916901401
YFR012W	-0.039900106743121	0.151098164664938
YFR013W	-0.0414007881103904	-0.0080727748574634
YFR014C	0.139414165828667	0.0484184276593647
YFR015C	-0.0433199986901656	-0.148561487018174
YFR016C	0.0887078864512535	-0.131089060091978
YFR017C	-0.11482757128511	-0.165806818661368
YFR018C	-0.00358891027030645	-0.0896190438324083
YFR019W	0.0077706414506753	-0.0111156585499574
YFR020W	-0.0277368283020476	0.12332981943545
YFR021W	-0.190441870786098	0.155985545649864
YFR022W	-0.210556958714299	0.0891810688180706
YFR023W	-0.125818354494987	-0.0862868390196782
YFR024C-A	0.06330207695953499	-0.09086676009101485
YFR026C	0.240018905184096	0.0841698410131446
YFR030W	-0.0852627907345705	-0.201169483129965
YFR031C-A	-0.403059541880509	-0.547907080265766
YFR032C	-0.049356721406288	-0.12499136847024
YFR032C-A	-0.297116899467766	-0.187806284403725
YFR033C	-0.362410124675662	-0.210474331190722
YFR034C	-0.276488820594378	0.0219611746360502
YFR035C	-0.0342783592927976	-0.119015622884926
YFR038W	0.0217902306023946	0.186205841003717
YFR039C	-0.0431534462402911	-0.166831875574079
YFR040W	-0.478691402367812	-0.566486602115559
YFR041C	-0.0506777367188946	-0.244670027973
YFR043C	-0.0469356576407328	-0.216536910033054
YFR044C	0.0971317287407153	-0.196730504582921
YFR045W	-0.0139978471481039	-0.172407910721819
YFR046C	-0.0963341239170409	-0.320541884539486
YFR047C	-0.135712578511334	-0.0322610561242929
YFR048W	-0.0838611312394006	0.0368631121193041
YFR049W	-0.0443029007590098	-0.11399001491898
YFR053C	-0.011077748994456	-0.138837834646911
YFR054C	-0.0458582925646359	-0.150066557478227
YFR055W	0.0315931063010481	-0.228883119464019
YFR056C	0.127815050865404	0.0191677466606872
YFR057W	-0.042202674928444	-0.244881546469442
YGL002W	0.0802246602524034	0.132934216711784
YGL004C	-0.0388553033685924	-0.250856381520228
YGL005C	0.147117304145797	-0.0191495861718627
YGL006W	-0.163911237840186	-0.0904675439473031
YGL007W	-0.135016425186885	-0.0848474832655865
YGL010W	-0.0193334554472413	-0.17405315544446
YGL013C	0.239992947241339	0.125717134147053
YGL014W	-0.218147956853142	-0.144849550148582
YGL015C	0.0166696866036628	-0.112401426216001
YGL016W	0.0531319422168475	0.094831421010574
YGL017W	-0.10242764005172	-0.313454042286508
YGL019W	-0.112650989417195	0.561869935060989
YGL020C	0.0521301065326292	0.125326988905384
YGL021W	-0.147972596249021	-0.100786910313349
YGL023C	-0.106513541294748	-0.0030354600610013
YGL027C	-0.0636927901894959	-0.144952327256751
YGL028C	-0.0344794377036942	-0.213214831011764
YGL029W	-0.255191906641295	-0.297367730720595
YGL031C	-0.0531865735655297	-0.115515300242154
YGL032C	0.0258908705528948	-0.0685270624925222
YGL034C	-0.0126927282164267	-0.0367308974499551
YGL035C	-0.106548224665866	-0.0852957504403313
YGL036W	-0.059399820084564	-0.145424968269166
YGL037C	0.00213723846761157	-0.16174664464603
YGL039W	-0.13285082963537	0.0401649622769109
YGL041C	-0.232102264017461	0.0869952203500748
YGL042C	0.111589583871483	0.493035961421689
YGL043W	0.0867526980275161	0.768354234347467
YGL045W	-0.0834235184435656	-0.2202255334654165
YGL049C	-0.181536991533796	-0.0608384755584775
YGL050W	0.112989671649903	0.0410221959425817
YGL051W	-0.00750351735921435	0.0021341405472472
YGL053W	0.232250066157884	0.129149655858692
YGL054C	0.0449273462309396	0.0172075644557182
YGL056C	0.212638981199582	0.214921916217371
YGL057C	0.00151638636750601	0.572494016287245
YGL058W	-0.0317357997199516	0.178509208058268
YGL059W	-0.11786695679233	0.266984064026838
YGL060W	0.151131429978914	-0.0549527696882457
YGL062W	0.0375506422622906	-0.00512584430483555
YGL063W	-0.0267949379346817	-0.121995119237102
YGL066W	0.0680523908562947	-0.510614855950069
YGL067W	0.00126496356072197	0.207163957226383
YGL071W	-0.111450450079609	-0.131015669567421
YGL077C	0.0979879129396913	-0.12434719315333
YGL078C	-0.195608044297223	-0.332144020270693
YGL079W	-0.0668731598586812	-0.109369006199086
YGL080W	0.560200026149934	0.420701007556039
YGL081W	-0.0238280968928049	-0.0681446159137123
YGL082W	-0.0411294186754953	0.0310053682677341
YGL083W	-0.182207076807875	0.113739578628724
YGL084C	0.139572690295924	0.312753868360452
YGL085W	-0.0651975586222549	-0.0119152486136329
YGL086W	-0.0408230999634672	-0.280424809466297
YGL087C	0.0782836982269436	1.576058766649
YGL089C	0.0670945571545261	-0.13078560861577
YGL090W	-0.0526080391752226	-0.237053646910946
YGL094C	-0.257968592946169	-0.142162358811954
YGL096W	-0.14527655553374	-0.0136932135414168
YGL101W	-0.0700723061320968	-0.261456706277124
YGL104C	-0.0662977213095213	-0.159479909776431
YGL105W	0.180390686674976	-0.1116729087848
YGL108C	0.013514769468917	-0.057818053024315
YGL109W	-0.17004928438407	0.245612228388238
YGL110C	0.0100632061265773	0.149423649018754
YGL114W	0.111335562885242	-0.108380404486432
YGL115W	0.229686373802504	0.731017705614014
YGL117W	-0.0164138876429127	-0.0350643745934386
YGL118C	0.00563125637573878	-0.113378947845113
YGL121C	-0.0262197618209418	-0.165486776992774
YGL124C	0.317232842400278	0.0349233622287731
YGL125W	-0.704018281571102	-0.328935890489737
YGL126W	-0.108542576561438	-0.220818852250634
YGL127C	0.0281457723321963	0.439381930202705
YGL131C	-0.192283132794688	0.0122032061994337
YGL132W	-0.0440369534503313	-0.101796306177545
YGL133W	1.36466421339863	0.110205310945242
YGL136C	0.0915737694748801	-0.326404169769943
YGL138C	-0.020557719417736	-0.307328807099757
YGL139W	0.0867781015987504	-0.191425184780978
YGL140C	-0.0426274522553257	-0.226203336148702
YGL141W	0.0386501432352746	-0.325728204175305
YGL144C	0.0489005826782837	-0.219336712364902
YGL146C	0.109186775616374	-0.119494691494215
YGL148W	-0.10802747540786	-0.520630166566092
YGL149W	-0.0546447404079312	-0.371176845899736
YGL151W	-0.0459686413717838	0.0200639992242838
YGL152C	-0.136738285607377	0.0210291792633268
YGL153W	-0.146328388510035	0.0178077878857594
YGL156W	0.0213273317754194	-0.147978647071284
YGL157W	0.00669563287016355	-0.159529153660953
YGL158W	-0.0424797790215104	-0.221021583754095
YGL159W	-0.0778322230221409	-0.15906970855472
YGL160W	0.0041428955983355	-0.0182147132060954
YGL161C	-0.0762459191672497	-0.0731884192691788
YGL162W	-0.12508050255612	-0.179976248062141
YGL163C	0.864403501672345	1.58157731238453
YGL164C	0.165724871538166	-0.144011657946036
YGL165C	-0.0273811635021156	-0.113153755132982
YGL166W	0.0805254477097253	-0.114400624905052
YGL170C	0.157859651201551	0.30566014210024
YGL174W	-0.044627595580542	0.146572864362809
YGL175C	-0.0598538979910583	1.31525227242145
YGL176C	-0.151428424692345	-0.177801389239804
YGL177W	-0.071046071282582	-0.252007483609017
YGL179C	-0.0582497395557482	-0.0752352070200207
YGL180W	-0.0231514479031722	-0.0883116698307188
YGL181W	-0.00517069700143349	-0.0399054843313341
YGL194C	0.035105263402211	-0.0476955190769055
YGL195W	-0.0083820121204385	0.0353876731957964
YGL196W	0.0153453003587617	0.0985295777471275
YGL197W	0.200418013072865	0.240348342600896
YGL198W	-0.0309182080330459	0.163152581070035
YGL199C	-0.132782787766453	0.249726698200371
YGL202W	0.0867781790085156	-0.083333309606547
YGL203C	-0.009996841541689	-0.159205120549817
YGL205W	-0.0146337123161236	-0.0864127354584649
YGL208W	-0.066269920874297	-0.117658781951831
YGL209W	-0.132794020246591	-0.112500338099747
YGL210W	-0.072508077700334	-0.0219078237292345
YGL211W	-0.10657784385761	-0.199497520303135
YGL212W	0.0986842041067359	0.490828824292749
YGL213C	0.232396377341143	-0.028276759094093
YGL214W	0.209645053605334	-0.000636147222803002
YGL215W	-0.224063944456908	-0.182294237544176
YGL216W	-0.0781062946564068	-0.0012120364359165
YGL217C	0.0405093062366551	0.0932684586613258
YGL218W	-0.0238477420518966	-0.207268013758466
YGL219C	-0.0335431882218457	-0.222616820370951
YGL221C	0.0230524624135538	-0.095889436866922
YGL222C	0.0259826835763761	0.0451287375815175
YGL224C	-0.0938460417036457	-0.209029208432163
YGL226C-A	-0.0873671205843653	-0.185113812063632
YGL226W	-0.224008635535179	0.0685187806378124
YGL227W	-0.0180861317149719	-0.00698454646749925
YGL228W	-0.150236833482597	0.0890483977993987
YGL229C	0.00144432573513665	0.00352679005495235
YGL230C	-0.0599984070332868	0.00095160319312225
YGL231C	0.0987302175249007	-0.24545172843494
YGL232W	0.0205163440904886	-0.0306616541910612
YGL234W	0.0228412952885221	0.226692862283756
YGL235W	-0.295513879053195	-0.217963186102343
YGL236C	-0.264811089375736	-0.184153253966024
YGL241W	-0.184041645431509	-0.201519214481877
YGL242C	-0.122562886057398	-0.136281451553919
YGL243W	-0.122026720103205	0.0010923602981338
YGL244W	0.402945427538896	-0.160779855149781
YGL248W	0.0196372036863909	-0.214777646290572
YGL249W	0.430364968715501	-0.153087942463085
YGL250W	0.0786436000073348	0.094677235803754
YGL251C	-0.0313397825444224	-0.316840949635389
YGL252C	0.0133528744159429	-0.324930816794
YGL253W	-0.0079176437021279	-0.356696013468692
YGL254W	-0.0369294801889535	-0.256728443868807
YGL255W	-0.143080372186587	-0.208263769392348
YGL256W	-0.156094431287907	-0.0747287221959791
YGL258W	-0.0600002595588464	-0.179896433165253
YGL259W	0.052424691579608	-0.193694557364581
YGL260W	-0.0623151210833236	-0.199566456069264
YGL261C	0.0411570498326809	-0.178678334250818
YGL262W	0.067719226850855	-0.172757397711285
YGL263W	-0.040798412990359	-0.200717301965036
YGR001C	0.070912744992083	-0.208491333304285
YGR003W	0.102704070479375	0.670748693435098
YGR004W	0.062617604213411	-0.175657249325405
YGR007W	-0.180807585901616	-0.0547095380406586
YGR008C	-0.19176735816027	-0.0432028221058643
YGR010W	-0.0891058434693172	-0.22759175137632
YGR011W	-0.111689094416131	-0.134927601562341
YGR012W	0.0188642430569655	-0.209252083417583
YGR014W	-0.101085505808747	-0.311218929762843
YGR015C	-0.045833111798683	-0.350438534713433
YGR016W	0.0101239985426249	-0.0863998445651842
YGR017W	-0.0184716082395096	0.063192349871085
YGR018C	-0.0405754161847139	0.0807602865358384
YGR019W	-0.0395959202497637	-0.0118240426014463
YGR021W	-0.224535540125455	-0.00699387509268335
YGR022C	-0.126543241566356	0.117799722163378
YGR023W	-0.104172612605237	-0.0244499251766496
YGR025W	0.0447864788767724	-0.0933266920885387
YGR026W	-0.0195350643398203	-0.0743319468032566
YGR027C	0.049193030416198	0.182214372053445
YGR028W	-0.0689868122337128	-0.0411165796917225
YGR031W	0.0144782969725753	-0.111651837123228
YGR032W	-0.0739850182077025	0.0791541831935781
YGR033C	-0.0549633360001918	0.0351006531830294
YGR034W	0.0674720890401988	0.142196238915459
YGR035C	-0.0903818069755515	0.270214873217522
YGR037C	-0.108560569689769	0.205652379370388
YGR038W	-0.010803700223803	-0.229508802298793
YGR039W	0.094352801332675	-0.00945121688066555
YGR040W	-0.0456866332182042	-0.162619428781763
YGR041W	-0.0102053202969432	-0.0514084266303093
YGR042W	-0.0334511938029007	0.0083566279705855
YGR043C	0.286279074603832	0.249116004564916
YGR044C	-0.0325141893762736	0.032334709568289
YGR045C	-0.0377147428065672	-0.0483968659939411
YGR049W	0.0307135902922915	-0.0579612766851163
YGR050C	0.139639041019078	0.066277459752036
YGR051C	0.160262056769071	0.251246465237977
YGR052W	-0.0802701035318338	-0.0695000900395575
YGR053C	0.0320100036396459	0.116256774699273
YGR054W	-0.0471458549975787	0.0655344253122044
YGR055W	0.214049246239609	0.188362675766701
YGR058W	0.146412116361718	-0.0383237109264327
YGR059W	-0.0015321707674835	-0.126497387538518
YGR061C	-0.0633163183577407	0.184669243541011
YGR066C	-0.099818353870341	-0.143527036206605
YGR067C	-0.167078274298555	-0.0558589332323542
YGR068C	0.057452100268098	0.211227898641373
YGR069W	-0.195587295321869	-0.280471899583249
YGR070W	-0.129896349195919	-0.234440673514536
YGR071C	-0.153679165035669	-0.117535890831284
YGR072W	-0.0841753195566093	-0.359211964407732
YGR077C	-0.246785281951417	0.212181690066148
YGR078C	0.137480019944799	-0.0864812211196247
YGR079W	-0.0499446868527332	0.0336932521264457
YGR080W	-0.0170208253535808	-0.16980157685275
YGR081C	0.0609599722489093	0.0022859003723141
YGR084C	-0.310950668003261	-0.215324563021807
YGR085C	-0.323649456952282	-0.440574829674762
YGR086C	-0.0393647514707446	-0.239903310581629
YGR087C	-0.0492184247515505	-0.231292443798709
YGR088W	-0.0958739990665414	-0.0835429780583267
YGR089W	-0.114250422099062	-0.166586592800063
YGR092W	0.118731476260151	0.281209994036273
YGR093W	0.0727600362575655	0.0219869646460895
YGR096W	0.0581431616124389	-0.0125365580284652
YGR097W	0.11797745437795	-0.362002290289215
YGR100W	-0.0321742027041724	-0.0755476377830165
YGR105W	0.063808729147088	0.0872335126188659
YGR106C	-0.0307548307264144	-0.273849463632955
YGR107W	-0.0054576334738597	-0.231703093304928
YGR108W	-0.0757920496035221	-0.227225422768565
YGR109C	-0.128807861666747	-0.109135085803595
YGR110W	-0.179477358796396	0.017684476674994
YGR111W	-0.12149086978122	-0.24918625704196
YGR117C	-0.0732848201869978	-0.0415988163429115
YGR118W	-0.0440029450785905	-0.148330159115556
YGR121C	0.105219146242052	-0.102689422118382
YGR122C-A	0.02311723771901	-0.314247273341574
YGR122W	-0.144745098620882	-0.176798598059708
YGR123C	0.0525301606325597	-0.11203706662099
YGR124W	0.0247122073120086	-0.174778167287394
YGR125W	-0.0351224255562308	-0.136195730730286
YGR126W	0.0101330938481354	0.0030711848824745
YGR127W	-0.065953289407215	-0.168995979862317
YGR129W	0.0303625144206619	0.0393962123423375
YGR130C	-0.130216694062733	-0.0999510791336532
YGR131W	-0.180436201879889	-0.221206749336237
YGR132C	-0.0738419517168449	-0.218011543581886
YGR133W	0.028532098380098	0.150941949752974
YGR134W	-0.12767890985465	-0.448291411604899
YGR135W	0.190100942621924	-0.482505998642839
YGR136W	-0.0225780662824435	-0.160298517712795
YGR137W	0.122931378361779	-0.121370452708854
YGR138C	0.0259120296733098	-0.0448206141346551
YGR139W	-0.0085147608645231	-0.179529969893482
YGR141W	-0.0668982003700438	0.0725211057392888
YGR142W	-0.185465271051811	0.135047418552668
YGR143W	-0.048553723460507	-0.231316405239519
YGR144W	-0.0716714207090666	-0.170506584565083
YGR146C	-0.0397109837852023	-0.111374789345755
YGR148C	-0.198994899055039	-0.279898035513534
YGR149W	0.00709182266892955	0.541852068839806
YGR151C	0.242977979379549	0.727494940676
YGR152C	-0.0415086725262799	-0.0895088383952894
YGR153W	-0.0408696384592946	0.0247259216390266
YGR154C	0.203355227379713	0.508393917313899
YGR161C	-0.142143205388865	0.163391164506167
YGR163W	0.133458954002649	0.258907394577576
YGR164W	-0.000737056545521399	0.0813483596527136
YGR166W	-0.0218071283980324	0.0684721498893164
YGR168C	-0.125135321984074	-0.0582843085521204
YGR169C	-6.42658442649713e-06	-0.0700406461914309
YGR170W	-0.206792750167472	-0.15390670030671
YGR173W	-0.114900046311758	-0.121107621371458
YGR174C	-0.49338214263079	-0.540139733950291
YGR176W	-0.0829364221266206	-0.0027207703603675
YGR177C	-0.0731034367031167	0.0407022298272374
YGR178C	-0.117114875641659	0.0515053991990441
YGR181W	-0.00472509318987312	-0.0734551039311256
YGR182C	-0.0688589577400641	-0.0488771579557565
YGR183C	-0.0798413328582369	0.329945272034103
YGR184C	-0.0283201189062693	0.00076167923734655
YGR187C	-0.0266711699888094	-0.0451449334396765
YGR189C	-0.107357357560903	-0.334184210593272
YGR192C	-0.145864512783218	-0.131688182429096
YGR193C	0.137052344995132	0.0794838993755413
YGR194C	-0.17805652302592	-0.0442634330017405
YGR196C	-0.123247417292672	0.0886999413120569
YGR197C	-0.0234816920695689	-0.111252061309275
YGR199W	-0.0294769349730582	0.0207396792593062
YGR200C	-0.114327391073109	-0.0632410773031453
YGR201C	0.043686468329619	-0.133911464205664
YGR202C	-0.0147975855986643	-0.311688191889299
YGR203W	0.0118263774297735	-0.196289336179622
YGR205W	0.0144631477789609	-0.223635300287419
YGR206W	0.0201208085548843	-0.149454386850848
YGR207C	-0.0686998139254267	-0.138257956160421
YGR208W	-0.171449686234772	0.0100982747725743
YGR209C	-0.219426346999955	-0.0097246266621396
YGR210C	-0.0632359466724922	-0.15601842278118
YGR212W	-0.0115325198542454	-0.199595327526088
YGR213C	0.00340768564424739	-0.1364444817779
YGR214W	0.180539087192116	-0.0227280508590244
YGR217W	0.0152427530461895	-0.231111612736926
YGR221C	-0.0023202559317771	-0.241066188538854
YGR223C	-0.00700688858454955	-0.289525718328703
YGR224W	0.017623627261794	-0.237554232413929
YGR225W	-0.0364061392615318	-0.0715211104051803
YGR226C	-0.107014820511721	-0.0956257902201327
YGR227W	-0.179829295735521	-0.0736042478982522
YGR228W	-0.138648275694083	-0.197198300266029
YGR229C	0.0565573830186733	-0.0146063633762112
YGR230W	0.0986414876505202	-0.231660724046385
YGR231C	-0.0084124396483441	-0.192046950540988
YGR232W	-0.0192029850465348	-0.214570734971631
YGR233C	0.0135645369228498	-0.182738512320372
YGR234W	-0.0253756967322353	-0.353196147195687
YGR235C	0.117124855494115	-0.104167529350885
YGR236C	-0.108991777059299	0.0316990512107477
YGR237C	-0.138325545025603	-0.105720969634383
YGR238C	-0.206762484889839	0.0789726706211183
YGR239C	-0.0661101298577891	-0.0938410467634985
YGR241C	-0.0595844490844946	-0.216223845936157
YGR242W	-0.00984024145352998	-0.112895091208906
YGR243W	0.0512024244068178	-0.137419496484053
YGR244C	0.0474410569701412	-0.138751032118176
YGR247W	-0.0485633101969325	-0.129798934871447
YGR248W	-0.0862928439816128	0.00981019438121079
YGR249W	0.0337270275630101	-0.015995093382203
YGR250C	0.460934616281092	0.761410304283268
YGR254W	0.0486471042352528	0.0306124661848265
YGR255C	-0.0625813885273024	-0.00384485846924838
YGR256W	-0.113216912386637	0.0716973834149505
YGR259C	-0.120969027925207	0.355426538946523
YGR260W	-0.117814350544914	-0.016556693644889
YGR261C	0.0165509561072297	0.0227677098010197
YGR263C	0.280719022961846	-0.503216824587593
YGR266W	0.00992078298304181	-0.134014075616001
YGR268C	0.0142647042902189	-0.0043089569404848
YGR269W	-0.0882801555691682	-0.182749985318218
YGR270W	0.0144537933010751	0.397545864605615
YGR271C-A	0.072599351968021	0.408036922525942
YGR271W	0.0239550254555433	0.189831424953953
YGR273C	-0.0304748076899664	0.0248072856921014
YGR275W	0.0685049430225805	0.188153689007301
YGR276C	0.0483600746604703	-0.0059182340067048
YGR279C	0.19619091264314	0.153277095818732
YGR281W	0.0345540813276228	0.189705951495574
YGR282C	-0.120669586369344	0.235105302087727
YGR283C	-0.0462074073410628	-0.240089615140269
YGR284C	0.0201384002636155	0.200418267323794
YGR286C	-0.0226747073893773	0.034560581928892
YGR287C	-0.0621542298913875	-0.11321292516494
YGR288W	-0.0112324726330446	0.0786410186688779
YGR289C	-0.036721308614773	0.0611034121318964
YGR290W	-0.122139272647492	-0.203529093845889
YGR291C	0.00163691307006639	-0.107139923957089
YGR292W	0.112799815545238	0.00293876291661
