ORF	het | growth (pooled culture) | chromium trioxide [0.1 mM] | None | Holland S~Avery SV, 2007
YEL033W	0.016
YEL034W	0.012
YEL035C	0.020
YEL036C	0.034
YEL037C	-0.009
YEL038W	-0.014
YEL039C	-0.018
YEL040W	-0.008
YEL042W	0.010
YEL043W	-0.002
YEL044W	0.003
YEL045C	-0.007
YEL046C	-0.012
YEL047C	0.005
YEL048C	-0.011
YEL049W	-0.015
YEL050C	-0.016
YEL051W	-0.023
YEL052W	0.046
YEL053C	0.002
YEL054C	-0.009
YEL055C	-0.073
YEL056W	-0.014
YEL057C	-0.004
YEL058W	-0.016
YEL059W	0.012
YEL060C	-0.034
YEL061C	-0.006
YEL062W	-0.005
YEL063C	-0.009
YEL064C	-0.002
YEL066W	0.019
YEL067C	0.005
YEL068C	-0.014
YEL071W	-0.003
YEL072W	-0.011
YER001W	0.006
YER002W	0.023
YER003C	-0.004
YER005W	-0.009
YER006W	0.011
YER007C-A	-0.010
YER008C	-0.014
YER009W	-0.015
YER010C	-0.006
YER011W	0.008
YER012W	0.009
YER013W	-0.007
YER014C-A	-0.011
YER014W	-0.012
YER017C	-0.018
YER018C	-0.043
YER019C-A	-0.010
YER019W	-0.008
YER020W	-0.026
YER021W	-0.029
YER022W	-0.002
YER023W	0.006
YER024W	-0.015
YER025W	-0.002
YER027C	-0.014
YER028C	-0.015
YER030W	0.016
YER032W	-0.004
YER033C	-0.004
YER034W	-0.050
YER035W	0.011
YER036C	-0.005
YER037W	-0.006
YER038C	0.002
YER039C	-0.030
YER039C-A	0.004
YER040W	0.007
YER041W	0.001
YER042W	0.004
YER043C	-0.011
YER044C	-0.013
YER044C-A	-0.002
YER045C	-0.026
YER046W	0.012
YER046W-A	-0.012
YER047C	-0.020
YER048C	-0.023
YER048W-A	-0.000
YER049W	0.005
YER050C	-0.012
YER051W	-0.011
YER052C	0.061
YER053C	-0.024
YER054C	-0.011
YER055C	-0.006
YER056C-A	0.002
YER057C	-0.012
YER059W	0.009
YER060W	0.041
YER060W-A	0.007
YER061C	0.009
YER062C	-0.022
YER063W	0.010
YER064C	-0.020
YER065C	-0.007
YER066C-A	-0.032
YER066W	0.000
YER067C-A	-0.002
YER067W	-0.006
YER068C-A	0.018
YER068W	0.024
YER069W	0.009
YER070W	-0.011
YER071C	-0.009
YER072W	0.022
YER073W	-0.004
YER074W	-0.002
YER075C	0.005
YER078C	-0.003
YER079W	-0.007
YER080W	-0.008
YER081W	-0.012
YER082C	-0.001
YER083C	0.001
YER084W	-0.028
YER085C	-0.006
YER087C-B	-0.013
YER087W	-0.019
YER088C	-0.023
YER089C	0.001
YER090W	0.003
YER091C	-0.008
YER091C-A	-0.058
YER092W	-0.037
YER093C	-0.045
YER093C-A	-0.017
YER094C	-0.014
YER095W	0.041
YER096W	-0.014
YER097W	0.007
YER098W	-0.009
YER101C	-0.010
YER103W	0.004
YER104W	0.005
YER106W	0.005
YER107C	-0.004
YER108C	-0.002
YER109C	-0.060
YER110C	0.003
YER111C	-0.026
YER112W	-0.015
YER113C	0.018
YER114C	0.001
YER115C	0.005
YER117W	0.009
YER118C	0.041
YER119C	-0.037
YER119C-A	-0.029
YER120W	-0.022
YER121W	0.026
YER122C	-0.002
YER123W	-0.005
YER124C	0.002
YER125W	-0.024
YER126C	0.022
YER127W	-0.025
YER128W	-0.016
YER129W	0.007
YER130C	-0.010
YER131W	-0.013
YER132C	-0.011
YER133W	0.050
YER134C	0.019
YER135C	-0.009
YER136W	-0.013
YER137C	0.003
YER140W	-0.018
YER141W	-0.008
YER142C	-0.020
YER143W	-0.024
YER144C	0.007
YER145C	0.003
YER146W	-0.005
YER147C	-0.094
YER148W	0.017
YER149C	0.001
YER150W	-0.010
YER151C	-0.020
YER152C	-0.086
YER153C	-0.008
YER154W	-0.007
YER155C	-0.002
YER156C	0.006
YER158C	0.004
YER159C	-0.012
YER161C	0.001
YER162C	-0.044
YER163C	-0.046
YER164W	-0.038
YER165W	0.001
YER166W	0.016
YER167W	-0.041
YER168C	0.010
YER169W	0.020
YER170W	-0.005
YER171W	-0.010
YER172C	-0.024
YER173W	-0.001
YER174C	0.016
YER175C	-0.001
YER176W	0.002
YER177W	0.022
YER178W	-0.024
YER179W	-0.009
YER180C	0.005
YER181C	0.016
YER182W	0.001
YER183C	-0.010
YER184C	0.002
YER185W	-0.009
YER187W	-0.015
YER188W	-0.001
YFL001W	-0.038
YFL003C	0.040
YFL004W	0.008
YFL005W	-0.115
YFL007W	0.045
YFL009W	0.015
YFL011W	0.006
YFL013C	0.025
YFL012W-A	0.031
YFL014W	0.005
YFL015C	0.004
YFL016C	-0.004
YFL017C	0.008
YFL018C	-0.020
YFL017W-A	-0.009
YFL019C	0.014
YFL020C	-0.006
YFL021W	0.004
YFL023W	-0.020
YFL024C	-0.001
YFL025C	-0.021
YFL026W	-0.004
YFL027C	-0.015
YFL030W	0.005
YFL031W	-0.008
YFL032W	0.005
YFL033C	-0.030
YFL034C-A	0.001
YFL034W	-0.003
YFL034C-B	0.013
YFL037W	-0.013
YFL038C	0.021
YFL040W	-0.016
YFL041W	0.010
YFL042C	0.016
YFL044C	-0.002
YFL045C	-0.034
YFL047W	-0.010
YFL048C	0.007
YFL049W	0.015
YFL050C	0.043
YFL051C	-0.011
YFL052W	0.004
YFL053W	-0.004
YFL054C	0.012
YFL055W	-0.010
YFL056C	-0.007
YFL060C	0.011
YFL063W	0.002
YFR001W	0.012
YFR002W	0.012
YFR003C	-0.006
YFR004W	-0.031
YFR005C	-0.007
YFR006W	0.000
YFR007W	0.011
YFR008W	0.043
YFR009W	0.014
YFR011C	0.014
YFR012W	0.033
YFR013W	-0.010
YFR014C	0.026
YFR015C	0.006
YFR016C	-0.021
YFR017C	0.014
YFR018C	0.008
YFR019W	0.010
YFR020W	-0.019
YFR021W	-0.013
YFR022W	0.004
YFR023W	-0.003
YFR024C-A	0.019
YFR025C	0.005
YFR026C	0.007
YFR027W	0.014
YFR031C	0.005
YFR031C-A	0.002
YFR032C	-0.020
YFR033C	-0.018
YFR034C	0.001
YFR035C	0.026
YFR036W	-0.001
YFR037C	-0.045
YFR039C	0.005
YFR040W	0.109
YFR041C	-0.015
YFR042W	0.009
YFR043C	-0.019
YFR044C	-0.013
YFR045W	-0.002
YFR046C	0.002
YFR047C	-0.002
YFR048W	-0.007
YFR049W	-0.004
YFR050C	-0.003
YFR051C	0.045
YFR052W	0.004
YFR053C	0.006
YFR054C	-0.013
YFR055W	0.032
YFR056C	0.010
YGL001C	0.007
YGL003C	-0.010
YGL004C	0.009
YGL005C	0.033
YGL007W	-0.009
YGL008C	-0.022
YGL009C	0.005
YGL010W	0.026
YGL011C	0.013
YGL012W	0.020
YGL013C	-0.028
YGL014W	0.005
YGL016W	-0.005
YGL017W	0.010
YGL019W	0.026
YGL021W	0.010
YGL022W	0.009
YGL024W	-0.001
YGL025C	0.003
YGL026C	0.001
YGL028C	0.006
YGL029W	-0.002
YGL030W	-0.012
YGL031C	-0.024
YGL033W	0.029
YGL034C	0.005
YGL036W	0.012
YGL037C	-0.006
YGL038C	0.015
YGL039W	0.005
YGL040C	-0.004
YGL041C	0.008
YGL042C	-0.017
YGL043W	-0.002
YGL045W	0.006
YGL047W	-0.013
YGL048C	-0.033
YGL050W	0.009
YGL051W	0.009
YGL053W	0.014
YGL054C	-0.042
YGL055W	-0.018
YGL056C	0.010
YGL057C	0.004
YGL058W	0.014
YGL059W	-0.005
YGL060W	-0.019
YGL061C	-0.004
YGL062W	0.019
YGL063W	0.027
YGL064C	0.001
YGL065C	-0.010
YGL066W	0.049
YGL067W	0.018
YGL068W	-0.002
YGL069C	0.001
YGL070C	0.020
YGL074C	-0.003
YGL075C	0.017
YGL076C	0.011
YGL077C	-0.022
YGL078C	0.003
YGL079W	-0.006
YGL080W	-0.028
YGL083W	0.005
YGL084C	-0.017
YGL085W	0.005
YGL086W	-0.012
YGL088W	-0.043
YGL089C	-0.018
YGL090W	-0.004
YGL091C	-0.014
YGL094C	0.017
YGL095C	-0.012
YGL096W	-0.005
YGL097W	0.004
YGL098W	-0.017
YGL102C	-0.001
YGL103W	-0.022
YGL107C	0.007
YGL108C	-0.008
YGL109W	-0.005
YGL112C	-0.042
YGL113W	-0.016
YGL114W	-0.016
YGL115W	-0.022
YGL116W	-0.029
YGL117W	-0.001
YGL118C	-0.002
YGL120C	0.002
YGL121C	-0.023
YGL122C	-0.016
YGL123W	0.024
YGL124C	-0.014
YGL125W	-0.021
YGL126W	-0.024
YGL127C	-0.017
YGL128C	-0.024
YGL130W	-0.018
YGL131C	-0.009
YGL132W	-0.012
YGL133W	-0.007
YGL135W	-0.018
YGL137W	0.018
YGL139W	-0.009
YGL140C	-0.010
YGL142C	-0.032
YGL143C	-0.003
YGL146C	-0.023
YGL147C	-0.008
YGL148W	0.026
YGL149W	-0.008
YGL150C	-0.021
YGL151W	-0.002
YGL152C	0.010
YGL153W	-0.010
YGL154C	-0.005
YGL155W	-0.007
YGL156W	-0.001
YGL157W	-0.011
YGL158W	0.007
YGL159W	0.009
YGL160W	-0.001
YGL161C	-0.003
YGL162W	0.010
YGL163C	0.004
YGL164C	-0.000
YGL166W	-0.009
YGL167C	0.007
YGL168W	-0.001
YGL169W	-0.004
YGL171W	0.045
YGL172W	-0.001
YGL173C	-0.001
YGL174W	-0.001
YGL175C	-0.005
YGL176C	0.001
YGL177W	-0.001
YGL179C	0.021
YGL180W	0.024
YGL181W	0.007
YGL194C	0.001
YGL196W	0.002
YGL197W	0.012
YGL198W	0.066
YGL199C	-0.000
YGL201C	-0.019
YGL203C	-0.013
YGL207W	-0.015
YGL208W	0.041
YGL209W	-0.037
YGL211W	-0.020
YGL212W	-0.029
YGL213C	0.011
YGL214W	-0.003
YGL216W	0.003
YGL217C	-0.004
YGL218W	-0.005
YGL219C	-0.000
YGL221C	-0.004
YGL222C	0.001
YGL223C	-0.010
YGL226W	-0.024
YGL228W	0.066
YGL229C	0.002
YGL230C	-0.060
YGL231C	-0.010
YGL233W	-0.008
YGL235W	-0.011
YGL236C	0.010
YGL238W	-0.043
YGL239C	-0.016
YGL240W	-0.044
YGL241W	-0.023
YGL242C	-0.008
YGL243W	-0.016
YGL244W	-0.055
YGL245W	0.013
YGL246C	0.001
YGL247W	-0.024
YGL248W	0.045
YGL249W	-0.001
YGL250W	-0.018
YGL252C	-0.006
YGL254W	0.086
YGL255W	0.026
YGL257C	-0.030
YGL258W	-0.018
YGL259W	0.016
YGL260W	0.005
YGL261C	-0.018
YGL262W	-0.018
YGL263W	-0.009
YGR001C	-0.056
YGR002C	-0.000
YGR003W	-0.013
YGR004W	-0.034
YGR005C	-0.010
YGR006W	-0.009
YGR007W	0.011
YGR008C	-0.025
YGR009C	0.000
YGR010W	-0.021
YGR011W	-0.003
YGR012W	-0.010
YGR013W	-0.010
YGR014W	0.010
YGR015C	0.023
YGR016W	0.008
YGR017W	-0.005
YGR018C	0.010
YGR019W	-0.008
YGR020C	0.023
YGR021W	0.002
YGR022C	-0.002
YGR023W	0.001
YGR024C	0.031
YGR025W	0.014
YGR026W	-0.042
YGR027C	0.010
YGR028W	0.007
YGR029W	-0.005
YGR030C	0.019
YGR031W	0.012
YGR032W	-0.010
YGR033C	-0.011
YGR034W	0.021
YGR035C	-0.034
YGR036C	0.015
YGR038W	0.010
YGR039W	-0.009
YGR040W	-0.016
YGR041W	-0.019
YGR042W	-0.002
YGR043C	0.037
YGR044C	-0.008
YGR045C	0.016
YGR046W	0.056
YGR048W	0.007
YGR049W	0.017
YGR050C	-0.007
YGR051C	-0.163
YGR052W	0.002
YGR053C	-0.046
YGR054W	-0.031
YGR055W	0.015
YGR056W	0.024
YGR057C	0.010
YGR058W	-0.003
YGR059W	-0.036
YGR060W	0.013
YGR061C	-0.005
YGR063C	0.001
YGR064W	0.002
YGR065C	0.007
YGR067C	0.003
YGR069W	0.001
YGR070W	0.011
YGR071C	0.015
YGR072W	-0.060
YGR073C	0.004
YGR074W	-0.001
YGR075C	0.007
YGR076C	0.005
YGR077C	0.014
YGR078C	0.006
YGR079W	0.019
YGR080W	0.011
YGR081C	-0.015
YGR082W	0.001
YGR083C	0.014
YGR084C	-0.004
YGR085C	-0.033
YGR087C	-0.028
YGR088W	-0.010
YGR089W	-0.006
YGR090W	-0.036
YGR092W	-0.003
YGR093W	0.008
YGR094W	-0.011
YGR095C	0.017
YGR097W	-0.005
YGR098C	-0.020
YGR099W	-0.016
YGR100W	0.038
YGR101W	0.001
YGR102C	0.008
YGR103W	0.010
YGR104C	0.000
YGR105W	0.022
YGR106C	0.020
YGR107W	0.037
YGR108W	-0.050
YGR109C	0.004
YGR112W	-0.035
YGR113W	-0.003
YGR114C	-0.071
YGR115C	0.008
YGR116W	-0.025
YGR117C	-0.010
YGR118W	-0.006
YGR119C	0.032
YGR120C	0.009
YGR121C	-0.013
YGR122W	0.026
YGR123C	-0.007
YGR124W	-0.003
YGR125W	0.003
YGR126W	-0.016
YGR127W	0.014
YGR128C	0.001
YGR129W	0.014
YGR131W	0.002
YGR133W	0.014
YGR134W	-0.053
YGR135W	-0.010
YGR136W	0.002
YGR137W	0.003
YGR138C	-0.011
YGR139W	-0.009
YGR140W	-0.011
YGR141W	0.000
YGR142W	-0.020
YGR143W	0.016
YGR144W	-0.005
YGR145W	-0.014
YGR146C	0.036
YGR148C	-0.012
YGR149W	-0.014
YGR150C	0.018
YGR151C	-0.020
YGR152C	0.043
YGR153W	-0.016
YGR154C	-0.017
YGR155W	-0.013
YGR156W	0.017
YGR157W	-0.025
YGR158C	-0.001
YGR159C	0.019
YGR160W	-0.004
YGR161C	0.006
YGR162W	0.007
YGR163W	0.006
YGR164W	0.006
YGR165W	-0.006
YGR166W	-0.024
YGR167W	0.022
YGR168C	-0.007
YGR169C	0.001
YGR170W	0.000
YGR171C	-0.012
YGR172C	0.007
YGR173W	-0.011
YGR174C	0.010
YGR175C	-0.005
YGR176W	0.002
YGR177C	-0.036
YGR178C	-0.012
YGR179C	0.003
YGR180C	0.008
YGR181W	0.002
YGR182C	-0.020
YGR183C	0.004
YGR184C	0.014
YGR185C	-0.009
YGR186W	-0.016
YGR187C	-0.003
YGR188C	-0.011
YGR189C	-0.008
YGR190C	0.013
YGR191W	-0.017
YGR192C	-0.007
YGR193C	-0.033
YGR194C	0.009
YGR195W	-0.011
YGR196C	-0.030
YGR200C	0.007
YGR201C	0.020
YGR202C	-0.003
YGR203W	0.031
YGR204W	0.015
YGR205W	-0.009
YGR208W	0.001
YGR209C	0.051
YGR210C	-0.030
YGR211W	-0.009
YGR212W	0.005
YGR213C	0.043
YGR214W	0.004
YGR215W	0.008
YGR218W	0.038
YGR219W	0.012
YGR220C	-0.009
YGR221C	-0.011
YGR222W	0.008
YGR223C	-0.029
YGR224W	-0.002
YGR225W	0.080
YGR226C	0.007
YGR227W	0.004
YGR228W	-0.000
YGR229C	0.029
YGR230W	0.021
YGR231C	-0.074
YGR232W	0.007
YGR234W	-0.038
YGR235C	0.002
YGR236C	0.005
YGR237C	-0.001
YGR238C	-0.008
YGR239C	0.034
YGR240C	-0.019
YGR241C	0.001
YGR242W	0.043
YGR243W	0.000
YGR245C	-0.005
YGR246C	0.001
YGR247W	-0.013
YGR249W	0.000
YGR250C	0.003
YGR251W	-0.029
YGR252W	-0.001
YGR253C	-0.012
YGR254W	-0.019
YGR255C	0.002
YGR256W	0.001
YGR257C	0.032
YGR258C	0.006
YGR259C	0.030
YGR260W	0.008
YGR262C	0.016
YGR263C	-0.010
YGR264C	0.008
YGR265W	0.001
YGR267C	-0.006
YGR268C	-0.004
YGR269W	-0.000
YGR270W	-0.006
YGR271W	0.004
YGR271C-A	0.006
YGR273C	0.001
YGR275W	-0.000
YGR276C	-0.026
YGR277C	-0.016
YGR279C	0.022
YGR280C	0.013
YGR281W	-0.034
YGR282C	-0.004
YGR283C	-0.022
YGR284C	0.005
YGR285C	0.010
YGR286C	-0.036
YGR287C	0.010
YGR288W	0.012
YGR289C	-0.052
YGR290W	-0.018
YGR291C	0.008
YGR292W	0.049
YGR295C	0.028
YHL002W	-0.029
YHL003C	-0.030
YHL005C	0.005
YHL006C	-0.012
YHL007C	-0.014
YHL008C	-0.047
YHL009C	-0.009
YHL010C	0.008
YHL011C	-0.003
YHL012W	0.038
YHL013C	0.017
YHL014C	-0.012
YHL015W	0.012
YHL017W	-0.001
YHL019C	-0.039
YHL020C	-0.009
YHL021C	-0.018
YHL022C	-0.007
YHL023C	-0.019
YHL024W	-0.012
YHL025W	0.012
YHL026C	-0.005
YHL028W	-0.006
YHL029C	-0.018
YHL030W	-0.007
YHL032C	-0.017
YHL033C	0.008
YHL036W	-0.037
YHL037C	-0.014
YHL038C	-0.015
YHL040C	-0.029
YHL041W	-0.030
YHL042W	-0.022
YHL043W	-0.015
YHL044W	-0.005
YHL045W	-0.027
YHL046C	-0.001
YHL047C	-0.018
YHR001W-A	0.033
YHR003C	-0.026
YHR004C	-0.032
YHR005C	-0.004
YHR005C-A	0.012
YHR006W	-0.017
YHR007C	-0.009
YHR008C	0.015
YHR009C	-0.004
YHR010W	0.000
YHR011W	0.051
YHR013C	-0.012
YHR014W	-0.012
YHR015W	-0.001
YHR016C	-0.014
YHR017W	-0.004
YHR018C	-0.019
YHR019C	0.036
YHR020W	-0.003
YHR021C	0.003
YHR021W-A	0.008
YHR022C	0.005
YHR023W	-0.023
YHR024C	-0.001
YHR025W	-0.014
YHR028C	0.006
YHR029C	-0.006
YHR030C	-0.070
YHR031C	0.001
YHR032W	0.007
YHR034C	0.010
YHR035W	0.006
YHR036W	0.009
YHR037W	0.001
YHR038W	0.047
YHR039C	-0.011
YHR041C	0.003
YHR042W	-0.025
YHR043C	0.000
YHR044C	0.003
YHR045W	0.064
YHR049W	-0.017
YHR057C	-0.103
YHR058C	-0.015
YHR061C	-0.018
YHR062C	-0.002
YHR064C	-0.021
YHR067W	-0.016
YHR069C	-0.036
YHR074W	-0.018
YHR077C	0.027
YHR079C-A	0.033
YHR081W	0.042
YHR086W	-0.002
YHR093W	-0.014
YHR094C	-0.008
YHR095W	-0.010
YHR096C	-0.010
YHR097C	0.060
YHR100C	-0.018
YHR101C	0.016
YHR103W	-0.064
YHR104W	-0.019
YHR107C	-0.005
YHR108W	-0.002
YHR109W	-0.014
YHR110W	0.108
YHR111W	-0.017
YHR112C	-0.006
YHR113W	-0.021
YHR114W	-0.011
YHR115C	-0.005
YHR116W	-0.016
YHR117W	-0.009
YHR118C	-0.040
YHR120W	-0.017
YHR121W	-0.006
YHR122W	-0.013
YHR123W	-0.014
YHR124W	0.008
YHR125W	-0.010
YHR126C	-0.003
YHR127W	-0.021
YHR129C	-0.013
YHR130C	0.002
YHR131C	-0.007
YHR132C	-0.007
YHR132W-A	-0.009
YHR133C	-0.006
YHR134W	-0.006
YHR135C	0.031
YHR136C	-0.001
YHR137W	-0.010
YHR138C	0.006
YHR139C	0.003
YHR139C-A	0.028
YHR140W	-0.048
YHR142W	-0.012
YHR143W	0.024
YHR147C	-0.060
YHR150W	-0.009
YHR151C	-0.008
YHR152W	0.030
YHR153C	-0.026
YHR154W	-0.028
YHR155W	-0.018
YHR156C	-0.018
YHR157W	-0.018
YHR158C	0.041
YHR159W	-0.009
YHR161C	-0.002
YHR162W	0.003
YHR164C	-0.029
YHR167W	0.006
YHR168W	0.000
YHR170W	-0.001
YHR171W	-0.015
YHR172W	-0.019
YHR176W	-0.043
YHR177W	0.012
YHR178W	-0.011
YHR179W	-0.078
YHR180W	-0.010
YHR181W	0.011
YHR183W	-0.022
YHR184W	-0.021
YHR186C	-0.007
YHR188C	-0.011
YHR189W	-0.084
YHR190W	-0.013
YHR191C	-0.001
YHR193C	0.001
YHR194W	-0.013
YHR196W	0.002
YHR198C	-0.012
YHR199C	-0.010
YHR200W	-0.016
YHR202W	-0.017
YHR203C	-0.010
YHR204W	-0.073
YHR206W	-0.006
YHR209W	-0.005
YHR210C	-0.014
YIL002C	-0.003
YIL003W	-0.055
YIL004C	-0.058
YIL005W	-0.023
YIL006W	-0.002
YIL007C	-0.012
YIL008W	-0.115
YIL009C-A	0.062
YIL009W	-0.021
YIL010W	0.007
YIL011W	-0.047
YIL012W	-0.042
YIL013C	-0.000
YIL014W	-0.018
YIL014C-A	-0.013
YIL015W	0.002
YIL017C	-0.026
YIL018W	-0.025
YIL019W	-0.032
YIL020C	-0.006
YIL021W	0.046
YIL022W	-0.076
YIL023C	-0.029
YIL024C	-0.017
YIL025C	-0.001
YIL027C	-0.022
YIL028W	-0.045
YIL029C	-0.008
YIL030C	0.002
YIL031W	-0.022
YIL032C	-0.016
YIL034C	-0.047
YIL035C	-0.012
YIL036W	-0.007
YIL038C	-0.016
YIL040W	-0.008
YIL042C	-0.008
YIL043C	-0.028
YIL045W	-0.037
YIL047C	-0.034
YIL048W	-0.006
YIL049W	-0.012
YIL050W	-0.006
YIL051C	-0.049
YIL052C	0.016
YIL053W	-0.020
YIL054W	0.004
YIL056W	-0.011
YIL057C	-0.039
YIL058W	-0.036
YIL059C	-0.032
YIL060W	-0.017
YIL061C	-0.087
YIL062C	-0.057
YIL063C	-0.004
YIL064W	0.006
YIL065C	-0.051
YIL066C	-0.017
YIL067C	-0.004
YIL068C	-0.014
YIL069C	-0.039
YIL070C	-0.010
YIL071C	-0.034
YIL072W	-0.029
YIL073C	-0.035
YIL074C	0.009
YIL075C	-0.051
YIL076W	0.013
YIL077C	-0.025
YIL078W	-0.021
YIL083C	-0.173
YIL084C	-0.012
YIL085C	-0.015
YIL086C	-0.045
YIL088C	-0.011
YIL089W	-0.014
YIL090W	0.060
YIL091C	-0.007
YIL092W	-0.026
YIL093C	-0.028
YIL094C	0.003
YIL095W	-0.072
YIL096C	-0.048
YIL097W	-0.062
YIL098C	-0.015
YIL099W	-0.001
YIL100W	0.016
YIL101C	-0.003
YIL102C	-0.096
YIL103W	-0.012
YIL104C	-0.015
YIL105C	-0.046
YIL106W	-0.019
YIL107C	-0.055
YIL108W	-0.051
YIL109C	0.080
YIL110W	0.013
YIL111W	-0.035
YIL112W	-0.011
YIL113W	-0.059
YIL114C	-0.039
YIL115C	-0.030
YIL116W	-0.025
YIL117C	-0.031
YIL118W	-0.008
YIL119C	0.010
YIL120W	-0.005
YIL121W	0.034
YIL122W	-0.018
YIL123W	-0.052
YIL124W	-0.039
YIL125W	-0.046
YIL128W	0.038
YIL129C	-0.032
YIL130W	0.003
YIL131C	-0.031
YIL132C	-0.014
YIL133C	0.005
YIL134W	0.013
YIL135C	-0.033
YIL136W	-0.001
YIL137C	-0.028
YIL138C	-0.015
YIL140W	-0.014
YIL141W	0.085
YIL142W	-0.084
YIL144W	-0.016
YIL145C	-0.051
YIL146C	-0.013
YIL147C	0.045
YIL148W	0.004
YIL149C	-0.037
YIL150C	-0.050
YIL152W	-0.001
YIL153W	-0.040
YIL154C	0.000
YIL155C	-0.015
YIL156W	0.001
YIL157C	-0.018
YIL158W	-0.028
YIL159W	-0.014
YIL160C	-0.043
YIL161W	-0.043
YIL162W	-0.015
YIL163C	-0.021
YIL164C	-0.020
YIL165C	-0.032
YIL166C	-0.027
YIL167W	-0.034
YIL168W	-0.019
YIL170W	-0.035
YIL171W	-0.036
YIL173W	-0.043
YIR001C	0.044
YIR002C	-0.009
YIR003W	-0.015
YIR004W	-0.025
YIR005W	-0.038
YIR006C	-0.003
YIR007W	-0.045
YIR008C	-0.038
YIR009W	0.021
YIR010W	-0.018
YIR011C	0.018
YIR012W	-0.051
YIR013C	-0.019
YIR014W	-0.007
YIR015W	-0.009
YIR016W	-0.010
YIR017C	0.027
YIR018W	0.020
YIR019C	0.008
YIR020C	0.018
YIR020W-A	0.016
YIR021W	0.022
YIR022W	0.006
YIR023W	0.018
YIR024C	0.041
YIR026C	0.016
YIR027C	0.017
YIR028W	0.008
YIR029W	0.017
YIR030C	0.040
YIR031C	-0.011
YIR032C	0.004
YIR033W	0.001
YIR034C	-0.016
YIR035C	0.012
YIR036C	-0.002
YIR037W	0.040
YIR038C	0.003
YIR039C	-0.007
YIR042C	-0.010
YIR043C	-0.006
YIR044C	-0.005
YJL001W	0.006
YJL002C	-0.007
YJL003W	-0.024
YJL004C	-0.016
YJL005W	0.014
YJL006C	-0.013
YJL007C	-0.007
YJL009W	-0.008
YJL010C	-0.048
YJL011C	-0.012
YJL012C	0.015
YJL013C	0.079
YJL014W	-0.003
YJL015C	-0.020
YJL016W	-0.018
YJL019W	-0.005
YJL020C	-0.020
YJL022W	0.005
YJL023C	0.008
YJL024C	0.001
YJL025W	-0.022
YJL027C	-0.025
YJL028W	-0.007
YJL029C	0.010
YJL030W	-0.015
YJL031C	-0.016
YJL032W	-0.013
YJL033W	-0.027
YJL034W	-0.027
YJL035C	-0.007
YJL036W	-0.002
YJL037W	-0.006
YJL038C	-0.007
YJL039C	-0.041
YJL041W	0.044
YJL042W	-0.008
YJL043W	-0.025
YJL044C	-0.020
YJL045W	0.018
YJL046W	-0.005
YJL047C	-0.010
YJL048C	-0.015
YJL049W	-0.009
YJL050W	-0.011
YJL051W	0.002
YJL052W	0.030
YJL053W	0.068
YJL054W	0.005
YJL055W	0.002
YJL056C	-0.097
YJL057C	-0.005
YJL058C	-0.045
YJL060W	0.014
YJL061W	-0.010
YJL062W	-0.031
YJL063C	-0.009
YJL064W	-0.017
YJL065C	-0.061
YJL066C	-0.020
YJL067W	-0.005
YJL068C	-0.021
YJL069C	0.139
YJL070C	0.003
YJL071W	-0.013
YJL072C	-0.006
YJL074C	-0.018
YJL075C	-0.029
YJL076W	-0.044
YJL077C	-0.106
YJL078C	-0.014
YJL079C	-0.003
YJL080C	-0.023
YJL081C	-0.019
YJL082W	0.014
YJL083W	-0.022
YJL084C	-0.012
YJL085W	-0.009
YJL086C	-0.012
YJL087C	-0.013
YJL088W	0.006
YJL089W	0.012
YJL090C	-0.009
YJL091C	-0.013
YJL092W	-0.024
YJL093C	-0.055
YJL094C	-0.002
YJL095W	-0.010
YJL096W	-0.016
YJL098W	0.006
YJL099W	-0.005
YJL100W	-0.009
YJL101C	0.003
YJL102W	0.044
YJL103C	0.027
YJL104W	0.006
YJL105W	-0.009
YJL106W	-0.004
YJL107C	0.003
YJL108C	0.020
YJL109C	-0.005
YJL110C	-0.031
YJL111W	0.013
YJL112W	0.003
YJL115W	-0.099
YJL116C	0.006
YJL117W	-0.040
YJL118W	-0.013
YJL119C	-0.018
YJL120W	0.006
YJL121C	0.009
YJL122W	0.009
YJL123C	-0.000
YJL124C	-0.014
YJL125C	-0.026
YJL126W	-0.037
YJL127C	0.004
YJL128C	0.003
YJL129C	-0.026
YJL130C	-0.014
YJL131C	0.001
YJL132W	0.014
YJL133W	0.007
YJL134W	-0.013
YJL135W	-0.016
YJL136C	0.022
YJL137C	-0.012
YJL138C	0.014
YJL139C	0.006
YJL141C	0.003
YJL142C	-0.019
YJL143W	-0.034
YJL144W	-0.013
YJL145W	0.002
YJL146W	0.011
YJL147C	-0.012
YJL148W	-0.008
YJL149W	-0.001
YJL150W	-0.007
YJL151C	0.009
YJL154C	0.036
YJL155C	0.008
YJL156C	-0.022
YJL157C	0.009
YJL158C	-0.004
YJL159W	-0.001
YJL160C	-0.000
YJL162C	0.005
YJL164C	-0.012
YJL165C	-0.007
YJL167W	0.013
YJL168C	0.013
YJL169W	-0.001
YJL170C	0.009
YJL171C	-0.003
YJL173C	-0.002
YJL174W	-0.017
YJL175W	-0.007
YJL177W	-0.002
YJL178C	-0.001
YJL179W	-0.003
YJL180C	-0.017
YJL181W	-0.001
YJL182C	0.028
YJL183W	-0.031
YJL184W	-0.002
YJL185C	0.011
YJL186W	-0.011
YJL187C	-0.009
YJL190C	-0.012
YJL192C	-0.007
