orf	het | growth (pooled culture) | chromium trioxide [0.1 mM] | None | Holland S~Avery SV, 2007
YAL001C	0.6260499356856362
YAL002W	-0.11340049214861317
YAL003W	0.46306714998698784
YAL004W	-0.8628945975522126
YAL005C	
YAL007C	0.4483213836497383
YAL008W	0.9193153439652024
YAL009W	-0.26174447518977434
YAL010C	-0.03968174382949857
YAL011W	1.4396044137734478
YAL012W	0.27109300687917937
YAL013W	2.1800961301646318
YAL014C	0.10751806323765062
YAL015C	0.5163799352177743
YAL016W	-1.925924552938241
YAL017W	-0.15838930403874493
YAL018C	0.7066076042936146
YAL019W	0.54354434681894
YAL020C	0.7026269055686071
YAL021C	0.33695104366526235
YAL022C	0.8092767643082156
YAL023C	2.8335560068134957
YAL024C	-0.29193629491231443
YAL025C	0.33415232162255226
YAL026C	1.0860227444129535
YAL027W	2.136193213156297
YAL028W	1.4382088139069158
YAL029C	-0.1625251890107994
YAL030W	0.3298884679431278
YAL031C	1.4296735860595595
YAL032C	-0.3638195585062318
YAL033W	1.3204796052847836
YAL034C	0.6287207655578605
YAL034C-B	0.5129718740007829
YAL034W-A	0.9028212895642139
YAL035W	1.4546633143424383
YAL036C	
YAL037W	-0.11316605424382897
YAL038W	0.5906977412311109
YAL039C	0.6227910129504053
YAL040C	-0.3810884012667248
YAL041W	
YAL042C-A	-2.0427972662987526
YAL042W	0.2976925992649142
YAL043C	-1.41545986905804
YAL044C	
YAL045C	2.259521191674523
YAL046C	0.5082630858652095
YAL047C	0.08963678592295976
YAL048C	0.21355589925964977
YAL049C	
YAL051W	0.5411179385672611
YAL053W	0.4388890676263968
YAL054C	-0.18869713969035246
YAL055W	0.5804133887733086
YAL056C-A	0.34082622897134635
YAL056W	0.8132368662459797
YAL058W	0.5138379311188205
YAL059W	-0.11205379517200549
YAL060W	0.13520483496088023
YAL061W	0.6565075083216121
YAL062W	0.4511229494543657
YAL064C-A	-1.1664854057813836
YAL065C	0.7733355191786832
YAL066W	0.47151174738131046
YAL067C	1.0621859335059516
YAL068C	0.46166619482490234
YAR002C-A	0.20547601344300126
YAR002W	-3.3553900119268745
YAR003W	0.4322076659974064
YAR007C	-0.03934302417263521
YAR008W	0.6546875210062169
YAR014C	0.9813709521208238
YAR015W	-0.2732604185027535
YAR018C	
YAR019C	1.1004763618724627
YAR020C	0.5963843567648741
YAR023C	0.3194218188278759
YAR027W	1.0191676788847817
YAR028W	0.377753097207413
YAR029W	1.0446022316379118
YAR030C	0.19169613356126053
YAR031W	0.38164974961640424
YAR035W	0.6425401553743746
YAR042W	0.15270942093607767
YAR047C	1.236299024399283
YAR050W	-0.441485334117228
YBL001C	
YBL002W	
YBL003C	
YBL004W	-0.4207059049983897
YBL005W	
YBL006C	0.042221503590606474
YBL007C	-0.9751031871824918
YBL008W	-0.28282879495517316
YBL009W	-0.8379281718998106
YBL010C	-0.35412736738998246
YBL011W	
YBL012C	-0.5736675294949867
YBL013W	-0.9701479566430264
YBL014C	
YBL015W	-1.213863266136626
YBL016W	-0.31205733310801015
YBL017C	1.2710859032985256
