orf	hap alpha | growth (culture turbidity) | pH [2.7] | Brett CL~Rao R, 2011	hap alpha | growth (culture turbidity) | pH [4.0] | Brett CL~Rao R, 2011	hap alpha | growth (culture turbidity) | pH [7.0] | Brett CL~Rao R, 2011	hap alpha | vacuolar pH | pH [2.7] | Brett CL~Rao R, 2011	hap alpha | vacuolar pH | pH [4.0] | Brett CL~Rao R, 2011	hap alpha | vacuolar pH | pH [7.0] | Brett CL~Rao R, 2011
YBR031W	-0.684266933426271	0.05015036647562938	0.10272716986573503	0.028309513810865574	-0.08155059480280046	-0.3377864444559927
YBR032W	0.3123765309677443	-0.2160115938649258	0.3279946776635964	0.03871989105065898	-0.07926654123688874	-0.3197671212998058
YBR033W	0.4649144508703021	-0.968869710256786	0.5272262423491426	-0.0005356255368269686	-0.03345363261219393	-0.4538842988220784
YBR034C	-0.4475056221664716	0.22252192174379998	-0.20744015242880917	-0.13565903213620165	-0.00497806407117432	-0.05239650954750009
YBR035C	-5.272570131476843	-3.40108305260692	-3.17780166228604		0.007516267528210225	-0.536438065598835
YBR036C	-1.1605970023244436	1.0818448222718846	0.5023222967634489	-0.171791645629917	-0.02579001702125283	-0.7175241355269223
YBR037C						
YBR039W	-0.34175847524015873	-0.7179170047928335	-0.9002226387217296		0.07576926906300067	-0.9236819445841716
YBR040W	0.4574279271941041	0.7358342738291587	0.5385462176153669	0.02230019586649501	-0.0825418436998482	-0.8645417451898039
YBR041W	-0.32959287426633566	0.7332993980163918	0.6460859826444968	0.18030321047040176	-0.02583028779728213	-0.7174390923815853
YBR042C	-0.7114055817524929	-0.09053524113294958	0.2849787716519437	-0.05119307378343862	-0.03528250332434368	-0.7274569666124636
YBR043C	0.4153162315154833	0.04001086322456182	0.3359186603499526	0.02575314150699338	-0.042045342998584256	-0.8458204532649555
YBR044C	-0.311812380535362	-0.6431381683162006	-0.04896049870167032	0.02655881686504073	-0.03474990334103539	-0.6259139876088947
YBR045C	-0.24724111382814432	-0.2933253061543256	0.2770547889655875	-0.008648486820088428	-0.034470505653954396	-0.29960628182927745
YBR046C	0.03163189311027585	-0.2185464696776941	0.4660983759115309	0.07131843843761342	-0.07469443872390817	-0.5250628387344403
YBR047W	0.7578246897015956	-0.2096744043330086	0.5634501632010593	0.04784237766841109	-0.023027298526759853	-0.9319524375674232
YBR048W	-0.47651590141174377	-0.17291870504788318	-0.45874360333898573	-0.026059131746533425	-0.022467351419628585	-0.7153731899047273
YBR050C	0.023209553974551312	0.4088352939821885	0.41855447979339006	0.2469707282119989	0.012934286321886247	-0.5214500239185917
YBR051W	0.4059580769202341	0.4557304965183828	0.17177901898970166	0.15040499409548258	-0.026528191149059573	-1.0383498922992924
YBR052C	0.13457159365801483	0.6952762608248843	-0.16329224889053373	-0.034284602072723276	-0.005469297498519189	-0.8582143715932659
YBR053C	0.05689891051744757	0.610357921097181	0.5430742077218563	0.2224102247174168	0.00588019426398134	-0.5863946022402342
YBR054W	0.4780158673036517	0.3353238954119404	-0.1134843577191475	0.012778453658212214	-0.03973968810383464	-1.013392453482331
YBR056W	0.4864382064393743	0.7941364175228041	-0.2866799792923786	0.05141091493283942	0.026474089753746096	-0.9497501080481087
YBR057C	0.22066661593430473	0.11985945132672851	0.394782531734319	0.0818899185590102	-0.04711401253545731	-0.6785992012351115
YBR058C	-0.24817692928766893	-0.44922016863951003	0.30309073207790266	0.11170359674745477	0.03498964824117712	-0.14168606804610434
