ORF	hom | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013
YDR424C	0.193	-0.049	0.232	0.422	NaN	NaN	NaN	NaN
YDR425W	-0.095	-0.220	0.030	-0.286	NaN	NaN	NaN	NaN
YDR426C	0.473	-0.008	0.303	-0.375	NaN	NaN	NaN	NaN
YDR427W	NaN	NaN	NaN	NaN	0.343	0.390	0.908	0.295
YDR428C	0.063	0.097	0.019	-0.267	NaN	NaN	NaN	NaN
YDR429C	NaN	NaN	NaN	NaN	-0.910	-0.740	-0.354	-0.986
YDR430C	-0.013	-0.697	0.040	-0.094	NaN	NaN	NaN	NaN
YDR431W	-0.066	0.334	-0.017	-0.263	NaN	NaN	NaN	NaN
YDR432W	-0.067	0.274	0.130	-0.060	NaN	NaN	NaN	NaN
YDR433W	0.330	0.575	0.685	-0.053	NaN	NaN	NaN	NaN
YDR434W	NaN	NaN	NaN	NaN	-1.692	0.698	-0.641	-0.235
YDR435C	-0.007	-0.355	0.665	0.081	NaN	NaN	NaN	NaN
YDR436W	-0.007	0.372	-0.276	0.315	NaN	NaN	NaN	NaN
YDR437W	NaN	NaN	NaN	NaN	-0.324	-0.319	-0.394	-0.095
YDR438W	0.095	-0.531	0.208	-0.023	NaN	NaN	NaN	NaN
YDR439W	-0.092	-0.426	0.462	0.437	NaN	NaN	NaN	NaN
YDR440W	0.082	0.115	-0.003	-0.153	NaN	NaN	NaN	NaN
YDR441C	0.320	0.234	-0.182	0.224	NaN	NaN	NaN	NaN
YDR442W	-0.007	0.077	0.150	-0.451	NaN	NaN	NaN	NaN
YDR443C	-1.077	0.633	-1.056	-1.147	NaN	NaN	NaN	NaN
YDR444W	-0.207	-0.181	0.208	-0.295	NaN	NaN	NaN	NaN
YDR445C	0.162	0.121	-0.018	-0.195	NaN	NaN	NaN	NaN
YDR446W	0.160	0.149	0.270	0.119	NaN	NaN	NaN	NaN
YDR447C	-0.630	-0.769	-0.180	0.133	NaN	NaN	NaN	NaN
YDR448W	0.209	0.149	0.178	-0.124	NaN	NaN	NaN	NaN
YDR449C	NaN	NaN	NaN	NaN	-1.115	-0.177	-0.188	-0.771
YDR450W	-0.618	0.001	0.008	-0.058	NaN	NaN	NaN	NaN
YDR451C	0.327	0.446	-0.372	-0.328	NaN	NaN	NaN	NaN
YDR452W	0.544	-0.012	0.016	0.180	NaN	NaN	NaN	NaN
YDR453C	-0.336	0.169	-0.325	-0.014	NaN	NaN	NaN	NaN
YDR454C	NaN	NaN	NaN	NaN	-0.630	-2.247	-0.026	-0.152
YDR455C	0.161	0.414	0.408	-0.192	NaN	NaN	NaN	NaN
YDR456W	-0.165	0.012	-0.016	-0.377	NaN	NaN	NaN	NaN
YDR457W	0.179	0.255	0.346	-0.567	NaN	NaN	NaN	NaN
YDR458C	-0.049	0.128	0.221	-0.066	NaN	NaN	NaN	NaN
YDR459C	-0.303	0.142	-0.476	0.074	NaN	NaN	NaN	NaN
YDR460W	NaN	NaN	NaN	NaN	-0.756	-0.444	-0.247	-0.050
YDR461W	0.307	-0.364	-0.374	-0.130	NaN	NaN	NaN	NaN
YDR462W	0.148	0.223	-0.090	0.242	NaN	NaN	NaN	NaN
YDR463W	0.511	-0.086	-0.144	0.131	NaN	NaN	NaN	NaN
YDR464W	NaN	NaN	NaN	NaN	-0.722	-0.372	-0.141	-0.417
YDR465C	0.330	-0.006	0.032	-0.143	NaN	NaN	NaN	NaN
YDR466W	0.070	-0.059	-0.357	0.098	NaN	NaN	NaN	NaN
YDR467C	-0.266	-0.181	-0.516	-0.675	NaN	NaN	NaN	NaN
YDR468C	NaN	NaN	NaN	NaN	0.091	-0.050	0.005	-0.253
YDR469W	0.065	0.069	0.318	0.046	NaN	NaN	NaN	NaN
YDR470C	0.134	0.092	0.323	0.082	NaN	NaN	NaN	NaN
YDR471W	0.118	0.226	0.295	0.159	NaN	NaN	NaN	NaN
YDR472W	NaN	NaN	NaN	NaN	0.066	0.400	-0.074	-0.133
YDR473C	NaN	NaN	NaN	NaN	0.024	0.169	0.673	-0.009
YDR474C	-0.313	0.358	-0.051	-0.545	NaN	NaN	NaN	NaN
YDR475C	-0.149	-0.227	-0.442	-0.026	NaN	NaN	NaN	NaN
YDR476C	-0.508	-0.493	-0.302	-0.940	NaN	NaN	NaN	NaN
YDR477W	-0.243	-0.932	-0.730	-0.520	NaN	NaN	NaN	NaN
YDR478W	NaN	NaN	NaN	NaN	-0.390	0.089	0.074	0.150
YDR479C	-0.060	-0.154	0.282	0.004	NaN	NaN	NaN	NaN
YDR480W	-0.191	-0.046	-0.043	-0.851	NaN	NaN	NaN	NaN
YDR481C	0.240	0.313	0.600	0.269	NaN	NaN	NaN	NaN
YDR482C	-0.366	-0.858	0.121	0.226	NaN	NaN	NaN	NaN
YDR483W	0.034	-0.024	0.053	-0.293	NaN	NaN	NaN	NaN
YDR484W	-0.430	-0.828	-1.155	-0.658	NaN	NaN	NaN	NaN
YDR485C	-0.003	0.166	0.296	0.142	NaN	NaN	NaN	NaN
YDR486C	-0.039	1.279	0.901	0.172	NaN	NaN	NaN	NaN
YDR487C	NaN	NaN	NaN	NaN	0.008	-0.210	0.172	-0.097
YDR488C	-0.589	-0.187	-0.120	0.263	NaN	NaN	NaN	NaN
YDR489W	NaN	NaN	NaN	NaN	0.072	-0.013	-0.291	-0.382
YDR490C	-0.262	0.156	-0.441	-0.721	NaN	NaN	NaN	NaN
YDR491C	0.068	-0.089	-0.524	-0.433	NaN	NaN	NaN	NaN
YDR492W	-0.535	0.415	-0.223	-0.246	NaN	NaN	NaN	NaN
YDR493W	-0.326	-0.710	-0.247	-0.807	NaN	NaN	NaN	NaN
YDR494W	-0.451	-0.364	0.147	0.062	NaN	NaN	NaN	NaN
YDR495C	0.303	1.919	0.455	-0.448	NaN	NaN	NaN	NaN
YDR496C	-0.190	-0.112	0.162	-0.216	NaN	NaN	NaN	NaN
YDR497C	0.199	0.882	-0.190	-0.974	NaN	NaN	NaN	NaN
YDR498C	NaN	NaN	NaN	NaN	-0.304	-0.057	0.071	-0.041
YDR499W	NaN	NaN	NaN	NaN	-0.277	0.027	-0.014	-0.132
YDR500C	0.129	0.677	0.948	0.495	NaN	NaN	NaN	NaN
YDR501W	-0.335	-0.016	-0.248	-0.084	NaN	NaN	NaN	NaN
YDR502C	0.001	0.013	-0.128	-0.388	NaN	NaN	NaN	NaN
YDR503C	0.027	0.263	0.211	-0.551	NaN	NaN	NaN	NaN
YDR504C	-0.208	0.052	-0.012	-0.291	NaN	NaN	NaN	NaN
YDR505C	-0.455	-0.070	-0.461	-0.011	NaN	NaN	NaN	NaN
YDR506C	0.089	0.636	0.700	0.166	NaN	NaN	NaN	NaN
YDR507C	0.454	-0.098	-0.015	-0.211	NaN	NaN	NaN	NaN
YDR508C	-1.183	-0.621	-0.161	0.185	NaN	NaN	NaN	NaN
YDR509W	0.584	-0.355	-0.023	0.124	NaN	NaN	NaN	NaN
YDR510W	NaN	NaN	NaN	NaN	-0.342	-0.113	-0.468	-0.259
YDR511W	0.279	0.575	-0.029	0.108	NaN	NaN	NaN	NaN
YDR512C	0.524	0.590	1.300	0.622	NaN	NaN	NaN	NaN
YDR513W	-0.336	-0.202	-0.003	-0.864	NaN	NaN	NaN	NaN
YDR514C	-0.154	-0.084	-0.748	0.167	NaN	NaN	NaN	NaN
YDR515W	0.032	0.132	-0.111	-0.037	NaN	NaN	NaN	NaN
YDR516C	1.791	-0.534	0.925	2.067	NaN	NaN	NaN	NaN
YDR517W	-0.035	-0.154	0.055	-0.367	NaN	NaN	NaN	NaN
YDR518W	0.276	0.193	0.203	-0.380	NaN	NaN	NaN	NaN
YDR519W	0.272	0.218	-0.246	0.122	NaN	NaN	NaN	NaN
YDR520C	0.445	0.106	0.068	-0.138	NaN	NaN	NaN	NaN
YDR521W	0.244	-0.393	-1.191	-0.027	NaN	NaN	NaN	NaN
YDR522C	-0.160	0.056	0.186	-0.518	NaN	NaN	NaN	NaN
YDR523C	-0.062	-0.523	0.324	0.100	NaN	NaN	NaN	NaN
YDR524C	-0.125	0.114	-0.019	-0.388	NaN	NaN	NaN	NaN
YDR525W	-0.293	0.035	-0.254	0.113	NaN	NaN	NaN	NaN
YDR525W-A	0.095	0.047	-0.208	-0.121	NaN	NaN	NaN	NaN
YDR526C	-0.955	-1.200	-0.584	-0.567	NaN	NaN	NaN	NaN
YDR527W	NaN	NaN	NaN	NaN	-1.174	-0.226	-1.383	0.126
YDR528W	-0.006	0.356	-0.161	-0.196	NaN	NaN	NaN	NaN
YDR529C	0.223	0.292	-0.045	-0.301	NaN	NaN	NaN	NaN
YDR530C	-0.165	0.109	-0.452	0.013	NaN	NaN	NaN	NaN
YDR531W	NaN	NaN	NaN	NaN	0.006	-0.090	0.292	0.103
YDR532C	0.040	0.160	0.039	0.010	NaN	NaN	NaN	NaN
YDR533C	0.169	0.300	-0.235	-0.037	NaN	NaN	NaN	NaN
YDR534C	0.326	0.283	-0.047	0.467	NaN	NaN	NaN	NaN
YDR535C	0.068	0.426	0.169	-0.076	NaN	NaN	NaN	NaN
YDR536W	-0.071	0.104	-0.105	0.308	NaN	NaN	NaN	NaN
YDR537C	-0.527	-0.710	-0.105	-0.500	NaN	NaN	NaN	NaN
YDR538W	-0.090	0.037	-0.688	0.316	NaN	NaN	NaN	NaN
YDR539W	0.095	-0.074	0.299	-0.338	NaN	NaN	NaN	NaN
YDR540C	0.528	-0.118	-0.660	-1.480	NaN	NaN	NaN	NaN
YDR541C	-0.047	-0.450	-0.109	0.712	NaN	NaN	NaN	NaN
YEL001C	0.321	-0.126	-0.291	-0.062	NaN	NaN	NaN	NaN
YEL002C	NaN	NaN	NaN	NaN	0.266	-0.207	0.064	0.305
YEL003W	-1.039	-1.725	-2.021	-1.978	NaN	NaN	NaN	NaN
YEL004W	0.127	0.012	0.249	0.413	NaN	NaN	NaN	NaN
YEL005C	-0.311	0.182	0.009	0.118	NaN	NaN	NaN	NaN
YEL006W	0.152	0.280	-0.088	0.267	NaN	NaN	NaN	NaN
YEL007W	0.016	0.078	0.057	-0.098	NaN	NaN	NaN	NaN
YEL008W	-0.299	0.294	-0.455	0.106	NaN	NaN	NaN	NaN
YEL009C	-0.610	0.332	-0.244	0.184	NaN	NaN	NaN	NaN
YEL010W	-0.161	-0.462	-0.390	-0.198	NaN	NaN	NaN	NaN
YEL011W	-0.017	0.224	-0.020	0.031	NaN	NaN	NaN	NaN
YEL012W	-0.216	-0.080	0.151	-0.610	NaN	NaN	NaN	NaN
YEL013W	0.075	0.053	-0.014	0.209	NaN	NaN	NaN	NaN
YEL014C	0.650	-0.058	-0.041	0.605	NaN	NaN	NaN	NaN
YEL015W	-0.002	0.399	-0.176	-0.121	NaN	NaN	NaN	NaN
YEL016C	0.265	0.004	-0.416	0.318	NaN	NaN	NaN	NaN
YEL017C-A	0.054	0.101	-0.246	0.033	NaN	NaN	NaN	NaN
YEL017W	0.196	0.133	-0.181	0.426	NaN	NaN	NaN	NaN
YEL018W	0.396	0.272	0.481	0.285	NaN	NaN	NaN	NaN
YEL019C	NaN	NaN	NaN	NaN	-0.227	0.043	-0.098	-0.167
YEL020C	-0.026	-0.015	-0.353	0.111	NaN	NaN	NaN	NaN
YEL023C	-0.006	-0.002	0.251	-0.179	NaN	NaN	NaN	NaN
YEL024W	0.167	0.418	0.303	0.218	NaN	NaN	NaN	NaN
YEL025C	-0.171	0.056	-0.426	-0.175	NaN	NaN	NaN	NaN
YEL026W	NaN	NaN	NaN	NaN	0.048	-0.111	-0.046	-0.192
YEL027W	0.278	0.032	0.035	0.071	NaN	NaN	NaN	NaN
YEL028W	0.346	-0.203	0.139	-0.137	NaN	NaN	NaN	NaN
YEL029C	-0.271	0.065	-0.112	-0.292	NaN	NaN	NaN	NaN
YEL030W	0.068	0.606	0.134	-0.008	NaN	NaN	NaN	NaN
YEL031W	-0.195	0.134	0.007	-0.023	NaN	NaN	NaN	NaN
YEL032W	NaN	NaN	NaN	NaN	-0.698	0.089	-1.130	-0.230
YEL033W	-0.333	0.193	0.414	-0.203	NaN	NaN	NaN	NaN
YEL034W	NaN	NaN	NaN	NaN	-0.210	-0.366	0.916	-0.665
YEL035C	NaN	NaN	NaN	NaN	0.179	-0.180	0.081	-0.286
YEL036C	0.185	-0.069	0.030	0.073	NaN	NaN	NaN	NaN
YEL037C	0.552	0.789	-0.024	0.613	NaN	NaN	NaN	NaN
YEL038W	0.218	-0.231	0.126	-0.485	NaN	NaN	NaN	NaN
YEL039C	-0.084	0.043	0.161	-0.256	NaN	NaN	NaN	NaN
YEL040W	0.537	0.299	-0.133	0.312	NaN	NaN	NaN	NaN
YEL041W	-0.074	-0.194	-0.246	0.280	NaN	NaN	NaN	NaN
YEL042W	-0.160	-0.464	-0.272	-1.046	NaN	NaN	NaN	NaN
YEL043W	-0.598	-0.513	-0.722	1.004	NaN	NaN	NaN	NaN
YEL044W	-0.102	0.276	0.067	-0.242	NaN	NaN	NaN	NaN
YEL045C	0.467	0.080	0.114	0.279	NaN	NaN	NaN	NaN
YEL046C	-0.350	0.406	0.479	-0.262	NaN	NaN	NaN	NaN
YEL047C	-0.077	-0.425	-0.746	-0.076	NaN	NaN	NaN	NaN
YEL048C	-0.265	-0.018	-0.227	-1.035	NaN	NaN	NaN	NaN
YEL049W	-0.357	0.107	0.044	0.016	NaN	NaN	NaN	NaN
YEL050C	0.179	0.294	0.052	0.321	NaN	NaN	NaN	NaN
YEL051W	0.367	-0.241	0.217	-0.083	NaN	NaN	NaN	NaN
YEL052W	-0.022	-0.072	-0.239	0.109	NaN	NaN	NaN	NaN
YEL053C	-0.983	0.183	-0.267	-0.593	NaN	NaN	NaN	NaN
YEL054C	-0.448	0.298	0.428	-0.946	NaN	NaN	NaN	NaN
YEL055C	NaN	NaN	NaN	NaN	-0.194	-0.071	-0.278	-0.158
YEL056W	0.236	-0.486	0.072	0.058	NaN	NaN	NaN	NaN
YEL057C	0.138	0.179	-0.079	0.180	NaN	NaN	NaN	NaN
YEL058W	NaN	NaN	NaN	NaN	-0.112	-0.458	0.076	-0.191
YEL059W	-0.061	-0.188	-0.333	-0.325	NaN	NaN	NaN	NaN
YEL060C	0.120	0.211	0.149	0.236	NaN	NaN	NaN	NaN
YEL061C	0.058	-0.125	-0.163	-0.455	NaN	NaN	NaN	NaN
YEL062W	-0.414	0.289	0.345	-0.722	NaN	NaN	NaN	NaN
YEL063C	-0.417	-0.269	0.401	-0.160	NaN	NaN	NaN	NaN
YEL064C	0.356	0.486	0.357	0.115	NaN	NaN	NaN	NaN
YEL065W	0.160	-0.189	-0.291	0.140	NaN	NaN	NaN	NaN
YEL066W	-0.118	-0.552	-0.506	-0.358	NaN	NaN	NaN	NaN
YEL067C	0.184	0.188	-0.181	-0.569	NaN	NaN	NaN	NaN
YEL068C	-0.036	0.076	-0.337	-0.049	NaN	NaN	NaN	NaN
YEL071W	0.128	-0.005	-0.152	0.072	NaN	NaN	NaN	NaN
YEL072W	0.204	-0.234	-0.114	-0.015	NaN	NaN	NaN	NaN
YER001W	-0.450	-0.584	-0.905	-0.948	NaN	NaN	NaN	NaN
YER002W	0.209	0.515	0.623	0.033	NaN	NaN	NaN	NaN
YER003C	NaN	NaN	NaN	NaN	0.249	-0.278	0.498	0.111
YER004W	0.317	0.146	0.176	0.555	NaN	NaN	NaN	NaN
YER005W	0.285	0.317	-0.366	-0.861	NaN	NaN	NaN	NaN
YER006W	NaN	NaN	NaN	NaN	-0.106	0.175	0.036	-0.090
YER007C-A	-0.488	0.199	0.598	-0.540	NaN	NaN	NaN	NaN
YER007W	0.206	-0.009	-0.040	0.233	NaN	NaN	NaN	NaN
YER008C	NaN	NaN	NaN	NaN	-0.315	-0.235	-0.098	-0.721
YER009W	NaN	NaN	NaN	NaN	-0.009	-0.024	0.195	0.346
YER010C	0.075	0.141	0.009	-0.006	NaN	NaN	NaN	NaN
YER011W	0.479	0.246	0.144	0.192	NaN	NaN	NaN	NaN
YER012W	NaN	NaN	NaN	NaN	-0.081	0.050	0.175	-0.142
YER013W	NaN	NaN	NaN	NaN	-0.344	-0.104	0.320	-0.370
YER014C-A	0.305	-0.042	-0.172	-0.095	NaN	NaN	NaN	NaN
YER014W	-0.056	0.075	-0.092	-0.251	NaN	NaN	NaN	NaN
YER016W	0.989	0.220	-0.430	0.586	NaN	NaN	NaN	NaN
YER017C	1.401	0.617	0.990	0.462	NaN	NaN	NaN	NaN
YER018C	NaN	NaN	NaN	NaN	-0.524	0.277	0.213	-0.034
YER019C-A	0.175	-0.106	-0.051	-0.784	NaN	NaN	NaN	NaN
YER019W	-0.260	0.291	-0.210	-0.411	NaN	NaN	NaN	NaN
YER020W	0.821	-0.080	0.005	0.253	NaN	NaN	NaN	NaN
YER021W	NaN	NaN	NaN	NaN	-0.120	-0.286	-0.375	-0.120
YER022W	NaN	NaN	NaN	NaN	-0.783	-1.461	-1.774	1.105
YER023W	NaN	NaN	NaN	NaN	-1.477	-0.413	-1.295	0.014
YER024W	0.112	-0.094	-0.109	-0.132	NaN	NaN	NaN	NaN
YER025W	NaN	NaN	NaN	NaN	0.215	0.338	0.030	0.001
YER027C	0.855	0.641	0.754	0.354	NaN	NaN	NaN	NaN
YER028C	0.044	0.154	0.701	0.082	NaN	NaN	NaN	NaN
YER030W	0.470	0.388	-0.031	0.094	NaN	NaN	NaN	NaN
YER031C	0.102	-0.058	0.161	0.123	NaN	NaN	NaN	NaN
YER032W	-0.073	0.083	-0.176	-0.116	NaN	NaN	NaN	NaN
YER033C	-0.052	0.157	-0.221	-0.203	NaN	NaN	NaN	NaN
YER034W	0.055	0.439	-0.100	0.729	NaN	NaN	NaN	NaN
YER035W	-0.151	0.086	-0.031	-0.042	NaN	NaN	NaN	NaN
YER036C	NaN	NaN	NaN	NaN	-0.334	0.045	-0.539	-0.879
YER037W	0.391	0.543	0.495	0.520	NaN	NaN	NaN	NaN
YER038C	NaN	NaN	NaN	NaN	-0.379	-0.225	-0.658	-0.745
YER038W-A	-0.444	0.214	-1.350	-1.670	NaN	NaN	NaN	NaN
YER039C	-0.142	0.209	-0.211	-0.023	NaN	NaN	NaN	NaN
YER039C-A	0.116	-0.047	-0.156	0.201	NaN	NaN	NaN	NaN
YER040W	-1.181	-0.386	-1.749	-0.559	NaN	NaN	NaN	NaN
YER041W	-0.789	-0.128	-0.392	-1.032	NaN	NaN	NaN	NaN
YER042W	0.199	0.362	-0.153	-0.359	NaN	NaN	NaN	NaN
YER043C	NaN	NaN	NaN	NaN	-0.253	-0.546	-0.035	-0.222
YER044C	0.292	0.233	0.422	-0.052	NaN	NaN	NaN	NaN
YER044C-A	0.194	0.174	-0.239	0.091	NaN	NaN	NaN	NaN
YER045C	-0.204	-0.430	-0.349	-0.203	NaN	NaN	NaN	NaN
YER046W	0.147	-0.535	-0.178	-0.773	NaN	NaN	NaN	NaN
YER047C	0.357	0.077	0.234	-0.095	NaN	NaN	NaN	NaN
YER048C	-0.351	0.069	-0.884	-1.584	NaN	NaN	NaN	NaN
YER048W-A	NaN	NaN	NaN	NaN	-0.468	-0.294	0.217	0.016
YER049W	-0.219	0.251	-0.128	-0.298	NaN	NaN	NaN	NaN
YER050C	0.067	0.292	0.464	-0.114	NaN	NaN	NaN	NaN
YER051W	0.078	0.229	-0.173	-0.405	NaN	NaN	NaN	NaN
YER052C	0.210	0.287	0.187	0.090	NaN	NaN	NaN	NaN
YER053C	0.446	-0.319	-0.079	0.138	NaN	NaN	NaN	NaN
YER054C	0.215	-0.170	0.326	-0.441	NaN	NaN	NaN	NaN
YER055C	0.087	-0.075	-0.173	0.336	NaN	NaN	NaN	NaN
YER056C	0.063	0.250	-0.151	0.301	NaN	NaN	NaN	NaN
YER056C-A	-0.388	-0.766	-0.738	-1.414	NaN	NaN	NaN	NaN
YER057C	0.123	-0.157	0.020	0.140	NaN	NaN	NaN	NaN
YER058W	0.346	0.182	0.315	-0.119	NaN	NaN	NaN	NaN
YER059W	0.137	-0.304	-0.185	-0.042	NaN	NaN	NaN	NaN
YER060W	-0.080	0.192	0.195	-0.170	NaN	NaN	NaN	NaN
YER060W-A	0.036	-0.084	0.374	0.150	NaN	NaN	NaN	NaN
YER061C	0.357	0.090	0.772	-0.406	NaN	NaN	NaN	NaN
YER062C	0.209	-0.174	-0.217	0.220	NaN	NaN	NaN	NaN
YER063W	0.280	0.164	-0.059	0.067	NaN	NaN	NaN	NaN
YER064C	0.139	-0.459	0.190	-0.382	NaN	NaN	NaN	NaN
YER065C	-0.056	-0.179	0.161	-0.124	NaN	NaN	NaN	NaN
YER066C-A	0.170	0.424	0.337	-0.149	NaN	NaN	NaN	NaN
YER066W	0.078	-0.386	0.175	0.022	NaN	NaN	NaN	NaN
YER067W	-0.191	0.138	-0.010	-0.293	NaN	NaN	NaN	NaN
YER068W	0.344	1.007	0.994	-0.034	NaN	NaN	NaN	NaN
YER069W	-0.204	-0.141	-0.236	-0.238	NaN	NaN	NaN	NaN
YER070W	-0.041	0.360	0.002	-0.037	NaN	NaN	NaN	NaN
YER071C	-0.977	-1.080	-1.553	-0.493	NaN	NaN	NaN	NaN
YER072W	0.118	0.104	0.064	0.761	NaN	NaN	NaN	NaN
YER073W	0.148	-0.048	-0.113	0.062	NaN	NaN	NaN	NaN
YER074W	-1.911	-0.943	-0.515	-1.560	NaN	NaN	NaN	NaN
YER075C	-0.262	0.351	-0.271	0.046	NaN	NaN	NaN	NaN
YER077C	0.377	0.492	0.663	0.103	NaN	NaN	NaN	NaN
YER078C	0.109	0.104	0.194	0.071	NaN	NaN	NaN	NaN
YER079W	-0.234	0.083	-0.188	0.041	NaN	NaN	NaN	NaN
YER080W	0.182	0.391	0.116	-0.111	NaN	NaN	NaN	NaN
YER081W	-0.092	0.112	-0.193	-0.047	NaN	NaN	NaN	NaN
YER082C	NaN	NaN	NaN	NaN	0.048	0.160	0.094	0.076
YER083C	-0.042	-0.102	0.312	0.033	NaN	NaN	NaN	NaN
YER084W	-0.000	-0.000	-0.090	-0.520	NaN	NaN	NaN	NaN
YER085C	-0.091	-0.596	0.246	-0.012	NaN	NaN	NaN	NaN
YER086W	-0.497	0.448	-0.004	0.962	NaN	NaN	NaN	NaN
YER087C-A	-0.044	-0.087	-0.513	-0.134	NaN	NaN	NaN	NaN
YER087W	0.170	0.342	0.192	-0.602	NaN	NaN	NaN	NaN
YER088C	-0.490	-1.078	-0.325	-0.271	NaN	NaN	NaN	NaN
YER089C	-0.395	0.248	-0.204	-0.411	NaN	NaN	NaN	NaN
YER090W	0.283	0.128	0.143	0.301	NaN	NaN	NaN	NaN
YER091C	-0.342	-0.006	-0.324	-0.073	NaN	NaN	NaN	NaN
YER091C-A	0.146	0.292	-0.247	0.306	NaN	NaN	NaN	NaN
YER092W	0.173	-0.288	-0.093	0.273	NaN	NaN	NaN	NaN
YER093C	NaN	NaN	NaN	NaN	0.131	0.171	-0.176	-0.116
YER093C-A	0.258	0.377	-0.356	-0.132	NaN	NaN	NaN	NaN
YER094C	NaN	NaN	NaN	NaN	-0.026	-0.288	0.098	0.039
YER095W	-0.074	-0.213	0.318	0.038	NaN	NaN	NaN	NaN
YER096W	-0.243	-0.248	-0.053	-0.595	NaN	NaN	NaN	NaN
YER097W	0.255	-0.048	-0.399	0.127	NaN	NaN	NaN	NaN
YER098W	0.593	-0.129	-0.029	-0.257	NaN	NaN	NaN	NaN
YER101C	0.023	-0.054	-0.038	-0.115	NaN	NaN	NaN	NaN
YER103W	-0.062	0.406	-0.374	-0.155	NaN	NaN	NaN	NaN
YER104W	NaN	NaN	NaN	NaN	-0.160	0.046	-0.095	-0.241
YER106W	0.290	0.037	0.282	0.165	NaN	NaN	NaN	NaN
YER107C	0.227	0.001	0.179	-0.061	NaN	NaN	NaN	NaN
YER108C	-0.150	-0.260	-0.254	-0.282	NaN	NaN	NaN	NaN
YER109C	0.094	0.135	-0.257	0.234	NaN	NaN	NaN	NaN
YER110C	-0.106	0.029	-0.367	-0.467	NaN	NaN	NaN	NaN
YER111C	-1.782	-1.381	-1.568	0.508	NaN	NaN	NaN	NaN
YER112W	NaN	NaN	NaN	NaN	-1.452	-1.946	-0.702	-1.038
YER113C	-0.302	-0.001	-0.006	-0.354	NaN	NaN	NaN	NaN
YER114C	-0.024	-0.255	0.064	0.215	NaN	NaN	NaN	NaN
YER115C	-0.215	-0.363	-0.151	0.066	NaN	NaN	NaN	NaN
YER116C	-0.027	-0.486	-0.358	-0.106	NaN	NaN	NaN	NaN
YER117W	0.545	-0.423	0.122	0.440	NaN	NaN	NaN	NaN
YER118C	-0.111	-0.335	-0.450	-0.270	NaN	NaN	NaN	NaN
YER119C	-0.878	0.311	-0.121	-0.506	NaN	NaN	NaN	NaN
YER119C-A	0.224	0.232	-0.130	-0.158	NaN	NaN	NaN	NaN
YER120W	-0.036	-0.523	-0.363	-0.146	NaN	NaN	NaN	NaN
YER121W	0.021	-0.051	-0.324	0.568	NaN	NaN	NaN	NaN
YER122C	0.626	0.731	0.846	0.080	NaN	NaN	NaN	NaN
YER123W	0.165	0.133	0.401	-0.110	NaN	NaN	NaN	NaN
YER124C	0.004	-0.223	-0.111	-0.126	NaN	NaN	NaN	NaN
YER125W	NaN	NaN	NaN	NaN	-0.114	-0.231	-0.178	2.268
YER126C	NaN	NaN	NaN	NaN	-0.110	0.601	-0.191	-0.085
YER127W	NaN	NaN	NaN	NaN	0.179	-0.211	-0.381	-0.313
YER128W	-0.466	-0.294	-0.868	0.370	NaN	NaN	NaN	NaN
YER129W	0.093	0.233	0.004	0.083	NaN	NaN	NaN	NaN
YER130C	-0.516	-0.067	-0.781	-0.636	NaN	NaN	NaN	NaN
YER131W	-0.306	-0.452	-0.418	-0.493	NaN	NaN	NaN	NaN
YER132C	0.729	0.456	-0.080	0.681	NaN	NaN	NaN	NaN
YER133W	NaN	NaN	NaN	NaN	0.859	-0.082	0.079	1.162
YER134C	-0.146	0.031	0.081	-0.222	NaN	NaN	NaN	NaN
YER135C	0.102	-0.005	0.350	0.041	NaN	NaN	NaN	NaN
YER136W	NaN	NaN	NaN	NaN	-0.279	-0.718	-0.911	0.034
YER137C	-0.077	-0.022	0.192	-0.272	NaN	NaN	NaN	NaN
YER139C	-0.688	-1.246	-0.701	-0.865	NaN	NaN	NaN	NaN
YER140W	0.157	0.008	0.305	-0.346	NaN	NaN	NaN	NaN
YER141W	0.003	-0.155	0.372	0.264	NaN	NaN	NaN	NaN
YER142C	0.435	0.051	0.388	-0.100	NaN	NaN	NaN	NaN
YER143W	0.057	0.422	0.179	-0.096	NaN	NaN	NaN	NaN
YER144C	-0.331	0.104	-0.196	-0.648	NaN	NaN	NaN	NaN
YER145C	-0.455	0.310	0.092	-1.022	NaN	NaN	NaN	NaN
YER146W	NaN	NaN	NaN	NaN	0.656	-0.050	-0.006	-0.299
YER147C	NaN	NaN	NaN	NaN	-0.122	0.026	0.165	-0.324
YER148W	NaN	NaN	NaN	NaN	0.084	-0.391	-0.287	-0.192
