orf	hom | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	hom | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | MUC7 peptide [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | histatin 12-mer [20 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | cathelicidin KR20 [10 uM] | Lis M~Bobek LA, 2013	het | growth (relative abundance in pooled culture) | lactoferricin aa 1-11 [12 uM] | Lis M~Bobek LA, 2013
YAL001C					-0.0745741742358453	0.10523031519091708	0.05438271745322868	-0.15755506018509438
YAL002W	0.5614899925469183	0.7750432615355721	0.612000307471612	0.08968358978712483				
YAL003W					0.3271102234319871	-0.11462472382039685	-0.4919804184520682	0.4375965253070678
YAL004W	0.49546828960371203	0.07651679230651572	-0.2484980912774627	0.41388109835277337				
YAL005C	-0.42125522221263995	-0.44695197271340276	0.28583675016164395	0.13481388492831928				
YAL007C	-0.22210852473055845	-0.20900630183755745	0.08111667645806726	0.08484856982415748				
YAL008W	-0.061368663520624755	-0.29425645687682894	-0.21254545775434106	0.48708265059608846				
YAL009W	0.10246177968924827	-0.051129628712710776	0.18702013156342412	-0.20158399955293885				
YAL010C	0.06020235524637739	0.14058569789339811	0.14792109261888453	0.017264800791362653				
YAL011W	-0.009773965162674966	-0.14414977296700146	0.5393303674795381	0.5968267325699661				
YAL012W	-0.22887640117238267	-0.3901267064247806	-0.10802821890415269	-0.12303586071632042				
YAL013W	-0.08983985773223373	0.7755960850506822	0.05938382418632508	-0.3932107654057314				
YAL014C	0.28294812046680734	0.20774633841310133	0.09175373747528755	0.26570497601868504				
YAL015C	0.48055362706539567	0.4451540582225681	0.2858322310267981	-0.519834419742375				
YAL016W	0.1817152712003669	0.0014597341877236611	0.17267420406879383	0.012620663868888393				
YAL017W	0.32342277080182064	-0.23120697504973095	-0.30570459768678254	-0.1044586865459819				
YAL018C	0.4251464359800921	-0.3100010410954398	0.03125750072208983	0.023915590310732256				
YAL019W	-0.13180384691642058	-0.20651562931048975	-0.20568137065411052	-0.05734927649308882				
YAL020C	-0.34051545878489414	-0.020879300801187457	-0.4352629681737226	0.19645027587849867				
YAL021C	0.030511122365920268	0.10655424218610515	0.2949447677074775	-0.03995276608588889				
YAL022C	0.17787502199979577	0.038544648521059384	0.06864907665648745	0.3887757505657656				
YAL023C	-0.0038899256993429475	0.3336327268864492	0.35363804526312714	0.3058192604202237				
YAL024C	0.08309841068617435	0.15004661548897585	-0.04900240526404284	-0.18432909668877137				
YAL025C					-0.08090662665444598	0.07954009109175988	0.434239780270183	0.3851317865304521
YAL026C	-0.052035961726671145	-0.2812762690848532	-0.49501421317273836	-0.5572689000982582				
YAL027W	0.2639526370159485	0.5502082265247533	-0.12844362569004988	-0.007627011515533076				
YAL028W	0.06149664177529578	-0.11484368815359215	0.17093771133294355	0.473729292993808				
YAL029C	0.11978903816617513	-0.17890644794193444	0.02654312046553514	0.40030609226797287				
YAL030W	-0.015269391978804617	-0.17813794984371797	0.0609494039385105	-0.3346641221924172				
YAL031C	0.2816185913175764	-0.0877354829090628	0.5697844306642018	0.3683686606976884				
YAL032C					-0.0696469257598791	-0.06910491388491917	0.23080529853285353	-0.01904913477599791
YAL033W					0.11229368378587054	0.10829759585233167	0.6407164584473989	0.1942967188500715
YAL034C	-0.11728179765437259	0.14006084785967646	0.2320940953981978	-0.08847523717157947				
YAL034C-B					-0.21261285922532663	-0.12467650850448937	0.19488869227658856	-0.08111802679752866
YAL034W-A					0.1871799806298477	0.2879589183923624	0.29919338807169493	0.773775514430395
YAL035W	-0.03860440585071565	0.2550856714022209	0.39724940641754974	0.06436487015450029				
YAL036C	0.13871483823715636	0.10377083852395304	-0.40874770194065607	0.2449491473721558				
YAL037W	-0.16829882651579803	-0.09923088852873536	0.14894540885961746	-0.3072657681537454				
YAL038W					0.0547642018795536	0.011080554530405663	0.48689399862305577	-0.13163781194186897
YAL039C	0.0817934509878966	0.18195429915187586	0.08887431478721781	-0.3839672753932414				
YAL040C	-0.5059222666318965	-0.4624807063931487	-0.4537009620480033	-0.9522697584477173				
YAL041W					0.028243297491501142	0.4271547849548684	1.149024501594355	0.45104112470508245
YAL042C-A	0.34731798014955223	0.09716597459238213	-0.0589165183593265	0.029890988283444848				
YAL042W	0.06598168710546937	0.062187324026172976	0.19642962045365747	0.1017093042999149				
YAL043C					0.34959953859949333	-0.5572928894691213	-0.023408516294205903	-0.20191450555531115
YAL044C	0.045662601398698224	-0.08720708030677558	0.36713481758922417	0.19895397549564525				
YAL045C	0.14341057692458642	0.060145109082034305	0.004584878424881439	-0.1552852997961794				
YAL046C	0.16941773417620185	-0.009784014321960785	-0.1625705763048847	0.4035331058691678				
YAL047C	0.4516800428694011	0.005271215133686903	0.3149646108592307	-0.18408324739684712				
YAL048C	-0.22191674315909873	-0.011693782555491205	0.3203508524725499	-0.04640146896202323				
YAL049C	0.3144064900927755	0.09568969347589042	-0.1156072941122958	-0.24137572751725964				
YAL051W	0.32174202017442943	-0.6221125732927102	-0.33045395902339963	0.3370435578868992				
YAL053W	-0.000992654415383352	-0.015152769067887121	0.14414022838903315	-0.21195448127176184				
YAL054C	-0.02579337007710765	-0.23689664223093185	-0.24147820665115385	-0.6778109971677162				
YAL055W	0.4537927113851467	-0.0073705918777522824	-0.14443764998907244	-0.1803748083256856				
YAL056C-A	-0.17127069921457813	-0.016050418692605397	-0.404688639114224	-0.5806354171183283				
YAL056W	-0.038861441268378406	-0.26077559272743955	-0.12629542557898743	-0.19842326393686177				
YAL058W	-0.05912990122306094	-0.07581225373132056	-0.19564198467428562	-0.4330262764734876				
YAL059W	0.5361864741223704	-0.5092793824222812	0.5253785379369562	-0.1554955640303069				
YAL060W	0.10990065196082509	-0.06865725620274474	-0.08469251575327413	0.057912514329252346				
YAL061W	0.08914908829443428	0.2395950797170846	0.11806919652523662	0.28848332463951765				
YAL062W	0.4190897648637061	-0.15718819990202007	-0.2326839083045153	-0.014648972255409377				
YAL064C-A	0.18194721872063901	0.13422821636140925	-0.3647500396132407	-0.3546524128875636				
YAL065C	0.2910807591376273	0.026853724102256508	0.4701518835134813	0.5257825079776053				
YAL066W	0.011699073143194716	0.24643158625553502	-0.04481585363942996	0.33630880280490344				
YAL067C	0.37779335897040084	0.25781761140698006	0.25635300725605004	-0.11732692860854645				
YAL068C	-0.34943278842776837	0.12237250077124409	0.10380183703200331	-0.35874809301093075				
YAR002C-A	0.07198761975853842	-0.2182997391547514	-0.18042205335159064	0.4082815551640814				
YAR002W	0.06754075090291019	0.08251057411972822	0.1766336975297394	-0.30724426961019546				
YAR003W	0.13746333473029207	-0.6539945320906405	0.3175716492679373	0.16221235146369392				
YAR007C					-0.12481303470377227	-0.39707618041375925	0.3340389793663554	0.3862519365248507
YAR008W					-0.033596231264102536	-0.17606514618429667	0.0391344541764076	0.17109521278059114
YAR014C	0.4861158136366643	0.2252238118845376	0.019074548613755724	-0.011131075551166388				
YAR015W	0.01278489066002615	0.14960194612512434	-0.014704606694946979	-0.06572022312025079				
YAR018C	0.236064622260744	-0.21405767675849688	-0.27403148300737334	0.014888765726607443				
YAR019C					-0.06105987157965564	-0.3156967367690851	-0.0361956360865394	0.3328305259571035
YAR020C	0.587773882843646	0.01466579839799088	0.18065520707826055	0.16605724227133017				
YAR023C	0.29994730083077936	-0.20472885804980492	0.11718519053964946	-0.017006387055903117				
YAR027W	0.20761606747064895	-0.02039006064754139	-0.04772435534968179	-0.34189559586536244				
YAR028W	0.3304188281160564	0.05105373710870578	0.2699236023287303	-0.4207648073372562				
YAR029W	0.3489642143167255	0.08219276691519224	-0.3173844565924182	0.2797777347386873				
YAR030C	0.1325687558681587	-0.13105728129117808	-0.3326249534033187	0.04878839258366189				
YAR031W	0.11006027686411908	0.38961810249111833	-0.19597706958357305	0.25559635811864856				
YAR035W	0.258689500677108	-0.279879959807925	0.049353746581820006	0.23256902125866777				
YAR042W	0.07062198902274518	-0.5410544124995514	-0.27884206815022505	-0.37304654649549135				
YAR047C	0.6513488039259622	0.2522546444042681	-0.07276511077006415	0.6556922942848096				
YAR050W	0.175146065654715	-0.13402073385035868	0.5184785588872833	0.06525514847750999				
YBL001C	-0.16744258353971084	-0.36021043646021095	-0.09563260296723823	-0.18687923046163693				
YBL002W	-0.02424231137913259	-0.051245473232438325	-0.3912082308028316	0.25103583652706424				
YBL003C	0.013134923873133308	0.4900061836487407	0.13507015406050632	0.06061056858639932				
YBL004W					-0.2872560382182256	-0.060145987686699175	-0.5728129906560505	-0.13530710265308662
YBL005W	0.02689139080543665	-0.19269536218756964	0.15190721639248195	-0.15439283608789411				
YBL006C	0.17584355293210402	0.40725303667140167	0.41873555419779274	-0.19548958927097904				
YBL007C	-0.24453078476183138	0.4752749929843232	0.49012911204390436	-0.5492410059688144				
YBL008W	-0.04916212306686056	-0.068952995955695	0.1426565408863391	-0.02123901674493535				
YBL009W	-0.12987568370541386	-0.12379291742526333	-0.24222557771741077	0.04343160217553366				
YBL010C	-0.3928347785245585	-0.24787837431024123	-0.7712310492543779	-0.5368620618143858				
YBL011W	0.348896694231012	0.40975549744336326	0.1791460764144373	-0.4733581470071627				
YBL012C	-0.06498771708846898	0.127052528321811	0.2944684781802956	-0.436581103888466				
YBL013W	0.3614264291042897	-0.032955854036794116	0.36194743814082475	0.07600595686947291				
YBL014C					-0.17049474876800683	-0.4657427566029722	-0.22083088863938669	-0.33737667428148616
YBL015W	-0.18793712473803714	-0.8001188067774201	-0.0895322685411297	-0.36462703711268424				
YBL016W	-0.4318389076664625	0.3939887776719912	0.20941027453071395	-0.018563984846536728				
YBL017C	0.16680806815052707	0.2393468575410919	0.12465493609798048	-0.26092180553728045				
YBL018C					-0.11992769544317025	0.14159370986140746	-0.5386445668079451	0.0868208114080703
YBL019W	-0.1744678404640214	0.01291570904189987	-0.249335182115339	-0.21184456178598868				
YBL020W					-0.30741618825330125	-0.43648954787733524	-0.9590350356448097	0.43673988004580544
YBL021C	-0.47303643150572633	-0.15320172124749223	-0.09863207512917674	0.5090366268366234				
YBL022C	0.26002240305814384	0.2477830996074528	-0.2184923022345369	-0.27340477909944294				
YBL023C					-0.1401464106888931	-0.3884111489565658	-0.5859248731617777	-0.4615152983899404
YBL024W	0.5211508241563828	-0.9158034063871308	-0.4409743575135805	-0.8668009454783259				
