orf	hom | growth (pooled culture, barseq) | POTASSIUM METABISULFITE [60 mg/L] | SD + His + Leu + Ura | Valero E~Gonzalez R, 2020
YDR401W	-0.651551
YDR402C	-1.8049507
YDR403W	-1.8862112
YDR405W	-2.9190705
YDR406W	-1.815544
YDR408C	-1.2230918
YDR409W	-1.5869863
YDR410C	29.083769
YDR411C	-1.4992421
YDR414C	-2.1463857
YDR415C	-4.027824
YDR417C	-2.5525045
YDR418W	-1.4162736
YDR419W	-1.9636763
YDR420W	-0.8982626
YDR421W	-1.826577
YDR422C	-2.617126
YDR423C	-1.965506
YDR424C	-2.2666073
YDR425W	-3.272989
YDR426C	-4.015934
YDR428C	-1.6938978
YDR430C	-1.8073642
YDR431W	-3.517011
YDR432W	-1.2230945
YDR433W	29.083769
YDR435C	-2.8188567
YDR436W	-1.858207
YDR438W	-2.893796
YDR439W	29.083769
YDR440W	-2.0648358
YDR441C	0.52100277
YDR442W	-0.0006973816
YDR443C	0.39724714
YDR444W	-4.1839266
YDR445C	-1.4100416
YDR446W	0.8187208
YDR447C	-2.5856695
YDR448W	29.083769
YDR450W	-1.7011526
YDR451C	-1.433665
YDR452W	-1.9393167
YDR453C	-1.0006921
YDR455C	-0.41574043
YDR456W	29.083769
YDR457W	-1.2231033
YDR458C	-0.7376753
YDR459C	-2.7507358
YDR461W	-1.691013
YDR462W	-0.96222687
YDR463W	0.15895073
YDR465C	-1.9769932
YDR466W	-3.0513325
YDR467C	-3.3930304
YDR469W	0.5842558
YDR470C	29.083769
YDR471W	-1.322626
YDR475C	14.072233935
YDR476C	-0.939304
YDR477W	29.083769
YDR479C	-1.7461323
YDR480W	-2.2919312
YDR481C	-3.116177
YDR482C	-1.911442
YDR483W	-3.991655
YDR484W	29.083769
YDR485C	-1.8751686
YDR486C	-4.5654907
YDR488C	-1.7376721
YDR490C	-0.38440156
YDR491C	-1.4954733
YDR492W	1.0763808
YDR493W	0.19065848
YDR494W	-0.6481067
YDR495C	29.083769
YDR496C	29.083769
YDR497C	-2.6825113
YDR500C	-1.8071397900000001
YDR501W	-1.9356054
YDR502C	-0.64840025
YDR503C	-2.031718
YDR504C	-1.1309035
YDR505C	1.7406596
YDR506C	-2.08701715
YDR507C	-0.6937542
YDR508C	-0.9343125
YDR509W	1.4255438
YDR511W	-2.7479362
YDR512C	-1.76835615
YDR513W	-2.0624905
YDR514C	-0.8657727
YDR515W	-1.2401508
YDR516C	-0.7751509
YDR517W	-2.2295256
YDR518W	-1.9357812
YDR519W	1.1837243
YDR520C	1.471358
YDR521W	1.9759071
YDR522C	-1.1240798
YDR523C	-2.5005472
YDR524C	-1.7530664
YDR524C-B	-2.3543444
YDR524W-C	-1.701129
YDR525W	-2.1161737
YDR525W-A	-3.24338
YDR528W	-1.7119222
YDR529C	-1.0545696
YDR530C	-0.89050853
YDR532C	29.083769
YDR533C	-3.0635326
YDR534C	-2.2176652
YDR535C	-1.5538963
YDR536W	-2.1311677
YDR537C	-2.0968034
YDR538W	-1.8564194
YDR539W	-1.7916896
YDR540C	-2.31569
YDR541C	-2.0815096
YEL001C	-1.934625
YEL003W	-2.1319356
YEL004W	-1.7309324
YEL005C	-1.8785608
YEL006W	-2.067821
YEL007W	-3.8051057
YEL008W	-8.728632
YEL009C	-2.737661
YEL010W	-2.3989968
YEL011W	-1.6638701
YEL012W	-4.6679835
YEL013W	29.083769
YEL014C	-1.596303
YEL015W	-3.860742
YEL016C	-2.1084483
YEL017C-A	-2.3725586
YEL017W	-2.2181418
YEL018W	-0.8541589
YEL020C	-2.055508
YEL022W	-2.896863
YEL023C	-1.8306609
YEL024W	-3.6362855
YEL025C	-2.0917325
YEL027W	29.083769
YEL028W	-1.9109507
YEL029C	-1.5367632
YEL030W	-1.7988387
YEL031W	29.083769
YEL033W	-2.4336698
YEL036C	29.083769
YEL037C	-2.923153
YEL038W	-1.5131245
YEL039C	-2.428662
YEL040W	29.083769
YEL041W	-0.4157392
YEL042W	-1.3478736
YEL043W	-0.27764332
YEL044W	29.083769
YEL045C	-2.3226326
YEL046C	-1.4157393
YEL047C	-2.2354803
YEL048C	-3.5254648
YEL049W	-1.4715025
YEL050C	-1.6860563
YEL051W	-1.0007
YEL052W	0.25357667
YEL053C	-4.0467157
YEL054C	-1.5933081
YEL056W	-1.563703
YEL057C	-1.5826536
YEL059C-A	-2.132608
YEL059W	-2.8759155
YEL060C	-3.6102414
YEL061C	-2.4906719
YEL062W	-5.328974
YEL063C	-2.158001
YEL064C	-2.6473963
YEL065W	-2.1490092
YEL066W	-1.6593755
YEL067C	-0.44938973
YEL068C	-2.0014706
YEL071W	-1.9868251
YEL072W	-2.174344
YER001W	-1.9050804
YER002W	-1.7678747
YER004W	-2.196247
YER005W	-0.4715378
YER007C-A	-1.5042745
YER007W	-2.4749277
YER010C	-2.183552
YER011W	-0.65710133
YER014C-A	29.083769
YER014W	29.083769
YER015W	-2.2993717
YER016W	-0.7376682
YER017C	2.1299984
YER019C-A	-1.7572068
YER019W	-0.58566415
YER020W	-3.068449
YER024W	-2.0556345
YER026C	29.083769
YER027C	14.25841253
YER028C	-2.4087863
YER030W	-1.2494476
YER031C	-1.836177
YER032W	-2.9035401
YER033C	-2.0216382
YER034W	-1.7897002
YER035W	29.083769
YER037W	13.5189112
YER038W-A	-2.1512873
YER039C	-1.9757637
YER039C-A	-2.0292637
YER040W	-5.365271
YER041W	-2.546433
YER042W	-1.9462122
YER044C	29.083769
YER044C-A	-2.0585017
YER045C	-3.3992615
YER046W	-2.2703102
YER046W-A	-2.6822274
YER047C	0.3703977
YER048C	-3.6170774
YER049W	-2.1859915
YER050C	-2.1949604
YER051W	-2.3911903
YER052C	29.083769
YER053C	-1.6277046
YER053C-A	-2.3302054
YER054C	29.083769
YER055C	-2.374931
YER056C	-0.6948622
YER056C-A	1.4752173
YER057C	-1.972049
YER058W	-1.3023678
YER059W	-3.202341
YER060W	-2.4041533
YER060W-A	-2.1578782
YER061C	-1.5636516
YER062C	-1.4038496
YER063W	-2.0926228
YER064C	-1.7425601
YER065C	-1.5086954
YER066C-A	-2.1145384
YER066W	-2.5776196
YER067C-A	-1.7346475
YER067W	-1.968011
YER068C-A	29.820732
YER068W	29.083769
YER069W	31.498817
YER070W	29.083769
YER071C	-2.2613056
YER072W	-3.065509
YER073W	-1.8901134
YER074W	3.160753
YER075C	-3.2059994
YER076C	-1.4509645
YER077C	-2.5059438
YER078C	-2.3910563
YER079W	-2.484283
YER080W	-2.057227
YER081W	-8.336652
YER083C	29.083769
YER084W	-2.0482879
YER085C	-1.0095813
YER086W	29.083769
YER087C-B	-1.7837596
YER087W	-2.2707865
YER088C	0.22112247
YER089C	-4.369941
YER090W	30.306162
YER091C	29.083769
YER091C-A	29.083769
YER092W	-2.8080711
YER093C-A	-2.377804
YER095W	-1.6173785
YER096W	-1.7972993
YER097W	-3.5056927
YER098W	-3.2049387
YER099C	-2.33461
YER101C	-0.89761245
YER103W	-1.8487061
YER105C	-1.4491621
YER106W	-1.4229279
YER107C	29.083769
YER108C	-3.5670433
YER109C	-1.8751669
YER110C	-1.3148144
YER111C	29.083769
YER113C	-2.62875
YER114C	-3.0304508
YER115C	0.638301
YER116C	29.083769
YER117W	29.083769
YER118C	-1.5291661
YER119C	-2.3226433
YER119C-A	-1.7376778
YER120W	-1.2231039
YER121W	-0.6762477
YER122C	33.171215
YER123W	-1.055143
YER124C	-2.2522302
YER128W	-1.6083946
YER129W	0.73942196
YER130C	-1.299345
YER131W	-0.75968236
YER132C	-4.3930144
YER134C	-2.9615152
YER135C	-1.8751612
YER137C	-2.8882346
YER139C	-4.369933
YER140W	-1.4905082
YER141W	1.1879627
YER142C	-1.3226341
YER143W	-2.968522
YER144C	-2.5375657
YER145C	-4.5005517
YER149C	-2.6527796
YER150W	-2.3566756
YER151C	-2.322628
YER152C	-1.4688427
YER153C	29.083769
YER154W	-2.273202
YER155C	29.083769
YER156C	29.083769
YER158C	-2.1420572
YER161C	-0.42391652
YER162C	-2.9455583
YER163C	-1.9348217
YER164W	1.7984519
YER166W	-1.7662363
YER167W	-0.5242441
YER169W	-2.9393127
YER170W	-3.4507368
YER173W	-1.4157397
YER174C	-0.6636718
YER175C	-1.9497241
YER175W-A	-2.7896187
YER176W	-1.6091195
YER177W	29.083769
YER178W	29.083769
YER179W	-1.2369236
YER180C	-1.2136984
YER180C-A	-1.7662333
YER181C	1.0323498
YER182W	-0.93357205
YER183C	-1.792115
YER184C	-1.5481887
YER185W	-1.7971731
YER186C	-3.2983818
YER186W-A	-2.3163922
YER187W	-3.7555923
YER188W	-2.1471767
YFL001W	29.083769
YFL003C	-2.872554
YFL004W	-1.3802899
YFL007W	-2.2446405
YFL010C	-3.1002386
YFL010W-A	0.02275054
YFL011W	-1.6370385
YFL012W	-2.5367622
YFL013C	-2.3226442
YFL013W-A	-2.7783108
YFL014W	-2.8238313
YFL015C	-1.2700388
YFL016C	0.5842596
YFL018C	-2.1193278
YFL019C	-2.1706092
YFL020C	-2.4048123
YFL021W	-4.494452
YFL023W	-2.6984346
YFL025C	-5.7286315
YFL026W	29.083769
YFL027C	-2.4344776
YFL028C	-1.2385038
YFL030W	-2.1217492
YFL031W	-2.3036988
YFL032W	-2.641636
YFL033C	-2.9831378
YFL034C-A	-2.1408603
YFL034W	-1.62617
YFL036W	29.083769
YFL040W	-2.185728
YFL041W	-2.324856
YFL041W-A	-2.3942573
YFL042C	-2.25414035
YFL044C	-2.4379134
YFL046W	-1.8091794
YFL047W	-2.037614
YFL048C	-1.764769
YFL049W	-4.662213
YFL050C	-1.3103472
YFL051C	-2.3783739
YFL052W	-1.8138615
YFL053W	-2.0708368
YFL054C	-1.950155
YFL055W	-2.2340596
YFL056C	-0.90801185
YFL060C	29.083769
YFL063W	-2.0006998
YFR001W	1.0468708
YFR006W	-1.7013224
YFR007W	-2.0497346
YFR008W	-1.4074012
YFR009W	-7.3930235
YFR010W	-5.3815336
YFR011C	13.55088695
YFR012W	-2.186408
YFR012W-A	-2.4663742
YFR013W	13.93714435
YFR014C	-2.0096593
YFR015C	-2.5016124
YFR016C	-2.4897866
YFR017C	-2.2057238
YFR018C	-1.9882398
YFR019W	-1.7376635
YFR020W	-2.319673
YFR021W	-2.3809497
YFR022W	-2.038919
YFR023W	-1.9442482
YFR024C-A	-1.6622721
YFR025C	-2.5478878
YFR026C	-2.183964
YFR030W	-0.00069193536
YFR031C-A	-1.2583969
YFR032C	-1.8280473
YFR032C-A	-2.243809
YFR032C-B	-2.875172
YFR033C	-1.9488285
YFR034C	-2.3247895
YFR035C	-2.2987993
YFR036W	-2.2353175
YFR038W	0.41433206
YFR039C	-2.5412745
YFR040W	-2.5798829
YFR041C	-2.0278788
YFR043C	-2.207225
YFR044C	1.6851411
YFR045W	-1.5922267
YFR046C	-1.8080465
YFR047C	-2.1605392
YFR048W	-4.0966234
YFR049W	-4.2182975
YFR053C	-1.7888529
YFR054C	-1.8262962
YFR055W	-2.0457926
YFR056C	-1.6815546
YFR057W	-1.7864494
YGL002W	-2.764779
YGL003C	1.0674659
YGL004C	-1.5412803
YGL005C	-1.7185647
YGL006W	-1.233035
YGL006W-A	-1.9815934
YGL007C-A	29.083769
YGL007W	-0.00070529483
YGL009C	-0.9362197
YGL010W	-3.3616896
YGL012W	-0.41573882
YGL013C	-1.2637422
YGL014W	-3.1566205
YGL015C	-1.5283654
YGL016W	-0.6317422
YGL017W	-1.6527828
YGL019W	-0.8577722
YGL020C	29.083769
YGL021W	-1.3377748
YGL023C	29.083769
YGL024W	29.083769
YGL025C	29.083769
YGL026C	-1.0181952
YGL027C	-3.1624563
YGL028C	0.60277104
YGL029W	29.083769
YGL031C	-1.06483
YGL032C	-1.7412261
YGL033W	-4.1706347
YGL034C	-1.0409044
YGL035C	-0.24310319
YGL036W	29.083769
YGL037C	-1.6596587
YGL038C	29.083769
YGL039W	-1.7474921
YGL041C	-1.3719773
YGL041C-B	-2.211594
YGL042C	-4.051327
YGL043W	-6.3181114
YGL045W	1.2490006
YGL049C	-3.0656621
YGL050W	-1.5899669
YGL051W	-1.8548478
YGL053W	-2.6917257
YGL054C	-4.1240873
YGL056C	-2.7877462
YGL057C	-4.369933
YGL058W	29.083769
YGL059W	-1.2272038
YGL060W	-2.3032687
YGL062W	-0.5181245
YGL063W	-1.5856619
YGL064C	-0.09381695
YGL066W	-2.000706
YGL067W	-2.017686
YGL070C	29.083769
YGL071W	1.2458738
YGL072C	-1.7910709
YGL076C	29.083769
YGL077C	-1.6266079
YGL078C	-2.1599014
YGL079W	-1.6975793
YGL080W	-0.4918691
YGL081W	-1.9011492
YGL082W	-1.7662278
YGL083W	-2.861317
YGL084C	29.083769
YGL085W	-1.7437598
YGL086W	-1.0622187
YGL087C	0.088726476
YGL088W	-2.000709
YGL089C	-1.8885969
YGL090W	-1.4965088
YGL094C	-2.7500556
YGL095C	29.083769
YGL096W	-1.000698
YGL100W	29.083769
YGL101W	-0.00070433784
YGL104C	29.083769
YGL105W	-0.00070325495
YGL107C	-2.3226304
YGL108C	-1.6287222
YGL109W	-0.17064586
YGL110C	-2.675303
YGL114W	1.1896216
YGL115W	29.083769
YGL117W	-1.0485309
YGL118C	-2.3543403
YGL119W	-4.7195234
YGL121C	-3.3606026
YGL124C	29.083769
YGL125W	29.083769
YGL126W	1.0951041
YGL127C	29.083769
YGL129C	-1.9182256
YGL131C	-2.3044872
YGL132W	-0.7265131
YGL133W	1.0367755
YGL134W	-1.9392947
YGL135W	0.4143285
YGL136C	-1.1667229
YGL138C	-1.3647524
YGL139W	0.17438734
YGL140C	-0.48612905
YGL141W	-3.5856683
YGL143C	-5.301881
YGL144C	-2.6835127
YGL146C	-1.5856575
YGL147C	-0.85870224
YGL148W	29.083769
YGL149W	-2.000707
YGL151W	-1.3332908
YGL152C	-2.422156
YGL153W	-2.1646793
YGL154C	29.083769
YGL156W	-2.511654
YGL157W	-2.1233153
YGL158W	0.17989369
YGL159W	-1.6173881
YGL160W	-3.6839647
YGL161C	-3.0551515
YGL162W	-2.000707
YGL163C	-1.585664
YGL164C	-1.5948873
YGL165C	32.586273
YGL166W	30.306162
YGL167C	29.083769
YGL168W	29.083769
YGL170C	-2.6636732
YGL173C	29.083769
YGL174W	29.083769
YGL175C	-1.778321
YGL176C	-3.23775
YGL177W	-0.4510942
YGL178W	0.13878694
YGL179C	-1.9726903
YGL180W	-4.970327
YGL181W	-2.1841462
YGL184C	-1.6081114
YGL185C	-1.7376714
YGL186C	-4.4157434
YGL188C-A	29.083769
YGL190C	29.083769
YGL191W	-2.0200236
YGL192W	-0.4873734
YGL194C	-2.0279818
YGL195W	-5.346487
YGL196W	-1.5407915
YGL197W	29.083769
YGL198W	-2.4238985
YGL199C	-2.078077
YGL200C	-1.429541
YGL202W	-1.7496363
YGL203C	-3.1991193
YGL205W	-2.8201451
YGL206C	29.083769
YGL208W	-2.3650281
YGL209W	-3.1728637
YGL210W	-5.4436574
YGL211W	-0.44284758
YGL212W	-4.0007086
YGL213C	-4.5110035
YGL214W	-6.178628
YGL215W	-2.3930147
YGL216W	-1.921659
YGL217C	-2.221114
YGL218W	2.665567
YGL219C	-2.2637465
YGL220W	-2.7391264
YGL221C	-2.4162488
YGL222C	-2.2097852
YGL223C	0.48472664
YGL224C	-0.16033666
YGL226C-A	-1.938083
YGL226W	-2.1627967
YGL227W	-3.8937871
YGL228W	-3.0216224
YGL229C	-2.3911166
YGL230C	-2.0692694
YGL231C	-4.649364
YGL232W	-4.6805496
YGL234W	29.820732
YGL235W	-2.7819958
YGL236C	-1.3774205
YGL237C	-1.5370481
YGL240W	29.083769
YGL241W	-2.6547062
YGL242C	-0.9626476
YGL243W	-1.7979093
YGL244W	0.5842589
YGL246C	29.083769
YGL248W	-2.089069
YGL249W	-1.6487633
YGL250W	-1.3018862
YGL251C	-1.8238328
YGL252C	-1.8751775
YGL253W	-3.3732407
YGL254W	-5.164256
YGL255W	-2.8278658
YGL256W	-1.6861645
YGL257C	-1.9185034
YGL258W	-1.8771323
YGL259W	-2.0588224
YGL260W	-0.7819827
YGL261C	-2.938038
YGL262W	-2.2675486
YGL263W	-1.5973046
YGR001C	-0.9282909
YGR003W	-1.6949058
YGR004W	-2.2225356
YGR006W	29.083769
YGR007W	-2.3615088
YGR008C	-1.6348647
YGR010W	-1.5155295
YGR011W	-1.0071564
YGR012W	-1.5486403
YGR014W	-1.4880147
YGR015C	-1.7319435
YGR016W	29.083769
YGR017W	0.60499364
YGR018C	0.52837616
YGR019W	-2.1241212
YGR020C	-0.00070200546
YGR021W	-1.5277915
YGR022C	-2.080507
YGR023W	-1.8661563
YGR025W	-1.6686274
YGR026W	-1.8749175
YGR027C	-1.6268934
YGR028W	-1.7231705
YGR031W	-0.24844152
YGR032W	-1.7549329
YGR033C	-1.7011404
YGR034W	-0.2567188
YGR035C	-1.825916
YGR035W-A	-1.4737704
YGR036C	29.083769
YGR037C	-1.9610913
YGR038W	-1.3491652
YGR039W	-1.6247472
YGR040W	-1.7296226
YGR041W	-1.971565
YGR042W	-1.7968986
YGR043C	-1.7683381
YGR044C	-1.1661625
YGR045C	-1.650424
YGR049W	-1.759764
YGR050C	-1.4967452
YGR051C	-0.95298856
YGR052W	-0.74384344
YGR053C	-1.656043
YGR054W	1.2410933
YGR055W	-1.575672
YGR056W	29.083769
YGR057C	-1.6344209
YGR058W	-1.0006998
YGR059W	-1.7654938
YGR061C	29.083769
YGR062C	-3.159128
YGR063C	-2.7376742
YGR064W	-3.7376742
YGR066C	-2.0205965
YGR067C	-2.123929
YGR068C	-2.1311073
YGR069W	-2.092745
YGR070W	-1.4336721
YGR071C	-0.4955576
YGR072W	-1.3511064
YGR076C	-2.6123738
YGR077C	-1.2385274
YGR078C	-2.1161737
YGR079W	-1.5838097
YGR080W	-1.8800205
YGR081C	-1.3032671
YGR084C	-1.3241858
YGR085C	-3.4006307
YGR086C	-1.7900082
YGR087C	-1.1613572
YGR088W	-1.9495145
YGR089W	-0.16700052
YGR092W	29.083769
YGR093W	-0.9947334
YGR096W	-2.0349507
YGR097W	-2.6918716
YGR100W	-1.8131046
YGR101W	29.083769
YGR102C	-2.8882341
YGR104C	29.083769
YGR105W	29.083769
YGR106C	-4.8751817
YGR107W	-1.4239451
YGR108W	-1.0720136
YGR109C	-1.8369032
YGR110W	0.12087591
YGR111W	-2.1433022
YGR112W	-2.6945193
YGR117C	-0.8385419
YGR118W	-1.75073
YGR121C	-0.0419431
YGR121W-A	-1.5017596
YGR122C-A	-1.5032015
YGR122W	0.9384205
YGR123C	-1.7958843
YGR124W	-1.930073
YGR125W	-2.628733
YGR126W	-1.4539299
YGR127W	-1.5430156
YGR129W	-0.16933878
YGR130C	-2.3628018
YGR131W	-1.5106404
YGR132C	-3.0402298
YGR133W	-2.7011397
YGR134W	-2.0967546
YGR135W	-3.2231042
YGR136W	-2.0377917
YGR137W	-1.682617
YGR138C	-1.6971356
YGR139W	-1.9657733
YGR141W	-2.3888602
YGR142W	-1.720791
YGR143W	-1.149275
YGR144W	0.22996841
YGR146C	-2.1562083
YGR146C-A	-2.1319432
YGR148C	-1.6701735
YGR149W	-1.6821977
YGR150C	-1.1457533
YGR151C	-2.1844375
YGR152C	-2.173692
YGR153W	-1.5001757
YGR154C	-2.1445117
YGR155W	13.74904835
YGR157W	0.5611944
YGR159C	-0.41574043
YGR160W	29.083769
YGR161C	-2.3966208
YGR161W-C	-2.3128183
YGR162W	29.083769
YGR163W	-0.21221401
YGR164W	-1.6140445
YGR165W	-3.57359
YGR166W	-9.705761
YGR167W	29.083769
YGR168C	1.4318258
YGR169C	-2.1881187
YGR169C-A	29.083769
YGR170W	-3.3348706
YGR171C	-3.229527
YGR173W	-1.7237967
YGR174C	-1.0214438
YGR174W-A	-1.9855837
YGR176W	-1.4034002
YGR177C	-1.9530613
YGR178C	0.36402243
YGR180C	29.083769
YGR181W	-1.7692506
YGR182C	-1.6457049
YGR183C	29.083769
YGR184C	-4.3464804
YGR187C	-1.7291982
YGR188C	29.083769
YGR189C	-2.6680179
YGR192C	-0.7069793
YGR193C	-2.5664053
YGR194C	-1.6113223
YGR196C	1.9534829
YGR197C	-2.0881753
YGR199W	-1.6114359
YGR200C	-0.21730459
YGR201C	-1.8725488
YGR202C	-1.4708636
YGR203W	-1.2928977
YGR204C-A	-1.611775
YGR204W	0.22168778
YGR205W	-1.681289
YGR206W	-1.725788
YGR207C	-1.7655501
YGR208W	29.083769
YGR209C	-0.8370782
YGR210C	-1.6392097
YGR212W	-2.1854844
YGR213C	-2.1805785
YGR214W	-3.0007
YGR215W	-3.369944
YGR217W	-1.9182342
YGR219W	0.6963572
YGR220C	-0.37721094
YGR221C	-0.9282063
YGR222W	-3.654698
YGR223C	-0.92408913
YGR224W	-2.2077289
YGR225W	-1.1474036
YGR226C	-2.44298
YGR227W	-3.3888283
YGR228W	-2.6326199
YGR229C	-2.572336
YGR230W	-2.4115288
YGR231C	0.4693676
YGR232W	-0.09321662
YGR233C	-1.1823807
YGR234W	-1.8168533
YGR235C	-1.5749565
YGR236C	-0.27392486
YGR237C	2.1901438
YGR238C	-1.5065063
YGR239C	-1.4296888
YGR240C	29.083769
YGR241C	-1.2392586
YGR242W	-1.5119282
YGR243W	-1.7288543
YGR244C	-2.6790566
YGR247W	-1.8987722
YGR248W	-2.3110487
YGR249W	-0.62798446
YGR250C	-4.1811953
YGR252W	29.083769
YGR254W	-0.59987813
YGR255C	-2.5116675
YGR256W	-1.9639398
YGR257C	29.083769
YGR258C	-0.731516
YGR259C	-2.1449437
YGR260W	-1.7254566
YGR261C	-4.991654
YGR262C	29.083769
YGR263C	-2.0107067
YGR266W	29.083769
YGR268C	-2.5649307
YGR269W	-2.4910262
YGR270W	-2.1517828
YGR271C-A	14.334014285
YGR271W	-4.3494196
YGR273C	-1.9740716
YGR275W	-1.6157364
YGR276C	-3.0527842
YGR279C	-1.7503654
YGR281W	-2.4185553
YGR282C	-2.5332959
YGR283C	-1.7201492
YGR284C	-2.847956
YGR285C	29.083769
YGR286C	-1.749282
YGR287C	-1.6910114
YGR288W	-2.0113075
YGR289C	-3.2861152
YGR290W	-2.0201302
YGR291C	-2.501774
YGR292W	0.00512926
YGR295C	-2.071541
YHL001W	0.038290683
YHL002W	-2.7532194
YHL003C	-1.0777763
YHL004W	-3.0667975
YHL005C	-2.7317073
YHL006C	-2.1472175
YHL007C	0.4417701
YHL008C	-1.2588875
YHL009C	-4.701131
YHL010C	-1.6799446
YHL011C	-3.8080735
YHL012W	-1.8115615
YHL013C	-0.7241102
YHL014C	-2.2148566
YHL015W-A	-1.7011403
YHL016C	29.083769
YHL017W	-1.9802052
YHL019C	-1.8569702
YHL020C	-1.8454331
YHL021C	-2.4434035
YHL022C	-0.3384829
YHL023C	-4.0450954
YHL024W	-1.2379732
YHL025W	29.083769
YHL026C	-2.0021923
YHL027W	1.1117496
YHL028W	-2.170628
YHL029C	0.58410907
YHL030W	-1.5290473
YHL031C	29.083769
YHL032C	-2.119147
YHL033C	-1.762323
YHL034C	-3.0810766
YHL035C	-1.896936
YHL036W	-2.2274506
YHL037C	-2.2125237
YHL038C	-3.9075787
YHL039W	-1.3324554
YHL040C	-1.6698518
YHL041W	-1.8254623
YHL042W	-1.466966
YHL043W	-1.8990008
YHL044W	-3.499412
YHL045W	-1.7249507
YHL046C	-1.7284884
YHL047C	-2.4659553
YHR001W	-0.724644
YHR001W-A	1.0435313
YHR003C	-2.213533
YHR004C	-0.13820076
YHR005C	-0.2637317
YHR006W	-3.8500998
YHR007C-A	-1.9768609
YHR008C	2.3970542
YHR009C	-0.35934833
YHR010W	0.84728974
YHR011W	4.2808657
YHR012W	-3.4157507
YHR013C	-3.3226287
YHR014W	-2.2219615
YHR015W	-2.536753
YHR016C	-1.8542914
YHR017W	-2.079324
YHR018C	-0.7376681
YHR021C	-3.7732973
YHR021W-A	-2.0041025
YHR022C	-2.3693404
YHR022C-A	-1.5350376
YHR025W	29.083769
YHR026W	29.083769
YHR028C	-2.072948
YHR029C	0.66099125
YHR030C	29.083769
YHR031C	-2.0007067
YHR032W	-2.029012
YHR033W	-1.5914253
YHR034C	-0.9766202
YHR035W	-1.704315
YHR037W	-1.9733739
YHR038W	2.4773884
YHR039C	-2.1439388
YHR039C-A	29.083769
YHR041C	-3.0007079
YHR043C	-1.9928769
YHR044C	-1.6482707
YHR045W	-1.6880623
YHR046C	-1.3393614
YHR047C	0.34840614
YHR048W	-2.1518917
YHR049C-A	-1.5846714
YHR049W	-1.9014635
YHR050W	0.17723891
YHR050W-A	-1.8575913
YHR051W	0.10200679
YHR057C	-2.1825778
YHR059W	29.083769
YHR060W	29.083769
YHR061C	-1.5925602
YHR063C	-1.8419968
YHR064C	-0.41573882
YHR066W	-4.5242624
YHR067W	-1.9344742
YHR071W	-1.0240376
YHR073W	-3.1360948
YHR075C	-0.66366255
YHR076W	-2.1190708
YHR077C	-1.3788334
YHR078W	-1.2736008
YHR079C	-2.531214
YHR079C-A	-2.0422723
YHR080C	-1.4149389
YHR081W	29.820732
YHR082C	-0.064203545
YHR084W	29.083769
YHR086W	-0.75816953
YHR086W-A	-1.8740855
YHR087W	1.165092
YHR090C	29.083769
YHR091C	0.41594544
YHR092C	1.0957217
YHR093W	-2.3987029
YHR094C	-1.5678073
YHR095W	-1.6884235
YHR096C	-1.9361163
YHR097C	-1.7523544
YHR098C	0.26233327
YHR100C	-1.7797633
YHR103W	-3.5514696
YHR104W	-3.651374
YHR105W	-1.4571129
YHR106W	-1.9673363
YHR108W	-1.9300311
YHR109W	-1.9027531
YHR110W	-1.937236
YHR111W	-0.5551754
YHR112C	-1.3140625
YHR113W	-2.1908092
YHR114W	-2.362768
YHR115C	-2.463247
YHR116W	-4.6801553
YHR117W	-2.2506757
YHR119W	29.083769
YHR120W	-1.5375578
YHR121W	-0.9522507
YHR123W	-2.876477
YHR124W	-1.9088508
YHR125W	-2.442962
YHR126C	-1.6541843
YHR127W	-1.6271317
YHR129C	-2.0881686
YHR130C	-2.388213
YHR131C	-2.1774876
YHR132C	-2.9259393
YHR132W-A	-0.9271555
YHR133C	-1.6298062
YHR134W	-3.0007079
YHR135C	-3.0033092
YHR136C	-1.7917144
YHR137W	-1.993496
YHR138C	-2.328406
YHR139C	-1.9921381
YHR139C-A	-1.9466594
YHR140W	-1.4971197
YHR141C	29.083769
YHR142W	-3.7430313
YHR143W	-1.4261671
YHR146W	-3.298373
YHR147C	-2.6251802
YHR149C	-3.3512044
YHR150W	-1.9326322
YHR151C	-4.64456
YHR152W	-2.3812315
YHR153C	-1.7964246
YHR154W	-0.88576806
YHR155W	-4.003993
YHR156C	-1.3962561
YHR157W	-2.097502
YHR158C	-2.2226508
YHR159W	-1.689955
YHR160C	-1.9245201
YHR161C	-2.8906202
YHR162W	-1.0960776
YHR163W	-2.2483256
YHR167W	-2.2197917
YHR168W	-2.7967784
YHR171W	-5.7555857
YHR175W-A	-2.4373443
YHR176W	-2.0775614
YHR177W	-1.9410803
YHR178W	29.083769
YHR179W	-1.3671046
YHR180W	-1.4384853
YHR181W	29.083769
YHR182W	-0.37267026
YHR183W	-2.360624
YHR184W	-2.4446585
YHR185C	-1.7007266
YHR187W	1.2547905
YHR189W	-1.9576122
YHR191C	29.083769
YHR192W	-1.3553605
YHR193C	-3.5821455
YHR194W	-0.41117918
YHR195W	-2.2497432
YHR198C	-1.7998831
YHR199C	-2.1069689
YHR200W	-3.625183
YHR202W	-2.2349353
YHR203C	-0.8165512
YHR204W	-1.4535823
YHR205W	3.5089872
YHR206W	-3.7932384
YHR207C	-0.40417108
YHR209W	-1.8927743
YHR210C	-2.0913544
YIL001W	2.1815634
YIL002C	-2.703671
YIL002W-A	0.7778839
