orf	hap a | growth (colony size) | N-Butyl-N′-decylguanidinium chloride [30 uM] | YPD + MeOH [1%] | Bowie D~Fyles TM, 2013	hap a | growth (colony size) | N-hexyl-N′-(3-hydroxypropyl)-N′′-octylguanidinium chloride [100 uM] | YPD + MeOH [1%] | Bowie D~Fyles TM, 2013
YAL002W	1.1136136482917705	1.0397786303218652
YAL004W	0.9674096030819479	0.949483624620071
YAL005C	1.0758619411378663	0.9408791478912217
YAL007C	1.0698963123157392	1.0328656828582103
YAL008W	0.9995909767946799	1.0033531419805584
YAL009W	0.9760520892950675	1.0478090655391608
YAL010C	1.170806214431879	1.0132840381020018
YAL011W	1.0842822377189336	1.0084912584767798
YAL012W	0.8017996280322569	0.9856244013878489
YAL013W	1.211931233347742	1.0324423022717346
YAL014C	0.9456192459116588	0.9352425701823112
YAL015C	0.9657080185522006	1.0402415893033663
YAL016W	1.3419129084136003	
YAL017W	0.9306525429775131	
YAL018C	0.9577012053821844	
YAL019W	1.0670342218891127	
YAL020C	1.032967133527271	
YAL021C	0.535188950617222	
YAL022C	0.8298815346327362	
YAL023C	1.0336870927125374	
YAL024C	1.146622436095604	
YAL026C	0.0967913768600161	
YAL027W	0.9815792174929512	
YAL028W	1.0003542950334687	
YAL029C	1.0013935683538104	
YAL030W	0.9553650396255988	
YAL031C	1.1107580466376625	
YAL034C	1.0559765128794816	
YAL035W		
YAL036C	0.9339945017964463	
YAL037W	0.953273965941924	
YAL039C		
YAL040C	0.9075193842229338	
YAL042C-A	0.9426250258159096	
YAL042W	1.0701777792473754	
YAL044C	1.215351532952386	
YAL045C	1.082767246726312	
YAL046C	1.0460050757525499	
YAL047C	1.146698140915002	
YAL048C		
YAL049C	1.0864764843281547	
YAL051W	1.009825407542038	
YAL053W	0.954964408253689	
YAL054C	0.9833352568900953	
YAL055W	0.9659539885619557	
YAL056C-A	0.9822822556375418	
YAL056W	0.9217349262806002	
YAL058W	1.0250518220769689	
YAL059W	1.184353348522566	
YAL060W	1.0987428030127295	
YAL061W	0.8545265421515332	
YAL062W	1.0286853987590305	
YAL064C-A		
YAL065C	1.1118527985880216	
YAL066W	1.0574246109541763	
YAL067C	0.9781424993988322	
YAL068C	1.4020879479013129	
YAR002C-A	1.0945318363003316	0.9642804179338801
YAR002W	1.2033032049539436	1.069176411323275
YAR003W	1.0572142063980732	0.999504085111139
YAR014C	1.1063582687307274	0.9578222577033609
YAR015W	1.0213033484087892	1.06576043160797
YAR018C	1.2826140919887197	1.0402681160456932
YAR020C	1.0738672682167314	0.9512354683710201
YAR023C	0.9841774912083697	1.1097072662976155
YAR027W	0.9033858489090411	1.0305313897314363
YAR028W	1.021816260159892	1.0746674265539473
YAR029W	0.9142280993083155	0.9257081762056881
YAR030C	0.9196092092175062	1.0232586243885926
YAR031W	1.0618543320773484	0.9806630586944198
YAR035W	0.9970198404048038	0.9445474892813753
YAR042W	0.9356760715156371	1.0144225465633183
YAR047C	0.9680669717188137	0.9599599144100903
YAR050W	1.108674653735924	1.0048261756200303
YBL001C	1.0842025088151634	1.010262224376796
YBL002W	1.132213110485589	0.9935979242837192
YBL003C	1.029569621889032	1.032930098770832
YBL005W	1.057493630422833	1.085656368231947
YBL006C	0.993991667488305	0.9802901936999381
YBL007C	1.0470557275913899	0.8279391567364264
YBL008W	0.9613776121152604	0.9806875427010736
YBL009W	1.12222481543166	0.985136572846698
YBL010C	0.970539256737024	0.9499945950472242
YBL011W	1.0495682611754324	0.949488001836051
YBL012C		0.9101057919373906
YBL013W	0.998507474887076	0.982224659601597
YBL015W	0.55547324049106	1.0497598683667335
YBL016W	0.8527691884999872	0.9327408289822993
YBL017C	0.9087923337842346	1.0243049288604495
YBL019W	0.8305074633408317	1.0065602514796186
YBL021C	1.1355494175300571	1.0097272768969383
YBL022C		0.9251191732936767
YBL024W	1.1260783907441099	0.9999163367994557
YBL025W		0.9279444035392652
YBL027W	0.8403993898690905	0.9988894246617765
YBL028C	1.030804019745207	0.9930365235123378
YBL029W	0.8323304882850479	1.005088357170085
YBL031W	1.0624852402523914	1.0252410293493501
YBL032W	0.8473669073679218	0.9994047826433544
YBL033C	1.0403289317010436	1.0937722645428163
YBL036C	0.7555092608686121	1.00312614191998
YBL037W	1.0160197008277296	0.9850805999267734
YBL038W	1.402442593625665	0.9139620861386355
YBL039C	1.047099636046223	0.9907456181293773
YBL042C	0.891324155184579	1.084193150845526
YBL043W	1.088388885872207	0.8732650533781144
YBL044W		1.1684483315431589
YBL045C		1.1093517861085642
