orf	hap a | growth (colony size) | N-Butyl-N′-decylguanidinium chloride [30 uM] | YPD + MeOH [1%] | Bowie D~Fyles TM, 2013	hap a | growth (colony size) | N-hexyl-N′-(3-hydroxypropyl)-N′′-octylguanidinium chloride [100 uM] | YPD + MeOH [1%] | Bowie D~Fyles TM, 2013
YBR230C	-0.026887156969959115	0.4710017591704871
YBR231C	0.03590860567948405	1.2785247690483867
YBR232C	-0.001218851930586126	-0.3883927218543331
YBR233W	0.020791659749897946	1.0109691178528992
YBR235W	0.11522800710370304	0.09866805183505688
YBR238C	0.04410742574539093	0.654825333814865
YBR239C	0.10776276567687672	0.6060944413918821
YBR240C	-0.017055894209005256	1.0306162782587391
YBR241C	0.0996138899825336	-1.0420931615384974
YBR242W	0.058289342586958136	-0.18476320237586272
YBR244W	-0.018205204670784694	1.5879269299206191
YBR245C	0.07694949577523859	0.30381515070563464
YBR246W	0.07837287020203723	-2.0061994693316283
YBR248C	0.10649797985847571	-0.15522930360622084
YBR249C	-0.20526518698873714	0.03006021567059739
YBR250W	-0.04715967528260975	0.9077618696821094
YBR251W	0.057606142310338324	1.5508944927838246
YBR255W	0.0024499908765404092	0.843221358060925
YBR258C	0.03207421539611998	0.8389382099236681
YBR259W	0.1339517588088459	-0.9432571020437961
YBR260C	-0.10965746981746351	0.2756857031723495
YBR261C	0.01042063403813532	1.2008756930177875
YBR262C	-0.012788657646181105	-0.24694975126502622
YBR263W	0.0911968158617416	0.17080530437468597
YBR264C	0.11375601853463493	-0.049838234216457084
YBR266C	1.908592126484571	-0.95930939518296
YBR267W	1.2505839003977868	0.3570381596383197
YBR268W		
YBR269C	-0.050912773886244905	-0.6159613250587715
YBR270C	0.11413077969550327	-0.22189812803417275
YBR271W	0.10079355644995361	0.5662563375292419
YBR272C	0.24979110636055582	0.2539702282141475
YBR273C	0.15273499189071627	-0.4046379484235788
YBR274W	0.08541682648385227	0.37754473156067564
YBR275C	0.1839724769591719	-0.007703164712845022
YBR276C	-0.05650411507213315	-1.1283109596293104
YBR277C	-0.10089351622191807	-0.47805857740420526
YBR278W	-0.0977637161385808	-1.6548294600781663
YBR279W	-0.003582050323528111	0.2864250232689589
YBR280C	0.04657436779929787	1.0446327315280304
YBR281C	-0.10055595197806462	-0.5762956772421183
YBR282W		-2.6302834323270776
YBR283C	-0.015234040434400799	-0.1654493400837211
YBR284W	0.06655723732888305	0.5348523821666226
YBR285W	-0.014019600685915902	0.9387421090251713
YBR286W		
YBR287W	0.14618192647661712	-0.5553144296151485
YBR288C	0.3768204607943237	0.38567190656226247
YBR289W	-0.06651935036414167	0.9390313143819495
YBR290W	0.05629254718772986	-1.3840890710602933
YBR291C	-0.09045566699114158	-1.099983348762766
YBR292C	0.1696328620057488	1.2346543059444657
YBR293W	0.05392017902433684	-0.7060898113540878
YBR294W	0.03848017241817427	-0.8434610350121916
YBR295W	-0.09542597211412406	-1.3154462850388242
YBR296C	0.2749793694866171	-1.196851286596407
YBR297W	-0.12851806995656018	-0.7180713446628493
YBR298C	-0.1301088682945364	0.1281336106170398
YBR299W	0.028468909579687004	0.1278439275479228
YBR300C	0.0406807828912394	0.950751755763518
YBR301W	0.04935396650301163	2.1174134255437487
YCL001W	0.06430789553672135	-0.8455456096915975
YCL001W-A	-0.09594413968305229	-0.10724088950369981
YCL002C	0.15834036150982553	0.6903887698017283
YCL005W	0.0523901901296323	0.6289191422869553
YCL007C	-0.061781787777071676	-3.9583587491640544
YCL008C	-0.04442990187186221	0.05115722567805416
YCL009C	0.20067573164269414	-0.6733037751277753
YCL010C	-0.06331276001292724	0.0066874961784439335
YCL011C	0.028904735471739985	-1.065632583307072
YCL014W	0.027915126171138747	-0.5837945732981493
YCL016C	0.08055326903772253	-0.08644644252176541
YCL022C	0.051575735232009236	-0.23291247320583414
YCL023C	0.04747020123258881	-0.2912662231411667
YCL024W	0.06804319907580862	0.5919891303930017
YCL025C	0.005727061715573856	-0.21719554748695383
YCL026C-A	-0.0027874844885544523	-0.19965587263102022
YCL027W	0.0011721213826948323	0.042537343711010256
YCL028W	0.07739040691799079	-1.3456202293012505
YCL029C	0.08963017231866358	0.006976190576870091
YCL030C	0.09260633119670006	0.11866833421932496
YCL032W	-0.02720765993022573	-0.08701441000679397
YCL033C	0.05403778162216954	-0.3587544024825935
YCL034W	0.10321912026003052	0.3079612777398213
YCL035C	-0.010411419297275841	0.6957997799592712
YCL036W	0.09961745291162516	0.06991732409856208
YCL037C	-0.0682901331136348	-1.1915355107147387
YCL038C	0.15936203953598138	0.20323996879340395
YCL039W	0.016684764878525223	0.3577874196625795
YCL040W	-0.023263326860179793	0.5473421722756411
YCL042W	0.06236800897331181	0.49093138586893686
YCL044C	0.03102806261673237	1.2182633804315153
YCL045C	-0.013296270624215092	-0.5355318218400265
YCL046W	0.09580283769013115	-2.763859192432915
YCL047C	0.013958642585234025	0.22213560077329522
YCL048W	0.002739719625086072	-0.11169385280938522
YCL049C	0.06153077765382874	0.4642803372540935
YCL050C	0.015988179351331466	-0.5256231978449097
YCL051W	0.07111578749519816	0.030680774589445448
YCL055W	0.10529770521821646	0.8459512481489407
YCL056C	0.04463991677575176	0.7749196084269087
YCL057W	-0.07543442071927907	0.6829771968101686
YCL058C	0.09378460197347559	0.8619711702921847
YCL061C	0.14591613359237313	-0.2712255503175932
YCL063W	0.09581577932448981	0.3392169368661469
YCL064C	-0.07543032305851093	0.10824240554659594
YCL069W	0.06399750880062524	1.4138096332961716
YCL076W	-0.041438220179195184	-0.443734100143138
YCR001W	-0.1799967748612288	-0.7250398207400093
YCR002C	0.13174134736983997	0.49281903581439473
YCR003W	0.2063104653937071	0.20939939765703353
YCR004C	0.33722683409442067	0.1712280112334728
YCR005C	0.06412632821072942	0.9100734299910977
YCR006C	0.05323384352989107	0.03263482977677554
YCR007C	0.11096606799012661	0.06877365818114081
YCR008W	-0.20286632243865044	0.4797255960549014
YCR009C	0.22097225072129148	-0.2593975892293968
YCR010C	0.10210058711731489	-0.5629093192377023
YCR011C	0.03821076041329154	-0.47513713607641367
YCR014C	-0.06620807875408127	-0.5923016720616644
YCR015C	-0.030214476974960065	-0.25231803840136496
YCR016W	-0.10671989401673995	-0.931287676052681
YCR017C	0.24770097119713552	-1.025569725639261
YCR019W	0.06859132834598687	1.7601895701400896
YCR020C	0.2208868426255815	2.9398516118093676
YCR020C-A	0.18445588657600914	2.0124651777293177
YCR020W-B		
YCR021C	0.06931498788800666	-0.11291525369044748
YCR022C	0.07617545101399502	0.4054844978830588
YCR023C	0.2491473934127319	1.176958926156287
YCR024C		-0.8413546317702045
YCR024C-A	-0.12847875620777272	0.5122120499114804
YCR025C	-0.11965262073459518	-0.31367721835887513
YCR026C	-0.07528660267471034	-0.3623021365602729
YCR027C	-0.039908164811312666	-0.5432000009713974
YCR028C	0.14901917364307493	-1.9664993562653412
YCR028C-A		-1.7698461596822805
YCR030C	0.07744191073466014	0.4410594256169227
YCR031C	-0.17622384476823943	0.2278080530777924
YCR032W	0.0006227081364093253	-0.24251097468978977
YCR033W	0.017262406523499883	0.6285347428156552
YCR034W		
YCR036W	-0.0672522073349685	-1.222413798402918
YCR037C	0.04774673085479973	-0.6048921444775612
YCR043C	0.0578816087094707	-0.6726391083664414
YCR044C	0.2802218602169039	-2.3474296711104463
YCR045C	0.12451841805798915	0.4845844709788678
YCR046C		-3.025279178381814
YCR047C		0.16640460704257015
YCR048W	0.017263191863536118	0.42626948906463125
YCR049C	0.24275285439645294	-0.7201720637366917
YCR050C	-0.06510375776736427	-0.5068350791610786
YCR051W	0.44135691476603756	-0.7610234034724392
YCR053W	0.5404226851423368	0.7567576097748324
YCR059C	0.25237489261174184	0.06268027905156437
YCR060W	0.15009307715128012	-0.046554000129881604
YCR061W	-0.030903754403888043	-0.30641676481532026
YCR063W	0.2405225062896524	-0.4105137166914078
YCR065W	0.2020429765347593	-0.5694214171996992
YCR066W	6.923928505702418	-0.048597248007251875
YCR067C	0.034156110525965205	0.02868088043141856
YCR068W	6.05499346551951	-1.5799922169556548
YCR069W	0.06473249903078511	-0.24229448696885686
YCR071C	-0.24228007894667064	-0.6433289619353313
YCR073C	0.047863770343463	-0.00047532256394545216
YCR073W-A	0.15034479970392317	-0.5703477982990017
YCR075C	0.013920921805556671	-0.05819893619975469
YCR076C	0.1267751601256467	-0.7239584728778915
YCR077C	0.061067183498471976	0.7989761631046619
YCR079W	0.4725450154336482	-0.24558705623266924
YCR081W	-0.3656313410542815	-0.5798012895821142
YCR082W	0.22320372177772352	0.8211103832518144
YCR083W	0.07386713942952457	0.0301058563841814
YCR084C		
YCR085W	-0.09248226858197844	-0.8067844114296275
YCR086W	0.2891609708391961	-1.049503053609478
YCR087C-A	-0.17888024627866345	-0.8483737428494137
YCR087W	-0.1032817134806126	-1.3806535331166347
YCR088W	-0.20658827511568092	-1.361638550487957
YCR089W	0.027596782945881998	0.16054103091836844
YCR090C	0.090243349586141	-1.045065235528444
YCR091W	0.15664164484210547	-0.3779541875321392
YCR092C	-0.044947469181265354	-1.9506351776376758
YCR094W	-0.969875945635	-2.8907607986032464
YCR095C	0.09256629649689811	0.1318428237014885
YCR098C	-0.024189437526560862	-0.2719782341718688
YCR099C	0.01278672318231571	0.026893842539030124
YCR100C	0.03772947334169336	-0.12894004999875702
YCR101C	0.004421466277508087	0.19625857220362852
YCR102C	0.09374481136050808	0.18842785472492155
YCR102W-A	0.061125359905457116	0.131827025980745
YCR105W	0.10472112141807755	0.38858428653391014
YCR106W	-0.08205787746306223	0.06519075351583789
YCR107W	0.03333680187743255	-0.6031231863792603
YDL001W	0.03171819896325537	-0.1721401605244965
YDL002C	-0.03365611055434701	0.047133451866495805
YDL006W	-0.11412661284291661	-0.47369148063187516
YDL009C	0.07092566754252026	-0.7528309228868793
YDL010W	0.017199976745625893	-0.6108752356361731
YDL011C	-0.004332266779751326	0.6523089297343845
YDL012C	0.0466813801938366	-0.35479416690164856
YDL013W	-0.0952758951255374	-0.31763204868611966
YDL018C	-0.00048071718884107805	0.996548230133282
YDL019C	0.12138845291163874	-0.38317264758030595
YDL020C	-0.07408666058683999	-1.441420520210985
YDL021W	0.01665075362535085	0.19146941317619842
YDL022W	-0.07320818796348244	0.28230110081553644
YDL023C	-0.2376989166347256	-0.2281482975272454
YDL024C	0.00134162721786238	0.5961373380903346
YDL025C	0.04820428249757955	0.9143002831243981
YDL026W	0.032001046956754105	0.35595883461591965
YDL027C	-0.0869562726283444	1.1858472503850446
YDL032W	-0.143921243259029	1.1407680536223481
YDL033C	0.012013823446414561	0.8144945768031766
YDL034W	0.020793833322605402	0.4013905782651272
YDL035C	0.25725416766864645	-0.08534145445808426
YDL036C	0.2558405404083658	-0.6990795796285899
YDL037C	7.6731061642601635	0.9381059659395821
YDL039C	2.880585110157571	-0.49376176038143454
YDL040C	0.14430075694888503	-0.6668206160955272
YDL041W	-0.01613287060679613	0.6780436806484774
YDL042C	0.10397358622489163	1.531237766158571
YDL044C	0.06046525260068495	0.21362305003688836
YDL045W-A		
YDL046W	-0.04574189722736107	1.0623344639556893
YDL047W	0.43072835976259916	-1.6050542922371616
YDL048C	0.1297607301313451	0.6864372178368932
YDL049C		
