orf	hap a | number of peroxisomes | standard [standard] | Yofe I~Thoms S, 2017	hap a | peroxisomes distribution | standard [standard] | Yofe I~Thoms S, 2017
YBR076W	0.21368773142356726	0.7682682810636641
YBR077C	0.2549257146807479	0.5103071772327438
YBR082C	-0.4048820174341277	0.597505296837562
YBR083W	-0.19869210114823	0.8627329106355504
YBR084C-A	2.852918659883068	-0.10371291498451793
YBR084W	-0.3636440341769489	0.7900678109648688
YBR089C-A	-0.11621613463387055	0.4158425476608574
YBR090C	-0.11621613463387055	0.46307486244680024
YBR092C	-0.8584998332631038	1.0843614646311306
YBR093C	0.6260675639953646	0.10338261907692486
YBR094W	-0.4873579839484872	0.20874701359941392
YBR098W	0.1105927732806184	0.7519186336377607
YBR099C	0.6673055472525433	0.5393732171010165
YBR103W	0.708543530509724	2.156171684773688
YBR104W	0.1312117649092078	1.451320217968074
YBR106W	3.8426302580553795	3.068118685640745
YBR107C	0.21368773142356726	0.23054654350061865
YBR108W	-0.07497815137668991	0.3577104679243118
YBR111C	-0.2399300844054088	0.5284734521504137
YBR113W	0.543591597481005	1.6765820269471874
YBR114W	0.41987764770946495	0.7137694563106531
YBR116C	0.3374016811951055	1.2333249189560285
YBR119W	0.41987764770946495	0.8845324405367552
YBR121C	-0.2399300844054088	1.029862639878119
YBR125C	-0.07497815137668991	0.9426645202733007
YBR128C	0.21368773142356726	1.7419806166508016
YBR129C	0.37863966445228614	1.5239853176387554
YBR130C	-1.1471657160633628	1.1715595842359487
YBR131W	-0.15745411789104935	4.04909753119495
YBR132C	1.0796853798243407	0.6629038865411756
YBR134W	0.37863966445228614	0.593872041854028
YBR137W	0.9147334467956216	1.1897258591536188
YBR138C	-0.0337401681195111	1.142493544367676
YBR139W	0.41987764770946495	0.6738036514917777
YBR141C	0.1312117649092078	1.4040879031821305
YBR144C	-0.11621613463387055	1.603916927276506
YBR145W	0.543591597481005	1.4295206880668692
YBR146W	-0.6523099169772061	1.5494181025234943
YBR147W	0.7497815137669027	0.9026987154544258
YBR148W	-0.8997378165202844	0.31774466310543636
YBR149W	-1.1884036993205416	1.4077211581656643
YBR150C	-0.2399300844054088	0.6084050617881641
YBR151W	-0.3636440341769489	2.4722648683411546
YBR156C	-0.5285959672056678	2.1888709796254946
YBR157C	-0.6110719337200272	0.48487439234800495
YBR158W	-0.8584998332631038	1.0116963649604482
YBR159W	-0.2399300844054088	0.9680973051580395
YBR161W	-0.0337401681195111	0.9099652254214939
YBR162C	0.2549257146807479	1.0952612295817326
YBR162W-A	-0.4873579839484872	0.7137694563106531
YBR163W	0.6260675639953646	4.601352288692133
YBR164C	-0.11621613463387055	1.0044298549933803
YBR165W	-0.3636440341769489	0.9244982453556306
YBR166C	-0.7347858834915655	1.2042588790877558
YBR169C	0.9147334467956216	0.33591093802310706
YBR170C	0.08997378165202899	0.6229380817223008
YBR172C	0.7910194970240834	1.996308465498188
YBR174C	0.5848295807381839	1.6765820269471874
YBR175W	-0.28116806766258945	0.7319357312283232
YBR176W	-1.270879665834901	-0.31807495901302973
YBR177C	-0.19869210114823	-0.1836445246222682
YBR178W	-1.0646897495490033	0.07068332422511807
YBR180W	-0.32240605091976826	0.09611610910985684
YBR181C	2.2343489110253727	-0.481571433272064
YBR182C	-0.7760238667487444	-0.12187918990218866
YBR183W	-1.4358315988636199	-0.2563096242929502
YBR184W	-0.3636440341769489	-0.5397035130086095
YBR185C	-0.15745411789104935	-0.0637471101656431
YBR186W	-0.4048820174341277	-0.5288037480580072
YBR187W	-1.724497481663879	-0.3289747239636321
YBR188C	-0.7347858834915655	-0.6850337123499731
YBR189W	1.0796853798243407	1.3968213932150624
YBR191W	2.8941566431402466	1.0044298549933803
YBR194W	1.904445044967935	0.22328003353354997
YBR195C	-0.6110719337200272	-0.1436787198033934
YBR197C	-0.28116806766258945	-0.2454098593423478
YBR199W	0.17244974816638844	0.12881540396166363
YBR200W	2.8941566431402466	-0.40163982363431405
YBR201W	-0.6523099169772061	-0.1436787198033934
YBR203W	0.21368773142356726	-0.08554664006684785
YBR204C	-0.11621613463387055	0.12881540396166363
YBR205W	-0.6935479002343867	-0.3144417040294957
YBR206W	-1.105927732806182	0.44854184251266416
YBR207W	-0.4873579839484872	-0.48520468825559804
YBR208C	-0.7760238667487444	-0.5942023377616208
YBR209W	-0.15745411789104935	-0.1436787198033934
YBR210W	-0.32240605091976826	0.02345100943917522
YBR212W	-0.5698339504628466	-0.561503042909814
YBR213W	0.7910194970240834	2.2942353741479837
YBR214W	-0.32240605091976826	0.21601352356648196
YBR215W	-0.32240605091976826	0.5866055318869593
YBR216C	-0.6523099169772061	0.60477180680463
YBR217W	-0.44612000069130836	-0.212710564490541
YBR218C	-0.44612000069130836	-0.06011385518210909
YBR219C	-0.8997378165202844	-0.20907730950700698
YBR220C	-0.9822137830346439	-0.16184499472106348
YBR221C	1.2858752961102402	-0.7903981068724618
YBR222C	0.21368773142356726	-0.4997377081897344
YBR223C	-1.3945936156064411	-0.15457848475399544
YBR224W	-0.8997378165202844	-0.027414560330302297
YBR225W	-0.6110719337200272	0.38314325280905054
YBR226C	-0.19869210114823	-0.40163982363431405
YBR227C	-0.11621613463387055	-0.23451009439174575
YBR228W	-0.3636440341769489	-0.3507742538648365
YBR229C	0.5023536142238244	-0.27810915419415455
YBR230C	-0.19869210114823	-0.027414560330302297
YBR231C	-1.105927732806182	-0.27810915419415455
YBR232C	0.1312117649092078	0.8663661656190851
YBR233W	-0.6110719337200272	-0.3071751940624273
YBR235W	0.3374016811951055	0.3540772129407778
YBR238C	-0.2399300844054088	0.15061493386286837
YBR239C	-0.9409757997774633	-0.6814004573664391
YBR240C	-1.0646897495490033	-0.07101362013271113
YBR241C	-0.32240605091976826	-0.3362412339307001
YBR242W	-0.11621613463387055	0.750102006145994
YBR244W	-0.4873579839484872	0.0052847345215044925
YBR245C	1.4508272291389572	0.4122092926773233
YBR246W	0.543591597481005	0.5212069421833457
YBR248C	-0.5698339504628466	-0.9357283062138257
YBR249C	-0.7760238667487444	0.02345100943917522
YBR250W	-0.5698339504628466	0.21601352356648196
YBR251W	0.7910194970240834	0.18694748369820918
YBR255W	0.9559714300528023	0.03435077438977727
YBR258C	0.37863966445228614	-0.15457848475399544
YBR259W	-1.2296416825777223	-0.20181079953993894
YBR260C	-1.3121176490920816	0.23417979848415268
YBR261C	0.08997378165202899	-0.11824593491865464
YBR262C	-0.6110719337200272	0.0416172843568453
YBR263W	-0.8584998332631038	-0.1291456998692567
YBR264C	-0.5285959672056678	-0.24177660435881376
YBR266C	3.76015429154102	-0.012881540396165589
YBR267W	3.76015429154102	-0.3362412339307001
YBR268W	0.5848295807381839	1.3568555883961875
YBR269C	0.17244974816638844	1.029862639878119
YBR270C	-0.11621613463387055	0.07794983419218675
YBR271W	0.37863966445228614	0.6665371415247097
YBR272C	-0.4873579839484872	1.0734616996805277
YBR273C	-0.2399300844054088	0.3577104679243118
YBR274W	0.543591597481005	1.738347361667267
YBR275C	0.4611156309666456	0.6011385518210961
YBR276C	0.708543530509724	0.47034137241386886
YBR277C	0.7910194970240834	1.1025277395488007
YBR278W	-0.6523099169772061	1.2115253890548237
YBR280C	0.4611156309666456	0.4194758026443914
YBR281C	0.21368773142356726	1.8800443060250969
YBR282W	2.3168248775397324	1.9309098757945744
YBR283C	0.6673055472525433	0.3577104679243118
YBR284W	0.04873579839484835	0.9826303250921755
YBR285W	-0.2399300844054088	0.36861023287491385
YBR286W	0.8734954635384429	0.48124113736447094
YBR287W	0.5848295807381839	0.4739746273974029
YBR288C	0.08997378165202899	1.869144541074495
YBR290W	-0.15745411789104935	0.49940741228214103
YBR291C	-0.28116806766258945	0.21601352356648196
YBR292C	0.1312117649092078	0.48487439234800495
YBR293W	1.3683512626245977	1.044395659812255
YBR294W	-0.28116806766258945	1.2587577038407671
YBR295W	0.6673055472525433	1.7892129314367444
YBR296C	0.4611156309666456	0.13244865894519764
YBR297W	-0.11621613463387055	1.302356763643176
YBR298C	-0.07497815137668991	1.7855796764532106
YBR299W	0.3374016811951055	0.43764207756206147
YBR300C	0.8322574802812622	0.38314325280905054
YBR301W	0.04873579839484835	0.9535642852239027
YCL001W	0.708543530509724	0.6265713367058348
YCL001W-A	0.2961636979379267	1.3895548832479943
YCL002C	-0.19869210114823	-0.2962754291118253
YCL008C	2.729204710111528	-0.08917989505038186
YCL009C	-0.28116806766258945	0.5248401971668798
YCL010C	0.21368773142356726	0.21964677855001596
YCL011C	-0.0337401681195111	-0.32170821399656374
YCL014W	-0.755404875120155	-0.0019817754455635395
YCL016C	-0.07497815137668991	0.5066739222492097
YCL022C	0.08997378165202899	0.48850764733153895
YCL023C	-0.15745411789104935	0.012551244488572526
YCL024W	-0.8997378165202844	-0.2962754291118253
YCL025C	-0.8584998332631038	-0.1800112696387342
YCL026C-A	0.2961636979379267	1.0661951897134598
YCL027W	0.2549257146807479	0.35044395795724376
YCL028W	-0.11621613463387055	0.4303755675949934
YCL029C	-0.19869210114823	0.03435077438977727
YCL032W	-1.0234517662918228	0.3141114081219023
YCL033C	-0.7760238667487444	0.5866055318869593
YCL034W	-1.0646897495490033	0.44490858752913015
YCL035C	0.1312117649092078	1.5348850825893583
YCL036W	-0.6110719337200272	0.4049427827102547
YCL037C	0.41987764770946495	0.17604771874760713
YCL038C	0.708543530509724	1.2115253890548237
YCL039W	-0.4048820174341277	0.012551244488572526
YCL040W	-1.3121176490920816	-0.09281315003391588
YCL042W	-0.07497815137668991	0.4303755675949934
YCL044C	0.1312117649092078	0.8046008308990055
YCL045C	0.9147334467956216	-0.009248285412631571
YCL046W	0.00749781513766954	-0.16547824970459749
YCL047C	-0.07497815137668991	-0.07828013009977981
YCL048W	0.17244974816638844	0.38314325280905054
YCL049C	-1.0646897495490033	-0.009248285412631571
YCL050C	0.21368773142356726	0.3104781531383683
YCL051W	0.17244974816638844	0.04888379432391398
YCL055W	-1.600783531892339	-0.03468107029737033
YCL056C	-4.24001446035184	1.6584157520295173
YCL057W	-0.6935479002343867	-0.47430492330499563
YCL058C	2.7704426933687083	-0.3507742538648365
YCL061C	0.2755447063093373	0.0579669317827487
YCL063W	0.4611156309666456	-0.12006256241042132
YCL064C	0.21368773142356726	0.8155005958496075
YCL069W	-1.3945936156064411	0.15061493386286837
YCL076W	0.41987764770946495	0.16151469881347041
YCR001W	-0.44612000069130836	0.10701587406045952
YCR003W	1.5745411789104973	4.038197766244349
YCR004C	-0.4873579839484872	-0.027414560330302297
YCR005C	0.21368773142356726	-0.08554664006684785
YCR006C	-0.0337401681195111	0.15424818884640237
YCR007C	-0.3636440341769489	0.12154889399459559
YCR008W	-0.15745411789104935	-0.27810915419415455
YCR010C	0.17244974816638844	-0.08917989505038186
YCR011C	-0.9822137830346439	-0.01651479537970025
YCR014C	-0.7347858834915655	0.027084264422709236
YCR015C	-0.9409757997774633	0.11428238402752756
YCR016W	-0.9409757997774633	-0.11461267993512063
YCR017C	-1.1471657160633628	0.21601352356648196
YCR019W	-0.4873579839484872	0.1724144637640731
YCR020C	-0.8997378165202844	-0.023781305346768283
YCR020C-A	0.4611156309666456	0.321377918088971
YCR021C	-0.11621613463387055	-0.12551244488572266
YCR022C	-0.4873579839484872	0.030717519406243253
YCR023C	-0.2399300844054088	-0.08191338508331383
YCR024C-A	1.4095892458817785	1.422254178099801
YCR025C	0.00749781513766954	1.2115253890548237
YCR026C	-0.15745411789104935	1.68748179189779
YCR027C	-0.7760238667487444	0.2886786232371642
YCR028C	-0.7760238667487444	2.1670714497242907
YCR028C-A	2.852918659883068	3.522275558582507
YCR030C	0.2549257146807479	1.1279605244335393
YCR031C	0.7910194970240834	0.030717519406243253
YCR032W	-0.11621613463387055	0.6156715717552321
YCR033W	0.1312117649092078	4.310691890009406
YCR034W	2.0281589947394734	2.4831646332917563
YCR036W	0.7910194970240834	0.6956031813929824
YCR037C	0.00749781513766954	1.883677561008631
YCR043C	0.2961636979379267	0.3940430177596526
YCR045C	0.00749781513766954	0.7864345559813347
YCR048W	-0.44612000069130836	0.7828013009978008
YCR049C	0.1312117649092078	0.4049427827102547
YCR050C	-0.0337401681195111	1.5203520626552216
YCR051W	0.5023536142238244	0.20874701359941392
YCR053W	-0.2399300844054088	0.5502729820516186
YCR059C	-1.0234517662918228	1.4367871980339373
YCR060W	0.543591597481005	0.7828013009978008
YCR061W	-0.05435915974810051	1.3423225684620508
YCR065W	-0.3636440341769489	1.4585867279351419
YCR066W	0.9559714300528023	1.3314228035114488
YCR067C	0.04873579839484835	1.68748179189779
YCR068W	1.6570171454248568	2.4504653384399497
YCR069W	0.37863966445228614	1.6002836722929719
YCR073C	0.6260675639953646	0.6774369064753117
YCR073W-A	0.37863966445228614	0.1687812087805391
YCR075C	0.1312117649092078	0.869999420602619
YCR076C	-0.28116806766258945	0.5575394920186866
YCR077C	0.17244974816638844	0.33954419300664107
YCR079W	0.41987764770946495	-0.36894052878250694
YCR082W	-0.44612000069130836	0.25597932838535675
YCR083W	0.17244974816638844	0.23417979848415268
YCR085W	1.0384473965671617	0.4739746273974029
YCR086W	1.4920652123961378	0.761001771096596
YCR087C-A	0.5023536142238244	0.8845324405367552
YCR087W	0.2961636979379267	1.1025277395488007
YCR088W	0.5848295807381839	0.9644640501745054
YCR089W	0.3374016811951055	0.6738036514917777
YCR090C	-0.19869210114823	-0.5251704930744732
YCR091W	-0.5285959672056678	0.052517049307447994
YCR092C	0.7497815137669027	0.917231735388562
YCR094W	1.6982551286820355	0.18331422871467515
YCR095C	0.708543530509724	1.9599759156628471
YCR098C	-0.07497815137668991	0.21601352356648196
YCR099C	-0.11621613463387055	0.48487439234800495
YCR100C	-0.28116806766258945	0.4267423126114594
YCR101C	0.2549257146807479	0.15424818884640237
YCR102C	-0.2399300844054088	-0.12551244488572266
YCR102W-A	0.17244974816638844	1.422254178099801
YCR105W	-1.2296416825777223	-0.2490431143258818
YCR106W	0.17244974816638844	-0.212710564490541
YCR107W	0.9972094133099811	0.9099652254214939
YDL001W	0.41987764770946495	1.2841904887255053
YDL002C	1.4095892458817785	1.1315937794170734
YDL006W	-1.0234517662918228	1.015329619943983
YDL009C	0.9972094133099811	1.2442246839066304
YDL010W	-0.44612000069130836	1.2805572337419713
YDL011C	0.9559714300528023	0.24871281841828874
YDL012C	0.37863966445228614	1.0807282096475965
YDL013W	0.9972094133099811	1.1352270344006075
YDL018C	0.2549257146807479	0.7137694563106531
YDL019C	-0.9822137830346439	1.193359114137153
YDL020C	-0.6110719337200272	2.101672860020676
YDL021W	4.543675973427434	2.3705337288021995
YDL022W	1.0384473965671617	0.6447376116235048
YDL023C	0.6260675639953646	0.03798402937331129
YDL024C	-0.3636440341769489	1.0807282096475965
YDL025C	-0.4048820174341277	1.3786551182973923
YDL026W	-1.0646897495490033	1.1134275044994033
YDL027C	-0.6110719337200272	0.44854184251266416
YDL032W	1.1209233630815212	1.8364452462226881
YDL033C	1.1209233630815212	2.4686316133576205
YDL034W	-0.28116806766258945	0.8954322054873578
YDL035C	-0.11621613463387055	0.5684392569692893
YDL036C	-0.15745411789104935	1.0625619347299258
YDL037C	-0.28116806766258945	1.295090253676108
YDL039C	-0.28116806766258945	0.8136839683578402
YDL044C	-0.6110719337200272	6.712273434125442
YDL045W-A	0.6673055472525433	3.0535856657066094
YDL046W	0.7910194970240834	0.9789970701086415
YDL047W	2.7704426933687083	0.9898968350592442
YDL048C	0.17244974816638844	0.8881656955202891
YDL049C	1.0384473965671617	0.4267423126114594
YDL050C	0.04873579839484835	0.7682682810636641
YDL051W	-0.2399300844054088	0.21964677855001596
YDL052C	-0.2399300844054088	1.1025277395488007
YDL054C	-0.15745411789104935	0.6738036514917777
YDL056W	-1.4358315988636199	0.6447376116235048
YDL057W	1.2033993295958807	1.2587577038407671
YDL059C	0.3374016811951055	0.7864345559813347
YDL061C	2.8116806766258873	0.7210359662777212
YDL063C	1.1621613463387	0.48487439234800495
YDL065C	-7.497815137669035	3.362412339307008
YDL066W	-0.0337401681195111	0.6847034164423803
YDL067C	-0.07497815137668991	1.6802152819307214
YDL070W	-0.7347858834915655	0.46670811743033425
YDL071C	0.04873579839484835	0.33591093802310706
YDL074C	3.553964375255122	3.6203734431379275
YDL076C	2.069396977996654	1.6329829671447786
YDL077C	-0.6935479002343867	1.84734501117329
YDL078C	-0.0337401681195111	1.026229384894585
YDL079C	-0.0337401681195111	0.5502729820516186
YDL080C	0.9559714300528023	0.15061493386286837
YDL081C	3.76015429154102	1.2696574687913693
YDL082W	2.3168248775397324	0.11791563901106157
YDL083C	2.069396977996654	0.2777788582865615
YDL085W	-0.07497815137668991	0.8518331456849484
YDL086W	0.8322574802812622	0.8627329106355504
YDL088C	-0.11621613463387055	1.7855796764532106
YDL091C	-0.4873579839484872	1.4404204530174718
YDL093W	-0.28116806766258945	1.5457848475399603
YDL094C	0.08997378165202899	1.3859216282644604
YDL095W	0.1312117649092078	0.9862635800757101
YDL096C	-0.2399300844054088	1.302356763643176
YDL099W	1.4095892458817785	0.5575394920186866
YDL100C	2.069396977996654	0.11064912904399354
YDL104C	1.5333031956533167	0.869999420602619
