ORF	hap a | number of peroxisomes | standard [standard] | Yofe I~Thoms S, 2017	hap a | peroxisomes distribution | standard [standard] | Yofe I~Thoms S, 2017
YDR072C	2.600	8.000
YNL216W	2.600	9.410
YPL146C	2.600	10.090
YOR006C	2.600	6.090
YHR032W	2.600	10.210
YNR002C	2.600	10.270
YDL031W	2.600	11.470
YDL221W	2.600	8.620
YNL272C	2.600	11.260
YPR016C	2.600	12.360
YNL098C	2.600	11.350
YGL156W	2.600	10.910
YPR030W	2.600	13.310
YDR471W	2.610	10.690
YMR104C	2.610	11.750
YCR012W	2.610	10.990
YPR077C	2.610	9.800
YDR303C	2.610	11.670
YIL111W	2.610	13.080
YJR099W	2.610	8.590
YGL127C	2.610	14.350
YGR059W	2.610	9.260
YLR438W	2.610	12.770
YKR063C	2.610	15.880
YDR138W	2.610	16.890
YJL030W	2.610	10.700
YIL107C	2.610	10.050
YDR316W	2.610	13.130
YGL165C	2.610	13.060
YPR138C	2.610	8.170
YMR175W	2.610	9.770
YKR084C	2.610	9.970
YGR067C	2.610	7.710
YJR026W	2.610	11.880
YMR218C	2.610	11.370
YDR249C	2.610	10.760
YIL056W	2.610	10.840
YMR268C	2.610	10.600
YGR150C	2.610	15.710
YNR030W	2.610	9.960
YPR180W	2.610	10.450
YBL084C	2.610	11.610
YBR147W	2.610	11.150
YJL049W	2.610	11.150
YMR096W	2.610	10.940
YJL100W	2.610	8.410
YGL031C	2.610	7.840
YML048W	2.610	7.310
YBR152W	2.610	11.710
YAL003W	2.610	11.010
YNL173C	2.610	11.220
YGR095C	2.610	9.350
YDL194W	2.610	10.730
YGL023C	2.610	10.340
YER046W	2.610	12.080
YGR276C	2.610	13.150
YKL098W	2.610	8.610
YDL113C	2.610	11.680
YDL140C	2.610	13.050
YJL096W	2.610	19.850
YIR020W-A	2.610	10.510
YIL037C	2.610	9.330
YLR428C	2.610	11.190
YOL130W	2.610	12.710
YCR092C	2.610	11.190
YAL010C	2.610	20.810
YOR197W	2.610	8.510
YDR228C	2.610	8.930
YKL079W	2.610	7.410
YNL199C	2.610	9.000
YGL239C	2.610	11.210
YNL308C	2.610	11.540
YER143W	2.610	9.730
YGR018C	2.610	10.500
YOL096C	2.610	11.020
YGL164C	2.610	14.360
YCR054C	2.610	14.090
YDR267C	2.610	11.560
YKR103W	2.610	9.110
YOR118W	2.610	7.740
YPR038W	2.610	10.490
YBR062C	2.620	9.890
YMR171C	2.620	10.760
YOR056C	2.620	11.480
YLR343W	2.620	10.340
YGL245W	2.620	14.280
YIL160C	2.620	10.900
YPR186C	2.620	11.320
YML046W	2.620	12.020
YBR213W	2.620	14.980
YBR172C	2.620	14.160
YBR277C	2.620	11.700
YOR132W	2.620	7.420
YER124C	2.620	12.330
YJR036C	2.620	12.710
YDR527W	2.620	10.080
YDR082W	2.620	12.440
YBR251W	2.620	9.180
YCR036W	2.620	10.580
YGL151W	2.620	14.050
YDL213C	2.620	8.690
YBL056W	2.620	8.870
YJL034W	2.620	10.570
YOR364W	2.620	10.610
YLR356W	2.620	8.610
YIL088C	2.620	9.350
YMR042W	2.620	8.160
YDR422C	2.620	9.860
YEL003W	2.620	8.860
YPL118W	2.620	23.670
YGR273C	2.620	13.730
YGR163W	2.620	8.420
YLR132C	2.620	13.130
YMR093W	2.620	10.600
YLR212C	2.620	13.200
YPR157W	2.620	8.470
YIL157C	2.620	19.880
YJR088C	2.620	11.360
YCL075W	2.620	11.360
YJR022W	2.620	10.500
YIL021W	2.620	10.160
YCR031C	2.620	8.750
YAL041W	2.620	9.760
YDR189W	2.620	9.800
YPR169W	2.620	12.200
YER050C	2.620	18.060
YER145C	2.620	10.220
YNL240C	2.620	11.370
YIL046W	2.620	12.380
YNL156C	2.620	11.150
YOR366W	2.620	8.890
YDL046W	2.620	11.360
YMR202W	2.620	6.540
YNL072W	2.620	9.630
YNL147W	2.620	15.200
YGL132W	2.620	14.720
YDL210W	2.620	9.690
YJR068W	2.620	12.060
YDR113C	2.620	9.890
YNL092W	2.620	9.850
YBR155W	2.620	9.900
YBR052C	2.620	12.230
YMR057C	2.620	12.450
YNL006W	2.620	11.130
YGL140C	2.620	14.080
YFR013W	2.630	13.360
YEL037C	2.630	7.900
YMR267W	2.630	17.910
YDR046C	2.630	9.670
YPL093W	2.630	9.830
YHR033W	2.630	14.020
YDL120W	2.630	10.150
YLR122C	2.630	7.500
YBL009W	2.630	8.950
YKL019W	2.630	13.290
YJL042W	2.630	13.470
YDL138W	2.630	11.600
YJL015C	2.630	12.010
YNL108C	2.630	10.000
YGR011W	2.630	10.970
YNL207W	2.630	11.630
YMR001C	2.630	11.160
YJR083C	2.630	13.990
YHL038C	2.630	11.790
YLR041W	2.630	11.320
YGL040C	2.630	9.880
YOR077W	2.630	9.510
YGL047W	2.630	12.930
YDR376W	2.630	12.690
YDR313C	2.630	9.610
YKL141W	2.630	14.740
YPR025C	2.630	11.210
YJR078W	2.630	11.340
YML118W	2.630	9.500
YMR094W	2.630	9.600
YPL061W	2.630	11.440
YOL102C	2.630	10.260
YMR128W	2.630	10.060
YPR104C	2.630	12.440
YMR078C	2.630	10.700
YDL086W	2.630	11.040
YNL100W	2.630	11.380
YLR224W	2.630	7.830
YLR397C	2.630	11.400
YDR062W	2.630	8.920
YIL055C	2.630	9.320
YML094C-A	2.630	8.890
YOL022C	2.630	11.060
YJR100C	2.630	10.510
YER058W	2.630	24.680
YNL221C	2.630	9.850
YOR249C	2.630	10.430
YDR356W	2.630	11.420
YMR005W	2.630	9.520
YGR113W	2.630	10.380
YPL070W	2.630	10.570
YIL008W	2.630	10.700
YNR059W	2.630	11.960
YOR336W	2.630	10.850
YJL118W	2.630	9.860
YBR300C	2.630	9.720
YNL137C	2.630	13.040
YDL007W	2.630	9.220
YPR088C	2.630	9.840
YCL041C	2.630	9.720
YPR171W	2.630	10.990
YJR025C	2.640	12.120
YML087C	2.640	6.990
YDR453C	2.640	13.070
YNL039W	2.640	11.310
YBR286W	2.640	9.990
YPL243W	2.640	11.080
YML091C	2.640	10.450
YJL187C	2.640	10.240
YDL212W	2.640	10.750
YML061C	2.640	7.940
YBR070C	2.640	12.070
YBL045C	2.640	11.880
YDL058W	2.640	11.980
YJR005W	2.640	8.730
YNL162W	2.640	11.920
YNL282W	2.640	10.590
YLR291C	2.640	12.190
YGL097W	2.640	12.130
YFR016C	2.640	12.770
YGL212W	2.640	13.690
YHL041W	2.640	9.160
YOL150C	2.640	13.160
YKL083W	2.640	16.850
YPR042C	2.640	12.490
YMR072W	2.640	11.300
YDR166C	2.640	12.780
YDR042C	2.640	11.560
YER021W	2.640	10.370
YNL082W	2.640	12.950
YJR139C	2.640	13.430
YML089C	2.640	7.580
YDR202C	2.640	11.790
YFR036W	2.640	8.960
YGL218W	2.640	10.220
YOR233W	2.640	11.280
YML078W	2.640	7.830
YOR110W	2.640	10.710
YPL242C	2.640	12.350
YIR002C	2.640	9.080
YOR065W	2.640	10.850
YPL252C	2.640	10.360
YHR185C	2.640	9.720
YNL284C	2.640	16.130
YLR316C	2.640	14.350
YER187W	2.640	10.290
YLR006C	2.640	12.790
YDL209C	2.640	12.710
YPR096C	2.640	11.840
YNL046W	2.640	10.280
YDR524C	2.640	10.450
YDR467C	2.640	14.740
YBR142W	2.640	11.490
YDR208W	2.640	12.730
YBR020W	2.640	11.520
YMR047C	2.640	10.470
YJL019W	2.640	13.990
YKR034W	2.640	11.050
YJR124C	2.640	11.240
YKR094C	2.640	13.790
YPR112C	2.640	10.470
YDR177W	2.640	12.570
YDR160W	2.640	11.900
YGL091C	2.640	12.890
YIL163C	2.650	10.920
YMR122C	2.650	10.190
YGL044C	2.650	12.490
YJL168C	2.650	9.470
YJR128W	2.650	10.230
YPR093C	2.650	9.950
YER120W	2.650	11.820
YDR299W	2.650	12.680
YIL063C	2.650	11.060
YPL173W	2.650	14.770
YER181C	2.650	14.270
YBL073W	2.650	10.590
YDR383C	2.650	8.160
YIL070C	2.650	10.580
YKL082C	2.650	14.490
YJL025W	2.650	13.270
YER142C	2.650	10.270
YBL055C	2.650	9.490
YJR035W	2.650	12.340
YNL054W	2.650	8.230
YLR141W	2.650	14.910
YBR137W	2.650	11.940
YJL026W	2.650	11.160
YFL038C	2.650	13.870
YNL067W	2.650	10.290
YMR087W	2.650	9.280
YJL137C	2.650	11.910
YDR498C	2.650	10.430
YOL100W	2.650	11.010
YDL055C	2.650	11.060
YIL003W	2.650	11.920
YOR379C	2.650	10.270
YLR035C	2.650	10.330
YER170W	2.650	13.130
YAL025C	2.650	11.490
YDR305C	2.650	9.580
YDL133W	2.650	11.760
YCL006C	2.650	11.620
YPL081W	2.650	8.900
YCL045C	2.650	8.640
YBR169C	2.650	9.590
YER185W	2.650	13.440
YBR073W	2.650	10.530
YBR038W	2.650	12.780
YFR045W	2.650	8.370
YPR134W	2.650	15.650
YDL192W	2.660	11.160
YOR151C	2.660	12.940
YJR134C	2.660	8.890
YAL038W	2.660	10.900
YER109C	2.660	10.590
YDR231C	2.660	24.950
YLR436C	2.660	12.580
YNR054C	2.660	10.950
YKR067W	2.660	9.670
YDR390C	2.660	11.890
YGR183C	2.660	10.200
YBR255W	2.660	8.760
YOL149W	2.660	10.320
YNL177C	2.660	20.020
YOL107W	2.660	9.520
YJL135W	2.660	10.870
YNL238W	2.660	10.800
YDR252W	2.660	11.540
YLR153C	2.660	12.250
YBL106C	2.660	12.850
YNL213C	2.660	19.690
YLR103C	2.660	13.250
YBR087W	2.660	8.640
YNR063W	2.660	10.820
YMR132C	2.660	8.910
YMR139W	2.660	9.880
YKL094W	2.660	9.230
YGL011C	2.660	13.350
YLR026C	2.660	12.130
YPR036W	2.660	9.910
YER128W	2.660	10.530
YPL049C	2.660	9.300
YNL085W	2.660	9.700
YIL093C	2.660	9.700
YJR146W	2.660	10.430
YDR506C	2.660	11.040
YNL015W	2.660	11.200
YFR037C	2.660	13.530
YER121W	2.660	12.760
YCR066W	2.660	12.330
YHR191C	2.660	12.260
YDL080C	2.660	9.080
YOR281C	2.660	12.110
YDL028C	2.660	8.770
YLR124W	2.660	8.230
YNL262W	2.660	11.630
YGL144C	2.660	14.300
YJL099W	2.660	9.610
YDL011C	2.660	9.350
YJL097W	2.660	12.170
YNL188W	2.660	12.030
YMR131C	2.660	11.650
YGL099W	2.660	12.940
YDL118W	2.660	9.690
YJR077C	2.660	10.430
YFL009W	2.660	13.220
YKR026C	2.670	10.130
YER106W	2.670	13.170
YER137C	2.670	10.590
YGL138C	2.670	13.660
YNL129W	2.670	10.460
YDL193W	2.670	11.060
YLR363C	2.670	9.210
YPR045C	2.670	9.850
YGR062C	2.670	16.350
YPL055C	2.670	17.080
YFL012W-A	2.670	12.730
YMR197C	2.670	10.530
YDL126C	2.670	12.040
YOR168W	2.670	12.260
YOR142W	2.670	8.680
YFR021W	2.670	8.290
YPR046W	2.670	11.930
YFR009W	2.670	9.820
YKR074W	2.670	11.090
YNL057W	2.670	10.280
YKL189W	2.670	13.490
YER038C	2.670	12.180
YNL102W	2.670	10.570
YBR252W	2.670	11.720
YPL172C	2.670	19.340
YBR010W	2.670	9.630
YOR206W	2.670	13.480
YLR324W	2.670	6.020
YER180C	2.670	14.080
YPR110C	2.670	8.660
YBL020W	2.670	9.090
YHR196W	2.670	10.670
YJL085W	2.670	12.670
YKL088W	2.670	13.480
YMR052W	2.670	12.720
YDL146W	2.670	12.460
YPR183W	2.670	8.220
YMR182C	2.670	7.310
YFL047W	2.670	11.280
YGR239C	2.670	10.740
YNR003C	2.670	12.580
YML064C	2.670	11.710
YER169W	2.670	12.900
YJL177W	2.670	12.820
YDL175C	2.670	8.230
YDR490C	2.670	10.200
YER116C	2.670	12.930
YHR042W	2.670	12.560
YGL176C	2.670	13.060
YDL171C	2.670	10.620
YJR052W	2.670	12.160
YMR270C	2.670	12.640
YDL009C	2.670	12.090
YNL236W	2.670	9.760
YER149C	2.670	9.880
YLR176C	2.670	7.730
YIL019W	2.670	12.070
YNL112W	2.670	9.990
YER092W	2.670	9.460
YDR043C	2.670	11.340
YPL157W	2.670	7.960
YDL013W	2.670	11.790
YMR193C-A	2.670	8.710
YCR107W	2.670	11.170
YLR145W	2.670	12.180
YLR370C	2.670	13.530
YAL048C	2.670	7.580
YKR045C	2.670	13.520
YBR140C	2.670	12.330
YMR134W	2.670	12.390
YMR008C	2.680	7.700
YLR067C	2.680	19.190
YIL135C	2.680	11.300
YPL138C	2.680	9.470
YHR188C	2.680	13.480
YDL049C	2.680	9.840
YDR465C	2.680	10.860
YKR042W	2.680	12.810
YLR249W	2.680	11.780
YIL126W	2.680	13.270
YFR033C	2.680	9.720
YHL023C	2.680	23.180
YBR019C	2.680	8.610
YDL176W	2.680	10.560
YJL120W	2.680	12.380
YNR025C	2.680	11.210
YLR071C	2.680	11.890
YKR052C	2.680	9.900
YML116W-A	2.680	10.940
YBL087C	2.680	8.350
YER129W	2.680	12.890
YDR486C	2.680	12.670
YDL004W	2.680	8.540
YPL043W	2.680	11.900
YLR203C	2.680	16.280
YKR071C	2.680	10.240
YLL035W	2.680	10.310
YNR041C	2.680	11.230
YOR069W	2.680	8.550
YDL022W	2.680	10.440
YDL125C	2.680	10.500
YNL075W	2.680	11.230
YHR016C	2.680	9.780
YOL126C	2.680	11.590
YGL211W	2.680	9.760
YLR225C	2.680	9.370
YML094W	2.680	13.470
YCR085W	2.680	9.970
YIL078W	2.680	12.870
YOR228C	2.680	6.860
YOR317W	2.680	11.340
YDR172W	2.680	13.520
YGL022W	2.680	12.270
YML126C	2.680	12.200
YGR106C	2.690	9.470
YKR010C	2.690	10.770
YIL104C	2.690	13.100
YBR192W	2.690	11.380
YJL061W	2.690	10.560
YGL108C	2.690	11.060
YOL021C	2.690	10.940
YLL018C-A	2.690	24.030
YPL144W	2.690	9.430
YBR132C	2.690	10.490
YBL079W	2.690	7.390
YIL131C	2.690	11.240
YIL051C	2.690	13.930
YLR233C	2.690	8.500
YGR186W	2.690	10.020
YLR222C	2.690	11.300
YGL111W	2.690	12.010
YAR020C	2.690	11.190
YLR190W	2.690	9.400
YFL012W	2.690	10.720
YOR074C	2.690	12.860
YLR441C	2.690	13.100
YDR141C	2.690	10.300
YLR424W	2.690	12.690
YJL179W	2.690	12.520
YCL004W	2.690	10.510
YIL158W	2.690	13.080
YKL154W	2.690	12.640
YOR125C	2.690	9.330
YML017W	2.690	8.480
YPR013C	2.690	11.520
YPL124W	2.690	10.780
YKR036C	2.690	10.600
YGR074W	2.690	9.140
YOL121C	2.690	11.050
YNL315C	2.690	15.370
YBR189W	2.690	12.510
YKL202W	2.690	16.200
YDL110C	2.690	11.960
YDR247W	2.690	12.260
YKL167C	2.690	10.250
YLR264W	2.700	6.050
YPR100W	2.700	23.640
YPL029W	2.700	16.590
YER162C	2.700	9.650
YPL128C	2.700	9.860
YJL091C	2.700	12.290
YMR012W	2.700	7.400
YER095W	2.700	10.670
YLR434C	2.700	11.410
YLL014W	2.700	9.670
YGR201C	2.700	12.860
YNR047W	2.700	11.290
YFR029W	2.700	12.420
YML101C-A	2.700	9.360
YDL180W	2.700	14.360
YJL074C	2.700	11.820
YER179W	2.700	14.020
YKR053C	2.700	12.660
YDR083W	2.700	7.680
YJL022W	2.700	14.470
YNR043W	2.700	11.260
YBL027W	2.700	9.490
YDL032W	2.700	13.720
YOR278W	2.700	10.410
YAL009W	2.700	7.880
YMR185W	2.700	10.390
YOR140W	2.700	9.240
YBR080C	2.700	11.800
YML102W	2.700	9.690
YNL261W	2.700	11.180
YJR050W	2.700	12.070
YBL097W	2.700	11.860
YPL099C	2.700	7.730
YIL050W	2.700	10.460
YDR502C	2.700	13.620
YDR362C	2.700	10.950
YHR164C	2.700	13.300
YBL058W	2.700	11.040
YDL033C	2.700	15.460
YLR230W	2.700	12.890
YHR195W	2.700	6.740
YBR254C	2.700	11.640
YLR378C	2.700	9.910
YER119C	2.700	14.080
YHL045W	2.710	8.090
YLR402W	2.710	9.980
YNL310C	2.710	11.260
YDL098C	2.710	11.160
YDR026C	2.710	11.190
YER176W	2.710	14.880
YDR206W	2.710	9.420
YHR070W	2.710	15.150
YER123W	2.710	15.450
YOR106W	2.710	13.460
YOR215C	2.710	8.830
YJR145C	2.710	11.100
YDR006C	2.710	10.360
YDR373W	2.710	11.480
YLR277C	2.710	9.310
YKL193C	2.710	12.220
YOR319W	2.710	12.170
YNL121C	2.710	8.710
YER134C	2.710	12.800
YHR064C	2.710	10.760
YDL063C	2.710	10.000
YIL074C	2.710	13.120
YPR189W	2.710	10.470
YKR037C	2.710	12.220
YPL086C	2.710	8.230
YDL208W	2.710	8.890
YMR189W	2.710	8.090
YOR259C	2.710	8.630
YDR164C	2.710	10.580
YGR277C	2.710	13.420
YDR260C	2.710	9.110
YLR314C	2.710	10.740
YMR019W	2.710	7.270
YGL048C	2.710	13.760
YER125W	2.710	10.770
YLR393W	2.710	9.000
YGR112W	2.710	17.930
YDR494W	2.710	10.500
YLR089C	2.710	8.740
YMR229C	2.710	11.640
YCR072C	2.710	10.490
YJL125C	2.710	14.810
YJR045C	2.710	11.840
YGL001C	2.720	11.280
YMR281W	2.720	14.280
YLR295C	2.720	8.140
YDL124W	2.720	10.020
YDR452W	2.720	12.760
YJL084C	2.720	9.280
YDL149W	2.720	11.220
YIL026C	2.720	12.370
YGR102C	2.720	12.380
YNL252C	2.720	15.870
YKL095W	2.720	13.330
YKL149C	2.720	7.540
YDL057W	2.720	12.130
YKL172W	2.720	12.130
YBR202W	2.720	11.390
YBR079C	2.720	8.550
YOL094C	2.720	10.550
YAL039C	2.720	16.690
YIR006C	2.720	14.120
YAL021C	2.720	10.560
YKL012W	2.720	10.530
YPL228W	2.720	12.470
YMR049C	2.720	12.030
YLL008W	2.720	12.420
YER114C	2.720	11.370
YNR016C	2.720	9.760
YMR293C	2.720	16.750
YEL002C	2.720	10.470
YDR341C	2.720	12.570
YMR153W	2.720	7.450
YFL024C	2.720	12.770
YKR009C	2.720	9.730
YGR198W	2.720	12.030
YIL023C	2.730	10.190
YAR015W	2.730	9.170
YCR052W	2.730	10.550
YIR022W	2.730	10.780
YML082W	2.730	7.220
YER007C-A	2.730	8.700
YDL178W	2.730	10.100
YLR454W	2.730	12.780
YGL024W	2.730	9.450
YOR361C	2.730	11.760
YPR143W	2.730	12.230
YBL093C	2.730	20.020
YJR150C	2.730	13.060
YMR228W	2.730	22.370
YPL205C	2.730	7.320
YGL008C	2.730	14.510
YAR007C	2.730	10.360
YIR026C	2.730	8.690
YGR013W	2.730	14.730
YOR122C	2.730	11.470
YGL162W	2.730	13.050
YOR244W	2.730	12.770
YLR038C	2.730	26.200
YLR021W	2.730	7.600
YNL296W	2.730	14.560
YPL122C	2.730	10.110
YGR289C	2.730	13.320
YLR417W	2.730	11.340
YLR086W	2.730	13.300
YGR211W	2.730	11.100
YJL154C	2.730	8.480
YMR079W	2.730	10.480
YLR234W	2.730	9.520
YDR513W	2.730	10.010
YGL006W	2.730	9.190
YBR057C	2.730	8.960
YOR057W	2.740	12.560
YPR103W	2.740	13.590
YJR072C	2.740	11.540
YNL229C	2.740	8.510
YKR029C	2.740	14.970
YGR030C	2.740	13.220
YJL005W	2.740	12.410
YLR150W	2.740	7.550
YJL063C	2.740	18.080
YKR035W-A	2.740	11.370
YDR079W	2.740	13.290
YNL247W	2.740	12.100
YHR036W	2.740	13.970
YER173W	2.740	10.780
YFR032C-A	2.740	7.630
YJR140C	2.740	13.900
YDL152W	2.740	11.820
YBR110W	2.740	11.790
YNL130C	2.740	12.380
YPR041W	2.740	10.330
YBR247C	2.740	10.940
YDR324C	2.740	7.690
YBR221C	2.740	6.490
YKL191W	2.740	11.560
YHR040W	2.740	11.850
YPL011C	2.740	11.500
YDR512C	2.740	13.140
YNR031C	2.740	14.360
YNR045W	2.740	10.160
YER158C	2.740	11.790
YNL215W	2.740	8.440
YDR455C	2.740	11.350
YJL046W	2.740	11.550
YOR046C	2.740	10.860
YPL209C	2.740	13.680
YGL141W	2.740	13.740
YJR102C	2.740	8.490
YFL004W	2.740	10.030
YDR461W	2.740	11.860
YGL080W	2.740	8.050
YML080W	2.740	7.510
YNL227C	2.740	7.430
YPR107C	2.740	13.090
YER089C	2.740	12.480
YER156C	2.740	9.730
YHR085W	2.750	12.440
YDL240W	2.750	13.740
YNL073W	2.750	16.250
YOR157C	2.750	9.530
YAL043C	2.750	11.870
YDL015C	2.750	10.410
YGR252W	2.750	16.410
YLL003W	2.750	12.780
YIL002C	2.750	9.980
YIR025W	2.750	10.850
YOL139C	2.750	9.080
YJL036W	2.750	11.910
YFR004W	2.750	12.360
YOR201C	2.750	16.830
YOR060C	2.750	12.110
YIL040W	2.750	11.120
YER151C	2.750	10.900
YJL023C	2.750	17.920
YJL167W	2.750	13.220
YPL132W	2.750	18.320
YJL103C	2.750	12.100
YJL072C	2.750	11.840
YMR263W	2.750	13.580
YGL177W	2.750	11.540
YIL101C	2.750	8.890
YLR007W	2.750	10.830
YJR012C	2.750	14.040
YFR030W	2.750	14.560
YJL195C	2.750	13.160
YHR091C	2.750	18.600
YMR043W	2.750	10.060
YBL022C	2.750	19.420
YOR186W	2.750	10.080
YLR382C	2.760	18.960
YGL069C	2.760	14.480
YOR221C	2.760	9.380
YKR069W	2.760	11.730
YLL033W	2.760	16.030
YER130C	2.760	12.110
YNL001W	2.760	7.920
YIL161W	2.760	10.920
YDR487C	2.760	12.680
YER166W	2.760	12.100
YGL225W	2.760	10.350
YJL128C	2.760	12.900
YOR294W	2.760	11.600
YBR293W	2.760	11.540
YPL013C	2.760	22.260
YNL171C	2.760	11.180
YHR066W	2.760	8.740
YJR135C	2.760	11.650
YBR058C	2.760	11.260
YGL098W	2.760	12.100
YDR417C	2.760	12.930
YDR398W	2.760	11.830
YFR027W	2.760	12.360
YLR025W	2.760	9.030
YML083C	2.760	8.900
YFR050C	2.760	15.680
YPR050C	2.760	11.820
YMR151W	2.760	22.970
YJR014W	2.760	9.850
YML067C	2.760	10.560
YJL172W	2.760	11.880
YJL139C	2.760	7.830
YMR194W	2.760	7.660
YJL031C	2.760	11.940
YDR447C	2.760	11.490
YLR147C	2.760	11.610
YGR117C	2.770	13.750
YHR034C	2.770	8.050
YLR024C	2.770	8.390
YGL078C	2.770	7.880
YGR094W	2.770	12.060
YER083C	2.770	10.180
YPL180W	2.770	7.170
YJR093C	2.770	12.140
YGL118C	2.770	10.810
YDL099W	2.770	10.200
YFR008W	2.770	9.220
YCR024C-A	2.770	12.580
YDL002C	2.770	11.780
YFL003C	2.770	15.180
YIL144W	2.770	13.250
YML028W	2.770	10.630
YBR003W	2.770	10.900
YKL145W	2.770	13.070
YKR083C	2.770	14.060
YBR256C	2.770	12.130
YDR500C	2.770	12.810
YOR330C	2.780	19.490
YFL033C	2.780	10.920
YLR201C	2.780	9.540
YOR269W	2.780	10.580
YBR245C	2.780	9.800
YHR170W	2.780	11.480
YNL251C	2.780	10.930
YFL023W	2.780	13.990
YBL099W	2.780	11.490
YKL208W	2.780	10.100
YDL122W	2.780	10.250
YGR073C	2.780	11.880
YIL129C	2.780	12.950
YER117W	2.780	13.820
YEL029C	2.780	14.610
YLR002C	2.780	12.390
YPL182C	2.780	10.240
YJR066W	2.780	11.250
YDR087C	2.780	10.650
YNL135C	2.780	8.330
YBR009C	2.780	9.080
YGL107C	2.790	14.830
YKL052C	2.790	12.010
YPL085W	2.790	13.830
YHL015W	2.790	8.140
YKL176C	2.790	7.470
YPR161C	2.790	13.380
YNL117W	2.790	12.120
YOL111C	2.790	7.390
YLR336C	2.790	11.880
YLL031C	2.790	13.450
YNL088W	2.790	9.840
YDR493W	2.790	13.140
YDR437W	2.790	14.500
YGL105W	2.790	10.910
YDR005C	2.790	13.420
YMR100W	2.790	9.430
YFL010C	2.790	11.890
YOR217W	2.790	11.760
YNL061W	2.790	12.660
YNL052W	2.790	12.470
YFR052W	2.790	12.430
YCR086W	2.790	10.760
YGR279C	2.790	9.870
YDL134C	2.790	12.970
YBL021C	2.790	9.370
YCR057C	2.790	12.030
YLR105C	2.790	11.680
YGL219C	2.800	11.940
YNL313C	2.800	11.130
YMR061W	2.800	10.510
YDL104C	2.800	11.060
YBL006C	2.800	14.950
YGR162W	2.800	15.290
YIL053W	2.800	10.830
YFR040W	2.800	16.330
YDR302W	2.800	9.450
YKL033W	2.800	14.310
YMR216C	2.800	8.320
YDL102W	2.800	11.730
YDL148C	2.800	12.120
YJL109C	2.800	12.010
YLR055C	2.800	7.660
YLR358C	2.800	13.620
YBL007C	2.800	9.460
YLR367W	2.800	8.060
YJR057W	2.810	12.150
YML023C	2.810	11.020
YKL049C	2.810	11.730
YDR238C	2.810	14.840
YMR150C	2.810	18.320
YPR047W	2.810	17.640
YAL044C	2.810	7.820
YPR178W	2.810	12.840
YJR126C	2.810	15.760
YCR003W	2.810	19.780
YDL119C	2.810	10.010
YJR016C	2.810	8.890
YNL287W	2.810	9.000
YDR235W	2.810	11.330
YDR002W	2.810	13.770
YOR167C	2.810	8.450
YKL110C	2.810	8.490
YER132C	2.810	13.590
YGL180W	2.810	11.130
YDR350C	2.810	10.160
YDL150W	2.820	12.210
YJR067C	2.820	11.990
YGL074C	2.820	11.330
YGR157W	2.820	9.470
YER040W	2.820	9.320
YDL060W	2.820	11.370
YFR051C	2.820	10.500
YNL110C	2.820	8.810
YER003C	2.820	13.810
YMR073C	2.820	9.200
YIL171W	2.820	14.370
YLR395C	2.820	10.370
YDR315C	2.820	10.510
YLR088W	2.820	7.530
YGL142C	2.820	11.640
YPR032W	2.820	11.590
YML026C	2.820	5.780
YPL175W	2.820	9.110
YIL100W	2.820	11.210
YHR067W	2.820	9.220
YDR145W	2.820	9.980
YJL122W	2.820	9.160
YAL026C	2.820	10.270
YFL002C	2.820	9.460
YDL165W	2.830	9.440
YOR218C	2.830	11.590
YPL181W	2.830	11.510
YOR232W	2.830	14.300
YGR083C	2.830	14.490
YMR065W	2.830	10.760
YCL017C	2.830	11.100
YGR165W	2.830	16.650
YIL147C	2.830	8.000
YLL044W	2.830	9.280
YAL040C	2.830	8.160
YPL174C	2.830	10.360
YCR068W	2.830	15.410
YOR119C	2.830	11.810
YKR022C	2.830	12.430
YBR236C	2.830	10.690
YFL008W	2.830	12.960
YML001W	2.830	12.750
YLR438C-A	2.830	10.040
YDL105W	2.830	11.400
YIL148W	2.830	15.430
YLR196W	2.830	13.400
YHR101C	2.840	10.930
YHR058C	2.840	12.610
YKR020W	2.840	9.370
YML084W	2.840	6.350
YJL112W	2.840	11.070
YCR094W	2.840	9.170
YPR033C	2.840	12.860
YBR167C	2.840	11.590
YJL166W	2.840	13.680
YDL107W	2.840	18.210
YGL019W	2.840	8.730
YER131W	2.840	11.010
YKR019C	2.840	9.580
YGL109W	2.850	12.750
YOR261C	2.850	12.000
YGR046W	2.850	10.640
YDR473C	2.850	12.900
YJR110W	2.850	9.570
YDR407C	2.850	11.600
YMR077C	2.850	10.120
YNL263C	2.850	12.070
YGR158C	2.850	6.870
YPL076W	2.850	12.790
YER178W	2.850	16.020
YER164W	2.850	11.530
YPL270W	2.850	6.910
YPL080C	2.850	7.410
YDR240C	2.850	10.870
YER115C	2.850	14.720
YLR430W	2.850	13.460
YIL025C	2.850	12.550
YKR025W	2.850	13.350
YGR214W	2.850	7.060
YBL041W	2.850	14.890
YDR211W	2.850	11.770
YLR106C	2.860	12.590
YNL016W	2.860	9.470
YPL266W	2.860	10.850
YLR044C	2.860	10.110
YDL143W	2.860	18.100
YNL248C	2.860	8.650
YPL183W-A	2.860	15.770
YPR135W	2.860	9.060
YBL076C	2.860	12.480
YML015C	2.860	12.180
YOR183W	2.860	8.280
YIL134W	2.860	9.600
YNL292W	2.860	11.460
YNL131W	2.860	9.800
