ORF	hap a | number of peroxisomes | standard [standard] | Yofe I~Thoms S, 2017	hap a | peroxisomes distribution | standard [standard] | Yofe I~Thoms S, 2017
YDL065C	0.610	17.920
YKR001C	0.990	23.830
YOL044W	1.110	9.180
YNL329C	1.120	11.470
YOR193W	1.160	18.180
YKL197C	1.200	9.510
YDR265W	1.280	11.670
YMR204C	1.320	16.900
YGR077C	1.320	13.580
YJL210W	1.330	11.970
YCL056C	1.400	13.230
YPL112C	1.400	9.670
YMR026C	1.470	11.240
YMR205C	1.480	19.880
YMR163C	1.490	11.570
YJL211C	1.520	11.290
YLR191W	1.610	10.720
YGR168C	1.680	10.520
YDR233C	1.760	8.470
YLR126C	1.790	9.340
YPR128C	1.800	11.690
YGL152C	1.870	13.360
YOR084W	1.880	8.490
YGR151C	1.890	7.980
YFL025C	1.900	13.060
YMR264W	1.910	7.750
YOR023C	1.920	8.500
YHR014W	1.930	9.410
YHR039C	1.940	9.510
YGR227W	1.950	9.260
YOR304W	1.960	9.310
YOR047C	1.970	8.810
YMR302C	1.970	8.400
YMR282C	1.970	8.210
YEL048C	1.970	13.660
YOR012W	1.970	8.060
YOR024W	1.970	7.760
YOR214C	1.980	14.490
YDR094W	1.980	7.940
YMR031C	1.980	8.670
YOR131C	1.980	8.700
YKL160W	1.980	6.610
YOR083W	1.990	10.640
YJL130C	2.000	10.830
YKL142W	2.000	7.280
YLR408C	2.000	8.830
YPL221W	2.000	9.560
YDR371W	2.000	9.340
YHR158C	2.000	8.160
YJR020W	2.000	9.450
YOR072W	2.000	8.260
YKL062W	2.000	7.700
YPL092W	2.000	8.610
YPL245W	2.000	7.490
YMR305C	2.010	9.790
YEL059W	2.010	7.090
YBR187W	2.010	7.760
YGL209W	2.010	7.890
YDR239C	2.010	8.260
YPL105C	2.010	10.280
YDR067C	2.020	8.940
YDR097C	2.030	8.270
YLR313C	2.030	6.840
YMR241W	2.030	8.070
YOL014W	2.030	8.250
YNL265C	2.030	7.750
YNR075W	2.040	11.090
YOR134W	2.040	12.410
YDR403W	2.040	7.350
YIL039W	2.040	11.850
YDR090C	2.040	7.370
YOR296W	2.040	7.620
YOR011W	2.040	8.020
YNL255C	2.040	8.160
YMR265C	2.040	7.720
YCL055W	2.040	8.570
YDR485C	2.040	11.230
YOR003W	2.050	7.350
YLR282C	2.050	7.540
YOL057W	2.050	7.380
YLR085C	2.050	7.510
YMR022W	2.050	8.210
YIL062C	2.060	14.550
YNL249C	2.060	7.770
YHL031C	2.060	9.590
YNL223W	2.060	9.190
YMR276W	2.060	8.300
YOR082C	2.060	11.360
YOL029C	2.060	7.960
YNL289W	2.060	9.290
YPL108W	2.060	8.380
YOR042W	2.060	8.820
YGR133W	2.060	6.810
YOR019W	2.060	7.630
YOR320C	2.070	8.820
YNL281W	2.070	10.560
YDR266C	2.070	9.800
YPR132W	2.070	7.000
YKL157W	2.160	8.420
YGL250W	2.070	9.340
YLR335W	2.070	7.480
YMR016C	2.070	9.430
YOL025W	2.080	10.740
YBR183W	2.080	7.960
YKR105C	2.080	12.060
YNR053C	2.080	11.740
YOR085W	2.080	6.910
YLR144C	2.080	9.350
YER051W	2.080	8.840
YKL086W	2.080	7.860
YOR328W	2.080	8.370
YDR349C	2.080	8.820
YOL071W	2.080	10.350
YPR197C	2.080	10.230
YDL056W	2.080	10.440
YCL069W	2.090	9.080
YKL179C	2.090	7.080
YBR223C	2.090	8.240
YNL294C	2.090	10.410
YGR217W	2.090	10.920
YMR020W	2.090	7.700
YNL327W	2.090	8.470
YPL185W	2.090	8.780
YOR279C	2.090	7.470
YOR303W	2.090	4.560
YHR111W	2.100	11.930
YOR099W	2.100	7.970
YLR380W	2.100	7.290
YLR266C	2.100	9.000
YLR420W	2.100	8.660
YGR123C	2.100	10.620
YGR035C	2.100	7.560
YMR259C	2.100	8.340
YGL224C	2.100	8.890
YOR165W	2.100	8.250
YJR021C	2.100	9.090
YOR092W	2.100	8.140
YOR230W	2.100	8.320
YDR057W	2.100	7.330
YAL011W	2.100	9.360
YMR307W	2.100	7.380
YOL056W	2.100	9.720
YML041C	2.100	11.940
YOR298W	2.100	8.650
YOL060C	2.100	7.080
YCL040W	2.110	8.410
YKL185W	2.110	8.790
YOL105C	2.110	12.130
YLR329W	2.110	7.730
YOR299W	2.110	9.210
YOR018W	2.110	7.390
YBR260C	2.110	9.310
YOR343C	2.110	7.850
YMR262W	2.110	8.540
YOL069W	2.110	11.090
YOR005C	2.110	7.080
YLR386W	2.110	10.220
YHR049C-A	2.110	7.810
YLR142W	2.110	8.400
YMR280C	2.110	7.390
YBL062W	2.110	8.490
YNL275W	2.110	8.850
YJL062W	2.110	8.440
YKL034W	2.110	8.660
YDR077W	2.120	7.800
YBR176W	2.120	7.790
YPL015C	2.120	9.010
YHR092C	2.120	8.980
YHR037W	2.120	8.920
YKL159C	2.120	8.760
YCL014W	2.245	8.660
YOL147C	2.120	12.700
YOR383C	2.120	7.690
YNL053W	2.120	7.890
YLR098C	2.120	8.930
YNL047C	2.120	8.250
YGR256W	2.120	11.410
YEL049W	2.120	9.780
YNL283C	2.120	8.580
YER079W	2.120	8.020
YGR192C	2.120	10.150
YPL077C	2.120	11.590
YOL055C	2.120	8.920
YOR382W	2.120	8.170
YOR022C	2.120	8.240
YBR012C	2.120	11.200
YJL159W	2.120	9.320
YOR291W	2.120	7.920
YOL046C	2.120	7.280
YNL268W	2.120	7.340
YOR242C	2.130	9.080
YPL073W	2.130	7.970
YGL153W	2.130	11.330
YCR105W	2.130	7.980
YFR018C	2.130	8.880
YNL134C	2.130	8.210
YHL010C	2.130	10.100
YLR353W	2.130	10.510
YOR087W	2.155	7.730
YLR271W	2.130	8.330
YOR061W	2.130	8.470
YBR259W	2.130	8.110
YEL064C	2.130	9.550
YOR378W	2.130	10.060
YPR011C	2.130	7.970
YER052C	2.130	6.580
YLR136C	2.130	8.170
YHR049W	2.130	10.030
YOR257W	2.140	11.120
YPL257W	2.140	8.640
YDR059C	2.140	7.950
YLR247C	2.140	7.860
YDR065W	2.140	8.040
YOR017W	2.140	7.910
YDR148C	2.140	8.390
YGR008C	2.140	9.550
YNL301C	2.140	8.050
YNL257C	2.140	7.680
YER035W	2.140	8.920
YPR122W	2.140	8.810
YLR171W	2.140	7.510
YNL230C	2.140	11.190
YGL002W	2.140	8.020
YLR109W	2.140	8.270
YLR342W	2.140	8.430
YHR163W	2.140	9.460
YLR268W	2.140	9.880
YNL120C	2.140	14.070
YBR149W	2.140	12.540
YKL174C	2.140	8.740
YNL212W	2.140	7.690
YOL079W	2.140	7.570
YPL214C	2.140	7.690
YOR089C	2.150	7.180
YOR311C	2.150	9.400
YER020W	2.150	9.050
YDR100W	2.150	7.600
YLR381W	2.150	9.880
YCR017C	2.150	9.260
YPL095C	2.150	8.200
YBR130C	2.150	11.890
YOR324C	2.150	8.410
YER059W	2.150	9.480
YOR263C	2.150	8.600
YHR153C	2.150	8.430
YOR129C	2.150	9.690
YOL092W	2.150	10.020
YMR025W	2.150	7.700
YLR169W	2.150	8.650
YNL253W	2.150	7.620
YPR170C	2.150	10.180
YOR307C	2.150	7.690
YDR098C	2.150	7.660
YMR294W-A	2.150	8.080
YHR035W	2.160	7.530
YHL017W	2.160	7.310
YLL016W	2.160	8.350
YLR263W	2.160	9.340
YPL150W	2.160	8.280
YJL165C	2.160	10.010
YDR099W	2.160	7.010
YBR206W	2.160	9.900
YPR200C	2.160	9.650
YPR130C	2.160	9.360
YMR028W	2.160	9.030
YOL035C	2.160	8.110
YPL207W	2.160	7.570
YDR338C	2.160	9.860
YMR292W	2.160	7.650
YAR019C	2.160	10.610
YGL241W	2.160	7.880
YER025W	2.160	11.080
YDR199W	2.160	9.340
YLR137W	2.160	9.120
YOL051W	2.160	8.970
YBR231C	2.160	7.900
YHL013C	2.160	10.590
YPL229W	2.160	8.680
YPR150W	2.160	8.960
YOR126C	2.160	8.780
YLR091W	2.160	8.560
YPR195C	2.160	9.000
YAL031C	2.170	8.840
YDR216W	2.170	7.960
YML100W	2.170	10.940
YNL259C	2.170	7.300
YMR303C	2.170	8.530
YGR017W	2.170	8.460
YBR051W	2.170	10.740
YIR018W	2.170	13.570
YML035C	2.170	8.480
YLR082C	2.170	7.810
YIL155C	2.170	11.920
YBR178W	2.170	8.860
YHL044W	2.170	9.430
YDR173C	2.170	7.410
YGL114W	2.170	10.460
YKL168C	2.170	9.390
YDL026W	2.170	11.730
YGR182C	2.170	9.490
YIL049W	2.170	11.640
YPL135W	2.170	7.560
YER048C	2.170	8.400
YMR261C	2.170	7.930
YCL034W	2.170	9.890
YNL278W	2.170	8.650
YPR184W	2.170	8.920
YBR240C	2.170	8.470
YAL005C	2.170	8.770
YNL285W	2.170	8.330
YCL049C	2.170	8.640
YIR004W	2.170	14.120
YLR352W	2.170	8.060
YPL025C	2.170	8.160
YMR266W	2.180	7.770
YOR316C	2.180	7.260
YGL230C	2.180	6.560
YDR451C	2.180	10.750
YDL157C	2.180	9.850
YOR315W	2.180	8.780
YMR306C-A	2.180	7.720
YOL146W	2.180	12.090
YIL030C	2.180	13.030
YHL014C	2.180	9.640
YHR115C	2.180	7.550
YCL032W	2.180	9.530
YOR166C	2.180	9.010
YOL050C	2.180	7.580
YLR217W	2.180	7.530
YDL006W	2.180	11.460
YMR272C	2.180	7.270
YNL276C	2.180	8.110
YPL021W	2.180	9.480
YML002W	2.180	7.220
YCR059C	2.180	12.620
YGR127W	2.180	7.300
YGR202C	2.180	11.330
YFL056C	2.180	8.310
YHR207C	2.180	7.740
YGR087C	2.180	7.840
YDR209C	2.180	8.370
YGR205W	2.180	9.160
YPL033C	2.180	8.270
YOR137C	2.180	8.110
YHL003C	2.180	9.480
YOL104C	2.180	11.230
YDR112W	2.180	7.980
YGL079W	2.180	9.550
YOR363C	2.190	8.030
YOR093C	2.190	7.250
YOR161C	2.190	7.900
YML076C	2.190	12.820
YNL109W	2.190	15.710
YDR218C	2.190	8.850
YHL021C	2.190	11.080
YIL028W	2.190	10.720
YMR120C	2.190	11.120
YGL021W	2.190	7.790
YPL208W	2.190	7.610
YKR008W	2.190	12.240
YDR213W	2.190	8.840
YIL123W	2.190	11.890
YKL057C	2.190	7.280
YNR064C	2.190	8.010
YLR118C	2.190	8.330
YDR480W	2.190	13.060
YGR051C	2.190	7.640
YOL082W	2.190	8.260
YLR351C	2.190	7.730
YOR196C	2.190	9.960
YLR260W	2.190	8.830
YKL164C	2.190	9.220
YLR170C	2.190	7.240
YNL200C	2.190	9.920
YFL040W	2.190	11.060
YMR295C	2.190	7.630
YKL056C	2.190	7.960
YOR040W	2.190	8.860
YKL015W	2.190	7.050
YDL019C	2.190	11.950
YOR008C	2.190	8.510
YCR011C	2.190	8.620
YNL070W	2.190	10.030
YDR409W	2.190	8.640
YHL037C	2.190	10.570
YEL056W	2.190	7.760
YBR220C	2.190	8.220
YKR096W	2.190	10.690
YGL196W	2.200	7.880
YBL036C	2.200	8.240
YER041W	2.200	8.360
YJL214W	2.200	7.750
YOR009W	2.200	8.200
YCR016W	2.200	8.350
YPR028W	2.200	9.380
YMR289W	2.200	8.450
YDR217C	2.200	8.780
YOR010C	2.200	8.260
YHR167W	2.200	8.390
YJL058C	2.200	9.050
YBL005W	2.200	8.480
YGR193C	2.200	8.400
YML081C-A	2.200	10.480
YFL055W	2.200	9.230
YGR007W	2.200	7.840
YGR031W	2.200	9.310
YPL247C	2.200	8.870
YKL120W	2.200	8.010
YPL230W	2.200	8.070
YBR239C	2.200	6.790
YHR184W	2.200	9.880
YCR015C	2.200	8.980
YGR197C	2.200	8.140
YLR326W	2.200	8.700
YPL241C	2.200	8.500
YER001W	2.200	8.120
YPL198W	2.200	9.150
YJL152W	2.200	9.480
YOR367W	2.200	7.870
YJL155C	2.200	9.070
YHR161C	2.210	9.650
YLR418C	2.210	14.420
YGR170W	2.210	8.350
YHR110W	2.210	10.200
YKL131W	2.210	8.690
YOL119C	2.210	10.590
YDR428C	2.210	8.350
YHR076W	2.210	9.630
YER044C-A	2.210	8.510
YPL038W	2.210	8.760
YJL171C	2.210	9.320
YKL020C	2.210	8.790
YBR148W	2.210	9.540
YPL262W	2.210	9.760
YJL060W	2.210	9.870
YOL031C	2.210	8.030
YBL028C	2.210	9.320
YGL248W	2.210	9.440
YHR210C	2.210	11.460
YMR125W	2.210	8.160
YEL068C	2.210	7.480
YEL023C	2.210	7.260
YMR135C	2.210	9.610
YPR151C	2.210	8.530
YCL024W	2.210	7.850
YPL071C	2.210	6.630
YCR020C	2.210	8.600
YOL030W	2.210	8.620
YOR016C	2.210	7.320
YDR285W	2.210	9.300
YMR252C	2.210	7.240
YOR265W	2.210	9.010
YPL037C	2.210	9.190
YDL219W	2.210	11.480
YPL223C	2.210	8.100
YOR292C	2.210	7.720
YLR102C	2.210	6.620
YGR111W	2.210	9.230
YHR155W	2.210	8.370
YLR134W	2.210	8.390
YIL149C	2.210	11.250
YLR202C	2.210	9.650
YPR194C	2.210	9.430
YOR031W	2.210	7.380
YBR224W	2.210	8.590
YGR033C	2.210	8.460
YIL140W	2.210	11.440
YOR344C	2.210	7.340
YOR079C	2.210	8.260
YOR062C	2.210	7.730
YDL230W	2.210	9.500
YDR078C	2.210	8.660
YDR119W	2.210	8.700
YBR219C	2.210	8.090
YMR274C	2.210	8.190
YDR205W	2.210	12.170
YEL038W	2.210	9.770
YOR338W	2.210	8.430
YDL217C	2.210	9.910
YOR342C	2.210	7.870
YEL071W	2.210	8.800
YGL059W	2.220	6.490
YGR173W	2.220	9.350
YOL061W	2.220	9.190
YER071C	2.220	9.010
YPL168W	2.220	8.980
YER033C	2.220	8.040
YLR344W	2.220	8.040
YNL211C	2.220	6.440
YIL024C	2.220	13.040
YLR279W	2.220	9.760
YNL140C	2.220	10.850
YHR121W	2.220	10.080
YHR061C	2.220	9.830
YHR029C	2.220	9.950
YLR267W	2.220	7.930
YMR291W	2.220	8.210
YNL065W	2.220	12.520
YLR084C	2.220	8.410
YBR263W	2.220	8.310
YDR105C	2.220	8.930
YBR092C	2.220	11.650
YCL025C	2.220	8.170
YJL182C	2.220	9.390
YDR531W	2.220	10.320
YOL084W	2.220	9.160
YOR208W	2.220	8.630
YGR079W	2.220	8.190
YHR030C	2.220	7.950
YDR161W	2.220	9.510
YGL222C	2.220	8.330
YBL089W	2.220	9.660
YDR133C	2.220	9.420
YKL064W	2.220	8.300
YKL069W	2.220	7.960
YPL246C	2.220	8.790
YPL101W	2.220	8.400
YER004W	2.220	7.780
YPL040C	2.220	8.000
YJL131C	2.220	10.630
YIL007C	2.220	12.430
YLR297W	2.220	8.380
YDR070C	2.220	8.940
YOR173W	2.220	9.640
YDR501W	2.220	10.450
YBR158W	2.220	11.450
YEL040W	2.220	8.340
YMR258C	2.220	7.610
YMR313C	2.220	9.500
YIL146C	2.220	13.560
YOL028C	2.220	8.130
YGR149W	2.220	9.200
YOL062C	2.220	8.420
YNL193W	2.220	9.690
YDR271C	2.220	8.720
YOR107W	2.220	7.870
YMR070W	2.230	10.410
YLR300W	2.230	8.550
YLR287C	2.230	7.720
YDR178W	2.230	10.110
YMR238W	2.230	8.300
YOR035C	2.230	9.540
YAL055W	2.230	7.970
YOL052C-A	2.230	8.180
YLR179C	2.230	7.640
YGR069W	2.230	8.300
YDR158W	2.230	7.700
YDR193W	2.230	8.930
YGR097W	2.230	8.230
YJL160C	2.230	15.230
YLL001W	2.230	7.530
YJL065C	2.230	9.590
YPL046C	2.230	9.200
YMR253C	2.230	7.260
YLR172C	2.230	9.810
YMR251W-A	2.230	7.440
YMR278W	2.230	7.430
YGL033W	2.230	7.910
YHL019C	2.230	10.210
YOR041C	2.230	8.840
YLL026W	2.230	7.680
YLR262C	2.230	16.230
YOR376W	2.230	8.070
YDR171W	2.230	7.740
YPL047W	2.230	10.790
YGR268C	2.230	9.640
YGL227W	2.230	8.530
YPR148C	2.230	10.300
YPL022W	2.230	9.050
YGL217C	2.230	11.040
YJL108C	2.230	8.870
YHL034C	2.230	8.970
YOL053W	2.230	9.230
YDL241W	2.230	9.260
YGL018C	2.230	13.840
YOR202W	2.230	8.240
YLR341W	2.230	8.180
YOL042W	2.230	9.410
YGR070W	2.230	10.420
YNL195C	2.230	10.890
YAR042W	2.340	9.250
YPR201W	2.230	8.160
YOR066W	2.230	9.120
YPL267W	2.230	9.370
YNL254C	2.230	7.790
YOR002W	2.230	9.190
YER053C	2.230	7.510
YPL194W	2.230	7.010
YPL064C	2.230	10.200
YHR001W-A	2.230	8.270
YLR173W	2.230	8.650
YCR028C	2.240	14.630
YHR124W	2.240	13.730
YLR107W	2.240	7.720
YDR272W	2.240	11.180
YKL051W	2.240	7.490
YLR283W	2.240	9.650
YLL038C	2.240	8.940
YOR384W	2.240	8.250
YLR163C	2.240	11.860
YJL218W	2.240	9.390
YPR160W	2.240	7.370
YLR404W	2.240	8.450
YMR011W	2.240	7.200
YOR029W	2.240	7.810
YOR054C	2.240	8.310
YPL164C	2.240	8.700
YMR255W	2.240	7.990
YJL178C	2.240	8.600
YOR091W	2.240	7.700
YOR351C	2.240	8.120
YDR370C	2.240	7.830
YGR169C	2.240	8.050
YHR048W	2.240	8.080
YDR491C	2.240	10.190
YLR332W	2.240	8.190
YLR328W	2.240	9.130
YJL191W	2.240	8.810
YMR214W	2.240	11.530
YLR253W	2.240	9.570
YFL019C	2.240	11.260
YIL010W	2.240	9.510
YBR182C	2.240	8.330
YCR027C	2.240	9.460
YDR109C	2.240	8.510
YOR155C	2.240	7.960
YPL263C	2.240	7.830
YJL082W	2.240	10.620
YML128C	2.240	12.750
YEL055C	2.240	10.040
YJR107W	2.240	14.200
YLR043C	2.240	11.070
YMR027W	2.240	8.160
YAL002W	2.240	6.660
YOL024W	2.240	8.180
YMR225C	2.240	7.940
YKL046C	2.240	8.700
YBR249C	2.240	8.730
YDR122W	2.240	8.540
YNL106C	2.240	10.950
YBL015W	2.240	7.220
YGL260W	2.240	8.270
YDR056C	2.240	8.020
YDR135C	2.240	7.460
YOR021C	2.240	8.050
YBR208C	2.240	7.030
YCL033C	2.240	10.280
YML120C	2.240	10.300
YER011W	2.240	8.720
YKL040C	2.250	8.600
YMR237W	2.250	7.490
YPL201C	2.250	9.110
YOR189W	2.250	7.920
YIL120W	2.250	10.110
YOL032W	2.250	8.900
YHR015W	2.250	9.970
YKL190W	2.250	9.170
YHL043W	2.250	9.900
YKL128C	2.250	9.450
YDR222W	2.250	7.940
YLR250W	2.250	9.100
YDL234C	2.250	10.080
YMR023C	2.250	7.610
YBR166C	2.250	11.980
YOL047C	2.250	8.280
YER060W-A	2.250	10.190
YOL070C	2.250	8.970
YBR188C	2.250	6.780
YOR058C	2.250	8.720
YMR310C	2.250	7.690
YMR018W	2.250	8.730
YKL103C	2.250	7.620
YDR015C	2.250	9.920
YMR195W	2.250	8.530
YLR188W	2.250	9.670
YMR221C	2.250	8.880
YKR031C	2.250	12.340
YLR331C	2.250	8.580
YBR034C	2.250	11.520
YDL070W	2.250	9.950
YEL017W	2.250	9.310
YLR241W	2.250	8.350
YNL095C	2.250	10.900
YGL231C	2.250	9.750
YAL042W	2.250	8.740
YHR198C	2.250	10.670
YOR353C	2.250	13.900
YPR062W	2.250	10.240
YCR014C	2.250	8.740
YGL053W	2.250	9.290
YKL161C	2.250	8.370
YLL009C	2.250	8.100
YGL226C-A	2.260	9.160
YJL145W	2.260	8.680
YOR318C	2.260	7.990
YNR055C	2.260	11.760
YOL151W	2.260	8.690
YOR290C	2.260	8.150
YOR289W	2.260	7.480
YNL305C	2.260	7.790
YGR021W	2.260	8.120
YOR255W	2.260	9.070
YER062C	2.260	8.100
YOR288C	2.260	8.730
YKR040C	2.260	11.950
YLR289W	2.260	9.040
YGR139W	2.260	8.130
YLR330W	2.260	8.920
YOL152W	2.260	9.320
YDR393W	2.260	11.020
YEL012W	2.260	10.300
YOR354C	2.260	10.540
YPR149W	2.260	7.190
YDR085C	2.260	7.770
YPL232W	2.260	9.150
YDR402C	2.260	8.810
YDR420W	2.260	10.630
YGR226C	2.260	9.050
YCL057W	2.260	7.360
YOR313C	2.260	8.210
YPR117W	2.260	9.070
YJL158C	2.260	8.580
YDR363W-A	2.260	11.270
YPL200W	2.260	8.160
YLR214W	2.260	8.280
YDR181C	2.260	9.230
YGR004W	2.260	8.310
YDR137W	2.260	7.330
YAL018C	2.260	8.490
YJL161W	2.260	9.390
YDR360W	2.260	7.450
YLR151C	2.260	8.030
YLR345W	2.260	9.240
YLR258W	2.260	7.880
YLR154C	2.260	9.690
YOR030W	2.260	8.170
YBL086C	2.260	10.410
YGR235C	2.260	8.980
YOL011W	2.260	9.040
YBL019W	2.260	9.000
YEL014C	2.260	8.510
YNL063W	2.260	11.670
YMR315W	2.260	11.010
YOL085C	2.260	8.950
YPL220W	2.260	8.200
YHR095W	2.260	8.930
YDL077C	2.260	13.750
YML012W	2.260	9.850
YLR311C	2.260	8.600
YKL096W	2.260	7.750
YOR032C	2.260	6.570
YDR096W	2.260	8.590
YER049W	2.260	8.880
YBR205W	2.260	7.800
YGL028C	2.270	9.200
YLR265C	2.270	8.290
YDR351W	2.270	8.140
YOR337W	2.270	7.510
YLR376C	2.270	8.700
YKL044W	2.270	8.220
YOR347C	2.270	7.680
YIL038C	2.270	10.400
YOR254C	2.270	10.630
YGR124W	2.270	9.600
YPR083W	2.270	8.730
YFL054C	2.270	9.520
YOR321W	2.270	7.790
YPL054W	2.270	7.300
YER047C	2.270	8.500
YHR133C	2.270	7.960
YAL023C	2.270	8.680
YPR012W	2.270	10.630
YOR043W	2.270	8.010
YLR304C	2.270	8.850
YLR094C	2.270	7.770
YOR185C	2.270	9.780
YNR042W	2.270	9.880
YMR140W	2.270	8.000
YOR025W	2.270	8.880
YOR045W	2.270	7.790
YDR241W	2.270	11.070
YGR242W	2.270	8.140
YDR051C	2.270	7.770
YGL089C	2.270	8.280
YGR181W	2.270	8.870
YER039C	2.270	8.240
YPL156C	2.270	7.870
YDR255C	2.270	8.650
YGL197W	2.270	8.980
YEL005C	2.270	9.340
YGL254W	2.270	9.040
YLR065C	2.270	9.620
YDR102C	2.270	8.610
YEL017C-A	2.270	8.810
YOL039W	2.270	7.180
YLR213C	2.270	9.090
YNL028W	2.270	10.930
YHR104W	2.270	9.030
YHL008C	2.270	9.100
YBR278W	2.270	12.000
YDR075W	2.270	7.270
YKL093W	2.270	8.520
YBR146W	2.270	12.930
YKL084W	2.270	9.170
YNL032W	2.270	11.170
YBR216C	2.270	10.330
YER039C-A	2.270	8.190
YMR118C	2.270	8.420
YMR223W	2.270	11.760
YKL102C	2.270	9.070
YBR201W	2.270	8.270
YNL266W	2.270	8.960
YPL113C	2.270	8.060
YNL338W	2.270	7.600
YOR123C	2.270	8.650
YLR095C	2.270	9.710
YNL079C	2.270	13.470
YKL105C	2.270	7.750
YOL103W	2.270	9.460
YOR049C	2.270	8.650
YJL149W	2.270	8.450
YER056C-A	2.270	10.480
YLR178C	2.270	7.950
YER024W	2.270	8.370
YGL236C	2.270	10.310
YGL234W	2.270	8.490
YHR171W	2.270	10.680
YLR327C	2.270	8.860
YLR183C	2.270	8.370
YPL030W	2.270	13.200
YPL039W	2.270	8.800
YOR283W	2.280	9.430
YDL242W	2.280	8.260
YGL194C	2.280	13.280
YLR309C	2.280	9.970
YEL015W	2.280	8.130
YKR091W	2.280	11.270
YLR407W	2.280	8.340
YML060W	2.280	7.440
YPL053C	2.280	9.020
YPL145C	2.280	11.600
YDR372C	2.280	7.830
YGL057C	2.280	9.370
YDL231C	2.280	14.460
YLR296W	2.280	8.970
YPL098C	2.280	8.240
YOR034C	2.280	8.020
YNL224C	2.280	7.410
YPR065W	2.280	16.220
YMR285C	2.280	9.340
YER042W	2.280	8.500
YNL273W	2.280	7.440
YBR225W	2.280	9.720
YDL027C	2.280	9.900
YHR179W	2.280	8.500
YOR153W	2.280	8.330
YBR157C	2.280	10.000
YDR348C	2.280	8.110
YLR303W	2.280	9.100
YOR243C	2.280	10.370
YOR285W	2.280	9.130
YJL045W	2.280	11.950
YAR027W	2.280	8.240
YMR160W	2.280	13.880
YIL119C	2.280	10.900
YNL264C	2.280	14.160
YBR195C	2.280	8.270
YDL039C	2.360	10.905
YGR154C	2.280	7.380
YGR092W	2.280	9.830
YKL055C	2.280	9.860
YKL133C	2.280	7.960
YBR143C	2.280	11.520
YDL020C	2.280	14.450
YMR017W	2.280	9.330
YDR214W	2.280	7.700
YLR152C	2.280	8.490
YBR233W	2.280	7.820
YPR146C	2.280	9.980
YDL044C	2.280	27.140
YKL162C	2.280	7.890
YKL178C	2.280	7.700
YOR267C	2.280	10.750
YBL061C	2.280	7.940
YBR262C	2.280	8.780
YNL318C	2.280	9.160
YPR174C	2.280	9.220
YHR097C	2.280	7.570
YGR176W	2.280	10.180
YHR139C-A	2.280	11.980
YOR105W	2.280	9.150
YIL015W	2.280	8.960
YOR371C	2.280	9.020
YGR152C	2.280	8.300
YPL035C	2.280	9.500
YPR001W	2.280	8.190
YPL089C	2.280	8.560
YMR304W	2.280	10.190
YNL144C	2.280	11.630
YGR177C	2.280	8.120
YDR309C	2.280	9.810
YER133W	2.280	13.270
YNR069C	2.280	9.860
YGL062W	2.280	8.720
YHR109W	2.280	9.620
YHR143W	2.280	10.640
YGR015C	2.280	8.670
YDL201W	2.280	8.610
YFL052W	2.280	12.970
YDR032C	2.280	10.270
YLR232W	2.280	7.660
YOR162C	2.280	8.760
YMR176W	2.280	8.410
YCL036W	2.280	9.780
YKL201C	2.390	12.045
YOL112W	2.280	9.680
YLR284C	2.290	7.560
YMR162C	2.290	7.170
YLR223C	2.290	10.020
YLR251W	2.290	8.150
YHR012W	2.290	9.710
YMR245W	2.290	7.960
YAR028W	2.290	7.460
YDR441C	2.290	10.800
YKL090W	2.290	7.770
YNL326C	2.290	7.510
YGL049C	2.290	8.630
YGR200C	2.290	8.310
YLR320W	2.290	7.330
YDR492W	2.290	13.070
YHR139C	2.290	9.060
YMR299C	2.290	9.240
YOR071C	2.290	7.990
YMR300C	2.290	8.400
YLR261C	2.290	10.700
YLR360W	2.290	7.280
YFR055W	2.290	8.060
YHR113W	2.290	8.540
YPR153W	2.290	9.270
YMR119W-A	2.290	12.710
YFR023W	2.290	9.510
YAL030W	2.290	7.890
YLR128W	2.290	8.200
YGL255W	2.290	7.500
YJL206C	2.290	9.330
YLR053C	2.290	8.060
YML038C	2.290	10.970
YMR284W	2.290	7.880
YKR049C	2.290	9.430
YLR111W	2.290	7.840
YDL161W	2.290	9.660
YJL011C	2.290	11.800
YGR084C	2.290	10.980
YDR142C	2.290	7.430
YHL027W	2.290	10.060
YKL010C	2.290	7.710
YKL066W	2.290	8.390
YGL035C	2.290	8.250
YPL162C	2.290	9.870
YBR250W	2.290	9.260
YBL049W	2.290	8.630
YDR458C	2.290	10.310
YDR368W	2.290	8.370
YKL129C	2.290	8.880
YKL070W	2.290	8.200
YOR245C	2.290	7.250
YIL113W	2.290	11.220
YOL037C	2.290	8.510
YDR540C	2.290	9.020
YJL205C	2.290	8.540
YDR244W	2.290	7.430
YAL066W	2.290	8.180
YMR308C	2.290	14.730
YBR212W	2.290	7.120
YOR381W	2.290	8.160
YGL042C	2.290	7.860
YGL025C	2.290	8.520
YGR146C	2.290	7.570
YDR352W	2.290	8.650
YGR209C	2.290	10.150
YOR386W	2.290	8.560
YDR306C	2.290	10.940
YOL132W	2.290	9.950
YBR248C	2.290	6.090
YNL194C	2.290	10.240
YPL096W	2.290	8.990
YOR380W	2.290	8.040
YLR210W	2.290	9.880
YLR416C	2.290	7.690
YER068W	2.290	7.460
YLR447C	2.290	9.630
YLR255C	2.300	9.710
YPL074W	2.300	8.100
YJL201W	2.300	7.990
