orf	het | growth (relative abundance in pooled culture) | sodium arsenite [450 mM] | Pan X~Boeke JD, 2010
YML028W	-3.3186197528157066
YML032C	-3.3186197528157066
YML063W	3.3186197528157066
YML073C	3.3186197528157066
YML094W	-3.3186197528157066
YML106W	3.3186197528157066
YML115C	-3.3186197528157066
YML124C	-4.97792962922356
YMR038C	-3.3186197528157066
YMR061W	-6.637239505631413
YMR077C	-3.3186197528157066
YMR080C	3.3186197528157066
YMR091C	-6.637239505631413
YMR136W	3.3186197528157066
YMR142C	3.3186197528157066
YMR143W	3.3186197528157066
YMR165C	-3.3186197528157066
YMR202W	-3.3186197528157066
YMR224C	-3.3186197528157066
YMR231W	-3.3186197528157066
YMR242C	3.3186197528157066
YMR263W	-3.3186197528157066
YMR275C	-3.3186197528157066
YMR294W	-3.3186197528157066
YMR296C	-6.637239505631413
YNL021W	-3.3186197528157066
YNL054W	-3.3186197528157066
YNL067W	3.3186197528157066
YNL069C	3.3186197528157066
YNL084C	-3.3186197528157066
YNL097C	-3.3186197528157066
YNL099C	-3.3186197528157066
YNL138W	-3.3186197528157066
YNL153C	-3.3186197528157066
YNL192W	-3.3186197528157066
YNL201C	-3.3186197528157066
YNL214W	-3.3186197528157066
YNL220W	-6.637239505631413
YNL227C	3.3186197528157066
YNL229C	-3.3186197528157066
YNL236W	-3.3186197528157066
YNL250W	-3.3186197528157066
YNL271C	-3.3186197528157066
YNL280C	-3.3186197528157066
YNL297C	-3.3186197528157066
YNL298W	-3.3186197528157066
YNL302C	3.3186197528157066
YNL307C	-3.3186197528157066
YNL329C	-3.3186197528157066
YNL330C	-3.3186197528157066
YNR006W	-3.3186197528157066
YNR031C	-3.3186197528157066
YOL004W	-3.3186197528157066
YOL012C	-3.3186197528157066
YOL041C	3.3186197528157066
YOL044W	-3.3186197528157066
YOL076W	-3.3186197528157066
YOL081W	-3.3186197528157066
YOL138C	-3.3186197528157066
YOR001W	3.3186197528157066
YOR039W	3.3186197528157066
YOR073W	-3.3186197528157066
YOR080W	-3.3186197528157066
YOR085W	3.3186197528157066
YOR096W	3.3186197528157066
YOR123C	3.3186197528157066
YOR124C	-3.3186197528157066
YOR182C	3.3186197528157066
YOR265W	-4.97792962922356
YOR293W	3.3186197528157066
YOR304W	-3.3186197528157066
YOR309C	3.3186197528157066
YOR312C	3.3186197528157066
YOR349W	-3.3186197528157066
YOR360C	-3.3186197528157066
YOR371C	-3.3186197528157066
YPL002C	-3.3186197528157066
YPL008W	-3.3186197528157066
YPL055C	-3.3186197528157066
YPL066W	-3.3186197528157066
YPL084W	-3.3186197528157066
YPL090C	3.3186197528157066
YPL106C	-3.3186197528157066
YPL125W	3.3186197528157066
YPL139C	-3.3186197528157066
YPL159C	-6.637239505631413
YPL161C	-3.3186197528157066
YPL193W	3.3186197528157066
YPL239W	3.3186197528157066
YPL241C	-3.3186197528157066
YPL268W	3.3186197528157066
YPR043W	3.3186197528157066
YPR119W	-3.3186197528157066
YPR120C	-3.3186197528157066
YPR132W	3.3186197528157066
YPR135W	-3.3186197528157066
YPR164W	-3.3186197528157066
YPR179C	-3.3186197528157066
YPR199C	-4.97792962922356
YPR201W	-4.97792962922356
