orf	hom | growth (spot assay) | temperature [50ºC], growth phase [log] | YPD | Jarolim S~Dawes IW, 2013	hom | growth (spot assay) | temperature [50ºC], growth phase [stationary] | YPD | Jarolim S~Dawes IW, 2013
YAL002W	-3.142219267474056	0.039433046802598064
YAL012W	-3.142219267474056	0.039433046802598064
YAL013W	-1.5387156206702854	0.039433046802598064
YAL021C	-3.142219267474056	3.94330468025981
YAL026C	-1.5387156206702854	0.039433046802598064
YAL033W	-3.142219267474056	3.94330468025981
YAL047C	-6.349226561081598	0.039433046802598064
YAL048C	-1.5387156206702854	-3.864438586654614
YAL055W	-1.5387156206702854	0.039433046802598064
YAL059W	0.06478802613348539	1.3407235912883355
YAL064W	3.271795319741027	3.94330468025981
YAR002W	-1.5387156206702854	0.039433046802598064
YAR003W	-1.5387156206702854	-1.2618574976831394
YAR018C	0.06478802613348539	1.3407235912883355
YBL007C	-4.7457229142778266	-3.864438586654614
YBL026W	0.06478802613348539	3.94330468025981
YBL027W	-1.5387156206702854	3.94330468025981
YBL030C	-1.5387156206702854	-2.563148042168877
YBL033C	0.06478802613348539	3.94330468025981
YBL034C	0.06478802613348539	3.94330468025981
YBL038W	-4.7457229142778266	-3.864438586654614
YBL045C	-1.5387156206702854	-3.864438586654614
YBL051C	0.06478802613348539	-1.2618574976831394
YBL072C	0.06478802613348539	3.94330468025981
YBL082C	-3.142219267474056	0.039433046802598064
YBL089W	3.271795319741027	0.039433046802598064
YBL093C	0.06478802613348539	2.642014135774073
YBL099W	0.06478802613348539	-3.864438586654614
YBL100C	-3.142219267474056	-3.864438586654614
YBL104C	0.06478802613348539	2.642014135774073
YBR003W	-3.142219267474056	-3.864438586654614
YBR006W	0.06478802613348539	-2.563148042168877
YBR009C	-3.142219267474056	0.039433046802598064
YBR031W	0.06478802613348539	2.642014135774073
YBR035C	-3.142219267474056	2.642014135774073
YBR059C	1.668291672937256	0.039433046802598064
YBR073W	0.06478802613348539	2.642014135774073
YBR077C	4.875298966544798	3.94330468025981
YBR078W	-4.7457229142778266	-3.864438586654614
YBR084C-A	1.668291672937256	3.94330468025981
YBR101C	0.06478802613348539	2.642014135774073
YBR105C	-1.5387156206702854	0.039433046802598064
YBR120C	0.06478802613348539	-2.563148042168877
YBR127C	-6.349226561081598	0.039433046802598064
YBR133C	-4.7457229142778266	0.039433046802598064
YBR134W	-4.7457229142778266	0.039433046802598064
YBR153W	0.06478802613348539	3.94330468025981
YBR156C	0.06478802613348539	1.3407235912883355
YBR162C	0.06478802613348539	1.3407235912883355
YBR163W	-3.142219267474056	-3.864438586654614
YBR175W	-1.5387156206702854	0.039433046802598064
YBR179C	-4.7457229142778266	0.039433046802598064
YBR188C	-3.142219267474056	0.039433046802598064
YBR189W	-1.5387156206702854	0.039433046802598064
YBR200W	-3.142219267474056	0.039433046802598064
YBR207W	0.06478802613348539	2.642014135774073
YBR216C	0.06478802613348539	1.3407235912883355
YBR219C	0.06478802613348539	3.94330468025981
YBR224W	0.06478802613348539	1.3407235912883355
YBR225W	0.06478802613348539	2.642014135774073
YBR226C	0.06478802613348539	2.642014135774073
YBR231C	0.06478802613348539	3.94330468025981
YBR240C	0.06478802613348539	-2.563148042168877
YBR245C	0.06478802613348539	1.3407235912883355
YBR249C	4.875298966544798	0.039433046802598064
YBR261C	0.06478802613348539	2.642014135774073
YBR266C	-3.142219267474056	0.039433046802598064
YBR267W	-3.142219267474056	0.039433046802598064
YBR278W	-1.5387156206702854	0.039433046802598064
YBR279W	-1.5387156206702854	0.039433046802598064
YBR288C	1.668291672937256	0.039433046802598064
YCL004W	3.271795319741027	0.039433046802598064
YCL007C	-4.7457229142778266	0.039433046802598064
YCL008C	-4.7457229142778266	0.039433046802598064
YCL011C	0.06478802613348539	3.94330468025981
YCL016C	-4.7457229142778266	0.039433046802598064
YCL027W	-3.142219267474056	0.039433046802598064
YCL029C	-4.7457229142778266	0.039433046802598064
YCL037C	0.06478802613348539	1.3407235912883355
YCL039W	-3.142219267474056	0.039433046802598064
YCL058C	0.06478802613348539	2.642014135774073
YCL063W	3.271795319741027	1.3407235912883355
YCR003W	0.06478802613348539	2.642014135774073
YCR017C	-1.5387156206702854	-1.2618574976831394
YCR018C	-1.5387156206702854	-1.2618574976831394
YCR028C-A	0.06478802613348539	-3.864438586654614
YCR047C	-6.349226561081598	0.039433046802598064
YCR051W	0.06478802613348539	2.642014135774073
YCR053W	0.06478802613348539	2.642014135774073
YCR061W	-1.5387156206702854	0.039433046802598064
