ORF	het | growth (relative abundance in pooled culture) | actinomycin D [20 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | cytarabine [500 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | imipramine [312.5 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | trifluoperazine [17.5 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | caffeine [700 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | doxorubicin [3 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | flurbiprofen [75 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | tunicamycin [150 ng/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | ethanol [1.25%], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | Erythromycin ethylsuccinate [2.5 mg/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | sulfinpyrazone [20 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | pentamidine [250 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | flucytosine [200 ng/mL], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | cycloheximide [10 ng/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | promethazine [100 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | histamine [3 mg/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | procaine [2.5 mg/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | tetracycline [800 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | staurosporine [2 mg/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | hydroxyurea [20 mM], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | warfarin [500 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | 5-fluorouracil [2 uM], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | gliotoxin [3 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | asulam [250 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | carbendazim [100 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | minimal complete [standard], atenolol [4 mg/ml] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | cymoxanil [1.25 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | isoniazide [275 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | Nicardipine [1 mg/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | camptothecin [100 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | sodium chloride [250 mM], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | tamoxifen [3.5 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | ibuprofen [10 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | nitrofurantoin [500 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | daunorubicin [40 ng/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | 5-fluoro-2'-deoxyuridine [300 uM], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | sodium arsenite [20 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | minimal complete [standard], zidovudine [2 mg/ml] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | cisplatin [600 uM], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | amphotericin B [600 ng/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | chlorpromazine [37.5 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | desipramine [200 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | Molsidomine [2 mg/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | gemfibrozil [30 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | clotrimazole [37.5 ng/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | dimethyl sulfoxide [2.5%], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | metoclopramide [7 mg/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | methyl methanesulfonate [0.002%], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | sulfometuron methyl [1.25 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | amitriptyline [125 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | naproxen [40 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | oxybuprocaine [900 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | troglitazone [300 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | indometacin [100 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | efavirenz [300 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | thalidomide [1 mg/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | sulfanilamide [625 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | nevirapine [250 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | terbinafine [2.5 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | sodium nitroprusside [667 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | methotrexate [12.5 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | doxycycline [400 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | diltiazem [2 mg/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | haloperidol [62.5 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | nifedipine [200 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | omeprazole [50 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | menadione [40 ng/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | sulfamethoxazole [200 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | kanamycin [6 mg/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | clomipramine [50 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | nalidixic acid [325 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | valproic acid [300 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | phenylbutazone [200 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | pramoxine [16 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | fenpropimorph [0.00001%], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | dyclonine [32 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | lovastatin [40 ug/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004	het | growth (relative abundance in pooled culture) | paromomycin [5 mg/ml], minimal complete [standard] | Lum PY~Shoemaker DD, 2004
YGR105W	-138.658	-5.302	-3.273	-2.332	-1.627	-1.624	-1.523	-1.093	-1.080	-1.059	-1.018	-0.923	-0.826	-0.809	-0.751	-0.667	-0.651	-0.628	-0.608	-0.605	-0.530	-0.423	-0.418	-0.414	-0.407	-0.396	-0.317	-0.302	-0.293	-0.269	-0.248	-0.228	-0.227	-0.222	-0.186	-0.161	-0.140	-0.122	-0.109	-0.061	-0.049	-0.023	-0.009	-0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YOR114W	-115.568	NaN	NaN	NaN	NaN	NaN	-0.225	NaN	NaN	-0.587	NaN	-0.435	NaN	-0.313	NaN	-0.365	-0.061	-0.595	-1.311	-0.174	NaN	-0.937	-0.340	NaN	NaN	NaN	-0.033	NaN	NaN	-0.167	-0.099	-0.019	NaN	-0.437	-0.197	-0.684	-0.468	NaN	NaN	NaN	-0.366	-0.001	NaN	NaN	NaN	-0.119	NaN	-1.584	-0.073	-0.162	-0.034	-0.465	NaN	-0.063	NaN	NaN	-0.576	NaN	-1.349	-0.419	NaN	-0.381	-0.007	NaN	-0.048	NaN	NaN	NaN	NaN	NaN	-1.010	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR243C	-95.233	-15.905	-2.967	-2.239	-0.520	-2.502	-1.395	-0.764	-1.830	-0.277	-0.243	-0.841	-0.709	NaN	-1.577	NaN	NaN	-0.259	NaN	NaN	-0.061	-0.707	NaN	NaN	-2.332	NaN	-0.122	-3.243	NaN	-0.450	NaN	NaN	-0.152	-0.119	-1.269	-1.127	NaN	-0.300	NaN	-2.027	-0.802	NaN	NaN	-0.291	-2.137	NaN	-1.648	-0.475	-0.137	-2.436	-0.177	NaN	NaN	NaN	-0.752	NaN	NaN	NaN	NaN	-1.026	NaN	-0.141	NaN	-0.107	NaN	NaN	-0.868	NaN	NaN	-1.250	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YIR026C	-86.274	NaN	NaN	NaN	NaN	-8.397	-0.771	NaN	NaN	-0.705	NaN	-1.695	NaN	-0.170	NaN	-0.140	-0.002	NaN	-0.558	NaN	NaN	NaN	-0.104	NaN	NaN	NaN	-0.152	-1.572	NaN	-0.529	NaN	NaN	NaN	-0.586	-0.344	NaN	-2.203	-0.254	NaN	NaN	NaN	-0.363	-2.359	-0.293	-4.889	NaN	NaN	NaN	-1.398	NaN	NaN	-0.044	NaN	NaN	NaN	-0.156	-2.038	-1.018	-2.312	NaN	-0.316	NaN	NaN	NaN	-1.150	NaN	-0.952	NaN	NaN	-0.010	NaN	-0.142	NaN	NaN	NaN	NaN	NaN	NaN
YHR120W	-82.811	-7.097	-4.404	-1.940	-1.391	NaN	-0.131	NaN	-0.235	NaN	NaN	-0.913	-0.010	-0.226	NaN	-2.234	-0.043	-1.810	NaN	NaN	-0.511	-0.185	NaN	NaN	-7.167	NaN	-0.282	-1.355	-1.235	-0.475	NaN	NaN	-0.083	-0.006	-0.629	-1.519	-0.353	-0.302	NaN	-0.060	-0.384	-0.085	-0.978	NaN	NaN	NaN	NaN	NaN	NaN	-0.978	-1.123	-0.267	-0.011	-0.180	-0.024	-0.299	-0.032	-0.890	NaN	-0.055	-0.682	-0.018	-0.104	NaN	-0.078	-0.207	-0.596	NaN	-0.375	-1.481	NaN	-0.408	NaN	-0.824	-0.223	-0.064	NaN	NaN
YKL031W	-82.395	-12.713	-0.348	-2.325	-1.147	-2.222	-0.274	-0.035	-0.900	-0.212	NaN	NaN	-0.104	NaN	-1.530	-0.578	NaN	-0.203	NaN	-1.150	NaN	NaN	NaN	-0.017	NaN	-1.872	-0.136	-0.931	NaN	NaN	-1.397	NaN	NaN	-0.554	-3.263	-0.349	-0.834	-0.894	NaN	NaN	-0.289	NaN	NaN	-0.529	NaN	NaN	NaN	NaN	NaN	NaN	-0.124	NaN	NaN	NaN	NaN	-0.235	NaN	NaN	NaN	-0.100	NaN	-0.898	NaN	-2.352	NaN	-1.110	-0.482	-0.772	-0.615	-2.689	-0.039	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR094W	-80.644	NaN	-0.580	NaN	-1.456	-0.363	NaN	-0.059	NaN	NaN	-0.643	-4.008	NaN	NaN	-0.245	-0.501	NaN	NaN	-0.616	-0.392	NaN	-0.436	-0.271	-1.015	-13.074	NaN	-0.231	-0.883	-0.515	-1.770	NaN	-0.642	-0.287	NaN	-0.173	-1.928	-1.784	-0.122	NaN	-0.031	NaN	-0.844	NaN	NaN	NaN	NaN	NaN	-0.542	NaN	-2.744	-1.053	-0.230	-0.088	NaN	-0.060	NaN	NaN	NaN	NaN	NaN	NaN	-0.778	NaN	-0.417	-0.263	NaN	NaN	NaN	-0.458	NaN	-0.300	NaN	-0.095	NaN	NaN	NaN	NaN	NaN
YJL155C	-78.299	-1.997	-0.729	NaN	-0.943	-0.434	NaN	-0.554	-0.081	NaN	-0.421	-0.752	-0.128	NaN	NaN	-0.218	-0.633	NaN	-0.280	-0.588	-0.196	-0.162	NaN	-1.116	NaN	NaN	NaN	-0.774	-0.103	-1.449	NaN	-0.341	-0.148	NaN	-0.078	-0.448	NaN	NaN	NaN	-0.039	-0.207	NaN	-0.015	NaN	-0.950	NaN	-0.094	-4.890	-2.950	NaN	-0.145	NaN	-0.042	NaN	NaN	NaN	-0.147	NaN	-0.529	NaN	-0.748	NaN	NaN	-1.478	NaN	NaN	NaN	NaN	NaN	NaN	-0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR186W	-77.065	NaN	-1.260	-2.321	-0.054	NaN	-0.462	NaN	NaN	-1.633	NaN	NaN	NaN	NaN	-1.151	-0.414	NaN	NaN	NaN	NaN	NaN	NaN	-1.242	NaN	-0.772	-0.905	NaN	NaN	-0.482	-1.027	-1.964	NaN	NaN	NaN	-0.191	NaN	NaN	NaN	NaN	NaN	NaN	-0.207	-1.141	NaN	-0.002	-0.708	-0.042	NaN	NaN	-1.516	NaN	-0.571	-0.398	NaN	NaN	NaN	NaN	-0.002	-0.329	NaN	-0.183	NaN	NaN	NaN	-0.290	NaN	-4.884	NaN	NaN	-0.746	-0.235	-0.520	-0.489	-0.262	NaN	-0.007	NaN	-0.000
YNL173C	-76.200	-2.304	-0.264	NaN	NaN	-0.265	-0.789	-0.570	-0.403	-2.229	-0.182	NaN	-0.241	-0.066	NaN	-1.525	NaN	-0.244	-0.743	-0.226	-0.415	NaN	NaN	NaN	-0.806	NaN	NaN	-0.115	NaN	NaN	NaN	-1.017	NaN	-0.022	-0.365	-0.643	-1.061	NaN	NaN	-0.471	-0.812	-1.177	-0.724	-0.363	NaN	NaN	NaN	NaN	NaN	NaN	-0.515	-0.643	-0.016	-0.301	NaN	NaN	-0.096	NaN	-2.619	-0.386	-0.933	-0.309	NaN	NaN	-0.494	NaN	NaN	NaN	-0.222	NaN	-0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YGL261C	-75.734	NaN	NaN	NaN	-1.469	NaN	NaN	NaN	NaN	-0.104	-0.173	-1.900	-2.266	-0.517	-0.442	-1.197	NaN	NaN	-0.103	-2.909	-0.020	-0.114	NaN	-0.756	-1.199	NaN	-0.571	NaN	NaN	-0.689	NaN	-0.442	NaN	NaN	NaN	NaN	-0.456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.267	NaN	-0.052	-0.082	-1.340	-0.314	-0.540	NaN	-0.582	-0.394	NaN	NaN	-0.007	-0.091	NaN	-0.445	NaN	NaN	-0.195	NaN	-0.901	NaN	NaN	-0.041	NaN	NaN	NaN	NaN	-0.846	NaN	NaN	NaN	NaN	NaN
YPL247C	-74.411	-1.896	NaN	NaN	-1.665	-1.138	-0.048	-0.290	-1.445	NaN	NaN	-2.602	-0.054	-0.157	NaN	NaN	-0.946	NaN	-0.767	-1.071	NaN	-0.071	-0.025	-1.308	NaN	-0.043	NaN	-0.143	-1.070	NaN	NaN	-0.247	NaN	-0.728	-0.294	NaN	NaN	NaN	-0.713	-1.673	NaN	NaN	NaN	-0.652	NaN	NaN	NaN	NaN	NaN	NaN	-0.178	NaN	NaN	-0.287	NaN	-0.289	-0.120	-0.249	NaN	-0.089	-1.887	NaN	-0.714	NaN	NaN	NaN	NaN	NaN	NaN	-0.404	-0.008	NaN	NaN	-1.593	-2.592	-1.960	-0.158	NaN
YEL027W	-71.100	-7.266	NaN	NaN	NaN	-1.768	NaN	-0.969	-0.492	-0.701	NaN	-8.192	NaN	-0.044	-0.777	NaN	-11.592	-0.372	-0.808	NaN	-0.002	-0.070	-1.420	NaN	-0.701	NaN	NaN	NaN	-1.675	NaN	NaN	-0.020	NaN	NaN	-0.532	NaN	NaN	-0.057	-0.017	NaN	NaN	NaN	-0.577	NaN	-0.532	-0.492	-7.179	NaN	NaN	NaN	NaN	-1.639	NaN	NaN	-1.004	NaN	-0.439	NaN	NaN	NaN	-0.461	-0.628	NaN	-1.011	-0.977	-0.130	NaN	NaN	-0.558	-1.318	-0.719	-0.266	NaN	-0.228	-0.455	NaN	NaN	NaN
