orf	hom | growth (relative abundance in pooled culture) | elesclomol (elesclomol [IC15]) | Blackman RK~Nislow C, 2012	het | growth (relative abundance in pooled culture) | elesclomol (elesclomol [IC15]) | Blackman RK~Nislow C, 2012
YDR108W	-0.200278	
YDR109C	0.1816014	
YDR110W	-0.1368026	
YDR111C	0.051442000000000015	
YDR112W	0.0956265	
YDR113C		-0.15956295
YDR114C	1.0915050000000002	
YDR115W	0.17833929999999998	
YDR116C	0.3207836	
YDR117C	0.13740075	
YDR118W		0.16964600000000002
YDR119W	0.4199425	
YDR120C	1.0679745	
YDR121W	-0.0711799	
YDR122W	0.06557435	
YDR123C	0.16501149999999998	
YDR124W	-0.089787	
YDR125C	0.501545	
YDR126W	0.10847400000000001	
YDR127W	-0.455437	
YDR128W	0.03467365	
YDR129C		
YDR130C	0.13609725	
YDR131C	0.382138	
YDR132C	-0.48075100000000004	
YDR133C	-0.3364995	
YDR135C	0.390043	
YDR136C	-0.04584005	
YDR137W	-0.1170819	
YDR138W	0.1740955	
YDR139C	0.08104745	
YDR140W	-0.6969405	
YDR141C		-0.050919549999999994
YDR142C	-0.302359	
YDR143C	0.263871	
YDR144C	0.12958039999999998	
YDR145W		-0.2079845
YDR146C	0.05140825	
YDR147W	-0.553793	
YDR148C		
YDR149C	0.1792945	
YDR150W	1.8605000000000097e-05	
YDR151C	-0.10283795000000001	
YDR152W	0.5008025	
YDR153C	0.31300249999999996	
YDR154C	-0.401914	
YDR155C	0.04270655	
YDR156W	-0.293192	
YDR157W	0.3217805	
YDR158W	-0.256575	
YDR159W	-0.1708175	
YDR160W		-0.13214855
YDR161W	0.2529175	
YDR162C	0.3485515	
YDR163W		
YDR164C		-0.549368
YDR165W	-0.06819025000000001	
YDR166C		-0.0794317
YDR167W		0.178616
YDR168W		-0.4072585
YDR169C	0.17021	
YDR169C-A		
YDR170C		-0.1431442
YDR171W	-0.25387899999999997	
YDR172W		-0.01635955
YDR173C	-0.30803349999999996	
YDR174W	-0.631042	
YDR175C		
YDR176W	0.6842195	
YDR177W		0.13799375
YDR178W	-0.08836365	
YDR179C	-0.2327465	
YDR179W-A	-0.18487155	
YDR180W		0.0469908
YDR181C	-0.09292975	
YDR182W		0.35673049999999995
YDR182W-A		
YDR183W	0.0908084	
YDR184C	-0.22537649999999998	
YDR185C	-0.16809449999999998	
YDR186C	-0.288616	
YDR187C		-0.537098
YDR188W		-0.8840604999999999
YDR189W		-0.1594155
YDR190C		-0.2773836
YDR191W	-0.36316899999999996	
YDR192C	-0.025938350000000002	
YDR193W	0.0786018	
YDR194C		
YDR194W-A		
YDR195W		
YDR196C		-0.19641745
YDR197W	1.542945	
YDR198C	-0.15932079999999998	
YDR199W	-0.6718014999999999	
YDR200C	0.408023	
YDR201W		-0.1069409
YDR202C	1.57488	
YDR203W	-0.348645	
YDR204W	2.104755	
YDR205W	-0.044983300000000004	
YDR206W	-0.09375735	
YDR207C	0.15818100000000002	
YDR208W		-0.4787305
YDR209C	-0.030084600000000003	
YDR210W	-0.4046345	
YDR211W		0.06883265
YDR212W		-0.460609
YDR213W	0.1037059	
YDR214W	0.1843235	
YDR215C	-0.49201	
YDR216W	-0.0321513	
YDR217C	0.3071305	
YDR218C	0.147581	
YDR219C	-0.06554584999999999	
YDR220C	-0.437167	
YDR221W	0.277715	
YDR222W	-0.212671	
YDR223W	0.01638845	
YDR224C		0.271595
YDR225W	0.10984075	
YDR226W		
YDR227W		
YDR228C		-0.2981095
YDR229W	0.232524	
YDR230W	1.941685	
YDR231C	1.1160555	
YDR232W		0.2452275
YDR233C	0.5507465	
YDR234W	0.206766	
YDR235W		0.11255985
YDR236C		-0.2583235
YDR237W	1.022206	
YDR238C		-0.006869900000000002
YDR239C	0.136588	
YDR240C		-0.06220525
YDR241W	-0.297864	
YDR242W	-0.1953855	
YDR243C		0.10088195
YDR244W	-0.14243950000000002	
YDR245W		
YDR246W		-0.03185765
YDR246W-A		
YDR247W	-0.152637	
YDR248C	-0.147784	
YDR249C	-0.356612	
YDR250C	-0.16558575	
YDR251W	0.012703695000000001	
YDR252W	-0.04686055	
YDR253C	-0.12396185	
YDR254W	-0.14474715	
YDR255C	0.04747662	
YDR256C	-0.041340249999999995	
YDR257C	0.21497785	
YDR258C	-0.138383	
YDR259C	0.182726	
YDR260C	0.425255	
YDR261C	-0.34344199999999997	
YDR262W	0.0918817	
YDR263C	-0.3328855	
YDR264C	0.5313129999999999	
YDR265W	0.34492100000000003	
YDR266C	-0.525515	
YDR267C		
YDR268W	0.5556570000000001	
YDR269C	0.02638291	
YDR270W	-0.017860800000000003	
YDR271C	-0.3802155	
YDR272W	0.07181844999999999	
YDR273W	-0.48127600000000004	
YDR274C	-0.496326	
YDR275W	0.244121	
YDR276C	-0.553387	
YDR277C	-0.13396265	
YDR278C	-0.613322	
YDR279W		
YDR280W		-0.8452900000000001
YDR281C	-0.188455	
YDR282C	0.03114865	
YDR283C	0.630335	
YDR284C	-0.384914	
YDR285W	-0.3894125	
YDR286C	-0.370711	
YDR287W	-0.57467	
YDR288W		
YDR289C	-0.2674375	
YDR290W		
YDR291W	-0.210857	
YDR292C		-0.23917149999999998
YDR293C	0.545167	
YDR294C	-0.645303	
YDR295C	0.926193	
YDR296W	-0.16341575000000003	
YDR297W	-0.043728	
YDR298C	0.5770995	
YDR299W		-0.14431195
YDR300C	-1.904445	
YDR301W		-0.22587975
YDR302W		-0.1623615
YDR303C		-0.327703
YDR304C	-0.464688	
YDR305C	-0.414137	
YDR306C	-0.5549335	
YDR307W	-0.0940059	
YDR308C		-0.09581505
YDR309C	-0.331769	
YDR310C	-0.205137	
YDR311W		-0.599856
YDR312W	-0.14958874	
YDR313C	-0.0602584	
YDR314C	-0.2266175	
YDR315C	-0.6838035	
YDR316W	-0.2795445	
YDR317W	0.2091555	
YDR318W	0.053501499999999994	
YDR319C	-0.0366503	
YDR320C	-0.2920317	
YDR320C-A	0.298249	
YDR321W	-0.5284255	
YDR322C-A		
YDR322W		
YDR323C	0.37948550000000003	
YDR324C		-0.4883055
YDR325W		0.3001065
YDR326C	0.003910499999999997	
YDR327W		0.117126
YDR328C		0.169282
YDR329C	0.2272625	
YDR330W	0.432066	
YDR331W		-0.2059535
YDR332W	0.690469	
YDR333C	-0.25424875	
YDR334W	0.6802980000000001	
YDR335W	1.279485	
YDR336W		
YDR337W	0.9912430000000001	
YDR338C	-0.6093025	
YDR339C		-0.257436
YDR340W	0.47582199999999997	
YDR341C		-0.3881075
YDR344C	-0.2761835	
YDR345C	-0.18391739999999998	
YDR346C	-0.22070164	
YDR347W	0.7351015	
YDR348C	0.0005769	
YDR349C	-0.06709485	
YDR350C		
YDR351W	-0.09444299999999999	
YDR352W	-0.44516	
YDR353W		-0.029104849999999998
YDR354W	0.2282656	
YDR355C		-0.3466395
YDR356W		0.4864815
YDR357C	-0.466088	
YDR358W	-0.610278	
YDR359C	0.8416645	
YDR360W	0.07868315	
YDR361C		0.424882
YDR362C		0.05017135
YDR363W	-0.272008	
YDR363W-A	0.2217053	
YDR364C		0.16628675
YDR365C		-0.0932731
YDR367W		-0.1152275
YDR368W	-0.1962045	
YDR369C	-0.215316	
YDR370C	-0.42257100000000003	
YDR371W	-0.2536275	
YDR372C	-0.043701	
YDR373W		-0.28515219999999997
YDR374C	-0.562862	
YDR375C	1.1854900000000002	
YDR376W		-0.35748159999999995
YDR377W	1.19259	
YDR378C	-0.39454849999999997	
YDR379C-A		
YDR379W	-0.008561499999999993	
YDR380W	0.974963	
YDR381W		-0.4127865
YDR382W		
YDR383C	-0.2253335	
YDR384C	-0.217026	
YDR385W	-0.030347349999999995	
YDR386W	-0.3424745	
YDR387C	-0.2542875	
YDR388W	0.30515800000000004	
YDR389W	0.35186300000000004	
YDR390C		-0.9710685000000001
YDR391C	0.24645	
YDR392W	0.9168475	
YDR393W	0.6733655	
YDR394W		-0.27195199999999997
YDR395W	1.98207	
YDR396W		-0.0424975
YDR397C		0.08808395
YDR398W		0.00010315000000000324
YDR399W	-0.1142733	
YDR400W	0.288252	
YDR401W	-0.739697	
YDR402C	0.37657199999999996	
YDR403W	-0.338847	
YDR404C		-0.412728
YDR405W	0.3368915	
YDR406W	-0.2411775	
YDR407C		0.04664555
YDR408C	-1.349825	
YDR409W	-0.252638	
YDR410C		-0.357754
YDR411C	-0.047508018	
YDR412W		0.0641359
YDR413C		-0.4155715
YDR414C	0.19089699999999998	
YDR415C	-0.2263164	
YDR416W		-0.2715871
YDR417C	-0.6560710000000001	
YDR418W	-0.554003	
YDR419W	0.4405475	
YDR420W	-0.2768731	
YDR421W	-0.1269656	
YDR422C	-0.19673145	
YDR423C	-0.09708451500000001	
YDR424C	-0.0739425	
YDR425W	-0.265761	
YDR426C	-0.615828	
YDR427W		-0.07451759999999999
YDR428C	-0.1626975	
YDR429C		-0.11098465
YDR430C	0.208785	
YDR431W	0.7085680000000001	
YDR432W	-0.004515900000000003	
YDR433W	0.0501812	
YDR434W		0.0317975
YDR435C	-1.043963	
YDR436W	-0.06762	
YDR437W		0.069012205
YDR438W	-0.158426	
YDR439W	0.3443725	
YDR440W	-0.227271	
YDR441C	-0.1890864	
YDR442W	-0.9052435000000001	
YDR443C	-0.1211895	
YDR444W	0.1792508	
YDR445C	-0.613514	
YDR446W	-0.0812686	
YDR447C	-0.10747945	
YDR448W	0.2638375	
YDR449C		-0.03519699999999999
YDR450W	-0.99083	
YDR451C	0.18184485	
YDR452W	-0.660123	
YDR453C	-0.09713755000000002	
YDR454C		0.13225645
YDR455C	0.25017565	
YDR456W	0.44118100000000005	
YDR457W	-0.1711027	
YDR458C	-0.3365915	
YDR459C	0.419088	
YDR460W		0.34452550000000004
YDR461W	-0.400088	
YDR462W	2.46797	
YDR463W	-0.6214275	
YDR464W		0.11196865
YDR465C	0.18876305000000002	
YDR466W	0.23108050000000002	
YDR467C	0.2343865	
YDR468C		-0.6253885
YDR469W	0.052771849999999995	
YDR470C	0.0183017	
YDR471W	-0.09581945	
YDR472W		0.20175504500000002
YDR473C		0.02005293
YDR475C	0.26206874999999996	
YDR476C	-0.11698265	
YDR477W	0.7710535000000001	
YDR478W		-0.240112
YDR479C	-0.048926000000000004	
YDR480W	0.2441785	
YDR481C	-0.09635815	
YDR482C	-0.18420199999999998	
YDR483W	0.006649500000000003	
YDR484W	-0.1245265	
YDR485C	0.34910949999999996	
YDR486C	0.0855514	
YDR487C		-0.113554
YDR488C	0.210906	
YDR489W		-0.22280685
YDR490C	-0.5406325	
YDR491C	0.0168832	
YDR492W	-0.21508349999999998	
YDR493W	-0.1592085	
YDR494W	0.266196	
YDR495C	0.0082659	
YDR496C	-0.377173	
YDR497C	0.3593685	
YDR498C		0.0768189
YDR499W		-0.2069265
YDR500C	0.37971625	
YDR501W	0.15876	
YDR502C	0.0198565	
YDR503C	-0.20148	
YDR504C	-0.614294	
YDR505C	-0.367153	
YDR506C	0.0784555225	
YDR507C	1.1835455000000001	
YDR508C	-0.509849	
YDR509W	0.49839049999999996	
YDR510W		0.048593000000000004
YDR511W	-0.324206	
YDR512C	1.443715	
YDR513W	0.03118937	
YDR514C	-0.164970456	
YDR515W	0.04644190000000001	
YDR516C	-0.408898	
YDR517W	-0.3820655	
YDR518W	2.769625	
YDR519W	-0.02131976	
YDR520C	-0.5256905	
YDR521W	0.17955575	
YDR522C	-0.187057	
YDR523C	-0.335478	
YDR524C	-0.14276815	
YDR524C-B		
YDR524W-C		
YDR525W	-0.036318100000000006	
YDR525W-A	-0.22191	
YDR526C		-0.1658345
YDR527W		0.39962549999999997
YDR528W	0.07928934	
YDR529C	1.103644	
YDR530C	-0.15579199999999999	
YDR531W		0.430386
YDR532C		
YDR533C	1.500165	
YDR534C	0.159153	
YDR535C	-0.19876100000000002	
YDR536W	0.421375	
YDR537C	0.189615	
YDR538W	-0.17283300000000001	
YDR539W	-0.2878155	
YDR540C	-0.2426295	
YDR541C	-0.1747828	
YEL001C	0.158909	
YEL002C		0.18473
YEL003W	0.401051	
YEL004W	0.55563	
YEL005C	-0.14928734999999999	
YEL006W	-0.06137005	
YEL007W	1.6739899999999999	
YEL008W	0.125571	
YEL009C	0.8894035	
YEL010W	0.09107855000000001	
YEL011W	0.005531899999999999	
YEL012W	-0.38583049999999997	
YEL013W		
YEL014C	-0.2216865	
YEL015W	-0.22775050000000002	
YEL016C	-0.2013845	
YEL017C-A	-0.020300755	
YEL017W	0.34092449999999996	
YEL018W	-0.401993	
YEL019C		0.06388515
YEL020C	-0.2457075	
YEL022W		
YEL023C	-0.2579325	
YEL024W		
YEL025C	0.0366333	
YEL026W		-0.04084015
YEL027W	-0.3451705	
YEL028W	-0.05440665	
YEL029C	0.46272800000000003	
YEL030W	-0.1132785	
YEL031W	1.23512	
YEL032W		-0.14410915
YEL033W		
YEL034W		-0.115902
YEL035C		-0.1613826
YEL036C		
YEL037C	-0.257426	
YEL038W	-0.0835771	
YEL039C	0.056306850000000006	
YEL040W	0.6557155	
YEL041W	-0.640239	
YEL042W	0.553944	
YEL043W	-0.2955095	
YEL044W		
YEL045C		
YEL046C	-0.3117765	
YEL047C	0.0037090499999999985	
YEL048C	1.021626	
YEL049W	-0.370906	
YEL050C	0.598841	
YEL051W		
YEL052W	-0.576513	
YEL053C	0.07489836000000001	
YEL054C	-0.016706	
YEL055C		0.3564795
YEL056W	-0.135071	
YEL057C	-0.1594955	
YEL058W		0.11406089999999999
YEL059C-A		
YEL059W	-0.00043520000000000017	
YEL060C	-0.12575015	
YEL061C	-0.320617	
YEL062W	0.522087	
YEL063C	-0.1688545	
YEL064C	0.3579735	
YEL065W	-0.09000295	
YEL066W	-0.1714977	
YEL067C	0.02473345	
YEL068C	-0.26968274999999997	
YEL071W	0.036950949999999996	
YEL072W	0.03359155	
YER001W	0.10332445999999999	
YER002W	-0.12798535	
YER003C		0.165773
YER004W	-0.4670565	
YER005W	-0.0260523	
YER006W		0.44218350000000006
YER007C-A	0.057188434999999996	
YER007W	0.1400165	
YER008C		0.2298395
YER009W		0.11956810000000001
YER010C	0.22843165	
YER011W	-0.03562245	
YER012W		
YER013W		0.0778202
YER014C-A		
YER014W		
YER015W		
YER016W	1.2390599999999998	
YER017C	0.827188	
YER018C		0.06599535
YER019C-A	-0.19492749999999998	
YER019W	0.41318750000000004	
YER020W	0.1152235	
YER021W		
YER022W		0.161240805
YER023W		0.590024
YER024W	-0.08213315	
YER025W		0.019067049999999995
YER026C		
YER027C	0.0021983249999999997	
YER028C	-0.0444532	
YER030W	0.04572035000000001	
YER031C	-0.2736055	
YER032W	0.626989	
YER033C	0.271997	
YER034W	-0.1627045	
YER035W		-0.008901850000000003
YER036C		0.6976475
YER037W	-0.067155	
YER038C		-0.15941375000000002
YER038W-A	-0.143267	
YER039C	0.09307675	
YER039C-A	-0.3800785	
YER040W	-0.29126850000000004	
YER041W	0.128130105	
YER042W	-0.0729629	
YER043C		0.27277
YER044C	-0.23229699999999998	
YER044C-A	-0.410588	
YER045C	0.07467936	
YER046W	0.3054055	
YER046W-A	-0.07730044999999999	
YER047C	0.4473035	
YER048C	2.3446499999999997	
YER048W-A		0.247282
YER049W	-0.2624865	
YER050C	2.1790599999999998	
YER051W	0.007643499999999991	
YER052C	0.231021	
YER053C	0.09395350000000001	
YER053C-A		
YER054C		
YER055C	0.31714600000000004	
YER056C		
YER056C-A	0.35914500000000005	
YER057C	0.17046209999999998	
YER058W	1.167295	
YER059W	-0.042001949999999996	
YER060W	-0.296619	
YER060W-A	0.061975300000000004	
YER061C	1.1403400000000001	
YER062C	0.6655105	
YER063W	-0.03590585	
YER064C	0.28014100000000003	
YER065C	-0.358954	
YER066C-A	0.21920199999999998	
YER066W	-0.21273785	
YER067C-A	-0.018426300000000003	
YER067W	0.258074	
YER068C-A	-0.227969	
YER068W		
YER069W	-0.015839999999999993	
YER070W		
YER071C	1.79924	
YER072W	-0.3139655	
YER073W	-0.465432	
YER074W	-0.463136	
YER074W-A	0.7881505	
YER075C	0.03517675	
YER076C		
YER077C	1.79311	
YER078C	0.09925099999999999	
YER079W	0.34409049999999997	
YER080W	-0.08390500000000001	
YER081W	0.18100149999999998	
YER082C		-0.3208016
YER083C	-0.2683495	
YER084W	0.1625842	
YER085C	-0.22221885	
YER086W	0.756318	
YER087C-B	1.1093994999999999	
YER087W	1.020907	
YER088C	0.322736	
YER089C	0.40558399999999994	
YER090W	0.052517949999999994	
YER091C	0.06024125	
YER091C-A	-0.332351	
YER092W	-0.27028050000000003	
YER093C		0.45711750000000007
YER093C-A	0.4817655	
YER094C		-0.2654095
YER095W	0.2635095	
YER096W	0.010569450000000001	
YER097W	-0.1859729	
YER098W	0.10219485	
YER099C		
YER101C	0.04332405	
YER103W	-0.2696825	
YER104W		0.7816285000000001
YER105C		
YER106W	0.4952065	
YER107C		
YER110C	0.27566	
YER111C	0.04721935000000001	
YER112W		0.030632350000000003
YER113C	0.211293	
YER114C	0.3349265	
YER115C	-0.558021	
YER116C	0.3296755	
YER117W	-0.37421265000000004	
YER118C	0.0818206	
YER119C	0.494438	
YER119C-A	-0.11037155000000001	
YER120W	0.09857515000000001	
YER121W	-0.1533835	
YER122C	0.34043	
YER123W	-0.117335	
YER124C	0.158314	
YER125W		0.2366017
YER126C		-0.0859728
YER127W		0.23852449999999997
YER128W	0.25840799999999997	
YER129W	-0.021539715	
YER130C	0.0784632	
YER131W	-0.09117839999999999	
YER132C	0.03351210000000001	
YER133W		0.493601
YER134C	-0.01729399999999999	
YER135C		
YER136W		0.185945
YER137C	-0.44720195	
YER139C	0.07249045	
YER140W	-0.0692247	
YER141W		
YER142C	0.082594	
YER143W	0.07922000000000001	
YER144C	-0.45533900000000005	
YER145C	-0.0344006	
YER146W		-0.21495199999999998
YER147C		-0.135305
YER148W		-0.1405854
YER149C	-0.1011245	
YER150W	-0.0751597	
YER151C	1.1824795	
YER152C	-0.11575945000000001	
YER153C		
YER154W	3.0570500000000003	
YER155C	1.588185	
YER156C	0.0937346	
YER157W		0.5401495
YER158C	-0.025430849999999998	
YER159C		0.4175035
YER161C	-0.1613795	
YER162C	-0.3981925	
YER163C	0.29486955	
YER164W	-0.22759300000000002	
YER165W		0.1695535
YER166W	0.03264795	
YER167W	-0.019320000000000004	
YER168C		-0.277977
YER169W	-0.18183850000000001	
YER170W	0.290285	
YER171W		-0.17932545
YER172C		0.04876704999999999
YER173W	-0.1865505	
YER174C	-0.353544	
YER175C	-0.3123565	
YER175W-A		
YER176W	-0.281099	
YER177W	-0.4884605	
YER178W	0.219767	
YER179W	-0.04754025	
YER180C	0.364464	
YER180C-A		
YER181C	0.0542125	
YER182W	0.06180885	
YER183C	-0.12874725	
YER184C	0.10972555	
YER185W	-0.028598199999999997	
YER186C	-0.04806575	
YER187W	0.3293675	
YER188W	-0.0861993	
YFL001W		
YFL002C		-0.498761
YFL003C	1.24363	
YFL004W	0.03207935	
YFL005W		-0.20945775
YFL007W	-0.62260375	
YFL008W		-0.1907828
YFL009W		-0.14988494500000002
YFL010C	-0.4871525	
YFL010W-A	-0.307836	
YFL011W	-0.5146000000000001	
YFL012W	-0.47268600000000005	
YFL012W-A		
YFL013C	-0.735876	
YFL014W	-0.33898700000000004	
YFL015C	-0.1739354	
YFL016C	0.716696	
YFL017C		-0.30622
YFL017W-A		-0.004958249999999999
YFL018C	0.537944	
YFL019C	0.0724039	
YFL020C	-0.4173115	
YFL021W	-0.1811085	
YFL022C		-0.366078
YFL023W	0.0051743	
YFL024C		-0.11643265
YFL025C	1.1563645	
YFL026W		0.697608
YFL027C	-0.36875199999999997	
YFL028C	0.008795764999999999	
YFL029C		0.05415925
YFL030W	-0.45908499999999997	
YFL031W	0.08655550000000001	
YFL032W	0.23118234999999998	
YFL033C	0.8371065	
YFL034C-A	-0.26628799999999997	
YFL034C-B		-0.282891175
YFL034W	-0.215831	
YFL036W	0.5597435	
YFL037W		-0.0306278548
YFL038C		-0.3267555
YFL039C		0.019664065
YFL040W	0.0695863	
YFL041W	0.446917	
YFL041W-A		
YFL042C	-0.09282725000000003	
YFL044C	0.572076	
YFL045C		-0.27772600000000003
YFL046W	-0.35611899999999996	
YFL047W	-0.4292115	
YFL048C	0.6535945	
YFL049W	0.6180129999999999	
YFL050C	-0.3329525	
YFL051C	0.1044076	
YFL052W	-0.14245515	
YFL053W	-0.005617650000000002	
YFL054C	-0.2266295	
YFL055W	-0.816255	
YFL063W	0.8435935000000001	
YFR001W	-0.7685725	
YFR002W		-0.45510649999999997
YFR003C		-0.5854555
YFR004W		-0.17109749999999999
YFR005C		0.1546389
YFR006W	-0.0935078	
YFR007W	0.526175	
YFR008W		
YFR009W	0.40120849999999997	
YFR010W	1.44849	
YFR011C	0.14823925	
YFR012W	-0.24532400000000001	
YFR012W-A		
YFR013W	-0.21191749999999998	
YFR014C	0.282781	
YFR015C	-0.45837249999999996	
YFR016C	0.09641500000000001	
YFR017C		
YFR018C		
YFR019W		
YFR020W	-0.094278	
YFR021W	0.1564435	
YFR022W	-0.223617	
YFR023W	-0.11531585	
YFR024C-A	-0.12249899999999997	
YFR025C	0.651971	
YFR026C	0.237826	
YFR027W		-0.2424247
YFR028C		0.25828450000000003
YFR029W		0.0499199
YFR030W	-0.16734545	
YFR031C		0.05049295
YFR031C-A	-0.4296975	
YFR032C	0.136075	
YFR032C-A	-0.605855	
YFR032C-B		
YFR033C	0.4649175	
YFR034C	-0.4858785	
YFR035C	0.0348405	
YFR036W	-0.37863749999999996	
YFR037C		0.371024
YFR038W	0.4681995	
YFR039C	1.24133	
YFR040W	-0.41212649999999995	
YFR041C	0.9634590000000001	
YFR042W		0.5069215
YFR043C	0.0356486	
YFR044C	-0.0646644	
YFR045W	0.303461	
YFR046C	0.400219	
YFR047C	0.3718225	
YFR048W	-0.154812	
YFR049W	-0.10126950000000001	
YFR050C		-0.058216000000000004
YFR051C		0.3202245
YFR052W		0.127372495
YFR053C	-0.1272145	
YFR054C	0.24677565	
YFR055W	-0.4171695	
YFR056C	0.214353	
YFR057W	-0.351238	
YGL001C		-0.084176165
YGL002W	-0.2416705	
YGL003C	0.4907765	
YGL004C	-0.2651295	
YGL005C	-0.494175	
YGL006W	-0.08776505	
YGL006W-A		
YGL007C-A		
YGL007W	-0.419203	
YGL008C		0.13167555
YGL009C	-0.262971	
YGL010W	-0.2725175	
YGL011C		-0.0739613
YGL012W	0.35698399999999997	
YGL013C	0.6151125	
YGL014W	0.201761	
YGL015C	-0.46786550000000005	
YGL016W		
YGL017W	-0.170358	
YGL018C		-0.2373915
YGL019W	-0.5244475	
YGL020C		
YGL021W	-0.1895745	
YGL022W		-0.440268
YGL023C	0.06785365	
YGL024W		-0.03656875
YGL025C	0.3007915	
YGL026C	0.1405661	
YGL027C	-0.2845845	
YGL028C	-0.516607	
YGL029W		-0.1905345
YGL030W		
YGL031C	-0.43610950000000004	
YGL032C	-0.2400224	
YGL033W	-0.0875227	
YGL034C	-0.379429	
YGL035C	0.0577925	
YGL036W		
YGL037C	-0.3120305	
YGL038C		
YGL039W	0.16525879999999998	
YGL040C		-0.01377735
YGL041C	-0.5591585	
YGL041C-B		
YGL042C	-0.3515025	
YGL043W	-0.3401975	
YGL044C		0.2258933
YGL045W	0.10890115	
YGL047W		-0.0417756
YGL048C		0.1335918
YGL049C	-0.15597	
YGL050W	0.2484835	
YGL051W	-0.326177	
YGL053W	-0.4823195	
YGL054C	-0.297418	
YGL055W		-0.09811495
YGL056C	-0.3875725	
YGL057C	-0.22006199999999998	
YGL058W		
YGL059W	-0.297971	
YGL060W	0.21946825	
YGL061C		0.002027350000000004
YGL062W	-0.344641	
YGL063W	-0.0719342	
YGL064C		
YGL065C		-0.1883225
YGL066W	-0.015870850000000002	
YGL067W	-0.35299650000000005	
YGL068W		-0.24361149999999998
YGL069C		-0.48092749999999995
YGL070C		
YGL071W	0.2943615	
YGL072C	0.5707305	
YGL073W		0.090506
YGL074C		0.42132149999999996
YGL075C		-0.32701250000000004
YGL076C		
YGL077C	-0.679748	
YGL078C	-0.655623	
YGL079W	0.08367855	
YGL080W	-0.46214	
YGL081W	0.10288165	
YGL082W	0.1809243	
YGL083W	-0.2388095	
YGL084C	0.7954669999999999	
YGL085W	-0.518251	
YGL086W	0.11091179999999999	
YGL087C	0.033662185	
YGL088W		
YGL089C	-0.20523925	
YGL090W	-0.24387305	
YGL091C		0.015234999999999999
YGL092W		-0.0408575
YGL093W		
YGL094C	-0.29099600000000003	
YGL095C		
YGL096W	0.2684745	
YGL097W		-0.0911353
YGL098W		0.2666345
YGL099W		-0.255231
YGL100W		
YGL101W		
YGL102C		-0.3791215
YGL103W		-0.19774635
YGL104C		
YGL105W	-0.7081409999999999	
YGL107C		
YGL108C	0.19846817	
YGL109W	-0.004348999999999992	
YGL110C	0.256945	
YGL111W		-0.414787
YGL112C		-0.23293049999999998
YGL113W		0.9469955
YGL114W	0.22198715	
YGL115W	-0.21666200000000002	
YGL116W		-0.807096
YGL117W	0.370377	
YGL118C	0.0822065	
YGL119W		
YGL120C		0.012250999999999984
YGL121C	-0.197827	
YGL122C		0.470936
YGL123W		-0.32581950000000004
YGL124C	-0.6897065	
YGL125W	-0.5440515	
YGL126W	0.08098575000000001	
YGL127C	0.280977	
YGL128C		0.22598649999999998
YGL129C	0.46434449999999994	
YGL130W		0.7511915
YGL131C	-0.09197520000000001	
YGL132W	0.19715850000000001	
YGL133W	-0.06971265	
YGL134W		
YGL135W		
YGL136C	0.1686963	
YGL137W		-0.0488681
YGL138C	0.11191275	
YGL139W	0.021556749999999996	
YGL140C	-0.206556	
YGL141W	0.5037665	
YGL142C		-0.34027965
YGL143C	0.419892	
YGL144C	-0.2154125	
YGL145W		0.294303
YGL146C	0.1073122	
YGL147C	-0.09481727499999999	
YGL148W	-0.22786967	
YGL149W	-0.1996015	
YGL150C		-0.5120115000000001
YGL151W	0.44038	
YGL152C	0.1409891	
YGL153W	0.6931465	
YGL154C	0.1713148	
YGL155W		0.0420825
YGL156W	-0.2740705	
YGL157W	0.07666295	
YGL158W	-0.21406150000000002	
YGL159W	-0.22384900000000002	
YGL160W	-0.2171285	
YGL161C	-0.036305750000000005	
YGL162W		
YGL163C	0.008467399999999996	
YGL164C	0.0434085	
YGL165C	4.24193	
YGL166W	2.9203650000000003	
YGL167C	0.0498734	
YGL168W	0.19890225	
YGL169W		-0.348981
YGL170C	-0.6768810000000001	
YGL171W		-0.10289469999999998
YGL172W		0.1024498
YGL175C		
YGL176C	-0.4868345	
YGL177W	-0.3988211	
YGL178W		
YGL179C	-0.7043269999999999	
YGL180W	-0.32046399999999997	
YGL181W	-0.5050005	
YGL184C		
YGL185C		
YGL186C		
YGL188C-A		
YGL190C		
YGL191W		
YGL192W		
YGL194C	0.1947135	
YGL195W		
YGL196W	-0.17605749999999998	
YGL197W		
YGL198W	-0.3028845	
YGL199C	0.1503675	
YGL200C		
YGL201C		-0.4620645
YGL202W	-0.9358565	
YGL203C	-0.480958	
YGL205W	-0.616913	
YGL206C	-0.5260505	
YGL207W		-0.12770435
YGL208W	-0.7000025000000001	
YGL209W	0.12674164999999998	
YGL210W	-0.0713907	
YGL211W	-0.47423250000000006	
YGL212W	-0.269879	
YGL213C	-0.5071680000000001	
YGL214W	-0.282192	
YGL215W	-0.34565500000000005	
YGL216W	-0.5575915	
YGL217C	-0.24888749999999998	
YGL218W	-0.043111500000000004	
YGL219C	0.8826514999999999	
YGL220W	-0.392108	
YGL221C	0.006663500000000003	
YGL222C	-0.0463042	
YGL223C		
YGL224C	-0.422609	
YGL225W		0.0037419999999999953
YGL226C-A	-0.326828	
YGL226W	0.139157	
YGL227W	-0.080174995	
YGL228W	0.0307425	
YGL229C	-0.30272750000000004	
YGL230C	-0.47613399999999995	
YGL231C	0.08442024999999999	
