ORF	hom | growth (relative abundance in pooled culture) | elesclomol (elesclomol [IC15]) | Blackman RK~Nislow C, 2012	het | growth (relative abundance in pooled culture) | elesclomol (elesclomol [IC15]) | Blackman RK~Nislow C, 2012
YMR283C	-0.045	NaN
YDR205W	-0.045	NaN
YPR169W	NaN	-0.045
YPR201W	-0.045	NaN
YNL120C	-0.045	NaN
YHR154W	-0.045	NaN
YML001W	-0.045	NaN
YBR226C	-0.045	NaN
YOR313C	-0.045	NaN
YIL118W	NaN	-0.046
YDR136C	-0.046	NaN
YGR038W	-0.046	NaN
YBR257W	NaN	-0.046
YOR322C	-0.046	NaN
YHR107C	NaN	-0.046
YGL222C	-0.046	NaN
YOR363C	-0.046	NaN
YOR137C	-0.047	NaN
YDR252W	-0.047	NaN
YNR011C	NaN	-0.047
YOR365C	-0.047	NaN
YKL176C	-0.047	NaN
YLR344W	-0.047	NaN
YBL104C	-0.047	NaN
YOR346W	-0.047	NaN
YDR411C	-0.048	NaN
YER179W	-0.048	NaN
YMR204C	-0.048	NaN
YBR056W	-0.048	NaN
YER186C	-0.048	NaN
YAL031C	-0.048	NaN
YBR236C	NaN	-0.049
YLR283W	-0.049	NaN
YDR054C	NaN	-0.049
YNR062C	-0.049	NaN
YGL137W	NaN	-0.049
YDR479C	-0.049	NaN
YBR140C	NaN	-0.049
YAL044C	-0.049	NaN
YGR223C	-0.050	NaN
YBL049W	-0.050	NaN
YHR199C	-0.050	NaN
YKL171W	-0.051	NaN
YCR073C	-0.051	NaN
YDL021W	-0.051	NaN
YJR083C	-0.051	NaN
YDR141C	NaN	-0.051
YNL325C	-0.051	NaN
YDR051C	-0.051	NaN
YJL147C	-0.051	NaN
YPL152W	-0.051	NaN
YLR220W	-0.052	NaN
YJL075C	-0.052	NaN
YLR364W	-0.052	NaN
YBL020W	NaN	-0.053
YPR174C	-0.053	NaN
YMR211W	NaN	-0.053
YGR149W	-0.053	NaN
YGL248W	-0.053	NaN
YGR099W	NaN	-0.053
YHR079C-B	NaN	-0.053
YGR208W	-0.054	NaN
YNL001W	-0.054	NaN
YDL092W	NaN	-0.054
YOL113W	-0.054	NaN
YNL241C	NaN	-0.054
YPR019W	NaN	-0.054
YEL028W	-0.054	NaN
YCL012W	NaN	-0.054
YAL020C	-0.055	NaN
YHR101C	NaN	-0.055
YKL122C	NaN	-0.055
YGR270W	-0.055	NaN
YPL264C	-0.055	NaN
YHR015W	-0.055	NaN
YPR145W	-0.056	NaN
YGR109C	-0.056	NaN
YNL057W	-0.057	NaN
YNL084C	-0.057	NaN
YNL259C	-0.057	NaN
YDL023C	-0.057	NaN
YGR218W	NaN	-0.057
YKL078W	NaN	-0.057
YDR103W	NaN	-0.057
YPL048W	-0.057	NaN
YMR292W	-0.057	NaN
YNL318C	-0.058	NaN
YKL174C	-0.058	NaN
YCL056C	-0.058	NaN
YJR149W	-0.058	NaN
YIL130W	-0.058	NaN
YOL108C	-0.058	NaN
YLR458W	NaN	-0.058
YOR085W	-0.058	NaN
YCL044C	-0.058	NaN
YFR050C	NaN	-0.058
YPR138C	-0.058	NaN
YPL237W	NaN	-0.059
YGR042W	-0.059	NaN
YLL034C	NaN	-0.059
YMR201C	-0.059	NaN
YLL031C	NaN	-0.059
YDR033W	-0.059	NaN
YPL180W	-0.060	NaN
YPL070W	-0.060	NaN
YDR313C	-0.060	NaN
YKL079W	-0.060	NaN
YDR036C	-0.060	NaN
YGR156W	NaN	-0.060
YGR245C	NaN	-0.061
YIL035C	-0.061	NaN
YOR233W	-0.061	NaN
YML053C	-0.061	NaN
YIL076W	-0.061	NaN
YEL006W	-0.061	NaN
YDR061W	-0.061	NaN
YBR012C	-0.061	NaN
YMR162C	-0.062	NaN
YMR186W	-0.062	NaN
YPR049C	-0.062	NaN
YKL058W	NaN	-0.062
YNL295W	-0.062	NaN
YAL042W	-0.062	NaN
YBL059W	-0.062	NaN
YDR240C	NaN	-0.062
YAL005C	-0.063	NaN
YCR004C	-0.063	NaN
YOR314W	-0.063	NaN
YJR057W	NaN	-0.063
YLR293C	NaN	-0.063
YML088W	-0.063	NaN
YMR320W	-0.063	NaN
YGR004W	-0.063	NaN
YJL179W	-0.063	NaN
YPR104C	NaN	-0.063
YMR173W-A	-0.063	NaN
YMR041C	-0.064	NaN
YMR221C	-0.064	NaN
YNL286W	-0.064	NaN
YKL110C	-0.064	NaN
YKR014C	-0.065	NaN
YFR044C	-0.065	NaN
YKR062W	NaN	-0.065
YLR250W	-0.065	NaN
YNL023C	-0.065	NaN
YJL078C	-0.065	NaN
YDR219C	-0.066	NaN
YDL053C	-0.066	NaN
YNR002C	-0.066	NaN
YOR304W	-0.066	NaN
YAL061W	-0.066	NaN
YPR029C	-0.066	NaN
YPL210C	NaN	-0.066
YKL013C	NaN	-0.067
YIL013C	-0.067	NaN
YDR349C	-0.067	NaN
YER037W	-0.067	NaN
YHL036W	-0.067	NaN
YOR362C	NaN	-0.067
YLL059C	-0.068	NaN
YDR436W	-0.068	NaN
YDL110C	-0.068	NaN
YDR165W	-0.068	NaN
YOR371C	-0.068	NaN
YPL231W	NaN	-0.068
YDL054C	-0.068	NaN
YKR067W	-0.069	NaN
YGL033W	-0.088	NaN
YER140W	-0.069	NaN
YOL124C	-0.070	NaN
YGL133W	-0.070	NaN
YDL060W	NaN	-0.070
YLR217W	-0.070	NaN
YBR099C	-0.070	NaN
YJL182C	-0.070	NaN
YNL321W	-0.070	NaN
YIL085C	-0.070	NaN
YFL035C-A	NaN	-0.070
YIR035C	-0.071	NaN
YNL044W	-0.071	NaN
YNL042W	NaN	-0.071
YKR095W	-0.071	NaN
YDR121W	-0.071	NaN
YLR275W	NaN	-0.071
YGL210W	-0.071	NaN
YPL243W	NaN	-0.072
YBL015W	-0.072	NaN
YDL074C	-0.072	NaN
YHR156C	-0.072	NaN
YHR152W	-0.072	NaN
YKR076W	-0.072	NaN
YGL063W	-0.072	NaN
YDR096W	-0.073	NaN
YER042W	-0.073	NaN
YKL222C	-0.073	NaN
YPR139C	-0.073	NaN
YOR207C	NaN	-0.074
YMR266W	-0.074	NaN
YDR424C	-0.074	NaN
YGL011C	NaN	-0.074
YOR120W	-0.074	NaN
YBR142W	NaN	-0.074
YDL018C	-0.074	NaN
YOR147W	-0.074	NaN
YJL019W	NaN	-0.075
YPR127W	-0.075	NaN
YKR065C	-0.075	NaN
YDL176W	-0.075	NaN
YER150W	-0.075	NaN
YOR354C	-0.075	NaN
YOR358W	-0.075	NaN
YMR260C	NaN	-0.075
YDL191W	-0.075	NaN
YPR090W	NaN	-0.075
YBR129C	-0.076	NaN
YBR299W	-0.076	NaN
YLR296W	-0.076	NaN
YJR058C	-0.076	NaN
YGR260W	-0.076	NaN
YOR267C	-0.076	NaN
YKL142W	-0.076	NaN
YBR148W	-0.076	NaN
YCR085W	-0.076	NaN
YPR050C	-0.077	NaN
YOL018C	-0.077	NaN
YOL147C	-0.077	NaN
YJL034W	NaN	-0.077
YGR269W	-0.077	NaN
YMR272C	-0.077	NaN
YKR010C	-0.077	NaN
YMR284W	-0.077	NaN
YER046W-A	-0.077	NaN
YNL328C	-0.078	NaN
YNL308C	NaN	-0.078
YPL051W	-0.078	NaN
YBR227C	-0.078	NaN
YBL073W	NaN	-0.078
YJR103W	-0.079	NaN
YDR058C	-0.079	NaN
YNL095C	-0.079	NaN
YPL027W	-0.079	NaN
YIL067C	-0.079	NaN
YGR103W	NaN	-0.079
YDR166C	NaN	-0.079
YIL099W	-0.080	NaN
YJR011C	-0.080	NaN
YOL114C	-0.080	NaN
YNL288W	-0.080	NaN
YGR176W	-0.080	NaN
YGL227W	-0.080	NaN
YKL004W	NaN	-0.080
YLR305C	NaN	-0.080
YPR013C	-0.080	NaN
YGR205W	-0.081	NaN
YDR090C	-0.081	NaN
YBL054W	-0.081	NaN
YDR446W	-0.081	NaN
YCR023C	-0.081	NaN
YJL045W	-0.082	NaN
YNL141W	-0.082	NaN
YGR124W	-0.082	NaN
YMR267W	-0.082	NaN
YJR030C	-0.082	NaN
YAR014C	-0.082	NaN
YBR219C	-0.082	NaN
YER024W	-0.082	NaN
YHR095W	-0.082	NaN
YML119W	-0.082	NaN
YBR034C	-0.083	NaN
YMR137C	-0.083	NaN
YJR112W	NaN	-0.083
YGR029W	NaN	-0.083
YOR178C	-0.083	NaN
YLR106C	NaN	-0.083
YEL038W	-0.084	NaN
YIL046W	NaN	-0.084
YER080W	-0.084	NaN
YGL001C	NaN	-0.084
YOR318C	-0.085	NaN
YKL084W	-0.085	NaN
YNL131W	NaN	-0.085
YBR113W	-0.085	NaN
YPL062W	-0.085	NaN
YBR077C	-0.085	NaN
YMR189W	-0.085	NaN
YCL039W	-0.085	NaN
YHR050W	-0.086	NaN
YMR177W	-0.086	NaN
YER126C	NaN	-0.086
YHL043W	-0.086	NaN
YER188W	-0.086	NaN
YOR284W	-0.086	NaN
YBL016W	NaN	-0.086
YLL061W	-0.087	NaN
YCL013W	-0.087	NaN
YJR084W	-0.087	NaN
YJL202C	NaN	-0.087
YBR019C	-0.087	NaN
YHR111W	-0.087	NaN
YBL078C	-0.087	NaN
YGL006W	-0.088	NaN
YPR072W	-0.088	NaN
YDR178W	-0.088	NaN
YLR390W	-0.089	NaN
YBL083C	-0.089	NaN
YNL339C	-0.089	NaN
YNL217W	-0.089	NaN
YOR335C	NaN	-0.089
YDR124W	-0.090	NaN
YJR124C	-0.090	NaN
YOL066C	NaN	-0.090
YJR127C	-0.090	NaN
YEL065W	-0.090	NaN
YDL222C	-0.090	NaN
YKL131W	-0.090	NaN
YLR197W	NaN	-0.090
YGR106C	-0.090	NaN
YPR021C	-0.091	NaN
YPR119W	-0.091	NaN
YNL233W	-0.091	NaN
YGL097W	NaN	-0.091
YER131W	-0.091	NaN
YMR205C	-0.091	NaN
YOR337W	-0.091	NaN
YOR134W	-0.092	NaN
YGR070W	-0.092	NaN
YGR194C	-0.092	NaN
YGL131C	-0.092	NaN
YMR052W	-0.092	NaN
YJL137C	-0.092	NaN
YGR295C	-0.092	NaN
YGR243W	-0.092	NaN
YGL244W	-0.092	NaN
YML050W	-0.092	NaN
YOR152C	-0.093	NaN
YHR206W	-0.093	NaN
YJR094W-A	-0.093	NaN
YDR181C	-0.093	NaN
YHR177W	-0.093	NaN
YDR365C	NaN	-0.093
YFR006W	-0.094	NaN
YMR029C	-0.094	NaN
YDR206W	-0.094	NaN
YDR307W	-0.094	NaN
YJL200C	-0.094	NaN
YFR020W	-0.094	NaN
YDR018C	-0.094	NaN
YDR351W	-0.094	NaN
YKL094W	-0.095	NaN
YGL147C	-0.095	NaN
YCR016W	-0.095	NaN
YPL012W	NaN	-0.095
YLR362W	NaN	-0.095
YGR162W	-0.095	NaN
YBR090C-A	NaN	-0.095
YDR308C	NaN	-0.096
YDR471W	-0.096	NaN
YIL069C	-0.096	NaN
YJR033C	-0.096	NaN
YDL138W	-0.096	NaN
YCL002C	-0.113	NaN
YIL075C	NaN	-0.096
YOR359W	-0.096	NaN
YDR481C	-0.096	NaN
YCL025C	-0.097	NaN
YLR457C	NaN	-0.097
YBR207W	-0.097	NaN
YDR423C	-0.097	NaN
YDR453C	-0.097	NaN
YDL108W	NaN	-0.097
YPL047W	-0.097	NaN
YPL076W	NaN	-0.097
YPL236C	-0.097	NaN
YLR175W	NaN	-0.098
YGR232W	-0.098	NaN
YOR002W	-0.098	NaN
YJR061W	-0.098	NaN
YGL055W	NaN	-0.098
YHR070W	NaN	-0.098
YNL216W	NaN	-0.098
YLR414C	-0.099	NaN
YBR196C	NaN	-0.099
YPR164W	-0.099	NaN
YLR231C	-0.099	NaN
YLR456W	-0.099	NaN
YHR117W	-0.099	NaN
YIR043C	-0.100	NaN
YLR210W	-0.100	NaN
YOR027W	-0.100	NaN
YJL004C	-0.101	NaN
YIL018W	-0.101	NaN
YCL045C	-0.101	NaN
YAR035W	-0.101	NaN
YJR053W	-0.101	NaN
YER149C	-0.101	NaN
YFR049W	-0.101	NaN
YNL056W	-0.102	NaN
YLL063C	-0.102	NaN
YPL154C	-0.102	NaN
YDL078C	-0.102	NaN
YGR224W	-0.102	NaN
YGR161C	-0.103	NaN
YDR151C	-0.103	NaN
YGL171W	NaN	-0.103
YIL019W	NaN	-0.103
YCL041C	NaN	-0.103
YHR108W	-0.103	NaN
YPL208W	-0.103	NaN
YNL124W	NaN	-0.103
YIL124W	-0.103	NaN
YLR222C	NaN	-0.103
YDL029W	NaN	-0.103
YDL066W	-0.103	NaN
YOR064C	-0.104	NaN
YNR001C	-0.104	NaN
YGR233C	-0.104	NaN
YJL139C	-0.104	NaN
YNL110C	NaN	-0.105
YBR237W	NaN	-0.105
YOR297C	-0.105	NaN
YDL051W	-0.105	NaN
YCR089W	-0.106	NaN
YBL082C	-0.106	NaN
YNL126W	NaN	-0.106
YOR351C	-0.106	NaN
YGL239C	NaN	-0.106
YML073C	-0.106	NaN
YHR043C	-0.106	NaN
YMR226C	-0.107	NaN
YOL041C	-0.107	NaN
YDR201W	NaN	-0.107
YDR447C	-0.107	NaN
YIR044C	-0.108	NaN
YLR445W	-0.108	NaN
YLR287C	-0.108	NaN
YPL219W	-0.108	NaN
YOR098C	NaN	-0.109
YDL161W	-0.109	NaN
YGR228W	-0.109	NaN
YBR002C	NaN	-0.109
YJR100C	-0.109	NaN
YHL026C	-0.109	NaN
YJR111C	-0.109	NaN
YLR430W	NaN	-0.109
YML062C	-0.110	NaN
YML077W	NaN	-0.110
YBR062C	-0.110	NaN
YPL016W	NaN	-0.110
YOR107W	-0.110	NaN
YOR220W	-0.110	NaN
YER119C-A	-0.110	NaN
YDR429C	NaN	-0.111
YAL067C	-0.111	NaN
YLR200W	-0.111	NaN
YMR315W	-0.111	NaN
YNL260C	NaN	-0.112
YCL069W	-0.112	NaN
YOR203W	NaN	-0.112
YJL156C	NaN	-0.112
YBR106W	-0.112	NaN
YIL025C	-0.112	NaN
YGR044C	-0.112	NaN
YBR243C	NaN	-0.112
YLR258W	-0.112	NaN
YOR299W	-0.112	NaN
YLR068W	-0.112	NaN
YLR359W	NaN	-0.113
YHR132C	-0.113	NaN
YOR030W	-0.113	NaN
YIL150C	NaN	-0.113
YJL163C	-0.113	NaN
YEL030W	-0.113	NaN
YOR301W	-0.113	NaN
YDR487C	NaN	-0.114
YJR052W	-0.114	NaN
YNL248C	-0.114	NaN
YDR399W	-0.114	NaN
YJR150C	-0.114	NaN
YML100W-A	NaN	-0.115
YDR367W	NaN	-0.115
YFR023W	-0.115	NaN
YOR374W	-0.115	NaN
YJR045C	NaN	-0.116
YER152C	-0.116	NaN
YEL034W	NaN	-0.116
YJL217W	-0.116	NaN
YHL002W	-0.116	NaN
YFL024C	NaN	-0.116
YGR288W	-0.116	NaN
YML107C	-0.117	NaN
YDR476C	-0.117	NaN
YDR137W	-0.117	NaN
YLR095C	-0.117	NaN
YNL187W	-0.117	NaN
YJL168C	-0.117	NaN
YLR123C	-0.117	NaN
YBL023C	NaN	-0.117
YER123W	-0.117	NaN
YBR091C	NaN	-0.117
YLR353W	-0.118	NaN
YLR274W	NaN	-0.118
YDL171C	-0.118	NaN
YDL085W	-0.118	NaN
YOR384W	-0.118	NaN
YLR402W	-0.118	NaN
YNL224C	-0.119	NaN
YAL066W	-0.119	NaN
YOR278W	NaN	-0.119
YIL056W	-0.119	NaN
YKL017C	-0.119	NaN
YBR094W	-0.120	NaN
YDL105W	NaN	-0.120
YPL140C	-0.120	NaN
YBR066C	-0.120	NaN
YDR064W	NaN	-0.120
YDR089W	-0.120	NaN
YGR120C	NaN	-0.121
YBR157C	-0.121	NaN
YML084W	-0.121	NaN
YNR015W	-0.121	NaN
YDR443C	-0.121	NaN
YIR038C	-0.121	NaN
YBR265W	NaN	-0.121
YNL121C	-0.121	NaN
YOR083W	-0.121	NaN
YPR113W	NaN	-0.122
YKR033C	-0.122	NaN
YMR094W	NaN	-0.122
YLR252W	-0.122	NaN
YKL186C	NaN	-0.122
YPL043W	NaN	-0.122
YPR031W	-0.122	NaN
YDL064W	NaN	-0.123
YMR101C	-0.123	NaN
YDR053W	NaN	-0.123
YDL088C	-0.123	NaN
YAL062W	-0.123	NaN
YKL214C	-0.123	NaN
YPR010C	NaN	-0.124
YLL054C	-0.124	NaN
YHR151C	-0.124	NaN
YDR253C	-0.124	NaN
YMR108W	NaN	-0.124
YML101C	-0.124	NaN
YLR257W	-0.124	NaN
YGR095C	NaN	-0.125
YDR484W	-0.125	NaN
YMR140W	-0.125	NaN
YKR089C	-0.125	NaN
YDR050C	NaN	-0.125
YDL049C	-0.125	NaN
YIR025W	-0.125	NaN
YPR095C	-0.125	NaN
YHL003C	-0.126	NaN
YEL060C	-0.126	NaN
YGL032C	-0.240	NaN
YOR066W	-0.126	NaN
YLR090W	-0.126	NaN
YOR144C	-0.126	NaN
YAL029C	-0.126	NaN
YJL041W	NaN	-0.126
YNL047C	-0.127	NaN
YBR009C	-0.127	NaN
YNR057C	-0.127	NaN
YNL072W	-0.127	NaN
YDR421W	-0.127	NaN
YFR053C	-0.127	NaN
YML072C	-0.127	NaN
YOR372C	NaN	-0.128
YJL141C	-0.128	NaN
YDL220C	NaN	-0.128
YGL207W	NaN	-0.128
YOR237W	-0.128	NaN
YER002W	-0.128	NaN
YPR058W	-0.128	NaN
YPL204W	NaN	-0.128
YJR072C	NaN	-0.128
YBR222C	-0.128	NaN
YDL079C	-0.129	NaN
YER183C	-0.129	NaN
YHR031C	-0.129	NaN
YOR055W	-0.129	NaN
YDR094W	-0.129	NaN
YOR139C	-0.130	NaN
YMR158C-B	NaN	-0.130
YGR055W	-0.130	NaN
YMR255W	-0.130	NaN
YMR278W	-0.130	NaN
YMR036C	-0.131	NaN
YPL168W	-0.131	NaN
YAL018C	-0.131	NaN
YPR045C	-0.131	NaN
YOL120C	NaN	-0.131
YBR221C	-0.131	NaN
YGR191W	NaN	-0.131
YPL113C	-0.132	NaN
YIL002C	-0.132	NaN
YDL153C	NaN	-0.132
YDR160W	NaN	-0.132
YBR173C	-0.132	NaN
YGR291C	-0.132	NaN
YKR020W	-0.132	NaN
YHR143W	-0.132	NaN
YLR348C	-0.133	NaN
YNL093W	-0.133	NaN
YLL024C	-0.133	NaN
YDL014W	NaN	-0.133
YOL021C	NaN	-0.133
YGR048W	NaN	-0.134
YKL039W	-0.134	NaN
YPL267W	-0.134	NaN
YMR052C-A	-0.134	NaN
YDR277C	-0.134	NaN
YBL031W	-0.134	NaN
YLR356W	-0.134	NaN
YNL327W	-0.134	NaN
YNL215W	-0.135	NaN
YOR286W	-0.135	NaN
YIL042C	-0.135	NaN
YEL056W	-0.135	NaN
YGR013W	NaN	-0.135
YMR067C	-0.135	NaN
YBR218C	-0.135	NaN
YNL144C	-0.135	NaN
YER147C	NaN	-0.135
YBR065C	-0.135	NaN
YKR052C	-0.136	NaN
YLR186W	NaN	-0.200
YNL298W	NaN	-0.136
YNL218W	NaN	-0.136
YOR272W	NaN	-0.136
YHR132W-A	-0.136	NaN
YPL229W	-0.137	NaN
YDR110W	-0.137	NaN
YMR069W	-0.137	NaN
YPL162C	-0.137	NaN
YPL031C	-0.137	NaN
YGR126W	-0.137	NaN
YDL015C	NaN	-0.137
YLR213C	-0.137	NaN
YBR023C	-0.137	NaN
YJL151C	-0.137	NaN
YLR246W	-0.138	NaN
YGL256W	-0.138	NaN
YKL030W	-0.138	NaN
YKR086W	NaN	-0.138
YIL055C	-0.138	NaN
YDR258C	-0.138	NaN
YMR096W	-0.139	NaN
YOR090C	-0.139	NaN
YPL242C	NaN	-0.139
YPR193C	-0.139	NaN
YNR035C	NaN	-0.139
YNL133C	-0.139	NaN
YGR242W	-0.139	NaN
YHR061C	-0.140	NaN
YBL039C	-0.140	NaN
YNL050C	NaN	-0.140
YLR441C	-0.140	NaN
YPR097W	-0.140	NaN
YOR306C	-0.140	NaN
YOL068C	-0.140	NaN
YBR177C	-0.140	NaN
YOR004W	NaN	-0.140
YAL004W	-0.140	NaN
YAL003W	NaN	-0.140
YER148W	NaN	-0.141
YJL115W	-0.141	NaN
YGR111W	-0.141	NaN
YBR014C	-0.141	NaN
YPR156C	-0.141	NaN
YDL242W	-0.142	NaN
YMR056C	-0.142	NaN
YHR076W	-0.142	NaN
YMR273C	-0.142	NaN
YPL225W	-0.142	NaN
YGR284C	-0.142	NaN
YHR014W	-0.142	NaN
YBR124W	NaN	-0.142
YDR244W	-0.142	NaN
YFL052W	-0.142	NaN
YLR216C	-0.143	NaN
YKR003W	-0.143	NaN
YDR524C	-0.143	NaN
YCR091W	-0.143	NaN
YIL131C	-0.143	NaN
YDR170C	NaN	-0.143
YER038W-A	-0.143	NaN
YIL004C	NaN	-0.143
YOR291W	-0.143	NaN
YAL047C	-0.143	NaN
YLR128W	-0.144	NaN
YMR250W	-0.144	NaN
YIR030C	-0.144	NaN
YBL105C	NaN	-0.144
YEL032W	NaN	-0.144
YPL022W	-0.144	NaN
YDR299W	NaN	-0.144
YPL151C	NaN	-0.145
YLR303W	-0.145	NaN
YMR093W	NaN	-0.145
YGR264C	NaN	-0.145
YBL032W	-0.145	NaN
YDR254W	-0.145	NaN
YIL111W	-0.145	NaN
YGR078C	-0.145	NaN
YCR098C	-0.146	NaN
YLR151C	-0.146	NaN
YGR238C	-0.146	NaN
YLL012W	-0.146	NaN
YOL132W	-0.147	NaN
YIL133C	-0.147	NaN
YBR244W	-0.147	NaN
YCL008C	-0.148	NaN
YDR248C	-0.148	NaN
YIL155C	-0.148	NaN
YHR075C	-0.148	NaN
YNL145W	-0.149	NaN
YDL156W	-0.149	NaN
YNL289W	-0.149	NaN
YKR002W	NaN	-0.149
YEL005C	-0.149	NaN
YPR042C	-0.149	NaN
YKR094C	-0.149	NaN
YMR057C	-0.149	NaN
YKR032W	-0.149	NaN
YPR133C	NaN	-0.149
YDR312W	-0.150	NaN
YLR389C	-0.150	NaN
YGR163W	-0.150	NaN
YFL009W	NaN	-0.150
YDL201W	-0.150	NaN
YKR028W	-0.150	NaN
YMR271C	-0.150	NaN
YPL195W	-0.150	NaN
YBR013C	-0.150	NaN
YDL168W	-0.151	NaN
YLR422W	-0.151	NaN
YNL335W	-0.151	NaN
YGR212W	-0.151	NaN
YHR209W	-0.151	NaN
YBR052C	-0.152	NaN
YLR387C	-0.152	NaN
YOR038C	-0.152	NaN
YOR366W	NaN	-0.152
YJR060W	-0.152	NaN
YMR037C	-0.152	NaN
YMR115W	-0.152	NaN
YMR265C	-0.152	NaN
YPR131C	-0.153	NaN
YDR247W	-0.153	NaN
YPR175W	NaN	-0.153
YBR020W	-0.405	NaN
YIL173W	-0.153	NaN
YER121W	-0.153	NaN
YOR086C	-0.154	NaN
YOL137W	-0.154	NaN
YIR012W	NaN	-0.154
YJR153W	-0.154	NaN
YNR025C	-0.154	NaN
YBR283C	-0.154	NaN
YMR118C	-0.154	NaN
YOR059C	-0.154	NaN
YLR449W	-0.154	NaN
YIR001C	-0.154	NaN
YGR023W	-0.154	NaN
YFR048W	-0.155	NaN
YMR099C	-0.155	NaN
YLR005W	NaN	-0.155
YGR158C	NaN	-0.155
YML095C	-0.156	NaN
YPL257W	-0.156	NaN
YJR051W	-0.156	NaN
YIR020C	-0.156	NaN
YDR530C	-0.156	NaN
YOR010C	-0.156	NaN
YGL049C	-0.156	NaN
YBR210W	-0.156	NaN
YJL077C	-0.156	NaN
YDL100C	-0.157	NaN
YBR198C	NaN	-0.157
YOR264W	-0.157	NaN
YOR016C	-0.157	NaN
YKL215C	-0.157	NaN
YPR052C	-0.158	NaN
YDR100W	-0.158	NaN
YOR357C	-0.158	NaN
YJL010C	NaN	-0.158
YOR039W	-0.158	NaN
YJR097W	-0.158	NaN
YDR438W	-0.158	NaN
YJL098W	-0.158	NaN
YLR037C	-0.159	NaN
YBR165W	NaN	-0.159
YDR493W	-0.159	NaN
YMR152W	-0.159	NaN
YDR198C	-0.159	NaN
YER038C	NaN	-0.159
YDR189W	NaN	-0.159
YEL057C	-0.159	NaN
YPL075W	NaN	-0.160
YKR039W	-0.160	NaN
YDR113C	NaN	-0.160
YBR232C	-0.160	NaN
YML010W	NaN	-0.160
YKL211C	-0.160	NaN
YDL136W	-0.160	NaN
YCL005W	-0.160	NaN
YML058W	-0.161	NaN
YOR014W	-0.161	NaN
YPL006W	-0.161	NaN
YGR107W	-0.161	NaN
YML037C	-0.161	NaN
YPL146C	NaN	-0.161
YCR008W	-0.161	NaN
YJR001W	-0.161	NaN
YER161C	-0.161	NaN
YEL035C	NaN	-0.161
YJL024C	-0.161	NaN
YDL160C-A	-0.161	NaN
YKL162C-A	-0.161	NaN
YNR051C	-0.162	NaN
YKL067W	-0.162	NaN
YDR302W	NaN	-0.162
YBR125C	-0.162	NaN
YDL134C	-0.163	NaN
YDR428C	-0.163	NaN
YER034W	-0.163	NaN
YAL060W	-0.163	NaN
YOR386W	-0.163	NaN
YDR296W	-0.163	NaN
YOR300W	-0.164	NaN
YGR286C	-0.164	NaN
YDL008W	NaN	-0.164
YKL008C	-0.164	NaN
YPR044C	-0.164	NaN
YIR042C	-0.164	NaN
YBR071W	-0.164	NaN
YNR055C	-0.164	NaN
YPL258C	-0.164	NaN
YLR147C	NaN	-0.164
YMR306C-A	-0.164	NaN
YMR084W	-0.165	NaN
YGR237C	-0.165	NaN
YOR204W	NaN	-0.165
YBR247C	NaN	-0.165
YDR514C	-0.165	NaN
YLR064W	-0.165	NaN
YPR079W	-0.165	NaN
YGR011W	-0.165	NaN
YDL223C	-0.166	NaN
YDR250C	-0.166	NaN
YLR057W	-0.166	NaN
YDR526C	NaN	-0.166
YHR012W	-0.166	NaN
YOR048C	NaN	-0.166
YLR375W	-0.166	NaN
YCR076C	-0.166	NaN
YMR053C	-0.166	NaN
YJL030W	-0.166	NaN
YBR115C	NaN	-0.166
YHR127W	-0.166	NaN
YJL126W	-0.167	NaN
YOL163W	-0.167	NaN
YJR008W	-0.167	NaN
YJR025C	-0.167	NaN
YFR030W	-0.167	NaN
YNL313C	NaN	-0.167
YDR185C	-0.168	NaN
YNL239W	-0.168	NaN
YDR080W	-0.168	NaN
YEL063C	-0.169	NaN
YJL110C	-0.169	NaN
YDR097C	-0.169	NaN
YLL045C	-0.169	NaN
YOR381W	-0.170	NaN
YJL118W	-0.170	NaN
YGL017W	-0.170	NaN
YDR159W	-0.171	NaN
YBR256C	NaN	-0.171
YFR004W	NaN	-0.171
YDR457W	-0.171	NaN
YGR110W	-0.171	NaN
YKL212W	-0.171	NaN
YEL066W	-0.171	NaN
YPR064W	-0.172	NaN
YOR127W	-0.173	NaN
YHR077C	-0.173	NaN
YDR538W	-0.173	NaN
YPL167C	-0.173	NaN
YNL226W	-0.173	NaN
YLL006W	-0.174	NaN
YJR128W	-0.174	NaN
YMR254C	-0.174	NaN
YGR057C	-0.174	NaN
YFL015C	-0.174	NaN
YNL198C	-0.174	NaN
YDL126C	NaN	-0.174
YIR036C	-0.175	NaN
YJR115W	-0.175	NaN
YLR211C	-0.175	NaN
YDR541C	-0.175	NaN
YML038C	-0.175	NaN
YBL030C	NaN	-0.176
YGR031W	-0.176	NaN
YOR095C	NaN	-0.176
YGL196W	-0.176	NaN
YMR176W	-0.176	NaN
YLR398C	-0.176	NaN
YIL126W	NaN	-0.176
YNL053W	-0.176	NaN
YCR027C	-0.176	NaN
YPR170C	-0.176	NaN
YLR329W	-0.177	NaN
YHL044W	-0.177	NaN
YNL178W	NaN	-0.177
YJR117W	-0.177	NaN
YPR130C	-0.177	NaN
YGR244C	-0.187	NaN
YML082W	-0.178	NaN
YJL132W	-0.472	NaN
YKR059W	-0.178	NaN
YBR068C	-0.178	NaN
YOR259C	NaN	-0.178
YOR280C	-0.179	NaN
YCR062W	NaN	-0.179
