orf	het | growth (pooled culture, microarray) | chloramphenicol [0.79 mM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | chloramphenicol [0.99 mM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | doxorubicin [12.5 uM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | linezolid [47.1 uM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | Tigecycline [51.5 uM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | Tigecycline [64.4 uM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | Tigecycline [80.5 uM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011
YAL001C	1.1763725580964726	1.045643921859087	0.900348733141993	0.8620806715427584	0.8477529638819962	0.9767852219465123	0.9368624207333884
YAL002W	0.9430338633603526	0.9643855734741718	1.2043381252294745	1.1348885813539697	1.0896840301802249	0.9959144673981087	0.9589799347632697
YAL003W	1.0132227745688005	0.9730513011451687	0.8630828989474106	0.9887495723227403	1.160142687277051	1.0516052318668252	1.115576694411415
YAL004W	0.925640512409928	1.0691553242594076	0.8436082199092608	1.1580931411796105	1.063356957156594	1.164820684497311	1.0375369493215572
YAL005C	0.8317729666471619	0.8697581431636434	0.6736395552954944	0.7555100448605422	0.9151323779451056	0.983191644401263	0.7294146222977896
YAL007C	0.9120424524264644	1.0835639496733331	0.5765883997603493	0.92716327636872	1.0791479121172958	1.0907348812335664	1.132269708988814
YAL008W	1.0671199304292829	1.1296545181437267	0.5188552454739505	0.9867973752865838	1.0106944444444446	1.1194444444444445	1.1900694444444444
YAL009W	0.9284969902474685	0.7272246504176322	0.963556329812882	0.9385450529623119	1.1950564858585049	1.1435381780306066	1.2006249499238844
YAL010C	0.9171206769243051	0.8993993095052786	0.9823784150551799	1.030313915663853	1.009823525095392	1.0257924860581158	0.9562298209568536
YAL011W	0.8828651925211302	0.7150175019209424	1.0753436352770425	0.7399470673610518	1.2828284040714422	1.4326387555214135	1.1507105819089685
YAL012W	1.0633579971882763	0.8699690630396459	0.9919551814022705	0.8647855297694509	1.0809740867362032	1.2783839866296458	1.2259398275238576
YAL013W	0.9868043252489461	0.7637607673040503	0.9819170383041114	0.6790274298979778	1.1918074970443007	1.2409068780860977	1.1701787328743305
YAL014C	0.9775147123856176	0.9817328298806002	0.9079497907949791	0.870769126101303	0.9308053289660169	0.9641901042486851	1.0176687348429971
