orf	het | growth (pooled culture, microarray) | chloramphenicol [0.79 mM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | chloramphenicol [0.99 mM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | doxorubicin [12.5 uM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | linezolid [47.1 uM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | Tigecycline [51.5 uM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | Tigecycline [64.4 uM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011	het | growth (pooled culture, microarray) | Tigecycline [80.5 uM] | YPGE + DMSO [2%] | Skrtic M~Schimmer AD, 2011
YAL001C	0.8789186646378107	0.802282526066339	-0.1651680706710348	-0.42539968028065406	-0.60846519235814	-0.11982224275085876	-0.2167081704593605
YAL002W	-0.027453802267488878	0.49907803570921927	0.9796135266284609	0.4223599002330156	0.12642164778720047	-0.07513353412543944	-0.16717337050770226
YAL003W	0.24518549004252446	0.5314130215203016	-0.30550599792902033	-0.03177189190869088	0.34044600053792357	0.05496821781071053	0.18354367444449757
YAL004W	-0.09501591161465169	0.8900121307661778	-0.3788449194719548	0.4944688354812747	0.046450853624031	0.3194560350275943	0.00876439517821651
YAL005C	-0.4596316437441175	0.1459886319571502	-1.0189231736217408	-0.7565714187896875	-0.40379431048534953	-0.10485590510120477	-0.6813121572381796
YAL007C	-0.14783572868903863	0.9437759594952755	-1.3844042717954308	-0.22315333850788083	0.0944172647654699	0.14638078834778775	0.22092966351019636
YAL008W	0.45454167150093944	1.11575665564649	-1.601819268178272	-0.03783840860755536	-0.11351614918096857	0.21345051717428012	0.3503790369427306
YAL009W	-0.08392031143055102	-0.38585573709351745	0.07286291120460651	-0.18778409222333894	0.4464997269550477	0.2697369944770544	0.3740193453248701
YAL010C	-0.12811005536763778	0.2565906182494843	0.14374425564962665	0.09739067635984745	-0.11616164311541738	-0.005334122874199192	-0.17333257705600918
YAL011W	-0.261170831843883	-0.4314050537141296	0.49383829205026697	-0.8049338848400376	0.7131146293565794	0.9451181277066938	0.26223018895802414
YAL012W	0.4399289527838822	0.14677565082697264	0.1798090202800695	-0.41699424409958197	0.09996443039317059	0.5847564794373781	0.43071502079821883
YAL013W	0.1425666118966254	-0.24952617932673585	0.142006775238162	-0.9942436681834895	0.436630638375928	0.4972044853943478	0.30583142561577104
YAL014C	0.1064823724735319	0.5638069668571951	-0.1365435490671797	-0.3984000210810323	-0.35618634666431587	-0.14924627551395384	-0.03573283123983737
YAL015C	0.45070418270340895	0.20515598778757058	0.037150599452259084	0.31706123759689026	-0.7390295349030016	-0.11291509217910582	0.15987415267916458
YAL016W	0.4507892596353553	0.770737113494264	0.6531833664333543	2.6703362945981692	0.05830792871300078	1.5864780177104323	0.7324698370859785
YAL017W	0.2737759019418708	0.6590469476410771	0.176485298961806	0.06784414134356803	0.09245056619034732	0.021742654497483	0.4539441662536081
YAL018C	0.27772704317200825	0.07887159834460801	-0.5335168871197087	-0.6976702473382159	-0.6755060655512375	-0.11088406248137374	-0.17838388271426797
YAL019W	0.17678886785820533	0.09490899781467466	-0.24442475796993327	0.06765712928128459	-0.1587239695367782	0.1887194656413639	0.006488881797075676
YAL020C	0.38813767590394943	0.4769621662815434	0.22299803133496274	-0.05911042820980971	-0.36954154975551534	0.07486081237764919	-0.021389511746281654
YAL021C	0.7541051197349364	1.2213436419251262	0.6371904100064698	0.6683297421205885	-0.11864855318773704	0.004532722558139226	-0.16455037268338726
YAL022C	0.08343207592793521	0.7866175766445016	0.2628218920332493	0.1092917225038314	-0.1048843824837724	0.006634628597483728	-0.03585623082937038
YAL023C	-1.1136383552804396	-0.789095453470719	-1.7108150913980558	-0.7308615087500888	-1.1154245625619221	-0.06022279558199033	-0.2015184130083972
YAL024C	-0.18320472267405544	-0.0672386892689752	0.7697747883298341	-0.06582733233968507	-0.46145797077722234	0.6367880974713813	-0.36089972772456497
YAL025C	0.7163973253332577	0.15189729242859257	0.3695009544412505	0.6846428413200003	0.26610116363448966	0.1610492451076607	-0.08379132408781058
YAL026C	0.43383503926153794	0.6786600266703006	0.11185806147468462	0.08377781319953101	-0.46027684426702836	-0.5307492665673338	0.05173389604346653
YAL027W	0.15410193156610927	0.5972456434511441	-0.3898759298525647	-0.6406253012224628	-0.39350861140437304	0.08768181511789477	0.4112163006868942
YAL028W	0.21913040458244865	0.9976133452492654	-0.6641397206130054	-0.3236368501592784	-0.496492355188587	-0.9396289038403797	-0.6024415274183097
YAL029C	-0.26732939643731934	0.40490410398309956	-0.47460981592317897	-0.23745534948137534	-0.20091537700035966	-0.1724424523910243	0.012058122061473471
YAL030W	0.18772302777475972	0.5539605524207445	0.1502706015628113	0.14484690095288374	-0.4144732109478782	-0.10800088511529757	0.13957536679996088
YAL031C	0.35769455685580903	0.4447625735055124	0.13454970942771982	-0.22001096099167555	-0.014336369177562218	0.04304025569098516	0.16540813194038462
YAL032C	-0.5265578578280405	-0.027371832661739665	-0.5086480198723902	-0.2659303200645411	0.28767679810358626	0.06617595503625782	0.07727026739084379
YAL033W	-0.8180614413789181	-0.0908338608794797	-0.6092290990510154	-0.7127596160860414	0.08223081291288127	0.16863959400778483	0.394746148998332
YAL034C	-0.21515501167882511	-0.1817896937756386	-0.6364467634030531	-0.6060044550790177	0.30803796765886277	0.31475181519941936	0.5580758479530266
YAL034C-B	0.20426828733141894	0.7186604082969008	0.04305851154322692	0.14981005980847303	-0.021720535195103554	0.11525475290051149	0.09906866980965875
YAL034W-A	-0.605367106362354	0.21391524856959315	0.1682671096807763	-0.4370874500056735	0.24927317344756006	0.017363068590181947	0.0990962674537007
YAL035W	0.2573611109905681	-0.014062558964507914	-1.9113003222320046	-0.5415467723716266	-0.2710861476530672	0.1029626687938429	0.10459086560815559
YAL036C	-0.1564720700997308	0.49331061555515215	-0.9456618083030407	-0.16447404863268342	-0.5989811610869653	0.2071978875040354	0.1554029784636261
YAL037W	0.38184156482326587	-0.007922272490062592	-0.714011837846434	-0.773290803503556	1.3444270285395141	0.45249964540048443	0.7260723880066069
YAL038W	0.26245113553409427	0.6100502133763794	-0.5953343239602849	0.37831189922098535	-0.27118199194770687	0.06112268933134755	0.0405784738566241
YAL039C	0.3254518608430882	1.1142651427876953	-0.6580615897781458	0.4222856274287239	-0.8322880510069651	-0.3146387679206403	-0.31384070755392157
YAL040C	-0.03453861581496138	-0.14924183419946693	-0.8930153056927275	0.23520016502072938	-0.07839393946109212	0.07339356048862786	0.5046742154284909
YAL041W	0.8788344203743989	0.9376312135770489	-0.5452133933200711	1.0078327488734318	0.3482675285488855	0.891236586821973	0.9697791731839696
YAL042C-A	-0.1657783528607564	5.03777999304483	-1.3921245134002362	1.8383704017782172	-0.09097355116554837	-0.32801444335316426	0.09756114929817439
YAL042W	-0.3824649107561454	-0.07761117965643607	-0.48832376250901055	-0.398944777435983	0.008119819532439232	0.47240412552538924	0.49871185984259747
YAL043C	0.05535350517915062	2.8769185198441938	-0.5055385361322857	0.8428737543033075	-0.28602937825780017	-0.07814588118889451	0.05980383778649077
