orf	hap a | growth (CFU) | 2,4-diacetylphloroglucinol [70 ug/ml] | MEB + MeOH | Troppens DM~Morrissey JP, 2013
YBL007C	5.040617147636813
YBL011W	5.040617147636813
YBL031W	5.040617147636813
YBR115C	5.040617147636813
YBR129C	10.081234295273626
YBR138C	5.040617147636813
YBR150C	5.040617147636813
YBR173C	5.040617147636813
YBR181C	5.040617147636813
YBR199W	5.040617147636813
YBR204C	5.040617147636813
YBR230C	5.040617147636813
YBR242W	5.040617147636813
YBR299W	5.040617147636813
YCR047C	10.081234295273626
YCR095C	5.040617147636813
YDL024C	5.040617147636813
YDL056W	5.040617147636813
YDL072C	
YDL082W	-5.040617147636813
YDL083C	5.040617147636813
YDL085W	5.040617147636813
YDL086W	5.040617147636813
YDL091C	5.040617147636813
YDR049W	5.040617147636813
YDR051C	5.040617147636813
YDR076W	5.040617147636813
YDR092W	5.040617147636813
YDR097C	10.081234295273626
YDR127W	5.040617147636813
YDR198C	5.040617147636813
YDR216W	5.040617147636813
YDR226W	5.040617147636813
YDR283C	5.040617147636813
YDR348C	10.081234295273626
YDR351W	5.040617147636813
YDR369C	5.040617147636813
YDR382W	5.040617147636813
YDR409W	5.040617147636813
YDR443C	5.040617147636813
YDR500C	5.040617147636813
YDR508C	
YEL025C	-5.040617147636813
YEL029C	5.040617147636813
YEL061C	5.040617147636813
YEL071W	5.040617147636813
YER040W	5.040617147636813
YER156C	5.040617147636813
YER158C	0.0
YER161C	5.040617147636813
YER170W	5.040617147636813
YER175C	5.040617147636813
YER184C	5.040617147636813
YER185W	5.040617147636813
YER186C	5.040617147636813
YGL017W	10.081234295273626
YGL019W	10.081234295273626
YGL029W	5.040617147636813
YGL110C	5.040617147636813
YGL133W	5.040617147636813
YGL138C	5.040617147636813
YGL139W	5.040617147636813
YGL141W	5.040617147636813
YGL147C	
YGL159W	
YGL161C	5.040617147636813
YGL194C	5.040617147636813
YGL211W	5.040617147636813
YGL212W	5.040617147636813
YGL213C	5.040617147636813
YGL215W	5.040617147636813
YGR093W	5.040617147636813
YGR159C	5.040617147636813
YGR162W	5.040617147636813
YGR254W	5.040617147636813
YGR258C	0.0
YGR271W	5.040617147636813
YHR133C	5.040617147636813
YHR178W	5.040617147636813
YIL128W	10.081234295273626
YIL130W	5.040617147636813
YJL003W	5.040617147636813
YJL103C	5.040617147636813
YJR044C	5.040617147636813
YJR055W	5.040617147636813
YKR094C	-5.040617147636813
YLL045C	10.081234295273626
YLR024C	5.040617147636813
YLR083C	5.040617147636813
YLR107W	5.040617147636813
YLR125W	5.040617147636813
YLR287C-A	5.040617147636813
YLR350W	5.040617147636813
YLR357W	5.040617147636813
YLR364W	5.040617147636813
YLR384C	5.040617147636813
YLR385C	5.040617147636813
YLR390W-A	-5.040617147636813
YML011C	5.040617147636813
YML032C	10.081234295273626
YML081W	10.081234295273626
YML115C	5.040617147636813
YMR012W	5.040617147636813
YMR140W	-5.040617147636813
YNL011C	5.040617147636813
YNL084C	5.040617147636813
YNL096C	-5.040617147636813
YNL099C	5.040617147636813
YNL130C	5.040617147636813
YNL277W	5.040617147636813
YOL009C	5.040617147636813
YOL042W	-5.040617147636813
YOL049W	-5.040617147636813
YOL075C	5.040617147636813
YOL076W	-5.040617147636813
YOR014W	5.040617147636813
YOR026W	5.040617147636813
YOR080W	5.040617147636813
YOR081C	5.040617147636813
YOR129C	5.040617147636813
YOR152C	5.040617147636813
YOR273C	5.040617147636813
YOR297C	5.040617147636813
YOR303W	5.040617147636813
YOR304W	5.040617147636813
YOR339C	5.040617147636813
YOR344C	5.040617147636813
YOR349W	5.040617147636813
YOR351C	5.040617147636813
YOR359W	5.040617147636813
YOR380W	-5.040617147636813
YOR382W	5.040617147636813
YPL034W	5.040617147636813
YPL041C	
YPL061W	5.040617147636813
YPL066W	5.040617147636813
YPL067C	5.040617147636813
YPL069C	5.040617147636813
YPL077C	5.040617147636813
YPL086C	5.040617147636813
YPL087W	10.081234295273626
YPL090C	5.040617147636813
YPL099C	5.040617147636813
YPL106C	5.040617147636813
YPL110C	5.040617147636813
YPL112C	5.040617147636813
YPL137C	5.040617147636813
YPL161C	5.040617147636813
YPL230W	5.040617147636813
YPL239W	0.0
YPR023C	5.040617147636813
YPR131C	5.040617147636813
YPR138C	5.040617147636813
YPR164W	5.040617147636813
