orf	hom | growth (culture turbidity) | sodium arsenite [400 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | cadmium dichloride [5 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | silver(1+) nitrate [10 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | mercury dichloride [19 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | chromium trioxide [400 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | zinc sulfate [1 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | copper(II) sulfate [5 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | sodium arsenite [1.25 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | cadmium dichloride [25 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | chromium trioxide [900 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | copper(II) sulfate [7 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | silver(1+) nitrate [20 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | mercury dichloride [49 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | zinc sulfate [2 mM] | Jin YH~Freedman JH, 2008
YAL012W	0.030567667588337732	0.12891153736302075	-0.05275850930712134	-0.06194801503509717	-0.9544030303381261	-0.018357692787186908	-0.23938119096171884	-0.5039042733685892	-0.8157332480792494	-0.8682109705141815	-0.9246066370134518	-0.04786388262065944	-0.0003378857946013669	-0.04269943442682589
YAL016W	0.014505398183223717	-0.17718972441615433	-0.12100585058505853	-0.024298861161630825	-0.9129796431538822	-0.10676881658480208	-0.06383871064377944	-0.6022430310990263	-0.9364709686620818	-0.9131250274199132	-0.09836154259520402	-0.16992471217139393	-0.05153125536477621	-0.49082466038004846
YAL021C	0.008574903832383018	-0.03901133486130526	-0.07297022194946945	-0.011142446908238068	-0.5643800540081609	-0.06338451624746877	0.011301291937400482	0.24753300348560714	-0.9077927483422519	-0.6298889814988904	-0.715012026492482	-0.07107398709907542	0.04390453701789876	-0.9057477563017757
YBR011C	0.05564962566664278	-0.10409919413722513	0.0019066283136808249	0.010928133119016525	-0.9356682457753498	-0.9864085643984984	-0.08807382954276033	0.23840696281930773	-0.5484564888157188	-0.9477490035604351	0.20414176601839684	-0.07764053068874432	0.10004587191285874	-0.9955906316496443
YBR112C	-0.47799351145934743	-0.8144687647033504	0.02366718532470724	-0.20640652143376947	-0.5989952424795568	-0.12869975864983318	-0.14801384988685629	-0.9811281967820292	-0.9518196838176387	-0.6728291477820925	-0.6005421442018892	-0.1636348429724418	-0.2475551184686844	-0.13305521744709037
YBR127C	0.013421757759770392	-0.04127410836095258	0.0319406262641273	0.06080198751860366	-0.9286697013428927	-0.9750422086167873	-0.01840394444558957	0.23599005275205553	-0.590775423281441	-0.9329440961635306	0.02125225952062415	-0.3966289660332276	0.04806752070195364	-0.9936542117139635
YBR200W	0.0502458625564246	0.0016958711097887491	-0.12655516852244575	0.12065159166145567	-0.7322222341234563	0.02323354077687978	0.08445520224005065	-0.009586263481152102	-0.35228705901651225	-0.6647065248316845	0.1212947586426747	-0.9792462617787282	0.12231019327476655	0.06426457524941487
YBR260C	0.00903693478796086	-0.5096046383554886	-0.007945365567172402	0.028300897295363114	-0.40249529913176596	-0.039939477784679545	0.02065395340102305	0.04758223258630245	-0.7740462265267922	-0.20127795527156545	0.06597648242684473	-0.06572791007070566	0.1668393588917827	-0.09168693718651855
YCL005W-A	-0.009806872732457617	-0.10359083582983286	0.024130564357388806	0.005300951919471331	-0.9085271954593632	-0.9840676924236795	0.006523277360573898	0.07576389994535115	-0.6330688615998123	-0.8794204173548746	0.010487853430757754	-0.9944858959557493	-0.9588120895907895	-0.9950882686262824
YCR024C	0.014950216691871354	-0.10707269856917334	-0.0027175945548381097	0.03531886785811156	-0.5697079564871473	-0.09180407670986046	-0.08612119677912544	-0.8798765611542421	-0.4188921644000555	-0.8478427911718387	-0.049191955783622676	0.02577358715074962	-0.03275946952660336	-0.01510144947519687
