orf	hom | growth (culture turbidity) | sodium arsenite [400 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | cadmium dichloride [5 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | silver(1+) nitrate [10 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | mercury dichloride [19 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | chromium trioxide [400 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | zinc sulfate [1 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | copper(II) sulfate [5 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | sodium arsenite [1.25 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | cadmium dichloride [25 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | chromium trioxide [900 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | copper(II) sulfate [7 mM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | silver(1+) nitrate [20 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | mercury dichloride [49 uM] | Jin YH~Freedman JH, 2008	hom | growth (culture turbidity) | zinc sulfate [2 mM] | Jin YH~Freedman JH, 2008
YAL012W	1.1407348036612361	2.529539520011857	-5.265468785225179	-4.437435859799017	-10.019987914439605	-0.3243904541926842	-7.810465814417682	-4.5975059730071495	-4.606697941346822	-5.1238820827165386	-7.489111311454225	-1.5148969403168262	-0.16431500447102465	-0.38693648190458046
YAL016W	0.5729646259570309	-3.2858369662265257	-12.406745849321846	-1.8184382102885763	-9.584010536613816	-1.6443506418320053	-2.2001821316927717	-5.485622780817603	-5.292950184487282	-5.387319877799399	-0.8189294094385315	-5.13868749483098	-1.4328354217387704	-4.1211444924394325
YAL021C	0.36333311334035495	-0.6606947082267746	-7.380385457672523	-0.9032352253443393	-5.915031606645772	-0.996631816936672	0.20126924143118904	2.18887297860504	-5.129948158867146	-3.7260342009782463	-5.797078054855776	-2.203967772358082	0.931967914943319	-7.578680598002411
YBR011C	2.02733354236466	-1.8972476194194077	0.4545913107030249	0.6320661365130651	-9.822806013030124	-14.777194074939587	-2.9747290781731426	2.1064538969371656	-3.087543242231269	-5.590402488453007	1.6231451130552943	-2.3989179355155175	2.323093956555033	-8.327337369332028
YBR112C	-16.835919909241998	-15.392998905115514	2.7315762272575332	-14.486439616469056	-6.279353313018566	-1.9717751689710483	-4.890393693767131	-8.907409791748838	-5.3801896168202665	-3.9778943869748176	-4.872975821343362	-4.951951351252517	-6.29011039126674	-1.1398672905523417
YBR127C	0.534660031489473	-0.7036833575614686	3.5972939668134774	4.101453732408021	-9.749146970212388	-14.607496683186632	-0.748100977498914	2.08462630318642	-3.3280767189626927	-5.503566151908473	0.14669909897160324	-11.869173735474002	1.0351224805504384	-8.31120126625906
YBR200W	1.83632096101777	0.1126693970004063	-12.987416336487838	8.264786940401525	-7.681555267537122	0.29655824661839125	2.539245716157678	-0.133222071965282	-1.9725502592145576	-3.9302521558391157	0.9543307225471283	-29.166148211151892	2.8747815376093704	0.5043899568655493
YBR260C	0.37966501458898877	-9.60112577935247	-0.576303323718467	1.8405721416219072	-4.211209303871193	-0.6466021369679492	0.500177425389722	0.383077944493412	-4.369756147911257	-1.2120697213384748	0.5077526219832369	-2.045251306884127	3.9781696564877693	-0.7951472110199228
YCL005W-A	-0.28642715922833184	-1.887589720820069	2.7800633623767723	0.24062110206397294	-9.537148930098422	-14.742245330048675	0.048565365038185065	0.6375921668746015	-3.56846528001883	-5.189629694115986	0.05979928295862163	-29.618588544289118	-23.91434566563421	-8.3231512001155
YCR024C	0.5886881004755556	-1.953738885266433	-0.029278919138457572	2.328765009646099	-5.971107295042967	-1.4209301037273376	-2.912323535581209	-7.992986206433349	-2.351122115246122	-5.0044150689248195	-0.4219889733671738	0.671281610149595	-0.967689372470452	-0.15696367405432368
