orf	hap alpha | growth (exponential growth rate) | standard [standard] | Yoshikawa K~Shimizu H, 2011
YAL002W	0.06137672283552846
YAL004W	0.036697838322533635
YAL005C	0.4152550639363371
YAL007C	-0.758522074918734
YAL008W	0.012553579990435522
YAL009W	-0.501657806082217
YAL011W	-0.3016169154552666
YAL012W	0.03509300846799938
YAL013W	-1.883092763333001
YAL014C	0.16353642353142384
YAL015C	0.2303229360181015
YAL016W	0.38375342956505903
YAL017W	0.03361912944270801
YAL018C	0.23454202378259667
YAL019W	0.03265246081564673
YAL020C	-0.5545125796532677
YAL021C	-1.1255728787047765
YAL022C	-0.2350632381763478
YAL023C	0.3937093228953952
YAL024C	0.12616456534803067
YAL027W	0.16836897944912277
YAL028W	0.3308740054111038
YAL029C	0.6791003098487721
YAL030W	-0.1959526465848394
YAL031C	-1.0299334592668006
YAL034C	-0.7895532845820887
YAL035W	0.04796007668500896
YAL036C	0.011923792333348875
YAL037W	0.2160475167643203
YAL039C	-0.23459961598077853
YAL040C	0.29876410853521107
YAL042C-A	0.6375569958754209
YAL042W	0.7296288003455983
YAL044C	0.10533968909740934
YAL045C	-0.12213816536782365
YAL046C	0.1627995568766274
YAL047C	-3.3353316273755853
YAL048C	0.12718970637514979
YAL049C	0.0946475438228844
YAL051W	0.3186834749911652
YAL053W	0.23359460244352054
YAL054C	0.015193238750778087
YAL055W	0.0051403124580341325
YAL056C-A	-0.38870513653417527
YAL056W	0.3051305658507839
YAL058W	-0.7389260713922337
YAL059W	-0.2931220769921982
YAL060W	0.08777043640301362
YAL061W	-0.15186633057011845
YAL062W	0.5918152600095344
YAL064C-A	-0.09625991237172618
YAL065C	-0.20606614622022046
YAL066W	0.4843671432962973
YAL067C	0.6235909623113788
YAL068C	0.6149679248674573
YAR002C-A	0.6285935404999529
YAR002W	-0.13325436270208993
YAR003W	-1.4063908323371166
YAR014C	-0.7668531466042435
YAR015W	-0.031161873869505224
YAR018C	-0.7484800216631291
YAR020C	-0.18920393420408113
YAR023C	0.5036607777192539
YAR027W	0.19860055661103607
YAR028W	0.10849608658402726
YAR029W	0.20509356105266818
YAR030C	0.32143229041436
YAR031W	0.20195008045209312
YAR035W	0.30113380259128497
YAR042W	0.3371069978218322
YAR047C	-0.1708433179392876
YAR050W	-0.08499182853118474
YBL001C	-0.22470964799526671
YBL002W	-0.12503484242981527
YBL003C	-0.12642042515597476
YBL005W	-0.12120618534336569
YBL006C	-2.0217746134616696
YBL007C	-0.038640246934286256
YBL008W	-1.4682283912462726
YBL009W	-0.2940786283482402
YBL010C	-0.13739624393276714
YBL011W	-0.6664121856682294
YBL012C	-0.5971755430749721
YBL013W	-0.414406729529188
YBL015W	-0.08476863599002707
YBL016W	-0.2986560714918988
YBL017C	0.6302973542786059
YBL022C	-0.30383270066969886
YBL024W	-0.20862352739674953
YBL027W	-2.0758446104001247
YBL028C	0.25284520967443863
YBL029W	0.21581457324779602
YBL036C	0.40474849501683596
YBL037W	0.41761651080765266
YBL038W	0.133465592078389
YBL039C	0.49197599409703635
YBL042C	-0.7607367743968432
YBL043W	0.2168315264154904
YBL044W	0.43904023246799045
YBL045C	-2.7060235642789596
YBL046W	-2.1346473969121074
YBL047C	0.06941387599407894
YBL048W	0.3586029753231593
YBL049W	-0.02825617752250842
YBL051C	-1.5917821990918992
YBL052C	-0.1383969427208381
YBL053W	-0.6802321971360943
YBL054W	0.6443096188225509
YBL055C	0.35188659592738836
YBL056W	0.04219893552188563
YBL057C	-1.410238826493912
YBL058W	-0.13625382250266355
YBL059W	-0.36689621985581494
YBL060W	0.42587533184326
YBL061C	-0.052800364253814555
YBL062W	-0.8455521231246328
YBL063W	0.2936546659326396
YBL064C	0.2677728865986155
YBL065W	0.4412399512876609
YBL066C	0.186023780656979
YBL067C	-0.8248545362941416
YBL068W	0.5208882179876207
YBL069W	0.33108117268178977
YBL070C	0.12514123771322302
YBL071C	-2.200710861130408
YBL072C	-2.825202070174587
YBL075C	0.12649025490038018
YBL078C	0.1452186567644144
YBL079W	-3.1091671158600493
YBL080C	-1.3713563169786982
YBL081W	0.06073743440768401
YBL082C	-1.410238826493912
YBL083C	0.35047846852215386
YBL085W	0.29762934654230855
