ORF	hap alpha | growth (exponential growth rate) | standard [standard] | Yoshikawa K~Shimizu H, 2011
YDL032W	0.296
YDL033C	0.300
YDL034W	0.317
YDL035C	0.339
YDL036C	0.347
YDL037C	0.355
YDL039C	0.319
YDL040C	0.322
YDL041W	0.293
YDL042C	0.302
YDL044C	0.295
YDL045W-A	0.294
YDL046W	0.327
YDL048C	0.325
YDL049C	0.334
YDL050C	0.332
YDL051W	0.334
YDL052C	0.303
YDL053C	0.325
YDL054C	0.350
YDL056W	0.295
YDL057W	0.338
YDL059C	0.333
YDL062W	0.284
YDL063C	0.273
YDL065C	0.339
YDL066W	0.330
YDL067C	0.308
YDL068W	0.312
YDL070W	0.325
YDL071C	0.320
YDL072C	0.321
YDL073W	0.311
YDL074C	0.250
YDL076C	0.322
YDL077C	0.328
YDL078C	0.330
YDL079C	0.336
YDL080C	0.340
YDL081C	0.339
YDL082W	0.276
YDL083C	0.254
YDL085W	0.342
YDL086W	0.355
YDL088C	0.336
YDL089W	0.328
YDL090C	0.302
YDL091C	0.298
YDL093W	0.327
YDL094C	0.315
YDL095W	0.282
YDR438W	0.333
YDR439W	0.317
YDR440W	0.333
YDR441C	0.322
YDR442W	0.483
YDR443C	0.327
YDR446W	0.346
YDR447C	0.315
YDR450W	0.334
YDR451C	0.333
YDR452W	0.326
YDR453C	0.332
YDR455C	0.319
YDR456W	0.332
YDR457W	0.317
YDR458C	0.311
YDR459C	0.340
YDR462W	0.331
YDR463W	0.320
YDR465C	0.329
YDR466W	0.313
YDR467C	0.324
YDR469W	0.283
YDR470C	0.284
YDR471W	0.318
YDR475C	0.326
YDR476C	0.333
YDR479C	0.325
YDR480W	0.322
YDR481C	0.311
YDR482C	0.338
YDR483W	0.338
YDR484W	0.313
YDR485C	0.319
YDR486C	0.339
YDR488C	0.318
YDR490C	0.330
YDR491C	0.292
YDR492W	0.323
YDR494W	0.343
YDR495C	0.329
YDR496C	0.273
YDR497C	0.339
YDR501W	0.344
YDR503C	0.342
YDR504C	0.345
YDR505C	0.353
YDR506C	0.335
YDR507C	0.360
YDR508C	0.338
YDR509W	0.340
YDR511W	0.340
YDR512C	0.309
YDR513W	0.336
YDR514C	0.359
YDR516C	0.333
YDR517W	0.344
YDR518W	0.342
YDR519W	0.327
YDR520C	0.333
YDR521W	0.323
YDR522C	0.315
YDR523C	0.330
YDR524C	0.336
YDR525W	0.318
YDR528W	0.336
YDR529C	0.271
YDR530C	0.341
YDR533C	0.321
YDR534C	0.330
YGL101W	0.327
YGL104C	0.333
YGL105W	0.328
YGL107C	0.338
YGL108C	0.335
YGL109W	0.336
YGL110C	0.338
YGL114W	0.348
YGL115W	0.336
YGL117W	0.331
YGL118C	0.341
YGL121C	0.337
YGL124C	0.334
YGL126W	0.322
YGL127C	0.321
YGL129C	0.284
YGL131C	0.333
YGL132W	0.330
YGL133W	0.320
YGL135W	0.190
YGL136C	0.311
YGL138C	0.338
YGL139W	0.334
YGL140C	0.348
YGL141W	0.351
YGL143C	0.319
YGL144C	0.344
YGL146C	0.339
YGL147C	0.323
YGL148W	0.305
YGL149W	0.341
YGL151W	0.366
YGL152C	0.333
YGL153W	0.348
YGL154C	0.340
YGL156W	0.337
YGL157W	0.340
YGL158W	0.346
YGL159W	0.343
YGL160W	0.335
YGL161C	0.340
YGL162W	0.337
YGL163C	0.315
YGL164C	0.366
YGL165C	0.324
YGL166W	0.333
YGL167C	0.260
YGL168W	0.255
YGL170C	0.330
YGL173C	0.335
YGL174W	0.292
YGL175C	0.342
YGL176C	0.342
YGL177W	0.340
YGL179C	0.342
YGL180W	0.331
YGL181W	0.376
YER101C	0.324
YER103W	0.313
YER106W	0.326
YER108C	0.338
YER109C	0.331
YER110C	0.287
YER111C	0.348
YER113C	0.337
YER114C	0.329
YER115C	0.325
YER116C	0.341
YER117W	0.275
YER118C	0.316
YER119C	0.317
YER119C-A	0.314
YER120W	0.315
YER121W	0.337
YER122C	0.336
YER123W	0.315
YER124C	0.335
YER128W	0.332
YER129W	0.344
YER130C	0.333
YER131W	0.285
YER132C	0.338
YER134C	0.337
YER135C	0.335
YER137C	0.334
YER139C	0.330
YER140W	0.347
YER141W	0.303
YER142C	0.338
YER143W	0.335
YER145C	0.310
YER149C	0.334
YER150W	0.329
YER151C	0.256
YER152C	0.331
YER153C	0.335
YER154W	0.272
YER155C	0.262
YER156C	0.314
YER158C	0.335
YER161C	0.362
YER162C	0.339
YER163C	0.346
YER164W	0.291
YER166W	0.327
YER167W	0.344
YER169W	0.322
YER170W	0.325
YER173W	0.325
YER174C	0.328
YER175C	0.331
YER176W	0.334
YER177W	0.217
YER178W	0.324
YER179W	0.333
YER180C	0.311
YER181C	0.337
YER182W	0.326
YER183C	0.327
YER184C	0.333
YER185W	0.328
YER186C	0.328
YER187W	0.322
YMR052C-A	0.253
YMR052W	0.341
YMR053C	0.349
YMR054W	0.333
YMR055C	0.330
YMR056C	0.331
YMR057C	0.321
YMR058W	0.314
YJR034W	0.344
YJR039W	0.353
YJR044C	0.355
YJR066W	0.353
YIL111W	0.357
YIL122W	0.330
YIL131C	0.347
YIL136W	0.344
YIL158W	0.310
YIR004W	0.324
YIL056W	0.338
YIL085C	0.345
YIL094C	0.343
YDL047W	0.213
YDL061W	0.259
YDL075W	0.214
YDR477W	0.334
YDR500C	0.278
YLR363C	0.319
YLR364W	0.356
YLR365W	0.351
YLR366W	0.332
YLR367W	0.326
YLR368W	0.340
YLR371W	0.343
YLR372W	0.315
YLR373C	0.312
YLR374C	0.315
YLR375W	0.341
YLR376C	0.341
YLR377C	0.341
YLR380W	0.334
YLR381W	0.330
YLR384C	0.275
YLR385C	0.324
YLR386W	0.327
YLR387C	0.338
YLR388W	0.273
YLR389C	0.343
YLR390W	0.341
YLR344W	0.336
YLR345W	0.342
YLR348C	0.335
YLR349W	0.335
YLR350W	0.294
YLR351C	0.335
YLR352W	0.332
YLR353W	0.333
YLR354C	0.330
YLR356W	0.329
YLR357W	0.306
YLR360W	0.345
YLR362W	0.309
YAL024C	0.339
YBR299W	0.350
YCR107W	0.342
YDR326C	0.337
YDR417C	0.265
YDR444W	0.347
YDR461W	0.342
YDR493W	0.335
YDR502C	0.336
YDR515W	0.334
YER089C	0.335
YFL001W	0.253
YFL003C	0.340
YFL004W	0.340
YFL010C	0.342
YFL010W-A	0.339
YFL012W	0.345
YFL013C	0.326
YFL033C	0.326
YGR122C-A	0.345
YGR162W	0.318
YGR252W	0.206
YGR254W	0.342
YGR255C	0.313
YGR257C	0.320
YGR258C	0.321
YGR271W	0.340
YGR271C-A	0.323
YGR273C	0.317
YGR276C	0.336
YGR289C	0.340
YGR291C	0.342
YGR292W	0.334
YFL063W	0.339
YJL103C	0.344
YML073C	0.347
YNL047C	0.339
YNL053W	0.334
YNL059C	0.287
YNL069C	0.246
YNL086W	0.329
YNL089C	0.338
YNL096C	0.311
YNL109W	0.306
YNL111C	0.377
YNL147W	0.334
YNL268W	0.332
YNL284C	0.351
YNL315C	0.332
YOL148C	0.281
YPL158C	0.335
YPR011C	0.326
YPR021C	0.332
YPR083W	0.345
YPR091C	0.335
YPR118W	0.326
YPR133W-A	0.356
YPR151C	0.350
YMR074C	0.337
YMR118C	0.337
YOL153C	0.339
YER017C	0.279
YER050C	0.342
YAL039C	0.327
YAL027W	0.340
YML061C	0.269
YMR015C	0.324
YMR021C	0.331
YMR035W	0.295
YMR151W	0.293
YMR150C	0.294
YMR152W	0.339
YMR193W	0.304
YMR228W	0.303
YMR256C	0.256
YMR257C	0.289
YMR267W	0.255
YMR282C	0.294
YMR286W	0.285
YMR287C	0.276
YMR293C	0.250
YHL038C	0.270
YHR011W	0.281
YPL271W	0.279
YPL215W	0.300
YJL209W	0.270
YJL180C	0.255
YLL009C	0.340
YLL027W	0.328
YLL033W	0.254
YLL042C	0.298
YOR318C	0.278
YOR330C	0.268
YOR375C	0.270
YOL009C	0.186
YOL033W	0.273
YOL083W	0.264
YOR065W	0.286
YHR051W	0.268
YHR091C	0.263
YHR120W	0.279
YPL173W	0.218
YPL172C	0.345
YPL104W	0.307
YOR127W	0.303
YOR155C	0.284
YOR158W	0.272
YOR241W	0.233
YOR211C	0.181
YLR067C	0.281
YLR069C	0.292
YLR070C	0.270
YLR091W	0.268
YHR147C	0.233
YBR179C	0.316
YBR251W	0.269
YBR268W	0.276
YCL010C	0.223
YCR003W	0.270
YDR175C	0.276
YDR194C	0.276
YDR197W	0.236
YDR230W	0.250
YDR077W	0.333
YDR114C	0.223
YDR115W	0.134
YLR139C	0.255
YLR144C	0.261
YLR201C	0.257
YLR202C	0.269
YLR203C	0.265
YDR347W	0.307
YDR350C	0.285
YDR375C	0.252
YGR062C	0.258
YGR076C	0.230
YGR102C	0.228
YGR150C	0.264
YGR167W	0.248
YGR171C	0.271
YGR174C	0.297
YGR180C	0.275
YGR215W	0.253
YKL003C	0.292
YKL016C	0.278
YKL114C	0.191
YKL134C	0.276
YKL138C	0.297
YKL169C	0.299
YKL170W	0.281
YMR231W	0.277
YLL006W	0.223
YLR148W	0.281
YKL002W	0.323
YKL087C	0.288
YDR377W	0.196
YLR240W	0.159
YCR094W	0.269
YNL220W	0.330
YNL243W	0.282
YNL242W	0.321
YNL239W	0.325
YNL237W	0.333
YNL236W	0.400
YNL231C	0.319
YNL230C	0.338
YNL227C	0.296
YNL225C	0.173
YNL219C	0.340
YNL213C	0.307
YKR055W	0.342
YML094C-A	0.296
YJL127C	0.189
YJL124C	0.258
YJL102W	0.283
YJL096W	0.301
YJL079C	0.342
YOL143C	0.036
YLR435W	0.226
YAL016W	0.347
YGL218W	0.346
YBR039W	0.277
YNL139C	0.232
YIL154C	0.321
YNL138W	0.258
YPL268W	0.230
YPR067W	0.284
YBR097W	0.223
YGL038C	0.226
YGL029W	0.318
YGL206C	0.205
YGL240W	0.208
YGL223C	0.324
YGR262C	0.193
YGL242C	0.340
YBL093C	0.220
YPR072W	0.320
YJL084C	0.339
YJL075C	0.225
YDR532C	0.251
YER014C-A	0.268
YLR233C	0.333
YLR234W	0.293
YLR235C	0.301
YLR239C	0.343
YLR242C	0.163
YLR244C	0.333
YLR399C	0.247
YLR338W	0.301
YLR337C	0.256
YLR396C	0.339
YEL036C	0.289
YEL044W	0.217
YER068W	0.193
YDR138W	0.197
YOR290C	0.288
YLR369W	0.239
YFL016C	0.222
YNL055C	0.311
