orf	hap alpha | growth (exponential growth rate) | standard [standard] | Yoshikawa K~Shimizu H, 2011
YCL010C	0.22318888863517583
YCL011C	0.3215968573903345
YCL014W	0.330000148180698
YCL016C	0.3287130162238623
YCL022C	0.33701332916311044
YCL023C	0.33940900256499285
YCL024W	0.33198371995143117
YCL025C	0.33124993582500317
YCL026C-A	0.33787630814927994
YCL027W	0.33528354878913647
YCL028W	0.3290221578670543
YCL029C	0.312211629474949
YCL030C	0.33483297202965623
YCL032W	0.3093606987396619
YCL033C	0.3380838471655892
YCL034W	0.33707466020382076
YCL035C	0.2995154456752631
YCL036W	0.34535186498838144
YCL037C	0.2635627098466723
YCL038C	0.33070902115552436
YCL039W	0.3238677581811772
YCL040W	0.3265137637618907
YCL042W	0.33544918777307875
YCL044C	0.3460710732958739
YCL045C	0.3376208230785781
YCL046W	0.36428947381716603
YCL047C	0.34943835426143344
YCL048W	0.33459974427777484
YCL049C	0.345207177929427
YCL050C	0.3349275703320771
YCL051W	0.34995924617354557
YCL055W	0.3376558332779313
YCL056C	0.3272315368317247
YCL057W	0.33394874371108085
YCL058C	0.2547100757687554
YCL061C	0.3557853697915118
YCL063W	0.3202953163392348
YCL064C	0.33376972745948075
YCL069W	0.3286609113824766
YCL076W	0.3512506212187785
YCR001W	0.34713256463786535
YCR002C	0.3045811879217088
YCR003W	0.27004387832971594
YCR004C	0.333057461981469
YCR005C	0.3539618624101593
YCR006C	0.3426544333074936
YCR007C	0.3328733468419331
YCR008W	0.33144059215716715
YCR009C	0.3119168907780615
YCR010C	0.33401142696343056
YCR011C	0.33680147644092145
YCR014C	0.33546160760863397
YCR015C	0.3288058687903619
YCR016W	0.3261351382968565
YCR017C	0.32758341816939307
YCR019W	0.332143331545066
YCR020C	0.33455692488076594
YCR020C-A	0.33470329578178026
YCR021C	0.3336132273592981
YCR022C	0.32416526695142844
YCR023C	0.33574251409776074
YCR024C	0.29582206091049257
YCR024C-A	0.32206192951935175
YCR025C	0.3128776425018317
YCR026C	0.2969715683296111
YCR027C	0.3356320929790989
YCR028C	0.11339974759613311
YCR028C-A	0.2830376440587525
YCR030C	0.34003906609841816
YCR031C	0.30866710327017277
YCR032W	0.33939016105186215
YCR033W	0.3402854870887221
YCR034W	0.35698013351103774
YCR036W	0.31633764069436376
YCR037C	0.3322930337459671
YCR043C	0.3352493455048711
YCR044C	0.2785544420424715
YCR045C	0.30626291736204386
YCR046C	0.3124108833646221
YCR047C	0.3455819175434469
YCR048W	0.345780980148379
YCR049C	0.33481400798390215
YCR050C	0.32694094910892424
YCR051W	0.2961180342329973
YCR053W	0.17674071079218484
YCR059C	0.31964027911339765
YCR060W	0.34253094935640027
YCR061W	0.3305807124677612
YCR063W	0.32361458315391567
YCR065W	0.3467972126093117
YCR066W	0.3228197134589772
YCR067C	0.34200469848567594
YCR068W	0.3163484394485314
YCR069W	0.34763465237484104
YCR071C	0.2954289592795608
YCR073C	0.3411437198071383
YCR073W-A	0.3592315520983371
YCR075C	0.34200034315470595
YCR076C	0.36417583287609645
YCR077C	0.323723292013838
YCR079W	0.34306824929417046
YCR082W	0.34589238601417815
YCR083W	0.34699348836120025
YCR085W	0.34606705419426137
YCR086W	0.24599740858377664
YCR087C-A	0.319275492556632
YCR087W	0.3099207703068325
YCR088W	0.3535235456122724
YCR089W	0.35570152473191374
YCR090C	0.33374078800195284
YCR091W	0.3374180299029033
YCR092C	0.3504291373924126
YCR094W	0.269321759954784
YCR095C	0.3449329583514755
YCR098C	0.33166078968990054
YCR099C	0.33933187360080264
YCR100C	0.3481442508500174
YCR101C	0.3349651789502135
YCR102C	0.334207828007134
YCR102W-A	0.34547185604910424
YCR105W	0.33234070632767054
YCR106W	0.3262970206069514
YCR107W	0.3423378459216412
YDL001W	0.3206866152591027
YDL002C	0.3035256102126368
YDL005C	0.2604622061388929
YDL006W	0.21731618939691438
YDL009C	0.35148092098840844
YDL010W	0.35248072791929963
YDL011C	0.3501207236643999
YDL012C	0.31548382920662627
YDL013W	0.34338795638115316
YDL018C	0.3474479067300192
YDL019C	0.3629832503437881
YDL020C	0.3387822369450796
YDL021W	0.32936258058776346
YDL022W	0.30665513304959
YDL023C	0.355915574081095
YDL024C	0.3437543846373774
YDL025C	0.3414284278943556
YDL026W	0.34083813862731976
YDL027C	0.33638865823173936
YDL032W	0.2963113679990436
YDL033C	0.2996406452886958
YDL034W	0.31747127000698494
YDL035C	0.33898330551838607
YDL036C	0.34696428765839843
YDL037C	0.3552849560985193
YDL039C	0.31868177742385273
YDL040C	0.32210729412196604
YDL041W	0.2934562944128764
YDL042C	0.30215122688859886
YDL044C	0.29509975446318915
YDL045W-A	0.29354261769160883
YDL046W	0.32663599331068927
YDL047W	0.21336888084810174
YDL048C	0.3245998871180441
YDL049C	0.33404040083535314
YDL050C	0.33215055010983774
YDL051W	0.333681840812997
YDL052C	0.30304294036295587
YDL053C	0.32453306653349034
YDL054C	0.35034278160809496
YDL056W	0.2952648219283447
YDL057W	0.33792196112595546
YDL059C	0.3334860919172054
YDL062W	0.283830110973855
YDL063C	0.273466271706544
YDL065C	0.33853723540742864
YDL066W	0.33021472759629683
YDL067C	0.30774349573200216
YDL068W	0.31165966703456083
YDL070W	0.3245986368446888
YDL071C	0.31999964889302235
YDL072C	0.3213030388168804
YDL073W	0.311109371872823
YDL074C	0.2500614356027645
YDL075W	0.21355735256955366
YDL076C	0.3219204698432999
YDL077C	0.3282183210143337
YDL078C	0.33020124562892356
YDL079C	0.33625542568278277
YDL080C	0.3403717234083833
YDL081C	0.33928809886608935
YDL082W	0.27621034262988414
YDL083C	0.25445032428633374
YDL085W	0.34217929665616814
YDL086W	0.3550382030468639
YDL088C	0.3358043355216779
YDL089W	0.32793643629819996
YDL090C	0.30231930284735
YDL091C	0.2977004876674494
YDL093W	0.32660545234550287
YDL094C	0.31513597580902253
YDL095W	0.2822330922103383
YDL096C	0.3559819463867313
YDL099W	0.30236648238612285
YDL100C	0.34522386941499605
YDL101C	0.3578243810475881
YDL104C	0.3378927538234293
YDL106C	0.3411038429315536
YDL107W	0.29066015722709615
YDL109C	0.3446161384156449
YDL110C	0.34939774769524967
YDL112W	0.3411636736365694
YDL113C	0.3447939501462601
YDL114W	0.3054176342983101
YDL115C	0.29007610540027384
YDL116W	0.23068960934130123
YDL117W	0.30002861815375564
YDL118W	0.23133463951765548
YDL119C	0.33954981945586227
YDL121C	0.3442588619260235
YDL122W	0.3475378660595893
YDL123W	0.34453176614636016
YDL124W	0.3346517549484655
YDL125C	0.34616954635134056
YDL127W	0.33629383958998693
YDL128W	0.3477398329934297
YDL130W	0.28299405719733906
YDL130W-A	0.3352336578891364
YDL131W	0.3351097977663404
YDL133C-A	0.3280707552588659
YDL133W	0.3005838005926326
YDL134C	0.341046232580317
YDL135C	0.35157685319315113
YDL136W	0.32548677244891544
YDL137W	0.33976933228185213
YDL138W	0.34779611723949866
YDL142C	0.32152930496087095
YDL144C	0.32817841702934697
YDL146W	0.35026291796161446
YDL149W	0.34140008750181305
YDL151C	0.27193423569572567
YDL154W	0.34473792741244946
YDL155W	0.3484680898940652
YDL156W	0.358604179964342
YDL158C	0.3174797647037664
YDL159W	0.32355081520390583
YDL160C	0.2609456653392308
YDL161W	0.3483003683471558
YDL162C	0.3497129477622409
YDL167C	0.33402839241738547
YDL168W	0.3134889479811036
YDL169C	0.3254923943825516
YDL170W	0.33546202638061806
YDL171C	0.34099957643497847
YDL172C	0.2648407395982876
YDL173W	0.27745888819897413
YDL174C	0.3447169859543836
YDL175C	0.3319928086159744
YDL176W	0.33933722410764233
YDL177C	0.33143403057037124
YDL178W	0.3352348818332023
YDL179W	0.3377243866486328
YDL180W	0.3099216073817096
YDL181W	0.32239591837766685
YDL182W	0.3338977825098334
YDL183C	0.33763621003400646
YDL184C	0.3400311393841404
YDL185W	0.16857349270546995
YDL186W	0.34013988687844654
YDL187C	0.329203028185637
YDL188C	0.33041727101214824
YDL189W	0.31911127525051686
YDL190C	0.2982663957726248
YDL191W	0.308020945399213
YDL192W	0.24648744329934097
YDL194W	0.275279501533526
YDL197C	0.3479612903767878
YDL198C	0.36101811634603276
YDL199C	0.35008770441377923
YDL200C	0.3279474075333246
YDL201W	0.35775860730447173
YDL202W	0.34655086805076174
YDL203C	0.3417747420794831
YDL204W	0.34355345507496515
YDL206W	0.33817011334375535
YDL210W	0.33762045974940363
YDL211C	0.346108272120558
YDL213C	0.3481746450005646
YDL214C	0.34611993880850067
YDL215C	0.3380147282291347
YDL216C	0.3352602867125275
YDL218W	0.34138345320638586
YDL219W	0.32712697231958754
YDL222C	0.3260459665269508
YDL223C	0.3548164459727666
YDL224C	0.3557892533773039
YDL225W	0.3334650079383486
YDL226C	0.33380841122652505
YDL227C	0.34042559015861473
YDL229W	0.33257833438760814
YDL230W	0.33727311464826376
YDL231C	0.33756156667681897
YDL232W	0.2604301795302866
YDL233W	0.335173765945853
YDL234C	0.3455770605688447
YDL236W	0.3309480664561004
YDL237W	0.32924542454132105
YDL238C	0.33765935463887076
YDL239C	0.3496358347542714
YDL240W	0.32989834639884785
YDL241W	0.3354591128747434
YDL242W	0.33373997443596193
YDL243C	0.33684932899949627
YDR001C	0.32546200258303437
YDR003W	0.34227821840790107
YDR004W	0.33169003078104753
YDR005C	0.28042369933745437
YDR006C	0.30725086395042567
YDR007W	0.324594370273392
YDR008C	0.33501531592406464
YDR009W	0.3518382772378712
YDR010C	0.3012928533496261
YDR011W	0.3236553773194747
YDR014W	0.32645666791526173
YDR015C	0.3301597846314064
YDR017C	0.23087239171379687
YDR018C	0.3323296756047366
YDR019C	0.32675198079965095
YDR020C	0.3324144669015168
YDR022C	0.3451932161848233
YDR024W	0.2911836031121834
YDR025W	0.29400116883973937
YDR026C	0.3556375984579545
YDR027C	0.32101186209880717
YDR028C	0.34002805934046587
YDR029W	0.3438927754161054
YDR030C	0.34017634896656146
YDR031W	0.34326293832456867
YDR032C	0.3389732701511279
YDR033W	0.34302362767685324
YDR034C	0.3420172911889587
YDR035W	0.3457569150736616
YDR036C	0.3521982391570777
YDR042C	0.33950118862234074
YDR043C	0.3454633173262751
YDR046C	0.3503551253986041
YDR048C	0.32525742704106153
YDR049W	0.33857795401142543
YDR051C	0.3286738385994561
YDR055W	0.32240657754864777
YDR056C	0.3491824798757859
YDR057W	0.33053693399024703
YDR058C	0.34442230044441086
YDR059C	0.33920674890667857
YDR061W	0.3339306358889953
YDR063W	0.32393557390201333
YDR065W	0.3136890663358738
YDR066C	0.3319562160045612
YDR067C	0.3190939946915954
YDR068W	0.3268150571676832
YDR069C	0.3368773474401682
YDR070C	0.3362946297354391
YDR071C	0.327941377273377
YDR072C	0.3254172908266415
YDR073W	0.3093556397453604
YDR074W	0.257862576907702
YDR075W	0.3351617667741137
YDR076W	0.3264165270951109
YDR077W	0.3325554539226042
YDR078C	0.30269897022182013
YDR079W	0.2809646947417901
YDR080W	0.32499512884553783
YDR083W	0.30495190710426423
YDR084C	0.32949819023681554
YDR085C	0.33242610873692724
YDR089W	0.32482511559000815
YDR090C	0.33015835767714596
YDR092W	0.31760347264187055
YDR093W	0.3202681768314145
YDR094W	0.31782947803536754
YDR095C	0.32281183934043567
YDR097C	0.32531180616005523
YDR098C	0.34095795796318884
YDR099W	0.31363254706803523
YDR100W	0.3263517202754925
YDR101C	0.2937175554878869
YDR102C	0.3182604242113616
YDR103W	0.32723295439277666
YDR104C	0.32152164813866974
YDR105C	0.3241027396443418
YDR107C	0.32472861923792673
YDR108W	0.3380643459322914
YDR109C	0.3512275898663598
YDR110W	0.3349466159579028
YDR111C	0.3589273194039762
YDR112W	0.33278303446873925
YDR114C	0.22318888863517583
YDR115W	0.13393687099257673
YDR116C	0.3288119085502683
YDR117C	0.3390645105611998
YDR119W	0.3435001489120289
YDR120C	0.33550984536927014
YDR121W	0.35214913845473494
YDR122W	0.3512942428827668
YDR123C	0.346829910101498
YDR124W	0.3368880160991313
YDR125C	0.33739133345992567
YDR126W	0.3356769417015053
YDR127W	0.10923072688360119
YDR128W	0.2985446156599024
YDR129C	0.32279497260720297
YDR130C	0.3426158780082553
YDR131C	0.33709856407394606
YDR132C	0.33874989277618317
YDR133C	0.34219442022044566
YDR135C	0.3396786045410801
YDR136C	0.33482502491536975
YDR137W	0.33878392915601496
YDR138W	0.19713734724608134
YDR139C	0.33761438408471767
YDR140W	0.3404104773052251
YDR142C	0.34062018763225704
YDR143C	0.34085955713549054
YDR144C	0.3414415193153714
YDR146C	0.3387522958672279
YDR147W	0.3326545537649924
YDR148C	0.3417819783045314
YDR149C	0.3193777292559752
YDR150W	0.2860297630666421
YDR151C	0.3371419503015039
YDR152W	0.3497544357371303
YDR153C	0.3507076184949686
YDR154C	0.35087343859821346
YDR155C	0.34656638199275
YDR156W	0.23761685492660245
YDR157W	0.317920059526034
YDR158W	0.33517088743878787
YDR159W	0.29746689243445057
YDR161W	0.29305927812813815
YDR162C	0.2733525085669113
YDR163W	0.34447285022092045
YDR165W	0.3274030726507797
YDR169C	0.3352498004772183
YDR171W	0.3361271199353898
YDR173C	0.19391123707541003
YDR174W	0.2888886071952885
YDR175C	0.27593675343225516
YDR176W	0.1436628665861285
YDR178W	0.3523300549574472
YDR179C	0.36127739973154227
YDR179W-A	0.3389796192104748
YDR181C	0.3443258973261389
YDR183W	0.33682706425441966
YDR184C	0.32990576379222136
YDR185C	0.33694577713020113
YDR186C	0.3449457347569085
YDR191W	0.3326273672696835
YDR192C	0.34291029109160165
YDR193W	0.336802333084684
YDR194C	0.2758123263045277
YDR195W	0.15865995380260609
YDR197W	0.23579743708623213
YDR198C	0.3306055900135706
YDR199W	0.34814897610156803
YDR200C	0.36781434664697854
YDR202C	0.3345235035772186
YDR203W	0.3554791446713039
YDR204W	0.29984012543523403
YDR205W	0.33374091833231667
YDR206W	0.33639063368981936
YDR207C	0.25966890517244035
YDR209C	0.34440889423266696
YDR210W	0.34221297537200923
YDR213W	0.3387671987827639
YDR214W	0.3533776120785034
YDR215C	0.3494269288267492
YDR216W	0.34936144985147805
YDR217C	0.34357343029555165
YDR218C	0.3408706244803439
YDR219C	0.33499527485995195
YDR220C	0.3254783945950209
YDR221W	0.3423276564796375
YDR222W	0.34978084414888344
YDR223W	0.33820937119182437
YDR225W	0.3143946924115605
YDR226W	0.18960110456256402
YDR227W	0.324659381247395
YDR229W	0.3350447481268621
YDR230W	0.2504497086728351
YDR231C	0.34122160918209854
YDR233C	0.3385203520706377
YDR234W	0.34851008650723936
YDR237W	0.29054050464779146
YDR239C	0.34687362909721253
YDR241W	0.3220459497035033
YDR242W	0.3427993060720568
YDR245W	0.33137543185907536
YDR247W	0.34662943761962295
YDR248C	0.33711229098394263
YDR249C	0.3370389353872773
YDR250C	0.34388822915543216
YDR251W	0.34738380230527244
YDR252W	0.337613803599296
YDR253C	0.34929316675682387
YDR254W	0.34235335380939647
YDR255C	0.3327581118095617
YDR256C	0.3387454370538116
YDR257C	0.339147116363243
YDR258C	0.3372704366422883
YDR259C	0.3367899815485846
YDR260C	0.3388823285636915
YDR261C	0.34485875547521594
YDR262W	0.33426614576901553
YDR263C	0.3344926210717854
YDR264C	0.28978637591470435
YDR265W	0.3402587920710304
YDR266C	0.3318260545868771
YDR268W	0.351191153321496
YDR269C	0.30769384954228546
YDR270W	0.3341197217175348
YDR271C	0.3122331824431225
YDR272W	0.34604403866398026
YDR273W	0.32886098827988797
YDR274C	0.3439017835827105
