orf	None | growth (colony size) | R3A-5a [1 uM] | Zatorska E~Strahl S, 2017
YAL002W	-0.7322855909473536
YAL004W	0.059547427918925554
YAL005C	-0.9096341205874554
YAL007C	-1.0675764651885435
YAL008W	-0.1414799470258083
YAL009W	0.5652193413323725
YAL010C	0.7065472017323283
YAL011W	-0.28616704349639055
YAL012W	-0.27089451664671826
YAL013W	-2.045562136578674
YAL014C	-0.8676978735416164
YAL015C	-0.36252967774475353
YAL016C-B	-0.12836657879337693
YAL017W	0.5420738356589312
YAL018C	-0.22155250682469926
YAL019W	-1.0820703757138648
YAL020C	0.7296000724488151
YAL021C	-1.126156020228384
YAL022C	-0.35642066700488495
YAL023C	-3.007731328108048
YAL026C	0.8804190458670623
YAL027W	0.6125624211189583
YAL028W	0.5843669869349475
YAL029C	-0.2617959900128704
YAL030W	0.22008893911312694
YAL031C	-0.9458297995936951
YAL034C	-0.7787060343983321
YAL036C	0.15673623514411486
YAL037C-A	-0.6116312934579856
YAL037W	-0.74724269585676
YAL039C	0.16878217181427876
YAL040C	-0.23726063729238317
YAL042C-A	-0.8885833803445876
YAL042W	-0.8685471336074003
YAL044C	-0.6679802147382058
YAL044W-A	-0.5378955734191296
YAL045C	-0.24573976654137522
YAL046C	-0.9123406443329675
YAL048C	-0.15140945364633823
YAL049C	-0.8669858676278788
YAL051W	0.17200876199378717
YAL053W	0.493657433524771
YAL054C	-0.057079140751301695
YAL055W	-0.42016185453597094
YAL056C-A	0.9148089315005913
YAL056W	-0.6622169970590839
YAL058W	-0.30933323590881523
YAL059W	-0.74238483272379
YAL060W	-1.0165071095127858
YAL061W	-0.7206441004267319
YAL062W	-1.2159944134617522
YAL064C-A	-0.10642115057332069
YAL065C	-1.1650315431184595
YAL066W	-1.2860179835146763
YAL067C	-1.223344827453573
YAL067W-A	-0.9082204697467473
YAL068C	-0.8950042625036091
YAR002C-A	-1.5947924605471047
YAR002W	0.24547887221759115
YAR014C	-0.8794459711182876
YAR015W	-0.0008119365682971484
YAR018C	-1.5373394354118768
YAR020C	-0.5985596381487848
YAR023C	1.5210819670482005
YAR027W	-0.1414799470258083
YAR028W	-0.14376104989809188
YAR029W	0.9727655596624017
YAR030C	-0.09984221593038482
YAR031W	-1.054884228263245
YAR035C-A	-0.9625188848093603
YAR035W	0.8249092848172905
YAR042W	-0.540386952449802
YAR047C	1.5951305820769155
YAR050W	1.9622882982609642
YBL001C	0.13612752421443636
YBL002W	-0.3486455624268696
YBL003C	1.3683566985514737
YBL005W	0.06471442779672026
YBL006C	1.1189054266734881
YBL007C	-0.6068901073395152
YBL008W	0.33167608814945504
YBL008W-A	-0.9758393862231366
YBL009W	0.7331081179926282
YBL010C	0.4844013566461814
YBL011W	0.28052408434672466
YBL012C	1.4396284905166128
YBL013W	0.32778853586044826
YBL015W	0.42400545501338477
YBL016W	0.5843669869349475
YBL017C	-0.10356074420682664
YBL019W	-0.310281559574821
YBL021C	0.7315841309940866
YBL022C	1.4129015685296855
YBL024W	-1.4177224419039514
YBL027W	1.193197209823591
YBL028C	1.7247156583771688
YBL029C-A	-0.9893141796553171
YBL029W	1.66989120301937
YBL031W	0.7065472017323283
YBL032W	1.3927648464847409
YBL036C	1.1456323486604156
YBL037W	0.2665863365215764
YBL038W	0.8367392338934723
YBL039C	1.5465361784643212
YBL039W-B	-0.41679997755648335
YBL042C	1.6340061049669923
YBL043W	0.683051006578986
YBL044W	1.6340061049669923
YBL045C	0.7447285188565098
YBL046W	0.7676373091310185
YBL047C	0.08236566961527404
YBL048W	0.2422623855022811
YBL049W	0.42620218832737916
YBL051C	0.09004153073637003
YBL052C	0.3202421108288449
YBL053W	-0.09984221593038482
YBL054W	0.16878217181427876
YBL055C	0.9148089315005913
YBL056W	-0.1820361786122593
YBL057C	0.09564612774542468
YBL058W	3.150151497679944
YBL059W	1.257359645491012
YBL060W	0.6032330495139545
YBL061C	-1.6606944599669247
YBL062W	-0.9811964433501352
YBL063W	0.37466344519136574
YBL064C	0.16878217181427876
YBL065W	0.023101625209478997
YBL066C	-0.2304429590448825
YBL067C	0.7652876896156843
YBL068W	0.4988408365767808
YBL069W	0.023101625209478997
YBL070C	0.07472485808833845
YBL071C	2.4628877894446775
YBL071C-B	0.35203945728235225
YBL071W-A	0.07347633070557706
YBL072C	1.2258131146211966
YBL075C	0.45421849725947677
YBL078C	0.7705932820696652
YBL079W	1.1162979220893983
YBL080C	0.2992798190743924
YBL081W	-0.8284384082221075
YBL082C	-1.2649971734072256
YBL083C	-1.6040962722299024
YBL085W	0.4334384863028885
YBL086C	0.36492489062123035
YBL087C	3.0267964731248957
YBL088C	0.7776795185664198
YBL089W	0.6743945136277547
