ORF	None | growth (colony size) | R3A-5a [1 uM] | Zatorska E~Strahl S, 2017
YOR162C	-0.609
YNL065W	-0.608
YNL314W	-0.608
YMR152W	-0.608
YJL196C	-0.550
YPR079W	-0.608
YER177W	-0.608
YEL068C	-0.606
YDR340W	-0.606
YOL036W	-0.606
YFR056C	-0.606
YGL217C	-0.604
YPL267W	-0.606
YDR263C	-0.606
YFR008W	-0.606
YCL057W	-0.606
YDR181C	-0.606
YDL130W-A	-0.606
YKL033W-A	-0.604
YER020W	-0.604
YEL066W	-0.604
YDR248C	-0.604
YCL001W-A	-0.604
YLR401C	-0.604
YMR177W	-0.604
YIL095W	-0.604
YML017W	-0.604
YBL048W	-0.604
YOL013W-B	-0.604
YKL079W	-0.604
YNL052W	-0.603
YDR457W	-0.603
YLR234W	-0.603
YJL045W	-0.603
YGR154C	-0.603
YOL117W	-0.603
YIL152W	-0.602
YLR454W	-0.602
YOR136W	-0.602
YDL159W	-0.602
YFL049W	-0.602
YER145C	-0.601
YOR268C	-0.600
YHR004C	-0.600
YJR062C	-0.600
YOL128C	-0.600
YPR191W	-0.600
YIL069C	-0.600
YGL146C	-0.599
YDR455C	-0.599
YGL188C-A	-0.567
YFR047C	-0.599
YIL071C	-0.599
YKL130C	-0.599
YPL221W	-0.599
YNL104C	-0.599
YJR021C	-0.599
YLR168C	-0.599
YNL043C	-0.598
YPL061W	-0.598
YLR021W	-0.598
YMR164C	-0.598
YBR218C	-0.598
YDR363W-A	-0.598
YDL171C	-0.597
YBL037W	-0.597
YGL121C	-0.597
YOR069W	-0.597
YNL234W	-0.597
YDR275W	-0.597
YDR291W	-0.597
YEL010W	-0.596
YLR095C	-0.596
YPR058W	-0.596
YER061C	-0.595
YLR448W	-0.595
YJR009C	-0.595
YJL044C	-0.594
YNR014W	-0.456
YEL030W	-0.593
YML051W	-0.593
YHL031C	-0.593
YIR038C	-0.593
YKL001C	-0.593
YBL011W	-0.593
YJL151C	-0.338
YJL052W	-0.593
YDL224C	-0.593
YNR029C	-0.593
YCR068W	-0.593
YBR271W	-0.593
YGL079W	-0.593
YLR017W	-0.593
YIL013C	-0.593
YJL210W	-0.593
YNL086W	-0.593
YOL072W	-0.593
YGL072C	-0.592
YJR107W	-0.592
YJL131C	-0.592
YLR427W	-0.592
YHL034C	-0.592
YLR353W	-0.592
YJL098W	-0.591
YJR044C	-0.591
YOR109W	-0.591
YER017C	-0.591
YFL007W	-0.563
YGL041C	-0.590
YDR216W	-0.590
YOR023C	-0.590
YJR153W	-0.590
YLR176C	-0.590
YGR152C	-0.590
YBR199W	-0.590
YHR140W	-0.590
YGR279C	-0.590
YBR159W	-0.590
YMR182W-A	-0.559
YDR401W	-0.588
YOR015W	-0.588
YJR146W	-0.588
YER141W	-0.588
YDR305C	-0.588
YDR191W	-0.588
YER086W	-0.588
YLR309C	-0.588
YBL080C	-0.588
YML011C	-0.588
YDR522C	-0.588
YPL033C	-0.588
YDR126W	-0.588
YOR068C	-0.588
YDR247W	-0.588
YDR486C	-0.588
YGR260W	-0.586
YML084W	-0.586
YGR008C	-0.586
YLR365W	-0.586
YJR058C	-0.586
YKR095W	-0.586
YKL068W	-0.586
YPL272C	-0.586
YBR241C	-0.585
YLR352W	-0.585
YDL124W	-0.585
YCR043C	-0.585
YNL166C	-0.585
YDR403W	-0.585
YHR021W-A	-0.585
YFR053C	-0.585
YPL184C	-0.585
YKR048C	-0.585
YER059W	-0.585
YPL150W	-0.585
YCL013W	-0.585
YGR284C	-0.585
YKR016W	-0.585
YJL133W	-0.585
YGL250W	-0.585
YDR476C	-0.585
YHR011W	-0.585
YDR502C	-0.585
YGR072W	-0.585
YGL166W	-0.584
YPR043W	-0.584
YBR157C	-0.584
YLR144C	-0.583
YJR060W	-0.583
YEL059W	-0.583
YOR089C	-0.583
YDL241W	-0.583
YDL242W	-0.583
YMR170C	-0.583
YDR357C	-0.583
YKL120W	-0.583
YNL056W	-0.583
YOR348C	-0.583
YPR163C	-0.583
YDR535C	-0.582
YFR057W	-0.582
YKL202W	-0.582
YDL183C	-0.582
YKL011C	-0.582
YLR052W	-0.582
YBL052C	-0.582
YOR213C	-0.582
YGR080W	-0.582
YBR085C-A	-0.565
YDR380W	-0.581
YNL051W	-0.581
YPL086C	-0.581
YMR172W	-0.581
YJL101C	-0.581
YJR010W	-0.581
YJL108C	-0.581
YPL189C-A	-0.580
YIL089W	-0.580
YHR146W	-0.580
YBL013W	-0.580
YNR055C	-0.580
YJR097W	-0.580
YDL025C	-0.580
YKL117W	-0.580
YMR326C	-0.579
YHR175W-A	-0.510
YBR158W	-0.579
YOL119C	-0.579
YNL099C	-0.579
YBL096C	-0.579
YBL008W	-0.579
YHL015W-A	-0.363
YBR054W	-0.578
YMR018W	-0.578
YDR095C	-0.578
YIL032C	-0.578
YOR033C	-0.578
YER066W	-0.578
YKL184W	-0.578
YLR082C	-0.578
YLR262C-A	-0.578
YLR455W	-0.578
YGL257C	-0.578
YMR178W	-0.577
YKR026C	-0.577
YOR197W	-0.577
YOL132W	-0.577
YBL071C-B	-0.573
YOL107W	-0.576
YGR017W	-0.575
YER077C	-0.575
YDL011C	-0.575
YNL144C	-0.575
YBR201W	-0.575
YMR215W	-0.575
YLR174W	-0.575
YPL006W	-0.575
YKR101W	-0.575
YER046W	-0.574
YGL170C	-0.574
YML027W	-0.574
YKR070W	-0.574
YLR271W	-0.574
YNL041C	-0.574
YIR021W	-0.574
YKL140W	-0.574
YDR330W	-0.574
YNL023C	-0.573
YPL017C	-0.573
YEL043W	-0.573
YER092W	-0.573
YDR144C	-0.573
YKL070W	-0.571
YBR138C	-0.571
YLR094C	-0.571
YMR172C-A	-0.571
YPL062W	-0.571
YBR056W	-0.571
YIL087C	-0.571
YBR272C	-0.571
YLR453C	-0.571
YIL101C	-0.571
YBR177C	-0.570
YBL086C	-0.570
YBR249C	-0.570
YDR423C	-0.570
YOR028C	-0.570
YIL070C	-0.570
YGL211W	-0.570
YLR414C	-0.570
YLR290C	-0.569
YML120C	-0.569
YML002W	-0.569
YMR086C-A	-0.569
YPR184W	-0.569
YCL040W	-0.569
YPL116W	-0.569
YPL121C	-0.569
YJL178C	-0.568
YGR202C	-0.568
YLR067C	-0.568
YKL218C	-0.568
YLR218C	-0.567
YJL094C	-0.567
YCR031C	-0.567
YLR278C	-0.567
YLR451W	-0.567
YDR036C	-0.567
YBL063W	-0.567
YCR102C	-0.566
YGL180W	-0.566
YDL018C	-0.566
YLR417W	-0.566
YJL211C	-0.566
YOL070C	-0.566
YJL126W	-0.566
YPL105C	-0.566
YPR156C	-0.566
YEL064C	-0.565
YDL080C	-0.565
YNR075W	-0.565
YGL117W	-0.565
YER180C-A	-0.438
YLR421C	-0.564
YLR363W-A	-0.472
YPL101W	-0.564
YBR179C	-0.564
YKR075C	-0.563
YGL085W	-0.563
YKR052C	-0.563
YJL132W	-0.458
YOR202W	-0.563
YEL054C	-0.563
YDR354W	-0.563
YKL162C	-0.563
YJR020W	-0.563
YNL236W	-0.563
YOR013W	-0.563
YKR091W	-0.563
YPR132W	-0.562
YPL102C	-0.560
YPL264C	-0.560
YJL218W	-0.560
YDR306C	-0.560
YPR174C	-0.560
YLR255C	-0.560
YBR284W	-0.560
YJR149W	-0.560
YMR072W	-0.560
YMR289W	-0.560
YJL170C	-0.560
YJL058C	-0.560
YBR141C	-0.560
YDR402C	-0.560
YOL087C	-0.560
YGL231C	-0.560
YCL011C	-0.560
YCL051W	-0.560
YCR092C	-0.560
YNL119W	-0.560
YOL041C	-0.560
YML047C	-0.560
YJR095W	-0.560
YDL013W	-0.560
YMR016C	-0.560
YIL156W	-0.560
YPL003W	-0.560
YNL193W	-0.557
YBR200W-A	-0.488
YMR074C	-0.557
YER178W	-0.557
YBR062C	-0.557
YLR445W	-0.557
YKR035C	-0.557
YKR098C	-0.557
YGL203C	-0.557
YIR035C	-0.556
YML108W	-0.556
YLR377C	-0.556
YGR100W	-0.556
YBR114W	-0.556
YKR043C	-0.556
YCL049C	-0.556
YGR225W	-0.556
YCR014C	-0.556
YLR264W	-0.556
YML104C	-0.555
YNL013C	-0.555
YBR298C	-0.555
YGL025C	-0.555
YER131W	-0.555
YLL054C	-0.554
YNL046W	-0.554
YBR134W	-0.554
YHR115C	-0.554
YMR035W	-0.554
YPL035C	-0.553
YER135C	-0.553
YBL015W	-0.553
YLR304C	-0.553
YBR059C	-0.553
YLR394W	-0.553
YFL011W	-0.553
YKL105C	-0.553
YKL092C	-0.553
YBL049W	-0.553
YLR263W	-0.553
YFL036W	-0.553
YOR182C	-0.553
YJL138C	-0.553
YER137C	-0.553
YDR171W	-0.552
YOL061W	-0.552
YDR320C	-0.552
YGR153W	-0.551
YPR077C	-0.551
YML068W	-0.551
YDL099W	-0.551
YGL057C	-0.551
YKR007W	-0.551
YLL006W	-0.551
YBL085W	-0.551
YLR364W	-0.551
YIL050W	-0.551
YER095W	-0.551
YJL177W	-0.551
YHR006W	-0.551
YHL009C	-0.551
YPL025C	-0.550
YFR006W	-0.550
YNL179C	-0.550
YHL047C	-0.550
YGR200C	-0.550
YMR024W	-0.550
YOR386W	-0.550
YOR010C	-0.550
YDL210W	-0.550
YER106W	-0.549
YGL124C	-0.549
YLR217W	-0.549
YGR290W	-0.549
YGR003W	-0.549
YJR074W	-0.549
YEL038W	-0.549
YGL210W	-0.549
YKL212W	-0.549
YPL036W	-0.548
YEL037C	-0.548
YHR016C	-0.548
YOR161C	-0.548
YKL159C	-0.548
YDR524C	-0.547
YJR139C	-0.547
YGR240C	-0.547
YOR191W	-0.547
YGL108C	-0.546
YDL182W	-0.546
YCR036W	-0.546
YKL167C	-0.545
YDR313C	-0.545
YGL147C	-0.545
YCL048W	-0.545
YBL075C	-0.545
YNL300W	-0.545
YDR408C	-0.545
YMR242W-A	-0.466
YIR013C	-0.544
YKL040C	-0.544
YML107C	-0.544
YJR103W	-0.544
YNL194C	-0.544
YPL008W	-0.544
YML067C	-0.544
YGR081C	-0.544
YDL117W	-0.543
YLR330W	-0.543
YNL239W	-0.543
YLR018C	-0.543
YNL083W	-0.543
YOR219C	-0.543
YNL212W	-0.543
YNL237W	-0.543
YGL109W	-0.543
YBR069C	-0.542
YGR269W	-0.542
YNL106C	-0.542
YER169W	-0.542
YLR418C	-0.542
YGL076C	-0.542
YOR185C	-0.541
YOR354C	-0.541
YDR447C	-0.541
YDR178W	-0.541
YOR318C	-0.541
YFL056C	-0.541
YKR017C	-0.541
YBR204C	-0.541
YKR069W	-0.541
YHL027W	-0.541
YKL072W	-0.541
YNL125C	-0.540
YLR032W	-0.540
YNL208W	-0.539
YGR039W	-0.539
YLR312C	-0.539
YJR096W	-0.539
YDR042C	-0.539
YDR194W-A	-0.499
YGL254W	-0.539
YPL001W	-0.539
YHR010W	-0.539
YGR059W	-0.539
YOL018C	-0.539
YBR162W-A	-0.539
YMR175W-A	-0.399
YDR099W	-0.538
YNL063W	-0.537
YOL092W	-0.537
YPL088W	-0.537
YBL010C	-0.537
YBR072W	-0.537
YLR253W	-0.537
YNL005C	-0.537
YBR147W	-0.537
YKR088C	-0.537
YKR044W	-0.537
YFR007W	-0.537
YJL199C	-0.537
YER129W	-0.536
YNL010W	-0.536
YBR277C	-0.536
YNL259C	-0.536
YKL221W	-0.536
YDL042C	-0.536
YKR011C	-0.535
YBR098W	-0.394
YLR437C	-0.535
YGL037C	-0.535
YGR135W	-0.535
YOL055C	-0.535
YPR121W	-0.535
YDL114W	-0.535
YNL143C	-0.535
YAL053W	-0.535
YPR063C	-0.534
YMR291W	-0.534
YBR264C	-0.534
YGR096W	-0.534
YLR225C	-0.533
YNL130C	-0.533
YLR206W	-0.533
YDR266C	-0.533
YBR129C	-0.533
YBL068W	-0.533
YDL091C	-0.533
YGL081W	-0.533
YPR124W	-0.533
YBR040W	-0.533
YDL054C	-0.533
YDL053C	-0.533
YIL073C	-0.532
YGL263W	-0.532
YMR153C-A	-0.532
YMR306W	-0.532
YBR008C	-0.532
YPL262W	-0.532
YLL010C	-0.532
YLR073C	-0.532
YDR475C	-0.506
YJL200C	-0.510
YLR238W	-0.531
YKR085C	-0.531
YOR234C	-0.531
YLR388W	-0.531
YNL224C	-0.531
YBR013C	-0.530
YIL100W	-0.529
YDR540C	-0.529
YGL060W	-0.529
YFL041W-A	-0.503
YEL046C	-0.529
YER093C-A	-0.528
YDR019C	-0.528
YDL066W	-0.528
YLR039C	-0.528
YIL056W	-0.528
YDR337W	-0.527
YDR094W	-0.527
YOR274W	-0.527
YER144C	-0.527
YLR361C	-0.527
YMR196W	-0.526
YJL152W	-0.526
YIL049W	-0.526
YBR021W	-0.526
YBR261C	-0.526
YCR048W	-0.525
YNL117W	-0.525
YDL079C	-0.525
YOR041C	-0.525
YKR031C	-0.525
YFR049W	-0.525
YGL017W	-0.525
YHR079C-A	-0.525
YBR084W	-0.524
YOR309C	-0.409
YML116W	-0.524
YDR006C	-0.524
YPL019C	-0.524
YDL041W	-0.524
YGL143C	-0.524
YMR120C	-0.523
YOR374W	-0.523
YBR149W	-0.523
YMR264W	-0.523
YCR106W	-0.523
YLR183C	-0.523
YOR083W	-0.523
YDR259C	-0.523
YLR177W	-0.522
YGL251C	-0.522
YFR031C-A	-0.522
YPR092W	-0.522
YAL017W	-0.522
YKR105C	-0.522
YBR270C	-0.521
YLR241W	-0.521
YPL081W	-0.521
YLR031W	-0.521
YGR038W	-0.521
YDR334W	-0.521
YDR269C	-0.520
YOR054C	-0.520
YGR015C	-0.519
YDR272W	-0.519
YJR043C	-0.519
YDL113C	-0.518
YBR263W	-0.518
YOL001W	-0.517
YLR048W	-0.517
YKR032W	-0.516
YDL175C	-0.516
YLR110C	-0.516
YFR041C	-0.516
YJR055W	-0.382
YER039C-A	-0.516
YJL084C	-0.516
YOL007C	-0.516
YAL009W	-0.516
YML124C	-0.516
YBR219C	-0.515
YPR130C	-0.515
YGL036W	-0.515
YBR170C	-0.515
YJR126C	-0.515
YIR018W	-0.515
YGR107W	-0.515
YGR018C	-0.365
YDL156W	-0.515
YPR031W	-0.515
YDL191W	-0.515
YMR006C	-0.515
YMR106C	-0.515
YBR144C	-0.515
YMR085W	-0.514
YJL115W	-0.514
YDL039C	-0.437
YGL243W	-0.514
YDR461W	-0.514
YDR344C	-0.511
YNL228W	-0.511
YJR011C	-0.511
YGR121W-A	-0.403
YGL105W	-0.511
YGL019W	-0.511
YDR231C	-0.511
YDR304C	-0.511
YDR179C	-0.511
YOR245C	-0.511
YIL010W	-0.511
YAL028W	-0.511
YMR232W	-0.511
YBL016W	-0.511
YGL033W	-0.511
YJR094C	-0.511
YNR008W	-0.511
YLR190W	-0.511
YLR219W	-0.511
YNL156C	-0.511
YBR230C	-0.511
YCR024C-A	-0.511
YHL011C	-0.511
YDR314C	-0.511
YOR220W	-0.511
YDL076C	-0.511
YCR008W	-0.511
YDR469W	-0.511
YML100W	-0.511
YLR120C	-0.511
YOL106W	-0.508
YJR130C	-0.508
YDL078C	-0.507
YDR031W	-0.507
YLR092W	-0.507
YPR096C	-0.507
YNL298W	-0.507
YNL164C	-0.507
YBR282W	-0.507
YHR127W	-0.506
YKL046C	-0.506
YIL007C	-0.506
YKL128C	-0.506
YNL169C	-0.506
YDR083W	-0.506
YFR032C	-0.506
YIL012W	-0.506
YDL211C	-0.506
YOR141C	-0.506
YOR221C	-0.506
YBL060W	-0.506
YKL094W	-0.506
YER050C	-0.506
YIL009C-A	-0.505
YGR078C	-0.505
YOR325W	-0.504
YML081C-A	-0.504
YNL021W	-0.504
YAL027W	-0.504
YPR065W	-0.503
YBR269C	-0.503
YER150W	-0.503
YGR130C	-0.503
YGR122W	-0.503
YGR016W	-0.502
YCR011C	-0.502
YDL151C	-0.502
YCR099C	-0.501
YGL222C	-0.501
YJR070C	-0.501
YGR087C	-0.501
YLR187W	-0.501
YLR410W	-0.501
YKL029C	-0.501
YMR306C-A	-0.501
YPR117W	-0.501
YOR209C	-0.501
YIL133C	-0.501
YMR088C	-0.501
YIL159W	-0.500
YDR273W	-0.499
YHR103W	-0.499
YBR150C	-0.499
YDR157W	-0.498
YDR093W	-0.498
YPL141C	-0.498
YNR032W	-0.498
YPR018W	-0.498
YPR127W	-0.497
YGR287C	-0.497
YFL044C	-0.497
YPL058C	-0.497
YNL284C	-0.497
YLR432W	-0.497
YFL012W	-0.496
YJR080C	-0.496
YOR355W	-0.496
YOR288C	-0.496
YOL112W	-0.496
YIL145C	-0.496
YDR310C	-0.496
YPL032C	-0.496
YGR053C	-0.496
YLR019W	-0.496
YAR037W	-0.496
YIL055C	-0.495
YDR312W	-0.495
YPR172W	-0.495
YPR062W	-0.495
YLR237W	-0.495
YLR294C	-0.494
YIL158W	-0.494
YHR135C	-0.494
YNL049C	-0.493
YLR119W	-0.493
YLR460C	-0.492
YBR274W	-0.492
YMR124W	-0.492
YBR262C	-0.492
YOR153W	-0.492
YOR172W	-0.492
YPL183W	-0.492
YMR272W-B	-0.408
YJR052W	-0.492
YMR265C	-0.491
YDR491C	-0.491
YNR034W	-0.491
YLR064W	-0.491
YBR111C	-0.491
YKR055W	-0.491
YKR047W	-0.490
YDR008C	-0.490
YKR054C	-0.490
YDR009W	-0.489
YJL163C	-0.474
YBR164C	-0.489
YPR093C	-0.489
YKL163W	-0.489
YNL301C	-0.489
YJR077C	-0.488
YJL212C	-0.488
YML102W	-0.488
YBL089W	-0.488
YLR251W	-0.488
YML050W	-0.487
YKR066C	-0.487
YPL021W	-0.487
YLL014W	-0.487
YLR346C	-0.487
YDL071C	-0.487
YLR366W	-0.486
YPR114W	-0.486
YPR071W	-0.486
YML131W	-0.486
YBL043W	-0.486
YNL168C	-0.486
YMR135C	-0.486
YDR503C	-0.486
YHR091C	-0.486
YER154W	-0.486
YDR443C	-0.486
YKL027W	-0.486
YIL138C	-0.486
YIL140W	-0.484
YIR028W	-0.484
YOL137W	-0.484
YLR146C	-0.484
YML072C	-0.484
YMR138W	-0.484
YGL248W	-0.484
YDR183W	-0.484
YGL208W	-0.484
YKL149C	-0.483
YGR027C	-0.483
YER053C-A	-0.466
YML058W-A	-0.463
YDR112W	-0.483
YLR267W	-0.482
YOL111C	-0.482
YDL214C	-0.482
YDR393W	-0.482
YKL086W	-0.482
YOL129W	-0.482
YPR125W	-0.482
YIL060W	-0.482
YGL015C	-0.482
YDR015C	-0.482
YOR333C	-0.482
YLR258W	-0.482
YKL150W	-0.482
YKL148C	-0.482
YMR133W	-0.481
YMR160W	-0.481
YLR205C	-0.481
YGR150C	-0.480
YAL010C	-0.480
YDR462W	-0.480
YDR538W	-0.480
YHR154W	-0.480
YBL031W	-0.480
YLR398C	-0.480
YPR140W	-0.480
YML101C-A	-0.480
YNR045W	-0.479
YDL201W	-0.479
YLR213C	-0.478
YDR281C	-0.478
YKL015W	-0.478
YLR139C	-0.478
YPL030W	-0.478
YNL165W	-0.478
YOR067C	-0.478
YCL009C	-0.478
YGR033C	-0.478
YNL093W	-0.478
YKR104W	-0.477
YLR433C	-0.477
YDL222C	-0.477
YGR239C	-0.477
YJL154C	-0.477
YMR089C	-0.477
YJR083C	-0.476
YDR282C	-0.476
YNL111C	-0.476
YDR332W	-0.476
YPL055C	-0.476
YML009C	-0.395
YDR496C	-0.476
YJL216C	-0.476
YBR297W	-0.476
YJL022W	-0.475
YNL159C	-0.475
YJR001W	-0.475
YIL088C	-0.475
YJL060W	-0.475
YBL098W	-0.475
YKL096W	-0.475
YEL047C	-0.475
YPR154W	-0.475
YGR049W	-0.475
YDR482C	-0.475
YOR375C	-0.475
YCR037C	-0.475
YLL012W	-0.475
YIL108W	-0.474
YKL002W	-0.474
YMR132C	-0.474
YLR385C	-0.474
YGR204W	-0.474
YAL020C	-0.474
YBL021C	-0.473
YFR048W	-0.473
YLR227C	-0.473
YBL009W	-0.473
YKL103C	-0.473
YOL033W	-0.473
YNL311C	-0.473
YDR155C	-0.473
YLR325C	-0.473
YGR248W	-0.473
YML099W-A	-0.472
YHR061C	-0.472
YLL013C	-0.472
YBR068C	-0.472
YHR162W	-0.472
YBR032W	-0.470
YNR074C	-0.470
YPL158C	-0.470
YBL045C	-0.470
YBR121C	-0.470
YGR040W	-0.470
YLR461W	-0.470
YKL197C	-0.470
YOR104W	-0.470
YLR058C	-0.470
YDL128W	-0.470
YBR012C	-0.468
YOR384W	-0.468
YBR166C	-0.468
YER088C	-0.467
YBR094W	-0.467
YPL274W	-0.467
YPR074C	-0.467
YMR068W	-0.467
YLR062C	-0.467
YKR067W	-0.467
YGL053W	-0.467
YDR185C	-0.467
YJL042W	-0.465
YBR119W	-0.465
YBR292C	-0.465
YBR063C	-0.465
YGR286C	-0.465
YMR319C	-0.465
YPL248C	-0.465
YLR091W	-0.465
YLL026W	-0.465
YBL067C	-0.465
YER114C	-0.464
YBL046W	-0.464
YER047C	-0.464
YER055C	-0.464
YBL078C	-0.464
YOL016C	-0.464
YBR146W	-0.464
YGR231C	-0.464
YKL113C	-0.464
YJL057C	-0.463
YJR120W	-0.463
YML007C-A	-0.440
YBR291C	-0.463
YIL173W	-0.463
YCR060W	-0.462
YIR020C	-0.462
YKL090W	-0.462
YBR248C	-0.462
YDL227C	-0.462
YMR100W	-0.462
YMR091C	-0.462
YOR118W	-0.462
YBL088C	-0.462
YNL016W	-0.461
YKR021W	-0.461
YGL089C	-0.461
YJR073C	-0.461
YGL226C-A	-0.461
YNL196C	-0.461
YIL167W	-0.461
YOR385W	-0.460
YJL107C	-0.460
YPR192W	-0.460
YIL096C	-0.460
YNR069C	-0.460
YLL033W	-0.460
YNR050C	-0.460
YGL209W	-0.460
YLR203C	-0.460
YGR214W	-0.460
YOL085C	-0.458
YNR007C	-0.458
YJL180C	-0.458
YBL091C	-0.458
YDR501W	-0.458
YDL082W	-0.458
YGL083W	-0.458
YDR287W	-0.458
YFR054C	-0.457
YMR194C-A	-0.457
YHL010C	-0.457
YIL136W	-0.457
YFR032C-B	-0.321
YIR030C	-0.457
YKR013W	-0.457
YIL077C	-0.456
YKL207W	-0.456
YJL168C	-0.456
YIL011W	-0.456
YPR027C	-0.455
YPR060C	-0.455
YBL093C	-0.455
YDL146W	-0.455
YIR002C	-0.455
YGR076C	-0.455
YNL279W	-0.454
YLR181C	-0.454
YDR467C	-0.454
YPL135W	-0.454
YNL095C	-0.454
YDL070W	-0.454
YNR028W	-0.454
YNL142W	-0.454
YIL148W	-0.453
YKL222C	-0.452
YLR269C	-0.452
YIL025C	-0.452
YDR317W	-0.452
YPR193C	-0.452
YDR237W	-0.452
YDL001W	-0.452
YGR044C	-0.452
YJL116C	-0.450
YPL079W	-0.450
YJL070C	-0.450
YNL128W	-0.450
YAR035W	-0.450
YGL042C	-0.450
YDR490C	-0.450
YDL229W	-0.450
YCL069W	-0.450
YFL050C	-0.450
YOR171C	-0.450
YPL047W	-0.450
YGL066W	-0.450
YGL179C	-0.449
YOL100W	-0.449
YKR001C	-0.449
YLL007C	-0.449
YDR270W	-0.449
YOR138C	-0.449
YNL217W	-0.448
YDL121C	-0.448
YOR065W	-0.448
YKL084W	-0.448
YGL056C	-0.448
YLR375W	-0.448
YER071C	-0.448
YCR094W	-0.447
YBL038W	-0.447
YDL026W	-0.447
YCR098C	-0.446
YOR099W	-0.446
YHR124W	-0.446
YJL055W	-0.446
YMR173W	-0.446
YOL138C	-0.446
YLR228C	-0.445
YMR230W	-0.445
YIL107C	-0.445
YIL160C	-0.445
YCR088W	-0.444
YJL204C	-0.444
YFL048C	-0.443
YLR315W	-0.443
YLR185W	-0.443
YDL083C	-0.443
YNL092W	-0.443
YLR246W	-0.443
YHR139C	-0.443
YGR162W	-0.443
YLR236C	-0.442
YDL027C	-0.442
YMR062C	-0.442
YDR022C	-0.442
YKL061W	-0.442
YLR260W	-0.442
YKR003W	-0.442
YKR050W	-0.442
YER152C	-0.441
YBR052C	-0.441
YBR165W	-0.441
YDR109C	-0.440
YOR012W	-0.440
YPR146C	-0.440
YNL167C	-0.440
YKR051W	-0.440
YIL125W	-0.440
YOL131W	-0.439
YGR228W	-0.439
YLR194C	-0.439
YPR122W	-0.439
YMR048W	-0.439
YMR292W	-0.439
YER078C	-0.439
YEL013W	-0.439
YIR032C	-0.438
YPL250C	-0.438
YKL076C	-0.438
YBR221W-A	-0.319
YDR048C	-0.438
YLR319C	-0.438
YJL146W	-0.438
YBR115C	-0.438
YKL142W	-0.438
YPL026C	-0.438
YMR107W	-0.438
YOR006C	-0.438
YGR215W	-0.437
YPR199C	-0.437
YAL026C	-0.437
YER108C	-0.436
YLR400W	-0.435
YNL297C	-0.435
YBR296C	-0.435
YDR382W	-0.435
YPR054W	-0.435
YOL108C	-0.434
YNL107W	-0.434
YOR144C	-0.434
YIR024C	-0.434
YPL038W	-0.434
YPL022W	-0.434
YKR077W	-0.433
YGL101W	-0.433
YLR405W	-0.433
YHR156C	-0.433
YLR303W	-0.433
YMR214W	-0.433
YGR254W	-0.432
YKL074C	-0.432
YJR113C	-0.432
YGR271C-A	-0.408
YNR022C	-0.432
YPL162C	-0.432
YKL005C	-0.432
YBR010W	-0.432
YHL013C	-0.432
YDL188C	-0.432
YKR045C	-0.431
YJR025C	-0.431
YHL030W	-0.431
YDR316W	-0.431
YJR010C-A	-0.430
YPR185W	-0.430
YPL039W	-0.430
YIL097W	-0.430
YOR106W	-0.430
YJL105W	-0.429
YBL055C	-0.428
YIR025W	-0.428
YKL198C	-0.351
YAL056C-A	-0.428
YBR288C	-0.427
YDR241W	-0.427
YNL155W	-0.427
YBR076W	-0.427
YNR047W	-0.427
YLR392C	-0.427
YCR003W	-0.427
YGL104C	-0.427
YLR148W	-0.426
YHR180W	-0.426
YDL085W	-0.425
YKR103W	-0.425
YML113W	-0.424
YPL224C	-0.424
YIL168W	-0.424
YBR131W	-0.423
YBR148W	-0.423
YJR129C	-0.422
YDR295C	-0.422
YHR093W	-0.421
YFR034C	-0.421
YML099C	-0.421
YLR381W	-0.421
YGR088W	-0.421
YKR084C	-0.421
YER090W	-0.421
YDR154C	-0.420
YPL046C	-0.420
YKL098W	-0.420
YKL025C	-0.420
YDR466W	-0.420
YDR143C	-0.420
YDR209C	-0.419
YBR090C	-0.419
YIL110W	-0.419
YKL216W	-0.419
YKR102W	-0.418
YML117W	-0.418
YPR075C	-0.418
YDL179W	-0.418
YGR070W	-0.418
YDR213W	-0.418
YPL042C	-0.417
YBR287W	-0.416
YAR029W	-0.415
YGR064W	-0.414
YNL220W	-0.414
YDL047W	-0.414
YKL087C	-0.414
YNL135C	-0.414
YDR529C	-0.414
YDR175C	-0.414
YPR020W	-0.413
YKL097C	-0.413
YGL261C	-0.413
YDR206W	-0.413
YDR456W	-0.413
YDR488C	-0.413
YNR062C	-0.412
YHL014C	-0.412
YJL007C	-0.411
YNL059C	-0.411
YNL045W	-0.411
YMR119W-A	-0.411
YNR048W	-0.410
YOR128C	-0.410
YHL037C	-0.405
YLR224W	-0.405
YFL042C	-0.372
YLR257W	-0.405
YJL182C	-0.405
YJL120W	-0.405
YMR184W	-0.405
YCR082W	-0.405
YDL137W	-0.405
YGR068C	-0.405
YJR053W	-0.405
YKL208W	-0.405
YOR173W	-0.405
YLR299W	-0.405
YOL068C	-0.405
YEL044W	-0.405
YJL134W	-0.405
YNL307C	-0.405
YPR083W	-0.405
YGL080W	-0.405
YGL246C	-0.405
YLR329W	-0.405
YDR198C	-0.405
YJR063W	-0.405
YOR214C	-0.405
YER111C	-0.405
YGL227W	-0.405
YGR256W	-0.401
YOR140W	-0.400
YBR053C	-0.400
YIL137C	-0.400
YHL008C	-0.400
YML119W	-0.400
YLR172C	-0.399
YJR005W	-0.399
YGR132C	-0.399
YKR089C	-0.399
YMR092C	-0.399
YHR132W-A	-0.399
YBR116C	-0.399
