ORF	None | growth (colony size) | R3A-5a [1 uM] | Zatorska E~Strahl S, 2017
YJR048W	-0.783
YPR138C	-0.783
YLR024C	-0.783
YNL266W	-0.782
YOL113W	-0.782
YNL146C-A	-0.763
YCL064C	-0.781
YLR420W	-0.781
YGL138C	-0.781
YHR112C	-0.780
YMR008C	-0.780
YMR241W	-0.780
YBR299W	-0.779
YGR137W	-0.779
YKL106W	-0.779
YDR142C	-0.779
YGR129W	-0.779
YLR113W	-0.778
YPR123C	-0.778
YFL055W	-0.778
YPL236C	-0.778
YOL056W	-0.778
YNL098C	-0.778
YCR004C	-0.778
YIL111W	-0.777
YHL026C	-0.777
YML054C	-0.777
YHL029C	-0.777
YER098W	-0.777
YHR111W	-0.777
YOL150C	-0.776
YOL013W-A	-0.626
YGR054W	-0.775
YBL019W	-0.775
YLR047C	-0.775
YMR251W	-0.775
YOL155C	-0.775
YPL155C	-0.775
YBL091C-A	-0.775
YGR144W	-0.775
YMR034C	-0.775
YJL064W	-0.775
YAL058W	-0.775
YPR091C	-0.775
YOL080C	-0.775
YMR302C	-0.775
YER181C	-0.775
YEL023C	-0.773
YNL303W	-0.773
YDR193W	-0.773
YMR102C	-0.773
YER187W	-0.773
YBR145W	-0.773
YBR217W	-0.773
YBR018C	-0.773
YGR268C	-0.773
YPL270W	-0.773
YOR177C	-0.773
YOR243C	-0.773
YPL167C	-0.773
YEL065W	-0.773
YLR250W	-0.773
YOL114C	-0.772
YER121W	-0.772
YKL151C	-0.771
YFL012W-A	-0.771
YOR134W	-0.771
YMR304C-A	-0.771
YOL053W	-0.771
YBR203W	-0.771
YMR162C	-0.771
YDR446W	-0.771
YKL220C	-0.771
YDR221W	-0.771
YIL164C	-0.771
YLL025W	-0.771
YGL181W	-0.770
YDL024C	-0.770
YLR363C	-0.770
YDL090C	-0.770
YMR105C	-0.770
YDR509W	-0.769
YPR158W	-0.769
YDR174W	-0.769
YPL263C	-0.769
YKL174C	-0.769
YDR059C	-0.769
YML029W	-0.769
YCR032W	-0.769
YDR173C	-0.768
YLR044C	-0.768
YML061C	-0.768
YKR053C	-0.768
YCR083W	-0.768
YOR314W	-0.767
YCL026C	-0.767
YBR242W	-0.767
YJR148W	-0.767
YOR080W	-0.767
YER179W	-0.767
YGR263C	-0.767
YAL011W	-0.767
YIR039C	-0.767
YDR033W	-0.766
YLR164W	-0.766
YJL127C-B	-0.753
YJL088W	-0.766
YIL116W	-0.766
YJR118C	-0.766
YOR017W	-0.766
YPL149W	-0.766
YFR030W	-0.765
YJL066C	-0.765
YGR182C	-0.765
YJR151W-A	-0.738
YHR176W	-0.765
YGR266W	-0.765
YOL088C	-0.765
YDL062W	-0.764
YEL027W	-0.764
YGL259W	-0.764
YLL032C	-0.764
YLR280C	-0.764
YML075C	-0.764
YDR003W-A	-0.728
YMR262W	-0.762
YLL056C	-0.762
YFR035C	-0.762
YGR012W	-0.762
YOR263C	-0.762
YGL159W	-0.762
YGR207C	-0.762
YAL012W	-0.762
YNL001W	-0.762
YOL013C	-0.762
YGR223C	-0.762
YLR011W	-0.762
YLR266C	-0.762
YDR459C	-0.762
YGL158W	-0.762
YGR275W	-0.762
YOR364W	-0.652
YHR046C	-0.761
YOR137C	-0.761
YLR112W	-0.760
YDR336W	-0.760
YMR009W	-0.760
YHR109W	-0.760
YKR009C	-0.760
YNR049C	-0.760
YLR387C	-0.760
YGL229C	-0.760
YCL032W	-0.760
YOL124C	-0.760
YOR291W	-0.760
YPL173W	-0.760
YNL229C	-0.760
YLR152C	-0.759
YAL029C	-0.759
YOR248W	-0.759
YLR281C	-0.759
YGR134W	-0.759
YLL009C	-0.759
YLR216C	-0.759
YJL036W	-0.759
YMR105W-A	-0.692
YIL002W-A	-0.686
YJL067W	-0.758
YLR170C	-0.758
YHR031C	-0.758
YGL154C	-0.757
YER079W	-0.757
YGL032C	-0.757
YDR063W	-0.757
YDR421W	-0.757
YIL124W	-0.757
YKL176C	-0.757
YOR188W	-0.757
YMR201C	-0.757
YOR045W	-0.757
YML001W	-0.757
YLR165C	-0.756
YDR253C	-0.755
YPL207W	-0.755
YLR404W	-0.755
YPL072C	-0.755
YDR426C	-0.754
YAL045C	-0.754
YBR300C	-0.754
YMR001C-A	-0.728
YMR073C	-0.754
YNL147W	-0.754
YJR059W	-0.754
YMR194W	-0.754
YOR357C	-0.754
YOR132W	-0.754
YCL035C	-0.753
YJL037W	-0.752
YDR220C	-0.752
YPR012W	-0.752
YDR539W	-0.752
YML048W	-0.752
YDR122W	-0.752
YOR321W	-0.752
YDL059C	-0.752
YPR135W	-0.751
YOR131C	-0.751
YAL040C	-0.751
YML074C	-0.751
YIL121W	-0.751
YPR151C	-0.751
YJL047C-A	-0.672
YGL260W	-0.750
YOR016C	-0.750
YJR091C	-0.750
YOR027W	-0.750
YGR189C	-0.750
YMR222C	-0.750
YLR099C	-0.750
YER096W	-0.749
YKL053W	-0.749
YJL020C	-0.749
YPL166W	-0.749
YBL066C	-0.749
YPR036W	-0.748
YCL014W	-0.653
YCL002C	-0.747
YOR121C	-0.747
YLL052C	-0.747
YOR112W	-0.747
YPL241C	-0.747
YPL172C	-0.747
YDR359C	-0.747
YJR031C	-0.747
YMR285C	-0.747
YNL201C	-0.747
YLR136C	-0.747
YGL160W	-0.746
YCR053W	-0.746
YBR225W	-0.746
YEL014C	-0.746
YNL242W	-0.746
YMR244C-A	-0.746
YML008C	-0.746
YFR015C	-0.746
YAL018C	-0.746
YKL188C	-0.746
YER058W	-0.745
YMR315W	-0.745
YDR205W	-0.745
YOR062C	-0.744
YMR090W	-0.744
YDL009C	-0.744
YER007W	-0.744
YML103C	-0.744
YOL032W	-0.744
YDR433W	-0.743
YNL219C	-0.743
YHR137W	-0.743
YJR135C	-0.743
YJR144W	-0.743
YNL319W	-0.742
YGR022C	-0.508
YLR370C	-0.742
YOR377W	-0.742
YBL071W-A	-0.657
YHL022C	-0.742
YPL239W	-0.742
YBR067C	-0.741
YER024W	-0.741
YOR129C	-0.740
YHL032C	-0.740
YBR240C	-0.740
YLR151C	-0.739
YEL011W	-0.739
YGR209C	-0.739
YMR304W	-0.739
YBR033W	-0.739
YLL061W	-0.739
YJR134C	-0.739
YNL047C	-0.739
YBR074W	-0.501
YMR163C	-0.738
YHR133C	-0.738
YEL060C	-0.738
YPL258C	-0.738
YOL116W	-0.737
YMR300C	-0.736
YFL028C	-0.736
YMR307W	-0.736
YDR229W	-0.736
YFR023W	-0.736
YMR230W-A	-0.689
YJR039W	-0.736
YJL128C	-0.736
YPR076W	-0.736
YNL139C	-0.736
YGR021W	-0.735
YOR237W	-0.735
YHR076W	-0.735
YOL071W	-0.735
YOR184W	-0.735
YJR036C	-0.735
YDR025W	-0.735
YLR046C	-0.734
YLR001C	-0.734
YLR109W	-0.734
YOL126C	-0.734
YOR241W	-0.734
YDL189W	-0.734
YLR154C	-0.734
YNL330C	-0.734
YOR367W	-0.734
YNL008C	-0.733
YFL004W	-0.733
YDR161W	-0.733
YOR163W	-0.733
YDR110W	-0.733
YCL039W	-0.733
YCL033C	-0.733
YDR244W	-0.733
YBL056W	-0.733
YKR059W	-0.733
YCR033W	-0.732
YNR002C	-0.732
YJL099W	-0.732
YOR349W	-0.732
YIR037W	-0.732
YER053C	-0.732
YDR422C	-0.732
YPL232W	-0.732
YNL321W	-0.732
YFL033C	-0.579
YEL028W	-0.731
YOR277C	-0.731
YDL187C	-0.731
YNL020C	-0.731
YML056C	-0.731
YNL078W	-0.731
YOR238W	-0.730
YDR222W	-0.730
YNL108C	-0.730
YOL051W	-0.730
YGR243W	-0.730
YKL062W	-0.730
YPL246C	-0.730
YDR264C	-0.729
YCL061C	-0.657
YBR161W	-0.729
YPR049C	-0.728
YMR192W	-0.728
YKL008C	-0.728
YDR067C	-0.728
YER081W	-0.728
YBR196C-B	-0.722
YHR139C-A	-0.727
YKR093W	-0.727
YHR138C	-0.727
YHR117W	-0.727
YDR374C	-0.726
YML030W	-0.726
YCR075C	-0.725
YNL015W	-0.725
YLR134W	-0.725
YBL100W-C	-0.699
YMR247W-A	-0.705
YKR040C	-0.725
YOR059C	-0.725
YIL114C	-0.725
YNL162W-A	-0.624
YLR412W	-0.724
YDR163W	-0.724
YCL036W	-0.724
YGL086W	-0.724
YBR169C	-0.724
YML076C	-0.724
YGL156W	-0.723
YIL119C	-0.723
YDR438W	-0.723
YDR530C	-0.723
YKL137W	-0.723
YAL048C	-0.723
YOR108W	-0.723
YGL164C	-0.723
YGL006W-A	-0.651
YER139C	-0.723
YHL041W	-0.722
YJR150C	-0.722
YDR125C	-0.722
YCL028W	-0.722
YIL023C	-0.722
YNR073C	-0.722
YIL132C	-0.721
YMR267W	-0.721
YDR333C	-0.721
YAR028W	-0.721
YGL230C	-0.721
YNL034W	-0.721
YJR124C	-0.721
YIL146C	-0.721
YNL278W	-0.721
YLR220W	-0.721
YGL219C	-0.721
YCR023C	-0.720
YCL050C	-0.720
YGL202W	-0.720
YEL039C	-0.720
YGR227W	-0.720
YOR051C	-0.720
YAL008W	-0.720
YOR178C	-0.720
YPR118W	-0.720
YKR080W	-0.720
YLR351C	-0.720
YHR075C	-0.720
YAR027W	-0.720
YLR406C-A	-0.706
YER130C	-0.719
YOR030W	-0.719
YIL002C	-0.719
YEL033W	-0.719
YML059C	-0.719
YDR351W	-0.719
YHR018C	-0.718
YKL183W	-0.718
YJL112W	-0.718
YLR254C	-0.718
YGR192C	-0.718
YOR053W	-0.718
YNL035C	-0.718
YIR029W	-0.718
YJL065C	-0.718
YHR195W	-0.718
YNL214W	-0.718
YDR463W	-0.718
YMR206W	-0.717
YDR061W	-0.717
YOL118C	-0.717
YPL269W	-0.717
YLR057W	-0.717
YOL039W	-0.717
YPL199C	-0.717
YML071C	-0.717
YOR316C	-0.717
YHL043W	-0.717
YGR194C	-0.717
YLR042C	-0.716
YHL005C	-0.716
YLR283W	-0.716
YHR157W	-0.716
YDR352W	-0.716
YAL016C-B	-0.716
YHL045W	-0.716
YPR150W	-0.716
YPL134C	-0.716
YDR370C	-0.715
YLR449W	-0.715
YFL014W	-0.714
YCL001W	-0.714
YNL012W	-0.714
YLR235C	-0.714
YLR247C	-0.714
YKL066W	-0.713
YIL040W	-0.712
YJL051W	-0.712
YGL151W	-0.712
YML054C-A	-0.702
YMR060C	-0.712
YML066C	-0.712
YER132C	-0.711
YPL183C	-0.711
YLR361C-A	-0.676
YOL148C	-0.710
YGL024W	-0.709
YNL277W-A	-0.632
YDR014W	-0.709
YGL175C	-0.709
YAL064C-A	-0.709
YER040W	-0.708
YJL186W	-0.708
YHR077C	-0.708
YIL128W	-0.708
YBL017C	-0.708
YFL026W	-0.708
YNR006W	-0.708
YCR006C	-0.707
YKL031W	-0.707
YJR147W	-0.707
YOR035C	-0.707
YHR136C	-0.707
YMR158C-A	-0.707
YOR343C	-0.707
YMR082C	-0.707
YDR358W	-0.707
YMR070W	-0.707
YAR030C	-0.707
YBL053W	-0.707
YNL288W	-0.707
YLR210W	-0.707
YER060W-A	-0.707
YDR098C	-0.707
YDR525W-A	-0.707
YPL163C	-0.707
YGR037C	-0.706
YFL053W	-0.706
YFL046W	-0.706
YEL049W	-0.706
YOL044W	-0.706
YOR107W	-0.706
YGL228W	-0.706
YJR102C	-0.706
YGL034C	-0.706
YCR076C	-0.706
YJL110C	-0.706
YOL081W	-0.706
YEL062W	-0.706
YBR005W	-0.706
YLR441C	-0.706
YKR100C	-0.706
YLR296W	-0.706
YOR120W	-0.706
YER044C-A	-0.706
YGR010W	-0.706
YNR005C	-0.705
YDR256C	-0.705
YNL302C	-0.705
YAR040C	-0.705
YPL136W	-0.705
YPR011C	-0.705
YKL091C	-0.705
YGR117C	-0.705
YLR016C	-0.705
YLR028C	-0.705
YDR225W	-0.705
YML106W	-0.705
YDR233C	-0.704
YNL175C	-0.704
YDR050C	-0.704
YGL026C	-0.704
YHR182W	-0.704
YDR035W	-0.704
YNL024C	-0.704
YDL223C	-0.703
YJR050W	-0.703
YDR453C	-0.703
YIR003W	-0.703
YDR034C	-0.703
YOR275C	-0.703
YGR255C	-0.702
YDR182W-A	-0.636
YMR320W	-0.702
YML037C	-0.701
YGL041C-B	-0.693
YDR102C	-0.693
YDR431W	-0.693
YER084W	-0.693
YHL017W	-0.693
YGR151C	-0.693
YDR391C	-0.693
YMR155W	-0.693
YDR149C	-0.693
YIL059C	-0.693
YER188W	-0.693
YPR003C	-0.693
YOR225W	-0.693
YNL198C	-0.693
YDR249C	-0.693
YGR242W	-0.693
YNL190W	-0.693
YPL034W	-0.693
YMR209C	-0.693
YML096W	-0.693
YLR412C-A	-0.632
YER134C	-0.693
YAL054C	-0.693
YJL046W	-0.693
YOR034C	-0.693
YDR441C	-0.693
YDR375C	-0.693
YOR304C-A	-0.693
YPR057W	-0.693
YLR438W	-0.693
YMR038C	-0.693
YLR308W	-0.693
YDR254W	-0.693
YMR199W	-0.693
YFR046C	-0.693
YML078W	-0.693
YCR069W	-0.693
YPL265W	-0.693
YER183C	-0.693
YBR047W	-0.693
YJL161W	-0.600
YMR250W	-0.693
YHR183W	-0.693
YOR320C	-0.693
YMR207C	-0.693
YCL030C	-0.693
YGL077C	-0.693
YMR150C	-0.693
YMR065W	-0.693
YPL145C	-0.693
YHR082C	-0.693
YDR234W	-0.693
YCR020C-A	-0.693
YLR188W	-0.693
YGL035C	-0.693
YNR059W	-0.693
YBR268W	-0.693
YMR069W	-0.693
YOL042W	-0.693
YOR328W	-0.693
YOR193W	-0.693
YNL326C	-0.693
YOR363C	-0.693
YGR123C	-0.693
YER089C	-0.693
YDR202C	-0.693
YJL217W	-0.693
YDR494W	-0.693
YGR213C	-0.693
YBR024W	-0.693
YLR268W	-0.693
YIL099W	-0.693
YDR078C	-0.693
YDR227W	-0.693
YLR034C	-0.693
YDL123W	-0.693
YGL131C	-0.693
YML055W	-0.693
YOL091W	-0.693
YLR452C	-0.693
YNL309W	-0.693
YJL176C	-0.693
YJR019C	-0.693
YJR135W-A	-0.612
YER184C	-0.693
YKL166C	-0.693
YMR233W	-0.693
YBR273C	-0.693
YBR006W	-0.693
YLR447C	-0.693
YLR360W	-0.693
YHR134W	-0.693
YEL006W	-0.693
YML038C	-0.693
YOL052C-A	-0.656
YEL057C	-0.686
YOR126C	-0.686
YFL010W-A	-0.686
YJL012C	-0.423
YGR259C	-0.685
YBR232C	-0.684
YGR204C-A	-0.660
YJL043W	-0.684
YFR012W-A	-0.662
YBR296C-A	-0.647
YML006C	-0.684
YDR246W-A	-0.565
YPR013C	-0.683
YPR059C	-0.683
YNL009W	-0.683
YBR041W	-0.683
YKL155C	-0.683
YOL090W	-0.683
YDR217C	-0.683
YJR030C	-0.682
YER054C	-0.682
YHR163W	-0.682
YIR007W	-0.682
YJL214W	-0.682
YBR224W	-0.682
YNL211C	-0.682
YJR140C	-0.682
YOR306C	-0.587
YBR213W	-0.682
YHL028W	-0.682
YLR035C	-0.681
YOR301W	-0.681
YDR146C	-0.681
YGR234W	-0.681
YML034C-A	-0.681
YCL025C	-0.681
YGR230W	-0.681
YBR290W	-0.681
YOR371C	-0.681
YDR128W	-0.681
YHR153C	-0.681
YIL135C	-0.681
YDR134C	-0.681
YJR003C	-0.681
YDR046C	-0.681
YLR307W	-0.681
YIL149C	-0.681
YLR093C	-0.681
YER067W	-0.681
YGL235W	-0.641
YGR177C	-0.681
YHR143W	-0.681
YPR038W	-0.681
YPL060W	-0.681
YPL185W	-0.680
YKL131W	-0.680
YKL044W	-0.680
YFL041W	-0.680
YMR153W	-0.680
YMR305C	-0.680
YGL212W	-0.680
YGL045W	-0.501
YER045C	-0.680
YMR251W-A	-0.680
YOR228C	-0.680
YLR273C	-0.680
YDL190C	-0.680
YPL261C	-0.680
YMR245W	-0.680
YGL242C	-0.680
YPL177C	-0.680
YLL038C	-0.680
YDR158W	-0.680
YOR304W	-0.680
YKL093W	-0.680
YFR033C	-0.680
YOL067C	-0.680
YDR080W	-0.680
YBR206W	-0.679
YER066C-A	-0.679
YLR289W	-0.679
YKL109W	-0.679
YGR028W	-0.679
YGR283C	-0.679
YPL015C	-0.679
YDR318W	-0.679
YGL232W	-0.679
YML028W	-0.679
YFL021W	-0.678
YNL202W	-0.678
YHL038C	-0.678
YFL034C-A	-0.653
YOR252W	-0.678
YDR493W	-0.678
YGL021W	-0.677
YBR189W	-0.677
YAR015W	-0.676
YKL057C	-0.676
YIL001W	-0.675
YPL067C	-0.675
YGL133W	-0.675
YBR139W	-0.674
YOR255W	-0.674
YLR446W	-0.673
YNL183C	-0.673
YDL023C	-0.673
YGL114W	-0.673
YMR022W	-0.673
YGR270W	-0.673
YLR169W	-0.673
YJL049W	-0.673
YJR142W	-0.673
YBR151W	-0.673
YLR356W	-0.673
YDR199W	-0.672
YDR371W	-0.672
YIL122W	-0.671
YOR011W	-0.671
YKL168C	-0.671
YPL198W	-0.671
YKL064W	-0.671
YLR135W	-0.671
YGR221C	-0.671
YDR338C	-0.670
YDR010C	-0.670
YLL015W	-0.670
YHL016C	-0.670
YBR176W	-0.670
YNL264C	-0.670
YPL073W	-0.670
YIR021W-A	-0.597
YDL238C	-0.670
YBR071W	-0.670
YOL159C	-0.670
YFR044C	-0.670
YKL017C	-0.670
YGL198W	-0.670
YCR102W-A	-0.669
YKL121W	-0.669
YGR057C	-0.669
YPL052W	-0.669
YER175C	-0.669
YML009C-A	-0.669
YDR090C	-0.668
YBL065W	-0.668
YIL029C	-0.668
YLR297W	-0.668
YBL069W	-0.668
YKR010C	-0.668
YFL051C	-0.668
YMR075C-A	-0.668
YGR121C	-0.668
YOR066W	-0.668
YGR035W-A	-0.632
YKL123W	-0.667
YGL262W	-0.667
YGR035C	-0.667
YJR056C	-0.667
YLR408C	-0.667
YLL001W	-0.667
YNL329C	-0.667
YER072W	-0.667
YHR155W	-0.667
YNL050C	-0.667
YPL018W	-0.667
YML121W	-0.667
YJR116W	-0.667
YLR425W	-0.667
YJL169W	-0.666
YKR005C	-0.666
YLR173W	-0.666
YDR242W	-0.666
YJR125C	-0.666
YOL151W	-0.581
YJL030W	-0.666
YBR092C	-0.666
YOR192C	-0.666
YMR055C	-0.666
YKR078W	-0.666
YKL157W	-0.591
YOR317W	-0.666
YNL022C	-0.666
YDR117C	-0.666
YCL006C	-0.466
YFR045W	-0.665
YDR321W	-0.665
YBR042C	-0.665
YNL277W	-0.665
YDR057W	-0.665
YGR093W	-0.664
YML020W	-0.664
YBR093C	-0.664
YGR148C	-0.664
YGL028C	-0.664
YMR101C	-0.664
YIL162W	-0.664
YDR215C	-0.663
YDR024W	-0.663
YOR235W	-0.663
YOR222W	-0.663
YDL093W	-0.663
YBR294W	-0.663
YBR058C-A	-0.654
YIR018C-A	-0.634
YFL010C	-0.663
YNL057W	-0.663
YBR137W	-0.663
YNL028W	-0.663
YFR014C	-0.663
YPR046W	-0.663
YHR161C	-0.662
YNL241C	-0.662
YDL056W	-0.662
YDR071C	-0.662
YLR142W	-0.662
YGR176W	-0.661
YNL042W-B	-0.628
YJL071W	-0.661
YER174C	-0.661
YPR115W	-0.661
YER185W	-0.661
YER046W-A	-0.660
YHR123W	-0.660
YJR137C	-0.660
YOR279C	-0.660
YDR058C	-0.660
YLR429W	-0.660
YHR092C	-0.659
YBR182C	-0.659
YOR313C	-0.659
YDR169C-A	-0.640
YML058W	-0.659
YPL071C	-0.658
YOR223W	-0.658
YOR298C-A	-0.568
YCL008C	-0.658
YNR056C	-0.658
YGL157W	-0.658
YHR189W	-0.658
YAL004W	-0.657
YPL112C	-0.657
YOR365C	-0.657
YGR069W	-0.657
YDR261C	-0.657
YBR009C	-0.657
YDR511W	-0.657
YDR445C	-0.656
YOL079W	-0.656
YCR100C	-0.656
YLR081W	-0.656
YOR070C	-0.656
YBL005W	-0.656
YMR205C	-0.656
YOR154W	-0.656
YMR191W	-0.445
YLR192C	-0.655
YGL153W	-0.655
YGR118W	-0.655
YGL071W	-0.655
YBR205W	-0.655
YIR034C	-0.655
YGL087C	-0.655
YGR023W	-0.655
YCR095C	-0.655
YJL053W	-0.655
YGL118C	-0.655
YLR049C	-0.654
YDR124W	-0.654
YCR001W	-0.654
YPR197C	-0.654
YBR108W	-0.654
YGR001C	-0.654
YDR184C	-0.654
YNL101W	-0.654
YDR428C	-0.654
YLR372W	-0.654
YJL155C	-0.654
YOL047C	-0.654
YHR073W	-0.654
YLR020C	-0.654
YIR043C	-0.654
YHR184W	-0.653
YNL285W	-0.653
YBL070C	-0.653
YOR111W	-0.653
YLR345W	-0.653
YOL023W	-0.653
YJL190C	-0.653
YOR009W	-0.653
YMR271C	-0.653
YER158C	-0.652
YHR050W-A	-0.645
YGR149W	-0.652
YLR311C	-0.652
YOR084W	-0.652
YGL067W	-0.652
YGL255W	-0.652
YOL062C	-0.652
YOR018W	-0.651
YNL295W	-0.651
YLR128W	-0.651
YBL047C	-0.651
YER083C	-0.651
YLR413W	-0.651
YGL226W	-0.651
YNR013C	-0.651
YOR161C-C	-0.572
YIL044C	-0.650
YCR089W	-0.650
YPR155C	-0.650
YEL012W	-0.650
YIL037C	-0.649
YBR083W	-0.649
YGL049C	-0.649
YGL165C	-0.649
YOR299W	-0.649
YPL200W	-0.649
YMR286W	-0.649
YPR040W	-0.649
YDR451C	-0.649
YJR034W	-0.648
YBL051C	-0.648
YLR374C	-0.648
YNL233W	-0.648
YDR151C	-0.648
YIL094C	-0.648
YDR425W	-0.648
YLR261C	-0.648
YBR022W	-0.647
YDR444W	-0.647
YFL015C	-0.647
YBR285W	-0.647
YGR071C	-0.647
YBL057C	-0.647
YGL014W	-0.647
YKL124W	-0.647
YIL134C-A	-0.641
YFR039C	-0.646
YGR066C	-0.646
YHR179W	-0.646
YKL069W	-0.645
YPL222W	-0.645
YJL137C	-0.645
YJR051W	-0.645
YNL105W	-0.645
YCR007C	-0.644
YLR143W	-0.644
YDL061C	-0.644
YNR004W	-0.644
YER011W	-0.644
YLL017W	-0.644
YIL161W	-0.644
YNL195C	-0.644
YMR216C	-0.644
YLR108C	-0.643
YPL068C	-0.643
YPR004C	-0.643
YOR156C	-0.643
YBR044C	-0.643
YJR014W	-0.643
YKL065C	-0.643
YGL141W	-0.643
YOR029W	-0.642
YGR168C	-0.642
YLR118C	-0.642
YLR036C	-0.642
YMR315W-A	-0.632
YPL132W	-0.642
YIL103W	-0.642
YHL039W	-0.642
YLR214W	-0.642
YDR152W	-0.642
YER049W	-0.642
YJL130C	-0.642
YPR002W	-0.641
YER176W	-0.641
YMR058W	-0.641
YCR015C	-0.641
YPR014C	-0.641
YGR288W	-0.641
YMR188C	-0.641
YDL135C	-0.641
YCR067C	-0.641
YOL031C	-0.641
YIR026C	-0.641
YER123W	-0.640
YHR015W	-0.639
YLR344W	-0.639
YOL121C	-0.639
YPL064C	-0.638
YMR287C	-0.638
YIL053W	-0.638
YBR066C	-0.638
YOL064C	-0.638
YOR342C	-0.638
YGL010W	-0.638
YBR221C	-0.638
YDR323C	-0.638
YDR436W	-0.638
YKL116C	-0.638
YMR169C	-0.582
YER101C	-0.637
YOR286W	-0.637
YKL071W	-0.636
YGR041W	-0.636
YER030W	-0.636
YNR068C	-0.635
YGR261C	-0.635
YGR235C	-0.635
YDR271C	-0.635
YBR128C	-0.635
YPR026W	-0.635
YEL063C	-0.635
YBL001C	-0.635
YDR130C	-0.635
YBR025C	-0.635
YCR079W	-0.635
YMR158W-B	-0.635
YGL213C	-0.634
YIL134W	-0.634
YBL106C	-0.634
YFL019C	-0.633
YBR208C	-0.633
YML094W	-0.633
YPR166C	-0.633
YMR080C	-0.633
YOL054W	-0.633
YPR108W-A	-0.545
YNL227C	-0.633
YLL055W	-0.633
YDL116W	-0.632
YOR039W	-0.632
YIL005W	-0.632
YNL173C	-0.632
YLR054C	-0.632
YNR070W	-0.632
YLR090W	-0.632
YGL199C	-0.474
YJR109C	-0.631
YJR035W	-0.631
YOR273C	-0.631
YGR233C	-0.631
YOR055W	-0.630
YLR407W	-0.630
YDR214W	-0.630
YFR021W	-0.630
YOR155C	-0.630
YPR167C	-0.630
YML123C	-0.630
YLR209C	-0.630
YBR030W	-0.630
YJL145W	-0.630
YDR218C	-0.630
YDR103W	-0.630
YGR252W	-0.630
YGR067C	-0.629
YKL100C	-0.629
YDR536W	-0.629
YJL158C	-0.629
YHR191C	-0.629
YBR045C	-0.629
YNL037C	-0.629
YAL036C	-0.629
YDR028C	-0.629
YOR190W	-0.629
YPR028W	-0.629
YJL139C	-0.583
YFL063W	-0.628
YEL059C-A	-0.571
YLR171W	-0.627
YBR125C	-0.627
YBR130C	-0.627
YDR074W	-0.627
YKL107W	-0.627
YKL177W	-0.627
YCR105W	-0.627
YLR189C	-0.627
YLR114C	-0.627
YDR153C	-0.627
YGL194C	-0.626
YER042W	-0.626
YOR043W	-0.626
YAL039C	-0.625
YIR036C	-0.625
YBL064C	-0.625
YKL156W	-0.625
YBL054W	-0.625
YKL034W	-0.625
YJL147C	-0.625
YOR180C	-0.625
YHR013C	-0.624
YOR142W	-0.624
YAL051W	-0.624
YJL215C	-0.623
YLR279W	-0.623
YJR024C	-0.623
YNL235C	-0.623
YJL201W	-0.623
YKR058W	-0.623
YOR347C	-0.623
YBR031W	-0.623
YOR195W	-0.623
YMR316C-A	-0.623
YGL023C	-0.623
YMR210W	-0.623
YPL080C	-0.623
YLR231C	-0.623
YEL056W	-0.623
YOR049C	-0.623
YDR129C	-0.623
YBR089C-A	-0.623
YNL230C	-0.621
YKL026C	-0.621
YML003W	-0.621
YIL092W	-0.402
YDR262W	-0.621
YJR015W	-0.621
YPR073C	-0.621
YMR174C	-0.482
YCR077C	-0.621
YMR231W	-0.621
YDR379W	-0.621
YMR019W	-0.621
YDR092W	-0.621
YPR120C	-0.620
YGL082W	-0.619
YIL024C	-0.619
YKL102C	-0.619
YOL058W	-0.619
YER016W	-0.619
YOR031W	-0.619
YHR028C	-0.619
YNR072W	-0.619
YGL241W	-0.619
YGR165W	-0.619
YGL135W	-0.619
YPL027W	-0.619
YEL048C	-0.619
YDR483W	-0.618
YKR015C	-0.617
YPR061C	-0.617
YNL076W	-0.617
YDR415C	-0.617
YKL133C	-0.617
YGL039W	-0.617
YHR185C	-0.617
YOR266W	-0.617
YLR306W	-0.617
YGR241C	-0.617
YDL204W	-0.617
YDL215C	-0.617
YOL103W	-0.617
YOL101C	-0.617
YDL067C	-0.616
YDR068W	-0.616
YPL100W	-0.616
YDL133W	-0.616
YIL131C	-0.616
YGL139W	-0.616
YML053C	-0.615
YPL014W	-0.615
YPR109W	-0.615
YOR170W	-0.615
YOR215C	-0.615
YDL184C	-0.615
YLR178C	-0.615
YDR108W	-0.615
YDR285W	-0.615
YNL115C	-0.615
YGL136C	-0.615
YDR368W	-0.615
YPR134W	-0.614
YDR079W	-0.614
YML079W	-0.614
YDR029W	-0.614
YNL029C	-0.614
YNL187W	-0.614
YER063W	-0.614
YLR232W	-0.613
YOL030W	-0.613
YFL020C	-0.613
YDL006W	-0.613
YNR018W	-0.613
YBR280C	-0.613
YGL258W	-0.613
YKL147C	-0.612
YOR105W	-0.612
YDL057W	-0.612
YLR015W	-0.612
YFR043C	-0.612
YGR169C	-0.612
YNR031C	-0.612
YCL001W-B	-0.601
YML095C	-0.611
YDL133C-A	-0.387
YOR061W	-0.611
YPR111W	-0.611
YJR088C	-0.611
YMR219W	-0.611
YDR116C	-0.611
YDR322W	-0.611
YGL051W	-0.611
YPR069C	-0.611
YOR022C	-0.610
YGR174W-A	-0.496
YKR096W	-0.610
YNR060W	-0.610
YAL030W	-0.610
YOL152W	-0.586
YER153C	-0.609
YJL171C	-0.609
YNL100W	-0.609
YFL034W	-0.609
YLR252W	-0.609
YNL082W	-0.609
YOR166C	-0.609
