ORF	hap a | growth (colony size) | nicotinamide [120 mM]
YPR044C	1.327
YPR045C	0.762
YPR046W	1.024
YPR050C	3.171
YPR051W	1.452
YPR052C	1.018
YPR053C	0.918
YPR054W	1.181
YPR057W	0.795
YPR058W	0.914
YPR059C	0.790
YPR060C	1.100
YPR061C	0.851
YPR062W	1.334
YPR063C	1.251
YPR064W	0.937
YPR065W	1.010
YPR066W	0.765
YPR068C	0.934
YPR069C	0.827
YPR070W	0.965
YPR071W	0.879
YPR073C	0.977
YPR074C	0.764
YPR075C	1.011
YPR076W	0.908
YPR077C	0.908
YPR078C	0.902
YPR079W	1.030
YPR083W	1.272
YPR084W	1.133
YPR089W	1.666
YPR090W	0.922
YPR091C	1.142
YPR092W	0.681
YPR093C	0.901
YPR095C	0.977
YPR096C	1.179
YPR097W	0.725
YPR098C	0.898
YPR106W	0.902
YPR109W	1.007
YPR111W	0.986
YPR114W	0.957
YPR115W	1.049
YPR117W	1.082
YPR118W	0.623
YPR119W	1.496
YPR120C	41.727
YPR121W	1.029
YPR122W	0.742
YPR123C	0.647
YPR125W	0.918
YPR126C	0.970
YPR127W	1.217
YPR128C	1.125
YPR129W	1.836
YPR130C	0.883
YPR132W	0.951
YPR134W	0.694
YPR135W	1.128
YPR138C	0.736
YPR140W	0.880
YPR141C	1.294
YPR145W	1.089
YPR146C	0.830
YPR147C	1.055
YPR148C	0.726
YPR149W	1.037
YPR150W	1.171
YPR151C	0.754
YPR152C	0.751
YPR153W	0.785
YPR154W	1.120
YPR155C	0.947
YPR156C	0.828
YPR157W	0.842
YPR158W	0.927
YPR160W	2.604
YPR164W	0.951
YPR167C	0.993
YPR170C	1.145
YPR171W	0.948
YPR172W	0.888
YPR173C	1.315
YPR174C	0.709
YPR179C	1.170
YPR184W	0.938
YPR185W	1.374
YPR188C	0.811
YPR189W	1.068
YPR191W	0.743
YPR192W	0.927
YPR193C	1.039
YPR194C	1.968
YPR195C	1.073
YPR196W	1.243
YPR197C	0.860
YPR198W	0.967
YPR199C	1.033
YPR200C	1.023
YPR201W	1.223
