orf	hap a | growth (colony size) | nicotinamide [120 mM]
YAL002W	-1.2429726380516304
YAL004W	-0.160917298882544
YAL005C	-0.4650786593147654
YAL007C	-0.2179175729522614
YAL008W	-0.5899411371950259
YAL010C	-0.7287853105803679
YAL011W	-1.6185826704496329
YAL013W	-1.5125330648072486
YAL014C	1.1077162596934451
YAL015C	0.91110131763337
YAL017W	0.549700404705683
YAL018C	-0.5572724474791408
YAL019W	-0.3404343901450433
YAL020C	-0.14405745672384596
YAL022C	-0.2573175035650264
YAL023C	-0.23880299162140184
YAL024C	-1.4147596834068812
YAL026C	-2.1049326460893893
YAL027W	0.19054396796104478
YAL028W	-0.6149348854246623
YAL029C	0.12020716927577106
YAL030W	-0.15314812901750538
YAL031C	-0.07810703139912409
YAL034C	0.38446004430203373
YAL036C	-0.3551832474261211
YAL037W	0.1448808097242353
YAL040C	-0.43372512050273293
YAL042C-A	-0.3844918113000301
YAL042W	-0.422929203183425
YAL045C	-0.2662830701206428
YAL046C	0.3716520652147301
YAL048C	3.1281822008643325
YAL049C	-0.11481803034813581
YAL051W	0.28675843043566007
YAL053W	0.09121863007228997
YAL054C	0.14589599369846373
YAL055W	-0.5119531211599594
YAL056C-A	0.16891560179209353
YAL056W	0.5260013602596434
YAL058W	0.8889938526569379
YAL059W	-2.1112416732512918
YAL060W	-0.34785105695355595
YAL061W	0.39929912502858655
YAL062W	0.1849018197473293
YAL064C-A	-0.010564178149929208
YAL065C	-0.8080249671497668
YAL066W	-0.4882199544640985
YAL067C	1.3926753832761418
YAL068C	-0.9130910319550323
YAR002C-A	-0.16905344876866465
YAR002W	-0.07366481014092702
YAR003W	0.2784592555364973
YAR014C	0.22762236838107056
YAR015W	-4.1718562260399334
YAR018C	0.07736126586305604
YAR020C	0.9207491252433899
YAR023C	-0.22734071433068054
YAR027W	0.2615409930150007
YAR028W	1.8142555645694247
YAR029W	-0.4465560416998115
YAR030C	-0.5774679015166907
YAR031W	0.21381186684900436
YAR035W	0.509793524581086
YAR042W	-0.8477360157317114
YAR047C	0.34068718639007467
YAR050W	-1.4919443379587307
YBL001C	1.2095972852493344
YBL003C	0.8064935336110376
YBL005W	0.8141871480468913
YBL007C	-0.5067994390922692
YBL008W	-1.414242361113915
YBL009W	-0.5390512821626761
YBL010C	0.030432298067068587
YBL011W	-0.36735903719456275
YBL013W	-0.17844160051566185
YBL015W	0.14746897434369452
YBL016W	0.5744895069509065
YBL017C	-0.8210667215249632
YBL019W	-0.02588824929256042
YBL021C	1.4520236096485244
YBL024W	0.8887310507887627
YBL025W	0.20898660685636347
YBL027W	-3.4554216506579984
YBL028C	0.49175886472713765
YBL029W	-0.571365196662612
YBL031W	-0.45799756205870623
YBL032W	0.43047592480980146
YBL036C	-0.5828223714380949
YBL037W	0.23375292534884407
YBL039C	0.5605593210299948
YBL042C	0.15333386816783057
YBL043W	0.3122881767365163
YBL046W	-0.11504721035056378
YBL047C	0.04357581678743434
YBL048W	-0.479616840621145
YBL049W	-0.21745386150133844
YBL051C	-0.7261585516568789
YBL052C	0.18021220505932295
YBL053W	-1.0368429099735028
YBL054W	0.11976089825801438
YBL055C	0.11310071545934113
YBL056W	-0.46624897535954546
YBL057C	-0.7927602433963801
YBL059W	0.4472529903814063
YBL060W	-0.5539401589070364
YBL061C	-0.0741320024673687
YBL062W	-0.2882208972605256
YBL063W	0.14399307032133277
YBL064C	0.3654870450298774
YBL065W	-0.04278421831547492
YBL066C	-0.8437834711630758
YBL067C	-0.6248639466448701
YBL068W	0.03893006674479524
YBL069W	-0.014146609357681183
YBL070C	-0.35244366225534063
YBL071C	0.3314076792742286
YBL072C	-1.725137380503441
YBL075C	0.2464535886783234
YBL078C	-0.09999718233797555
YBL079W	-0.9981112324972208
YBL081W	-1.908512573989877
YBL082C	-1.1381504078749018
YBL083C	-0.6208621573657139
YBL085W	-0.22287525184422857
YBL086C	0.25680046593525735
YBL087C	-0.776329042319183
YBL088C	-0.1617944164915936
YBL089W	-1.288142518836742
YBL091C	0.5853043937797967
YBL091C-A	-1.3624810831176646
YBL094C	-1.3036986017676406
YBL095W	-1.3408147057840798
YBL096C	0.6628743381666306
YBL098W	-0.3384559389213602
YBL100C	0.6878466663263401
YBL101C	-0.32984520325198796
YBL102W	-0.3312538599253086
YBL103C	-0.673431118032111
YBL104C	0.21960233968699436
YBL106C	0.21789621649576182
YBL107C	0.5013777066803035
YBR001C	-0.2464420657119276
YBR005W	0.92121653016285
YBR006W	-0.44390400847690287
YBR007C	0.06025102349323504
YBR008C	0.8482558526039481
YBR009C	-1.040559167487625
YBR010W	-0.3161821690278978
YBR012C	-0.4314717775021573
YBR013C	-0.288874718029664
YBR014C	0.47778670322672057
YBR015C	-0.17043766315493356
YBR016W	-0.3570401418515754
YBR018C	-0.015278354192608977
YBR019C	-0.15791142675021583
YBR020W	-0.3422682406778802
YBR022W	-0.8255818776942064
YBR023C	-1.248305933001443
YBR024W	0.02740748806617294
YBR025C	0.8969963335823259
YBR026C	-0.3657897505452282
YBR027C	-0.7737001948974549
YBR028C	0.9167136721997645
YBR030W	-0.9867376570942517
YBR031W	0.22962445986029975
YBR032W	0.25284318479599843
YBR033W	-0.5859373522894334
YBR034C	-0.5613536025497915
YBR036C	-1.5232015606032925
YBR040W	0.5231378249141498
YBR041W	-0.22743306521545423
YBR042C	-1.3125396831902592
YBR043C	-0.6771835709291196
YBR044C	-0.6959149449443044
YBR045C	-0.5502087427248239
YBR046C	-1.2966134781698921
YBR047W	-0.23334717308786485
YBR048W	-0.9376102864565498
YBR050C	0.020894397970981634
YBR051W	0.2895262503538116
YBR052C	0.101172557627983
YBR053C	-0.10430288302462254
YBR054W	0.01969367429531364
YBR056W	-0.325199203912662
YBR057C	-0.06535520754746697
YBR058C	-0.15237745323221258
YBR059C	-0.494026349791431
YBR061C	0.4230996386421255
YBR062C	0.12946405818301135
YBR063C	0.354105396158678
YBR064W	0.46103960807485456
YBR065C	-0.02863108708129315
YBR066C	-0.25582952411982396
YBR067C	0.14619710014353207
YBR068C	-0.3838496931883693
YBR069C	0.3457909354868726
YBR071W	-0.08088897018997396
YBR072W	-0.6776046861731447
YBR073W	-0.9108017205045839
YBR074W	-0.21788041916495085
YBR076W	-0.025759622632413215
YBR077C	-0.49578299911721607
YBR078W	-1.746616041767801
YBR082C	-0.2280483292177856
YBR083W	0.02702716022345724
YBR084C-A	-0.2899319303036696
YBR084W	-0.43198296268095326
YBR085W	0.8588006774638154
YBR086C	-1.0447979901456752
YBR089C-A	1.0802437924155852
YBR090C	-0.21021459304407167
YBR092C	0.2923152566364334
YBR093C	0.9176133329124341
YBR094W	-0.709203640975322
YBR095C	0.07771566835141328
YBR098W	-0.4845494544078956
YBR099C	-0.3378880955166306
YBR101C	0.0566465307039743
YBR103W	-0.3283194144756512
YBR104W	-0.15454467655569182
YBR105C	0.8667063278461122
YBR106W	2.165110392213533
YBR107C	0.451527747263026
YBR108W	0.2714300250217353
YBR111C	-0.7388453350081309
YBR113W	0.19465423957697608
YBR114W	-0.2303170112936859
YBR115C	-0.31016430280120416
YBR116C	-0.4928425319349344
YBR118W	0.44686792070225223
YBR119W	-0.10518164736318764
YBR121C	-0.07989906951386262
YBR122C	0.28912488918470713
YBR125C	0.7643798314636238
YBR126C	-0.09417617414278377
YBR128C	0.35868192396746135
YBR129C	-0.988562939597424
YBR130C	-0.5741145435451159
YBR131W	-1.4805079533200658
YBR132C	1.8690507189667593
YBR134W	-0.23085605224651667
YBR137W	-0.039406902954306856
YBR138C	0.4082348207648176
YBR139W	0.14131561849248808
YBR141C	0.5398378817041877
YBR144C	-0.46019003554760757
YBR145W	0.2096937392079125
YBR146W	0.025887730580646997
YBR147W	0.8252391338758783
YBR148W	0.17417522867394003
YBR149W	0.524628765995734
YBR150C	-1.6473198598376835
YBR151W	0.5856253201352869
YBR156C	0.19000320999471146
YBR157C	-0.5016751392004499
YBR158W	-0.13972007801478556
YBR159W	-0.02621295504786013
YBR161W	-0.40293872757136223
YBR162C	0.06882683075910669
YBR162W-A	-0.05161019528728754
YBR164C	-1.9652109078078337
YBR165W	-0.11626599657694897
YBR166C	0.2794062061088772
YBR168W	-0.6390168026668382
YBR169C	0.0764375139491841
YBR170C	-0.5614132685919029
YBR171W	-2.1521384333851317
YBR172C	0.31904402861968156
YBR174C	-0.597998893254292
YBR175W	0.18898839304649684
YBR176W	-1.341834115500783
YBR177C	-0.11895720152737181
YBR178W	-0.12758207666557236
YBR180W	-0.010708313681564927
YBR181C	-0.3604276371309744
YBR182C	-1.0847198185877533
YBR183W	-0.04307183879994128
YBR184W	1.7351858119682804
YBR185C	0.18899811708429012
YBR186W	-0.055993172908141486
YBR187W	-1.1277646219904132
YBR188C	0.13266907960818816
YBR189W	-3.4271609258692735
YBR194W	-0.14068339530606536
YBR195C	-1.6253887849222306
YBR197C	0.4319297894421576
YBR199W	0.14483505290360646
YBR200W	-3.957080224416772
YBR201W	0.011192228876649443
YBR203W	0.2647286320465372
YBR204C	-0.30168072529102696
YBR205W	-0.7471896498597776
YBR206W	-0.20699960345951304
YBR207W	-0.16249432922230764
YBR208C	-0.36848114888956046
YBR209W	0.28302232011432366
YBR210W	-0.293297056626304
YBR212W	0.06774692039128387
YBR213W	2.0158823245612254
YBR214W	-0.807928442234236
YBR215W	-0.7020845240056398
YBR216C	-0.6877398828416067
YBR217W	0.3615044075130204
YBR218C	0.36700554911125155
YBR219C	-0.6310294353564303
YBR220C	-0.27835976174259586
YBR221C	-0.123571844441081
YBR222C	-0.07132022058730982
YBR223C	-0.13108226459063566
YBR224W	-0.2414981411142278
YBR225W	0.12531264710595236
YBR226C	-0.865134514462984
YBR227C	-0.7628618063636697
YBR228W	-0.18000723244682643
YBR229C	-0.10863201920643031
YBR230C	-0.2923429402827147
YBR231C	-2.8360362714989877
YBR232C	0.311538057926662
YBR233W	0.41923942611455306
YBR235W	-0.4354238979985933
