orf	hap a | abundance of a specific protein/peptide (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | number of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | size of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | peroxisome inheritance | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | transport to/from peroxisomes (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010
YAL012W	0.6405050138662638	0.08723503118889019	0.11304460814765657	0.0	0.0
YAL024C	-0.2647112554524867	0.08723503118889019	0.11304460814765657	0.0	0.0
YAL027W	-0.30150909362879563	-8.549033056511277	0.11304460814765657	0.0	0.0
YAL039C	-0.1623448976406066	0.08723503118889019	0.11304460814765657	0.0	0.0
YAL064C-A	0.08138894154238521	0.08723503118889019	0.11304460814765657	0.0	0.0
YAR050W	0.3302488915242194	0.08723503118889019	0.11304460814765657	-11.82461113827548	0.0
YBL001C	-0.0780424518012984	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL002W	0.07142288464708516	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL003C	-0.15984691325026953	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL005W	0.16393015540737715	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL006C	-1.4469565813231005	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL007C	-0.9048876311463456	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL008W	-0.6332797752450898	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL009W	0.04328812481644313	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL010C	0.030891336689082987	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL012C	-0.012960210010562547	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL013W	-0.755560707432578	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL015W	-0.3270422993048097	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL016W	-0.6719998724123493	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL017C	-0.31056815880851035	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL019W	-0.6034873371289071	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL021C	-0.8492149362249329	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL022C	-1.397349707287989	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL024W	0.2913265323266952	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL027W	-1.305104967502254	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL028C	-0.4624449008907533	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL029W	-0.5435459980225525	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL037W	-0.04639824005763525	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL039C	-0.8033314320544039	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL042C	-0.7129623605431112	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL043W	1.0554516350234118	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL047C	-1.1353752331964353	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL048W	0.26169904293025104	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL049W	0.1780014757856857	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL051C	-1.0759512189889653	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL052C	0.4109391913192489	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL054W	0.5696347363616582	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL055C	0.38885665888109616	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL056W	-0.5431892425175517	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL059W	-0.4172158379334985	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL060W	-0.879280451072269	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL061C	-0.35055606126730365	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL063W	0.025302678178998728	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL064C	-0.282869977885322	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL065W	-0.4888708572127424	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL066C	-1.1527730131695926	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL067C	0.41951271157643344	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL068W	0.24326136380312754	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL069W	0.07650750162005543	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL070C	-0.2647778330134482	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL071C	-1.9770370042918433	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL072C	-1.799833569515343	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL075C	0.2263891454867045	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL078C	-0.24773856125834598	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL079W	-1.829530139311013	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL083C	-2.2708442204975783	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL085W	0.25844349784663967	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL086C	0.492498043867399	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL087C	-1.7845418168900737	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL088C	-0.8316952586385009				
YBL089W	0.7069824217035618	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL091C	-0.21445367559115497	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL091C-A	0.6318694380326584	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL093C	-1.4123187363159433	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL094C	0.3982562555928741	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL095W	0.09833719457315215	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL096C	-0.4305942625592438	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL098W	0.5668709911697124	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL101C	-1.1862324121734305	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL102W	-1.244359817770718	0.08723503118889019	0.11304460814765657	0.0	0.0
YBL103C	-1.3520321845674697	0.08723503118889019	0.11304460814765657	0.0	0.0
