ORF	hap a | abundance of a specific protein/peptide (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | number of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | size of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | peroxisome inheritance | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | transport to/from peroxisomes (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010
YJL181W	0.567	0.000	0.000	0.000	0.000
YJL182C	0.928	0.000	0.000	0.000	0.000
YJL178C	1.021	0.000	0.000	0.000	0.000
YJL168C	-0.313	0.000	1.000	0.000	0.000
YJL154C	0.828	0.000	0.000	0.000	0.000
YJL153C	0.553	0.000	0.000	0.000	0.000
YJL152W	-0.001	0.000	0.000	0.000	0.000
YJL166W	0.445	0.000	0.000	0.000	0.000
YJL164C	NaN	0.000	0.000	0.000	0.000
YJL162C	0.130	0.000	0.000	0.000	0.000
YJL160C	0.728	0.000	0.000	0.000	0.000
YJL159W	-1.863	0.000	0.000	0.000	0.000
YJL158C	0.886	0.000	0.000	0.000	0.000
YJL157C	1.524	0.000	0.000	0.000	0.000
YJL155C	0.646	0.000	0.000	0.000	0.000
YJL150W	0.420	0.000	0.000	0.000	0.000
YJL135W	0.113	0.000	0.000	0.000	0.000
YJL134W	-0.023	0.000	0.000	0.000	0.000
YJL133W	0.309	0.000	0.000	0.000	0.000
YJL149W	-0.443	0.000	0.000	0.000	0.000
YJL148W	-0.599	0.000	0.000	0.000	0.000
YJL147C	0.567	0.000	0.000	0.000	0.000
YJL146W	-0.051	0.000	0.000	0.000	0.000
YJL145W	0.750	0.000	0.000	0.000	0.000
YJL144W	1.156	0.000	0.000	0.000	0.000
YJL142C	0.539	0.000	0.000	0.000	0.000
YJL132W	0.202	0.000	0.000	0.000	0.000
YLR330W	-0.490	0.000	0.000	0.000	0.000
YLR331C	NaN	0.000	0.000	0.000	0.000
YLR332W	0.389	0.000	0.000	0.000	0.000
YJL131C	NaN	0.000	0.000	0.000	0.000
YLR324W	0.356	0.000	0.000	0.000	0.000
YLR325C	0.372	0.000	0.000	0.000	0.000
YLR326W	0.630	0.000	-1.000	0.000	0.000
YLR327C	0.693	0.000	0.000	0.000	0.000
YLR328W	0.708	0.000	0.000	0.000	0.000
YLR329W	0.245	0.000	0.000	0.000	0.000
YLR333C	0.166	0.000	0.000	0.000	0.000
YLR395C	0.459	0.000	0.000	0.000	0.000
YOR364W	-0.214	0.000	0.000	0.000	0.000
YLR398C	0.183	0.000	0.000	0.000	0.000
YLR335W	-0.943	0.000	0.000	0.000	0.000
YOR300W	-0.184	0.000	0.000	0.000	0.000
YMR038C	-0.396	0.000	0.000	0.000	0.000
YLR341W	0.473	0.000	0.000	0.000	0.000
YLR342W	-2.767	0.000	0.000	0.000	0.000
YLR390W-A	0.563	0.000	0.000	0.000	0.000
YLR392C	0.777	0.000	0.000	0.000	0.000
YLR006C	1.081	0.000	0.000	0.000	0.000
YLR410W	0.021	0.000	0.000	0.000	0.000
YLR412W	-0.100	0.000	0.000	0.000	0.000
YLR413W	0.093	0.000	0.000	0.000	0.000
YLR400W	-0.077	0.000	0.000	0.000	0.000
YLR401C	0.223	0.000	0.000	0.000	0.000
YLR402W	-2.473	0.000	0.000	0.000	0.000
YLR404W	NaN	0.000	0.000	0.000	0.000
YLR405W	0.664	0.000	0.000	0.000	0.000
YLR407W	0.928	0.000	0.000	0.000	0.000
YLR408C	0.679	0.000	0.000	0.000	0.000
YLR414C	0.293	0.000	0.000	0.000	0.000
YDR150W	0.041	0.000	0.000	0.000	0.000
YDR151C	-0.273	0.000	0.000	0.000	0.000
YDR152W	-0.354	0.000	0.000	0.000	0.000
YLR415C	0.073	0.000	0.000	0.000	0.000
YLR416C	-0.126	0.000	0.000	0.000	0.000
YLR417W	-1.045	0.000	0.000	0.000	0.000
YLR418C	-0.708	0.000	0.000	0.000	0.000
YLR421C	0.595	0.000	0.000	0.000	0.000
YDR147W	1.288	0.000	0.000	0.000	0.000
YDR148C	-1.257	0.000	0.000	0.000	0.000
YDR149C	-0.542	0.000	0.000	0.000	0.000
YDR153C	0.278	0.000	0.000	0.000	0.000
YDR163W	0.405	0.000	0.000	0.000	0.000
YDR165W	-0.154	0.000	0.000	0.000	0.000
YDR169C	0.149	0.000	0.000	0.000	0.000
YDR154C	0.323	0.000	0.000	0.000	0.000
YDR155C	0.433	0.000	0.000	0.000	0.000
YDR156W	-2.250	0.000	0.000	0.000	0.000
YDR157W	0.339	0.000	0.000	0.000	0.000
YDR158W	-1.477	0.000	0.000	0.000	0.000
YDR161W	0.505	0.000	0.000	0.000	0.000
YDR162C	-0.658	0.000	0.000	0.000	0.000
YDR171W	0.488	0.000	0.000	0.000	0.000
YDR185C	0.971	0.000	0.000	0.000	0.000
YDR186C	0.851	0.000	0.000	0.000	0.000
YDR191W	0.521	0.000	0.000	0.000	0.000
YDR178W	-2.053	0.000	0.000	0.000	0.000
YDR179C	0.057	0.000	0.000	0.000	0.000
YDR179W-A	0.612	0.000	0.000	0.000	0.000
YDR181C	0.805	0.000	0.000	0.000	0.000
YDR183W	0.580	0.000	0.000	0.000	0.000
YDR184C	0.262	0.000	0.000	0.000	0.000
YDR192C	0.198	0.000	0.000	0.000	0.000
YDR207C	-1.776	0.000	0.000	0.000	0.000
YDR209C	0.544	0.000	0.000	0.000	0.000
YDR210W	0.989	0.000	0.000	0.000	0.000
YDR193W	-0.365	0.000	0.000	0.000	0.000
YDR195W	-2.773	0.000	0.000	0.000	0.000
YDR198C	-0.203	0.000	0.000	0.000	0.000
YDR199W	0.171	0.000	0.000	0.000	0.000
YDR200C	-0.946	0.000	0.000	0.000	0.000
YDR203W	1.209	0.000	0.000	0.000	0.000
YDR204W	NaN	0.000	0.000	0.000	0.000
YDR206W	0.086	0.000	0.000	0.000	0.000
YDR213W	0.059	0.000	0.000	0.000	0.000
YDR221W	0.034	0.000	0.000	0.000	0.000
YDR222W	0.116	0.000	0.000	0.000	0.000
YDR223W	0.309	0.000	0.000	0.000	0.000
YDR214W	0.429	0.000	0.000	0.000	0.000
YDR215C	-2.072	0.000	0.000	0.000	0.000
YDR216W	-2.529	0.000	0.000	0.000	0.000
YDR217C	0.519	0.000	0.000	0.000	0.000
YDR218C	0.743	0.000	0.000	0.000	0.000
YDR219C	0.144	0.000	0.000	0.000	0.000
YDR220C	0.331	0.000	0.000	0.000	0.000
YDR225W	-0.302	0.000	0.000	0.000	0.000
YLR027C	-0.506	0.000	0.000	0.000	0.000
YML001W	-2.288	0.000	0.000	0.000	0.000
YMR266W	1.076	0.000	0.000	0.000	0.000
YDR229W	-0.078	0.000	0.000	0.000	0.000
YDR231C	NaN	0.000	0.000	0.000	0.000
YDR233C	0.285	0.000	0.000	0.000	0.000
YDR234W	0.665	0.000	0.000	0.000	0.000
YDR239C	0.639	0.000	0.000	0.000	0.000
YNL330C	-1.982	0.000	0.000	0.000	0.000
YER052C	0.231	0.000	0.000	0.000	0.000
YER057C	0.861	0.000	0.000	0.000	0.000
YER060W-A	1.524	0.000	0.000	0.000	0.000
YOR305W	-0.115	0.000	0.000	0.000	0.000
YOR369C	-0.000	0.000	0.000	0.000	0.000
YDR127W	-1.799	0.000	0.000	0.000	0.000
YEL004W	NaN	0.000	0.000	0.000	0.000
YER032W	0.711	0.000	0.000	0.000	0.000
YHL007C	0.565	0.000	0.000	0.000	0.000
YHL005C	0.922	0.000	0.000	0.000	0.000
YHL003C	0.587	0.000	0.000	0.000	0.000
YER066C-A	-0.158	0.000	0.000	0.000	0.000
YER079W	0.469	0.000	0.000	0.000	0.000
YHL042W	0.492	0.000	0.000	0.000	0.000
YHL041W	0.357	0.000	0.000	0.000	0.000
YHL030W	0.687	0.000	0.000	0.000	0.000
YHL029C	0.382	0.000	0.000	0.000	0.000
YHL021C	0.611	0.000	0.000	0.000	0.000
YHL016C	0.822	0.000	0.000	0.000	0.000
YKL178C	NaN	0.000	0.000	0.000	0.000
YHR150W	0.260	0.000	0.000	0.000	0.000
YHR176W	-0.036	0.000	0.000	0.000	0.000
YCL032W	0.407	0.000	0.000	0.000	0.000
YCR002C	0.783	0.000	0.000	0.000	0.000
YKL068W	0.448	0.000	0.000	0.000	0.000
YLR258W	1.279	0.000	0.000	0.000	0.000
YLR268W	-3.147	0.000	0.000	0.000	0.000
YLR269C	-0.240	0.000	0.000	0.000	0.000
YLR262C	0.608	0.000	0.000	0.000	0.000
YLR263W	0.270	0.000	0.000	0.000	0.000
YLR264W	-1.539	0.000	0.000	0.000	0.000
YLR265C	0.734	0.000	0.000	0.000	0.000
YLR266C	0.287	0.000	0.000	0.000	0.000
YLR267W	0.054	0.000	0.000	0.000	0.000
YLR271W	0.478	0.000	0.000	0.000	0.000
YLR285W	-0.035	0.000	0.000	0.000	0.000
YLR287C	-0.272	0.000	0.000	0.000	0.000
YLR273C	0.628	0.000	0.000	0.000	0.000
YLR278C	-0.116	0.000	0.000	0.000	0.000
YLR279W	0.756	0.000	0.000	0.000	0.000
YLR280C	1.145	0.000	0.000	0.000	0.000
YLR281C	0.680	0.000	0.000	0.000	0.000
YLR282C	0.494	0.000	0.000	0.000	0.000
YLR283W	0.421	0.000	0.000	0.000	0.000
YLR284C	-0.010	0.000	0.000	0.000	0.000
YLR287C-A	-0.622	0.000	0.000	0.000	0.000
YLR299W	0.036	0.000	0.000	0.000	0.000
YLR300W	-0.561	0.000	0.000	0.000	0.000
YLR303W	-0.313	0.000	0.000	0.000	0.000
YLR288C	0.870	0.000	0.000	0.000	0.000
YLR289W	0.547	0.000	0.000	0.000	0.000
YLR290C	0.576	0.000	0.000	0.000	0.000
YLR292C	-0.453	0.000	0.000	0.000	0.000
YLR294C	1.069	0.000	0.000	0.000	0.000
YLR296W	0.404	0.000	0.000	0.000	0.000
YLR297W	0.208	0.000	0.000	0.000	0.000
YLR319C	0.232	0.000	0.000	0.000	0.000
YLR306W	0.957	0.000	0.000	0.000	0.000
YLR307W	0.664	0.000	0.000	0.000	0.000
YLR309C	0.334	0.000	0.000	0.000	0.000
YLR311C	0.512	0.000	0.000	0.000	0.000
YLR312C	0.591	0.000	0.000	0.000	0.000
YLR312W-A	0.352	0.000	0.000	0.000	0.000
YLR313C	0.303	0.000	0.000	0.000	0.000
YGL203C	-0.682	0.000	0.000	0.000	0.000
YGL205W	0.561	0.000	0.000	0.000	0.000
YGL199C	0.169	0.000	0.000	0.000	0.000
YGL194C	0.071	0.000	0.000	0.000	0.000
YGL195W	-0.357	0.000	0.000	0.000	0.000
YGL196W	0.787	0.000	0.000	0.000	0.000
YGL197W	0.319	0.000	0.000	0.000	0.000
YGL198W	0.530	0.000	0.000	0.000	0.000
YGL200C	0.091	0.000	0.000	0.000	0.000
YGL202W	0.388	0.000	0.000	0.000	0.000
YGL208W	1.524	0.000	0.000	0.000	0.000
YGL221C	-0.743	0.000	0.000	0.000	0.000
YGL222C	0.188	0.000	0.000	0.000	0.000
YGL224C	-0.209	0.000	0.000	0.000	0.000
YGL209W	0.695	0.000	0.000	0.000	0.000
YGL210W	0.151	0.000	0.000	0.000	0.000
YGL211W	-1.904	0.000	0.000	0.000	0.000
YGL212W	-1.469	-1.000	0.000	0.000	0.000
YGL213C	0.370	0.000	0.000	0.000	0.000
YGL215W	1.007	0.000	0.000	0.000	0.000
YGL216W	-0.065	0.000	0.000	0.000	0.000
YGL220W	0.113	0.000	0.000	0.000	0.000
YGL226C-A	0.645	0.000	0.000	0.000	0.000
YGL236C	-0.146	0.000	1.000	0.000	0.000
YGL237C	-0.864	0.000	0.000	0.000	0.000
YGL241W	-0.502	0.000	0.000	0.000	0.000
YGL227W	0.014	0.000	0.000	0.000	0.000
YGL228W	0.131	0.000	0.000	0.000	0.000
YGL229C	0.815	0.000	0.000	0.000	0.000
YGL230C	0.839	0.000	0.000	0.000	0.000
YGL231C	0.448	0.000	0.000	0.000	0.000
YGL232W	0.462	0.000	0.000	0.000	0.000
YGL234W	-0.806	0.000	0.000	0.000	0.000
YGL243W	0.913	0.000	0.000	0.000	0.000
YGL253W	-0.090	0.000	0.000	0.000	0.000
YGL254W	-0.177	0.000	0.000	0.000	0.000
YGL255W	-0.402	0.000	0.000	0.000	0.000
YGL248W	0.711	0.000	0.000	0.000	0.000
YGL249W	0.253	0.000	0.000	0.000	0.000
YGL250W	-1.397	0.000	0.000	0.000	0.000
YGL251C	0.434	0.000	0.000	0.000	0.000
YGL256W	-1.368	0.000	0.000	0.000	0.000
YGR003W	-0.097	0.000	0.000	0.000	0.000
YGR004W	0.029	0.000	0.000	0.000	0.000
YGL257C	-1.670	0.000	0.000	0.000	0.000
YGL258W	-0.750	0.000	0.000	0.000	0.000
YGL259W	-0.811	0.000	0.000	0.000	0.000
YGL260W	-0.153	0.000	0.000	0.000	0.000
YGL261C	0.580	0.000	0.000	0.000	0.000
YGL262W	0.426	0.000	0.000	0.000	0.000
YGL263W	0.439	0.000	0.000	0.000	0.000
YGR001C	-0.184	0.000	0.000	0.000	0.000
YGR021W	0.873	0.000	0.000	0.000	0.000
YGR008C	0.198	0.000	0.000	0.000	0.000
YGR010W	0.360	0.000	0.000	0.000	0.000
YGR012W	0.467	0.000	0.000	0.000	0.000
YGR014W	0.500	0.000	0.000	0.000	0.000
YGR015C	0.311	0.000	0.000	0.000	0.000
YGR016W	0.613	0.000	0.000	0.000	0.000
YGR017W	0.294	0.000	0.000	0.000	0.000
YGR019W	1.148	0.000	0.000	0.000	0.000
YGR023W	0.047	0.000	0.000	0.000	0.000
YPL081W	0.179	0.000	0.000	0.000	0.000
YPL080C	-1.999	0.000	0.000	0.000	0.000
YPL079W	-1.520	0.000	0.000	0.000	0.000
YGR026W	-0.869	0.000	0.000	0.000	0.000
YPL091W	-0.017	0.000	0.000	0.000	0.000
YPL090C	-2.886	0.000	0.000	0.000	0.000
YPL089C	-0.073	0.000	0.000	0.000	0.000
YPL088W	0.565	0.000	0.000	0.000	0.000
YPL087W	0.124	0.000	0.000	0.000	0.000
YPL078C	0.395	0.000	0.000	0.000	0.000
YPL067C	0.714	0.000	0.000	0.000	0.000
YPL066W	0.683	0.000	0.000	0.000	0.000
YPL065W	0.065	0.000	0.000	0.000	0.000
YPL077C	-1.332	0.000	0.000	0.000	0.000
YPL074W	0.104	0.000	0.000	0.000	0.000
YPL072W	0.791	0.000	0.000	0.000	0.000
YPL073C	0.483	0.000	0.000	0.000	0.000
YPL071C	0.737	0.000	0.000	0.000	0.000
YPL070W	0.916	0.000	0.000	0.000	0.000
YPL069C	-0.929	0.000	0.000	0.000	0.000
YPL068C	1.010	0.000	0.000	0.000	0.000
YPL064C	0.261	0.000	0.000	0.000	0.000
YPL054W	0.632	0.000	0.000	0.000	0.000
YPL053C	0.453	0.000	0.000	0.000	0.000
YPL052W	0.841	0.000	0.000	0.000	0.000
YPL062W	0.279	0.000	0.000	0.000	0.000
YPL061W	1.071	0.000	0.000	0.000	0.000
YPL060W	-0.247	0.000	0.000	0.000	-1.000
YPL058C	0.006	0.000	0.000	0.000	0.000
YPL057C	1.524	0.000	0.000	0.000	0.000
YPL056C	0.960	0.000	0.000	0.000	0.000
YPL055C	-2.062	0.000	0.000	0.000	0.000
YPL051W	0.083	0.000	0.000	0.000	0.000
YPL039W	0.667	0.000	0.000	0.000	0.000
YPL038W	0.697	0.000	0.000	0.000	0.000
YPL050C	-1.467	0.000	0.000	0.000	0.000
YPL049C	-1.963	0.000	0.000	0.000	0.000
YPL048W	0.535	0.000	0.000	0.000	0.000
YPL047W	0.220	0.000	0.000	0.000	0.000
YPL046C	0.161	0.000	0.000	0.000	0.000
YPL042C	-2.814	0.000	0.000	0.000	0.000
YPL041C	0.517	0.000	0.000	0.000	0.000
YPL037C	-0.569	0.000	0.000	0.000	0.000
YPL024W	-1.814	0.000	0.000	0.000	0.000
YPL023C	-0.045	0.000	0.000	0.000	0.000
YPL022W	1.281	0.000	0.000	0.000	0.000
YPL035C	-2.248	0.000	0.000	0.000	0.000
YPL033C	0.760	0.000	0.000	0.000	0.000
YPL032C	0.326	0.000	0.000	0.000	0.000
YPL026C	0.411	0.000	0.000	0.000	0.000
YPL025C	0.378	0.000	0.000	0.000	0.000
YPL021W	-0.509	0.000	0.000	0.000	0.000
YPL008W	-1.536	0.000	0.000	0.000	0.000
YPL005W	-3.154	0.000	0.000	0.000	0.000
YPL019C	-0.216	0.000	0.000	0.000	0.000
YPL018W	-1.569	0.000	0.000	0.000	0.000
YPL017C	-0.322	0.000	0.000	0.000	0.000
YPL015C	0.648	0.000	0.000	0.000	0.000
YPL014W	0.818	0.000	0.000	0.000	0.000
YPL009C	0.595	0.000	0.000	0.000	0.000
YPL003W	0.515	0.000	0.000	0.000	0.000
YPR109W	0.455	0.000	0.000	0.000	0.000
YPR111W	0.637	0.000	0.000	0.000	0.000
YPR114W	0.499	0.000	0.000	0.000	0.000
YPL002C	-0.721	0.000	0.000	0.000	0.000
YPL001W	0.097	0.000	0.000	0.000	0.000
YPR002W	0.532	0.000	0.000	0.000	0.000
YPR003C	0.893	0.000	0.000	0.000	0.000
YPR004C	0.976	0.000	0.000	0.000	0.000
YPR005C	0.934	0.000	0.000	0.000	0.000
YPR106W	0.246	0.000	0.000	0.000	0.000
YPR115W	0.262	0.000	0.000	0.000	0.000
YPR125W	0.832	0.000	0.000	0.000	0.000
YPR126C	0.587	0.000	0.000	0.000	0.000
YPR117W	-0.411	0.000	0.000	0.000	0.000
YPR119W	-0.838	0.000	0.000	0.000	0.000
YPR120C	-0.503	0.000	0.000	0.000	0.000
YPR121W	0.417	0.000	0.000	0.000	0.000
YPR122W	1.292	0.000	0.000	0.000	0.000
YPR127W	-0.015	0.000	0.000	0.000	0.000
YPR140W	0.116	0.000	0.000	0.000	0.000
YPR141C	-0.613	0.000	0.000	0.000	0.000
YPR128C	-0.141	0.000	0.000	0.000	0.000
YPR129W	-0.289	0.000	0.000	0.000	0.000
YPR130C	-0.784	0.000	0.000	0.000	0.000
YPR131C	-1.091	0.000	-1.000	0.000	0.000
YPR132W	-0.368	0.000	0.000	0.000	0.000
YPR134W	-0.557	0.000	0.000	0.000	0.000
YPR135W	-0.892	1.000	0.000	0.000	0.000
YPR138C	0.684	0.000	0.000	0.000	0.000
YPR145W	0.151	0.000	0.000	0.000	0.000
YPR155C	0.353	0.000	0.000	0.000	0.000
YPR156C	1.085	0.000	0.000	0.000	0.000
YPR157W	0.560	0.000	0.000	0.000	0.000
YPR146C	-0.040	0.000	0.000	0.000	0.000
YPR147C	0.045	0.000	0.000	0.000	0.000
YPR148C	0.078	0.000	0.000	0.000	0.000
YPR149W	0.574	0.000	0.000	0.000	0.000
YPR150W	0.811	0.000	0.000	0.000	0.000
YPR152C	0.293	0.000	0.000	0.000	0.000
YPR154W	0.370	0.000	0.000	0.000	0.000
YPR158W	-0.458	0.000	0.000	0.000	0.000
YPR172W	0.620	0.000	0.000	0.000	0.000
YPR174C	0.337	0.000	0.000	0.000	0.000
YPR159W	-2.661	0.000	0.000	0.000	0.000
YPR160W	-0.114	0.000	0.000	0.000	0.000
YPR163C	-4.217	0.000	0.000	0.000	0.000
YPR164W	-0.950	0.000	0.000	0.000	0.000
YPR166C	0.735	0.000	0.000	0.000	0.000
YPR167C	1.026	0.000	0.000	0.000	0.000
YPR170C	0.483	0.000	0.000	0.000	0.000
YPR171W	0.469	0.000	0.000	0.000	0.000
YPR179C	-0.067	0.000	0.000	0.000	0.000
YPR195C	0.547	0.000	0.000	0.000	0.000
YPR196W	0.441	0.000	0.000	0.000	0.000
YPR197C	0.062	0.000	0.000	0.000	0.000
YPR184W	-0.090	0.000	0.000	0.000	0.000
YPR185W	0.134	0.000	0.000	0.000	0.000
YPR188C	-0.198	0.000	0.000	0.000	0.000
YPR189W	-0.227	0.000	0.000	0.000	0.000
YPR191W	-1.003	0.000	0.000	0.000	0.000
YPR192W	0.857	0.000	0.000	0.000	0.000
YPR193C	0.225	0.000	0.000	0.000	0.000
YPR194C	0.756	0.000	0.000	0.000	0.000
YPR198W	0.653	0.000	0.000	0.000	0.000
YCR100C	0.386	0.000	0.000	0.000	0.000
YCR101C	0.430	0.000	0.000	0.000	0.000
YCR102C	0.670	0.000	0.000	0.000	0.000
YPR199C	0.006	0.000	0.000	0.000	0.000
YPR200C	-0.256	0.000	0.000	0.000	0.000
YPR201W	0.322	0.000	0.000	0.000	0.000
YCR090C	0.185	0.000	0.000	0.000	0.000
YCR091W	0.602	0.000	0.000	0.000	0.000
YCR092C	0.402	0.000	0.000	0.000	0.000
YCR098C	0.714	0.000	0.000	0.000	0.000
YCR099C	0.308	0.000	0.000	0.000	0.000
YCR105W	-0.169	0.000	0.000	0.000	0.000
YDR539W	0.278	0.000	0.000	0.000	0.000
YDR540C	0.028	0.000	0.000	0.000	0.000
YDR541C	0.203	0.000	0.000	0.000	0.000
YCR106W	-0.328	0.000	0.000	0.000	0.000
YDL130W-A	0.168	0.000	0.000	0.000	0.000
YDR363W-A	-0.671	0.000	0.000	0.000	0.000
YDR525W-A	0.698	0.000	0.000	0.000	0.000
YDR535C	1.524	0.000	0.000	0.000	0.000
YDR536W	1.159	0.000	0.000	0.000	0.000
YDR538W	0.784	0.000	0.000	0.000	0.000
YER039C-A	0.014	0.000	0.000	0.000	0.000
YFR035C	0.287	0.000	0.000	0.000	0.000
YFR036W	0.421	0.000	0.000	0.000	0.000
YFR038W	0.787	0.000	0.000	0.000	0.000
YER091C-A	0.370	0.000	0.000	0.000	0.000
YER144C	0.151	0.000	0.000	0.000	0.000
YER188W	-0.209	0.000	0.000	0.000	0.000
YFL034C-A	0.232	0.000	0.000	0.000	0.000
YFR032C	0.253	0.000	0.000	0.000	0.000
YFR032C-A	0.608	0.000	0.000	0.000	0.000
YFR033C	0.462	0.000	0.000	0.000	0.000
YFR034C	1.145	0.000	0.000	0.000	0.000
YFR040W	-0.864	0.000	0.000	0.000	0.000
YFR053C	0.091	0.000	0.000	0.000	0.000
YFR054C	0.734	0.000	0.000	0.000	0.000
YFR055W	0.870	0.000	0.000	0.000	0.000
YFR041C	0.113	0.000	0.000	0.000	0.000
YFR043C	0.404	0.000	0.000	0.000	0.000
YFR044C	0.913	0.000	0.000	0.000	0.000
YFR045W	0.270	0.000	0.000	0.000	0.000
YFR046C	0.512	0.000	0.000	0.000	0.000
YFR047C	0.664	0.000	0.000	0.000	0.000
YFR048W	-0.682	0.000	0.000	0.000	0.000
YFR049W	0.957	0.000	0.000	0.000	0.000
YGR225W	0.494	0.000	0.000	0.000	0.000
YGR226C	1.069	0.000	0.000	0.000	0.000
YGR227W	0.695	0.000	0.000	0.000	0.000
YFR056C	0.334	0.000	0.000	0.000	0.000
YFR057W	-0.146	0.000	0.000	0.000	0.000
YGR219W	-0.622	0.000	0.000	0.000	0.000
YGR221C	0.561	0.000	0.000	0.000	0.000
YGR223C	0.628	0.000	0.000	0.000	0.000
YGR224W	0.547	0.000	0.000	0.000	0.000
YGR228W	-0.010	0.000	0.000	0.000	0.000
YGR240C	-0.926	0.000	0.000	0.000	0.000
YGR241C	1.279	0.000	0.000	0.000	0.000
YGR229C	-1.038	0.000	0.000	0.000	0.000
YGR230W	0.036	0.000	0.000	0.000	0.000
YGR231C	0.131	0.000	0.000	0.000	0.000
YGR232W	-0.035	0.000	0.000	0.000	0.000
YGR233C	-0.065	0.000	0.000	0.000	0.000
YGR234W	0.645	0.000	0.000	0.000	0.000
YGR235C	0.530	0.000	0.000	0.000	0.000
YGR236C	0.756	0.000	0.000	0.000	0.000
YGR242W	0.169	0.000	0.000	0.000	0.000
YBL006C	-1.138	0.000	0.000	0.000	0.000
YBL007C	-0.561	0.000	0.000	0.000	0.000
YBL008W	-0.272	0.000	0.000	0.000	0.000
YGR244C	-0.116	0.000	0.000	0.000	0.000
YGR247W	0.188	0.000	0.000	0.000	0.000
YGR249W	0.208	0.000	0.000	0.000	0.000
YBL001C	0.319	0.000	0.000	0.000	0.000
YBL002W	0.478	0.000	0.000	0.000	0.000
YBL003C	0.232	0.000	0.000	0.000	0.000
YBL005W	0.576	0.000	0.000	0.000	0.000
YBL009W	0.448	0.000	0.000	0.000	0.000
YBL021C	-0.502	0.000	0.000	0.000	0.000
YBL022C	-1.085	0.000	0.000	0.000	0.000
YBL024W	0.711	0.000	0.000	0.000	0.000
YBL010C	0.434	0.000	0.000	0.000	0.000
YBL012C	0.388	0.000	0.000	0.000	0.000
YBL013W	-0.402	0.000	0.000	0.000	0.000
YBL015W	0.054	0.000	0.000	0.000	0.000
YBL016W	-0.313	0.000	0.000	0.000	0.000
YBL017C	0.071	0.000	0.000	0.000	0.000
YBL019W	-0.240	0.000	0.000	0.000	0.000
YBL039C	-0.453	0.000	0.000	0.000	0.000
YBL042C	-0.357	0.000	0.000	0.000	0.000
YBL043W	1.524	0.000	0.000	0.000	0.000
YBL027W	-0.987	0.000	0.000	0.000	0.000
YBL028C	-0.090	0.000	0.000	0.000	0.000
YBL029W	-0.177	0.000	0.000	0.000	0.000
YBL037W	0.352	0.000	0.000	0.000	0.000
YBL054W	1.007	0.000	0.000	0.000	0.000
YBL055C	0.815	0.000	0.000	0.000	0.000
YBL047C	-0.806	0.000	0.000	0.000	0.000
YBL048W	0.680	0.000	0.000	0.000	0.000
YBL049W	0.591	0.000	0.000	0.000	0.000
YBL051C	-0.743	0.000	0.000	0.000	0.000
YBL052C	0.839	0.000	0.000	0.000	0.000
YBL056W	-0.176	0.000	0.000	0.000	0.000
YBL065W	-0.118	0.000	0.000	0.000	0.000
YBL066C	-0.825	0.000	0.000	0.000	0.000
YBL067C	0.848	0.000	0.000	0.000	0.000
YBL059W	-0.042	0.000	0.000	0.000	0.000
YBL060W	-0.534	0.000	0.000	0.000	0.000
YBL061C	0.029	0.000	0.000	0.000	0.000
YBL063W	0.428	0.000	0.000	0.000	0.000
YBL064C	0.101	0.000	0.000	0.000	0.000
YBL068W	0.660	0.000	0.000	0.000	0.000
YBL083C	-2.014	0.000	0.000	0.000	0.000
YBL069W	0.483	0.000	0.000	0.000	0.000
YBL070C	0.120	0.000	0.000	0.000	0.000
YBL071C	-1.701	0.000	0.000	0.000	0.000
YBL072C	-1.513	0.000	0.000	0.000	0.000
YBL075C	0.642	0.000	0.000	0.000	0.000
YBL078C	0.138	0.000	0.000	0.000	0.000
YBL079W	-1.545	0.000	0.000	0.000	0.000
YBL085W	0.676	0.000	0.000	0.000	0.000
YGL002W	0.382	0.000	0.000	0.000	0.000
YGL003C	-0.592	0.000	0.000	0.000	0.000
YGL004C	0.882	0.000	0.000	0.000	0.000
YBL086C	0.925	0.000	0.000	0.000	0.000
YBL087C	-1.497	0.000	0.000	0.000	0.000
YBL088C	-0.483	0.000	0.000	0.000	0.000
YBL089W	1.154	0.000	0.000	0.000	0.000
YBL091C	0.173	0.000	0.000	0.000	0.000
YBL094C	0.825	0.000	0.000	0.000	0.000
YGL005C	0.191	0.000	0.000	0.000	0.000
YGL019W	-1.767	0.000	0.000	0.000	0.000
YGL021W	0.607	0.000	0.000	0.000	0.000
YGL024W	0.706	0.000	0.000	0.000	0.000
YGL006W	0.270	0.000	0.000	0.000	0.000
YGL007W	-0.016	0.000	0.000	0.000	0.000
YGL010W	-0.070	0.000	0.000	0.000	0.000
YGL013C	0.348	0.000	0.000	0.000	0.000
YGL014W	-0.237	0.000	0.000	0.000	0.000
YGL015C	0.365	0.000	0.000	0.000	0.000
YGL016W	0.006	0.000	0.000	0.000	0.000
YGL025C	-0.147	0.000	0.000	0.000	0.000
YGL036W	0.398	0.000	0.000	0.000	0.000
YGL037C	0.302	0.000	0.000	0.000	0.000
YGL039W	0.440	0.000	0.000	0.000	0.000
