ORF	hap a | abundance of a specific protein/peptide (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | number of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | size of peroxisomes | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | peroxisome inheritance | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010	hap a | transport to/from peroxisomes (Pot1-GFP) | oleic acid [0.2%] | Saleem RA~Aitchison JD, 2010
YOL045W	-1.746	0.000	0.000	0.000	0.000
YOL046C	-1.534	0.000	0.000	0.000	0.000
YOL047C	0.537	0.000	0.000	0.000	0.000
YOL049W	-1.872	0.000	0.000	0.000	0.000
YOL050C	-2.728	0.000	0.000	0.000	0.000
YOL051W	-3.082	0.000	0.000	0.000	0.000
YOL052C	0.488	0.000	0.000	0.000	0.000
YOL063C	-1.763	0.000	0.000	0.000	0.000
YOL064C	-2.306	0.000	0.000	0.000	0.000
YOL065C	0.393	0.000	0.000	0.000	0.000
YOL056W	-0.097	0.000	0.000	0.000	0.000
YOL057W	0.236	0.000	0.000	0.000	0.000
YOL058W	-2.000	0.000	0.000	0.000	0.000
YOL059W	-2.494	0.000	0.000	0.000	0.000
YOL060C	-1.625	0.000	0.000	0.000	0.000
YOL061W	0.860	0.000	0.000	0.000	0.000
YOL062C	0.126	0.000	0.000	0.000	0.000
YOL067C	0.979	0.000	0.000	0.000	0.000
YOL080C	-0.565	0.000	0.000	0.000	0.000
YOL082W	0.813	0.000	0.000	0.000	0.000
YOL068C	1.087	0.000	0.000	0.000	0.000
YOL070C	-1.221	0.000	0.000	0.000	0.000
YOL071W	-2.728	0.000	0.000	0.000	0.000
YOL072W	-5.543	0.000	0.000	0.000	-1.000
YOL075C	0.300	0.000	0.000	0.000	0.000
YOL076W	-4.912	0.000	0.000	0.000	0.000
YOL079W	0.701	0.000	0.000	-1.000	0.000
YOL084W	0.624	0.000	0.000	0.000	0.000
YPL264C	0.328	0.000	0.000	0.000	0.000
YPL263C	0.640	0.000	0.000	0.000	0.000
YOL085C	0.937	0.000	0.000	0.000	0.000
YPL274W	-1.928	0.000	0.000	0.000	0.000
YPL273W	0.488	0.000	0.000	0.000	0.000
YPL272C	0.446	0.000	0.000	0.000	0.000
YPL270W	-2.330	0.000	0.000	0.000	0.000
YPL269W	-0.509	0.000	0.000	0.000	0.000
YPL267W	0.759	0.000	0.000	0.000	0.000
YPL265W	1.294	0.000	0.000	0.000	0.000
YPL260W	-4.638	0.000	0.000	0.000	0.000
YPL249C	0.520	0.000	0.000	0.000	0.000
YPL248C	1.161	0.000	0.000	0.000	0.000
YPL247C	0.236	0.000	0.000	0.000	0.000
YPL261C	0.195	0.000	0.000	0.000	0.000
YPL259C	0.716	0.000	0.000	0.000	0.000
YPL258C	0.460	0.000	0.000	0.000	0.000
YPL257W	-0.074	0.000	0.000	0.000	0.000
YPL256C	-0.097	0.000	0.000	0.000	0.000
YPL253C	0.021	0.000	0.000	0.000	0.000
YPL250C	-1.352	0.000	0.000	0.000	0.000
YPL246C	-0.022	0.000	0.000	0.000	0.000
YPL230W	-1.488	0.000	0.000	0.000	0.000
YPL229W	-2.987	0.000	0.000	0.000	0.000
YPL227C	-1.965	0.000	0.000	0.000	0.000
YPL244C	0.577	0.000	0.000	0.000	0.000
YPL241C	0.255	0.000	0.000	0.000	0.000
YPL240C	0.178	0.000	0.000	0.000	0.000
YPL239W	-0.297	0.000	0.000	0.000	0.000
YPL236C	0.834	0.000	0.000	0.000	0.000
YPL234C	0.537	0.000	0.000	0.000	0.000
YPL232W	-0.620	0.000	0.000	0.000	0.000
YPL226W	0.285	0.000	0.000	0.000	0.000
YPL213W	-4.580	0.000	0.000	0.000	0.000
YPL212C	0.686	0.000	0.000	0.000	0.000
YPL208W	-1.182	0.000	0.000	0.000	0.000
YPL225W	-0.953	0.000	0.000	-1.000	0.000
YPL223C	0.040	0.000	0.000	0.000	0.000
YPL222W	0.315	0.000	0.000	0.000	0.000
YPL221W	0.408	0.000	0.000	0.000	0.000
YPL220W	0.090	0.000	0.000	0.000	0.000
YPL219W	0.270	0.000	0.000	0.000	0.000
YPL216W	0.738	0.000	0.000	0.000	0.000
YPL214C	1.029	0.000	0.000	0.000	0.000
YPL207W	0.072	0.000	0.000	0.000	0.000
YPL197C	-0.176	0.000	0.000	0.000	0.000
YPL196W	-2.023	0.000	0.000	0.000	0.000
YPL195W	-2.358	0.000	0.000	0.000	0.000
YPL206C	0.473	0.000	0.000	0.000	0.000
YPL205C	0.673	0.000	0.000	0.000	0.000
YPL203W	0.896	0.000	0.000	0.000	0.000
YPL202C	1.524	0.000	0.000	0.000	0.000
YPL201C	0.591	0.000	0.000	0.000	0.000
YPL200W	0.144	0.000	0.000	0.000	0.000
YPL199C	-0.148	0.000	0.000	0.000	0.000
YPL198W	0.393	0.000	0.000	0.000	0.000
YPL194W	0.504	0.000	0.000	0.000	0.000
YPL184C	-2.570	0.000	0.000	0.000	0.000
YPL181W	-0.842	0.000	0.000	0.000	0.000
YPL182C	0.860	0.000	0.000	0.000	0.000
YPL193W	0.126	0.000	0.000	0.000	0.000
YPL192C	0.056	0.000	0.000	0.000	0.000
YPL191C	-1.686	0.000	0.000	0.000	0.000
YPL189W	-0.234	0.000	0.000	0.000	0.000
YPL187W	0.214	0.000	0.000	0.000	0.000
YPL185W	0.607	0.000	0.000	0.000	0.000
YPL180W	-2.456	0.000	0.000	0.000	0.000
YPL168W	-0.049	0.000	0.000	0.000	0.000
YPL167C	0.344	0.000	0.000	0.000	0.000
YPL166W	0.109	0.000	0.000	0.000	0.000
YPL179W	-0.121	0.000	0.000	0.000	0.000
YPL178W	-5.886	0.000	0.000	0.000	0.000
YPL177C	0.422	0.000	0.000	0.000	0.000
YPL176C	0.551	0.000	0.000	0.000	0.000
YPL174C	-1.049	0.000	0.000	0.000	0.000
YPL171C	0.564	0.000	0.000	0.000	0.000
YPL170W	0.788	0.000	0.000	0.000	0.000
YPL165C	-0.022	0.000	0.000	0.000	0.000
YPL155C	1.087	0.000	0.000	0.000	0.000
YPL154C	0.834	0.000	0.000	0.000	0.000
YPL152W	-1.141	0.000	0.000	0.000	0.000
YPL164C	0.520	0.000	0.000	0.000	0.000
YPL163C	1.524	0.000	0.000	0.000	0.000
YPL162C	0.344	0.000	0.000	0.000	0.000
YPL161C	-0.336	0.000	0.000	0.000	0.000
YPL159C	0.056	0.000	0.000	0.000	0.000
YPL157W	-0.234	0.000	0.000	0.000	0.000
YPL156C	-0.728	0.000	0.000	0.000	0.000
YPL150W	-0.509	0.000	0.000	0.000	0.000
YPL136W	0.504	0.000	0.000	0.000	0.000
YPL135W	-0.565	0.000	0.000	0.000	0.000
YPL133C	0.270	0.000	0.000	0.000	0.000
YPL149W	0.435	0.000	0.000	0.000	0.000
YPL147W	-0.074	0.000	0.000	0.000	0.000
YPL145C	0.021	0.000	0.000	0.000	0.000
YPL144W	-0.263	0.000	0.000	0.000	0.000
YPL141C	0.607	0.000	0.000	0.000	0.000
YPL140C	0.979	0.000	0.000	0.000	0.000
YPL139C	1.161	0.000	0.000	0.000	0.000
YPL138C	0.564	0.000	0.000	0.000	0.000
YPL130W	-0.176	0.000	0.000	0.000	0.000
YPL116W	-0.121	0.000	0.000	0.000	0.000
YPL115C	0.473	0.000	0.000	0.000	0.000
YPL114W	0.759	0.000	0.000	0.000	0.000
YPL129W	-0.676	0.000	0.000	0.000	0.000
YPL127C	-0.049	0.000	0.000	0.000	0.000
YPL123C	0.126	0.000	0.000	0.000	0.000
YPL121C	0.408	0.000	0.000	0.000	0.000
YPL120W	0.551	0.000	0.000	0.000	0.000
YPL118W	-0.953	0.000	0.000	0.000	0.000
YPL113C	-0.001	-1.000	0.000	0.000	0.000
YPL103C	0.937	0.000	0.000	0.000	0.000
YPL101W	-0.896	0.000	0.000	0.000	0.000
YPL112C	0.109	0.000	0.000	-1.000	0.000
YPL111W	0.161	0.000	0.000	0.000	0.000
YPL110C	0.640	0.000	0.000	0.000	0.000
YPL109C	0.860	0.000	0.000	0.000	0.000
YPL108W	0.255	0.000	0.000	0.000	0.000
YPL107W	-0.097	0.000	0.000	0.000	0.000
YPL106C	0.657	0.000	0.000	0.000	0.000
YPL105C	0.788	0.000	0.000	0.000	0.000
YPL100W	-0.466	0.000	0.000	0.000	0.000
YBR175W	-0.375	0.000	0.000	0.000	0.000
YBR176W	0.716	0.000	0.000	0.000	0.000
YBR177C	1.294	0.000	0.000	0.000	0.000
YPL099C	0.214	0.000	0.000	0.000	0.000
YPL098C	-0.842	0.000	0.000	0.000	0.000
YPL096W	0.328	0.000	0.000	0.000	0.000
YPL095C	0.422	0.000	0.000	0.000	0.000
YPL092W	0.673	0.000	0.000	0.000	0.000
YBR173C	0.285	0.000	0.000	0.000	0.000
YBR174C	0.446	0.000	0.000	0.000	0.000
YBR178W	-1.049	0.000	0.000	0.000	0.000
YBR188C	0.686	0.000	0.000	0.000	0.000
YBR194W	-0.297	0.000	0.000	0.000	0.000
YBR195C	0.300	0.000	0.000	0.000	0.000
YBR180W	0.178	0.000	0.000	0.000	0.000
YBR181C	-1.005	0.000	0.000	0.000	0.000
YBR182C	0.144	0.000	0.000	0.000	0.000
YBR183W	0.072	0.000	0.000	0.000	0.000
YBR184W	0.236	0.000	0.000	0.000	0.000
YBR185C	1.029	0.000	0.000	0.000	0.000
YBR186W	0.577	0.000	0.000	0.000	0.000
YBR187W	0.896	0.000	0.000	0.000	0.000
YBR197C	-0.148	0.000	0.000	0.000	0.000
YBR209W	-0.205	0.000	0.000	0.000	0.000
YBR210W	0.591	0.000	0.000	0.000	0.000
YBR199W	0.040	0.000	0.000	0.000	0.000
YBR200W	-1.289	0.000	0.000	0.000	0.000
YBR201W	0.460	0.000	0.000	0.000	0.000
YBR203W	0.361	0.000	0.000	0.000	0.000
YBR204C	0.813	0.000	0.000	0.000	0.000
YBR205W	0.090	0.000	0.000	0.000	0.000
YBR206W	0.488	0.000	0.000	0.000	0.000
YBR207W	0.624	0.000	0.000	0.000	0.000
YBR220C	-0.620	0.000	0.000	0.000	0.000
YBR221C	-0.419	0.000	0.000	0.000	0.000
YBR222C	0.738	0.000	0.000	0.000	0.000
YBR213W	0.315	0.000	0.000	0.000	0.000
YBR214W	0.195	0.000	0.000	0.000	0.000
YBR215W	-0.789	0.000	0.000	0.000	0.000
YBR216C	0.701	0.000	0.000	0.000	0.000
YBR217W	0.377	0.000	0.000	0.000	0.000
YBR218C	0.393	0.000	0.000	0.000	0.000
YBR219C	0.537	0.000	0.000	0.000	0.000
YBR223C	0.234	0.000	0.000	0.000	0.000
YBR233W	0.773	0.000	0.000	0.000	0.000
YBR235W	0.842	0.000	0.000	0.000	0.000
YBR224W	-0.299	0.000	0.000	0.000	0.000
YBR225W	-0.183	0.000	0.000	0.000	0.000
YBR226C	-1.690	0.000	0.000	0.000	0.000
YBR227C	0.029	0.000	0.000	0.000	0.000
YBR228W	0.428	0.000	0.000	0.000	0.000
YBR229C	0.682	0.000	0.000	0.000	0.000
YBR230C	0.710	0.000	0.000	0.000	0.000
YBR231C	-0.709	0.000	0.000	0.000	0.000
YBR238C	-0.555	0.000	0.000	0.000	0.000
YBR249C	0.988	0.000	0.000	0.000	0.000
YBR250W	1.095	0.000	0.000	0.000	0.000
YBR255W	-0.417	0.000	0.000	0.000	0.000
YBR239C	0.214	0.000	0.000	0.000	0.000
YBR240C	-1.431	0.000	0.000	0.000	0.000
YBR241C	0.552	0.000	0.000	0.000	0.000
YBR242W	0.324	0.000	0.000	0.000	0.000
YBR244W	0.415	0.000	0.000	0.000	0.000
YBR245C	0.590	0.000	0.000	0.000	0.000
YBR246W	-0.034	0.000	0.000	0.000	0.000
YBR248C	-0.337	0.000	0.000	0.000	0.000
YBR258C	0.695	0.000	0.000	0.000	0.000
YDR049W	-0.129	0.000	0.000	0.000	0.000
YDR051C	0.638	0.000	0.000	0.000	0.000
YDR055W	0.908	0.000	0.000	0.000	0.000
YBR259W	-0.083	0.000	0.000	0.000	0.000
YBR260C	1.037	0.000	0.000	0.000	0.000
YBR261C	0.009	0.000	0.000	0.000	0.000
YBR262C	0.870	0.000	0.000	0.000	0.000
YBR263W	0.652	0.000	0.000	0.000	0.000
YBR264C	1.167	0.000	0.000	0.000	0.000
YBR266C	-0.266	0.000	0.000	0.000	0.000
YBR267W	-1.262	0.000	0.000	0.000	0.000
YDR056C	0.283	0.000	0.000	0.000	0.000
YDR069C	NaN	0.000	0.000	0.000	0.000
YDR070C	0.061	0.000	0.000	0.000	0.000
YDR072C	1.524	0.000	0.000	0.000	0.000
YDR057W	0.046	0.000	0.000	0.000	0.000
YDR059C	0.076	0.000	0.000	0.000	0.000
YDR061W	0.564	0.000	0.000	0.000	0.000
YDR063W	0.946	0.000	0.000	0.000	0.000
YDR065W	NaN	0.000	0.000	0.000	0.000
YDR066C	0.268	0.000	0.000	0.000	0.000
YDR067C	-0.155	0.000	0.000	0.000	0.000
YDR068W	0.728	0.000	0.000	0.000	0.000
YDR073W	0.799	0.000	0.000	0.000	0.000
YDR089W	0.400	0.000	0.000	0.000	0.000
YDR090C	0.253	-1.000	0.000	0.000	0.000
YDR092W	0.146	-1.000	0.000	0.000	0.000
YDR075W	0.477	0.000	0.000	0.000	0.000
YDR076W	-0.238	0.000	0.000	0.000	0.000
YDR078C	0.538	0.000	0.000	0.000	0.000
YDR080W	-1.678	0.000	0.000	0.000	0.000
YDR083W	-1.559	0.000	0.000	0.000	0.000
YDR084C	0.438	0.000	0.000	0.000	0.000
YDR085C	0.129	-1.000	0.000	0.000	0.000
YDR093W	0.522	0.000	0.000	0.000	0.000
YDR102C	0.491	0.000	0.000	0.000	0.000
YDR104C	0.311	0.000	0.000	0.000	0.000
YDR105C	0.354	0.000	0.000	0.000	0.000
YDR094W	0.749	0.000	0.000	0.000	0.000
YDR095C	0.338	0.000	0.000	0.000	0.000
YDR096W	0.577	0.000	0.000	0.000	0.000
YDR097C	0.604	0.000	0.000	0.000	0.000
YDR098C	0.507	0.000	0.000	0.000	0.000
YDR099W	-0.375	0.000	0.000	0.000	0.000
YDR100W	0.451	0.000	0.000	0.000	0.000
YDR101C	-1.451	0.000	0.000	0.000	0.000
YDR107C	1.299	0.000	0.000	0.000	0.000
YDR120C	-0.210	0.000	0.000	0.000	0.000
YDR121W	0.178	0.000	0.000	0.000	0.000
YDR122W	0.669	0.000	0.000	0.000	0.000
YDR108W	-0.105	0.000	0.000	0.000	0.000
YDR109C	-0.462	0.000	0.000	0.000	0.000
YDR110W	-0.012	0.000	0.000	0.000	0.000
YDR111C	0.163	0.000	0.000	0.000	0.000
YDR112W	0.822	0.000	0.000	0.000	0.000
YDR116C	0.370	-1.000	0.000	0.000	0.000
YDR117C	0.195	0.000	0.000	0.000	0.000
YDR119W	0.297	0.000	0.000	0.000	0.000
YDR123C	0.095	0.000	0.000	0.000	0.000
YDR132C	0.113	0.000	0.000	0.000	0.000
YDR133C	0.621	0.000	0.000	0.000	0.000
YDR134C	-1.067	0.000	0.000	0.000	0.000
YDR124W	-0.060	0.000	0.000	0.000	0.000
YDR125C	0.464	0.000	0.000	0.000	0.000
YDR126W	-0.608	0.000	0.000	0.000	0.000
YDR128W	-1.819	0.000	0.000	0.000	0.000
YDR129C	-4.035	0.000	0.000	0.000	0.000
YDR130C	-1.156	0.000	0.000	0.000	0.000
YDR131C	0.385	0.000	0.000	0.000	0.000
YDR135C	0.322	0.000	0.000	0.000	0.000
YDR146C	-2.986	0.000	0.000	0.000	0.000
YDR338C	-0.352	0.000	0.000	0.000	0.000
YDR136C	-1.463	0.000	0.000	0.000	0.000
YDR137W	0.162	0.000	0.000	0.000	0.000
YER055C	-1.269	0.000	0.000	0.000	0.000
YDR139C	0.736	0.000	0.000	0.000	0.000
YDR142C	1.524	0.000	0.000	0.000	-1.000
YDR143C	0.340	0.000	0.000	0.000	0.000
YDR144C	0.415	0.000	0.000	0.000	0.000
YDR357C	-0.263	0.000	0.000	0.000	0.000
YDR358W	-0.229	0.000	0.000	0.000	0.000
YDR344C	0.181	0.000	0.000	0.000	0.000
YDR345C	0.359	0.000	0.000	0.000	0.000
YDR346C	0.445	0.000	0.000	0.000	0.000
YDR348C	0.306	0.000	0.000	0.000	0.000
YDR349C	-1.135	0.000	0.000	0.000	0.000
YDR351W	0.567	0.000	0.000	0.000	0.000
YDR352W	0.098	0.000	0.000	0.000	0.000
YDR360W	0.120	0.000	0.000	0.000	0.000
YDR379W	-0.128	0.000	0.000	0.000	0.000
YDR380W	-0.160	0.000	0.000	0.000	0.000
YDR368W	0.534	0.000	0.000	0.000	0.000
YDR371W	0.849	0.000	0.000	0.000	0.000
YDR372C	0.038	0.000	0.000	0.000	0.000
YDR374C	0.227	0.000	0.000	0.000	0.000
YDR395W	-0.305	0.000	0.000	0.000	0.000
YDR383C	0.620	0.000	0.000	0.000	0.000
YDR384C	0.477	0.000	0.000	0.000	0.000
YDR385W	-0.011	0.000	0.000	0.000	0.000
YDR386W	0.288	0.000	0.000	0.000	0.000
YDR387C	0.890	0.000	0.000	0.000	0.000
YDR388W	-0.970	0.000	0.000	0.000	0.000
YDR389W	-0.456	0.000	0.000	0.000	0.000
YDR391C	1.052	0.000	0.000	0.000	0.000
YDR399W	-0.194	0.000	0.000	0.000	0.000
YDR411C	0.270	0.000	0.000	0.000	0.000
YDR414C	-1.309	0.000	0.000	0.000	0.000
YDR400W	1.267	0.000	0.000	0.000	0.000
YDR401W	0.431	0.000	0.000	0.000	0.000
YDR402C	0.640	0.000	0.000	0.000	0.000
YDR403W	0.551	0.000	0.000	0.000	0.000
YDR406W	0.939	0.000	0.000	0.000	0.000
YDR408C	-0.838	0.000	0.000	0.000	0.000
YDR409W	0.495	0.000	0.000	0.000	0.000
YDR415C	0.583	0.000	0.000	0.000	0.000
YDR428C	0.076	0.000	0.000	0.000	0.000
YDR430C	-0.098	0.000	0.000	0.000	0.000
YDR431W	-0.401	0.000	0.000	0.000	0.000
YDR418W	-3.251	0.000	0.000	0.000	0.000
YDR419W	0.660	0.000	0.000	0.000	0.000
YDR420W	0.795	0.000	0.000	0.000	0.000
YDR421W	0.514	0.000	0.000	0.000	0.000
YDR422C	0.397	0.000	0.000	0.000	0.000
YDR423C	1.132	0.000	0.000	0.000	0.000
YDR425W	0.678	0.000	0.000	0.000	0.000
YDR426C	0.379	-1.000	0.000	0.000	0.000
YEL010W	0.014	0.000	0.000	0.000	0.000
YDR433W	-1.774	0.000	0.000	0.000	0.000
YDR435C	-0.775	0.000	0.000	0.000	0.000
YDR436W	0.990	0.000	0.000	0.000	0.000
YEL001C	0.694	0.000	0.000	0.000	0.000
YEL003W	-0.508	0.000	0.000	0.000	0.000
YEL005C	0.823	0.000	0.000	0.000	0.000
YEL006W	0.251	0.000	0.000	0.000	0.000
YEL007W	-0.071	0.000	0.000	0.000	0.000
YEL023C	0.057	0.000	0.000	0.000	0.000
YEL025C	-0.040	0.000	0.000	0.000	0.000
YEL014C	0.202	0.000	0.000	0.000	0.000
YEL015W	0.141	0.000	0.000	0.000	0.000
YEL016C	0.599	0.000	0.000	0.000	0.000
YEL017C-A	0.762	0.000	0.000	0.000	0.000
YEL017W	0.461	0.000	0.000	0.000	0.000
YEL020C	0.712	0.000	0.000	0.000	0.000
YEL027W	0.305	0.000	0.000	0.000	0.000
YEL040W	-0.190	0.000	0.000	0.000	0.000
YEL041W	-0.219	0.000	0.000	0.000	0.000
YEL028W	-0.248	0.000	0.000	0.000	0.000
YEL030W	0.463	0.000	0.000	0.000	0.000
YEL031W	-0.533	0.000	0.000	0.000	0.000
YEL033W	1.162	0.000	0.000	0.000	0.000
YER016W	-0.644	0.000	0.000	0.000	0.000
YEL037C	0.702	0.000	0.000	0.000	0.000
YEL038W	-1.064	0.000	0.000	0.000	0.000
YEL039C	-0.109	0.000	0.000	0.000	0.000
YEL042W	0.333	0.000	0.000	0.000	0.000
YEL051W	-3.733	0.000	0.000	0.000	0.000
YEL052W	0.133	0.000	0.000	0.000	0.000
YEL053C	0.319	0.000	0.000	0.000	0.000
YEL043W	0.260	0.000	0.000	0.000	0.000
YER028C	0.507	-1.000	0.000	0.000	0.000
YEL045C	-1.522	0.000	0.000	0.000	0.000
YEL046C	-1.583	0.000	0.000	0.000	0.000
YEL047C	0.167	0.000	0.000	0.000	0.000
YEL048C	0.688	0.000	0.000	0.000	0.000
YEL049W	0.202	0.000	0.000	0.000	0.000
YEL054C	0.046	0.000	0.000	0.000	0.000
YEL065W	-0.315	0.000	0.000	0.000	0.000
YEL066W	-0.354	0.000	0.000	0.000	0.000
YEL067C	0.437	0.000	0.000	0.000	0.000
YEL056W	0.593	0.000	0.000	0.000	0.000
YEL057C	0.412	0.000	0.000	0.000	0.000
YEL059W	0.222	0.000	0.000	0.000	0.000
YEL060C	1.089	0.000	0.000	0.000	0.000
YEL061C	-2.326	0.000	0.000	0.000	0.000
YEL062W	1.524	0.000	0.000	0.000	0.000
YEL063C	-2.264	0.000	0.000	0.000	0.000
YEL064C	0.009	0.000	0.000	0.000	0.000
YEL068C	0.365	0.000	0.000	0.000	0.000
YER010C	-0.439	-1.000	0.000	0.000	0.000
YER011W	0.116	0.000	0.000	0.000	0.000
YER019W	-1.732	0.000	0.000	0.000	0.000
YEL071W	0.609	0.000	0.000	0.000	0.000
YER001W	0.627	0.000	0.000	0.000	0.000
YER002W	0.718	0.000	0.000	0.000	0.000
YER004W	0.426	0.000	0.000	0.000	0.000
YER005W	0.450	0.000	0.000	0.000	0.000
YER007C-A	0.290	0.000	0.000	0.000	0.000
YER007W	0.098	0.000	0.000	0.000	0.000
YER019C-A	0.862	0.000	0.000	0.000	0.000
YER041W	0.078	0.000	0.000	0.000	0.000
YER042W	0.151	0.000	0.000	0.000	0.000
YER044C-A	-0.394	0.000	0.000	0.000	0.000
YER020W	-0.485	0.000	0.000	0.000	0.000
YER024W	0.642	0.000	0.000	0.000	0.000
YER030W	0.381	0.000	0.000	0.000	0.000
YER033C	1.295	0.000	0.000	0.000	0.000
YER034W	0.815	0.000	0.000	0.000	0.000
YER035W	0.898	-1.000	0.000	0.000	0.000
YER038W-A	0.567	0.000	0.000	0.000	0.000
YER045C	0.981	0.000	0.000	0.000	0.000
YER056C-A	0.580	0.000	0.000	0.000	0.000
YER058W	-0.276	0.000	0.000	0.000	0.000
YER059W	-0.063	0.000	0.000	0.000	0.000
YER046W-A	0.740	0.000	0.000	0.000	0.000
YER047C	0.836	0.000	0.000	0.000	0.000
YER048C	0.477	0.000	0.000	0.000	0.000
YER049W	0.939	0.000	0.000	0.000	0.000
YER051W	0.790	0.000	0.000	0.000	0.000
YER053C	0.761	0.000	0.000	0.000	0.000
YER054C	0.491	0.000	0.000	0.000	0.000
YER056C	0.030	0.000	0.000	0.000	0.000
YER060W	0.397	0.000	0.000	0.000	0.000
YER072W	-0.134	0.000	0.000	0.000	0.000
YER073W	-0.012	0.000	0.000	0.000	0.000
YER074W	-0.588	0.000	0.000	0.000	0.000
YER062C	0.659	0.000	0.000	0.000	0.000
YER065C	1.030	0.000	0.000	0.000	0.000
YER067W	0.540	0.000	0.000	0.000	0.000
YER067C-A	0.553	0.000	0.000	0.000	0.000
YER044C	NaN	0.000	0.000	0.000	0.000
YER068C-A	NaN	0.000	0.000	0.000	0.000
YER069W	-1.330	0.000	0.000	0.000	-1.000
YER071C	0.276	0.000	0.000	0.000	0.000
YER075C	0.062	0.000	0.000	0.000	0.000
YER087C-B	0.184	0.000	0.000	0.000	0.000
YGR123C	-0.036	0.000	0.000	0.000	0.000
YGR124W	-0.162	0.000	0.000	0.000	0.000
YER080W	0.243	0.000	0.000	0.000	0.000
YER081W	0.524	0.000	0.000	0.000	0.000
YER084W	0.675	0.000	0.000	0.000	0.000
YER085C	0.349	0.000	0.000	0.000	0.000
YER086W	-1.701	0.000	0.000	0.000	0.000
YER087W	-3.164	0.000	0.000	0.000	0.000
YGR125W	0.598	0.000	0.000	0.000	0.000
YGR136W	1.083	0.000	0.000	0.000	0.000
YGR137W	0.854	0.000	0.000	0.000	0.000
YGR138C	1.024	0.000	0.000	0.000	0.000
YGR126W	-0.008	0.000	0.000	0.000	0.000
YGR127W	0.493	0.000	0.000	0.000	0.000
YGR129W	-1.475	0.000	0.000	0.000	0.000
YGR130C	0.889	0.000	0.000	0.000	0.000
YGR131W	0.510	0.000	0.000	0.000	0.000
YGR132C	-0.404	0.000	0.000	0.000	0.000
YGR133W	0.753	0.000	0.000	0.000	-1.000
YGR135W	-2.407	0.000	0.000	0.000	0.000
YGR151C	0.808	0.000	0.000	0.000	0.000
YGR152C	1.524	0.000	0.000	0.000	0.000
YGR153W	0.159	0.000	0.000	0.000	0.000
YGR142W	0.316	0.000	0.000	0.000	0.000
YGR143W	-0.107	0.000	0.000	0.000	0.000
YGR144W	-0.031	0.000	0.000	0.000	0.000
YGR146C	1.157	0.000	0.000	0.000	0.000
YGR148C	0.286	0.000	0.000	0.000	0.000
YGR149W	0.695	0.000	0.000	0.000	0.000
YGR154C	0.035	0.000	0.000	0.000	0.000
YGR168C	0.830	0.000	0.000	0.000	0.000
YGR169C	0.175	0.000	0.000	0.000	0.000
YGR170W	-1.090	0.000	0.000	0.000	0.000
YGR157W	-1.222	0.000	0.000	0.000	0.000
YGR161C	0.711	0.000	0.000	0.000	0.000
YGR164W	0.085	0.000	0.000	0.000	0.000
YGR166W	-0.191	0.000	0.000	0.000	0.000
YGR173W	0.270	0.000	0.000	0.000	0.000
YGR189C	-0.361	0.000	0.000	0.000	0.000
YGR192C	0.346	0.000	0.000	0.000	0.000
YGR193C	0.667	0.000	0.000	0.000	0.000
YGR177C	0.527	0.000	0.000	0.000	0.000
YGR178C	0.974	0.000	0.000	0.000	0.000
YGR181W	0.213	0.000	0.000	0.000	0.000
YGR182C	-0.779	0.000	0.000	0.000	0.000
YGR184C	0.363	0.000	0.000	0.000	0.000
YGR187C	-0.496	0.000	0.000	0.000	0.000
YGR194C	0.395	0.000	0.000	0.000	0.000
YGR207C	0.931	0.000	0.000	0.000	0.000
YGR208W	0.634	-1.000	0.000	0.000	0.000
YGR209C	0.254	0.000	0.000	0.000	0.000
YGR196C	0.780	0.000	0.000	0.000	0.000
YGR197C	0.425	0.000	0.000	0.000	0.000
YGR199W	0.411	0.000	0.000	0.000	0.000
YGR200C	-1.978	0.000	0.000	0.000	0.000
YGR202C	0.014	0.000	0.000	0.000	0.000
YGR203W	0.379	0.000	0.000	0.000	0.000
YGR205W	0.464	-1.000	0.000	0.000	0.000
YGR206W	0.193	0.000	0.000	0.000	0.000
YGR212W	-0.162	0.000	0.000	0.000	0.000
YHL040C	0.437	0.000	0.000	0.000	0.000
YHL037C	-0.084	0.000	0.000	0.000	0.000
YHL036W	0.330	0.000	0.000	0.000	0.000
YGR213C	0.141	0.000	0.000	0.000	0.000
YGR214W	-1.883	0.000	0.000	0.000	0.000
YGR217W	-0.321	0.000	0.000	0.000	0.000
YHL047C	0.235	0.000	0.000	0.000	0.000
YHL046C	-0.221	0.000	0.000	0.000	0.000
YHL045W	0.067	-1.000	0.000	0.000	0.000
YHL044W	-1.957	0.000	0.000	0.000	0.000
YHL043W	0.543	0.000	0.000	0.000	0.000
YHL035C	0.682	0.000	0.000	0.000	0.000
YHL022C	0.301	0.000	0.000	0.000	0.000
YHL020C	-1.324	0.000	0.000	0.000	0.000
YHL019C	-1.435	0.000	0.000	0.000	0.000
YHL034C	-0.133	0.000	0.000	0.000	0.000
YHL033C	-0.550	0.000	0.000	0.000	0.000
YHL032C	1.290	0.000	0.000	0.000	0.000
YHL031C	-0.250	0.000	0.000	0.000	0.000
YHL028W	0.649	0.000	0.000	0.000	0.000
