ORF	hom | growth (relative abundance in pooled culture) | camptothecin [50 uM] | Deng C~Brown JM, 2005
YER033C	0.992
YPL171C	0.992
YLL059C	0.992
YLR054C	0.992
YKL106W	0.992
YMR253C	0.992
YGL230C	0.992
YML075C	0.992
YDL012C	0.992
YCL023C	0.992
YER118C	0.992
YOR142W	0.992
YOR243C	0.992
YDL227C	0.992
YML037C	0.992
YNL328C	0.992
YLR050C	0.992
YDR193W	0.992
YEL048C	0.992
YGL224C	0.992
YLR114C	0.992
YNL270C	0.992
YLL052C	0.992
YJR100C	0.993
YML109W	0.993
YGL021W	0.993
YHL043W	0.993
YGL242C	0.993
YFR014C	0.993
YJL207C	0.993
YNL292W	0.993
YPR064W	0.993
YJL131C	0.993
YOR072W	0.993
YLR375W	0.993
YPL201C	0.993
YDR504C	0.993
YPR001W	0.993
YNR066C	0.993
YBR034C	0.993
YJL110C	0.993
YKR009C	0.993
YCR032W	0.993
YNL115C	0.993
YNR033W	0.993
YOR311C	0.993
YOR299W	0.993
YBR056W	0.993
YOR118W	0.993
YGR187C	0.993
YHR150W	0.993
YBR016W	0.993
YNL226W	0.993
YML087C	0.993
YLR413W	0.993
YNL327W	0.993
YBR217W	0.993
YGL261C	0.993
YLR209C	0.994
YNL087W	0.994
YIL024C	0.994
YKL084W	0.994
YER152C	0.994
YBR095C	0.994
YJL159W	0.994
YGR088W	0.994
YHR014W	0.994
YBR297W	0.994
YJR031C	0.994
YML029W	0.994
YOR214C	0.994
YDR286C	0.994
YHL030W	0.994
YHR045W	0.994
YOR022C	0.994
YDR147W	0.994
YHL010C	0.994
YKR103W	0.994
YMR109W	0.994
YDL187C	0.994
YER186C	0.994
YML060W	0.994
YLL030C	0.994
YOR215C	0.994
YHR162W	0.994
YHL038C	0.994
YKR098C	0.994
YBR221C	0.994
YCR043C	0.995
YLR319C	0.995
YOL124C	0.995
YKL198C	0.995
YJR135C	0.995
YDL161W	0.995
YBR227C	0.995
YGR209C	0.995
YJL210W	0.995
YDL112W	0.995
YLR188W	0.995
YER090W	0.995
YDR415C	0.995
YDL154W	0.995
YDL051W	0.995
YBR068C	0.995
YKL096W-A	0.995
YMR154C	0.995
YGR132C	0.995
YPL112C	0.995
YOL032W	0.995
YBL061C	0.995
YCR045C	0.995
YFL030W	0.995
YGL117W	0.995
YHR033W	0.995
YPR196W	0.995
YPL141C	0.995
YBL047C	0.995
YLR437C	0.996
YBR199W	0.996
YIL037C	0.996
YGR144W	0.996
YLR191W	0.996
YDL214C	0.996
YCL048W	0.996
YDR466W	0.996
YLR392C	0.996
YNL183C	0.996
YMR115W	0.996
YJL163C	0.996
YIL055C	0.996
YOR289W	0.996
YJR034W	0.996
YDL213C	0.996
YBR047W	0.996
YJL199C	0.996
YLL063C	0.996
YLR090W	0.996
YPL119C	0.996
YAL043C-A	0.996
YLR042C	0.996
YMR042W	0.996
YAL018C	0.996
YBL079W	0.996
YOR171C	0.996
YBR022W	0.996
YPL088W	0.996
YOR376W	0.996
YER087C-A	0.996
YER034W	0.996
YLR416C	0.997
YMR003W	0.997
YFL031W	0.997
YOR071C	0.997
YPR156C	0.997
YIL088C	0.997
YNL288W	0.997
YJL052W	0.997
YLR389C	0.997
YDR216W	0.997
YGL180W	0.997
YDR043C	0.997
YGR025W	0.997
YDR441C	0.997
YOR124C	0.997
YJR038C	0.997
YNR074C	0.997
YLR456W	0.997
YDR360W	0.997
YJR080C	0.997
YPL184C	0.997
YMR119W	0.997
YBR183W	0.997
YKL161C	0.997
YIL173W	0.997
YDR400W	0.997
YFR016C	0.997
YNR019W	0.997
YPL249C	0.997
YCR048W	0.997
YBR043C	0.997
YIL012W	0.997
YDR247W	0.998
YJR010W	0.998
YHL040C	0.998
YBR259W	0.998
YKR091W	0.998
YGL131C	0.998
YLL019C	0.998
YEL071W	0.998
YKR087C	0.998
YGR157W	0.998
YFR026C	0.998
YER059W	0.998
YJL133W	0.998
YDL052C	0.998
YDL180W	0.998
YBR269C	0.998
YCL039W	0.998
YER174C	0.998
YMR176W	0.998
YEL025C	0.998
YPL100W	0.998
YDR249C	0.998
YJL071W	0.998
YDL184C	0.998
YOL019W	0.998
YLR400W	0.998
YJL132W	1.020
YOL132W	0.998
YPL164C	0.998
YBR020W	1.025
YPR195C	0.998
YLR262C-A	0.998
YLR185W	0.998
YCR065W	0.998
YPR173C	0.999
YDR289C	0.999
YBR161W	0.999
YFL048C	0.999
YDL123W	0.999
YJL068C	0.999
YBR150C	0.999
YPL109C	0.999
YGR242W	0.999
YEL056W	0.999
YHL042W	0.999
YBR276C	0.999
YOR315W	0.999
YDR295C	0.999
YIL157C	0.999
YOR165W	0.999
YNL031C	0.999
YCR034W	0.999
YMR135C	0.999
YMR118C	0.999
YBR151W	0.999
YDR501W	0.999
YJR108W	0.999
YPL113C	0.999
YIR042C	1.000
YHR210C	1.000
YMR285C	1.000
YAR023C	1.000
YOR008C-A	1.000
YOL061W	1.000
YCL045C	1.000
YOR240W	1.000
YKL212W	1.000
YPL006W	1.000
YBR063C	1.000
YCR005C	1.000
YNL286W	1.000
YKL167C	1.000
YLR380W	1.000
YBL104C	1.000
YJR153W	1.000
YOL082W	1.000
YMR189W	1.000
YCR098C	1.000
YBL059W	1.000
YGR166W	1.000
YGL165C	1.000
YDR112W	1.000
YPL084W	1.000
YOR358W	1.000
YLR150W	1.000
YFR017C	1.000
YPR059C	1.000
YER085C	1.000
YER143W	1.000
YGL053W	1.000
YJR117W	1.000
YOR223W	1.000
YGL196W	1.000
YMR031C	1.000
YNL233W	1.000
YDL224C	1.000
YJL216C	1.001
YOL137W	1.001
YEL064C	1.001
YMR167W	1.001
YIL029C	1.001
YBR232C	1.001
YKL187C	1.001
YBR061C	1.001
YBL095W	1.001
YDR111C	1.001
YHR195W	1.001
YJR047C	1.001
YDR127W	1.001
YMR077C	1.001
YBL103C	1.001
YDR330W	1.001
YEL030W	1.001
YIL101C	1.001
YPL121C	1.001
YDR457W	1.001
YMR086C-A	1.001
YOR138C	1.001
YLR414C	1.001
YNL070W	1.001
YLL042C	1.001
YOR229W	1.001
YNL144C	1.001
YLL026W	1.001
YIL028W	1.001
YER088C	1.001
YAL065C	1.001
YLR406C	1.001
YOR337W	1.001
YNL206C	1.001
YER065C	1.001
YOL053W	1.001
YOL089C	1.001
YIL070C	1.001
YDR270W	1.001
YOR357C	1.001
YCR060W	1.002
YIR037W	1.002
YDR515W	1.002
YIL042C	1.002
YML062C	1.002
YER084W	1.002
YJL107C	1.002
YER086W	1.002
YLR035C	1.002
YHR114W	1.002
YOR130C	1.002
YOL007C	1.002
YDR277C	1.002
YEL044W	1.002
YDR467C	1.002
YGL205W	1.002
YDR488C	1.002
YOR285W	1.002
YLR144C	1.002
YLL010C	1.002
YJL077C	1.002
YLR171W	1.002
YOL091W	1.002
YMR251W-A	1.002
YIL161W	1.002
YER031C	1.002
YBL044W	1.002
YOR023C	1.002
YHL046C	1.002
YGR019W	1.002
YBL070C	1.002
YOR027W	1.002
YNL266W	1.003
YPL015C	1.003
YJR116W	1.003
YOR062C	1.003
YDL222C	1.003
YHR022C	1.003
YOL002C	1.003
YLR120C	1.003
YOR345C	1.003
YDL234C	1.003
YPL215W	1.003
YMR044W	1.003
YDR508C	1.003
YHR130C	1.003
YDR217C	1.003
YEL059W	1.003
YMR025W	1.003
YNL242W	1.003
YDR409W	1.003
YJL089W	1.003
YBR093C	1.003
YJR078W	1.003
YGR250C	1.003
YOR005C	1.003
YOL063C	1.004
YLR335W	1.004
YLR287C	1.004
YCR053W	1.004
YDR333C	1.004
YDL215C	1.004
YAL060W	1.004
YDR304C	1.004
YOL058W	1.004
YKL005C	1.004
YIL145C	1.004
YAR003W	1.004
YHR160C	1.004
YDR443C	1.004
YOL075C	1.004
YGR087C	1.004
YHR133C	1.004
YDR486C	1.004
YNL142W	1.004
YEL049W	1.004
YAL059W	1.004
YOR369C	1.004
YPL036W	1.004
YOL084W	1.004
YNL195C	1.004
YOL083W	1.004
YKL184W	1.004
YNL289W	1.004
YDL200C	1.004
YER176W	1.004
YGL054C	1.004
YER132C	1.004
YPR121W	1.004
YOR297C	1.004
YBR241C	1.004
YPR200C	1.004
YJL079C	1.005
YNR024W	1.005
YLR040C	1.005
YOR347C	1.005
YLR344W	1.005
YMR110C	1.005
YKL070W	1.005
YJL148W	1.005
YNL239W	1.005
YPL220W	1.005
YNL094W	1.005
YNL338W	1.005
YPL264C	1.005
YEL015W	1.005
YAL067C	1.005
YDR534C	1.005
YHR109W	1.005
YLR449W	1.005
YDL094C	1.005
YFR024C	1.005
YCR088W	1.005
YPL060W	1.005
YOR365C	1.005
YBR052C	1.005
YPL269W	1.005
YCR011C	1.005
YPR197C	1.005
YGR017W	1.005
YIL100W	1.005
YDR520C	1.005
YDR287W	1.005
YKL030W	1.005
YOR242C	1.006
YJR009C	1.006
YPL272C	1.006
YCL001W	1.006
YNL099C	1.006
YDL183C	1.006
YPR005C	1.006
YJL067W	1.006
YGL198W	1.006
YKL029C	1.006
YJL198W	1.006
YNL001W	1.006
YLR207W	1.006
YBR299W	1.006
YDL066W	1.006
YOR298C-A	1.036
YLR137W	1.006
YLR084C	1.006
YMR011W	1.006
YJR008W	1.006
YPL097W	1.006
YPL137C	1.006
YMR062C	1.006
YGR252W	1.006
YCR091W	1.006
YPL135W	1.006
YKR088C	1.006
YFL041W	1.006
YGR044C	1.006
YHR001W-A	1.006
YPL133C	1.006
YGR223C	1.006
YOR371C	1.006
YLR415C	1.006
YJR125C	1.007
YKL096W	1.007
YNL200C	1.007
YOR222W	1.007
YDR500C	1.007
YDR202C	1.007
YMR244W	1.007
YJR149W	1.007
YOR112W	1.007
YOL029C	1.007
YKR077W	1.007
YIL117C	1.007
YOL117W	1.007
YPL001W	1.007
YGL203C	1.007
YDL099W	1.007
YAR028W	1.007
YJL217W	1.007
YJL053W	1.007
YCL042W	1.007
YER117W	1.007
YJL160C	1.007
YGR283C	1.007
YGR015C	1.007
YNL111C	1.007
YJR066W	1.007
YJR134C	1.007
YMR124W	1.007
YMR283C	1.007
YGL217C	1.007
YJL201W	1.007
YDR403W	1.007
YIL158W	1.007
YKL216W	1.007
YPL138C	1.007
YPL033C	1.007
YER038W-A	1.007
YPL147W	1.008
YPL206C	1.008
YML071C	1.008
YPR192W	1.008
YGL221C	1.008
YPL127C	1.008
YJR094C	1.008
YAL015C	1.008
YBR159W	1.008
YLR214W	1.008
YBR118W	1.008
YGR238C	1.008
YDL199C	1.008
YNL295W	1.008
YPL167C	1.008
YNL117W	1.008
YDL190C	1.008
YLR334C	1.008
YDR123C	1.008
YBR059C	1.008
YDL216C	1.008
YMR210W	1.008
YOL079W	1.008
YGL087C	1.008
YPL247C	1.008
YML100W-A	1.008
YPL051W	1.008
YOR017W	1.008
YPR118W	1.008
YPL116W	1.008
YIL014W	1.008
YHR094C	1.008
YEL017C-A	1.008
YNL009W	1.008
YNL217W	1.008
YDR006C	1.008
YMR140W	1.008
YKL040C	1.009
YPR140W	1.009
YDR058C	1.009
YCR099C	1.009
YGR107W	1.009
YDR354W	1.009
YNL293W	1.009
YOR135C	1.009
YIL043C	1.009
YBR220C	1.009
YJR014W	1.009
YNR008W	1.009
YLR412W	1.009
YBR046C	1.009
YJR005W	1.009
YBR041W	1.009
YAL036C	1.009
YER115C	1.009
YDL118W	1.009
YIR007W	1.009
YMR221C	1.009
YBL053W	1.009
YDR431W	1.009
YGR234W	1.009
YMR173W	1.009
YBR242W	1.009
YPL199C	1.009
YIR035C	1.009
YOR166C	1.009
YPL114W	1.009
YER068C-A	1.009
YEL072W	1.009
YMR023C	1.009
YLR133W	1.009
YEL004W	1.010
YMR306C-A	1.010
YNL253W	1.010
YKL179C	1.010
YKR102W	1.010
YIL001W	1.010
YBR092C	1.010
YOR030W	1.010
YER109C	1.010
YNL255C	1.010
YDR061W	1.010
YHR092C	1.010
YHR127W	1.010
YNL010W	1.010
YPL230W	1.010
YDR506C	1.035
YGR109C	1.010
YKL072W	1.010
YJL212C	1.010
YPL049C	1.010
YLR356W	1.010
YKR096W	1.010
YIR014W	1.010
YKR067W	1.010
YCR101C	1.010
YHR080C	1.011
YMR017W	1.011
YGL051W	1.011
YOR280C	1.011
YMR163C	1.011
YER135C	1.011
YGL002W	1.011
YOR208W	1.011
YCR007C	1.011
YPL263C	1.011
YCL056C	1.011
YKL166C	1.011
YNL249C	1.011
YOL043C	1.011
YJL044C	1.011
YLR138W	1.011
YOR197W	1.011
YER169W	1.011
YEL020C	1.012
YER108C	1.012
YCL058C	1.012
YJR069C	1.012
YPR167C	1.012
YBR286W	1.012
YKR030W	1.012
YJL187C	1.012
YGR289C	1.012
YDR312W	1.012
YBR107C	1.012
YMR317W	1.012
YML076C	1.012
YPL154C	1.012
YGR152C	1.012
YHR155W	1.012
YNL067W	1.012
YJR087W	1.012
YHR123W	1.012
YLR082C	1.012
YER128W	1.012
YNR032C-A	1.012
YEL003W	1.012
YJR026W	1.012
YOR375C	1.012
YLR358C	1.012
YPL156C	1.012
YBL091C	1.012
YBR138C	1.012
YFL055W	1.012
YJR019C	1.012
YCR102W-A	1.012
YMR316C-B	1.012
YDR505C	1.012
YEL016C	1.012
YMR027W	1.013
YGR003W	1.013
YOR029W	1.013
YDR517W	1.013
YLR108C	1.013
YGR255C	1.013
YER096W	1.013
YDR149C	1.013
YGR084C	1.013
YDR430C	1.013
YJL106W	1.013
YHR028C	1.013
YLR365W	1.013
YMR161W	1.013
YMR090W	1.013
YBL027W	1.013
YDR336W	1.013
YPR150W	1.014
YDR377W	1.014
YER119C-A	1.014
YCL038C	1.014
YKL100C	1.014
YGR249W	1.014
YKL010C	1.014
YFL019C	1.014
YHR121W	1.014
YLR404W	1.014
YNL155W	1.014
YER163C	1.014
YAL027W	1.014
YKL062W	1.014
YGL010W	1.014
YIL086C	1.014
YMR173W-A	1.014
YNL218W	1.014
YOR346W	1.014
YGL161C	1.014
YKL221W	1.014
YOR054C	1.014
YER044C-A	1.014
YOR237W	1.014
YPL223C	1.014
YPR193C	1.014
YIR038C	1.014
YHR030C	1.014
YFR020W	1.014
YDR233C	1.015
YOR109W	1.015
YCR019W	1.015
YNL051W	1.015
YBL087C	1.015
YER158C	1.015
YJL083W	1.015
YAL046C	1.015
YHL023C	1.015
YMR132C	1.015
YGR077C	1.015
YML066C	1.015
YIL164C	1.015
YKR019C	1.015
YKR026C	1.015
YBR141C	1.015
YBL067C	1.015
YNL307C	1.015
YDR035W	1.015
YJL118W	1.015
YJL196C	1.015
YDR250C	1.015
YIL089W	1.015
YDL171C	1.015
YJR124C	1.015
YPR201W	1.015
YGL066W	1.015
YBL082C	1.015
YIR013C	1.015
YDR163W	1.015
YNL257C	1.015
YJR004C	1.015
YPL035C	1.016
YMR209C	1.016
YNL134C	1.016
YGR143W	1.016
YDR283C	1.016
YBR027C	1.016
YMR172C-A	1.016
YKL085W	1.016
YBR032W	1.016
YOR248W	1.016
YJL016W	1.016
YPR153W	1.016
YGR124W	1.016
YGR248W	1.016
YGR127W	1.016
YIL139C	1.016
YLR011W	1.016
YKR021W	1.016
YNL291C	1.016
YLR341W	1.016
YBR077C	1.016
YER060W-A	1.016
YLR187W	1.016
YJR053W	1.016
YFR013W	1.016
YHR006W	1.016
YER053C	1.016
YNL275W	1.016
YOR351C	1.016
YMR158C-B	1.016
YNL082W	1.016
YNL228W	1.016
YJL139C	1.016
YKR059W	1.017
YLR170C	1.017
YDR242W	1.017
YJR137C	1.017
YER030W	1.017
YLR279W	1.017
YGR292W	1.017
YOL013W-A	1.017
YEL062W	1.017
YGL108C	1.017
YIL015W	1.017
YNL299W	1.017
YLL061W	1.017
YKL115C	1.017
YHR017W	1.017
YDL039C	1.017
YJL112W	1.017
YGR208W	1.017
YBR033W	1.017
YDR492W	1.017
YAL029C	1.017
YCR030C	1.017
YKL087C	1.017
YGR295C	1.017
YOR155C	1.017
YOR011W	1.017
YOR167C	1.017
YMR258C	1.017
YOR271C	1.017
YBR255W	1.017
YOR334W	1.017
YLR130C	1.017
YDL179W	1.017
YJL152W	1.017
YER142C	1.017
YDR223W	1.018
YCL014W	1.018
YNR051C	1.018
YMR020W	1.018
YGL214W	1.018
YGL079W	1.018
YBL106C	1.018
YCR106W	1.018
YOL100W	1.018
YGR026W	1.018
YOR059C	1.018
YHR057C	1.018
YPL165C	1.018
YDR346C	1.018
YOR360C	1.018
YAL031C	1.018
YIL114C	1.018
YMR255W	1.018
YBR008C	1.018
YBR248C	1.018
YBR072W	1.018
YBL068W	1.018
YDR274C	1.018
YLR219W	1.018
YLR194C	1.018
YHR156C	1.018
YKR101W	1.018
YKL026C	1.018
YEL036C	1.018
YPR172W	1.018
YMR071C	1.018
YMR316W	1.018
YHR048W	1.018
YGL033W	1.018
YHL026C	1.018
YHR146W	1.018
YLL001W	1.019
YML005W	1.019
YDR395W	1.019
YMR170C	1.019
YGL255W	1.019
YGL232W	1.019
YBR218C	1.019
YMR183C	1.019
YGL089C	1.019
YER177W	1.019
YLR059C	1.019
YNL027W	1.019
YNL231C	1.019
YJR039W	1.019
YBR130C	1.019
YJL130C	1.019
YPL038W	1.019
YPL221W	1.019
YJL134W	1.019
YOR045W	1.019
YFR030W	1.019
YGL094C	1.019
YER055C	1.019
YPR058W	1.019
YPL022W	1.019
YAL034C	1.019
YER024W	1.019
YGR189C	1.020
YNL321W	1.020
YNL230C	1.020
YOR286W	1.020
YOR121C	1.020
YDR132C	1.020
YIR025W	1.020
YER140W	1.020
YLR403W	1.020
YDL080C	1.020
YHR079C	1.020
YOR265W	1.020
YGR069W	1.020
YML057W	1.020
YDR345C	1.020
YGR254W	1.020
YKL090W	1.020
YJL116C	1.020
YLR030W	1.020
YMR262W	1.020
YCL049C	1.020
YMR276W	1.020
YLR289W	1.020
YIL090W	1.020
YOR081C	1.020
YOL118C	1.020
YJR015W	1.020
YPR109W	1.020
YMR137C	1.020
YDR461W	1.020
YMR187C	1.020
YGR067C	1.020
YER170W	1.020
YOR264W	1.021
YML053C	1.021
YBR240C	1.021
YMR174C	1.022
YDR528W	1.021
YBL052C	1.021
YLR232W	1.021
YLR367W	1.021
YOR186W	1.021
YOL158C	1.021
YLR250W	1.021
YDL049C	1.021
YIR044C	1.021
YNL269W	1.021
YEL039C	1.021
YHR078W	1.021
YDL071C	1.021
YBR030W	1.021
YMR114C	1.021
YGR071C	1.021
YMR100W	1.021
YJL191W	1.021
YKL025C	1.021
YLR021W	1.021
YOR246C	1.021
YEL014C	1.021
YML035C-A	1.021
YBL072C	1.021
YDL157C	1.021
YFL014W	1.021
YER019C-A	1.021
YGL147C	1.021
YPR126C	1.021
YHR075C	1.021
YDR351W	1.021
YPR117W	1.021
YER064C	1.022
YCL006C	1.022
YFL053W	1.022
YOR266W	1.022
YMR130W	1.022
YDR348C	1.022
YHL020C	1.022
YPR115W	1.022
YBL015W	1.022
YDL233W	1.022
YML028W	1.022
YDR309C	1.022
YMR295C	1.022
YMR292W	1.022
YOR342C	1.022
YPL212C	1.022
YJL119C	1.022
YNL140C	1.022
YDR055W	1.022
YLR001C	1.022
YOR348C	1.022
YGL152C	1.022
YFR041C	1.022
YBL003C	1.022
YER154W	1.022
YOR343C	1.022
YBR023C	1.022
YBR184W	1.022
YLL058W	1.022
YMR186W	1.022
YOR012W	1.023
YGL248W	1.023
YBR090C	1.023
YDR029W	1.023
YIL018W	1.023
YCL040W	1.023
YJR021C	1.023
YBR158W	1.023
YMR096W	1.023
YMR246W	1.023
YLL060C	1.023
YLR231C	1.023
YHR049C-A	1.023
YNL052W	1.023
YPL123C	1.023
YPL037C	1.023
YDL177C	1.023
YIL005W	1.023
YAL042W	1.023
YOR344C	1.023
YJR103W	1.023
YKR058W	1.023
YDR524C	1.023
YDR031W	1.023
YDL096C	1.023
YOR317W	1.023
YER184C	1.023
YDL113C	1.023
YPL163C	1.024
YDL219W	1.024
YDL053C	1.024
YOR300W	1.024
YDL240W	1.024
YHR137W	1.024
YDL110C	1.024
YNR067C	1.024
YFL034W	1.024
YDR263C	1.024
YER066W	1.024
YMR095C	1.024
YFR010W	1.024
YPL004C	1.024
YNL076W	1.024
YLR282C	1.024
YDR357C	1.024
YJL028W	1.024
YKR065C	1.024
YBR018C	1.024
YFL050C	1.024
YJR111C	1.024
YNL203C	1.025
YML086C	1.025
YJR075W	1.025
YPL115C	1.025
YJR049C	1.025
YOL052C	1.025
YAL064C-A	1.025
YNR034W	1.025
YER027C	1.025
YML131W	1.025
YAL008W	1.025
YNR001C	1.025
YPR073C	1.025
YDR503C	1.025
YIL056W	1.025
YOR040W	1.025
YOL067C	1.025
YER039C	1.025
YBR040W	1.025
YPL198W	1.025
YML118W	1.025
YML129C	1.025
YBR001C	1.025
YLR422W	1.025
YDR117C	1.025
YML089C	1.025
YJR061W	1.025
YJL066C	1.025
YDL230W	1.025
YLR255C	1.025
YLL055W	1.025
YAL061W	1.025
YBR125C	1.025
YJL021C	1.025
YNL318C	1.025
YML038C	1.025
YJL084C	1.025
YJL215C	1.026
YKL120W	1.026
YLL016W	1.026
YBR204C	1.026
YMR039C	1.026
YPL244C	1.026
YGL263W	1.026
YPR149W	1.026
YGL208W	1.026
YFL013W-A	1.026
YCL035C	1.026
YCR100C	1.026
YLR099C	1.026
YNL012W	1.026
YJR020W	1.026
YDL078C	1.026
YNL016W	1.026
YNL311C	1.026
YBR028C	1.026
YMR141C	1.026
YDL023C	1.026
YJR018W	1.026
YDR153C	1.026
YPR063C	1.026
YDR475C	1.026
YLR352W	1.026
YGR275W	1.026
YPL039W	1.026
YDL057W	1.027
YHR185C	1.027
YLR436C	1.027
YBR293W	1.027
YLR401C	1.027
YGR139W	1.027
YDR391C	1.027
YGL144C	1.027
YAL048C	1.027
YOR006C	1.027
YGL071W	1.027
YBR214W	1.027
YGR256W	1.027
YPL256C	1.027
YPL232W	1.027
YDL024C	1.028
YLL038C	1.028
YPL130W	1.028
YER162C	1.028
YBR296C	1.028
YPL159C	1.028
YDR203W	1.028
YEL024W	1.028
YOL115W	1.028
YOR003W	1.028
YML072C	1.028
YGL125W	1.028
YKR078W	1.028
YCR092C	1.028
YIR019C	1.028
YLL025W	1.028
YMR177W	1.028
YFL042C	1.028
YCR049C	1.028
YML090W	1.028
YOR028C	1.028
YCR090C	1.028
YLR285W	1.028
YNR006W	1.028
YOR108W	1.029
YDL210W	1.029
YJR082C	1.029
YDR321W	1.029
YNL063W	1.029
YOR298W	1.029
YMR065W	1.029
YKL071W	1.029
YCL051W	1.029
YMR081C	1.029
YMR316C-A	1.029
YLR353W	1.029
YKR084C	1.029
YKR097W	1.029
YDR083W	1.029
YHL009C	1.029
YLR221C	1.029
YMR245W	1.029
YJR033C	1.029
YBL001C	1.029
YGL042C	1.029
YER121W	1.029
YDR135C	1.029
YMR279C	1.029
YOR047C	1.029
YGR182C	1.029
YOR097C	1.029
YJL213W	1.029
YOL057W	1.029
YNL058C	1.030
YKL056C	1.030
YHL047C	1.030
YLR434C	1.030
YHL007C	1.030
YDL124W	1.030
YML042W	1.030
YDR408C	1.030
YDR095C	1.030
YGL136C	1.030
YKR017C	1.030
YPR074C	1.030
YHR182W	1.030
YNL042W	1.030
YLR402W	1.030
YPR128C	1.030
YOR101W	1.030
YNL147W	1.030
YML116W	1.030
YOR225W	1.030
YOR288C	1.030
YGR206W	1.030
YGL126W	1.030
YJL177W	1.030
YBR260C	1.030
YIL170W	1.030
YDR479C	1.030
YOR228C	1.030
YLR438W	1.030
YPL172C	1.030
YKL079W	1.030
YGR176W	1.031
YML102C-A	1.031
YPR114W	1.031
YCR017C	1.031
YMR291W	1.031
YMR159C	1.031
YPL021W	1.031
YGR241C	1.031
YOR036W	1.031
YIL141W	1.031
YOR053W	1.031
YML074C	1.031
YBR129C	1.031
YKL107W	1.031
YHR013C	1.031
YFL015C	1.031
YFR022W	1.031
YJL062W	1.031
YLR364W	1.031
YDL076C	1.031
YKL130C	1.031
YGL249W	1.031
YER010C	1.031
YDR383C	1.031
YLR112W	1.031
YDL054C	1.031
YGR282C	1.031
YIL085C	1.031
YML123C	1.031
YMR192W	1.032
YOR052C	1.032
YKL015W	1.032
YGL124C	1.032
YGR213C	1.032
YFR034C	1.032
YJL004C	1.032
YPL105C	1.032
YPR174C	1.032
YHR016C	1.032
YNL212W	1.032
YGR080W	1.032
YNL074C	1.032
YKL128C	1.032
YKL002W	1.032
YKR035C	1.032
YMR018W	1.032
YJL214W	1.032
YDR195W	1.032
YDR275W	1.032
YNR056C	1.032
YHR124W	1.032
YDR120C	1.032
YCR069W	1.032
YDR379W	1.032
YNL141W	1.032
YNR040W	1.032
YGL177W	1.033
YOR032C	1.033
YBR300C	1.033
YOL103W	1.033
YNL046W	1.033
YBR114W	1.033
YLR126C	1.033
YER145C	1.033
YGL257C	1.033
YFL047W	1.033
YGL251C	1.033
YFR011C	1.033
YDR469W	1.033
YCR016W	1.033
YEL018W	1.033
YDL155W	1.033
YGL210W	1.033
YOR064C	1.033
YER020W	1.033
YOL116W	1.033
YLL009C	1.033
YKR023W	1.034
YER131W	1.034
YCL046W	1.034
YDR465C	1.034
YJL042W	1.034
YGR161C	1.034
YDR151C	1.034
YGR288W	1.034
YLR263W	1.034
YOR111W	1.034
YKL017C	1.034
YIL047C	1.034
YGR217W	1.034
YOR269W	1.034
YOL064C	1.034
YBL091C-A	1.034
YDR128W	1.034
YLR122C	1.034
YGR028W	1.034
YHR184W	1.034
YML117W-A	1.034
YOR055W	1.034
YKR104W	1.034
YGL179C	1.034
YKL064W	1.034
YOL101C	1.034
YGR258C	1.034
YML002W	1.034
YBR188C	1.034
YLR246W	1.034
YGR236C	1.034
YJL020C	1.035
YOR201C	1.035
YML052W	1.035
YCL047C	1.035
YNR071C	1.035
YPR003C	1.035
YPL034W	1.035
YPR013C	1.035
YGL194C	1.035
YMR107W	1.035
YKR013W	1.035
YKR089C	1.035
YDR424C	1.035
YBL021C	1.035
YKL121W	1.035
YJL122W	1.035
YGR154C	1.035
YKL092C	1.035
YNL093W	1.035
YOR085W	1.035
YFL035C-B	1.035
YLR267W	1.035
YNL013C	1.035
YDR154C	1.035
YBR101C	1.035
YDR278C	1.035
YAL055W	1.035
YIL107C	1.036
YNL071W	1.036
YER114C	1.036
YJL051W	1.036
YPL103C	1.036
YNR039C	1.036
YNL065W	1.036
YLR377C	1.036
YBL028C	1.036
YGR168C	1.036
YOL008W	1.036
YBR051W	1.036
YLR393W	1.036
YCR028C-A	1.036
YHR152W	1.036
YJR148W	1.036
YGR041W	1.036
YMR254C	1.036
YNL335W	1.036
YOR100C	1.037
YER188W	1.037
YMR006C	1.037
YHR086W	1.037
YJR036C	1.037
YIL059C	1.037
YCL013W	1.037
YLL024C	1.037
YLR058C	1.037
YJL206C	1.037
YAL053W	1.037
YKR012C	1.037
YIL099W	1.037
YDR516C	1.037
YML104C	1.037
YNL264C	1.037
YNL191W	1.037
YLR236C	1.037
YKR005C	1.037
YOR320C	1.038
YPR079W	1.038
YKR011C	1.038
YOL025W	1.038
YIL009W	1.038
YFR015C	1.038
YML021C	1.038
YBR083W	1.038
YER097W	1.038
YNR027W	1.038
YDL167C	1.038
YOR239W	1.038
YMR091C	1.038
YOR202W	1.038
YDR451C	1.038
YBR035C	1.038
YPL019C	1.038
YGL253W	1.038
YER093C-A	1.038
YHR116W	1.038
YLR019W	1.038
YOL056W	1.038
YOR354C	1.038
YOR134W	1.038
YDL128W	1.038
YMR083W	1.038
YDL239C	1.038
YMR030W	1.039
YOR051C	1.039
YKR029C	1.039
YNR013C	1.039
YPL058C	1.039
YDR481C	1.039
YDR425W	1.039
YOR252W	1.039
YMR085W	1.039
YPL253C	1.039
YBR024W	1.039
YIR029W	1.039
YMR069W	1.039
YDR389W	1.039
