ORF	hom | growth (relative abundance in pooled culture) | camptothecin [50 uM] | Deng C~Brown JM, 2005
YOR234C	1.171
YDR125C	1.172
YLR110C	1.173
YPL055C	1.173
YDR158W	1.173
YIL133C	1.173
YDR089W	1.173
YEL013W	1.173
YAL026C	1.174
YKL149C	1.174
YNL025C	1.174
YDR414C	1.174
YOL095C	1.175
YHR168W	1.175
YEL066W	1.175
YOR127W	1.175
YNL184C	1.178
YPR099C	1.178
YOR330C	1.178
YDL001W	1.179
YDL077C	1.179
YMR156C	1.179
YKL222C	1.180
YBR015C	1.180
YDR462W	1.180
YGR263C	1.181
YPR054W	1.182
YDR178W	1.182
YKL032C	1.182
YKL007W	1.182
YOL027C	1.183
YPL178W	1.183
YGL072C	1.183
YPR084W	1.184
YDL142C	1.185
YDR079W	1.186
YBR025C	1.187
YNR041C	1.187
YBR039W	1.187
YAL039C	1.187
YBL007C	1.188
YGL005C	1.189
YPR049C	1.189
YPR050C	1.190
YML047C	1.190
YKR085C	1.190
YPL225W	1.191
YGL027C	1.191
YGR220C	1.191
YDR507C	1.191
YGR078C	1.192
YHR011W	1.192
YGR034W	1.193
YDL067C	1.193
YKL137W	1.193
YKR074W	1.193
YER122C	1.193
YLR184W	1.193
YDR115W	1.194
YLR262C	1.195
YIL110W	1.195
YLR069C	1.196
YOR078W	1.197
YDR393W	1.197
YPR022C	1.197
YNL322C	1.198
YDR538W	1.198
YOL152W	1.199
YGR229C	1.200
YKR050W	1.201
YJL211C	1.202
YNL229C	1.204
YPL227C	1.204
YGR104C	1.204
YFR040W	1.204
YFR056C	1.205
YBR277C	1.205
YFL016C	1.207
YLR439W	1.207
YNL329C	1.207
YCR024C	1.207
YDR372C	1.210
YBL080C	1.210
YIR005W	1.210
YKR092C	1.210
YOL006C	1.210
YKR057W	1.211
YJL102W	1.215
YAL020C	1.216
YOR209C	1.216
YOR158W	1.217
YER110C	1.218
YHR041C	1.218
YGR037C	1.219
YIL015C-A	1.220
YKR043C	1.221
YER061C	1.221
YPL180W	1.222
YNL091W	1.222
YGR225W	1.223
YGR062C	1.223
YOR305W	1.224
YGR148C	1.226
YMR098C	1.226
YNL107W	1.227
YGR056W	1.228
YNL177C	1.228
YMR064W	1.228
YDR375C	1.229
YGR007W	1.229
YIL009C-A	1.229
YER139C	1.232
YPR067W	1.232
YNL252C	1.232
YPL078C	1.234
YDR268W	1.234
YCL063W	1.236
YLL027W	1.236
YFL012W	1.239
YDR347W	1.240
YHL031C	1.242
YDL063C	1.242
YGL003C	1.242
YPL098C	1.243
YKL135C	1.244
YMR286W	1.244
YLR261C	1.245
YJR144W	1.248
YDR519W	1.249
YDR101C	1.249
YBR084C-A	1.250
YDR405W	1.251
YGL107C	1.251
YML124C	1.255
YER017C	1.259
YOL039W	1.259
YHR091C	1.261
YKL016C	1.261
YEL061C	1.262
YML095C-A	1.265
YMR293C	1.267
YNR045W	1.267
YML016C	1.269
YGR118W	1.269
YNL215W	1.269
YPR044C	1.269
YMR216C	1.271
YDR471W	1.272
YNL081C	1.274
YDR237W	1.274
YPL148C	1.275
YGR171C	1.279
YGR150C	1.280
YJR122W	1.282
YKL053W	1.283
YMR267W	1.284
YNR037C	1.286
YOR211C	1.288
YGR219W	1.288
YMR193C-A	1.289
YGL078C	1.293
YGL211W	1.297
YJL180C	1.297
YGR076C	1.298
YKL194C	1.303
YMR072W	1.307
YJL096W	1.307
YOL041C	1.310
YEL050C	1.310
YDR065W	1.310
YPR018W	1.314
YMR287C	1.317
YLR260W	1.319
YMR228W	1.323
YDR417C	1.323
YGR215W	1.323
YCL062W	1.327
YBR168W	1.330
YNR036C	1.335
YGR200C	1.337
YPL241C	1.340
YNR058W	1.342
YBL045C	1.344
YMR233W	1.345
YGR101W	1.347
YDR137W	1.347
YKL148C	1.355
YMR166C	1.359
YPR166C	1.362
YPL118W	1.364
YLR039C	1.367
YLR382C	1.371
YLR149C	1.380
YGR102C	1.386
YGL064C	1.387
YDR337W	1.390
YLR288C	1.391
YCR071C	1.395
YLR239C	1.397
YPR119W	1.399
YMR282C	1.420
YDR509W	1.421
YNR059W	1.431
YPR100W	1.449
YNL069C	1.461
YDR114C	1.486
YNL005C	1.491
YDR175C	1.497
YMR097C	1.498
YPR024W	1.498
YLL033W	1.532
YOR205C	1.541
YDR332W	1.556
YOR001W	1.624
YLR192C	1.661
YLR270W	1.700
YGL129C	1.715
YER014C-A	NaN
YER044C	NaN
YER054C	NaN
YER068W	NaN
YER070W	NaN
YEL027W	NaN
YEL029C	NaN
YEL045C	NaN
YEL046C	NaN
YEL051W	NaN
YER004W	NaN
YAL044C	NaN
YAL035W	NaN
YAL013W	NaN
YAL010C	NaN
YML063W	NaN
YML056C	NaN
YML050W	NaN
YML024W	NaN
YML008C	NaN
YMR002W	NaN
YMR014W	NaN
YMR021C	NaN
YMR024W	NaN
YMR032W	NaN
YMR041C	NaN
YMR165C	NaN
YMR202W	NaN
YMR205C	NaN
YMR224C	NaN
YMR266W	NaN
YMR269W	NaN
YMR307W	NaN
YHR010W	NaN
YHR021C	NaN
YHR038W	NaN
YPL271W	NaN
YPL260W	NaN
YPL254W	NaN
YPL234C	NaN
YPL213W	NaN
YPL188W	NaN
YNL297C	NaN
YNL280C	NaN
YNL277W	NaN
YNL246W	NaN
YJL188C	NaN
YJL176C	NaN
YJL127C	NaN
YJL117W	NaN
YJL115W	NaN
YJL075C	NaN
YJL063C	NaN
YJL059W	NaN
YIL008W	NaN
YIL040W	NaN
YIL041W	NaN
YIL049W	NaN
YLL002W	NaN
YLL006W	NaN
YOR291W	NaN
YOR293W	NaN
YOR301W	NaN
YOR331C	NaN
YOR332W	NaN
YOR383C	NaN
YOL009C	NaN
YOL023W	NaN
YOL051W	NaN
YOR008C	NaN
YOR026W	NaN
YOR073W	NaN
YOR080W	NaN
YHR060W	NaN
YHR120W	NaN
YNL243W	NaN
YNL225C	NaN
YNL199C	NaN
YPL173W	NaN
YPL157W	NaN
YPL129W	NaN
YPL125W	NaN
YPL106C	NaN
YIL122W	NaN
YIL128W	NaN
YIL134W	NaN
YOR153W	NaN
YOR187W	NaN
YOR196C	NaN
YOR199W	NaN
YOR241W	NaN
YLR048W	NaN
YLR061W	NaN
YLR062C	NaN
YLR074C	NaN
YLR091W	NaN
YPL090C	NaN
YPL069C	NaN
YPL059W	NaN
YPL050C	NaN
YPL045W	NaN
YPL040C	NaN
YPL031C	NaN
YPL029W	NaN
YPL024W	NaN
YHR154W	NaN
YHR183W	NaN
YNL139C	NaN
YNL133C	NaN
YNL064C	NaN
YNL054W	NaN
YBL033C	NaN
YBL058W	NaN
YBL093C	NaN
YBL099W	NaN
YBL100C	NaN
YBL101C	NaN
YBR017C	NaN
YBR038W	NaN
YBR081C	NaN
YBR097W	NaN
YBR126C	NaN
YBR127C	NaN
YBR145W	NaN
YBR146W	NaN
YBR163W	NaN
YBR170C	NaN
YBR171W	NaN
YBR178W	NaN
YBR179C	NaN
YBR194W	NaN
YBR200W	NaN
YBR266C	NaN
YCL007C	NaN
YCL016C	NaN
YCL029C	NaN
YCR002C	NaN
YDR161W	NaN
YDR171W	NaN
YDR173C	NaN
YDR176W	NaN
YDR185C	NaN
YDR186C	NaN
YDR191W	NaN
YDR192C	NaN
YDR226W	NaN
YDR245W	NaN
YDR264C	NaN
YDR296W	NaN
YDR298C	NaN
YDR300C	NaN
YDR320C	NaN
YDL013W	NaN
YDL044C	NaN
YDL045W-A	NaN
YDL047W	NaN
YDL075W	NaN
YDL083C	NaN
YDL090C	NaN
YDL106C	NaN
YDL107W	NaN
YDL115C	NaN
YDL116W	NaN
YDL151C	NaN
YDL191W	NaN
YDL198C	NaN
YDL202W	NaN
YDL206W	NaN
YDL232W	NaN
YDR017C	NaN
YDR024W	NaN
YDR025W	NaN
YDR027C	NaN
YDR069C	NaN
YDR092W	NaN
YDR129C	NaN
YDR138W	NaN
YLR226W	NaN
YDR359C	NaN
YDR363W	NaN
YDR369C	NaN
YDR382W	NaN
YDR388W	NaN
YDR418W	NaN
YDR433W	NaN
YDR463W	NaN
YDR470C	NaN
YDR477W	NaN
YDR529C	NaN
YDR532C	NaN
YDR533C	NaN
YGL020C	NaN
YGL023C	NaN
YGL025C	NaN
YGL036W	NaN
YGL038C	NaN
YGL058W	NaN
YGL070C	NaN
YGL076C	NaN
YGL084C	NaN
YGL088W	NaN
YGL095C	NaN
YGL105W	NaN
YGL118C	NaN
YGL135W	NaN
YGL143C	NaN
YGL167C	NaN
YGL195W	NaN
YGL200C	NaN
YGL206C	NaN
YGL240W	NaN
YGL244W	NaN
YGL246C	NaN
YGR006W	NaN
YGR016W	NaN
YGR020C	NaN
YGR036C	NaN
YGR105W	NaN
YGR159C	NaN
YGR160W	NaN
YGR180C	NaN
YKL003C	NaN
YKL006W	NaN
YKL009W	NaN
YKL054C	NaN
YKL055C	NaN
YKL057C	NaN
YKL080W	NaN
YKL114C	NaN
YKL118W	NaN
YKL119C	NaN
YKL134C	NaN
YKL143W	NaN
YKL169C	NaN
YKL170W	NaN
YKL181W	NaN
YKR001C	NaN
YKR020W	NaN
YKR024C	NaN
YLR233C	NaN
YLR234W	NaN
YLR235C	NaN
YLR240W	NaN
YLR242C	NaN
YLR244C	NaN
YLR251W	NaN
YLR295C	NaN
YLR304C	NaN
YLR312W-A	NaN
YLR315W	NaN
YLR320W	NaN
YLR322W	NaN
YLR333C	NaN
YLR337C	NaN
YLR338W	NaN
YLR342W	NaN
YLR357W	NaN
YLR371W	NaN
YLR372W	NaN
YLR373C	NaN
YLR374C	NaN
YLR396C	NaN
YLR399C	NaN
YNL003C	NaN
YNR023W	NaN
YPR036W	NaN
YPR072W	NaN
YPR101W	NaN
YPR116W	NaN
YPR123C	NaN
YPR125W	NaN
YPR131C	NaN
YPR132W	NaN
YPR134W	NaN
YPR135W	NaN
YPR139C	NaN
YPR148C	NaN
YPR159W	NaN
YPR163C	NaN
YPR191W	NaN
YFL023W	NaN
YFL036W	NaN
YFR001W	NaN
YBR274W	NaN
YBR279W	NaN
YBR282W	NaN
YBR283C	NaN
YCR020W-B	NaN
YCR063W	NaN
YCR081W	NaN
YGR262C	NaN
YGR285C	NaN
YHR039C-B	NaN
YKR082W	NaN
YLR423C	NaN
YLR425W	NaN
YLR441C	NaN
YLR447C	NaN
YMR060C	NaN
YER155C	NaN
YMR066W	NaN
YMR078C	NaN
YNR073C	NaN
YOL086C	NaN
YHL025W	NaN
YHR064C	NaN
YHR191C	NaN
YLR052W	NaN
YMR142C	NaN
YMR158W	NaN
YOR096W	NaN
YML094W	NaN
YML112W	NaN
YMR125W	NaN
YGR188C	NaN
YHR008C	NaN
YHR026W	NaN
YHR059W	NaN
YHR194W	NaN
YOL143C	NaN
YDR074W	NaN
YLR370C	NaN
YML036W	NaN
YMR198W	NaN
YJL006C	NaN
YJL029C	NaN
YJR030C	NaN
YJR055W	NaN
YJR063W	NaN
YAL016W	NaN
YAL047C	NaN
YJR090C	NaN
YJR145C	NaN
YBR189W	NaN
YGR086C	NaN
YJL140W	NaN
YJL184W	NaN
YKL139W	NaN
YKL204W	NaN
YFR019W	NaN
YML115C	NaN
YNR052C	NaN
YPL268W	NaN
YPR043W	NaN
YBR112C	NaN
YBR289W	NaN
YCR047C	NaN
YCR084C	NaN
YDR048C	NaN
YNL072W	NaN
YNL080C	NaN
YNL120C	NaN
YGR162W	NaN
YGR272C	NaN
YIL033C	NaN
YNL138W	NaN
YOR270C	NaN
YNL059C	NaN
YNL220W	NaN
YOL148C	NaN
