orf	hom | growth (relative abundance in pooled culture) | camptothecin [50 uM] | Deng C~Brown JM, 2005
YKL119C	
YKL120W	1.026
YKL121W	1.035
YKL123W	1.063
YKL124W	1.0490000000000002
YKL126W	1.054
YKL127W	1.1079999999999999
YKL128C	1.032
YKL129C	1.103
YKL130C	1.031
YKL131W	1.07
YKL132C	1.0490000000000002
YKL133C	1.078
YKL134C	
YKL135C	1.244
YKL136W	1.163
YKL137W	1.193
YKL138C	1.167
YKL139W	
YKL140W	1.04
YKL142W	1.125
YKL143W	
YKL146W	1.157
YKL147C	1.082
YKL148C	1.355
YKL149C	1.1740000000000002
YKL150W	0.988
YKL151C	1.057
YKL155C	1.065
YKL156W	1.099
YKL157W	1.069
YKL159C	1.064
YKL160W	1.091
YKL161C	0.997
YKL162C	1.052
YKL162C-A	0.9690000000000001
YKL163W	1.0759999999999998
YKL164C	1.07
YKL166C	1.011
YKL167C	1.0
YKL168C	0.986
YKL169C	
YKL170W	
YKL171W	1.042
YKL174C	0.976
YKL175W	1.055
YKL176C	1.126
YKL179C	1.01
YKL181W	
YKL183W	0.9570000000000001
YKL184W	1.004
YKL185W	1.058
YKL187C	1.001
YKL188C	1.043
YKL190W	1.051
YKL191W	0.909
YKL194C	1.3030000000000002
YKL197C	1.069
YKL198C	1.0195
YKL201C	1.0875
YKL202W	1.084
YKL204W	
YKL205W	1.141
YKL206C	1.104
YKL207W	1.1179999999999999
YKL208W	1.088
YKL211C	1.047
YKL212W	1.0
YKL213C	0.9890000000000001
YKL214C	1.093
YKL215C	1.091
YKL216W	1.0070000000000001
YKL217W	1.102
YKL218C	1.058
YKL220C	1.063
YKL221W	1.014
YKL222C	1.18
YKR001C	
YKR003W	1.09
YKR005C	1.037
YKR006C	1.1179999999999999
YKR007W	1.117
YKR009C	0.993
YKR010C	1.075
YKR011C	1.038
YKR012C	1.037
YKR013W	1.035
YKR014C	1.0759999999999998
YKR015C	1.078
YKR016W	0.965
YKR017C	1.03
YKR018C	0.9840000000000001
YKR019C	1.015
YKR020W	
YKR021W	1.016
YKR023W	1.034
YKR024C	
YKR026C	1.015
YKR027W	1.141
YKR028W	1.09
YKR029C	1.0390000000000001
YKR030W	1.012
YKR031C	1.075
YKR032W	1.068
YKR033C	1.051
YKR034W	0.958
YKR035C	1.032
YKR035W-A	0.983
YKR036C	1.074
YKR039W	1.064
YKR040C	1.046
YKR041W	1.0759999999999998
YKR042W	1.084
YKR043C	1.2209999999999999
YKR044W	1.0590000000000002
YKR045C	1.094
YKR046C	1.083
YKR047W	1.1520000000000001
YKR048C	1.114
YKR049C	1.114
YKR050W	1.2009999999999998
YKR051W	1.081
YKR052C	1.058
YKR053C	1.128
YKR054C	1.055
YKR055W	1.048
YKR056W	1.124
YKR057W	1.2109999999999999
YKR058W	1.023
YKR059W	1.0170000000000001
YKR060W	1.061
YKR061W	1.045
YKR064W	1.12
YKR065C	1.024
YKR066C	0.976
YKR067W	1.01
YKR069W	1.064
YKR070W	1.058
YKR072C	0.9840000000000001
YKR073C	0.9109999999999999
YKR074W	1.193
YKR075C	1.055
YKR076W	1.053
YKR077W	1.0070000000000001
YKR078W	1.028
YKR080W	1.099
YKR082W	
YKR084C	1.0290000000000001
YKR085C	1.19
YKR087C	0.998
YKR088C	1.006
YKR089C	1.035
YKR090W	1.085
YKR091W	0.998
YKR092C	1.21
YKR093W	0.779
YKR094C	1.071
YKR095W	0.9570000000000001
YKR096W	1.01
YKR097W	1.0290000000000001
YKR098C	0.9940000000000001
YKR099W	1.141
YKR100C	0.9840000000000001
YKR101W	1.018
YKR102W	1.01
YKR103W	0.9940000000000001
YKR104W	1.034
YKR105C	0.976
YKR106W	1.078
YLL001W	1.0190000000000001
YLL002W	
YLL005C	0.978
YLL006W	
YLL007C	1.137
YLL009C	1.033
YLL010C	1.002
YLL012W	0.987
YLL013C	0.98
YLL014W	0.9670000000000001
YLL015W	0.9740000000000001
YLL018C-A	1.129
YLL019C	0.998
YLL020C	0.938
YLL021W	1.048
YLL023C	0.968
YLL024C	1.037
YLL025W	1.028
YLL026W	1.001
YLL027W	1.236
YLL028W	1.044
YLL029W	0.934
YLL030C	0.9940000000000001
YLL032C	0.937
YLL033W	1.5319999999999998
YLL038C	1.028
YLL039C	0.951
YLL040C	0.929
YLL041C	1.074
YLL042C	1.001
YLL043W	0.872
YLL044W	1.114
YLL045C	1.047
YLL046C	0.9570000000000001
YLL047W	0.965
YLL048C	0.968
YLL049W	0.988
YLL051C	0.9840000000000001
YLL052C	0.992
YLL053C	0.9009999999999999
YLL054C	0.961
YLL055W	1.025
YLL056C	0.9740000000000001
YLL057C	1.042
YLL058W	1.022
YLL059C	0.992
YLL060C	1.023
YLL061W	1.0170000000000001
YLL062C	0.982
YLL063C	0.996
YLR001C	1.022
YLR003C	0.941
YLR004C	1.044
YLR006C	1.12
YLR011W	1.016
YLR012C	0.99
YLR013W	0.987
YLR014C	1.067
YLR015W	0.955
YLR016C	1.044
YLR017W	1.045
YLR018C	1.068
YLR019W	1.038
YLR020C	0.946
YLR021W	1.021
YLR023C	0.93
YLR024C	0.973
YLR025W	0.97
YLR027C	0.97
YLR028C	1.104
YLR030W	1.02
YLR031W	0.9059999999999999
YLR032W	1.089
YLR034C	0.9490000000000001
YLR035C	1.002
YLR036C	0.987
YLR037C	0.973
YLR038C	0.956
YLR039C	1.367
YLR040C	1.005
YLR041W	0.977
YLR042C	0.996
YLR043C	0.948
YLR044C	0.9790000000000001
YLR046C	0.98
YLR047C	0.9690000000000001
YLR048W	
YLR049C	0.948
YLR050C	0.992
YLR052W	
YLR053C	0.925
YLR054C	0.992
YLR055C	0.894
YLR056W	0.7490000000000001
YLR057W	0.9590000000000001
YLR058C	1.037
YLR059C	1.0190000000000001
YLR061W	
YLR062C	
YLR063W	1.046
YLR064W	0.9359999999999999
YLR065C	0.93
YLR067C	1.078
YLR068W	0.898
YLR069C	1.196
YLR070C	0.9890000000000001
YLR072W	0.956
YLR073C	0.807
YLR074C	
YLR077W	0.866
YLR079W	0.932
YLR080W	0.9109999999999999
YLR081W	0.982
YLR082C	1.012
YLR083C	0.966
YLR084C	1.006
YLR085C	0.897
YLR087C	0.9159999999999999
YLR089C	0.857
YLR090W	0.996
YLR091W	
YLR092W	1.062
YLR093C	0.903
YLR094C	0.9790000000000001
YLR095C	1.075
YLR096W	0.9890000000000001
YLR097C	0.963
YLR098C	0.986
YLR099C	1.026
YLR102C	0.929
YLR104W	0.987
YLR107W	0.9440000000000001
YLR108C	1.013
YLR109W	0.987
YLR110C	1.173
YLR111W	1.103
YLR112W	1.031
YLR113W	1.052
YLR114C	0.992
YLR118C	0.975
YLR119W	0.978
YLR120C	1.003
YLR121C	0.9390000000000001
YLR122C	1.034
YLR123C	0.9790000000000001
YLR124W	0.985
YLR125W	0.8390000000000001
YLR126C	1.033
YLR128W	1.095
YLR130C	1.0170000000000001
YLR131C	1.1440000000000001
YLR133W	1.0090000000000001
YLR134W	0.981
YLR135W	0.8640000000000001
YLR136C	0.99
YLR137W	1.006
YLR138W	1.011
YLR139C	1.06
YLR142W	0.976
YLR143W	0.987
YLR144C	1.002
YLR146C	1.0590000000000002
YLR148W	0.875
YLR149C	1.38
YLR150W	1.0
YLR151C	1.041
YLR152C	0.975
YLR154C	0.983
YLR164W	0.975
YLR165C	0.975
YLR168C	1.069
YLR169W	0.9620000000000001
YLR170C	1.0170000000000001
YLR171W	1.002
YLR172C	1.085
YLR173W	0.9520000000000001
YLR174W	0.9179999999999999
YLR176C	1.0759999999999998
YLR177W	0.889
YLR178C	0.9840000000000001
YLR179C	0.9590000000000001
YLR180W	1.064
YLR181C	0.948
YLR182W	0.9
YLR183C	0.972
YLR184W	1.193
YLR185W	0.998
YLR187W	1.016
YLR188W	0.995
YLR189C	0.9670000000000001
YLR190W	1.057
YLR191W	0.996
YLR192C	1.661
YLR193C	0.9159999999999999
YLR194C	1.018
YLR199C	0.972
YLR200W	1.092
YLR201C	1.045
YLR202C	1.0859999999999999
YLR203C	0.987
YLR204W	1.054
YLR205C	0.99
YLR206W	1.04
YLR207W	1.006
YLR209C	0.9940000000000001
YLR210W	1.067
YLR211C	0.9890000000000001
YLR213C	0.972
YLR214W	1.008
YLR216C	0.866
YLR217W	0.953
YLR218C	1.082
YLR219W	1.018
YLR220W	1.072
YLR221C	1.0290000000000001
YLR224W	0.973
YLR225C	0.945
YLR226W	
YLR227C	1.078
YLR228C	0.93
YLR231C	1.023
YLR232W	1.021
YLR233C	
YLR234W	
YLR235C	
YLR236C	1.037
YLR237W	0.895
YLR238W	1.053
YLR239C	1.3969999999999998
YLR240W	
YLR241W	0.9790000000000001
YLR242C	
YLR244C	
YLR246W	1.034
YLR247C	1.089
YLR248W	0.987
YLR250W	1.021
YLR251W	
YLR252W	0.91
YLR253W	0.9740000000000001
YLR254C	1.055
YLR255C	1.025
YLR257W	1.104
YLR258W	1.0490000000000002
YLR260W	1.319
YLR261C	1.245
YLR262C	1.195
YLR262C-A	0.998
YLR263W	1.034
YLR264W	1.143
YLR265C	1.044
YLR266C	1.048
YLR267W	1.035
YLR268W	1.077
YLR269C	1.05
YLR270W	1.7
YLR271W	0.878
YLR273C	1.07
YLR278C	1.067
YLR279W	1.0170000000000001
YLR280C	1.053
YLR281C	1.068
YLR282C	1.024
YLR283W	1.055
YLR284C	1.0979999999999999
YLR285W	1.028
YLR286C	0.951
YLR287C	1.004
YLR287C-A	1.123
YLR288C	1.391
YLR289W	1.02
YLR290C	1.0759999999999998
YLR292C	1.138
YLR294C	1.101
YLR295C	
YLR296W	0.982
YLR297W	1.095
YLR299W	1.068
YLR300W	1.045
YLR303W	1.043
YLR304C	
YLR306W	0.6990000000000001
YLR307W	1.08
YLR308W	0.951
YLR309C	1.084
YLR311C	1.064
YLR312C	1.041
YLR312W-A	
YLR313C	1.093
YLR315W	
YLR318W	0.975
YLR319C	0.995
YLR320W	
YLR322W	
YLR324W	1.103
YLR325C	1.071
YLR326W	1.124
YLR327C	1.1440000000000001
YLR328W	1.07
YLR329W	1.141
YLR330W	1.052
YLR331C	1.156
YLR332W	1.065
YLR333C	
YLR334C	1.008
YLR335W	1.004
YLR337C	
YLR338W	
YLR341W	1.016
YLR342W	
YLR343W	0.96
YLR344W	1.005
YLR345W	1.074
YLR346C	0.958
YLR348C	1.053
YLR349W	1.05
YLR350W	1.115
YLR351C	1.082
YLR352W	1.026
YLR353W	1.0290000000000001
YLR354C	1.079
YLR356W	1.01
YLR357W	
YLR358C	1.012
YLR360W	0.9640000000000001
YLR361C	0.9670000000000001
YLR363C	1.048
YLR364W	1.031
YLR365W	1.013
YLR366W	1.074
YLR367W	1.021
YLR368W	0.909
YLR369W	0.9570000000000001
YLR370C	
YLR371W	
YLR372W	
YLR373C	
YLR374C	
YLR375W	0.993
YLR376C	0.893
YLR377C	1.036
YLR380W	1.0
YLR381W	0.9420000000000001
YLR382C	1.371
YLR384C	1.081
YLR385C	1.107
YLR386W	0.524
YLR387C	1.08
YLR388W	1.135
YLR389C	0.997
YLR390W	0.9840000000000001
YLR390W-A	1.0225
YLR392C	0.996
YLR393W	1.036
YLR394W	0.9840000000000001
YLR395C	1.093
YLR396C	
YLR398C	1.094
YLR399C	
YLR400W	0.998
YLR401C	1.0270000000000001
YLR402W	1.03
YLR403W	1.02
YLR404W	1.014
YLR405W	1.072
YLR406C	1.001
YLR407W	0.981
YLR408C	0.958
YLR410W	0.96
YLR412W	1.0090000000000001
YLR413W	0.993
YLR414C	1.001
YLR415C	1.006
YLR416C	0.997
YLR417W	0.94
YLR418C	1.153
YLR420W	1.093
YLR421C	0.971
YLR422W	1.025
YLR423C	
YLR425W	
YLR426W	0.836
YLR427W	1.045
YLR428C	1.057
YLR429W	0.934
YLR431C	0.919
YLR432W	1.048
YLR433C	1.0659999999999998
YLR434C	1.03
YLR435W	1.1079999999999999
YLR436C	1.0270000000000001
YLR437C	0.996
YLR438W	1.03
YLR439W	1.207
YLR441C	
YLR443W	0.955
YLR444C	1.046
YLR445W	1.088
YLR446W	1.051
YLR447C	
YLR448W	1.082
YLR449W	1.005
YLR450W	0.91
YLR451W	1.047
YLR452C	0.9690000000000001
YLR453C	1.074
YLR454W	0.9520000000000001
YLR455W	1.058
YLR456W	0.997
YLR460C	1.138
YLR461W	1.04
YML001W	0.78
YML002W	1.034
YML003W	0.987
YML004C	0.919
YML005W	1.0190000000000001
YML006C	1.0490000000000002
YML007W	0.9740000000000001
YML008C	
YML009C	0.9974999999999999
YML009C-A	1.112
YML009W-B	1.08
YML011C	0.991
YML012C-A	0.813
YML012W	1.047
YML013W	0.968
YML014W	1.151
YML016C	1.2690000000000001
YML017W	0.9009999999999999
YML018C	0.9890000000000001
YML019W	0.9470000000000001
YML020W	1.058
YML021C	1.038
YML022W	1.046
YML024W	
YML026C	0.982
YML027W	0.9620000000000001
YML028W	1.022
YML029W	0.9940000000000001
YML030W	0.9890000000000001
YML032C	0.934
YML034C-A	1.021
YML034W	0.9710000000000001
YML035C	1.063
YML036W	
YML037C	0.992
YML038C	1.025
YML041C	0.935
YML042W	1.03
YML047C	1.19
YML047W-A	1.041
YML048W	1.045
YML050W	
YML051W	0.9790000000000001
YML052W	1.035
YML053C	1.021
YML054C	0.966
YML055W	1.1079999999999999
YML056C	
YML057C-A	0.932
YML057W	1.02
YML058W	1.043
YML059C	0.982
YML060W	0.9940000000000001
YML061C	0.9209999999999999
YML062C	1.002
YML063W	
YML066C	1.015
YML067C	1.082
YML068W	0.987
YML070W	0.92
YML071C	1.008
YML072C	1.028
YML073C	1.081
YML074C	1.031
YML075C	0.992
YML076C	1.012
YML078W	1.042
YML079W	1.045
YML080W	0.9520000000000001
YML081C-A	1.078
YML081W	1.09
YML082W	1.0759999999999998
YML083C	1.048
YML084W	0.981
YML086C	1.025
YML087C	0.993
YML088W	1.053
YML089C	1.025
YML090W	1.028
YML094C-A	1.265
YML094W	
YML095C	0.988
YML096W	1.043
YML097C	1.051
YML099C	0.987
YML100W	1.069
YML100W-A	1.008
YML101C	1.045
YML101C-A	1.031
YML102W	1.067
YML103C	1.081
YML104C	1.037
YML106W	0.983
YML107C	0.976
YML108W	1.079
YML109W	0.993
YML110C	1.078
YML111W	1.054
YML112W	
YML113W	1.057
YML115C	
YML116W	1.03
YML116W-A	1.034
YML117W	0.9209999999999999
YML118W	1.025
YML119W	0.976
YML120C	1.071
YML121W	1.045
YML122C	0.9570000000000001
YML123C	1.031
YML124C	1.255
YML128C	1.1340000000000001
YML129C	1.025
YML131W	1.025
YMR002W	
YMR003W	0.997
YMR004W	0.903
YMR006C	1.037
YMR007W	0.968
YMR008C	0.97
YMR009W	1.071
YMR010W	1.056
YMR011W	1.006
YMR012W	0.976
YMR014W	
YMR015C	0.9590000000000001
YMR016C	0.9
YMR017W	1.011
YMR018W	1.032
YMR019W	1.043
YMR020W	1.018
YMR021C	
YMR022W	1.0590000000000002
YMR023C	1.0090000000000001
YMR024W	
YMR025W	1.003
YMR026C	1.054
YMR027W	1.013
YMR029C	0.978
YMR030W	1.0390000000000001
YMR031C	1.0
YMR031W-A	0.9620000000000001
YMR032W	
YMR034C	1.053
YMR035W	1.119
YMR036C	1.045
YMR037C	1.053
YMR038C	0.893
YMR039C	1.026
YMR040W	0.983
YMR041C	
YMR042W	0.996
YMR044W	1.003
YMR048W	0.619
YMR052C-A	1.057
YMR052W	1.046
YMR053C	0.946
YMR054W	1.113
YMR055C	1.105
YMR056C	1.0659999999999998
YMR057C	1.063
YMR058W	1.042
YMR060C	
YMR062C	1.006
YMR063W	0.963
YMR064W	1.228
YMR065W	1.0290000000000001
YMR066W	
YMR067C	1.0959999999999999
YMR068W	1.085
YMR069W	1.0390000000000001
YMR070W	0.9420000000000001
YMR071C	1.018
YMR072W	1.307
YMR073C	0.8220000000000001
YMR074C	0.968
YMR075C-A	1.055
YMR075W	1.131
YMR077C	1.001
YMR078C	
YMR080C	1.07
YMR081C	1.0290000000000001
YMR082C	0.978
YMR083W	1.038
YMR084W	1.071
YMR085W	1.0390000000000001
YMR086C-A	1.001
YMR086W	1.102
YMR087W	0.943
YMR088C	1.045
YMR089C	1.104
YMR090W	1.013
YMR091C	1.038
YMR092C	1.119
YMR095C	1.024
YMR096W	1.023
YMR097C	1.4980000000000002
YMR098C	1.226
YMR099C	1.044
YMR100W	1.021
YMR101C	0.975
YMR102C	0.986
YMR103C	1.077
YMR104C	0.9740000000000001
YMR105C	0.986
YMR106C	0.9540000000000001
YMR107W	1.035
YMR109W	0.9940000000000001
YMR110C	1.005
YMR111C	0.84
YMR114C	1.021
YMR115W	0.996
YMR116C	1.122
YMR118C	0.9990000000000001
YMR119W	0.997
YMR119W-A	1.045
YMR120C	1.047
YMR121C	0.991
YMR122C	1.05
YMR123W	0.972
YMR124W	1.0070000000000001
YMR125W	
YMR126C	1.141
YMR127C	1.082
YMR129W	1.074
YMR130W	1.022
YMR132C	1.015
YMR133W	1.055
YMR135C	0.9990000000000001
YMR135W-A	0.97
YMR136W	0.973
YMR137C	1.02
YMR138W	1.135
YMR139W	0.975
YMR140W	1.008
YMR141C	1.026
YMR142C	
YMR143W	1.0759999999999998
YMR144W	1.046
YMR145C	0.9740000000000001
YMR147W	0.973
YMR148W	0.982
YMR150C	1.085
YMR151W	0.991
YMR152W	0.909
YMR153C-A	0.988
YMR153W	0.982
YMR154C	0.995
YMR155W	1.056
YMR156C	1.179
YMR157C	1.041
YMR158C-A	1.016
YMR158W	
YMR158W-B	1.08
YMR159C	1.031
YMR160W	0.968
YMR161W	1.013
YMR162C	1.0759999999999998
YMR163C	1.011
YMR164C	0.941
YMR165C	
YMR166C	1.359
YMR167W	1.001
YMR169C	0.954
YMR170C	1.0190000000000001
YMR171C	0.975
YMR172C-A	1.016
YMR172W	1.06
YMR173W	1.0090000000000001
YMR173W-A	1.014
YMR174C	1.0219999999999998
YMR175W	0.9855
YMR176W	0.998
YMR177W	1.028
YMR178W	0.987
YMR179W	0.634
YMR180C	0.9840000000000001
YMR181C	0.978
YMR182C	0.9390000000000001
YMR183C	1.0190000000000001
YMR184W	1.051
YMR186W	1.022
YMR187C	1.02
YMR188C	0.9840000000000001
YMR189W	1.0
YMR190C	0.721
YMR191W	1.09
YMR192W	1.032
YMR193C-A	1.2890000000000001
YMR193W	1.112
YMR194C-A	1.067
YMR194W	1.131
YMR195W	1.042
YMR196W	0.982
YMR198W	
YMR199W	0.951
YMR201C	0.958
YMR202W	
YMR204C	0.973
YMR205C	
YMR206W	0.98
YMR207C	1.0859999999999999
YMR209C	1.016
YMR210W	1.008
YMR214W	0.9309999999999999
YMR215W	0.9620000000000001
YMR216C	1.271
YMR219W	1.0859999999999999
YMR221C	1.0090000000000001
YMR222C	0.96
YMR223W	0.857
YMR224C	
YMR225C	0.907
YMR226C	1.0490000000000002
YMR228W	1.3230000000000002
YMR230W	1.083
YMR232W	1.046
YMR233W	1.345
YMR234W	0.987
YMR237W	0.982
YMR238W	0.951
YMR241W	1.0490000000000002
YMR242C	0.852
YMR243C	0.99
YMR244C-A	0.973
YMR244W	1.0070000000000001
YMR245W	1.0290000000000001
YMR246W	1.023
YMR247C	0.968
YMR250W	0.9359999999999999
YMR251W	0.991
YMR251W-A	1.002
YMR252C	0.98
YMR253C	0.992
YMR254C	1.036
YMR255W	1.018
YMR256C	0.9890000000000001
YMR257C	0.737
YMR258C	1.0170000000000001
YMR259C	1.043
YMR261C	1.0490000000000002
YMR262W	1.02
YMR263W	0.8859999999999999
YMR264W	0.953
YMR265C	0.975
YMR266W	
YMR267W	1.284
YMR269W	
YMR271C	1.069
YMR272C	1.043
YMR273C	0.987
YMR274C	0.9840000000000001
YMR275C	1.133
YMR276W	1.02
YMR278W	1.0859999999999999
YMR279C	1.0290000000000001
YMR280C	1.07
YMR282C	1.42
YMR283C	1.0070000000000001
YMR284W	0.8170000000000001
YMR285C	1.0
YMR286W	1.244
YMR287C	1.317
YMR289W	0.991
YMR291W	1.031
YMR292W	1.022
YMR293C	1.2670000000000001
YMR294W	0.85
YMR294W-A	0.91
YMR295C	1.022
YMR297W	0.965
YMR299C	1.058
YMR300C	1.074
YMR302C	0.9129999999999999
YMR303C	0.988
YMR304C-A	0.982
YMR304W	0.9129999999999999
YMR305C	0.9229999999999999
YMR306C-A	1.01
YMR306W	1.1159999999999999
YMR307W	
YMR310C	1.043
YMR311C	1.046
YMR312W	0.978
YMR313C	0.924
YMR315W	1.075
YMR316C-A	1.0290000000000001
YMR316C-B	1.012
YMR316W	1.018
YMR317W	1.012
YMR318C	0.981
YMR319C	0.976
YMR320W	0.991
YMR322C	1.072
YMR326C	0.9740000000000001
YNL001W	1.006
YNL003C	
YNL004W	0.991
YNL005C	1.4909999999999999
YNL009W	1.008
YNL010W	1.01
YNL011C	1.051
YNL012W	1.026
YNL013C	1.035
YNL014W	1.058
YNL016W	1.026
YNL020C	1.054
YNL022C	1.0590000000000002
YNL023C	0.963
YNL024C	1.129
YNL025C	1.1740000000000002
YNL027W	1.0190000000000001
YNL031C	0.9990000000000001
YNL032W	0.98
YNL034W	1.042
YNL035C	1.041
YNL041C	1.092
YNL042W	1.03
YNL043C	1.06
YNL044W	1.054
YNL045W	1.084
YNL046W	1.033
YNL047C	1.093
YNL049C	1.062
YNL050C	1.064
YNL051W	1.015
YNL052W	1.023
YNL053W	1.1
YNL054W	
YNL055C	1.102
YNL056W	0.972
YNL057W	1.077
YNL058C	1.03
YNL059C	
YNL063W	1.0290000000000001
YNL064C	
YNL065W	1.036
YNL066W	1.047
YNL067W	1.012
YNL068C	0.9129999999999999
YNL069C	1.4609999999999999
YNL070W	1.001
YNL071W	1.036
YNL072W	
YNL073W	1.088
YNL074C	1.032
YNL076W	1.024
YNL077W	1.0959999999999999
YNL078W	1.061
YNL079C	1.05
YNL080C	
YNL081C	1.274
YNL082W	1.016
YNL083W	0.966
YNL084C	0.927
YNL085W	0.977
YNL086W	1.072
YNL087W	0.9940000000000001
YNL089C	1.1320000000000001
YNL090W	0.972
YNL091W	1.222
YNL092W	0.961
YNL093W	1.035
YNL094W	1.005
YNL095C	1.08
YNL096C	0.976
YNL097C	0.912
YNL098C	0.879
YNL099C	1.006
YNL100W	0.94
YNL101W	0.971
YNL104C	0.948
YNL105W	0.945
YNL106C	0.898
YNL107W	1.227
YNL108C	0.973
YNL109W	1.117
YNL111C	1.0070000000000001
YNL115C	0.993
YNL116W	0.975
YNL117W	1.008
YNL119W	1.077
YNL120C	
YNL121C	1.101
YNL122C	0.955
YNL123W	0.9329999999999999
YNL125C	0.9640000000000001
YNL127W	0.971
YNL128W	0.943
YNL129W	0.9620000000000001
YNL130C	0.9490000000000001
YNL133C	
YNL134C	1.016
YNL135C	0.948
YNL136W	0.8240000000000001
YNL138W	
YNL139C	
YNL140C	1.022
YNL141W	1.032
YNL142W	1.004
YNL143C	0.977
YNL144C	1.001
YNL145W	0.9470000000000001
YNL146W	0.938
YNL147W	1.03
YNL148C	1.17
YNL154C	0.9620000000000001
YNL155W	1.014
YNL157W	0.9309999999999999
YNL159C	0.978
YNL160W	1.047
YNL166C	0.909
YNL168C	0.963
YNL170W	1.113
YNL173C	0.991
YNL175C	1.061
YNL176C	1.063
YNL177C	1.228
YNL179C	1.052
YNL180C	1.094
YNL183C	0.996
YNL184C	1.178
YNL187W	0.9540000000000001
YNL190W	0.9590000000000001
YNL191W	1.037
YNL193W	0.9890000000000001
YNL194C	0.973
YNL195C	1.004
YNL196C	1.06
YNL197C	0.973
YNL198C	1.115
YNL199C	
YNL200C	1.0070000000000001
YNL201C	0.617
YNL202W	1.048
YNL203C	1.025
YNL204C	1.163
YNL205C	1.054
YNL206C	1.001
YNL211C	0.9890000000000001
YNL212W	1.032
YNL213C	1.081
YNL214W	1.07
YNL215W	1.2690000000000001
YNL217W	1.008
YNL218W	1.014
YNL219C	0.9420000000000001
YNL220W	
YNL224C	1.091
YNL225C	
YNL226W	0.993
YNL227C	1.06
YNL228W	1.016
YNL229C	1.204
YNL230C	1.02
YNL231C	1.0190000000000001
YNL233W	1.0
YNL235C	0.97
YNL236W	0.934
YNL237W	1.043
YNL239W	1.005
YNL241C	1.082
YNL242W	1.003
YNL243W	
YNL246W	
YNL248C	0.971
YNL249C	1.011
YNL250W	0.523
YNL252C	1.232
YNL253W	1.01
YNL254C	1.054
YNL255C	1.01
YNL257C	1.015
YNL259C	0.965
YNL264C	1.037
YNL265C	0.9620000000000001
YNL266W	1.003
YNL268W	1.046
YNL269W	1.021
YNL270C	0.992
YNL271C	0.845
YNL273W	0.5329999999999999
YNL274C	0.95
YNL275W	1.016
YNL276C	0.9520000000000001
YNL277W	
YNL278W	0.99
YNL279W	1.064
YNL280C	
YNL281W	0.963
YNL283C	0.935
YNL284C	1.131
YNL285W	0.9890000000000001
YNL286W	1.0
YNL288W	0.997
YNL289W	1.004
YNL291C	1.016
YNL292W	0.993
YNL293W	1.0090000000000001
YNL294C	0.953
YNL295W	1.008
YNL296W	0.966
YNL297C	
YNL298W	0.775
YNL299W	1.0170000000000001
YNL300W	1.0959999999999999
YNL301C	1.047
YNL303W	1.054
YNL304W	1.046
YNL305C	0.971
YNL307C	1.015
YNL311C	1.026
YNL314W	0.9690000000000001
YNL315C	1.138
YNL316C	0.955
YNL318C	1.025
YNL319W	1.077
YNL321W	1.02
YNL322C	1.198
YNL323W	0.669
YNL324W	0.9259999999999999
YNL325C	0.9790000000000001
YNL326C	0.981
YNL327W	0.993
YNL328C	0.992
YNL329C	1.207
YNL332W	0.955
YNL333W	0.976
YNL334C	0.985
YNL335W	1.036
YNL336W	1.04
YNL338W	1.005
YNL339C	1.044
YNR001C	1.025
YNR002C	1.044
YNR004W	1.04
YNR005C	0.9470000000000001
YNR006W	1.028
YNR007C	0.961
YNR008W	1.0090000000000001
YNR009W	1.053
YNR012W	1.153
YNR013C	1.0390000000000001
YNR014W	1.044
YNR015W	1.062
YNR018W	1.073
YNR019W	0.997
YNR020C	1.1640000000000001
YNR021W	0.991
YNR023W	
YNR024W	1.005
YNR025C	1.136
YNR027W	1.038
YNR028W	1.074
YNR029C	1.119
YNR030W	1.081
YNR031C	1.089
YNR032C-A	1.012
YNR032W	1.16
YNR033W	0.993
YNR034W	1.025
YNR036C	1.335
YNR037C	1.286
YNR039C	1.036
YNR040W	1.032
YNR041C	1.187
YNR042W	1.112
YNR044W	1.051
YNR045W	1.2670000000000001
YNR048W	1.04
YNR049C	1.0590000000000002
YNR050C	1.082
YNR051C	1.018
YNR052C	
YNR055C	0.972
YNR056C	1.032
YNR057C	1.143
YNR058W	1.3419999999999999
YNR059W	1.431
YNR060W	1.0979999999999999
YNR061C	1.068
YNR062C	1.099
YNR063W	1.09
YNR064C	1.045
YNR065C	0.9890000000000001
YNR066C	0.993
YNR067C	1.024
YNR068C	0.99
YNR069C	1.042
YNR070W	1.1079999999999999
YNR071C	1.035
YNR072W	1.123
YNR073C	
YNR074C	0.997
YNR075W	0.982
YOL001W	1.043
YOL002C	1.003
YOL003C	0.965
YOL004W	0.9490000000000001
YOL006C	1.21
YOL007C	1.002
YOL008W	1.036
YOL009C	
YOL011W	0.9840000000000001
YOL012C	0.602
YOL013C	1.042
YOL013W-A	1.0170000000000001
YOL014W	1.041
YOL015W	1.065
YOL016C	0.9590000000000001
YOL017W	0.956
YOL018C	1.105
YOL019W	0.998
YOL020W	1.097
YOL023W	
YOL024W	1.073
YOL025W	1.038
YOL027C	1.183
YOL028C	0.9740000000000001
YOL029C	1.0070000000000001
YOL030W	0.976
YOL031C	0.9640000000000001
YOL032W	0.995
YOL033W	1.165
YOL035C	1.0759999999999998
YOL036W	1.111
YOL037C	1.117
YOL039W	1.2590000000000001
YOL041C	1.31
YOL042W	1.091
YOL043C	1.011
