orf	hom | growth (relative abundance in pooled culture) | camptothecin [50 uM] | Deng C~Brown JM, 2005
YBL022C	0.6275959741551593
YBL024W	-0.34337794695671475
YBL027W	-0.02316314318577794
YBL028C	0.21441558219266105
YBL029W	0.35902871937953623
YBL031W	-0.6119452017323401
YBL032W	0.3280401899823476
YBL033C	
YBL036C	-0.2504123587651521
YBL037W	-0.3123894175595272
YBL038W	1.3919796992857854
YBL039C	1.1337419543092238
YBL042C	1.340332150290474
YBL043W	-0.7978763781154654
YBL044W	-0.13678775097546444
YBL045C	3.395904600303913
YBL046W	-1.5002830444517152
YBL047C	-0.20909431956890204
YBL048W	-0.7358993193210891
YBL049W	-0.29173039796140215
YBL051C	-0.3846959861529648
YBL052C	0.05947293520672218
YBL053W	-0.0644811823820257
YBL054W	-0.2607418685642146
YBL055C	-0.6119452017323401
YBL056W	-0.9321600055032769
YBL057C	-0.6635927507276527
YBL058W	
YBL059W	-0.15744677057358947
YBL060W	-0.57062716253609
YBL061C	-0.20909431956890204
YBL062W	-1.0561141230920281
YBL063W	-0.8908419663070268
YBL064C	-0.36403696655483975
YBL065W	-0.8185353977135904
YBL066C	-0.653263240928589
YBL067C	-0.0025041235876529086
YBL068W	0.02848440580953578
YBL069W	-0.271071378363276
YBL070C	-0.13678775097546444
YBL071C	0.29705166058516114
YBL072C	0.05947293520672218
YBL075C	-0.7668878487182779
YBL078C	0.2557336213889111
YBL079W	-0.19876480976983954
YBL080C	2.0117502872295363
YBL081W	-0.849523927110778
YBL082C	-0.0025041235876529086
YBL083C	-0.3950254959520273
YBL085W	-0.4776615743445263
YBL086C	-0.3123894175595272
YBL087C	-0.0025041235876529086
YBL088C	-2.781142259535466
YBL089W	-1.4899535346526527
YBL090W	1.505604307075474
YBL091C	-0.033492652984839305
YBL091C-A	0.19375656259453602
YBL093C	
YBL094C	-0.4570025547464024
YBL095W	-0.1471172607745281
YBL096C	-0.5912861821342151
YBL098W	-0.9218304957042155
YBL099W	
YBL100C	
YBL101C	
YBL102W	-0.5499681429379639
YBL103C	-0.1471172607745281
YBL104C	-0.15744677057358947
YBL106C	0.02848440580953578
YBL107C	-1.0974321622882772
YBR001C	0.10079097440297223
YBR003W	0.4313352879729727
YBR005W	0.5243008761645341
YBR006W	0.4416647977720364
YBR007C	1.4539567580801604
YBR008C	0.02848440580953578
YBR009C	-0.3846959861529648
YBR010W	-0.5189796135407775
YBR012C	-0.48799108414358994
YBR013C	0.3073811703842225
YBR014C	0.4003467585757863
YBR015C	1.7018649932576608
YBR016W	-0.2297533391670271
YBR017C	
YBR018C	0.09046146460391087
YBR019C	-0.3846959861529648
YBR020W	0.10079097440297223
YBR021W	-0.6635927507276527
YBR022W	-0.19876480976983954
YBR023C	0.06980244500578583
YBR024W	0.24540411158984973
YBR025C	1.7741715618510996
YBR026C	0.2867221507860975
YBR027C	0.007825386211410752
YBR028C	0.1111204842020359
YBR030W	0.05947293520672218
YBR031W	0.49331234676734775
YBR032W	0.007825386211410752
YBR033W	0.018154896010474413
YBR034C	-0.2297533391670271
YBR035C	0.23507460179078607
YBR036C	1.505604307075474
YBR037C	0.7722091113420368
YBR038W	
YBR039W	1.7741715618510996
YBR040W	0.10079097440297223
YBR041W	-0.0644811823820257
YBR042C	0.5346303859635978
YBR043C	-0.18843529997077701
YBR044C	0.4210057781739113
YBR045C	-0.3123894175595272
YBR046C	-0.0644811823820257
YBR047W	-0.19876480976983954
YBR048W	0.3177106801832862
YBR050C	-0.2607418685642146
YBR051W	0.21441558219266105
YBR052C	-0.10579922157827805
YBR053C	-1.1903977504798398
YBR054W	-0.28140088816233966
YBR056W	-0.2297533391670271
YBR057C	-0.6119452017323401
YBR058C	-1.1903977504798398
YBR059C	-0.07481069218108936
YBR061C	-0.1471172607745281
YBR062C	0.7928681309401618
YBR063C	-0.15744677057358947
YBR064W	0.5139713663654728
YBR065C	-0.5809566723351515
YBR066C	-0.6119452017323401
YBR067C	-0.3950254959520273
YBR068C	-0.20909431956890204
YBR069C	-1.7275322600310905
YBR071W	-0.4466730449473399
YBR072W	0.02848440580953578
YBR073W	-0.43634353514827734
YBR074W	-0.6360473912634844
YBR076W	-0.32271892735858854
YBR077C	0.007825386211410752
YBR078W	1.0717648955148487
YBR081C	
YBR082C	-3.7004686316520283
YBR083W	0.23507460179078607
YBR084C-A	2.4249306791920366
YBR084W	-0.6016156919332765
YBR085W	-0.3846959861529648
YBR086C	-0.3846959861529648
YBR089C-A	0.8031976407392232
YBR090C	0.08013195480484721
YBR092C	-0.054151672582964334
YBR093C	-0.12645824117640309
YBR094W	0.3796877389776613
YBR095C	-0.21942382936796342
YBR097W	
YBR098W	-6.417129708805468
YBR099C	-8.328089021632032
YBR101C	0.20408607239359738
YBR103W	0.658584503552348
YBR104W	-0.37436647635390113
YBR105C	-0.6945812801248402
YBR106W	0.2867221507860975
YBR107C	-0.033492652984839305
YBR108W	0.41067626837484766
YBR112C	
YBR113W	0.3486992095804749
YBR114W	0.18342705279547236
YBR115C	-1.4383059856573412
YBR116C	-0.5189796135407775
YBR118W	-0.07481069218108936
YBR119W	-1.2213862798770274
YBR120C	0.2557336213889111
YBR125C	0.10079097440297223
YBR126C	
YBR127C	
YBR128C	-0.5809566723351515
YBR129C	0.1627680331973473
YBR130C	0.03881391560859944
YBR131W	0.3900172487767226
YBR133C	-0.9424895153023394
YBR134W	-0.8185353977135904
YBR137W	-0.6842517703257766
YBR138C	-0.033492652984839305
YBR139W	0.45199430757110004
YBR141C	-0.0025041235876529086
YBR144C	-0.8082058879145267
YBR145W	
YBR146W	
YBR147W	-3.266629220091403
YBR148W	-1.0251255936948407
YBR149W	-0.9218304957042155
YBR150C	-0.16777628037265085
YBR151W	-0.16777628037265085
YBR156C	-2.6365291223485907
YBR157C	-1.1387502014845272
YBR158W	0.08013195480484721
YBR159W	-0.07481069218108936
YBR161W	-0.16777628037265085
YBR162C	0.3900172487767226
YBR162W-A	-0.30205990776046465
YBR163W	
YBR164C	-0.271071378363276
YBR165W	-0.35370745675577725
YBR168W	3.2512914631170378
YBR169C	-0.5912861821342151
YBR170C	
YBR171W	
YBR172C	-0.4673320645454649
YBR173C	-0.6635927507276527
YBR174C	-1.2420452994751523
YBR175W	-0.5912861821342151
YBR176W	-0.57062716253609
YBR177C	-0.7462288291201528
YBR178W	
YBR179C	
YBR180W	-0.35370745675577725
YBR181C	0.6482549937532867
YBR182C	-0.7668878487182779
YBR183W	-0.18843529997077701
YBR184W	0.06980244500578583
YBR185C	0.33836969978141124
YBR186W	-0.34337794695671475
YBR187W	-0.9115009859051518
YBR188C	0.19375656259453602
YBR189W	
YBR191W	-1.5002830444517152
YBR194W	
YBR195C	-1.1697387308817147
YBR197C	-0.37436647635390113
YBR199W	-0.19876480976983954
YBR200W	
YBR201W	1.0511058759167236
YBR203W	-0.653263240928589
YBR204C	0.1111204842020359
YBR205W	0.4416647977720364
YBR206W	-0.7875468683164017
YBR207W	0.7412205819448481
YBR208C	-0.6429337311295277
YBR210W	-0.7462288291201528
YBR212W	-1.1800682406807783
YBR213W	-0.8598534369098393
YBR214W	0.12144999400109956
YBR215W	-1.4279764758582776
YBR216C	-0.6635927507276527
YBR217W	-0.2297533391670271
YBR218C	0.03881391560859944
YBR219C	-0.30205990776046465
YBR220C	-0.0644811823820257
YBR221C	-0.21942382936796342
YBR222C	0.27639264098703614
YBR223C	-1.3040223582695274
YBR224W	-1.2833633386714036
YBR225W	-0.6945812801248402
YBR226C	-0.6842517703257766
YBR227C	-0.20909431956890204
YBR228W	-1.458965005255464
YBR229C	-1.1490797112835898
YBR230C	-0.632604221330464
YBR231C	-1.7998388286245282
YBR232C	-0.1471172607745281
YBR233W	-0.7462288291201528
YBR235W	-0.34337794695671475
YBR238C	1.2680255816970352
YBR239C	-0.43634353514827734
YBR240C	0.05947293520672218
YBR241C	-0.11612873137733942
YBR242W	-0.0644811823820257
YBR244W	-1.3350108876667162
YBR245C	-0.35370745675577725
YBR246W	-0.2607418685642146
YBR248C	0.02848440580953578
YBR249C	0.2557336213889111
YBR250W	0.5346303859635978
YBR251W	0.8445156799354733
YBR255W	0.018154896010474413
YBR258C	-0.5189796135407775
YBR259W	-0.17810579017171452
YBR260C	0.15243852339828595
YBR261C	-0.40535500575108985
YBR262C	-0.6945812801248402
YBR263W	-0.271071378363276
YBR264C	0.2660631311879725
YBR266C	
YBR267W	1.3300026404914127
YBR268W	1.2680255816970352
YBR269C	-0.17810579017171452
YBR270C	-0.8288649075126517
YBR271W	-0.5293091233398388
YBR272C	-0.5189796135407775
YBR273C	-0.4466730449473399
YBR274W	
YBR275C	-1.118091181886402
YBR276C	-0.16777628037265085
YBR277C	1.9601027382342249
YBR278W	-0.5499681429379639
YBR279W	
YBR280C	-0.5189796135407775
YBR281C	0.27639264098703614
YBR282W	
YBR283C	
YBR284W	0.658584503552348
YBR285W	0.4210057781739113
YBR286W	-0.033492652984839305
YBR287W	-0.35370745675577725
YBR288C	0.5552894055617229
YBR289W	
YBR290W	-1.8101683384235907
YBR291C	0.896163228930787
YBR292C	0.3073811703842225
YBR293W	0.12144999400109956
YBR294W	-0.24008284896608958
YBR295W	0.4416647977720364
YBR296C	0.13177950380016093
YBR297W	-0.21942382936796342
YBR298C	-1.1077616720873409
YBR299W	-0.09546971177921439
YBR300C	0.18342705279547236
YBR301W	-0.2607418685642146
YCL001W	-0.09546971177921439
YCL001W-A	0.8858337191317234
YCL002C	-0.6842517703257766
YCL005W	-0.5912861821342151
YCL007C	
YCL008C	-0.30205990776046465
YCL009C	0.3900172487767226
YCL010C	-0.7772173585173403
YCL011C	0.6069369545570366
YCL014W	0.18342705279547236
YCL016C	
YCL022C	0.8135271505382868
YCL023C	-0.24008284896608958
YCL024W	-0.4570025547464024
YCL025C	-0.7152402997229652
YCL026C-A	-0.5086501037417149
YCL027W	-0.5499681429379639
YCL028W	-0.57062716253609
YCL029C	
YCL030C	-1.2420452994751523
YCL032W	-1.3453403974657774
YCL033C	0.4313352879729727
YCL034W	-0.7978763781154654
YCL035C	0.1111204842020359
YCL036W	-0.28140088816233966
YCL037C	0.2660631311879725
YCL038C	-0.012833633386714276
YCL039W	-0.17810579017171452
YCL040W	0.08013195480484721
YCL042W	-0.08514020198015072
YCL044C	-0.6945812801248402
YCL045C	-0.15744677057358947
YCL046W	0.19375656259453602
YCL047C	0.20408607239359738
YCL048W	-0.19876480976983954
YCL049C	0.04914342540766081
YCL050C	0.4210057781739113
YCL051W	0.1421090135992246
YCL055W	-1.27303382887234
YCL056C	-0.04382216278390297
YCL057W	-0.4466730449473399
YCL058C	-0.033492652984839305
YCL061C	0.10595572930250521
YCL063W	2.750310237862504
YCL064C	0.3073811703842225
YCL069W	-0.41568451555015234
YCL076W	-0.41568451555015234
YCR001W	-0.34337794695671475
YCR002C	
YCR003W	0.9478107779260985
YCR004C	-0.28140088816233966
YCR005C	-0.15744677057358947
YCR006C	-0.7462288291201528
YCR007C	-0.04382216278390297
YCR008W	-1.0044665740967156
YCR009C	-2.708835690942028
YCR010C	0.41067626837484766
YCR011C	-0.10579922157827805
YCR014C	0.7205615623467231
YCR015C	0.4003467585757863
YCR016W	0.18342705279547236
YCR017C	0.1627680331973473
YCR019W	-0.0025041235876529086
YCR020C	-0.34337794695671475
YCR020C-A	0.5243008761645341
YCR020W-B	
YCR021C	-0.29173039796140215
YCR022C	-0.28140088816233966
YCR023C	0.3177106801832862
YCR024C	1.9807617578323498
YCR024C-A	1.381650189486724
YCR025C	0.9478107779260985
YCR026C	1.2680255816970352
YCR027C	-0.3330484371576522
YCR028C	-0.32271892735858854
YCR028C-A	0.21441558219266105
YCR030C	0.018154896010474413
YCR031C	1.16473048370641
YCR032W	-0.2297533391670271
YCR033W	0.47265332716922276
YCR034W	-0.16777628037265085
YCR036W	0.7412205819448481
YCR037C	-0.34337794695671475
YCR043C	-0.20909431956890204
YCR044C	-0.8598534369098393
YCR045C	-0.20909431956890204
YCR046C	1.1337419543092238
YCR047C	
YCR048W	-0.18843529997077701
YCR049C	0.13177950380016093
YCR050C	0.5862779349589116
YCR051W	0.9581402877251598
YCR053W	-0.11612873137733942
YCR059C	0.658584503552348
YCR060W	-0.13678775097546444
YCR061W	0.028484405809533486
YCR063W	
YCR064C	0.3486992095804749
YCR065W	-0.17810579017171452
YCR066W	0.9787993073232871
YCR067C	-0.4983205939426513
YCR068W	1.1027534249120372
YCR069W	0.17309754299641097
YCR071C	3.9227096000561
YCR073C	-0.4776615743445263
YCR073W-A	-0.7875468683164017
YCR075C	0.5656189153607866
YCR076C	-0.5189796135407775
YCR077C	-4.134308043212654
YCR079W	-0.6119452017323401
YCR081W	
YCR082W	0.7102320525476618
YCR083W	-0.952819025101403
YCR084C	
YCR085W	0.3796877389776613
YCR086W	-0.7565583389192142
YCR087C-A	0.7205615623467231
YCR087W	0.8858337191317234
YCR088W	-0.10579922157827805
YCR089W	0.617266464356098
YCR090C	0.13177950380016093
YCR091W	-0.09546971177921439
YCR092C	0.13177950380016093
YCR094W	-0.8805124565079644
YCR095C	-0.271071378363276
YCR098C	-0.15744677057358947
YCR099C	-0.0644811823820257
YCR100C	0.1111204842020359
YCR101C	-0.054151672582964334
YCR102C	0.24540411158984973
YCR102W-A	-0.033492652984839305
YCR105W	-0.2607418685642146
YCR106W	0.02848440580953578
YCR107W	-0.35370745675577725
YDL001W	1.6915354834585994
YDL002C	1.1750599935054737
YDL006W	-0.7875468683164017
YDL009C	1.1337419543092238
YDL010W	0.33836969978141124
YDL011C	0.2557336213889111
YDL012C	-0.24008284896608958
YDL013W	
YDL018C	0.9374812681270348
YDL019C	0.3177106801832862
YDL020C	-0.5499681429379639
YDL021W	-0.29173039796140215
YDL022W	0.3796877389776613
YDL023C	0.1111204842020359
YDL024C	0.13177950380016093
YDL025C	0.7618796015429732
YDL026W	0.6792435231504731
YDL027C	0.29705166058516114
YDL032W	-1.6035781424423403
YDL033C	-0.8185353977135904
YDL034W	0.5243008761645341
YDL035C	1.2783550914960988
YDL036C	0.4829828369682864
YDL037C	0.5346303859635978
YDL039C	-0.25557711366468167
YDL040C	1.4952747972764104
YDL041W	-2.058076573601091
YDL044C	
YDL045W-A	
YDL046W	-0.42601402534921373
YDL047W	
YDL048C	0.7618796015429732
YDL049C	0.05947293520672218
YDL050C	-0.42601402534921373
YDL051W	-0.20909431956890204
YDL052C	-0.17810579017171452
YDL053C	0.09046146460391087
YDL054C	0.1627680331973473
YDL056W	1.5985698952670357
YDL057W	0.12144999400109956
YDL059C	-8.297100492234843
YDL061C	0.3900172487767226
YDL062W	1.2163780327017237
YDL063C	2.3422946007995367
YDL065C	1.3919796992857854
YDL066W	-0.09546971177921439
YDL067C	1.8361486206454747
YDL068W	0.4210057781739113
YDL069C	1.402309209084849
YDL070W	-0.30205990776046465
YDL071C	0.05947293520672218
YDL072C	0.5036418565664115
YDL073W	0.5346303859635978
YDL074C	1.4849452874773492
YDL075W	
YDL076C	0.1627680331973473
YDL077C	1.6915354834585994
YDL078C	0.1111204842020359
YDL079C	0.6792435231504731
YDL080C	0.04914342540766081
YDL081C	1.1337419543092238
YDL082W	-0.5189796135407775
YDL083C	
YDL085W	0.4210057781739113
YDL086W	0.8341861701364096
YDL088C	0.5139713663654728
YDL089W	0.5862779349589116
YDL090C	
YDL091C	-0.4983205939426513
YDL093W	0.3073811703842225
YDL094C	-0.10579922157827805
YDL095W	0.29705166058516114
YDL096C	0.08013195480484721
YDL099W	-0.08514020198015072
YDL100C	0.658584503552348
YDL101C	-1.3246813778676525
YDL104C	0.2867221507860975
YDL106C	
YDL107W	
YDL109C	-0.3330484371576522
YDL110C	0.09046146460391087
YDL112W	-0.20909431956890204
YDL113C	0.08013195480484721
YDL114W	0.3900172487767226
YDL115C	
YDL116W	
YDL117W	-0.9321600055032769
YDL118W	-0.0644811823820257
YDL119C	-0.7152402997229652
YDL121C	-0.41568451555015234
YDL122W	-0.3123894175595272
YDL123W	-0.16777628037265085
YDL124W	0.15243852339828595
YDL125C	-0.6739222605267152
YDL127W	0.3900172487767226
YDL128W	0.23507460179078607
YDL129W	-0.3123894175595272
YDL130W	0.8548451897345346
YDL130W-A	0.8135271505382868
YDL131W	-0.6842517703257766
YDL133C-A	0.14727376849875526
YDL133W	0.4003467585757863
YDL134C	-0.42601402534921373
YDL135C	0.9271517583279734
YDL136W	0.5966074447579729
YDL137W	0.8031976407392232
YDL138W	-0.32271892735858854
YDL142C	1.7535125422529745
YDL144C	0.5036418565664115
YDL146W	0.27639264098703614
YDL149W	-0.3330484371576522
YDL151C	
YDL154W	-0.20909431956890204
YDL155W	0.18342705279547236
YDL156W	0.7102320525476618
YDL157C	0.05947293520672218
YDL160C	1.5985698952670357
YDL161W	-0.20909431956890204
YDL162C	0.8031976407392232
YDL167C	0.23507460179078607
YDL168W	0.4210057781739113
YDL169C	0.2557336213889111
YDL170W	0.2660631311879725
YDL171C	-0.0025041235876529086
YDL172C	0.3280401899823476
YDL173W	1.4849452874773492
YDL174C	0.916822248528912
YDL175C	-0.3950254959520273
YDL176W	1.1027534249120372
YDL177C	0.08013195480484721
YDL178W	-0.43634353514827734
YDL179W	0.018154896010474413
YDL180W	-0.17810579017171452
YDL182W	-0.4570025547464024
YDL183C	-0.09546971177921439
YDL184C	-0.17810579017171452
YDL185W	-2.4092799067692154
YDL186W	0.2867221507860975
YDL187C	-0.21942382936796342
YDL188C	0.33836969978141124
YDL189W	-0.5293091233398388
YDL190C	-0.07481069218108936
YDL191W	
YDL192W	1.2680255816970352
YDL194W	0.49331234676734775
YDL197C	-0.3330484371576522
YDL198C	
YDL199C	-0.07481069218108936
YDL200C	-0.11612873137733942
YDL201W	-0.271071378363276
YDL202W	
YDL203C	-0.8598534369098393
YDL204W	-0.4776615743445263
YDL206W	
YDL210W	0.1421090135992246
YDL211C	-0.2504123587651521
YDL213C	-0.19876480976983954
YDL214C	-0.19876480976983954
YDL215C	-0.11612873137733942
YDL216C	-0.07481069218108936
YDL218W	-0.9011714761060905
YDL219W	0.09046146460391087
YDL222C	-0.12645824117640309
YDL223C	-0.35370745675577725
YDL224C	-0.15744677057358947
YDL225W	-0.9838075544985895
YDL226C	-0.5809566723351515
YDL227C	-0.24008284896608958
YDL229W	-0.6635927507276527
YDL230W	0.10079097440297223
YDL231C	-0.7049107899239015
YDL232W	
YDL233W	0.06980244500578583
YDL234C	-0.12645824117640309
YDL236W	0.3900172487767226
YDL237W	-0.48799108414358994
YDL238C	0.5862779349589116
YDL239C	0.23507460179078607
YDL240W	0.09046146460391087
YDL241W	-0.43634353514827734
YDL242W	0.45199430757110004
YDL243C	0.5139713663654728
YDR001C	0.4313352879729727
YDR003W	0.49331234676734775
YDR004W	-6.138232944230779
YDR005C	0.3796877389776613
YDR006C	-0.07481069218108936
YDR007W	-0.29173039796140215
YDR008C	0.4313352879729727
YDR009W	-0.28140088816233966
YDR010C	-0.9218304957042155
YDR011W	-0.870182946708903
YDR014W	0.41067626837484766
YDR015C	0.3073811703842225
YDR017C	
YDR018C	0.4829828369682864
YDR019C	0.658584503552348
YDR020C	1.04077636611766
YDR022C	-0.32271892735858854
YDR024W	
YDR025W	
YDR026C	0.8135271505382868
YDR027C	
YDR028C	0.6999025427485981
YDR029W	0.08013195480484721
YDR030C	0.3900172487767226
YDR031W	0.08013195480484721
YDR032C	0.35902871937953623
YDR033W	-0.3123894175595272
YDR034C	0.7205615623467231
YDR035W	-0.0025041235876529086
YDR036C	0.5656189153607866
YDR042C	0.27639264098703614
YDR043C	-0.18843529997077701
YDR046C	0.33836969978141124
YDR048C	
YDR049W	0.7412205819448481
YDR051C	0.3280401899823476
YDR055W	0.06980244500578583
YDR056C	0.5243008761645341
YDR057W	-0.9734780446995281
YDR058C	-0.0644811823820257
YDR059C	0.8445156799354733
YDR061W	-0.054151672582964334
YDR063W	0.47265332716922276
YDR065W	3.0447012671357876
YDR066C	0.9684697975242235
YDR067C	0.7308910721457844
YDR068W	0.6482549937532867
YDR069C	
YDR070C	1.505604307075474
YDR071C	0.2867221507860975
YDR072C	0.8445156799354733
YDR073W	0.3796877389776613
YDR074W	
YDR075W	-4.299580199997655
YDR076W	-6.7373445125764055
YDR077W	0.5759484251598479
YDR078C	0.6482549937532867
YDR079W	1.763842052052036
YDR080W	1.3506616600895354
YDR083W	0.1421090135992246
YDR084C	0.7722091113420368
YDR085C	0.637925483954223
YDR089W	1.6295584246642243
YDR090C	1.0201173465195372
YDR092W	
YDR093W	0.658584503552348
YDR094W	0.658584503552348
YDR095C	0.15243852339828595
YDR096W	1.299014111094224
YDR097C	0.7928681309401618
YDR098C	0.2557336213889111
YDR099W	0.637925483954223
YDR100W	1.1750599935054737
YDR101C	2.4146011693929754
YDR102C	0.2660631311879725
YDR104C	0.47265332716922276
YDR105C	0.3796877389776613
YDR107C	0.49331234676734775
YDR108W	0.8445156799354733
YDR109C	0.2660631311879725
YDR110W	0.33836969978141124
YDR111C	-0.1471172607745281
YDR112W	-0.15744677057358947
YDR114C	4.862694991770788
YDR115W	1.8464781304445361
YDR116C	0.7928681309401618
YDR117C	0.10079097440297223
YDR119W	-0.29173039796140215
YDR120C	0.17309754299641097
YDR121W	-0.4570025547464024
YDR122W	-0.5602976527370276
YDR123C	-0.07481069218108936
YDR124W	-0.7772173585173403
YDR125C	1.6192289148651606
YDR126W	-0.32271892735858854
YDR127W	-0.1471172607745281
YDR128W	0.19375656259453602
YDR129C	
YDR130C	-0.48799108414358994
YDR131C	-0.3950254959520273
YDR132C	0.04914342540766081
YDR133C	-0.57062716253609
YDR135C	0.1421090135992246
YDR136C	1.1750599935054737
YDR137W	3.4268931297010994
YDR138W	
YDR139C	-2.5952110831523405
YDR140W	1.4849452874773492
YDR142C	-0.9115009859051518
YDR143C	-0.32271892735858854
YDR144C	-0.5499681429379639
YDR146C	0.6482549937532867
YDR147W	-0.21942382936796342
YDR148C	0.2660631311879725
YDR149C	-0.02316314318577794
YDR150W	-3.3595948082829667
YDR151C	0.19375656259453602
YDR152W	0.5036418565664115
YDR153C	0.1111204842020359
YDR154C	0.20408607239359738
YDR155C	-0.37436647635390113
YDR156W	1.0820944053139123
YDR157W	-0.5912861821342151
YDR158W	1.6295584246642243
YDR159W	-3.122016082904529
YDR161W	
YDR162C	-1.696543730633903
YDR163W	-0.0025041235876529086
YDR165W	-0.6119452017323401
YDR169C	0.3073811703842225
YDR171W	
YDR173C	
YDR174W	-4.599135984170467
YDR175C	4.976319599560474
YDR176W	
YDR178W	1.722524012855786
YDR179C	-1.4796240248535901
YDR179W-A	-0.28140088816233966
YDR181C	0.2660631311879725
YDR183W	-0.5086501037417149
YDR184C	0.6792435231504731
YDR185C	
YDR186C	
YDR191W	
YDR192C	
YDR193W	-0.24008284896608958
YDR194C	1.061435385715785
YDR195W	0.17309754299641097
YDR197W	-0.30205990776046465
YDR198C	-0.5086501037417149
YDR199W	-1.2110567700779649
YDR200C	-0.2607418685642146
YDR202C	-0.08514020198015072
YDR203W	0.13177950380016093
YDR204W	0.8238566603373483
YDR205W	-0.3330484371576522
YDR206W	0.3900172487767226
YDR207C	-2.843119318329841
YDR209C	-0.849523927110778
YDR210W	-0.6635927507276527
YDR213W	-0.32271892735858854
YDR214W	0.24540411158984973
YDR215C	-0.4673320645454649
YDR216W	-0.18843529997077701
YDR217C	-0.12645824117640309
YDR218C	-0.4466730449473399
YDR219C	-0.5293091233398388
YDR220C	-0.5396386331389025
YDR221W	0.3177106801832862
YDR222W	-0.4466730449473399
YDR223W	0.02848440580953578
YDR225W	0.27639264098703614
YDR226W	
YDR229W	0.5346303859635978
YDR230W	1.0201173465195372
YDR231C	1.4642862678792241
YDR233C	-0.0025041235876529086
YDR234W	0.8341861701364096
YDR237W	2.672838914369537
YDR239C	0.4313352879729727
YDR241W	1.5365928364726629
YDR242W	0.018154896010474413
YDR244W	0.3796877389776613
YDR245W	
YDR247W	-0.17810579017171452
YDR248C	-0.9838075544985895
YDR249C	-0.17810579017171452
YDR250C	-0.0025041235876529086
YDR251W	0.3073811703842225
YDR252W	-0.2504123587651521
YDR253C	-0.9011714761060905
YDR254W	0.29705166058516114
YDR255C	-0.952819025101403
YDR256C	-0.4673320645454649
YDR257C	-0.9218304957042155
YDR258C	-0.5396386331389025
YDR259C	-0.271071378363276
YDR260C	-1.8308273580217156
YDR261C	-0.994137064297652
YDR262W	-0.3123894175595272
YDR263C	0.09046146460391087
YDR264C	
YDR265W	0.3796877389776613
YDR266C	-0.653263240928589
YDR268W	2.2596585224070367
YDR269C	0.3796877389776613
YDR270W	-0.1471172607745281
YDR271C	-0.8288649075126517
YDR272W	-0.2607418685642146
YDR273W	0.5139713663654728
YDR274C	0.02848440580953578
YDR275W	0.17309754299641097
YDR276C	-0.4776615743445263
YDR277C	-0.13678775097546444
YDR278C	0.20408607239359738
YDR279W	0.9478107779260985
YDR281C	0.2660631311879725
YDR282C	-0.4466730449473399
YDR283C	0.007825386211410752
