orf	het | growth (pooled culture) | macbecin II [200-400 uM], temperature [15 C] | YPD + DMSO | Franzosa EA~McClellan AJ, 2011
YAL001C	0.608704471873065
YAL002W	-1.3797485039122368
YAL003W	0.5834489302669861
YAL004W	4.31790168241923
YAL005C	2.950173795885563
YAL007C	0.7299310715822455
YAL008W	0.28262736802568666
YAL009W	0.8881991323136751
YAL010C	0.07244513843731656
YAL011W	2.7644052565164032
YAL012W	-0.8574077800727279
YAL014C	1.1519792335327241
YAL015C	0.12862468765439536
YAL016W	3.108441856616993
YAL017W	0.7664112983465818
YAL018C	0.0007755237018432225
YAL019W	0.19282988675962723
YAL020C	0.045337523780124886
YAL021C	-0.5327337618701322
YAL022C	0.5334990813127398
YAL023C	-2.1548691375157034
YAL024C	-0.31194420480720847
YAL025C	-0.47352354766032395
YAL026C	0.7192676206819009
YAL027W	0.7428394595142414
YAL028W	0.8534026083230772
YAL029C	0.48972280919553574
YAL030W	1.184530820491671
YAL031C	0.5986022552306332
YAL032C	0.6160005172259327
YAL033W	0.674930114306784
YAL034C-B	0.3028318013105503
YAL034W-A	0.3909455798028713
YAL035W	0.15040057686141473
YAL036C	0.09478226190224874
YAL037W	1.6857130128078643
YAL038W	0.8270245982011715
YAL039C	0.6614604921168753
YAL040C	0.50206996286962
YAL041W	0.5127334137699646
YAL042C-A	1.9360234918370045
YAL042W	0.903913691535235
YAL043C	0.49589638603257785
YAL044C	7.464180932278785
YAL045C	3.6910030163305523
YAL046C	0.1629161008128715
YAL047C	-0.1857787436283954
YAL048C	0.4431403657887676
YAL049C	0.8320757065223879
YAL051W	0.99483364131712
YAL053W	0.9095260341143644
YAL054C	-0.13094615663030756
YAL055W	0.36905744374426924
YAL056C-A	-0.04008233027421415
YAL058W	0.19395235527545285
YAL059W	2.54889130147786
YAL060W	0.18014599253079674
YAL061W	0.3039542698263759
YAL062W	0.17144686153314695
YAL064C-A	0.728247368808507
YAL065C	0.044776289522212076
YAL067C	1.771581854268534
YAL068C	0.482987998100582
