ORF	het | growth (pooled culture) | macbecin II [200-400 uM], temperature [15 C] | YPD + DMSO | Franzosa EA~McClellan AJ, 2011
YGR004W	0.973
YML131W	0.973
YPL166W	0.973
YBR204C	0.973
YCR022C	0.973
YGR212W	0.973
YPL246C	0.973
YDR340W	0.973
YJL091C	0.973
YLR394W	0.973
YKR042W	0.973
YIL019W	0.973
YDL032W	0.973
YNL063W	0.973
YKR024C	0.973
YPL236C	0.973
YNL074C	0.973
YJL058C	0.973
YIR043C	0.973
YIL036W	0.974
YGL168W	0.974
YPR127W	0.974
YKL151C	0.974
YPR047W	0.997
YMR293C	0.974
YLR457C	0.974
YDL030W	0.974
YAL065C	0.974
YLR183C	0.974
YMR175W	1.012
YAL020C	0.974
YNL025C	0.974
YDR195W	0.974
YCL025C	0.974
YGL224C	0.974
YFR018C	0.974
YCR013C	0.975
YHR210C	0.975
YBL029W	0.975
YDL226C	0.975
YPR201W	0.975
YLR189C	0.975
YCR001W	0.975
YMR174C	0.976
YDR170C	0.975
YJL178C	0.975
YIL152W	0.975
YDR060W	0.975
YOL147C	0.975
YNL120C	0.975
YKL063C	0.975
YER056C	0.975
YOR170W	0.976
YFR023W	0.976
YIL029C	0.976
YOR183W	0.976
YKL070W	0.976
YGR228W	0.976
YLR213C	0.976
YOR184W	0.976
YBR269C	0.976
YBR214W	0.976
YER081W	0.976
YAR050W	0.976
YNL134C	0.976
YLR019W	0.976
YOR297C	0.976
YPR149W	0.976
YNL327W	0.976
YPR177C	0.976
YOR132W	0.976
YIL092W	0.976
YBR108W	0.976
YMR269W	0.976
YDR512C	0.976
YBL038W	0.977
YMR138W	0.977
YJR043C	0.977
YDR367W	0.977
YIL010W	0.977
YGL218W	0.977
YOL026C	0.977
YNL232W	0.977
YNL123W	0.977
YJL136C	0.977
YGL010W	0.977
YEL004W	0.977
YPL044C	0.977
YER001W	0.977
YKL121W	0.977
YKL097C	0.977
YPL092W	0.977
YJL080C	0.977
YOR204W	0.977
YJL186W	0.977
YOR052C	0.977
YLR458W	0.977
YML122C	0.977
YPR165W	0.977
YGR249W	0.977
YKR045C	0.977
YNL198C	0.977
YEL016C	0.978
YNL082W	0.978
YGL174W	0.978
YER022W	0.978
YGL056C	0.978
YCR053W	0.978
YPL265W	0.978
YER096W	0.978
YIL124W	0.978
YGR195W	0.978
YNL046W	0.978
YOR228C	0.978
YHL024W	0.978
YPR171W	0.978
YPL067C	0.978
YGL027C	0.978
YGL104C	0.978
YPL081W	0.978
YOL112W	0.978
YOR100C	0.978
YPL058C	0.979
YML115C	0.979
YGR247W	0.979
YML128C	0.979
YHR032W	0.979
YBL074C	0.979
YJR034W	0.979
YHR013C	0.979
YJL049W	0.979
YLR357W	0.979
YAL010C	0.979
YDL068W	0.979
YBR271W	0.979
YKR009C	0.979
YGL065C	0.979
YAR020C	0.979
YDR440W	0.979
YOL092W	0.979
YGR271W	0.979
YJL104W	0.979
YMR286W	0.979
YJR116W	0.979
YPL061W	0.979
YDL114W	0.979
YDR522C	0.979
YDR511W	0.979
YDL095W	0.979
YLR238W	0.979
YBR207W	0.979
YKL085W	0.980
YNL085W	0.980
YJL209W	0.980
YJR102C	0.980
YJR059W	0.980
YJL046W	0.980
YNL278W	0.980
YOL158C	0.980
YPL253C	0.980
YJR054W	0.980
YLR318W	0.980
YBR141C	0.980
YMR306C-A	0.980
YJR135C	0.980
YIL077C	0.980
YFL016C	0.980
YOR285W	0.980
YGR256W	0.980
YEL028W	0.980
YKL116C	0.980
YGR102C	0.980
YAR002C-A	0.980
YKL179C	0.981
YMR291W	0.981
YPL262W	0.981
YBR230C	0.981
YML079W	0.981
YDR230W	0.981
YKR048C	0.981
YNL133C	0.981
YDR299W	0.981
YDR272W	0.981
YOR161C	0.981
YBL097W	0.981
YER087C-B	0.981
YOL028C	0.982
YCR061W	0.982
YPR035W	0.982
YIL004C	0.982
YNL053W	0.982
YKR066C	0.982
YOR134W	0.982
YOR251C	0.982
YBL024W	0.982
YBR098W	1.056
YOR133W	0.982
YOR242C	0.982
YBR216C	0.982
YML118W	0.982
YER055C	0.982
YDR053W	0.982
YNL080C	0.983
YMR149W	0.983
YGR151C	0.983
YIL085C	0.983
YDL157C	0.983
YMR298W	0.983
YGR122W	0.983
YKR003W	0.983
YKL112W	0.983
YDR071C	0.983
YPR086W	0.983
YAL036C	0.983
YNL290W	0.983
YOR149C	0.983
YGR080W	0.983
YPR168W	0.983
YHL038C	0.983
YMR163C	0.983
YNL158W	0.983
YHL017W	0.983
YML107C	0.983
YML020W	0.983
YKL057C	0.983
YOR260W	0.983
YLR368W	0.984
YGR015C	0.984
YEL003W	0.984
YOL151W	0.984
YIL040W	0.984
YGR221C	0.984
YGL019W	0.984
YML011C	0.984
YJR117W	0.984
YDR521W	0.984
YKL098W	0.984
YBR083W	0.984
YKL030W	0.984
YGL007W	0.984
YDL028C	0.984
YOR226C	0.984
YLR280C	0.984
YBR092C	0.984
YNL213C	0.984
YIR035C	0.984
YDR031W	0.984
YDL124W	0.984
YGR009C	0.984
YOR196C	0.984
YER135C	0.985
YDR202C	0.985
YKL120W	0.985
YJL067W	0.985
YBL089W	0.985
YMR031C	0.985
YDL054C	0.985
YGR273C	0.985
YCL049C	0.985
YGR201C	0.985
YGR031W	0.985
YCR089W	0.985
YKL203C	0.985
YNL217W	0.985
YPL248C	0.985
YPL033C	0.985
YDR076W	0.985
YBL018C	0.985
YPR097W	0.985
YCL045C	0.985
YGR253C	0.985
YEL058W	0.985
YPR169W	0.985
YDL165W	0.985
YHR188C	0.985
YER127W	0.985
YGR039W	0.985
YCR024C-A	0.985
YDR174W	0.985
YLL014W	0.985
YPL107W	0.985
YJL065C	0.986
YPL212C	0.986
YIL057C	0.986
YBR227C	0.986
YLL010C	0.986
YGL063W	0.986
YDR142C	0.986
YEL027W	0.986
YBR175W	0.986
YLR171W	0.986
YDR201W	0.986
YPL187W	0.986
YFR054C	0.986
YGL233W	0.986
YMR134W	0.986
YGR104C	0.986
YOR124C	0.986
YKR054C	0.986
YGL026C	0.986
YGL156W	0.986
YLR199C	0.986
YJL086C	0.987
YCL026C-A	0.987
YGR003W	0.987
YNL312W	0.987
YPL211W	0.987
YGR229C	0.987
YPL034W	0.987
YGR091W	0.987
YCL054W	0.987
YNL274C	0.987
YDR107C	0.987
YJR125C	0.987
YGR287C	0.987
YGL131C	0.987
YIR039C	0.987
YKR006C	0.987
YCL056C	0.987
YCL055W	0.987
YHR003C	0.987
YGL078C	0.987
YPL269W	0.987
YGR243W	0.987
YCL076W	0.987
YGR295C	0.987
YKR027W	0.987
YGR071C	0.987
YKR038C	0.987
YDL160C	0.987
YML125C	0.987
YOL062C	0.987
YBL092W	0.987
YJL064W	0.987
YDR119W	0.987
YKL007W	0.988
YDL164C	0.988
YPL020C	0.988
YFL040W	0.988
YCR082W	0.988
YJL179W	0.988
YJR112W	0.988
YKL140W	0.988
YOR300W	0.988
YGR254W	0.988
YJR080C	0.988
YPL185W	0.988
YCR033W	0.988
YJL147C	0.988
YBR106W	0.988
YDR534C	0.988
YPL072W	0.988
YGL135W	0.988
YGR088W	0.988
YML066C	0.988
YJL095W	0.988
YJL124C	0.988
YNL173C	0.988
YBR244W	0.988
YDR535C	0.989
YER107C	0.989
YGL157W	0.989
YKR070W	0.989
YMR312W	0.989
YPL247C	0.989
YDL067C	0.989
YGL057C	0.989
YAL015C	0.989
YPR025C	0.989
YPL052W	0.989
YIL073C	0.989
YKL124W	0.989
YBR293W	0.989
YEL012W	0.989
YMR181C	0.989
YDL123W	0.989
YBR102C	0.990
YPR118W	0.990
YCR004C	0.990
YML048W	0.990
YPR050C	0.990
YER013W	0.990
YIR019C	0.990
YBR042C	0.990
YMR139W	0.990
YJL022W	0.990
YLR393W	0.990
YGL148W	0.990
YJR025C	0.990
YDR445C	0.990
YLR045C	0.990
YMR236W	0.990
YGL120C	0.990
YER158C	0.990
YPL183W-A	0.990
YBR125C	0.991
YBL046W	0.991
YBL033C	0.991
YMR117C	0.991
YNL034W	0.991
YLR362W	0.991
YJR069C	0.991
YML024W	0.991
YMR250W	0.991
YIL001W	0.991
YGR042W	0.991
YHR016C	0.991
YDR322W	0.991
YCR066W	0.991
YNL104C	0.991
YGR067C	0.991
YBL076C	0.991
YCL030C	0.991
YPL137C	0.991
YDR048C	0.991
YPL168W	0.991
YOL035C	0.991
YLR279W	0.991
YFL003C	0.991
YML080W	0.992
YNL221C	0.992
YHR131C	0.992
YDR510W	0.992
YMR264W	0.992
YFR031C-A	0.992
YCR092C	0.992
YNL066W	0.992
YDL133W	0.992
YGL242C	0.992
YGL038C	0.992
YOR009W	0.992
YFR044C	0.992
YCL044C	0.992
YKR021W	0.992
YMR137C	0.993
YMR013C	0.993
YOR077W	0.993
YPL180W	0.993
YLR151C	0.993
YNL333W	0.993
YGL107C	0.993
YCR101C	0.993
YHL007C	0.993
YMR173W	0.993
YAL035W	0.993
YBR237W	0.993
YHR113W	0.993
YLL036C	0.993
YGR199W	0.993
YKL059C	0.993
YPR009W	0.993
YLR341W	0.993
YOR012W	0.993
YOL039W	0.993
YDR165W	0.993
YDR218C	0.993
YBR236C	0.993
YPR101W	0.993
YNL115C	0.993
YKL105C	0.993
YKL099C	0.993
YIL003W	0.994
YDR061W	0.994
YML061C	0.994
YOR168W	0.994
YKL067W	0.994
YKL069W	0.994
YMR297W	0.994
YNL073W	0.994
YLR010C	0.994
YLR034C	0.994
YER011W	0.994
YPR068C	0.994
YLR194C	0.994
YMR123W	0.994
YOL138C	0.994
YBR060C	0.994
YLR112W	0.994
YNL041C	0.994
YMR322C	0.994
YDR502C	0.994
YOR179C	0.994
YOR350C	0.994
YDR525W	0.994
YGR057C	0.995
YJR139C	0.995
YDL044C	0.995
YPR026W	0.995
YGR189C	0.995
YCR079W	0.995
YLR308W	0.995
YKL181W	0.995
YHR074W	0.995
YLL030C	0.995
YOL122C	0.995
YGR220C	0.995
YML012W	0.995
YIL068C	0.995
YJR109C	0.995
YGR285C	0.995
YAL046C	0.995
YMR311C	0.995
YMR201C	0.995
YER027C	0.995
YBR127C	0.995
YDR171W	0.995
YPR030W	0.995
YMR009W	0.995
YEL014C	0.995
YDR216W	0.995
YJR008W	0.996
YER066W	0.996
YMR268C	0.996
YKL113C	0.996
YNL321W	0.996
YLR096W	0.996
YLR300W	0.996
YPL036W	0.996
YMR164C	0.996
YCR030C	0.996
YOL166C	0.996
YHR083W	0.996
YGR149W	0.996
YDR383C	0.996
YOL089C	0.996
YHR189W	0.996
YMR159C	0.996
YGR245C	0.996
YJR147W	0.996
YJR095W	0.996
YNL154C	0.996
YOR323C	0.996
YJR153W	0.996
YNL129W	0.997
YDR235W	0.997
YBR235W	0.997
YOR154W	0.997
YML052W	0.997
YOR115C	0.997
YAL062W	0.997
YNL024C	0.997
YMR103C	0.997
YGR271C-A	0.997
YKL078W	0.997
YPL037C	0.997
YNR060W	0.997
YGL244W	0.997
YIL059C	0.997
YPL083C	0.997
YKR013W	0.997
YMR273C	0.997
YDR205W	0.997
YIR024C	0.997
YPR196W	0.997
YAR043C	0.997
YML027W	0.997
YOR317W	0.997
YER155C	0.997
YJR106W	0.997
YKL154W	0.998
YML077W	0.998
YML015C	0.998
YOL143C	0.998
YOR033C	0.998
YOR290C	0.998
YOR003W	0.998
YMR251W	0.998
YKL032C	0.998
YEL060C	0.998
YDL022W	0.998
YAL060W	0.998
YOR270C	0.998
YHR078W	0.998
YLR406C	0.998
YJR100C	0.998
YJL090C	0.998
YGL161C	0.999
YIR008C	0.999
YKL104C	0.999
YMR031W-A	0.999
YJR056C	0.999
YJL096W	0.999
YMR244C-A	0.999
YNL324W	0.999
YHR009C	0.999
YML101C	0.999
YMR155W	0.999
YGL081W	0.999
YLL013C	0.999
YLR190W	0.999
YLR378C	0.999
YGL117W	0.999
YNL204C	0.999
YPL268W	0.999
YGR045C	0.999
YJL002C	0.999
YJL181W	1.000
YGR241C	1.000
YPR162C	1.000
YGL247W	1.000
YOR175C	1.000
YOR344C	1.000
YOL023W	1.000
YMR127C	1.000
YBR159W	1.000
YIL164C	1.000
YNL087W	1.000
YMR022W	1.000
YDR428C	1.000
YOL146W	1.000
YOR382W	1.000
YNL012W	1.000
YJR014W	1.000
YDL104C	1.000
YOR233W	1.000
YEL040W	1.000
YBR294W	1.000
YJL153C	1.000
YFR014C	1.000
YAL019W	1.000
YPL164C	1.000
YNL243W	1.000
YLR004C	1.000
YGL201C	1.000
YKR012C	1.001
YER072W	1.001
YAL058W	1.001
YLL048C	1.001
YER150W	1.001
YLR398C	1.001
YPR135W	1.001
YFR025C	1.001
YNR016C	1.001
YLR121C	1.001
YKL218C	1.001
YIL009W	1.001
YOR010C	1.001
YMR105C	1.001
YNR059W	1.001
YOR352W	1.001
YNL207W	1.001
YHR015W	1.001
YFL011W	1.001
YMR100W	1.001
YHL046C	1.001
YOR176W	1.001
YMR206W	1.001
YDL080C	1.001
YJR065C	1.001
YMR101C	1.002
YIL157C	1.002
YCR005C	1.002
YMR260C	1.002
YJR140C	1.002
YPR072W	1.002
YOL150C	1.002
YCL028W	1.002
YJR137C	1.002
YJL036W	1.002
YBL049W	1.002
YBR167C	1.002
YJR037W	1.002
YCR015C	1.002
YGR017W	1.002
YLL039C	1.002
YOR152C	1.002
YDR144C	1.002
YOR143C	1.002
YBL017C	1.002
YKL186C	1.002
YJR120W	1.002
YOL101C	1.003
YHL042W	1.003
YNL335W	1.003
YBR018C	1.003
YML057W	1.003
YLR404W	1.003
YKR047W	1.003
YJL041W	1.003
YBR158W	1.003
YJL214W	1.003
YGL181W	1.003
YMR130W	1.004
YLR085C	1.004
YHR017W	1.004
YLR241W	1.004
YNL124W	1.004
YML034C-A	1.004
YMR107W	1.004
YBR161W	1.004
YDL205C	1.004
YGR140W	1.004
YLR181C	1.004
YOL128C	1.004
YNL286W	1.004
YLR177W	1.004
YPL009C	1.004
YML109W	1.004
YGR230W	1.004
YCR046C	1.005
YMR147W	1.005
YLR140W	1.005
YKR072C	1.005
YDR222W	1.005
YIL084C	1.005
YGR113W	1.005
YOL032W	1.005
YCL051W	1.005
YGR237C	1.005
YGL257C	1.005
YJL045W	1.005
YLL049W	1.005
YMR316C-B	1.005
YDL025C	1.005
YML100W	1.005
YNR028W	1.005
YOR302W	1.006
YER143W	1.006
YKR043C	1.006
YOR359W	1.006
YKR055W	1.006
YDL016C	1.006
YPL002C	1.006
YNL250W	1.006
YKL178C	1.006
YPR019W	1.006
YMR239C	1.006
YPL074W	1.006
YOL119C	1.006
YOL085C	1.006
YGL076C	1.006
YMR213W	1.006
YFR048W	1.006
YLR137W	1.006
YPR077C	1.006
YGR146C	1.006
YLR435W	1.006
YML106W	1.006
YNR069C	1.006
YGR019W	1.006
YNL079C	1.006
YKR058W	1.007
YLR187W	1.007
YOR351C	1.007
YPR198W	1.007
YKL143W	1.007
YJL030W	1.007
YKL071W	1.007
YNL255C	1.007
YNL055C	1.007
YDR229W	1.007
YAR042W	1.125
YER017C	1.007
YLR193C	1.007
YML008C	1.007
YCL041C	1.007
YMR277W	1.007
YDL040C	1.007
YER179W	1.007
YDR214W	1.008
YOR165W	1.008
YNL293W	1.008
YOL095C	1.008
YKR077W	1.008
YLR386W	1.008
YJR083C	1.008
YBR117C	1.008
YBL070C	1.008
YMR193W	1.008
YNL044W	1.008
YPR100W	1.008
YCR100C	1.008
YCR088W	1.008
YFR027W	1.008
YJL083W	1.008
YER069W	1.008
YOR329C	1.008
YCR106W	1.008
YML111W	1.008
YOR332W	1.008
YGR259C	1.008
YDR020C	1.008
YGL118C	1.009
YER132C	1.009
YLL054C	1.009
YJR050W	1.009
YDL006W	1.009
YJL088W	1.009
YBR249C	1.009
YEL029C	1.009
YJR149W	1.009
YMR191W	1.009
YNL305C	1.009
YDR043C	1.009
YBL081W	1.009
YKL130C	1.009
YGL050W	1.009
YJL207C	1.009
YGR070W	1.009
YML055W	1.009
YKR022C	1.009
YGL029W	1.009
YIL054W	1.009
YBR259W	1.009
YOR220W	1.010
YLR025W	1.010
YJL155C	1.010
YDR166C	1.010
YMR029C	1.010
YPR121W	1.010
YDL088C	1.010
YML030W	1.010
YJR131W	1.010
YPR064W	1.010
YKL136W	1.010
YDL175C	1.010
YPL230W	1.010
YOL006C	1.010
YJL073W	1.010
YKL194C	1.010
YGR105W	1.010
YBR153W	1.010
YJL160C	1.010
YDL153C	1.010
YLR237W	1.010
YCR052W	1.010
YIR006C	1.010
YKL047W	1.010
YOR118W	1.011
YDL177C	1.011
YDL037C	1.011
YGR192C	1.011
YMR287C	1.011
YER101C	1.011
YFL060C	1.011
YKR016W	1.011
YPR028W	1.011
YOR326W	1.011
YKL041W	1.011
YOL091W	1.011
YEL019C	1.011
YER048W-A	1.011
YGR048W	1.011
YKL066W	1.011
YMR200W	1.012
YLR418C	1.012
YIL060W	1.012
YDR223W	1.012
YGR016W	1.012
YGR210C	1.012
YBR160W	1.012
YGR033C	1.012
YNL125C	1.012
YFR011C	1.012
YHR065C	1.012
YNL331C	1.012
YDR527W	1.012
YKR088C	1.012
YPR104C	1.012
YOR159C	1.013
YPR076W	1.013
YLR384C	1.013
YOR211C	1.013
YMR111C	1.013
YGR023W	1.013
YOL063C	1.013
YIL037C	1.013
YER134C	1.013
YNL092W	1.013
YLR439W	1.013
YOR364W	1.013
YLR367W	1.013
YJL070C	1.013
YDR480W	1.013
YLR392C	1.013
YOR363C	1.013
YER060W-A	1.014
YER124C	1.014
YJL169W	1.014
YOR328W	1.014
YMR034C	1.014
YDL001W	1.014
YDR372C	1.014
YHR021W-A	1.014
YPL032C	1.014
YPL015C	1.014
YDR319C	1.014
YOR239W	1.020
YMR044W	1.014
YER009W	1.014
YNL084C	1.014
YGR100W	1.014
YIR020C	1.014
YHR123W	1.014
YNL289W	1.014
YPR056W	1.015
YCR054C	1.015
YPR059C	1.015
YBR276C	1.015
YER032W	1.015
YOL117W	1.015
YDL012C	1.015
YKL111C	1.015
YPL183C	1.015
YKR105C	1.015
YNL195C	1.015
YDL154W	1.015
YGR078C	1.015
YDR131C	1.015
YDR529C	1.015
YGR108W	1.015
YMR272C	1.015
YGL067W	1.015
YNL111C	1.015
YHL010C	1.015
YMR294W	1.015
YMR261C	1.016
YBR282W	1.016
YLL044W	1.016
YPL094C	1.016
YMR195W	1.016
YDR251W	1.016
YLR253W	1.016
YBL035C	1.016
YGL241W	1.016
YMR114C	1.016
YDR208W	1.016
YBL020W	1.016
YLR428C	1.016
YML088W	1.016
YGR275W	1.016
YDL180W	1.016
YDR332W	1.016
YAL008W	1.016
YJL184W	1.016
YDR247W	1.017
YNL233W	1.017
YHR025W	1.017
YAR027W	1.017
YDR261C	1.017
YHR117W	1.017
YDR537C	1.017
YNL265C	1.017
YDR116C	1.017
YMR157C	1.017
YGL259W	1.017
YLR326W	1.017
YMR258C	1.017
YJR053W	1.017
YGR038W	1.017
YML126C	1.017
YER014C-A	1.017
YPL261C	1.017
YHL021C	1.017
YJR066W	1.017
YNL230C	1.017
YGL011C	1.017
YOL075C	1.017
YOR205C	1.017
YLL018C	1.017
YDL073W	1.017
YGL069C	1.018
YHR121W	1.018
YBL054W	1.018
YDR472W	1.018
YGR098C	1.018
YMR075W	1.018
YOR167C	1.018
YDR041W	1.018
YIL002C	1.018
YNL315C	1.018
YMR283C	1.018
YNL211C	1.018
YLR355C	1.018
YIL062C	1.018
YCR031C	1.018
YOL001W	1.018
YLR205C	1.018
YGL079W	1.018
YML091C	1.018
YJR113C	1.019
YMR025W	1.019
YPR153W	1.019
YPR079W	1.019
YGR222W	1.019
YGR208W	1.019
YDR120C	1.019
YER042W	1.019
YDR476C	1.019
YDR337W	1.019
YOL012C	1.019
YNL263C	1.019
YJR084W	1.019
YNR064C	1.019
YBL055C	1.019
YDR104C	1.019
YDR406W	1.020
YMR087W	1.020
YMR070W	1.020
YLL034C	1.020
YHR019C	1.020
YPR073C	1.020
YFR047C	1.020
YIR021W	1.020
YLR427W	1.020
YNL242W	1.020
YDL134C	1.020
YLR053C	1.020
YCR105W	1.020
YPR199C	1.020
YMR090W	1.020
YPR057W	1.020
YAL034C-B	1.020
YML041C	1.020
YPR151C	1.020
YJR032W	1.020
YLR015W	1.020
YAL061W	1.020
YEL054C	1.020
YGL165C	1.020
YMR285C	1.020
YNR052C	1.020
YML022W	1.020
YBL010C	1.020
YJR144W	1.020
YLL017W	1.021
YLR459W	1.021
YDL013W	1.021
YDR389W	1.021
YER075C	1.021
YDL109C	1.021
YMR229C	1.021
YML072C	1.021
YDL141W	1.021
YGR232W	1.021
YDR459C	1.021
YKL001C	1.021
YKL107W	1.021
YLL026W	1.021
YBR046C	1.021
YER154W	1.022
YEL059W	1.022
YFR033C	1.022
YDR215C	1.022
YJR104C	1.022
YEL057C	1.022
YOR315W	1.022
YML014W	1.022
YCL005W	1.022
YMR326C	1.022
YCL014W	1.070
YBR094W	1.022
YGL137W	1.022
YDL024C	1.022
YJL100W	1.023
YOR253W	1.023
YPL136W	1.023
YIR029W	1.023
YJR019C	1.023
YLR178C	1.023
YPL241C	1.023
YLR353W	1.023
YDR541C	1.023
YPL148C	1.023
YGR018C	1.023
YKR089C	1.023
YOL088C	1.023
YBR171W	1.023
YMR172C-A	1.023
YKR065C	1.024
YMR118C	1.024
YHR022C	1.024
YBR053C	1.024
YDR182W	1.024
YIL088C	1.024
YJR031C	1.024
YPL215W	1.024
YJL148W	1.024
YDR302W	1.024
YMR304W	1.024
YBR172C	1.024
YMR313C	1.024
YEL050C	1.024
YLR080W	1.024
YGR263C	1.024
YGR010W	1.025
YLR173W	1.025
YDR204W	1.025
YHR177W	1.025
YLR152C	1.025
YNL196C	1.025
YER131W	1.025
YGR020C	1.025
YLR227C	1.025
YDR019C	1.025
YDL039C	1.044
YML117W	1.025
YML090W	1.025
YER123W	1.025
YER028C	1.025
YOR214C	1.025
YPL263C	1.025
YJR130C	1.025
YMR220W	1.025
YIL141W	1.026
YLR442C	1.026
YDR434W	1.026
YKL014C	1.026
YBR056W	1.026
YDL011C	1.026
YDR539W	1.026
YJL174W	1.026
YOL031C	1.026
YGL122C	1.026
YPR128C	1.026
YOR286W	1.026
YGR133W	1.026
YPR013C	1.026
YKR102W	1.026
YEL068C	1.027
YKR062W	1.027
YPR075C	1.027
YJL079C	1.027
YFL027C	1.027
YGR153W	1.027
YDR111C	1.027
YMR294W-A	1.027
YJR148W	1.027
YOR249C	1.027
YML120C	1.027
YHR159W	1.027
YCR019W	1.027
YMR112C	1.027
YKR067W	1.027
YKL122C	1.027
YNR031C	1.027
YOL069W	1.028
YDR252W	1.028
YNR032C-A	1.028
YPL046C	1.028
YBL080C	1.028
YLL003W	1.028
YPR032W	1.028
YHR112C	1.028
YDL092W	1.028
YJL127C	1.028
YOR275C	1.028
YML099W-A	1.028
YML060W	1.028
YGR290W	1.029
YPR114W	1.029
YOR229W	1.029
YML018C	1.029
YLR381W	1.029
YDL049C	1.029
YCR060W	1.029
YJR105W	1.029
YDL239C	1.029
YOL107W	1.029
YGL164C	1.029
YDR390C	1.029
YKR036C	1.030
YNR026C	1.030
YPL049C	1.030
YGR089W	1.030
YNL106C	1.030
YER010C	1.030
YHR020W	1.030
YNL276C	1.030
YHR164C	1.030
YJL217W	1.030
YOR237W	1.030
YMR106C	1.030
YKR104W	1.030
YDR304C	1.030
YKL114C	1.031
YOL144W	1.031
YGR155W	1.031
YCR008W	1.031
YDR125C	1.031
YLR305C	1.031
YOR280C	1.031
YKL123W	1.031
YML104C	1.031
YKL096W	1.031
YOR086C	1.031
YER067W	1.031
YGR283C	1.031
YJL033W	1.031
YLR299W	1.031
YAR015W	1.032
YMR289W	1.032
YEL048C	1.032
YEL064C	1.032
YAL055W	1.032
YLR452C	1.032
YFR056C	1.032
YKL046C	1.032
YLR070C	1.032
YIL067C	1.032
YGL004C	1.032
YNL127W	1.032
YPR042C	1.032
YLR426W	1.032
YOR356W	1.033
YDL045C	1.033
YAR040C	1.033
YGR224W	1.033
YBR275C	1.033
YLR058C	1.033
YKL187C	1.033
YDR368W	1.033
YDL090C	1.033
YDR232W	1.033
YBR022W	1.033
YNL187W	1.033
YOR018W	1.033
YPL223C	1.033
YKR090W	1.033
YKL129C	1.033
YLR289W	1.033
YLR007W	1.033
YML051W	1.033
YMR039C	1.033
YNR061C	1.033
YBR283C	1.034
YKL034W	1.034
YGR068C	1.034
YHR096C	1.034
YGR090W	1.034
YMR102C	1.034
YDL112W	1.034
YGL243W	1.034
YNL015W	1.034
YNR009W	1.034
YOR375C	1.034
YKL049C	1.034
YDR479C	1.034
YLR044C	1.034
YOR181W	1.034
YHR181W	1.035
YGR092W	1.035
YGR239C	1.035
YNL228W	1.035
YGR268C	1.035
YGL058W	1.035
YLL045C	1.035
YLR321C	1.035
YNL307C	1.035
YMR241W	1.035
YML065W	1.035
YCR090C	1.035
YDR497C	1.035
YPL101W	1.036
YOR339C	1.036
YML083C	1.036
YMR307W	1.036
YAL034W-A	1.036
YKR083C	1.036
YBR210W	1.036
YPL059W	1.036
YOL100W	1.036
YML057C-A	1.036
YKL040C	1.036
YPL039W	1.036
YMR043W	1.036
YGL219C	1.036
YLL060C	1.037
YHL009C	1.037
YHR179W	1.037
YML059C	1.037
YKL096W-A	1.037
YBR263W	1.037
YMR133W	1.037
YIL070C	1.037
YDR503C	1.037
YIR032C	1.037
YGL140C	1.037
YJL120W	1.037
YOR190W	1.037
YGR061C	1.037
YKR039W	1.037
YGL150C	1.037
YOR064C	1.038
YKR030W	1.038
YML078W	1.038
YHR190W	1.038
YOR065W	1.038
YJL177W	1.038
YPL127C	1.038
YKL220C	1.038
YML084W	1.038
YFR034C	1.039
YGL059W	1.039
YIL056W	1.039
YDR414C	1.039
YGL098W	1.039
YER119C-A	1.039
YDL130W-A	1.039
YOR279C	1.039
YKR034W	1.039
YDR150W	1.039
YGL126W	1.039
YCL011C	1.039
YGR292W	1.039
YCR087C-A	1.039
YOR195W	1.039
YPR045C	1.039
YOR147W	1.039
YJR039W	1.039
YGR008C	1.039
YBR152W	1.040
YLR218C	1.040
YDL204W	1.040
YLR216C	1.040
YPR029C	1.040
YLR031W	1.040
YJR072C	1.040
YMR153C-A	1.040
YNL323W	1.040
YPR011C	1.040
YBR163W	1.040
YAR003W	1.040
YKL157W	1.064
YOR135C	1.040
YHR031C	1.040
YER165W	1.040
YKL008C	1.040
YBL052C	1.040
YCR083W	1.040
YBR040W	1.041
YFR012W	1.041
YGR006W	1.041
YJL201W	1.041
YNL229C	1.041
YDR266C	1.041
YER125W	1.041
YOR034C	1.041
YGL256W	1.041
YHR199C	1.041
YOR046C	1.041
YNL220W	1.041
YOR232W	1.041
YMR109W	1.041
YJR146W	1.042
YNL192W	1.042
YHR132C	1.042
YFR046C	1.042
YKR076W	1.042
YGL091C	1.042
YPR065W	1.042
YOR241W	1.042
YPR074C	1.042
YPR067W	1.042
YDL119C	1.042
YJL183W	1.042
YMR300C	1.042
YGR278W	1.042
YGR126W	1.042
YDR138W	1.042
YDR514C	1.043
YBR066C	1.043
YNL165W	1.043
YPR170C	1.043
YJR111C	1.043
YKL150W	1.043
YIL048W	1.043
YEL031W	1.043
YGL249W	1.043
YNL310C	1.043
YDR217C	1.043
YEL056W	1.043
YLL006W	1.043
YBR174C	1.043
YMR318C	1.043
YDL063C	1.043
YLL012W	1.044
YHL030W	1.044
YMR256C	1.044
YDR233C	1.044
YGR176W	1.044
YMR154C	1.044
YGL250W	1.044
YOR203W	1.044
YDR313C	1.044
YMR003W	1.044
YOR268C	1.044
YGR026W	1.044
YMR014W	1.044
YNL156C	1.044
YOL105C	1.044
YBL091C-A	1.044
YER144C	1.044
YBL102W	1.045
YPR058W	1.045
YLR437C	1.045
