orf	het | growth (pooled culture) | macbecin II [200-400 uM], temperature [15 C] | YPD + DMSO | Franzosa EA~McClellan AJ, 2011
YDR511W	0.97941
YDR512C	0.97644
YDR513W	1.0831
YDR514C	1.0427
YDR515W	0.91345
YDR517W	0.85982
YDR519W	1.1139
YDR520C	1.1456
YDR521W	0.98378
YDR522C	0.9794
YDR523C	1.0665
YDR524C	0.95126
YDR525W	0.99448
YDR525W-A	1.138
YDR526C	1.045
YDR527W	1.0124
YDR528W	0.89133
YDR529C	1.0152
YDR530C	1.1891
YDR531W	0.92409
YDR532C	0.82904
YDR533C	0.97
YDR534C	0.98793
YDR535C	0.98852
YDR536W	1.1005
YDR537C	1.0169
YDR538W	1.0473
YDR539W	1.0259
YDR540C	1.1213
YDR541C	1.023
YEL001C	0.95735
YEL002C	0.85597
YEL003W	0.98359
YEL004W	0.97695
YEL005C	0.90853
YEL006W	1.0513
YEL008W	1.1302
YEL009C	1.4135
YEL010W	0.89357
YEL011W	0.97048
YEL012W	0.98939
YEL013W	0.74576
YEL014C	0.99543
YEL015W	1.2073
YEL016C	0.97761
YEL017C-A	0.87823
YEL017W	1.1967
YEL018W	0.94679
YEL019C	1.0111
YEL020C	0.85904
YEL023C	0.92959
YEL024W	1.1116
YEL026W	0.95282
YEL027W	0.98574
YEL028W	0.98039
YEL029C	1.0088
YEL031W	1.0431
YEL032W	0.93133
YEL033W	1.1676
YEL034W	1.2991
YEL035C	1.1479
YEL036C	1.0449
YEL037C	1.1043
YEL038W	0.96025
YEL039C	0.88275
YEL040W	1.0003
YEL042W	1.0585
YEL043W	1.1756
YEL044W	0.9194
YEL046C	1.105
YEL047C	0.95265
YEL048C	1.0316
YEL049W	0.95053
YEL050C	1.0243
YEL051W	0.95933
YEL052W	1.1075
YEL053C	1.0675
YEL054C	1.0204
YEL055C	0.76094
YEL056W	1.0432
YEL057C	1.0218
YEL058W	0.98509
YEL059W	1.0216
YEL060C	0.99821
YEL061C	1.0648
YEL062W	0.90838
YEL063C	1.0638
YEL064C	1.0316
YEL065W	0.95243
YEL066W	0.81964
YEL067C	1.0446
YEL068C	1.0266
YEL071W	0.96334
YEL072W	0.91568
YER001W	0.97702
YER002W	1.212
YER003C	0.90332
YER005W	0.93575
YER006W	0.96632
YER007C-A	0.97069
YER007W	0.74552
YER008C	0.8998
YER009W	1.0143
YER010C	1.0297
YER011W	0.99398
YER012W	1.305
YER013W	0.98986
YER014C-A	1.0171
YER014W	1.1172
YER016W	0.93226
YER017C	1.007
YER018C	0.95642
YER019C-A	1.2117
YER019W	0.9666
YER020W	0.94162
YER021W	1.5542
YER022W	0.97779
YER023W	0.93905
YER024W	0.93771
YER025W	0.54423
YER027C	0.99524
YER028C	1.0252
YER030W	1.121
YER032W	1.0147
YER033C	0.96114
YER035W	0.86777
YER036C	0.83398
YER037W	0.96702
YER038C	0.94659
YER038W-A	0.94644
YER039C	0.90718
YER039C-A	1.0825
YER040W	0.96808
YER041W	0.88377
YER042W	1.0189
YER043C	0.82762
YER044C	0.95291
YER044C-A	0.82434
YER045C	0.96296
YER046W	1.0623
YER046W-A	0.85032
YER048C	0.89036
YER048W-A	1.0113
YER049W	1.0883
YER050C	1.0932
YER051W	0.93737
YER052C	1.059
YER053C	0.88669
YER054C	0.93475
YER055C	0.98234
YER056C	0.97549
YER056C-A	0.82093
YER057C	0.96587
YER058W	0.90434
YER059W	0.86869
YER060W	0.94121
YER060W-A	1.0135
YER061C	0.88174
YER062C	1.0519
YER063W	0.91154
YER064C	1.0449
YER065C	0.91342
YER066C-A	0.87941
YER066W	0.99555
YER067C-A	0.91829
YER067W	1.031
YER068C-A	0.91245
YER068W	1.0762
YER069W	1.0082
YER070W	0.90342
YER071C	0.86474
YER072W	1.0006
YER074W	0.88088
YER075C	1.0208
YER077C	1.1935
YER078C	0.9657
YER079W	0.9337
YER080W	0.95183
YER081W	0.97588
YER082C	0.93997
YER083C	0.94797
YER084W	0.90889
YER085C	0.93399
YER086W	0.96454
YER087C-B	0.98143
YER087W	0.90943
YER088C	0.82462
YER089C	0.85214
YER090W	0.86772
YER091C	0.94884
YER091C-A	0.8978
YER092W	0.95892
YER093C	1.0648
YER093C-A	1.07
YER094C	1.1541
YER095W	0.46852
YER096W	0.97791
YER097W	0.86728
YER098W	0.95081
YER101C	1.0108
YER103W	0.94966
YER104W	0.90804
YER106W	0.94604
YER107C	0.98857
YER110C	0.93247
YER111C	1.065
YER112W	0.87293
YER113C	0.95708
YER114C	0.92554
YER115C	0.92633
YER116C	1.1151
YER117W	0.45117
YER118C	0.75037
YER119C	0.96719
YER119C-A	1.0387
YER120W	1.1557
YER121W	1.1674
YER122C	1.659
YER123W	1.0252
YER124C	1.0136
YER125W	1.0412
YER126C	1.226
YER127W	0.98536
YER128W	0.89447
YER130C	0.92332
YER131W	1.0248
YER132C	1.0086
YER133W	1.0932
YER134C	1.013
YER135C	0.98453
YER136W	0.89263
YER137C	0.96636
YER139C	0.84537
YER140W	1.0569
YER141W	1.1337
YER142C	1.0536
YER143W	1.0055
YER144C	1.0445
YER145C	0.81409
YER146W	0.87358
YER147C	1.14
YER148W	0.65146
YER149C	0.94279
YER150W	1.0007
YER151C	0.984645
YER152C	0.84997
YER153C	1.0623
YER154W	1.0215
YER155C	0.99746
YER156C	0.95983
YER157W	1.2613
YER158C	0.9904
YER159C	0.94045
YER161C	0.83444
YER162C	1.2776
YER163C	0.97098
YER164W	1.1133
YER165W	1.0405
YER166W	0.78588
YER167W	0.92411
YER168C	0.92331
YER169W	0.86976
YER170W	0.92877
YER171W	1.1236
YER172C	0.95998
YER173W	1.153
YER174C	0.92095
YER175C	0.90297
YER176W	0.93701
YER177W	0.91991
YER178W	0.86341
YER179W	1.0074
YER180C	0.88277
YER181C	0.88875
YER182W	0.96126
YER183C	0.91768
YER184C	0.91298
YER185W	0.91686
YER187W	0.94265
YER188W	0.87267
YFL001W	1.1039
YFL002C	1.1584
YFL003C	0.99149
YFL004W	1.135
YFL005W	1.102
YFL009W	1.0664
YFL010C	1.1022
YFL011W	1.0013
YFL012W-A	1.1196
YFL013C	0.94322
YFL014W	0.89141
YFL016C	0.98015
YFL017W-A	0.77326
YFL019C	0.90631
YFL021W	1.084
YFL022C	1.2185
YFL023W	0.75552
YFL026W	1.1456
YFL027C	1.0269
YFL028C	1.0771
YFL029C	0.95804
YFL032W	0.85631
YFL033C	1.1974
YFL034C-A	0.9285
YFL034C-B	1.0676
YFL037W	1.0633
YFL039C	1.3244
YFL040W	0.9877
YFL041W	0.85421
YFL042C	0.9931650000000001
YFL044C	0.66664
YFL047W	1.0707
YFL048C	0.6872
YFL049W	0.83657
YFL051C	1.0582
YFL052W	1.5357
YFL060C	1.0108
YFL063W	1.1257
YFR002W	0.93771
YFR003C	1.6634
YFR004W	2.1848
YFR006W	0.91062
YFR007W	1.0659
YFR008W	1.1641
YFR009W	1.2727
YFR010W	1.7724
YFR011C	1.0121
YFR012W	1.0407
YFR013W	0.9697
YFR014C	1.0005
YFR015C	0.55552
YFR016C	0.87813
YFR017C	1.1452
YFR018C	0.97445
YFR019W	0.88699
YFR022W	0.86429
YFR023W	0.97556
YFR024C-A	1.08755
YFR025C	1.0009
YFR026C	0.90873
YFR027W	1.0082
YFR028C	0.97063
YFR029W	0.9579
YFR030W	1.1039
YFR031C	1.0943
YFR031C-A	0.992
YFR032C	1.0711
YFR032C-A	0.96993
YFR033C	1.0218
YFR034C	1.0386
YFR035C	1.1249
YFR036W	1.079
YFR037C	1.1973
YFR039C	1.1394
YFR040W	1.1843
YFR041C	0.97149
YFR042W	1.0447
YFR043C	0.91517
YFR044C	0.99231
YFR045W	1.0482
YFR046C	1.0418
YFR047C	1.0199
YFR048W	1.0062
YFR049W	0.9472
YFR050C	1.397
YFR051C	1.0893
YFR052W	1.3386
YFR053C	0.9726
YFR054C	0.98607
YFR055W	0.90546
YFR056C	1.0321
YGL001C	0.90415
YGL002W	0.94438
YGL003C	0.81993
YGL004C	1.0324
YGL007W	0.98396
YGL008C	0.89666
YGL009C	0.92319
YGL010W	0.97694
YGL011C	1.0173
YGL012W	1.1686
YGL013C	0.92649
YGL014W	0.89994
YGL016W	0.90872
YGL017W	0.95523
YGL019W	0.98376
YGL020C	0.89938
YGL021W	1.0776
YGL022W	1.1822
YGL023C	1.1223
YGL024W	1.1756
YGL025C	1.2019
YGL026C	0.98629
YGL027C	0.97824
YGL028C	0.74402
YGL029W	1.0093
YGL031C	0.76301
YGL033W	0.90804
YGL037C	0.97053
YGL038C	0.99217
YGL039W	0.96977
YGL041C	0.89209
YGL042C	0.87864
YGL043W	0.96137
YGL044C	1.1666
YGL045W	1.0116049999999999
YGL047W	1.0485
YGL048C	1.481
YGL049C	0.96579
YGL050W	1.0092
YGL051W	0.96559
YGL053W	0.57156
YGL055W	0.91981
YGL056C	0.97782
YGL057C	0.98893
YGL058W	1.035
YGL059W	1.0386
YGL060W	0.92919
YGL061C	0.88532
YGL062W	0.95148
YGL063W	0.98573
YGL064C	0.92176
YGL065C	0.9791
YGL066W	1.1238
YGL067W	1.0154
YGL069C	1.0175
YGL070C	1.3938
YGL071W	0.97049
YGL072C	1.4168
YGL073W	1.6729
YGL074C	1.218
YGL075C	1.0648
YGL076C	1.0061
YGL077C	0.85493
YGL078C	0.98708
YGL079W	1.0184
YGL080W	0.80496
YGL081W	0.99916
YGL083W	0.95751
YGL084C	0.9497
YGL085W	0.922
YGL086W	0.92628
YGL087C	1.094
YGL088W	0.91994
YGL089C	0.91382
YGL090W	0.9416
YGL091C	1.042
YGL092W	0.76102
YGL093W	1.6025
YGL094C	0.8846
YGL095C	0.83336
YGL096W	0.9121
YGL097W	1.057
YGL098W	1.0387
YGL102C	0.872
YGL103W	0.68132
YGL104C	0.97834
YGL105W	0.90519
YGL107C	0.99273
YGL108C	1.2152
YGL109W	0.92139
YGL110C	0.96896
YGL111W	0.94485
YGL112C	0.95
YGL113W	0.93458
YGL114W	0.91188
YGL115W	0.9604
YGL116W	0.47049
YGL117W	0.99933
YGL118C	1.0086
YGL120C	0.99036
YGL121C	1.1271
YGL122C	1.0261
YGL123W	0.81257
YGL124C	1.0654
YGL125W	0.82418
YGL126W	1.0391
YGL127C	0.89465
YGL128C	0.77398
YGL129C	0.94494
YGL130W	1.1396
YGL131C	0.98695
YGL135W	0.98808
YGL136C	1.0526
YGL137W	1.0224
YGL138C	0.93531
YGL139W	0.95721
YGL140C	1.0372
YGL141W	0.77638
YGL142C	0.93163
YGL143C	0.62863
YGL144C	0.73852
YGL146C	1.0612
YGL147C	0.93582
YGL148W	0.99022
YGL149W	1.1136
YGL150C	1.0374
YGL151W	1.1278
YGL152C	0.93774
YGL153W	0.96781
YGL154C	0.91994
YGL155W	0.9368
YGL156W	0.9863
YGL157W	0.98857
YGL158W	0.82919
YGL159W	0.94603
YGL160W	0.80093
YGL161C	0.99854
YGL162W	0.81761
YGL163C	1.0928
YGL164C	1.0294
YGL165C	1.0204
YGL166W	0.94042
YGL167C	1.075
YGL168W	0.97364
YGL169W	0.78763
YGL171W	0.77303
YGL172W	0.93805
YGL173C	1.2635
YGL174W	0.97773
YGL175C	0.89784
YGL176C	1.4373
YGL177W	0.88462
YGL179C	0.95257
YGL181W	1.0034
YGL194C	1.0905
YGL196W	1.0796
YGL197W	0.95136
YGL198W	1.1323
YGL199C	0.80919
YGL201C	1.0005
YGL203C	0.81759
YGL205W	0.96183
YGL207W	0.78725
YGL208W	1.1423
YGL209W	0.79569
YGL210W	0.86833
YGL211W	1.1999
YGL212W	0.91387
YGL213C	1.0591
YGL214W	0.86289
YGL215W	1.046
YGL216W	1.1503
YGL217C	0.91595
YGL218W	0.97672
YGL219C	1.0364
YGL221C	0.96293
YGL222C	1.0841
YGL223C	0.95854
YGL224C	0.9744
YGL226C-A	1.1703
YGL226W	0.89584
YGL227W	1.1534
YGL228W	2.1125
YGL230C	1.0933
YGL231C	0.95792
YGL233W	0.98609
YGL235W	0.82406
YGL236C	0.965
YGL238W	0.80444
YGL239C	0.79893
YGL240W	1.0641
YGL241W	1.0159
YGL242C	0.99209
YGL243W	1.034
YGL244W	0.997
YGL245W	1.2437
YGL246C	1.0741
YGL247W	0.99965
YGL248W	1.0603
YGL249W	1.0431
YGL250W	1.0438
YGL251C	1.1082
YGL252C	1.0538
YGL253W	0.91799
YGL254W	0.90169
YGL255W	0.80971
YGL256W	1.0412
YGL257C	1.0051
YGL258W	0.94106
YGL259W	1.017
YGL260W	1.0817
YGL261C	1.0476
YGL262W	0.96396
YGL263W	0.95221
YGR001C	0.86841
YGR002C	1.0617
YGR003W	0.98669
YGR004W	0.97263
YGR005C	1.0544
YGR006W	1.0409
YGR007W	0.85222
YGR008C	1.0394
YGR009C	0.98439
YGR010W	1.0246
YGR011W	0.88598
YGR012W	1.0564
YGR013W	0.91031
YGR014W	1.0706
YGR015C	0.98355
YGR016W	1.0118
YGR017W	1.0022
YGR018C	1.0232
YGR019W	1.0065
YGR020C	1.0248
YGR021W	0.8831
YGR022C	0.93229
YGR023W	1.0128
YGR024C	0.97042
YGR025W	0.91494
YGR026W	1.0443
YGR028W	1.0734
YGR029W	0.90187
YGR030C	0.94648
YGR031W	0.98481
YGR032W	0.95783
YGR033C	1.012
YGR034W	0.91089
YGR035C	0.83645
YGR036C	0.96432
YGR038W	1.0171
YGR039W	0.98541
YGR040W	0.78568
YGR041W	0.88219
YGR042W	0.99096
YGR043C	0.95494
YGR044C	0.9154
YGR045C	0.99944
YGR046W	0.95288
YGR047C	1.1165
YGR048W	1.0114
YGR049W	0.93744
YGR051C	0.80109
YGR052W	0.86903
YGR053C	0.76024
YGR054W	0.83255
YGR055W	0.9458
YGR056W	1.1085
YGR057C	0.99451
YGR058W	0.92972
YGR059W	0.89621
YGR061C	1.0373
YGR063C	1.0759
YGR064W	1.2926
YGR065C	0.96875
YGR067C	0.99118
YGR068C	1.0337
YGR069W	0.87534
YGR070W	1.0092
YGR071C	0.98723
YGR072W	0.85358
YGR073C	0.74439
YGR074W	0.84473
YGR075C	0.86575
YGR076C	0.93945
YGR077C	1.0576
YGR078C	1.0151
YGR079W	1.0943
YGR080W	0.9831
YGR081C	0.91989
YGR082W	1.1101
YGR083C	0.8115
YGR084C	1.0964
YGR087C	0.96623
YGR088W	0.98809
YGR089W	1.0296
YGR090W	1.0338
YGR091W	0.98673
YGR092W	1.0348
YGR093W	1.2745
YGR094W	0.85676
YGR095C	0.81844
YGR097W	0.93522
YGR098C	1.0178
YGR099W	1.1074
YGR100W	1.0144
YGR101W	1.0905
YGR102C	0.98046
YGR103W	1.1168
YGR104C	0.98614
YGR105W	1.0102
YGR106C	0.7479
YGR107W	1.0904
YGR108W	1.0153
YGR109C	0.96471
YGR111W	0.8712
YGR112W	0.82257
YGR113W	1.005
YGR115C	1.3482
YGR116W	1.2673
YGR117C	1.0901
YGR118W	0.81952
YGR119C	0.79603
YGR120C	0.82695
YGR121C	1.0504
YGR122W	0.98272
YGR123C	1.0908
YGR124W	0.90838
YGR125W	0.9682
YGR126W	1.0425
YGR127W	0.96846
YGR128C	0.76008
YGR129W	0.8591
YGR130C	1.0762
YGR131W	0.85496
YGR132C	0.88339
YGR133W	1.0264
YGR134W	0.95622
YGR135W	0.87931
YGR136W	0.85827
YGR137W	0.86028
YGR138C	0.76937
YGR139W	0.89679
YGR140W	1.0041
YGR141W	0.97073
YGR142W	0.92032
YGR143W	0.76194
YGR144W	1.0488
YGR145W	0.95735
YGR146C	1.0064
YGR147C	0.76319
YGR148C	0.54431
YGR149W	0.99602
YGR150C	1.0625
YGR151C	0.98264
YGR152C	0.93321
YGR154C	0.81076
YGR155W	1.0307
YGR156W	0.68311
YGR157W	1.1439
YGR158C	0.89359
YGR159C	0.73741
YGR160W	0.83881
YGR161C	0.77937
YGR162W	0.86641
YGR163W	0.90201
YGR164W	0.91854
YGR165W	1.0569
YGR166W	0.65649
YGR167W	0.96449
YGR168C	0.96045
YGR169C	0.9579
YGR170W	0.80013
YGR171C	0.93723
YGR172C	0.88314
YGR173W	0.93044
YGR174C	0.93898
YGR175C	0.89521
YGR176W	1.0436
YGR177C	0.89452
YGR178C	0.94308
YGR179C	0.88408
YGR180C	0.92874
YGR181W	1.0946
YGR182C	0.93606
YGR184C	0.78437
YGR185C	0.73852
YGR186W	0.83704
YGR187C	1.0969
YGR188C	0.89298
YGR189C	0.99474
YGR190C	0.75995
YGR192C	1.0107
YGR193C	0.8515
YGR194C	0.93067
YGR195W	0.97801
YGR196C	0.94104
YGR198W	1.2645
YGR199W	0.99306
YGR200C	0.84019
YGR201C	0.9848
YGR202C	1.0893
YGR203W	0.82281
YGR204W	0.9085
YGR205W	0.92548
YGR206W	0.93284
YGR207C	0.84751
YGR208W	1.0188
YGR209C	1.0847
YGR210C	1.0119
YGR211W	0.88332
YGR212W	0.97295
YGR213C	0.82589
YGR214W	0.81515
YGR215W	0.93117
YGR216C	0.84409
YGR218W	1.1889
YGR220C	0.99506
YGR221C	0.98374
YGR222W	1.0187
YGR223C	0.92701
YGR224W	1.0328
YGR225W	0.95871
YGR226C	1.1311
YGR227W	0.9151
YGR228W	0.97565
YGR229C	0.98672
YGR230W	1.0045
YGR231C	1.231
YGR232W	1.0212
YGR234W	0.89375
YGR235C	0.92809
YGR236C	1.0491
YGR237C	1.005
YGR238C	0.92378
YGR239C	1.0349
YGR240C	0.93412
YGR241C	0.99951
YGR242W	0.93206
YGR243W	0.98714
YGR245C	0.99616
YGR246C	1.1143
YGR247W	0.97872
YGR249W	0.97742
YGR250C	0.93373
YGR251W	0.94625
YGR252W	0.89796
YGR253C	0.98508
YGR254W	0.98784
YGR255C	0.3656
YGR256W	0.98023
YGR257C	0.8782
YGR258C	0.96381
YGR259C	1.0085
YGR260W	0.87094
YGR262C	0.94738
YGR263C	1.0244
YGR264C	0.91684
YGR265W	0.85392
YGR267C	1.0808
YGR268C	1.035
YGR269W	0.87317
YGR270W	1.105
YGR271C-A	0.99694
YGR271W	0.97914
YGR273C	0.9847
YGR274C	0.84854
YGR275W	1.0163
YGR276C	0.90135
YGR277C	0.96462
YGR278W	1.0425
YGR279C	0.95354
YGR280C	1.1764
YGR281W	0.86983
YGR282C	1.1352
YGR283C	1.0311
YGR284C	1.0525
YGR285C	0.99516
YGR286C	0.89708
YGR287C	0.98686
YGR288W	0.95007
YGR289C	1.4264
YGR290W	1.0286
YGR291C	0.94239
YGR292W	1.0392
YGR295C	0.98722
YHL002W	0.94212
YHL003C	0.93134
YHL005C	0.81207
YHL006C	0.86038
YHL007C	0.9929
YHL008C	1.1322
YHL009C	1.0366
YHL010C	1.0154
YHL011C	0.91527
YHL012W	0.84188
YHL013C	0.90498
YHL014C	0.82936
YHL015W	0.75584
YHL017W	0.98332
YHL019C	0.85535
YHL020C	0.91746
YHL021C	1.0172
YHL022C	0.8794
YHL023C	1.0938
YHL024W	0.97811
YHL025W	0.89201
YHL026C	0.90534
YHL027W	1.2022
YHL028W	0.896
YHL029C	0.82929
YHL030W	1.0435
YHL031C	0.91228
YHL032C	0.94721
YHL033C	0.92849
YHL034C	1.351
YHL035C	0.834
YHL036W	0.87834
YHL037C	0.87139
YHL038C	0.98316
YHL039W	0.88626
YHL040C	0.93348
YHL041W	1.0518
YHL042W	1.0027
YHL043W	0.95252
YHL044W	0.92252
YHL045W	1.0852
YHL046C	1.0013
YHR001W-A	1.1755
YHR003C	0.98703
YHR004C	1.1092
YHR005C	0.88958
YHR005C-A	0.83496
YHR006W	0.78212
YHR007C	0.79922
YHR008C	0.91273
YHR009C	0.99909
YHR010W	0.91953
YHR011W	2.8657
YHR012W	0.92832
YHR013C	0.97892
YHR014W	0.93644
YHR015W	1.0013
YHR016C	0.99103
YHR017W	1.0036
YHR018C	0.83057
YHR019C	1.0197
YHR020W	1.0297
YHR021C	0.80432
YHR021W-A	1.014
YHR022C	1.0235
YHR023W	0.94908
YHR024C	0.74723
YHR025W	1.0166
YHR028C	0.90379
YHR029C	1.1936
YHR030C	0.88867
YHR031C	1.0404
YHR032W	0.97875
YHR033W	0.919
YHR034C	0.95318
YHR035W	1.7774
YHR036W	1.0692
YHR037W	0.92928
YHR039C	0.9232
YHR039C-A	1.1013
YHR041C	0.83477
YHR042W	0.95859
YHR043C	0.89325
YHR044C	0.882
YHR045W	0.94913
YHR047C	1.0796
YHR049C-A	0.82323
YHR049W	0.83659
YHR051W	0.96399
YHR057C	1.2541
YHR058C	1.0652
YHR060W	0.92268
YHR061C	0.96153
YHR062C	0.82377
YHR064C	1.054
YHR065C	1.0121
YHR066W	0.87129
YHR067W	0.89128
YHR068W	0.86204
YHR069C	0.8603
YHR070W	0.87482
YHR072W	0.8745
YHR073W	1.3995
YHR074W	0.99488
YHR075C	1.1879
YHR076W	0.68015
YHR077C	1.2208
YHR078W	0.99835
YHR079C	1.0498
YHR079C-A	0.9218
YHR080C	0.89101
YHR081W	1.2109
YHR082C	1.1604
YHR083W	0.99601
YHR084W	0.70189
YHR085W	1.2426
YHR086W	0.87018
YHR087W	0.86548
YHR091C	1.1721
YHR092C	1.2821
YHR093W	0.93125
YHR094C	0.8082
YHR095W	0.78422
YHR096C	1.0337
YHR097C	0.89214
YHR100C	0.76664
YHR101C	1.234
YHR103W	1.3202
YHR104W	1.075
YHR105W	0.65644
YHR106W	1.1571
YHR107C	0.89768
YHR108W	0.95886
YHR109W	0.87478
YHR110W	1.0812
YHR111W	0.76196
YHR112C	1.028
YHR113W	0.99302
YHR114W	0.86753
YHR115C	1.0617
YHR116W	0.87473
YHR117W	1.0169
YHR118C	1.2443
YHR120W	0.87682
YHR121W	1.0176
YHR122W	0.84405
YHR123W	1.0145
YHR124W	1.1884
YHR125W	1.0957
YHR126C	0.91877
YHR129C	0.87799
YHR130C	1.0483
YHR131C	0.99172
YHR132C	1.0417
YHR132W-A	0.96999
YHR133C	1.0996
YHR134W	0.91764
YHR135C	1.3615
YHR137W	0.79336
YHR138C	0.91052
YHR139C	0.78894
YHR139C-A	0.46368
YHR140W	0.90114
YHR142W	0.88379
YHR143W	0.83084
YHR147C	0.77543
YHR148W	0.88504
YHR150W	0.96689
YHR151C	0.8681
YHR152W	0.76385
YHR153C	0.85485
YHR155W	0.86582
YHR156C	0.73224
YHR157W	0.86406
YHR158C	1.0803
YHR159W	1.0271
YHR160C	1.0719
YHR161C	0.80467
YHR162W	0.85961
YHR164C	1.0301
YHR167W	1.0993
YHR168W	0.87074
YHR170W	0.81825
YHR171W	0.80504
YHR177W	1.0247
YHR178W	0.78389
YHR179W	1.0367
YHR180W	0.95528
YHR181W	1.0346
YHR183W	0.87783
YHR184W	0.76295
YHR186C	0.80334
YHR188C	0.98535
YHR189W	0.99612
YHR190W	1.0378
YHR191C	0.88596
YHR193C	1.1044
YHR194W	1.072
YHR195W	0.92447
YHR196W	0.75351
YHR198C	0.92629
YHR199C	1.0413
YHR200W	1.1769
YHR202W	0.92436
YHR203C	0.90195
YHR204W	0.84261
YHR206W	1.1231
YHR207C	0.89477
YHR209W	1.0858
YHR210C	0.97456
YIL001W	0.99089
YIL002C	1.018
YIL003W	0.99359
YIL004C	0.98191
YIL005W	0.95718
YIL006W	1.1218
YIL007C	0.96896
YIL008W	0.94791
YIL009C-A	0.84128
YIL009W	1.0011
YIL010W	0.9767
YIL011W	0.92842
YIL012W	0.93398
YIL013C	1.0578
YIL014C-A	1.3644
YIL014W	0.91593
YIL015W	0.95217
YIL017C	0.9688
YIL018W	0.79518
YIL019W	0.97321
YIL020C	1.0765
YIL021W	1.2738
YIL022W	0.93807
YIL023C	0.9263
YIL024C	0.92387
YIL025C	0.91962
YIL026C	0.93852
YIL027C	0.91494
YIL028W	0.75074
YIL029C	0.9756
YIL030C	0.94615
YIL031W	1.138
YIL032C	1.163
YIL033C	1.2094
YIL034C	0.89954
YIL035C	1.1676
YIL036W	0.97352
YIL037C	1.0129
YIL038C	0.89837
YIL039W	0.93088
YIL040W	0.9837
YIL042C	1.0477
YIL043C	0.94752
YIL045W	0.96549
YIL046W	0.94563
YIL047C	0.94408
YIL048W	1.043
YIL049W	0.97101
YIL050W	0.95433
YIL052C	0.78865
YIL053W	1.1744
YIL054W	1.0094
YIL055C	0.97256
YIL056W	1.0386
YIL057C	0.98564
YIL058W	0.92059
YIL059C	0.997
YIL060W	1.0116
YIL061C	0.9038
YIL062C	1.0183
YIL063C	0.97205
YIL064W	1.1324
YIL065C	1.0646
YIL066C	0.95883
YIL067C	1.0323
YIL068C	0.99511
YIL069C	0.92269
YIL070C	1.037
YIL071C	0.8612
YIL072W	0.9613
YIL073C	0.9893
YIL074C	1.0539
YIL075C	1.372
YIL076W	3.9402
YIL077C	0.98013
YIL078W	1.1893
YIL079C	1.046
YIL083C	0.56376
YIL084C	1.0049
YIL085C	0.98265
YIL086C	1.1962
YIL087C	2.253
YIL088C	1.0238
YIL089W	0.93894
YIL090W	0.9295
YIL091C	0.95665
YIL092W	0.9764
YIL093C	0.94336
YIL094C	1.0939
YIL095W	0.9023399999999999
YIL096C	0.88029
YIL097W	1.0524
YIL099W	0.75817
YIL100W	1.1702
YIL101C	0.69051
YIL102C	0.92484
YIL103W	0.91248
YIL104C	1.0773
YIL105C	0.80663
YIL106W	0.93737
YIL107C	1.253
YIL108W	0.90721
YIL109C	0.85052
YIL111W	1.0892
YIL112W	0.94613
YIL114C	1.2646
YIL115C	0.95251
YIL116W	0.84793
YIL117C	0.6293
YIL118W	0.88288
YIL119C	0.87048
YIL120W	0.91318
YIL121W	0.88143
YIL122W	1.0482
YIL123W	1.0677
YIL124W	0.97797
YIL125W	0.72677
YIL128W	0.7535
YIL129C	0.61108
YIL130W	0.74579
YIL132C	1.0493
YIL133C	0.93488
YIL134W	1.1809
YIL135C	0.65712
YIL136W	0.73928
YIL137C	0.90219
YIL138C	0.85593
YIL139C	0.80954
YIL140W	1.0523
YIL141W	1.0255
YIL143C	1.1775
YIL145C	1.115
YIL146C	0.72209
YIL147C	0.69874
YIL148W	0.75982
YIL149C	0.70688
YIL152W	0.97528
YIL153W	0.71885
YIL155C	1.104
YIL156W	1.1627
YIL157C	1.0016
YIL159W	1.2022
YIL160C	1.5661
YIL161W	0.9029
YIL162W	1.2367
YIL163C	1.0457
YIL164C	0.99997
YIL165C	0.74508
YIL166C	0.77011
YIL173W	1.0473
YIR001C	1.2774
YIR002C	1.1803
YIR003W	0.95729
YIR004W	1.166
YIR005W	0.89196
YIR006C	1.0105
YIR007W	0.70575
YIR008C	0.99874
YIR009W	0.8924
YIR010W	0.75933
YIR011C	1.3423
YIR012W	0.88577
YIR013C	0.91533
YIR014W	0.96093
YIR015W	0.92991
YIR016W	0.87627
YIR017C	0.78462
YIR018W	1.0811
YIR019C	0.98992
YIR020C	1.0144
YIR020W-A	1.1899
YIR021W	1.0199
YIR022W	0.93534
YIR023W	1.0494
YIR025W	1.114
YIR026C	1.1797
YIR027C	0.9401
YIR028W	1.0926
YIR029W	1.0229
YIR030C	1.079
YIR031C	1.0506
YIR032C	1.0371
YIR033W	0.88221
YIR034C	0.97088
YIR035C	0.98427
YIR036C	0.93166
YIR037W	0.91051
YIR038C	0.94355
YIR039C	0.98696
YIR042C	0.94965
YJL001W	1.3525
YJL002C	0.99945
YJL003W	0.76849
YJL004C	0.92733
YJL005W	0.82962
YJL006C	0.89217
YJL009W	1.2873
YJL010C	0.68338
YJL011C	0.90766
YJL012C	0.93857
YJL013C	0.9682
YJL014W	1.1831
YJL015C	0.97004
YJL016W	0.9895700000000001
YJL019W	0.9476800000000001
YJL020C	0.954765
YJL022W	0.99003
YJL023C	1.1194
YJL024C	0.86596
YJL025W	0.82671
YJL026W	0.84217
YJL027C	0.72424
YJL028W	0.92575
YJL029C	0.96309
YJL030W	1.0068
