ORF	hap a | inorganic phosphate abundance | standard [standard] | Freimoser FM~Amrhein N, 2006
YKL205W	1.062
YKL206C	0.704
YKL207W	0.991
YKL208W	0.719
YKL211C	0.728
YKL212W	1.056
YKL213C	1.570
YKL214C	1.126
YKL216W	1.184
YKL217W	1.093
YKL218C	1.085
YKL221W	0.968
YKL222C	1.051
YKR001C	0.537
YKR003W	0.862
YKR005C	0.724
YKR006C	0.726
YKR007W	0.967
YKR009C	1.198
YKR011C	1.218
YKR012C	1.295
YKR013W	0.918
YKR014C	1.246
YKR015C	1.219
YKR016W	1.025
YKR017C	1.000
YKR018C	0.852
YKR020W	1.000
YKR021W	0.880
YKR024C	1.357
YKR026C	1.085
YKR030W	1.008
YKR031C	0.980
YKR032W	0.931
YKR033C	0.978
YKR035C	1.137
YKR042W	0.503
YKR043C	0.847
YKR044W	0.681
YKR045C	0.796
YKR047W	0.593
YKR048C	0.752
YKR049C	1.146
YKR050W	1.164
YKR051W	1.051
YKR052C	1.145
YKR054C	1.284
YKR055W	1.313
YKR056W	0.982
YKR057W	1.126
YKR058W	0.838
YKR059W	0.826
YKR060W	0.826
YKR061W	0.682
YKR064W	1.173
YKR065C	1.188
YLR228C	1.004
YLR231C	0.911
YLR232W	1.014
YLR233C	0.829
YLR234W	1.051
YLR235C	1.405
YLR236C	0.886
YLR238W	1.007
YLR239C	0.968
YLR240W	0.120
YLR241W	1.051
YLR242C	1.402
YLR244C	1.264
YLR247C	0.799
YLR248W	0.833
YLR250W	1.028
YLR251W	0.741
YLR252W	0.806
YLR253W	0.845
YLR254C	0.671
YLR255C	0.553
YLR257W	0.632
YLR258W	1.325
YLR260W	1.281
YLR261C	1.122
YLR262C	1.213
YLR263W	1.001
YLR264W	1.309
YLR265C	0.911
YLR266C	0.998
YLR267W	0.808
YLR268W	1.323
YLR269C	0.771
YLR270W	0.837
YLR271W	1.449
YLR273C	1.243
YLR278C	1.184
YLR279W	0.951
YLR280C	1.097
YLR281C	0.850
YLR282C	0.827
YLR283W	0.983
YLR284C	0.755
YLR285W	0.819
YLR287C	0.557
YLR287C-A	1.086
YLR288C	1.052
YLR289W	1.281
YLR290C	1.204
YLR292C	1.071
YLR294C	1.041
YLR295C	0.935
YLR296W	0.879
YLR297W	0.783
YLR299W	0.855
YLR300W	0.756
YLR303W	0.922
YLR304C	1.016
YLR306W	1.408
YLR307W	1.220
YLR309C	1.165
YLR311C	0.827
YLR312C	0.926
YLR312W-A	0.889
YLR313C	0.673
YLR315W	0.819
YLR318W	0.929
YLR319C	1.100
YLR320W	1.283
YLR322W	1.599
YLR324W	1.225
YLR325C	0.979
YLR326W	0.847
YLR327C	1.169
YLR328W	1.017
YLR329W	0.873
YLR330W	1.044
YLR331C	0.883
YLR332W	0.984
YLR333C	0.806
YLR335W	0.655
YLR337C	0.638
YLR338W	1.532
YLR341W	1.177
YLR342W	0.606
YLR344W	1.169
YLR345W	1.173
YLR348C	0.817
YLR349W	0.726
YLR350W	0.459
YLR351C	0.470
YLR352W	0.355
YLR353W	0.621
YLR354C	1.329
YLR356W	1.134
YLR357W	1.221
YLR360W	0.912
YLR362W	1.169
YLR363C	0.932
YLR364W	0.849
YLR365W	1.135
YLR366W	1.021
YLR367W	0.673
YLR368W	0.816
YLR369W	1.216
YLR371W	1.398
YLR372W	0.736
YLR373C	1.338
YLR374C	1.295
YLR375W	0.956
YLR376C	1.255
YLR377C	0.916
YLR380W	1.104
YLR381W	1.083
YLR384C	1.147
YLR385C	0.683
YLR386W	0.227
YLR387C	1.335
YLR388W	1.657
YLR389C	1.269
YLR390W	1.124
YLR391W	1.286
YLR392C	1.167
YLR393W	1.176
YLR395C	1.248
YLR396C	0.098
YLR398C	0.894
YLR399C	0.964
YLR400W	1.150
YLR401C	1.094
YLR416C	0.880
YML080W	1.176
YML055W	1.332
YNL008C	1.070
YNL025C	0.611
YNL043C	1.299
YNR008W	0.826
YLR402W	1.095
YLR417W	0.867
YML079W	1.082
YML054C	1.127
YNL009W	1.099
YNL027W	1.142
YNL044W	0.881
YNR009W	0.900
YLR403W	1.609
YLR418C	1.193
YML078W	1.001
YML053C	1.176
YNL010W	0.744
YNL028W	0.988
YNL045W	0.473
YNR010W	1.008
YLR404W	0.821
YLR421C	0.673
YML063W	1.686
YML052W	0.744
YNL012W	0.759
YNL029C	1.265
YNL046W	0.945
YNR012W	0.680
YLR405W	0.766
YML089C	0.778
YML062C	1.322
YML051W	1.107
YNL013C	1.476
YNL030W	1.124
YNL049C	0.626
YNR013C	0.980
YLR407W	0.872
YML088W	0.829
YML061C	0.750
YML050W	0.938
YNL015W	1.152
YNL031C	0.950
YNL050C	0.885
YNR014W	0.432
YLR408C	0.411
YML087C	0.755
YML060W	1.347
YML048W	0.999
YNL016W	1.019
YNL032W	0.649
YNR001C	0.839
YNR015W	0.877
YLR410W	1.078
YML059C	1.043
YML048W-A	0.503
YNL020C	0.800
YNL034W	0.816
YNR002C	1.301
YNR018W	0.795
YLR412W	1.217
YML084W	1.240
YML058W	1.376
YNL001W	0.804
YNL021W	1.210
YNL035C	1.296
YNR004W	1.190
YNR019W	0.957
YLR413W	0.930
YML083C	1.232
YML057W	0.964
YNL003C	1.154
YNL022C	1.229
YNL037C	1.006
YNR005C	1.005
YNR020C	1.395
YLR414C	0.931
YML082W	1.079
YML058C-A	1.223
YNL004W	1.201
YNL023C	1.559
YNL040W	1.467
YNR006W	0.263
YNR021W	0.899
YLR415C	0.797
YML081W	0.926
YML056C	0.946
YNL005C	1.211
YNL024C	0.882
YNL041C	1.274
YNR007C	0.951
YNR022C	1.098
YNR024W	1.063
YNR025C	1.145
YNR027W	0.891
YNR028W	0.938
YNR029C	0.959
YNR030W	1.114
YNR031C	1.090
YNR032W	0.992
YNR034W	0.769
YNR036C	0.787
YNR037C	0.652
YNR039C	0.779
YNR040W	1.018
YNR041C	0.867
YNR042W	1.011
YNR045W	1.063
YNR047W	1.422
YNR048W	0.849
YNR049C	0.917
YPR006C	0.808
YPR009W	0.750
YPR012W	0.814
YPR014C	0.884
YPR015C	0.810
YPR017C	1.157
YPR018W	1.184
YPR020W	1.250
YPR027C	0.962
YPR028W	1.054
YPR029C	1.294
YPR030W	1.111
YPR032W	1.295
YPR036W	0.107
YPR038W	1.008
YPR039W	0.970
YPR040W	0.958
YPR042C	1.192
YPR044C	0.765
YPR045C	0.171
YPR046W	1.098
YPR047W	0.828
YPR049C	0.969
YPR051W	1.060
YPR052C	0.914
YPR053C	0.913
YPR054W	0.988
YPR057W	0.732
YPR058W	0.835
YPR059C	0.824
YPR060C	0.096
YPR061C	0.906
YPR062W	0.953
YPR063C	0.845
YPR065W	1.067
YPR066W	0.904
YPR068C	0.804
YPR069C	0.819
YPR070W	1.296
YPR071W	0.792
YPR072W	0.524
YPR073C	1.164
YPR074C	1.233
YPR075C	1.288
YPR076W	1.226
YPR077C	1.282
YPR079W	1.255
YPR084W	1.182
YPR087W	1.633
YPR089W	1.058
YPR090W	0.851
YPR092W	0.924
YPR093C	0.949
YPR095C	1.159
YPR096C	1.229
YPR098C	1.087
YPR097W	1.132
YPR099C	0.075
YPR100W	0.904
YPR101W	0.484
YPR106W	1.208
YPR109W	1.133
YPR111W	1.106
YPR114W	1.188
YPR115W	0.930
YPR116W	1.077
YPR117W	1.328
YPR119W	1.725
YPR120C	1.768
YPR121W	1.633
YPR122W	1.465
YPR123C	1.637
YPR124W	0.936
YPR125W	1.249
YPR126C	1.279
YPR127W	1.305
YPR128C	0.963
YPR129W	1.250
YPR130C	1.165
YPR131C	0.243
YPR132W	1.089
YPR134W	0.908
YPR135W	0.770
YPR138C	0.861
YPR139C	0.105
YPR140W	0.980
YPR141C	0.705
YPR145W	0.817
YPR146C	1.093
YPR147C	1.037
YPR148C	1.197
YPR149W	1.155
YPR150W	0.793
YPR152C	0.907
YPR153W	0.678
YPR154W	0.915
YPR155C	1.044
YPR156C	0.659
YPR157W	0.813
YPR158W	0.634
YPR159W	0.110
YPR160W	1.287
YPR163C	0.458
YPR164W	1.354
YPR166C	0.940
YPR167C	0.953
YPR170C	0.990
YPR171W	0.895
YPR172W	1.207
YPR173C	0.688
YPR174C	1.145
YPR179C	0.986
YPR184W	0.885
YPR185W	1.197
YPR188C	1.251
YPR189W	1.186
YPR191W	0.990
YPR192W	1.073
YPR193C	1.335
YPR194C	0.166
YPR195C	0.993
YPR196W	0.987
YPR197C	1.026
YPR198W	0.893
YPR199C	0.789
YPR200C	1.132
YPR201W	1.294
YKL001C	0.734
YKL002W	0.608
YKL003C	0.987
YKL006W	0.668
YKL007W	0.938
YKL008C	1.105
YKL009W	1.007
YKL010C	0.843
YKL011C	0.851
YKL015W	0.828
YKL016C	1.417
YKL017C	1.239
YKL020C	1.346
YKL023W	1.422
YKL025C	1.320
YKL026C	0.917
YKL027W	1.109
YKL029C	0.970
YKL031W	1.014
YKL032C	1.095
YKL034W	0.942
YKL037W	0.487
YKL038W	1.206
YKL039W	1.132
YKL040C	1.084
YKL041W	0.640
YKL043W	1.222
YKL044W	1.152
YKL046C	1.416
YKL047W	1.315
YKL048C	1.064
YKL050C	0.943
YKL051W	0.966
YKL053W	1.212
YKL054C	0.504
YKL055C	1.522
YKL056C	0.985
YKL057C	1.353
YKL061W	1.247
YKL062W	1.146
YKL063C	1.281
YKL064W	1.509
YKL065C	1.184
YKL066W	1.264
YKL067W	1.347
YKL068W	0.921
YKL069W	0.995
YKL070W	1.125
YKL071W	0.825
YKL072W	0.820
YKL073W	0.966
YKL074C	1.177
YKL075C	0.555
YKL076C	0.850
YKL077W	1.283
YKL079W	0.707
YKL080W	0.084
YKL081W	0.061
YKL084W	0.633
YKL085W	1.091
YKL086W	1.039
YKL087C	1.055
YKL090W	0.965
YKL091C	1.096
YKL092C	1.064
YKL093W	1.004
YKL094W	0.761
YLR042C	1.063
YLR043C	0.320
YLR044C	0.671
YLR046C	1.145
YLR047C	1.206
YLR048W	0.883
YLR049C	1.089
YLR053C	1.274
YLR054C	0.996
YLR055C	1.098
YLR056W	1.217
YLR057W	1.024
YLR058C	0.608
YLR059C	0.745
YLR061W	0.950
YLR062C	0.486
YLR063W	1.232
YLR064W	1.420
YLR065C	0.941
YLR067C	1.323
YLR068W	1.202
YLR069C	1.076
YLR070C	0.981
YLR072W	1.228
YLR073C	0.903
YLR074C	0.417
YLR077W	0.673
YLR079W	0.738
YLR080W	1.136
YLR081W	1.192
YLR082C	0.836
YLR083C	0.975
YLR084C	0.912
YLR085C	0.718
YLR087C	1.097
YLR089C	0.938
YLR090W	0.889
YLR091W	0.696
YLR092W	0.765
YLR093C	0.967
YLR094C	1.282
YLR095C	0.854
YLR096W	1.187
YLR097C	1.306
YLR098C	1.338
YLR099C	0.948
YLR102C	0.936
YLR104W	1.031
YLR107W	0.908
YLR108C	0.587
YLR109W	0.847
YLR111W	1.481
YLR112W	1.201
YLR113W	1.572
YLR114C	0.872
YLR118C	0.913
YLR119W	1.224
YLR120C	1.027
YLR121C	0.981
YLR122C	0.970
YLR123C	0.990
YLR124W	0.976
YLR125W	0.718
YLR420W	1.317
YLR451W	1.572
YLR126C	1.436
YLR128W	1.771
YLR130C	1.347
YLR131C	1.660
YLR133W	1.547
YLR134W	1.349
YLR135W	1.247
YLR136C	1.171
YLR137W	1.016
YLR138W	1.356
YLR139C	1.536
YLR168C	1.357
YLR181C	1.447
YLR199C	1.592
YLR213C	1.324
YNL146W	1.400
YNL127W	0.793
YNL081C	1.241
YLR142W	1.308
YLR169W	1.277
YLR182W	1.008
YLR200W	1.386
YLR214W	1.129
YNL145W	0.798
YNL123W	1.211
YNL077W	1.206
YLR143W	1.394
YLR170C	0.842
YLR183C	1.203
YLR201C	1.129
YLR216C	0.744
YNL144C	1.159
YNL122C	0.980
YLR144C	1.241
YLR171W	0.997
YLR184W	1.580
YLR202C	1.307
YLR217W	0.910
YNL143C	0.790
YNL117W	1.098
YNL064C	1.701
YLR148W	1.086
YLR172C	0.808
YLR185W	1.508
YLR203C	1.057
YLR218C	0.968
YNL141W	0.918
YNL116W	0.841
YNL063W	1.068
YLR149C	1.003
YLR173W	0.728
YLR187W	0.831
YLR204W	1.091
YLR219W	1.451
YNL139C	0.538
YNL108C	1.365
YNL057W	1.048
YLR150W	1.237
YLR174W	1.030
YLR188W	0.760
YLR205C	0.845
YLR220W	0.840
YNL136W	1.315
YNL101W	1.156
YNL058C	0.983
YLR151C	0.993
YLR176C	0.940
YLR189C	1.129
YLR206W	0.989
YLR221C	0.961
YNL135C	0.921
YNL098C	0.762
YNL054W	0.970
YLR152C	0.986
YLR177W	0.947
YLR190W	0.758
YLR207W	1.045
YLR224W	0.979
YNL134C	0.879
YNL094W	0.773
YPL091W	0.708
YLR154C	1.003
YLR178C	0.712
YLR191W	0.773
YLR209C	0.896
YLR225C	0.926
YNL133C	1.028
YNL092W	0.726
YPL090C	1.097
YLR164W	0.932
YLR179C	1.350
YLR193C	0.889
YLR210W	0.852
YLR226W	0.302
YNL129W	0.607
YPL089C	0.765
YLR165C	1.068
YLR180W	1.230
YLR194C	0.930
YLR211C	1.047
YLR227C	0.896
YNL128W	1.145
YNL084C	1.338
YPL088W	0.752
YPL087W	1.141
YPL070W	1.293
YPL057C	1.190
YPL045W	0.844
YPL029W	0.892
YPL009C	1.144
YBL001C	1.099
YBL015W	1.125
YPL086C	1.491
YPL069C	1.183
YPL056C	1.094
YPL042C	2.049
YPL026C	0.838
YPL008W	1.297
YBL002W	0.961
YBL016W	1.156
YPL084W	1.614
YPL068C	1.198
YPL055C	1.277
YPL041C	1.009
YPL025C	0.839
YBL003C	0.969
YBL017C	1.042
YPL081W	1.294
YPL067C	1.247
YPL054W	1.149
YPL040C	1.150
YPL024W	1.291
YPL005W	1.090
YBL005W	1.043
YBL019W	0.997
YPL080C	1.094
YPL066W	1.072
YPL053C	1.028
YPL039W	1.065
YPL023C	1.379
YPL003W	1.094
YBL006C	1.547
YBL021C	1.009
YPL079W	1.318
YPL065W	1.260
YPL052W	1.003
YPL038W	0.968
YPL022W	1.146
YPL002C	1.339
YBL007C	2.196
YBL022C	1.008
YPL064C	1.143
YPL051W	1.200
YPL037C	1.150
YPL021W	0.841
YPL001W	0.868
YBL008W	1.093
YBL024W	1.413
YPL077C	0.929
YPL062W	0.906
YPL050C	0.733
YPL035C	0.794
YPL019C	0.908
YPR001W	0.922
YBL009W	0.783
YBL025W	0.723
YPL074W	0.655
YPL061W	0.979
YPL049C	1.046
YPL033C	0.938
YPL018W	0.932
YPR002W	0.887
YBL010C	0.890
YBL027W	0.984
YPL072W	0.755
YPL060W	0.776
YPL048W	0.897
YPL032C	1.012
YPL015C	0.747
YPR003C	0.792
YBL011W	0.668
YBL028C	0.866
YPL073C	0.507
YPL059W	0.689
YPL047W	0.933
YPL031C	0.535
YPL014W	0.733
YPR004C	0.794
YBL012C	0.495
YBL029W	0.747
YPL071C	0.816
YPL058C	0.785
YPL046C	0.755
YPL030W	0.572
YPL013C	0.446
YPR005C	0.539
YBL013W	0.500
YBL031W	0.906
YBL032W	1.359
YBL048W	1.248
YBL061C	1.351
YBL075C	1.138
YBL090W	1.031
YBL104C	1.108
YBR013C	1.063
YBR026C	1.149
YBL033C	1.248
YBL049W	1.118
YBL062W	1.229
YBL078C	1.278
YBL091C	1.089
YBL106C	1.063
YBR014C	1.012
YBR027C	1.192
YBL036C	1.061
YBL051C	1.081
YBL063W	1.296
YBL079W	1.203
YBL093C	1.004
YBL107C	1.002
YBR015C	1.192
YBR028C	1.045
YBL037W	1.179
YBL052C	1.126
YBL064C	1.363
YBL080C	1.396
YBL094C	1.711
YBR001C	1.010
YBR016W	1.055
YBR030W	0.961
YBL038W	1.082
YBL053W	1.036
YBL065W	1.026
YBL081W	1.035
YBL095W	1.014
YBR003W	0.915
YBR018C	0.911
YBR031W	1.043
YBL039C	1.046
YBL054W	0.918
YBL066C	0.993
YBL082C	1.070
YBL096C	1.021
YBR005W	0.959
YBR019C	0.907
YBR032W	0.898
YBL042C	0.914
YBL055C	0.985
YBL067C	1.024
YBL083C	1.042
YBL098W	0.859
YBR006W	0.998
YBR033W	0.874
YBL043W	1.103
YBL056W	0.930
YBL068W	0.863
YBL085W	0.865
YBL099W	0.804
YBR007C	0.982
YBR021W	1.190
YBR034C	0.861
YBL044W	0.776
YBL057C	0.868
YBL069W	0.958
YBL086C	0.900
YBL100C	0.619
YBR008C	0.951
YBR022W	0.986
YBR035C	1.030
YBL045C	0.852
YBL058W	0.746
YBL070C	0.943
YBL087C	0.857
YBL101C	0.812
YBR009C	1.225
YBR023C	1.155
YBR036C	0.823
YBL046W	0.770
YBL059W	0.821
YBL071C	0.795
YBL088C	0.963
YBL102W	0.828
YBR010W	0.871
YBR024W	0.817
YBR037C	0.695
YBL047C	1.096
YBL060W	0.724
YBL072C	0.973
YBL089W	0.868
YBL103C	0.707
YBR012C	0.833
YBR025C	0.799
YBR040W	0.746
YBR041W	1.297
YBR054W	1.250
YBR068C	1.050
YBR084W	0.980
YBR103W	0.958
YBR120C	0.943
YBR138C	1.047
YBR158W	1.419
YBR042C	1.041
YBR056W	1.046
YBR069C	1.001
YBR085W	1.129
YBR104W	1.118
YBR121C	0.972
YBR139W	0.982
YBR159W	1.240
YBR043C	0.794
YBR057C	1.007
YBR071W	0.817
YBR090C-A	0.898
YBR105C	1.114
YBR122C	0.818
YBR141C	1.217
YBR161W	1.144
YBR044C	1.020
YBR058C	1.195
YBR072W	0.982
YBR092C	1.171
YBR106W	1.406
YBR126C	1.085
YBR144C	0.970
YBR162C	1.213
YBR045C	0.973
YBR059C	0.899
YBR073W	1.065
YBR093C	1.514
YBR107C	1.158
YBR127C	0.939
YBR145W	0.992
YBR162W-A	1.228
YBR046C	1.019
YBR061C	1.262
YBR074W	1.072
YBR094W	1.114
YBR108W	0.999
YBR128C	1.592
YBR146W	1.002
YBR163W	1.041
YBR047W	1.177
YBR062C	0.851
YBR095C	1.114
YBR111C	1.084
YBR129C	1.065
YBR147W	1.065
YBR164C	1.350
YBR048W	0.783
YBR063C	0.871
YBR076W	0.869
YBR097W	0.856
YBR113W	0.965
YBR130C	0.861
YBR148W	1.028
YBR165W	0.998
YBR050C	0.947
YBR064W	0.757
YBR077C	1.076
YBR098W	1.106
YBR114W	0.929
YBR149W	0.982
YBR166C	0.911
YBR051W	0.860
YBR065C	0.891
YBR078W	1.769
YBR099C	0.922
YBR115C	0.921
YBR133C	1.067
YBR151W	0.847
YBR170C	1.005
YBR052C	0.782
YBR066C	0.887
YBR081C	1.006
YBR116C	0.797
YBR134W	0.974
YBR156C	1.511
YBR171W	0.567
YBR053C	0.890
YBR067C	0.789
YBR082C	0.054
YBR101C	0.750
YBR119W	0.872
YBR137W	0.722
YBR157C	0.716
YBR172C	1.186
YBR173C	1.659
YBR185C	1.313
YBR205W	1.107
YBR218C	0.995
YBR230C	1.072
YBR248C	1.241
YBR266C	1.352
YCL012W	1.118
YBR174C	1.241
YBR186W	1.185
YBR206W	1.156
YBR219C	0.954
YBR231C	1.265
YBR249C	1.039
YBR267W	1.266
YCL013W	1.029
YBR175W	1.125
YBR187W	1.183
YBR207W	0.847
YBR220C	0.947
YBR233W	1.062
YBR250W	1.043
YBR268W	0.998
YCL014W	1.086
YBR176W	0.934
YBR188C	1.090
YBR208C	0.996
YBR221C	1.266
YBR235W	0.890
YBR251W	1.058
YCL001W	1.150
YCL016C	1.540
YBR177C	0.909
YBR194W	1.352
YBR209W	1.004
YBR222C	1.075
YBR238C	0.705
YBR255W	1.149
YCL002C	1.185
YBR178W	1.221
YBR195C	0.949
YBR210W	1.416
YBR223C	0.666
YBR239C	1.133
YBR258C	0.667
YCL005W	1.120
YCL024W	0.878
YBR179C	0.754
YBR197C	1.042
YBR212W	1.248
YBR224W	0.683
YBR240C	0.756
YBR259W	0.763
YCL025C	0.861
YBR180W	0.813
YBR199W	1.041
YBR213W	0.805
YBR225W	0.845
YBR241C	0.592
YBR260C	0.888
YCL007C	1.056
YCL026C	0.879
YBR181C	0.863
YBR200W	1.229
YBR214W	0.595
YBR226C	0.932
YBR242W	1.178
YBR261C	1.194
YCL008C	1.425
YCL027W	0.625
YBR182C	0.606
YBR201W	0.846
YBR215W	0.852
YBR227C	0.836
YBR244W	0.835
YBR262C	0.669
YCL009C	0.829
YCL028W	1.002
YBR183W	0.688
YBR203W	0.399
YBR216C	1.033
YBR228W	0.559
YBR245C	0.880
YBR263W	0.450
YCL010C	1.230
YCL029C	1.107
YBR184W	0.445
YBR204C	0.984
YBR217W	0.451
YBR229C	1.135
YBR246W	1.041
YBR264C	0.389
YCL011C	0.699
YCL030C	0.608
YCL032W	1.472
YCL048W	1.001
YCL069W	1.468
YCR014C	1.024
YDL005C	0.623
YDL023C	0.856
YDL039C	0.826
YDL052C	1.383
YCL033C	1.002
YCL049C	1.066
YCR001W	0.824
YCR015C	0.709
YDL006W	0.724
YDL024C	0.627
YDL040C	0.808
YDL053C	2.167
YCL034W	1.386
YCL050C	1.017
YCR002C	1.420
YCR016W	0.860
YDL009C	1.112
YDL025C	1.561
YDL041W	0.999
YDL054C	1.460
YCL036W	1.252
YCL051W	1.161
YCR003W	0.943
YCR017C	1.723
YDL010W	1.258
YDL026W	1.684
YDL042C	1.746
YDL056W	2.086
YCL037C	1.301
YCL055W	0.905
YCR004C	1.231
YCR019W	0.987
YDL011C	0.767
YDL027C	1.059
YDL044C	0.844
YDL057W	1.849
YCL039W	0.807
YCL056C	0.754
YCR005C	0.893
YCR020C	0.965
YDL012C	1.143
YDL032W	0.780
YDL045W-A	1.007
YDL059C	1.477
YCL040W	1.079
YCL057W	1.536
YCR006C	1.370
YCR020C-A	0.931
YDL013W	1.231
YDL033C	0.918
YDL046W	1.448
YDL061C	1.926
YCL042W	1.056
YCL060C	0.807
YCR007C	1.164
YCR021C	0.343
YDL018C	1.462
YDL034W	0.835
YDL047W	1.038
YDL062W	1.224
YCL044C	0.374
YCL061C	0.634
YCR008W	1.101
YCR022C	1.192
YDL019C	0.934
YDL035C	0.607
YDL048C	1.346
YDL063C	1.821
YCL045C	1.309
YCL062W	0.722
YCR009C	0.881
YCR023C	0.658
YDL020C	1.085
YDL036C	1.216
YDL049C	0.940
YDL065C	1.547
YCL046W	0.673
YCL063W	0.993
YCR010C	0.667
YDL001W	0.575
YDL021W	0.786
YDL037C	0.880
YDL050C	0.638
YDL066W	0.914
YCL047C	0.706
YCL064C	0.755
YCR011C	0.210
YDL002C	0.058
YDL022W	0.617
YDL038C	0.513
YDL051W	0.853
YDL067C	1.503
YDL068W	2.193
YDL080C	1.308
YDL095W	0.756
YDL114W	1.236
YDL128W	0.920
YDL144C	1.555
YDL167C	1.729
YDL179W	1.989
YDL069C	2.955
YDL081C	0.984
YDL096C	1.060
YDL115C	1.273
YDL129W	1.239
YDL146W	1.100
YDL168W	1.643
YDL180W	2.112
YDL070W	2.018
YDL082W	1.223
YDL099W	0.867
YDL116W	1.571
YDL130W	0.917
YDL149W	1.128
YDL169C	1.574
YDL181W	2.445
YDL071C	1.938
YDL083C	0.806
YDL100C	0.857
YDL117W	0.707
YDL131W	0.832
YDL151C	0.641
YDL170W	0.581
YDL182W	3.145
YDL072C	1.460
YDL085W	1.214
YDL101C	0.215
YDL118W	0.759
YDL133W	1.032
YDL154W	0.364
YDL171C	0.237
YDL183C	1.908
YDL073W	1.384
YDL086W	0.736
YDL104C	1.761
YDL119C	0.740
YDL134C	0.739
YDL155W	1.072
YDL172C	0.597
YDL184C	2.720
YDL074C	1.245
YDL088C	1.157
YDL106C	1.043
YDL121C	0.829
YDL134C-A	1.016
YDL156W	0.890
YDL173W	1.091
YDL185W	1.619
YDL075W	0.942
YDL089W	0.712
YDL107W	0.939
YDL122W	1.020
YDL135C	0.541
YDL157C	1.248
YDL174C	0.819
YDL186W	2.005
YDL076C	0.640
YDL090C	0.549
YDL109C	0.839
YDL123W	0.925
YDL136W	1.224
YDL159W	1.337
YDL175C	0.876
YDL187C	2.352
YDL077C	1.083
YDL091C	0.843
YDL110C	0.906
YDL124W	0.739
YDL137W	1.275
YDL160C	1.151
YDL176W	0.950
YDL188C	1.772
YDL078C	0.962
YDL093W	0.785
YDL112W	0.558
YDL125C	0.410
YDL138W	0.621
YDL161W	1.083
YDL177C	0.825
YDL189W	1.290
YDL079C	0.667
YDL094C	0.845
YDL113C	0.658
YDL127W	0.568
YDL142C	0.693
YDL162C	0.579
YDL178W	0.375
YDL190C	1.456
YDL191W	1.330
YDL211C	0.857
YDL227C	1.163
YDL241W	0.934
YDR014W	0.656
YDR029W	0.911
YDR050C	0.920
YDR069C	1.809
YDL192W	1.218
YDL213C	0.810
YDL229W	1.211
YDL242W	1.137
YDR015C	0.957
YDR030C	0.962
YDR051C	1.029
YDR070C	1.215
YDL197C	0.879
YDL214C	0.694
YDL230W	0.612
YDL243C	0.646
YDR017C	0.721
YDR031W	1.602
YDR055W	1.006
YDR072C	1.983
YDL198C	1.467
YDL215C	0.893
YDL231C	1.085
YDR001C	0.736
YDR018C	1.090
YDR032C	1.599
YDR056C	1.063
YDR073W	1.468
YDL199C	1.455
YDL216C	0.819
YDL232W	1.064
YDR003W	1.151
YDR019C	1.258
YDR033W	1.363
YDR057W	1.391
YDR075W	1.563
YDL200C	1.546
YDL218W	0.994
YDL233W	0.954
YDR004W	0.832
YDR020C	0.816
YDR034C	1.427
YDR059C	1.566
YDR076W	1.675
YDL201W	1.361
YDL219W	0.620
YDL234C	1.011
YDR005C	1.195
YDR022C	1.352
YDR035W	0.692
YDR061W	1.165
YDR077W	1.081
YDL202W	1.340
YDL222C	1.226
YDL236W	0.759
YDR006C	0.827
YDR024W	0.595
YDR036C	0.676
YDR063W	1.328
YDR078C	1.201
YDL203C	1.024
YDL223C	1.052
YDL237W	1.155
YDR008C	1.364
YDR025W	0.604
YDR042C	0.662
YDR065W	1.048
YDR079W	1.737
YDL204W	1.152
YDL224C	0.777
YDL238C	0.507
YDR009W	0.802
YDR026C	0.957
YDR043C	0.182
YDR066C	1.229
YDR080W	1.078
YDL206W	0.991
YDL225W	0.966
YDL239C	0.418
YDR010C	0.637
YDR027C	0.641
YDR046C	0.559
YDR067C	0.577
YDR083W	1.311
YDL210W	0.615
YDL226C	0.480
YDL240W	0.442
YDR011W	0.443
YDR028C	0.438
YDR049W	0.795
YDR068W	0.361
YDR084C	0.719
YDR085C	1.472
YDR101C	1.001
YDR115W	1.468
YDR128W	1.024
YDR140W	0.623
YDR154C	0.856
YDR173C	0.826
YDR192C	1.383
YDR089W	1.002
YDR102C	1.066
YDR116C	0.824
YDR129C	0.709
YDR142C	0.724
YDR155C	0.627
YDR175C	0.808
YDR193W	2.167
YDR090C	1.386
YDR103W	1.017
YDR117C	1.420
YDR130C	0.860
YDR143C	1.112
YDR156W	1.561
YDR176W	0.999
YDR194C	1.460
YDR092W	1.252
YDR104C	1.161
YDR119W	0.943
YDR131C	1.723
YDR144C	1.258
YDR157W	1.684
YDR178W	1.746
YDR195W	2.086
YDR093W	1.301
YDR105C	0.905
YDR120C	1.231
YDR132C	0.987
YDR146C	0.767
YDR158W	1.059
YDR179C	0.844
YDR197W	1.849
YDR094W	0.807
YDR107C	0.754
YDR121W	0.893
YDR133C	0.965
YDR147W	1.143
YDR159W	0.780
YDR179W-A	1.007
YDR198C	1.477
YDR095C	1.079
YDR108W	1.536
YDR122W	1.370
YDR134C	0.931
YDR148C	1.231
YDR161W	0.918
YDR181C	1.448
YDR199W	1.926
YDR096W	1.056
YDR109C	0.807
YDR123C	1.164
YDR135C	0.343
YDR149C	1.462
YDR162C	0.835
YDR183W	1.038
YDR200C	1.224
YDR097C	0.374
YDR110W	0.634
YDR124W	1.101
YDR136C	1.192
YDR150W	0.934
YDR163W	0.607
