orf	hap a | inorganic phosphate abundance | standard [standard] | Freimoser FM~Amrhein N, 2006
YDL233W	-0.04371695563062291
YDL234C	-0.00922772472539701
YDL236W	-0.16161998370382313
YDL237W	0.07791376351678692
YDL238C	-0.31385655475916924
YDL239C	-0.3679213708583889
YDL240W	-0.3530691199833456
YDL241W	-0.05556475451727061
YDL242W	0.0666895768785359
YDL243C	-0.23020049910798682
YDR001C	-0.17525126239949293
YDR003W	0.07529055646380577
YDR004W	-0.11721119235501598
YDR005C	0.10171965108604866
YDR006C	-0.12053387901044431
YDR007W	-0.04242956962457814
YDR008C	0.204272392719065
YDR009W	-0.13547185716326574
YDR010C	-0.23524126304133486
YDR011W	-0.35251903661760325
YDR014W	-0.22407957147463559
YDR015C	-0.04213006134130854
YDR017C	-0.18490077674211372
YDR018C	0.03865899684592333
YDR019C	0.13980557572179733
YDR020C	-0.12737878733161126
YDR022C	0.19709125743020553
YDR024W	-0.26068173147568324
YDR025W	-0.2552727603753677
YDR026C	-0.04185686108175543
YDR027C	-0.23265980038924403
YDR028C	-0.35589812015002054
YDR029W	-0.069594462656997
YDR030C	-0.03898527022860896
YDR031W	0.3481634025808551
YDR032C	0.3461261295441592
YDR033W	0.2036316665468871
YDR034C	0.24211349439310528
YDR035W	-0.20238270713191217
YDR036C	-0.2116191116495992
YDR042C	-0.22023955555371247
YDR043C	-0.510313008608078
YDR046C	-0.2822906608714626
YDR048C	0.026298573523031523
YDR049W	-0.1396178056833927
YDR050C	-0.06417033705333534
YDR051C	0.0016057251316222974
YDR055W	-0.012052084143766989
YDR056C	0.022228454453473812
YDR057W	0.2200957437855503
YDR058C	0.041917790808443926
YDR059C	0.3260141184129924
YDR061W	0.08399603076702492
YDR063W	0.1823325903581439
YDR065W	0.012863776576157991
YDR066C	0.12246694803359874
YDR067C	-0.27173536519144137
YDR068W	-0.40208154787098876
YDR069C	0.47282025499099606
YDR070C	0.1140419055840992
YDR071C	0.06388647749855811
YDR072C	0.5784277745918937
YDR073W	0.2669062665434648
YDR074W	-0.1763953139812647
YDR075W	0.3243647488760888
YDR076W	0.39181809282175767
YDR077W	0.032766527748759385
YDR078C	0.10555289865719301
YDR079W	0.42964782378264266
YDR080W	0.03095907991499798
YDR083W	0.17225049278485507
YDR084C	-0.1859478466236233
YDR085C	0.26952340634317107
YDR089W	-0.014627719887364218
YDR090C	0.2175059240948991
YDR092W	0.13633103087583126
YDR093W	0.16598262480371317
YDR094W	-0.13274946335914592
YDR095C	0.03197505854870251
YDR096W	0.017856005271514475
YDR097C	-0.3945244302745079
YDR098C	0.17067443305354968
YDR099W	-0.2138603339728833
YDR100W	-0.1934665252957133
YDR101C	-0.015494981041046064
YDR102C	0.02411930865438894
YDR103W	-0.005916769061739781
YDR104C	0.0814401707495252
YDR105C	-0.07328459445465299
YDR107C	-0.1644575752482442
YDR108W	0.30813087468833067
YDR109C	-0.13277981250378093
YDR110W	-0.23737552318236219
YDR111C	-0.1842856830763733
YDR112W	-0.01995277813486324
YDR114C	-0.16399440902291543
YDR115W	0.26712802666413554
YDR116C	-0.12239739681008314
YDR117C	0.23817890641089093
YDR119W	-0.05059098096522112
YDR120C	0.12360374622599839
YDR121W	-0.08054474627630208
YDR122W	0.2079227942209401
YDR123C	0.08298060988345202
YDR124W	0.045274045379386556
YDR125C	-0.0880371911881159
YDR126W	-0.21708995154166977
YDR127W	-0.49347887770066823
YDR128W	-0.0017208333060991933
YDR129C	-0.19201573016302814
YDR130C	-0.10063910113616174
YDR131C	0.42107956674855784
YDR132C	-0.0240075275998358
YDR133C	-0.03695969459467155
YDR135C	-0.41311935766584845
YDR136C	0.10030224203825339
YDR137W	-0.22246370269593047
YDR138W	-0.2726812761653944
YDR139C	-0.5851461777531702
YDR140W	-0.24412273654709518
YDR142C	-0.1827943918441522
YDR143C	0.051529223335887005
YDR144C	0.1397989692901076
YDR146C	-0.1569813897057785
YDR147W	0.07073426595784059
YDR148C	0.12340231310331043
YDR149C	0.2631378756592925
YDR150W	-0.056046215453435
YDR151C	0.03529970593693109
YDR152W	-0.14554781633548547
YDR153C	-0.247580376062013
YDR154C	-0.10295671970922764
YDR155C	-0.2414748849220466
YDR156W	0.32291819822781126
YDR157W	0.39769694366000163
YDR158W	0.019507137083331755
YDR159W	-0.14917086903071994
YDR161W	-0.06552395557125615
YDR162C	-0.11550103282498271
YDR163W	-0.25377247648000406
YDR165W	0.11488848883676932
YDR169C	-0.08823805898674152
YDR171W	-0.310580285766642
YDR173C	-0.1213550456123351
YDR174W	0.20034335688614924
YDR175C	-0.1321657407597815
YDR176W	-0.016437006087286585
YDR178W	0.4347990364235924
YDR179C	-0.11029942507718464
YDR179W-A	-0.011745883345442338
YDR181C	0.2551030074820184
YDR183W	0.006741887573487696
YDR184C	0.19324524400194595
YDR185C	-0.052226041667570784
YDR186C	-0.23493915483360298
YDR191W	-0.10493128751448533
