orf	hap a | inorganic phosphate abundance | standard [standard] | Freimoser FM~Amrhein N, 2006
YAL002W	1.0947562652368237
YAL004W	0.8770533433944742
YAL005C	1.113184088917516
YAL007C	0.9125923443865167
YAL008W	0.7900728465289064
YAL009W	0.7739072272660905
YAL010C	1.0056448804272116
YAL011W	0.952936046168437
YAL012W	1.6202140682698607
YAL013W	0.8912049321702212
YAL014C	1.1313447378022488
YAL015C	1.0843798716375335
YAL016W	1.1256608697312858
YAL017W	1.287794578592988
YAL018C	1.2697507521155567
YAL019W	1.1301305842745737
YAL020C	0.9176097258615542
YAL021C	0.12780467642890883
YAL022C	0.8136588278218182
YAL023C	0.6809296236101436
YAL024C	1.03841137666072
YAL026C	0.7187844451504893
YAL027W	1.208102392415192
YAL028W	1.174875682868749
YAL029C	0.9422887160436498
YAL030W	1.0862494921058743
YAL031C	1.1026273674085376
YAL034C	0.9520470457890857
YAL035W	0.17966304852565587
YAL036C	0.9743023711400046
YAL037W	0.7390821059751062
YAL039C	0.6188859221422491
YAL040C	0.8177333110493742
YAL042C-A	0.7696556688295461
YAL042W	0.6520029986818158
YAL044C	1.3032030733207458
YAL045C	1.1105968892237734
YAL046C	0.8661603056514228
YAL047C	1.0032208830542444
YAL048C	0.40718982267589043
YAL049C	1.1685599870159438
YAL051W	1.0834472609568553
YAL053W	0.7263805452526959
YAL054C	0.8327697964814704
YAL055W	0.7040990683770606
YAL056C-A	1.6473900613159853
YAL056W	0.9134258184351057
YAL058W	1.0959824095342647
YAL059W	1.040891079579019
YAL060W	1.0321685628047366
YAL061W	0.9371395973767447
YAL062W	0.9552858017821829
YAL064C-A	1.4017237081630647
YAL065C	0.9943551195727884
YAL066W	1.03080674694472
YAL067C	1.3192042024611097
YAL068C	1.3434157875261201
YAR002C-A	1.2076098879828616
YAR002W	0.6339615919504555
YAR003W	0.791798650038144
YAR014C	0.927229307339756
YAR015W	0.3909330045073655
YAR018C	0.9796811254104614
YAR020C	0.9739243084288082
YAR023C	0.8174878105409799
YAR027W	0.7403697054628677
YAR028W	0.9350239050809551
YAR029W	1.1507951553384148
YAR030C	1.224975330856745
YAR031W	0.7686119723022713
YAR035W	1.1360801689658344
YAR042W	1.1421885365186242
YAR047C	0.9639323224065572
YAR050W	0.8024006881905387
YBL001C	1.0989846627196869
YBL002W	0.9607877088647218
YBL003C	0.9690926634044602
YBL005W	1.0427683786208533
YBL006C	1.5471900195442496
YBL007C	2.1958767367348493
YBL008W	1.0930944130328775
YBL009W	0.7831592335065366
YBL010C	0.8899665197273701
YBL011W	0.6680321832662718
YBL012C	0.4954825418928905
YBL013W	0.4998505645723462
YBL015W	1.1249042440601669
YBL016W	1.1560747750687614
YBL017C	1.0415751994839777
YBL019W	0.9971296709444117
YBL021C	1.0094592608611577
YBL022C	1.0081388887038973
YBL024W	1.4129297285920628
YBL025W	0.7228064325847635
YBL027W	0.9839191120311619
YBL028C	0.8660040788513697
YBL029W	0.7474403853339775
YBL031W	0.9061320073642071
YBL032W	1.3593476496941408
YBL033C	1.2475106687300006
YBL036C	1.0612355303655272
YBL037W	1.1786586434145092
YBL038W	1.0819770323550595
YBL039C	1.0457188530529857
YBL042C	0.9140528613311999
YBL043W	1.103087242363152
YBL044W	0.7756928049242168
YBL045C	0.8516551888339331
YBL046W	0.7696384441790783
YBL047C	1.0956792512773548
YBL048W	1.2483924140812304
YBL049W	1.1179746665852766
YBL051C	1.0813074921122656
YBL052C	1.1261131251600383
YBL053W	1.0362843268060178
YBL054W	0.9178092429531088
YBL055C	0.9853353087994362
YBL056W	0.9304901822539159
YBL057C	0.8677241546609885
YBL058W	0.7460858203189764
YBL059W	0.8214455330790691
YBL060W	0.7241514382496895
YBL061C	1.3507026935760669
YBL062W	1.2288530182479689
YBL063W	1.2958367855029032
YBL064C	1.3626483021342928
YBL065W	1.0261664051235622
YBL066C	0.99306208811202
YBL067C	1.0241437380963803
