orf	hap a | telomere length | standard [standard] | Gatbonton T~Bedalov A, 2006
YAL068C	0.10456365339561431
YAL067C	0.10456365339561431
YAL066W	0.10456365339561431
YAL065C	0.10456365339561431
YAL062W	0.10456365339561431
YAL061W	0.10456365339561431
YAL060W	0.10456365339561431
YAL059W	0.10456365339561431
YAL058W	0.10456365339561431
YAL056W	0.10456365339561431
YAL055W	0.10456365339561431
YAL053W	0.10456365339561431
YAL051W	0.10456365339561431
YAL049C	0.10456365339561431
YAL048C	0.10456365339561431
YAL046C	0.10456365339561431
YAL045C	0.10456365339561431
YAL044C	0.10456365339561431
YAL042W	0.10456365339561431
YAL042C-A	0.10456365339561431
YAL040C	0.10456365339561431
YAL037W	0.10456365339561431
YAL036C	0.10456365339561431
YAL035W	0.10456365339561431
YAL034C	0.10456365339561431
YAL031C	0.10456365339561431
YAL030W	0.10456365339561431
YAL029C	0.10456365339561431
YAL028W	0.10456365339561431
YAL026C	0.10456365339561431
YAL023C	0.10456365339561431
YAL022C	0.10456365339561431
YAL021C	0.10456365339561431
YAL020C	0.10456365339561431
YAL019W	0.10456365339561431
YAL018C	0.10456365339561431
YAL017W	0.10456365339561431
YAL015C	0.10456365339561431
YAL014C	0.10456365339561431
YAL013W	0.10456365339561431
YAL011W	0.10456365339561431
YAL010C	3.5551642154508896
YAL009W	0.10456365339561431
YAL008W	0.10456365339561431
YAL007C	0.10456365339561431
YAL004W	0.10456365339561431
YAL005C	0.10456365339561431
YAL002W	0.10456365339561431
YAR002W	0.10456365339561431
YAR003W	0.10456365339561431
YAR014C	0.10456365339561431
YAR015W	0.10456365339561431
YAR018C	0.10456365339561431
YAR020C	0.10456365339561431
YAR023C	0.10456365339561431
YAR027W	0.10456365339561431
YAR028W	0.10456365339561431
YAR029W	0.10456365339561431
YAR031W	0.10456365339561431
YAR030C	0.10456365339561431
YAR035W	0.10456365339561431
YAR042W	0.10456365339561431
YAR047C	0.10456365339561431
YLL001W	0.10456365339561431
YLL002W	0.10456365339561431
YLL005C	0.10456365339561431
YLL010C	0.10456365339561431
YLL012W	0.10456365339561431
YLL013C	0.10456365339561431
YLL014W	0.10456365339561431
YLL015W	0.10456365339561431
YLL019C	0.10456365339561431
YLL020C	0.10456365339561431
YLL021W	0.10456365339561431
YLL023C	0.10456365339561431
YLL024C	0.10456365339561431
YLL025W	0.10456365339561431
YLL026W	0.10456365339561431
YLL028W	0.10456365339561431
YLL029W	0.10456365339561431
YLL032C	0.10456365339561431
YLL038C	0.10456365339561431
YLL039C	0.10456365339561431
YLL040C	0.10456365339561431
YLL041C	0.10456365339561431
YLL043W	0.10456365339561431
YLL045C	0.10456365339561431
YLL046C	0.10456365339561431
YLL047W	0.10456365339561431
YLL051C	0.10456365339561431
YLL052C	0.10456365339561431
YLL053C	0.10456365339561431
YLL054C	0.10456365339561431
YLL055W	0.10456365339561431
YLL056C	0.10456365339561431
YLL057C	0.10456365339561431
YLL058W	0.10456365339561431
YLL060C	0.10456365339561431
YLL061W	0.10456365339561431
YLL062C	0.10456365339561431
YLL063C	0.10456365339561431
YLR001C	0.10456365339561431
YLR003C	0.10456365339561431
YLR004C	0.10456365339561431
YLR011W	0.10456365339561431
YLR012C	0.10456365339561431
YLR013W	0.10456365339561431
YLR014C	0.10456365339561431
YLR015W	0.10456365339561431
YLR016C	0.10456365339561431
YLR017W	0.10456365339561431
YLR018C	0.10456365339561431
YLR019W	0.10456365339561431
YLR020C	0.10456365339561431
YLR021W	0.10456365339561431
YLR023C	0.10456365339561431
YLR024C	0.10456365339561431
YLR025W	0.10456365339561431
YLR028C	0.10456365339561431
YLR042C	0.10456365339561431
YLR043C	0.10456365339561431
YLR044C	0.10456365339561431
YLR046C	0.10456365339561431
YLR047C	0.10456365339561431
YLR048W	0.10456365339561431
YLR049C	0.10456365339561431
YLR053C	0.10456365339561431
YLR054C	0.10456365339561431
YLR055C	0.10456365339561431
YLR056W	0.10456365339561431
YLR057W	0.10456365339561431
YLR058C	0.10456365339561431
YLR059C	0.10456365339561431
YLR061W	0.10456365339561431
YLR062C	0.10456365339561431
YLR063W	0.10456365339561431
YLR064W	0.10456365339561431
YLR065C	0.10456365339561431
YLR068W	0.10456365339561431
YLR072W	0.10456365339561431
YLR073C	0.10456365339561431
YLR074C	0.10456365339561431
YLR077W	0.10456365339561431
YLR079W	0.10456365339561431
YLR080W	0.10456365339561431
YLR081W	0.10456365339561431
YLR082C	0.10456365339561431
YLR083C	0.10456365339561431
YLR084C	0.10456365339561431
YLR085C	0.10456365339561431
YLR087C	0.10456365339561431
YLR089C	0.10456365339561431
