Filter 8: 620 DiKU+His+no Trp 11:57am
 0.097	 0.082	 0.163	 0.086	 0.109	 0.114	 0.111	 0.108	 0.103	 0.134	 0.104	 0.107
 0.114	 0.118	 0.100	 0.165	 0.099	 0.087	 0.080	 0.089	 0.092	 0.120	 0.076	 0.122
 0.102	 0.103	 0.131	 0.093	 0.103	 0.100	 0.082	 0.087	 0.080	 0.077	 0.115	 0.095
 0.095	 0.099	 0.091	 0.089	 0.077	 0.075	 0.091	 0.082	 0.099	 0.144	 0.154	 0.080
 0.086	 0.074	 0.079	 0.080	 0.072	 0.110	 0.095	 0.093	 0.118	 0.121	 0.112	 0.125
 0.092	 0.100	 0.130	 0.105	 0.109	 0.102	 0.096	 0.091	 0.116	 0.116	 0.119	 0.103
 0.089	 0.078	 0.107	 0.100	 0.116	 0.111	 0.129	 0.126	 0.101	 0.120	 0.117	 0.136
 0.114	 0.095	 0.075	 0.098	 0.096	 0.105	 0.127	 0.136	 0.119	 0.084	 0.116	 0.141

Filter 8: 620 DiKU+His+Trp 11:57pm
 0.087	 0.080	 0.170	 0.129	 0.146	 0.153	 0.158	 0.146	 0.148	 0.152	 0.143	 0.174
 0.164	 0.160	 0.172	 0.172	 0.168	 0.145	 0.076	 0.156	 0.152	 0.156	 0.090	 0.136
 0.154	 0.153	 0.149	 0.150	 0.148	 0.154	 0.125	 0.147	 0.099	 0.180	 0.128	 0.145
 0.144	 0.142	 0.132	 0.141	 0.140	 0.123	 0.139	 0.141	 0.149	 0.165	 0.148	 0.112
 0.098	 0.129	 0.136	 0.146	 0.078	 0.151	 0.136	 0.131	 0.149	 0.148	 0.154	 0.154
 0.150	 0.143	 0.148	 0.146	 0.142	 0.138	 0.140	 0.146	 0.161	 0.159	 0.160	 0.145
 0.133	 0.126	 0.147	 0.152	 0.147	 0.140	 0.174	 0.170	 0.140	 0.156	 0.163	 0.161
 0.151	 0.144	 0.080	 0.153	 0.146	 0.154	 0.147	 0.163	 0.152	 0.119	 0.169	 0.164


