orf	hom | growth (pooled culture, microarray) | albicanol [0.05 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	hom | growth (pooled culture, microarray) | drimenol [0.025 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	hom | growth (pooled culture, microarray) | drimenol [0.0375 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | albicanol [0.05 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | drimenol [0.025 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | drimenol [0.0375 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020
YAL001C				0.38249712019252935	-0.4783982335822257	0.41864608773470596
YAL002W	-0.3687400901879372	-0.7326383787021872	-0.4187345836962401			
YAL003W				0.12636560575304448	-0.42388043933239017	-0.29522448168084287
YAL004W	0.04990625047752629	-0.3113713109484294	-0.27972435736913964			
YAL005C	0.03260681491283772	-0.6074793223405635	-0.12665691714379293			
YAL007C	-0.07810957270116917	-0.35105588979479785	-0.011075380647102617			
YAL008W	-0.10578866960467088	-0.3876878087299072	0.2013447404819499			
YAL009W	0.5758090916440589	0.8028495566611472	2.8597200799058275			
YAL010C	0.5896486400958099	2.698551361553057	1.5305324101938886			
YAL011W	-0.04351070157179201	-0.30221333121465205	0.7839381609314835			
YAL012W	0.4720124782559275	0.4151617479312397	3.4548088015982468			
YAL013W	-0.26494347679980573	-0.4334777073987939	1.2790644726808191			
YAL014C	-0.24418415412217948	0.20147555414310175	0.035781999013717786			
YAL015C	-0.07810957270116917	2.3300291573831633e-16	0.04202964963516051			
YAL016W	0.22982038035028743	0.555584103849159	1.7757526970855153			
YAL017W	-0.30646212215505836	-0.012210639645036213	0.15761118613185085			
YAL018C	0.31631755817373036	-0.018315959467554446	-0.38281059262294453			
YAL019W	-0.6247717365453281	-0.04273723875762736	0.24976403279813097			
YAL020C	-0.10924855671760858	-0.32052929068220676	0.6090039435310874			
YAL021C	0.12256387984921831	-0.14347501582917813	0.8370431912137466			
YAL022C	-0.06772991136235601	-0.27473939201332	0.1529254481657688			
YAL023C	0.8145413024367613	1.117273527520836	1.6398662960691364			
YAL024C	1.1501503523917196	-0.5281101646478266	0.08888702929598091			
YAL025C				-0.4590778558229208	-0.5692612239986181	-0.42555769767372315
YAL026C	-0.10924855671760858	0.07936915769273721	0.9323198631907482			
YAL027W	0.3128576710607926	-0.06715851804770027	0.15761118613185085			
YAL028W	0.015307379348149143	-0.0732638378702185	0.14355397223360472			
YAL029C	0.5758090916440589	0.6593745408319689	0.23726873155524553			
YAL030W	-0.033131040232978866	-0.2228441735219151	-0.03918980844359486			
YAL031C	0.008387605122273717	-0.16484363520799192	-0.02669450720070941			
YAL032C				-0.33101209860317843	0.5647088963979595	-0.15600491005208436
YAL033W				-0.37126133658652605	-0.9218096268142209	-0.8165573456523639
YAL034C	0.5135311236111801	1.2576958834387553	-0.38905824324438726			
YAL034C-B				-0.389556444760775	-0.6092409397818308	1.0377288637008875
YAL034W-A				-0.31271699042892953	0.27394732706550373	0.40087337646294957
YAL036C	0.10872433139746746	-0.21673885369939686	0.07170599008701344			
YAL037W	-0.7631672210628367	-0.9402192526678069	-0.2625433181601721			
YAL038W				-0.1004937356076421	-0.32211389006603064	0.23795685647184922
YAL040C	-6.074093939422228	-4.792676060676809	-3.1880057216507263			
