ORF	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [48 h] | Thorsen M~Tamas MJ, 2009
YLR016C	-0.028	-0.011	-0.034	-0.191	0.055	0.055	-0.792	0.159	1.692	-0.274	0.056	0.174
YLR017W	0.056	0.064	-0.146	0.071	0.089	0.112	-0.457	0.511	0.343	0.043	0.399	-0.013
YLR018C	-0.024	0.023	-0.106	0.142	-0.001	-0.047	-0.541	0.545	0.795	0.033	0.412	0.270
YLR019W	0.092	0.239	0.384	0.238	0.280	0.587	-0.500	0.529	0.590	0.105	0.478	0.509
YLR020C	-0.012	0.304	0.028	0.104	0.287	0.176	-0.189	-0.130	-0.267	0.083	0.098	0.164
YLR021W	0.151	0.355	0.198	0.030	0.273	0.082	0.933	0.369	0.297	0.763	0.291	-0.076
YLR023C	0.224	0.404	0.013	0.140	0.186	-0.019	1.684	0.282	0.097	0.736	0.326	0.226
YLR024C	-0.014	0.193	-0.614	-0.160	-0.030	-0.530	0.463	-0.012	-0.175	0.110	-0.055	-0.095
YLR025W	0.227	2.476	6.199	0.139	1.061	3.085	1.612	3.285	2.852	3.078	3.141	2.083
YLR027C	0.203	0.236	-0.151	-0.017	0.056	-0.114	1.572	0.237	-0.036	0.345	-0.005	-0.101
YLR028C	0.197	0.289	0.023	-0.037	0.065	-0.179	1.671	0.158	0.356	0.304	0.237	0.219
YLR030W	0.259	0.198	0.275	0.184	0.096	0.395	0.626	0.827	0.297	0.228	0.256	0.105
YLR031W	0.331	0.332	-0.088	0.380	0.380	-0.172	0.098	0.280	0.123	0.333	0.285	0.498
YLR032W	0.422	0.580	0.465	0.239	0.410	0.448	0.492	0.580	0.529	1.002	1.291	0.496
YLR034C	-0.017	0.039	-0.217	0.049	-0.027	-0.031	-0.250	-0.771	0.522	0.095	-0.431	1.303
YLR035C	-0.061	0.070	-0.125	0.020	0.005	-0.240	0.991	0.055	-0.504	0.331	0.711	0.096
YLR036C	-0.626	-0.913	-2.096	-0.079	-0.525	-0.540	-1.360	-1.674	-1.493	-0.453	-0.238	-0.401
YLR037C	0.431	-0.360	-1.558	0.125	-0.478	-0.739	-0.534	-1.223	-0.441	-0.239	-0.472	-0.059
YLR038C	0.169	-0.152	-1.030	-0.004	-0.129	-0.619	0.241	-0.747	-0.413	0.200	0.050	0.215
YLR039C	0.606	0.270	0.240	0.358	0.073	0.313	1.170	0.617	0.673	0.748	1.014	0.443
YLR040C	0.000	0.394	0.652	0.286	0.099	1.228	0.011	-0.995	0.738	-0.110	-0.090	-0.085
YLR041W	0.226	-0.449	-0.023	0.051	-0.332	-0.175	-0.360	0.704	-0.702	0.059	0.369	-0.182
YLR042C	0.421	-0.040	0.148	0.090	0.184	0.204	-0.911	0.113	0.208	-0.073	0.190	0.256
YLR043C	-0.101	-0.492	-0.683	-0.179	-0.363	-0.271	-0.131	-0.210	-0.073	-0.331	-0.205	-0.106
YLR044C	-1.933	-0.542	0.203	-0.353	-0.494	-0.227	-0.452	0.213	-0.071	0.327	-0.046	0.602
YLR046C	-0.036	-0.075	0.145	-0.004	0.127	0.282	-0.159	-0.391	-0.064	-0.206	-0.261	-0.053
YLR047C	0.410	0.021	-0.161	0.160	0.072	0.152	-1.210	0.099	0.218	0.092	-0.019	0.017
YLR048W	-0.292	-0.436	0.245	-0.221	-0.311	-0.373	-0.522	0.528	1.445	0.297	-0.195	0.277
YLR049C	0.094	0.030	0.224	0.349	0.104	0.075	0.354	0.328	0.145	-0.060	0.100	-0.047
YLR050C	0.513	0.502	0.209	0.504	0.427	0.183	-0.024	0.209	0.152	0.166	0.041	0.548
YLR052W	0.045	-0.316	0.098	-0.147	-0.084	0.033	0.043	-0.295	0.124	0.321	0.407	-0.269
YLR053C	0.367	-0.198	-0.159	-0.099	-0.321	-0.253	0.302	-0.068	-0.159	0.359	-0.101	-0.006
YLR054C	1.409	-0.300	-0.171	0.216	-0.049	-0.052	0.401	-0.079	-0.017	-0.164	-0.024	0.048
YLR055C	0.921	0.003	0.160	0.282	0.122	0.094	-0.054	0.349	0.061	0.432	0.444	0.182
YLR056W	-0.100	-0.047	0.761	0.597	0.075	0.605	-1.460	0.481	-0.319	-0.446	-0.245	0.988
YLR057W	-0.661	-0.474	-0.640	0.003	-0.210	-0.128	-0.144	-0.344	-0.292	-0.055	0.020	0.189
YLR058C	-0.712	-0.355	-0.376	0.131	-0.095	-0.060	0.069	0.130	-0.544	-0.042	0.143	0.090
YLR059C	-0.512	0.101	-0.021	-0.326	0.163	0.108	0.053	0.236	-0.338	0.077	0.136	-0.162
YLR061W	-0.643	-0.602	-0.599	-0.257	-0.587	-0.602	-1.485	1.227	0.735	0.018	-0.079	0.678
YLR062C	-0.569	-0.255	-0.263	-0.226	-0.352	-0.180	-0.110	1.164	2.014	0.316	0.317	-0.310
YLR063W	-0.988	-0.083	-0.060	0.034	-0.088	-0.015	-0.932	0.143	0.084	-0.046	0.056	0.531
YLR064W	0.613	0.233	0.098	0.437	-0.009	-0.131	0.198	0.228	-0.008	0.651	-0.044	-0.124
YLR065C	-0.271	0.074	0.044	-0.194	0.006	0.055	-0.216	-0.176	-0.233	-0.254	-0.029	-0.057
YLR067C	0.162	0.214	0.261	0.163	0.143	0.171	-0.449	0.423	0.179	0.503	0.054	0.104
YLR068W	-0.123	0.022	-0.115	0.135	-0.114	-0.101	-0.726	1.059	0.658	0.100	0.021	0.087
YLR069C	-0.172	0.073	0.220	0.087	-0.043	0.228	-0.172	0.277	0.165	-0.214	0.061	-0.119
YLR070C	0.460	0.423	0.298	0.533	0.151	0.196	0.398	0.271	0.102	0.233	0.250	0.070
YLR072W	-0.763	0.004	0.113	-0.422	-0.026	0.054	-0.285	-0.322	0.061	-0.066	0.019	-0.033
YLR073C	0.154	0.190	0.044	0.174	0.293	0.252	0.096	0.200	-0.211	0.192	0.201	0.268
YLR074C	-0.384	-0.227	0.090	-0.213	-0.073	0.049	-0.384	0.039	-0.221	-0.212	0.060	0.067
YLR077W	-0.054	-0.084	-0.293	-0.205	-0.047	-0.010	-0.118	0.027	-0.132	0.101	-0.100	0.456
YLR079W	0.696	-0.299	1.500	0.442	0.010	0.241	-2.230	0.056	1.259	0.902	0.351	0.503
YLR080W	0.176	-0.134	0.001	-0.156	-0.127	-0.081	-0.035	-0.036	0.111	-0.113	0.197	-0.200
YLR081W	-0.625	0.196	0.927	-0.198	-0.069	-0.152	-0.231	-0.131	0.030	-0.238	-0.069	-0.310
YLR082C	0.907	0.276	0.104	0.391	0.053	0.019	0.428	0.114	0.227	0.645	0.022	0.308
YLR083C	0.621	0.089	0.144	0.352	0.078	-0.033	0.217	0.322	0.228	0.019	0.104	0.222
YLR084C	0.726	0.237	0.113	0.498	0.259	0.185	-0.660	0.119	-0.201	0.330	0.084	0.140
YLR085C	-0.182	0.259	1.459	-0.150	0.189	0.553	0.103	0.082	0.831	-0.104	0.025	0.249
YLR087C	2.047	3.083	2.702	0.565	0.444	0.764	-0.020	0.178	0.221	0.814	-0.010	0.199
YLR089C	0.479	0.307	1.615	0.287	0.315	0.433	-0.059	1.052	0.410	0.261	0.512	0.164
YLR090W	-1.016	0.183	-0.252	-0.072	0.023	-0.213	-0.384	-0.389	-0.799	-0.129	-0.058	-0.195
YLR091W	-0.158	0.006	0.023	0.132	0.063	0.306	-0.114	-0.274	-0.145	0.444	-0.009	0.388
YLR092W	0.166	0.052	-0.144	-0.174	-0.182	-0.138	0.164	-0.044	-0.114	0.308	-0.114	-0.078
YLR093C	-0.045	0.242	0.264	0.211	0.205	0.143	-0.956	0.108	0.522	0.073	0.190	0.248
YLR094C	0.161	0.201	0.201	0.222	0.075	0.107	0.050	-0.131	-0.215	0.372	0.136	-0.113
YLR095C	-0.101	0.114	0.240	-0.252	0.053	0.080	-0.146	-0.095	0.232	-0.099	0.026	0.263
YLR096W	0.173	0.426	0.378	0.192	0.187	0.107	-0.554	0.249	1.016	0.510	-0.027	0.186
YLR097C	-0.217	-0.170	-0.241	-0.371	-0.186	0.048	-0.464	-0.204	-0.204	-0.464	-0.178	-0.176
YLR098C	0.290	0.165	0.224	-0.005	0.137	0.137	0.285	-0.251	0.108	0.078	-0.256	-0.049
YLR099C	0.120	0.122	0.001	-0.147	-0.133	0.022	0.092	-0.189	0.038	-0.192	-0.105	-0.252
YLR102C	0.969	0.470	0.554	0.188	0.317	0.411	0.562	0.385	0.211	0.880	0.232	0.272
YLR104W	0.670	0.711	0.758	0.377	0.440	0.350	0.459	0.419	0.776	0.327	0.255	0.247
YLR107W	-1.068	-0.143	0.050	-0.404	-0.134	-0.134	-0.167	-0.170	-0.115	-0.159	0.072	-0.091
YLR108C	0.625	0.532	0.430	0.444	0.387	0.273	0.474	0.101	-0.087	0.251	0.057	-0.051
YLR109W	-0.621	-0.405	-0.505	-0.413	-0.204	-0.057	-0.704	-0.382	-0.329	-0.136	-0.277	-0.408
YLR110C	0.410	-0.252	1.739	-0.199	-0.202	-0.360	2.792	2.335	0.002	1.464	1.169	-0.277
YLR111W	-0.953	-0.090	0.076	-0.018	-0.056	0.137	0.177	-0.016	0.376	-0.037	0.013	0.124
YLR112W	0.305	0.658	0.493	0.046	0.354	0.066	0.411	0.034	-0.089	-0.001	-0.109	-0.190
YLR113W	3.196	2.275	2.827	4.501	3.377	3.391	-0.108	0.084	0.465	0.021	-0.005	-0.331
YLR114C	-0.321	0.268	2.892	0.146	0.162	0.116	0.329	0.272	1.153	0.142	0.202	0.174
YLR118C	-0.110	-0.204	-0.317	-0.088	-0.331	-0.342	0.078	-0.449	-0.093	-0.089	-0.315	-0.519
YLR119W	0.097	3.078	2.702	1.146	0.694	3.514	-0.218	2.920	0.978	1.882	3.254	0.440
YLR120C	0.274	0.394	0.012	0.139	0.131	0.045	0.231	0.254	-0.112	0.065	-0.120	-0.135
YLR121C	0.135	0.051	-0.256	0.087	0.043	-0.757	0.174	-0.174	-0.408	0.140	0.000	-0.057
YLR122C	0.201	0.456	-0.498	0.894	0.282	-0.364	1.079	0.413	-0.394	0.676	-0.024	-0.117
YLR123C	0.468	0.375	0.718	0.258	0.103	0.445	0.465	0.230	-0.200	0.149	-0.115	-0.050
YLR124W	-0.309	-0.206	-0.146	-0.172	-0.216	0.043	-0.579	-0.302	-0.060	-0.522	-0.180	0.065
YLR125W	-0.118	-0.379	-0.339	-0.224	-0.265	0.038	-0.725	-0.394	-0.334	0.291	-0.294	-0.098
YLR126C	-0.885	0.452	0.189	-0.324	0.024	-0.006	0.537	0.012	0.135	-0.102	-0.177	-0.187
YLR128W	0.199	0.566	0.356	0.038	0.331	0.291	-1.204	0.028	-0.148	-0.520	-0.030	-0.139
YLR130C	-0.677	0.309	0.126	0.256	0.084	0.233	-0.086	0.061	0.134	0.425	0.233	0.062
YLR131C	-2.528	0.306	0.026	-0.452	0.172	0.097	0.139	0.281	1.614	-0.376	0.054	-0.243
YLR133W	-1.133	0.161	0.045	-0.224	0.224	0.119	0.450	-0.395	-0.438	-0.039	-0.331	-0.206
YLR134W	0.204	0.450	0.206	-0.047	0.295	0.297	0.447	-0.186	-0.369	-0.182	-0.229	-0.171
YLR135W	-1.041	-0.263	-0.353	-0.279	-0.036	0.023	-1.058	-0.558	-0.369	-0.192	-0.302	-0.205
YLR136C	-1.109	0.582	0.354	-0.079	0.471	-0.104	0.521	0.004	-0.567	0.079	-0.166	-0.232
YLR137W	-1.186	0.154	0.455	-0.427	-0.044	0.204	0.416	-0.265	0.317	-0.100	-0.452	-0.089
YLR138W	0.217	0.433	0.747	0.139	0.209	0.717	-0.924	-0.200	-0.225	-0.491	-0.205	-0.280
YLR139C	-2.137	-0.408	-0.655	-0.455	-0.169	-0.018	-0.461	-0.440	0.267	-0.517	0.212	0.565
YLR142W	-0.151	-0.131	0.950	-0.051	-0.021	0.055	-0.208	0.097	-0.401	-0.089	-0.012	0.118
YLR143W	0.142	0.530	0.072	0.140	-0.024	-0.053	-1.355	-0.351	0.280	-0.234	0.010	0.302
YLR144C	0.236	0.256	0.008	0.171	0.055	0.125	-1.317	0.765	-0.066	-0.524	0.092	-0.037
YLR146C	-0.021	-0.147	-0.089	-0.022	-0.079	0.105	0.199	0.121	-0.030	-0.012	0.074	-0.028
YLR148W	2.206	0.304	0.094	0.204	0.013	0.219	-0.163	0.443	0.113	-0.165	-0.059	0.216
YLR149C	0.146	1.170	0.943	-0.036	0.062	0.065	-0.912	0.813	0.586	-0.057	0.066	-0.141
YLR150W	0.571	0.067	0.661	0.333	-0.013	0.031	-0.263	0.788	-0.051	-0.030	0.275	-0.166
YLR151C	0.915	0.143	0.163	0.257	0.045	0.160	0.048	0.445	0.729	-0.121	0.082	0.037
YLR152C	0.011	-0.366	-0.205	0.068	-0.035	-0.030	-0.366	0.359	-0.323	-0.100	0.146	0.019
YLR154C	0.865	-0.007	-0.225	-0.014	0.017	0.031	-1.199	-0.263	-0.627	-0.134	0.178	0.317
YLR164W	-0.084	0.035	0.374	0.188	0.036	0.181	-0.201	-0.168	0.101	-0.612	0.232	0.108
YLR165C	-0.061	-0.112	0.051	0.231	-0.018	-0.118	-0.902	0.067	-0.334	-0.132	0.043	0.162
YLR168C	-0.997	0.007	-0.023	-0.445	-0.171	-0.131	-0.488	-0.248	-0.674	-0.457	-0.420	0.093
YLR169W	-0.224	-0.169	-0.140	-0.013	-0.142	-0.082	0.071	0.991	0.630	0.351	0.456	0.150
YLR170C	-1.067	-0.156	-0.296	0.185	-0.099	-0.096	-1.044	0.461	1.558	-0.053	0.117	0.679
YLR171W	-1.219	0.193	-0.071	-0.071	0.101	0.110	0.076	0.590	0.273	0.268	0.562	0.403
YLR172C	0.440	0.766	0.227	-0.208	-0.009	0.009	0.065	0.026	-0.625	-0.121	-0.039	-0.318
YLR173W	-0.183	0.142	0.015	-0.129	-0.088	0.135	0.611	-0.073	-0.240	0.289	-0.192	0.266
YLR174W	-0.190	0.082	-0.070	-0.015	-0.199	-0.020	-0.100	0.228	-0.199	-0.100	-0.102	-0.089
YLR176C	0.347	-0.230	0.761	-0.306	-0.238	-0.106	-0.339	0.381	-0.323	-0.108	0.170	-0.253
YLR177W	-0.852	0.145	2.187	-0.360	-0.051	0.283	-0.928	0.002	1.060	0.030	0.038	1.318
YLR178C	0.570	-0.080	0.014	-0.103	-0.044	-0.031	0.041	-0.266	-1.266	-0.076	-0.224	-0.098
YLR179C	-0.168	0.058	0.957	-0.165	-0.216	-0.175	-0.165	-0.077	0.025	-0.166	-0.171	0.107
YLR180W	0.626	0.423	-0.097	-0.041	-0.034	-0.187	-0.441	-0.083	0.408	-0.219	-0.213	-0.011
YLR181C	-1.855	-0.081	0.087	-0.122	0.008	0.253	-1.141	-0.149	-0.030	-0.047	0.395	0.703
YLR182W	-0.067	-0.077	0.999	0.191	-0.066	-0.045	0.012	-0.031	-0.048	0.176	0.068	0.183
YLR183C	0.125	0.157	0.077	-0.027	-0.002	0.028	-0.045	-0.117	0.105	-0.412	0.085	0.325
YLR184W	0.690	-0.254	-0.279	0.691	-0.213	-0.285	0.037	0.001	1.289	0.565	-0.162	0.065
YLR185W	-0.310	-0.333	-0.662	-0.010	-0.273	-0.249	0.289	0.029	-0.453	0.206	-0.080	0.671
YLR187W	0.125	0.097	0.111	0.161	0.008	-0.047	0.166	0.037	-0.300	0.116	-0.048	-0.232
YLR188W	-0.037	-0.043	0.366	0.020	0.036	0.127	0.529	-0.086	-0.141	0.463	0.088	0.054
YLR189C	-0.155	0.124	0.291	-0.057	-0.065	0.243	-0.223	0.103	0.530	-0.144	-0.139	-0.179
YLR190W	-0.714	0.040	0.199	-0.237	-0.142	0.181	-1.299	0.101	-0.088	-0.246	-0.029	-0.118
YLR191W	-0.622	0.129	2.121	-0.307	0.046	0.436	0.566	0.823	0.578	0.004	-0.017	0.254
YLR192C	-0.030	0.154	-0.049	-0.080	-0.118	-0.163	0.819	0.353	-0.357	0.246	0.344	-0.138
YLR193C	-0.622	-0.177	0.909	0.074	0.154	0.287	-0.259	-0.206	0.364	-0.218	-0.030	-0.444
YLR194C	0.224	-0.236	-0.069	-0.139	-0.209	0.026	-1.315	-0.058	-0.404	-0.186	-0.262	0.133
YLR199C	-0.805	-0.028	1.368	-0.173	-0.006	0.323	0.065	-0.298	-0.090	0.122	-0.037	0.169
YLR200W	3.083	2.945	2.496	1.665	3.433	3.348	-0.026	0.241	0.625	0.764	0.346	0.709
YLR201C	0.659	0.092	-0.023	-0.011	-0.072	-0.036	-0.066	0.363	0.094	-0.041	-0.053	-0.372
YLR202C	0.132	0.160	0.398	0.049	0.223	0.358	-0.003	0.201	0.038	-0.002	0.092	0.342
YLR203C	-0.460	0.003	-0.243	-0.022	0.059	0.205	-0.808	-0.108	-0.121	0.832	0.075	0.438
YLR204W	-0.321	-0.032	-0.064	-0.047	0.008	0.390	-0.324	-0.013	0.171	-0.381	-0.107	-0.116
YLR205C	-0.200	0.099	0.014	-0.174	-0.051	0.087	-0.114	0.133	-0.269	0.403	-0.063	0.266
YLR206W	-0.234	-0.005	-0.108	0.117	-0.108	0.141	-1.142	0.029	-0.858	0.005	0.104	-0.210
YLR207W	-1.165	0.537	0.174	-0.072	0.050	0.132	-0.154	0.192	-0.271	-0.189	0.174	0.150
YLR209C	0.198	0.008	0.056	-0.029	0.055	0.038	0.193	0.121	0.856	0.012	0.042	0.169
YLR210W	-0.087	-0.335	-0.222	-0.161	-0.150	-0.014	-0.126	0.159	-0.393	-0.154	-0.107	0.384
YLR211C	-0.093	-0.405	-0.389	-0.174	-0.190	-0.099	-0.298	0.174	-1.382	-0.025	-0.147	-0.053
YLR213C	-1.532	0.218	0.148	0.002	0.129	0.223	-0.805	-0.173	0.092	-0.198	0.100	0.191
YLR214W	0.231	0.253	0.064	0.177	0.188	-0.148	-0.896	0.321	0.206	-0.050	0.133	0.190
YLR216C	0.295	0.113	0.142	0.054	0.095	0.022	0.008	0.144	-0.095	0.235	0.073	-0.093
YLR217W	0.218	0.153	-0.073	0.082	-0.009	0.147	0.114	-0.126	-0.102	0.148	0.048	0.023
YLR218C	-0.268	-0.227	-0.248	0.355	-0.122	0.000	-0.922	0.125	0.509	0.089	0.101	0.354
YLR219W	0.771	-0.151	-0.365	0.361	0.054	-0.085	-0.061	-0.146	-0.975	-0.031	-0.039	-0.243
YLR220W	0.066	0.114	0.030	-0.131	-0.182	0.113	-0.084	-0.215	-0.014	-0.378	-0.049	0.186
YLR221C	0.155	0.084	0.741	-0.087	-0.256	-0.275	-0.196	-0.465	-0.254	-0.193	-0.155	-0.357
YLR224W	0.126	-0.010	0.012	0.034	-0.042	-0.126	0.166	-0.273	-1.201	-0.018	-0.229	-0.014
YLR225C	-0.291	-0.226	0.375	0.158	-0.197	-0.044	-0.028	0.052	-0.507	0.252	0.075	0.059
YLR226W	-0.502	0.560	0.664	1.105	-0.055	1.134	-0.754	1.892	0.944	1.239	1.855	0.982
YLR227C	0.039	-0.092	-0.138	-0.199	-0.131	-0.015	0.045	-0.306	-0.392	0.184	-0.162	0.043
YLR228C	-0.078	0.223	-0.210	-0.273	-0.104	-0.172	-0.004	-0.139	-0.365	-0.069	0.030	-0.140
YLR231C	0.141	0.020	-0.429	-0.081	-0.079	-0.153	-0.252	-0.288	0.140	0.005	0.138	0.245
YLR232W	-0.207	-0.358	-0.280	-0.287	-0.499	-0.326	-0.270	-0.156	-0.153	-0.360	-0.027	-0.096
YLR233C	-0.063	0.227	1.705	1.003	0.377	2.762	-0.886	0.623	-1.280	-0.444	-0.260	-0.629
YLR234W	0.950	0.370	1.754	0.136	0.277	0.274	0.094	0.408	1.790	0.160	0.359	0.102
YLR235C	0.008	0.466	1.204	0.259	0.285	0.330	0.082	0.489	0.618	0.220	0.311	0.410
YLR236C	0.920	0.027	1.070	0.085	0.049	0.124	0.127	-0.207	0.905	0.029	-0.023	-0.002
YLR237W	-0.373	-0.148	0.203	-0.065	-0.012	0.328	1.244	0.104	0.070	0.265	0.151	0.186
YLR238W	-0.343	0.005	-0.103	-0.206	0.118	0.567	0.081	-0.154	-0.077	0.057	-0.049	-0.011
YLR239C	-0.148	0.005	-0.106	-0.037	0.137	0.044	0.014	0.127	0.875	0.245	0.275	0.651
YLR240W	-0.351	-0.123	2.458	0.031	0.287	2.225	1.635	1.624	0.998	0.700	0.697	0.443
YLR241W	0.001	-0.018	-0.526	0.122	-0.061	-0.232	-0.052	-0.405	-0.461	0.022	0.189	0.100
YLR242C	-0.166	0.010	2.541	-0.057	0.104	0.259	-0.172	-0.090	0.154	-0.044	0.183	0.410
YLR244C	-0.029	-0.253	1.135	0.158	-0.250	-0.035	1.471	0.883	1.987	0.353	2.378	1.104
YLR246W	-0.033	-0.006	0.074	-0.119	-0.036	0.036	-0.356	1.904	1.356	-0.172	0.495	0.497
YLR247C	0.461	-0.160	-0.477	0.125	-0.278	-0.417	-0.052	0.048	0.168	0.058	0.160	0.145
YLR248W	-0.216	-0.031	-0.311	-0.319	-0.214	-0.304	-0.124	-0.292	-0.288	-0.189	-0.197	-0.067
YLR250W	0.336	0.327	0.795	0.011	0.062	0.102	0.455	-0.074	0.550	0.103	-0.037	-0.235
YLR251W	1.102	0.295	-0.037	0.082	0.150	0.060	0.062	-0.299	0.408	0.194	0.128	0.078
YLR252W	1.099	0.445	0.163	0.203	0.155	0.114	0.241	0.041	0.398	0.080	0.037	0.135
YLR253W	0.906	-0.144	0.048	0.195	0.033	0.067	-0.011	-0.149	-0.018	0.113	0.121	-0.223
YLR254C	0.593	0.080	0.083	0.153	0.197	0.049	0.254	0.185	0.612	0.171	-0.017	0.134
YLR255C	-0.439	-0.248	-0.339	-0.324	-0.158	-0.154	-0.178	0.024	-0.385	-0.091	-0.068	-0.482
YLR257W	0.150	-0.075	-0.524	-0.015	-0.006	-0.074	-0.305	-0.112	-0.455	0.064	0.014	-0.143
YLR258W	0.207	-0.296	0.294	0.415	0.063	0.429	-0.183	-0.291	-1.016	0.165	0.314	0.127
YLR260W	-0.481	-0.410	2.441	-0.291	-0.325	0.155	-0.571	-0.747	-1.581	-0.229	0.128	-0.227
YLR261C	-0.291	-0.232	-0.196	-0.077	-0.119	-0.172	-0.373	0.009	-0.103	0.018	0.424	0.069
YLR262C	0.126	-0.063	-0.033	-0.041	-0.273	-0.054	-0.001	0.029	-0.252	0.094	0.608	0.062
YLR262C-A	-1.374	-0.032	0.066	-0.438	0.115	0.240	0.138	0.178	-0.187	0.027	0.083	-0.144
YLR263W	0.376	0.215	-0.224	0.462	0.217	-0.173	-0.123	-0.415	-0.552	0.164	0.104	-0.233
YLR264W	0.145	-0.196	-0.335	-0.162	-0.053	-0.322	0.105	0.812	0.262	0.202	0.258	-0.174
YLR265C	0.118	-0.096	-0.226	-0.057	-0.114	-0.153	-0.107	-0.389	0.171	0.034	0.025	-0.276
YLR266C	0.436	0.010	-0.077	0.353	0.031	-0.125	0.304	-0.073	-0.261	0.326	0.107	-0.126
YLR267W	0.411	-0.012	-0.269	0.187	0.007	-0.130	0.294	-0.293	-0.260	0.103	0.018	-0.198
YLR268W	0.047	0.216	2.649	0.249	0.533	0.198	0.598	1.604	1.865	0.527	1.099	0.754
YLR269C	-0.317	-0.356	-0.256	-0.164	-0.122	-0.279	0.627	0.314	0.590	0.232	-0.108	-0.207
YLR270W	0.329	-0.134	-0.265	0.189	-0.093	-0.038	0.139	0.217	-0.589	0.052	0.175	0.027
YLR271W	0.007	-0.162	0.108	-0.133	-0.261	-0.216	-1.585	0.398	0.523	-0.375	-0.232	0.295
YLR273C	0.293	0.843	0.684	-0.003	0.017	-0.122	0.825	0.191	0.661	0.283	-0.107	0.217
YLR278C	0.066	0.659	0.083	0.037	-0.014	-0.290	0.061	0.012	0.133	0.187	0.015	0.486
YLR279W	-0.929	0.113	0.110	0.066	-0.120	-0.113	-1.079	0.781	-0.066	-0.189	0.390	-0.151
YLR280C	-0.308	-0.034	-0.420	-0.035	-0.060	-0.048	-1.238	-0.290	-0.329	-0.106	0.167	0.046
YLR281C	-0.507	-0.368	-0.092	-0.233	-0.045	-0.053	-0.254	-0.383	-0.304	-0.164	-0.143	-0.144
YLR282C	-1.753	-0.184	0.011	-0.142	-0.070	-0.142	-0.619	-0.734	0.442	0.517	0.667	-0.239
YLR283W	-1.505	-0.473	-0.635	-0.182	-0.112	-0.287	-0.294	-0.683	-1.157	-0.293	-0.250	-0.047
YLR284C	-1.228	-2.780	-0.646	-0.146	-0.682	-0.361	-0.037	-0.799	-0.426	-0.008	-0.006	-0.098
YLR285W	-2.023	-2.884	-1.981	-0.206	-0.685	-0.582	-0.926	-0.786	-0.944	-0.215	-0.207	-0.087
YLR286C	0.599	0.497	0.710	0.261	0.433	0.501	0.312	0.200	0.203	0.122	0.258	0.073
YLR287C	-0.445	-2.619	-1.791	-0.224	-0.592	-0.484	-0.563	-0.647	0.827	-0.346	0.100	1.791
YLR287C-A	0.033	-2.434	-2.491	0.020	-0.405	-0.628	-0.305	-0.456	0.374	0.198	-0.095	-0.051
YLR288C	-1.432	-0.670	0.700	-0.055	0.153	0.062	-1.670	-0.180	-0.230	-0.629	0.154	0.119
YLR289W	-0.019	0.557	-0.128	-0.328	0.033	-0.098	-0.905	-0.032	-0.098	-0.194	-0.105	-0.233
YLR290C	-0.974	0.159	-0.117	-0.257	0.009	0.133	-0.602	-0.685	0.417	0.393	-0.015	-0.019
YLR292C	-0.603	0.272	-0.603	-0.400	-0.031	-0.307	-0.849	0.026	-1.103	-0.460	-0.169	-0.156
YLR294C	-0.384	-0.793	-0.064	-0.162	0.130	0.050	-0.363	-0.355	-0.092	-0.293	0.051	-0.248
YLR295C	-0.247	-0.792	-0.247	-0.073	0.252	0.277	-0.229	1.337	0.159	0.086	0.522	0.470
YLR296W	-0.401	-0.547	-0.358	0.025	-0.041	0.159	-0.313	-0.562	-0.345	-0.402	-0.048	0.042
YLR297W	-0.519	-0.185	-0.232	-0.204	0.055	-0.064	-0.039	0.566	-0.185	0.119	0.628	-0.086
YLR299W	-0.459	-2.091	-1.466	-0.142	-0.167	-0.261	-1.708	-1.503	-0.408	-0.420	-0.272	0.020
YLR300W	-0.795	-2.544	-2.622	-0.067	-0.379	-0.317	-0.683	-1.028	0.417	-0.185	-0.093	-0.298
YLR303W	0.668	-1.899	-2.071	0.564	-0.110	-0.127	0.468	-1.421	-2.032	0.136	-0.528	-0.253
YLR304C	-0.351	-0.185	-0.243	0.299	0.009	-0.015	-0.079	-0.287	-0.307	0.943	-0.009	-0.876
YLR306W	0.123	0.145	1.168	0.047	0.246	0.259	0.650	0.348	-0.324	0.888	0.224	0.156
