orf	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [48 h] | Thorsen M~Tamas MJ, 2009
YAL002W	-0.29300626683049824	0.3178248563059195	1.7969952886611087	0.9365113416055778	0.8995090289449288	1.1790745681076134	-0.6786844879686468	2.548059088608419	3.210307999866406	5.4977980376025535	2.8242198692339673	5.514204859055988
YAL004W	0.14797306451975098	-0.19268150927668645	-0.2992499893210245	0.05584735047595956	-0.5391984732153854	-0.15043073641137258	0.2689284924317384	0.024117688245032444	0.016483107857077108	0.05120457158747227	-0.030541817924285498	-0.3891669125027888
YAL005C	-0.27977688688999075	0.021158915244641117	-0.06830771293316232	0.5209170986005894	0.05050431110032474	0.18679779885895412	-2.1174546187737384	0.03697526033042922	-0.1721816536962166	-0.3022073734868419	0.10240491892260606	-0.23518000467794425
YAL007C	-0.10779494766339355	-0.1987051832068647	-0.1867396495423224	-0.5576489130075948	-0.5977505227219099	-0.28507954006247427	0.3129724760278126	0.05883313287560374	0.15491893938644197	0.24815810347784525	-0.20301326032025294	-0.09740224504518864
YAL008W	0.25380810404381077	0.1627152526038298	0.07084981258260076	0.003898070100336011	0.2993505215030535	0.04365762921183701	0.15147786950887376	0.022831931036492763	0.16839499378310577	-0.1255014009496848	-0.06826994594840337	0.00471538856497141
YAL009W	-0.2944761979349991	-0.20171702017195384	-0.16305326222049035	-0.30779761215340523	-0.196250754677171	-0.11282611557187575	-0.17151134352900396	-0.08002864564668143	0.07283751715221679	-0.39056035975542047	-0.14192962447168114	0.3969767748135227
YAL010C	1.1960339420288433	0.10097259481950281	0.0836799390485931	1.0923591827324486	-0.07078207716319014	-0.04610823988889744	0.3516777949455748	0.27998337274442825	0.47589405319788963	0.6420651672585912	0.2569105860689936	0.2737872485536471
YAL011W	-0.0813361877823786	0.1401264753656614	0.32745234190244754	-0.24100568024188926	0.09232720360498504	0.31538134108433047	0.13679654164351565	0.34555699037995175	1.0259620917526227	-0.00953810647217548	0.37368812519126315	-0.136304200706202
YAL012W												
YAL013W	0.37728231682188057	0.2515644430739588	2.599371659188168	0.8054012530385279	0.6715742647945302	1.1608787838304375	0.2595858292446923	0.29155518762128535	0.33623312581428266	0.978910927407547	0.3952470554907591	0.31593103385307825
