Plate,Row,Column,ORF,Name,Thiamethoxam,Actara,Acetamiprid,Mospilan,DMSO+Pyrrolidone,Confidor 
12,3,13,YOL050C,,-0.394,-0.007,0.322,0.394,0.521,0.386
12,3,14,YNR024W,,0.569,-0.047,0.074,0.217,0.224,0.51
12,3,15,YOL049W,GSH2,-0.423,-0.221,-0.059,0.58,0.294,0.532
12,3,16,YNR022C,MRPL50,-0.103,0.139,-1.438,-1.37,0.243,0.378
12,3,17,YOL048C,,-0.088,0.07,0.015,0.006,0.074,0.367
12,3,18,YNR021W,,-0.51,0.415,-0.454,-0.232,0.222,-0.267
12,3,19,YOL047C,,0.225,0.21,0.088,0.561,-0.257,0.466
12,3,20,YNR020C,,0.158,-2.046,0.873,0.268,-0.324,0.221
12,3,21,YOL046C,,0.103,0.383,0.723,-0.301,0.027,0.201
12,3,22,YNR019W,ARE2,0.24,0.389,-0.116,-5.663,0.114,
12,3,23,YOL045W,PSK2,0.151,0.163,0.102,0.244,-0.246,0.401
12,4,2,YOR016C,ERP4,0.112,0.348,0.603,-0.04,-0.421,0.312
12,4,3,YOR112W,,0.121,0.316,0.352,-0.176,-0.583,
12,4,4,YOR015W,,0.12,0.272,-0.991,-0.607,0.133,0.978
12,4,5,YOR111W,,-0.217,0.327,-0.81,-0.474,-0.373,
12,4,6,YOR014W,RTS1,-0.082,-2.489,-0.204,0.172,-0.314,-3.663
12,4,7,YOR109W,INP53,0.121,0.208,-0.152,-0.025,0.171,0.316
12,4,8,YOR013W,,-0.015,-0.485,-0.678,-0.274,0.254,0.283
12,4,9,YOR108W,LEU9,-0.323,0.021,0.947,-0.312,0.261,0.875
12,4,10,YOR012W,,0.286,0.105,-0.386,0.035,0.248,0.292
12,4,11,YOR107W,RGS2,0.076,-0.125,0.443,-0.068,0.245,0.186
12,4,12,YOR011W,AUS1,0.074,0.105,0.215,-0.076,-0.164,0.837
12,4,13,YOR106W,VAM3,0.044,0.15,0.709,-0.345,0.25,-0.517
12,4,14,YOR010C,TIR2,-0.278,0.188,-0.145,-0.538,0.263,0.195
12,4,15,YOR105W,,-0.256,0.377,-0.314,-0.453,0.293,0.057
12,4,16,YOR009W,TIR4,0.009,0.421,0.257,-0.369,0.263,0.627
12,4,17,YOR104W,PIN2,-0.225,0.365,-0.951,-0.518,0.103,0.281
12,4,18,YOR008C-A,,0.12,0.214,0.152,0.075,0.003,0.099
12,4,19,YOR101W,RAS1,0.32,0.109,-0.668,0.079,0.071,0.547
12,4,20,YOR008C,SLG1,0.553,-2.306,-4.735,-1.838,0.257,0.89
12,4,21,YOR100C,CRC1,0.258,0.017,-0.276,0.593,-0.306,0.445
12,4,22,YOR007C,SGT2,0.464,-0.027,0.138,0.029,-0.284,0.259
12,4,23,YOR099W,KTR1,-0.322,0.492,-1.381,-5.479,0.135,0.122
12,5,2,YNR050C,LYS9,-0.133,0.138,0.699,0.066,-0.247,
12,5,3,YOL067C,RTG1,-0.208,0.124,-0.756,-0.092,-0.492,0.905
12,5,4,YNR049C,MSO1,-0.325,0.219,0.239,-0.281,0.179,0.476
12,5,5,YOL065C,INP54,0.102,-0.131,0.755,0.245,0.105,0.05
12,5,6,YNR048W,,-0.069,0.176,-0.214,-0.625,0.265,0.08
12,5,7,YOL064C,MET22,0.107,-0.379,1.165,0.367,0.21,-0.006
12,5,8,YNR047W,,-0.201,-0.202,-0.07,-0.282,0.322,-0.241
12,5,9,YOL063C,MOR1,-0.121,0.283,-0.422,-0.2,0.459,0.484
12,5,10,YNR045W,PET494,-0.376,-0.223,-0.723,0.173,0.245,0.145
12,5,11,YOL062C,APM4,-0.45,-0.54,0.349,0.094,0.265,0.301
12,5,12,YNR042W,,-0.424,0.267,-0.367,-0.509,0.397,0.001
12,5,13,YOL061W,PRS5,-0.153,0.165,0.394,0.298,0.489,0.772
12,5,14,YNR040W,,-0.254,-0.086,0.704,0.14,0.39,0.134
12,5,15,YOL060C,MAM3,-0.258,-0.146,0.459,0.332,0.364,0.397
12,5,16,YNR039C,ZRG17,-0.427,0.129,-0.916,-0.376,0.114,0.118
12,5,17,YOL059W,GPD2,-0.175,-0.062,-0.085,-0.159,0.51,0.491
12,5,18,YNR034W,SOL1,-0.177,0.404,-0.334,-0.271,0.139,0.282
12,5,19,YOL058W,ARG1,-0.069,-0.248,0.785,0.302,0.126,0.439
12,5,20,YNR032W,PPG1,-0.022,0.255,0.107,0.007,0.232,0.541
12,5,21,YOL057W,,0.158,-0.072,0.674,0.393,0.158,0.486
12,5,22,YNR032C-A,HUB1,0.152,0.158,0.186,0.156,0.391,-0.224
12,5,23,YOL056W,GPM3,0.091,0.075,-0.485,0.734,0.318,0.28
12,6,2,YOR028C,CIN5,-0.221,-0.003,0.673,0.097,-0.32,
12,6,3,YOR129C,,-0.035,0.116,0.02,-0.203,0.224,0.471
12,6,4,YOR027W,STI1,0.034,-0.238,0.595,0.211,0.133,0.294
12,6,5,YOR127W,RGA1,0.13,0.295,-0.687,-0.391,-0.004,-0.102
12,6,6,YOR026W,BUB3,-0.532,0.107,-0.451,0.324,-0.857,-4.014
12,6,7,YOR126C,IAH1,-0.103,0.24,-0.239,-0.269,0.387,-0.459
12,6,8,YOR025W,HST3,-0.151,0.255,-0.011,-0.294,0.228,-0.346
12,6,9,YOR124C,UBP2,-0.05,0.344,0.383,-0.144,0.387,-0.373
12,6,10,YOR024W,,-0.486,0.047,-0.065,-0.398,0.248,-0.021
12,6,11,YOR123C,LEO1,0.063,0.171,-0.011,0.039,0.356,-0.101
12,6,12,YOR023C,AHC1,-0.467,0.143,-0.157,0.002,0.162,-1.487
12,6,13,YOR121C,,-0.222,0.284,-0.396,-0.393,0.485,0.424
12,6,14,YOR022C,,-0.38,0.155,0.168,0.198,0.432,0.152
12,6,15,YOR120W,GCY1,-0.352,0.138,-1.38,-0.695,0.278,-1.095
12,6,16,YOR021C,,-0.389,0.266,-0.142,-0.551,0.29,-0.229
12,6,17,YOR118W,,-0.368,0.029,0.127,0.332,0.511,0.031
12,6,18,YOR019W,,0.311,-0.257,0.933,0.32,0.087,0.722
12,6,19,YOR115C,TRS33,-0.194,-0.178,1.095,0.288,-0.082,-0.223
12,6,20,YOR018W,ROD1,-0.086,0.016,0.433,0.248,0.091,0.517
12,6,21,YOR114W,,-0.274,0.276,-0.459,-0.123,0.229,0.477
12,6,22,YOR017W,PET127,-0.335,0.113,-0.734,0.36,0.438,0.662
12,6,23,YOR113W,AZF1,-0.541,0.323,0.078,-0.896,0.265,-0.045
12,7,2,YNR064C,,-0.124,0.055,0.564,0.263,-0.065,0.965
12,7,3,YOL085C,,-0.274,-2.474,0.999,0.541,0.057,0.65
12,7,4,YNR063W,,0.121,0.395,0.511,0.085,0.006,0.633
12,7,5,YOL084W,PHM7,-0.032,0.202,-0.571,-0.403,-0.172,0.598
12,7,6,YNR062C,,-0.016,0.127,0.404,-0.64,0.442,-0.138
12,7,7,YOL083W,,-0.002,-0.161,0.563,0.147,0.186,0.006
12,7,8,YNR061C,,-0.144,0.025,-0.346,-0.549,0.446,0.996
12,7,9,YOL082W,ATG19,0.215,-0.062,0.43,0.173,0.017,0.022
12,7,10,YNR060W,FRE4,-0.129,0.068,0.697,0.107,0.296,0.03
12,7,11,YOL081W,IRA2,-0.021,-1.832,1.98,-0.528,0.153,-0.235
12,7,12,YNR059W,MNT4,-0.058,0.068,-0.132,-0.446,0.273,0.449
12,7,13,YOL080C,REX4,-0.121,-0.012,0.231,0.028,0.257,0.546
12,7,14,YNR058W,BIO3,-0.21,0.027,0.808,0.008,0.272,0.077
12,7,15,YOL079W,,-0.063,0.097,0.146,0.163,0.147,0.145
12,7,16,YNR057C,BIO4,-0.239,-0.099,0.984,0.102,0.365,0.097
12,7,17,YOL075C,,-0.121,-0.116,-0.476,0.123,0.257,0.139
12,7,18,YNR056C,BIO5,0.227,-0.469,0.959,0.221,-0.005,0.36
12,7,19,YOL071W,EMI5,-0.375,-2.441,-0.639,0.146,-0.034,-0.349
12,7,20,YNR055C,HOL1,-0.495,-1.118,-0.428,-0.194,0.246,0.364
12,7,21,YOL070C,,0.126,0.174,-0.463,-0.12,0.385,0.116
12,7,22,YNR051C,BRE5,0.313,-0.412,-0.893,0.749,0.16,-0.409
12,7,23,YOL068C,HST1,0.264,-0.14,-0.613,0.215,0.357,0.553
12,8,2,YOR040W,GLO4,0.017,0.275,-1.047,-0.114,-0.159,-0.171
12,8,3,YOR141C,ARP8,0.328,0.196,0.379,-0.353,-1.185,-4.581
12,8,4,YOR039W,CKB2,-0.14,-0.218,0.199,0.088,-0.626,-1.351
12,8,5,YOR140W,SFL1,0.299,0.242,1.935,0.795,0.476,1.361
12,8,6,YOR038C,HIR2,-0.501,0.136,0.714,-0.033,-0.132,-0.723
12,8,7,YOR139C,,0.711,0.064,0.851,0.366,0.139,0.618
12,8,8,YOR037W,CYC2,0.03,-0.097,0.428,0.013,0.446,-0.05
12,8,9,YOR138C,RUP1,-0.185,-0.242,0.679,0.131,0.174,-0.088
12,8,10,YOR035C,SHE4,0.043,-0.339,-0.171,0.44,0.639,-0.103
12,8,11,YOR137C,SIA1,-0.121,-0.093,0.201,0.062,0.338,0.399
12,8,12,YOR034C,AKR2,0.035,0.116,0.143,0.119,0.221,0.271
12,8,13,YOR136W,IDH2,-0.349,-0.594,-0.414,0.034,0.101,0.117
12,8,14,YOR033C,EXO1,-0.265,0.905,1.374,0.607,0.371,0.718
12,8,15,YOR135C,,-0.203,-2.102,-0.598,0.381,0.075,-0.708
12,8,16,YOR032C,HMS1,0.12,0.03,0.05,-0.039,0.195,0.518
12,8,17,YOR134W,BAG7,-0.411,0.07,0.08,-0.385,0.265,0.294
12,8,18,YOR031W,CRS5,-0.07,-0.068,-0.055,0.141,0.221,-0.028
12,8,19,YOR133W,EFT1,-0.495,0.283,0.078,-0.343,0.321,-0.254
12,8,20,YOR030W,DFG16,-0.452,0.15,-1.448,-0.258,0.236,-0.025
12,8,21,YOR132W,VPS17,0.165,0.172,-0.22,-0.569,0.227,0.061
12,8,22,YOR029W,,0.178,0.199,-0.572,0.433,0.258,0.279
12,8,23,YOR131C,,0.097,0.516,0.241,0.32,0.184,0.248
12,9,2,YOL002C,IZH2,0.099,0.101,0.736,0.271,-0.079,0.43
12,9,3,YOL101C,IZH4,0.095,0.112,0.287,-0.049,-0.014,0.315
12,9,4,YOL001W,PHO80,0.181,-0.385,0.32,0.314,0.264,-0.656
12,9,5,YOL099C,,-0.177,-0.231,0.811,0.089,0.273,0.296
12,9,6,YNR075W,COS10,-0.457,0.104,-0.114,-0.541,0.329,-0.337
12,9,7,YOL098C,,-0.535,0.243,-0.32,-0.369,0.318,-0.63
12,9,8,YNR074C,AIF1,-0.557,0.087,-0.166,-0.687,0.365,0.471
12,9,9,YOL095C,HMI1,0.749,0.905,2.258,-0.18,0.059,
12,9,10,YNR073C,,-0.145,-0.49,0.44,0.051,0.124,
12,9,11,YOL093W,TRM10,-0.232,0.363,-0.812,-0.498,0.348,0.412
12,9,12,YNR072W,HXT17,-0.128,0.167,-0.724,-0.341,0.417,0.204
12,9,13,YOL092W,,-0.47,0.122,0.032,-0.236,0.547,-0.384
12,9,14,YNR071C,,0.005,-0.196,-0.515,-0.695,0.246,0.134
12,9,15,YOL091W,SPO21,-0.17,0.299,-0.046,-0.221,0.335,-0.087
12,9,16,YNR069C,BSC5,-0.167,0.304,0.128,-0.431,0.245,-0.029
12,9,17,YOL090W,MSH2,0.506,-0.023,1.36,0.086,0.446,-3.697
12,9,18,YNR067C,DSE4,-0.492,-0.031,1.168,0.398,0.294,0.13
12,9,19,YOL089C,HAL9,-0.138,0.191,0.59,-0.409,0.291,0.548
12,9,20,YNR066C,,-0.188,0.431,-0.023,-0.262,0.202,-0.59
12,9,21,YOL088C,MPD2,-0.184,0.26,0.408,-0.178,0.304,0.115
12,9,22,YNR065C,YSN1,0.078,0.189,-0.47,0.221,0.103,-0.114
12,9,23,YOL087C,,-0.014,-3.02,-1.672,0.073,0.154,-1.71
12,10,2,YOR053W,,-0.031,0.393,0.352,-0.306,0.089,0.334
12,10,3,YOR165W,SEY1,-0.302,0.036,0.78,0.244,-0.22,0.61
12,10,4,YOR052C,,0.07,-0.116,0.547,0.033,-0.229,0.244
12,10,5,YOR164C,,0.1,0.288,-0.868,-0.296,0.271,-0.097
12,10,6,YOR051C,,-0.075,0.032,0.592,0.219,0.175,-0.011
12,10,7,YOR163W,DDP1,0.115,-0.024,0.613,0.312,0.171,0.058
12,10,8,YOR050C,,-0.481,-0.185,0.648,0.151,-0.252,
12,10,9,YOR162C,YRR1,-0.202,0.326,0.316,0.151,0.05,0.858
12,10,10,YOR049C,RSB1,-0.086,-0.078,0.696,0.113,0.237,-0.181
12,10,11,YOR161C,PNS1,0.114,-0.12,-0.022,0.277,0.361,0.37
12,10,12,YOR047C,STD1,0.01,-0.25,-0.036,0.21,0.479,-0.004
12,10,13,YOR156C,NFI1,-0.005,0.131,0.221,0.279,0.3,0.182
12,10,14,YOR045W,TOM6,-0.005,-0.015,-0.128,0.14,0.454,0.361
12,10,15,YOR154W,,0.098,0.278,0.473,-0.254,0.379,0.039
12,10,16,YOR044W,,0.152,-0.217,1.048,0.209,0.24,0.113
12,10,17,YOR153W,PDR5,0.073,0.054,-3.061,-1.797,0.418,-2.019
12,10,18,YOR043W,WHI2,-0.492,0.117,0.269,-1.262,0.234,0.359
12,10,19,YOR152C,,0.024,0.112,-0.017,-0.208,0.231,0.284
12,10,20,YOR042W,CUE5,-0.048,0.108,0.731,0.321,0.178,0.159
12,10,21,YOR144C,ELG1,0.401,0.169,-0.073,0.269,-0.098,-0.426
12,10,22,YOR041C,SRF5,0.06,-0.03,0.505,0.385,0.052,0.394
12,10,23,YOR142W,LSC1,0.232,0.489,0.786,0.3,0.21,0.599
12,11,2,YOL014W,,-0.191,-0.026,0.789,0.379,0.07,0.68
12,11,3,YOL113W,SKM1,0.19,0.164,-0.637,-0.067,-0.29,0.378
12,11,4,YOL013W-A,,0.12,0.151,-0.012,-0.334,-0.033,0.597
12,11,5,YOL112W,MSB4,0.12,0.069,0.095,-0.163,-0.219,-0.015
12,11,6,YOL013C,HRD1,-0.13,0.345,0.665,0.149,-0.356,-0.069
12,11,7,YOL111C,,-0.137,0.084,0.74,0.678,0.072,1.041
12,11,8,YOL012C,HTZ1,-0.183,-2.265,0.648,0.257,-4.273,-4.122
12,11,9,YOL110W,SHR5,-0.164,0.078,0.341,0.102,0.296,-0.489
12,11,10,YOL011W,PLB3,-0.084,0.295,0.208,-0.594,0.451,0.452
12,11,11,YOL109W,ZEO1,0.144,0.067,0.211,0.014,0.314,-1.082
12,11,12,YOL009C,MDM12,0.175,-0.286,0.769,-0.611,0.214,-0.281
12,11,13,YOL108C,INO4,-0.198,0.063,-0.204,-0.145,0.349,0.097
12,11,14,YOL008W,,-0.257,-1.888,0.037,0.117,-0.445,-0.205
12,11,15,YOL107W,,0.123,0.18,0.474,0.305,0.367,0.245
12,11,16,YOL007C,,-0.272,0.099,0.19,0.496,0.551,0.368
12,11,17,YOL106W,,0.304,0.294,-0.915,-0.417,0.284,-0.389
12,11,18,YOL006C,TOP1,-0.598,-0.052,0.26,0.257,0.282,-0.191
12,11,19,YOL105C,WSC3,0.031,0.135,0.03,-0.266,0.338,0.021
12,11,20,YOL004W,SIN3,0.377,-2.705,0.833,-0.093,0.187,0.139
12,11,21,YOL104C,NDJ1,-0.205,0.348,-0.348,-0.184,0.351,0.106
12,11,22,YOL003C,,0.186,0.234,-4.778,-0.371,0.189,-0.452
12,11,23,YOL103W,ITR2,0.127,0.295,-0.413,0.207,0.196,-0.111
12,12,2,YOR069W,VPS5,-0.349,0.086,0.436,-0.486,0.958,0.371
12,12,3,YOR183W,FYV12,0.128,-0.026,-0.149,0.564,-0.388,0.063
12,12,4,YOR068C,VAM10,0.157,-2.193,0.259,-0.351,0.528,0.143
12,12,5,YOR182C,RPS30B,-0.088,-1.362,0.85,0.84,-0.137,1.251
12,12,6,YOR067C,ALG8,-0.014,-0.064,0.433,-0.028,0.336,-0.304
12,12,7,YOR178C,GAC1,-0.203,0.171,-0.047,-0.045,0.381,0.011
12,12,8,YOR066W,,-0.073,-0.258,-0.08,-0.229,0.162,0.08
12,12,9,YOR177C,MPC54,-0.323,0.187,-0.129,-2.39,0.431,0.824
12,12,10,YOR065W,CYT1,1.463,0.905,-0.73,-0.18,0.059,0.424
12,12,11,YOR175C,,0.143,0.166,-0.112,0.105,0.426,0.208
12,12,12,YOR064C,YNG1,-0.122,-0.33,-0.651,0.126,0.141,-0.861
12,12,13,YOR173W,DCS2,0.28,0.163,0.693,0.339,0.206,-0.326
12,12,14,YOR062C,,0.1,0.249,-0.141,-0.281,0.444,0.787
12,12,15,YOR172W,YRM1,-0.471,0.23,-1.232,-0.296,0.487,0.668
12,12,16,YOR061W,CKA2,0.112,-1.708,0.185,0.165,0.736,0.294
12,12,17,YOR171C,LCB4,0.163,-0.138,0.269,-0.191,0.131,0.274
12,12,18,YOR059C,,0.046,0.061,-0.363,-0.253,0.333,-0.293
12,12,19,YOR170W,,0.011,-0.02,0.512,-0.009,0.501,0.047
12,12,20,YOR058C,ASE1,0.054,-0.031,-0.385,0.009,0.369,0.386
12,12,21,YOR167C,RPS28A,-0.062,0.309,-0.907,0.076,0.488,0.148
12,12,22,YOR055W,,0.055,0.149,-0.407,0.338,0.29,-0.173
12,12,23,YOR166C,,0.02,0.037,0.586,0.536,0.1,-0.059
12,13,2,YOL029C,,0.249,0.223,0.457,-0.014,0.487,0.374
12,13,3,YOL128C,YGK3,0.119,0.258,-0.439,-0.777,0.107,0.899
12,13,4,YOL028C,YAP7,0.118,0.003,0.093,-1.643,-0.223,-0.032
12,13,5,YOL126C,MDH2,0.159,0.138,0.123,0.544,0.286,0.357
12,13,6,YOL027C,MDM38,0.056,-0.304,-0.638,-1.853,-0.165,0.037
12,13,7,YOL124C,,-0.391,0.106,-0.209,-0.273,0.345,0.814
12,13,8,YOL025W,LAG2,0.294,-0.209,0.495,-1.028,0.347,-0.118
12,13,9,YOL122C,SMF1,-0.52,0.211,-0.347,-0.137,-0.551,0.873
12,13,10,YOL024W,,-0.496,0.213,-0.349,-0.168,0.313,-0.272
12,13,11,YOL121C,RPS19A,-0.463,0.133,0.133,-0.776,-0.527,-0.034
12,13,12,YOL020W,TAT2,-0.334,0.305,-0.129,-5.476,-0.167,0.752
12,13,13,YOL119C,MCH4,0.041,0.22,-0.962,-0.346,0.3,0.172
12,13,14,YOL019W,TOS7,0.098,-0.072,0.468,0.264,-0.179,0.409
12,13,15,YOL118C,,-0.108,0.181,-0.087,0.116,0.359,-0.054
12,13,16,YOL018C,TLG2,-0.187,-2.788,-4.603,-0.445,0.25,0.228
12,13,17,YOL117W,RRI2,0.193,0.318,0.136,-0.146,0.382,0.012
12,13,18,YOL017W,ESC8,0.227,-0.106,-0.108,0.039,0.308,-0.052
12,13,19,YOL116W,MSN1,-0.109,-2.542,0.47,0.062,0.159,-0.349
12,13,20,YOL016C,CMK2,0.083,-0.388,0.289,0.375,0.335,0.178
12,13,21,YOL115W,TRF4,0.135,0.123,0.167,-0.006,0.262,-0.026
12,13,22,YOL015W,,0.095,-0.401,1.189,0.396,0.24,0.368
12,13,23,YOL114C,,0.029,0.036,-0.975,0.566,0.223,0.019
12,14,2,YOR084W,,-0.123,-0.034,-0.266,0.11,-0.279,0.259
12,14,3,YOR196C,LIP5,0.185,-0.389,-0.88,-1.399,-0.32,0.744
12,14,4,YOR083W,WHI5,-0.001,0.295,-0.646,0.315,0.32,0.538
12,14,5,YOR195W,SLK19,-0.04,-0.191,-0.164,-1.858,-0.155,-0.348
12,14,6,YOR082C,,-0.04,-0.299,0.581,-0.884,0.211,0.083
12,14,7,YOR193W,PEX27,-0.013,-0.044,0.135,0.026,-0.355,0.557
12,14,8,YOR081C,STC2,-0.261,0.196,-0.597,-2.641,0.329,0.944
12,14,9,YOR192C,,0.08,-0.085,0.584,-0.023,0.194,-0.176
12,14,10,YOR080W,DIA2,0.103,-0.413,-0.087,0.413,0.023,-1.311
12,14,11,YOR191W,RIS1,-0.03,0.104,0.364,-0.695,-0.458,0.631
12,14,12,YOR079C,ATX2,-0.058,0.091,-0.297,-0.068,0.344,0.313
12,14,13,YOR190W,SPR1,0.003,0.088,-0.511,-5.44,-0.437,-0.242
12,14,14,YOR078W,BUD21,-0.43,0.275,0.836,0.806,-0.372,1.042
12,14,15,YOR189W,IES4,-0.097,0.028,0.253,-0.067,-0.145,0.491
12,14,16,YOR076C,SKI7,-0.51,-0.341,0.443,0.312,0.276,0.371
12,14,17,YOR188W,MSB1,0.2,0.036,0.046,0.233,0.344,0.272
12,14,18,YOR072W,,0.069,0.119,0.673,0.375,0.314,0.134
12,14,19,YOR186W,,0.017,0.282,0.178,-0.102,0.372,-0.058
12,14,20,YOR071C,,0.056,0.376,-0.329,0.128,0.315,-0.399
12,14,21,YOR185C,GSP2,-0.28,0.358,-0.178,-0.223,0.245,-0.208
12,14,22,YOR070C,GYP1,-0.13,-0.577,-0.703,0.355,0.226,0.105
12,14,23,YOR184W,SER1,0.3,0.25,-0.255,-0.589,0.32,-0.01
12,15,2,YOL044W,PEX15,-0.052,-0.092,0.924,0.348,-0.299,0.072
12,15,3,YOL152W,FRE7,-0.066,0.445,0.025,-0.512,-0.653,0.676
12,15,4,YOL043C,NTG2,0.21,-0.009,0.267,0.483,-0.414,-0.134
12,15,5,YOL151W,GRE2,0.059,0.128,-0.282,-5.104,-0.545,-0.068
12,15,6,YOL042W,NGL1,0.08,-0.127,0.191,-0.57,-0.371,0.427
12,15,7,YOL150C,,0.282,-0.307,0.319,-0.268,-0.513,0.482
12,15,8,YOL041C,NOP12,0.252,0.306,0.217,-1.975,-0.229,0.736
12,15,9,YOL147C,PEX11,0.104,-0.059,0.486,-0.771,0.297,0.099
12,15,10,YOL039W,RPP2A,0.079,-0.133,-4.461,-1.012,-0.289,0.18
12,15,11,YOL141W,PPM2,-0.509,0.269,-0.161,-5.026,-0.438,0.516
12,15,12,YOL037C,,-0.187,0.13,-0.336,-5.046,0.175,0.459
12,15,13,YOL138C,,-0.047,-0.438,-0.284,0.497,-0.275,-0.247
12,15,14,YOL036W,,0.098,-0.484,0.635,0.412,0.27,0.381
12,15,15,YOL137W,BSC6,0.171,0.294,-0.514,0.098,0.321,-0.302
12,15,16,YOL035C,,0.139,-0.086,0.35,0.332,0.199,0.169
12,15,17,YOL136C,PFK27,-0.049,0.279,0.348,-0.172,0.171,0.255
12,15,18,YOL032W,,0.079,-0.043,0.55,-0.058,0.246,-0.646
12,15,19,YOL132W,GAS4,0.307,-0.086,0.158,0.649,0.296,0.311
12,15,20,YOL031C,SIL1,0.095,-0.079,-0.016,-0.964,0.128,0.441
12,15,21,YOL131W,,0.15,-0.341,0.493,0.553,0.302,0.857
12,15,22,YOL030W,GAS5,0.106,0.207,0.129,-0.4,0.252,-0.356
12,15,23,YOL129W,VPS68,-0.182,0.024,0.189,0.668,0.014,0.176
13,2,2,YPL060W,LPE10,-0.111,-0.281,0.804,0.312,-0.122,0.409
13,2,3,YPL170W,DAP1,-0.252,-0.036,0.494,-0.612,-0.196,0.228
13,2,4,YPL058C,PDR12,-0.029,0.457,-2.075,-1.391,-0.077,-0.062
13,2,5,YPL168W,,-0.246,-0.444,0.169,-1.216,0.019,-0.052
13,2,6,YPL057C,SUR1,-0.19,-2.894,0.748,0.186,-0.048,-0.197
13,2,7,YPL167C,REV3,0.133,-0.327,0.276,-0.689,-0.004,-0.229
13,2,8,YPL056C,,-0.202,-0.653,0.679,0.504,-0.03,0.145
13,2,9,YPL166W,,-0.183,-0.582,-0.349,-1.08,-0.484,0.098
13,2,10,YPL055C,LGE1,-0.433,-2.338,-0.964,0.247,0.538,-0.544
13,2,11,YPL165C,SET6,0.198,-0.39,0.381,0.034,0.171,-0.139
13,2,12,YPL054W,LEE1,-0.439,-0.04,-0.368,-0.509,0.148,-0.361
13,2,13,YPL164C,MLH3,-0.411,0.21,-0.352,-0.486,-0.165,-0.163
13,2,14,YPL053C,KTR6,-0.255,0.133,0.485,-0.395,0.06,0.012
13,2,15,YPL163C,SVS1,-0.565,-0.064,0.325,-0.383,0.264,-0.248
13,2,16,YPL052W,OAZ1,-0.255,-0.033,0.385,-0.431,0.199,
13,2,17,YPL162C,,-0.285,0.06,-1.371,0.052,-0.06,
13,2,18,YPL051W,ARL3,-0.597,-0.79,-1.674,-0.535,-0.031,-0.35
13,2,19,YPL161C,BEM4,0.131,-0.477,-4.855,-1.043,-0.112,-1.483
13,2,20,YPL048W,CAM1,0.171,0.155,-0.063,0.021,0.157,-0.407
13,2,21,YPL159C,PET20,-0.108,0.116,-0.02,-1.176,0.146,-0.09
13,2,22,YPL047W,SGF11,-0.272,-0.119,-0.963,-0.628,-0.015,-0.611
13,2,23,YPL157W,TGS1,-0.121,0.119,0.082,-2.75,-0.785,-2.726
13,3,2,YOR221C,MCT1,-0.225,-0.281,-0.558,-0.413,-0.172,
13,3,3,YOR327C,SNC2,-0.153,-0.118,0.046,-1.066,0.038,0.014
13,3,4,YOR219C,STE13,-0.217,-0.018,0.549,0.074,0.03,0.192
13,3,5,YOR324C,FRT1,-0.137,0.12,0.651,0.318,0.038,0.115
13,3,6,YOR216C,RUD3,0.055,-0.787,0.527,-0.091,-0.017,0.016
13,3,7,YOR322C,,0.134,-1.35,-0.018,-0.033,-0.184,-0.635
13,3,8,YOR215C,,0.173,-0.62,0.624,-0.138,-0.02,-0.013
13,3,9,YOR321W,PMT3,0.142,-0.183,0.721,-0.173,0.194,0.002
13,3,10,YOR214C,,0.333,-0.553,0.552,0.153,0.206,0.247
13,3,11,YOR320C,GNT1,-0.316,-0.653,-0.347,-0.608,0.112,0.093
13,3,12,YOR213C,SAS5,-0.29,-0.387,0.543,-0.086,0.123,0.067
13,3,13,YOR318C,,-0.226,-0.977,0.597,-0.626,-0.186,0.132
13,3,14,YOR212W,STE4,-0.184,-0.056,0.373,-0.652,0.263,-0.039
13,3,15,YOR317W,FAA1,-0.727,-0.04,0.463,-1.506,0.282,-0.672
13,3,16,YOR209C,NPT1,-0.465,0.021,0.428,-0.068,-0.506,-0.491
13,3,17,YOR316C,COT1,0.419,-0.415,0.34,0.374,-0.179,
13,3,18,YOR208W,PTP2,-0.686,0.092,0.254,-0.854,0.135,0.308
13,3,19,YOR315W,,0.109,0.016,0.477,0.277,0.045,-0.544
13,3,21,YOR314W,,0.107,-0.208,0.791,-0.114,0.251,0.085
13,3,22,YOR197W,MCA1,0.037,0.185,-0.416,-0.749,0.324,-0.314
13,3,23,YOR313C,SPS4,-0.245,-0.355,0.054,0.137,0.018,0.009
13,4,2,YPL074W,YTA6,-0.133,0.129,0.211,-0.052,0.063,0.25
13,4,3,YPL183C,,-0.078,0.032,-0.907,0.298,0.08,0.324
13,4,4,YPL073C,,-0.025,0.488,-0.047,-0.563,0.209,0.312
13,4,5,YPL182C,,-0.279,0.619,-0.797,-0.02,0.059,0.478
13,4,6,YPL071C,,0.069,-0.432,0.126,0.312,-0.006,0.308
13,4,7,YPL181W,CTI6,0.021,0.603,-0.096,0.047,0.277,0.841
13,4,8,YPL070W,MUK1,-0.098,0.413,-0.472,0.043,0.111,-0.004
13,4,9,YPL180W,TCO89,0.16,-0.085,-0.002,0.533,0.192,-0.755
13,4,10,YPL069C,BTS1,0.342,0.619,0.188,0.461,-0.184,-0.153
13,4,11,YPL179W,PPQ1,-0.253,0.342,-0.299,0.034,-0.111,0.467
13,4,12,YPL068C,,0.127,0.199,0.136,0.479,0.027,0.357
13,4,13,YPL178W,CBC2,0.793,1.325,0.895,1.107,0.234,-1.203
