ORF	hom | cell cycle progression in G1 phase | YPD [standard] | Hoose SA~Polymenis M, 2012
YDR030C	0.351
YMR198W	0.351
YKL002W	0.351
YMR070W	0.351
YPL141C	0.351
YAL067C	0.351
YCR061W	0.351
YIL016W	0.351
YDR055W	0.351
YIL170W	0.351
YOR090C	0.351
YFR046C	0.351
YKR044W	0.351
YOR132W	0.351
YDR540C	0.351
YBR232C	0.351
YJL142C	0.351
YDR022C	0.351
YML033W	0.351
YOR021C	0.351
YDL222C	0.351
YHR177W	0.352
YBR260C	0.352
YJL216C	0.352
YGR288W	0.352
YKL151C	0.352
YMR069W	0.352
YGR287C	0.352
YKR032W	0.352
YAL046C	0.352
YNR040W	0.352
YDR471W	0.352
YBR057C	0.352
YCR017C	0.352
YLR289W	0.352
YDR515W	0.352
YIL065C	0.352
YIL125W	0.352
YFL006W	0.352
YGR205W	0.352
YFL041W	0.352
YDR042C	0.352
YDL034W	0.352
YAL017W	0.352
YLR351C	0.352
YOR304W	0.352
YDR486C	0.352
YOR085W	0.352
YNL266W	0.352
YIL148W	0.352
YEL042W	0.352
YOR032C	0.352
YBR075W	0.352
YKL034W	0.352
YJR130C	0.352
YAL031C	0.352
YDR169C	0.352
YLR097C	0.352
YDR003W	0.352
YGL041C	0.352
YFR055W	0.352
YBR072W	0.352
YPL058C	0.353
YGL195W	0.353
YOR288C	0.353
YKR098C	0.353
YDR018C	0.353
YPL098C	0.353
YKL026C	0.353
YDL033C	0.353
YML070W	0.353
YNR058W	0.353
YKL107W	0.353
YLR461W	0.353
YBR261C	0.353
YLR324W	0.353
YIL105C	0.353
YKL056C	0.353
YOR233W	0.353
YOR245C	0.353
YNL249C	0.353
YER188W	0.353
YDR007W	0.353
YBL085W	0.353
YDR383C	0.353
YFL015C	0.353
YKL015W	0.353
YEL023C	0.353
YML060W	0.353
YMR207C	0.353
YML067C	0.353
YNR041C	0.353
YOR163W	0.353
YMR253C	0.353
YIL168W	0.353
YGR256W	0.353
YIL015W	0.353
YGR054W	0.354
YKL222C	0.354
YBR103W	0.354
YDR222W	0.354
YBR064W	0.354
YOR225W	0.354
YKR052C	0.354
YDR253C	0.354
YOR334W	0.354
YNL275W	0.354
YDR392W	0.354
YPL048W	0.354
YOR113W	0.354
YJL148W	0.354
YDL061C	0.354
YNL270C	0.354
YGR080W	0.354
YOR062C	0.354
YHL041W	0.354
YMR101C	0.354
YBR230C	0.354
YNL068C	0.354
YNL264C	0.354
YMR171C	0.354
YDR289C	0.354
YJL206C-A	0.354
YMR194W	0.354
YMR081C	0.354
YJL029C	0.354
YDL149W	0.355
YGR244C	0.355
YER062C	0.355
YGR235C	0.355
YJL192C	0.355
YER038W-A	0.355
YLL025W	0.355
YMR122C	0.355
YDR130C	0.355
YBR182C	0.355
YGL042C	0.355
YIL055C	0.355
YBL062W	0.355
YMR016C	0.355
YOL039W	0.355
YOR055W	0.355
YOR086C	0.355
YCR102C	0.355
YDL170W	0.355
YNR061C	0.355
YOL014W	0.355
YPL092W	0.355
YCR026C	0.355
YBL006C	0.355
YBR264C	0.355
YGL197W	0.355
YKL068W	0.355
YDR283C	0.355
YOR237W	0.355
YDL121C	0.355
YJL135W	0.355
YNL314W	0.355
YDR015C	0.355
YFR007W	0.356
YBR241C	0.356
YBL057C	0.356
YOL128C	0.356
YDR445C	0.356
YMR276W	0.356
YJL172W	0.356
YDR512C	0.356
YPR199C	0.356
YHR079C	0.356
YAL054C	0.356
YIL009W	0.356
YIR020C	0.356
YDR458C	0.356
YER007W	0.356
YCL075W	0.356
YPR200C	0.356
YBR093C	0.356
YBR184W	0.356
YJL197W	0.356
YOR175C	0.356
YLR358C	0.356
YMR124W	0.356
YHL010C	0.356
YLR367W	0.356
YKR050W	0.356
YJL078C	0.356
YNL082W	0.356
YGR224W	0.356
YGR249W	0.356
YDR287W	0.356
YEL010W	0.356
YML020W	0.356
YGR263C	0.356
YLR454W	0.356
YNL301C	0.356
YDR443C	0.356
YOR087W	0.356
YGL226W	0.356
YGL203C	0.356
YBL075C	0.356
YJL168C	0.357
YKL005C	0.357
YGR053C	0.357
YDR094W	0.357
YDL082W	0.357
YNR042W	0.357
YBR270C	0.357
YDR035W	0.357
YOR002W	0.357
YGR015C	0.357
YOR355W	0.357
YOR053W	0.357
YJR082C	0.357
YGR022C	0.357
YLL061W	0.357
YDR354W	0.357
YJL017W	0.357
YPL057C	0.357
YDR271C	0.357
YEL063C	0.357
YHL017W	0.357
YMR245W	0.357
YIL099W	0.357
YBR283C	0.357
YFR024C-A	0.357
YDL100C	0.357
YLR084C	0.357
YMR233W	0.357
YPL150W	0.357
YGL199C	0.357
YOR049C	0.357
YMR318C	0.358
YHL040C	0.358
YJR095W	0.358
YDR307W	0.358
YMR068W	0.358
YCL049C	0.358
YDR428C	0.358
YMR280C	0.358
YDR265W	0.358
YCL009C	0.358
YBL068W	0.358
YPR145W	0.358
YER177W	0.358
YJR040W	0.358
YIR027C	0.358
YKL120W	0.358
YDR144C	0.358
YNL304W	0.358
YNL200C	0.358
YHR193C	0.358
YBR297W	0.358
YLR254C	0.358
YPL139C	0.358
YLR332W	0.358
YML051W	0.358
YFR032C	0.358
YOL050C	0.358
YIR029W	0.358
YOR038C	0.358
YLR385C	0.359
YLR189C	0.359
YCL026C-A	0.359
YLR085C	0.359
YFL031W	0.359
YDR278C	0.359
YLR089C	0.359
YMR305C	0.359
YLR095C	0.359
YDR029W	0.359
YJL107C	0.359
YKR043C	0.359
YCL034W	0.359
YCL023C	0.359
YGL208W	0.359
YNL117W	0.359
YJL056C	0.359
YDR179C	0.359
YMR251W-A	0.359
YJL187C	0.359
YOR144C	0.360
YLR063W	0.360
YAL014C	0.360
YBR031W	0.360
YHR049C-A	0.360
YNR067C	0.360
YGL213C	0.360
YOR379C	0.360
YHR137W	0.360
YKL163W	0.360
YKR011C	0.360
YJR119C	0.360
YMR225C	0.360
YGR016W	0.360
YNL242W	0.360
YOR296W	0.360
YGR148C	0.360
YDL234C	0.360
YKL109W	0.360
YPL270W	0.360
YOR018W	0.360
YIR024C	0.360
YDR219C	0.360
YMR319C	0.360
YOL117W	0.360
YER071C	0.360
YKR093W	0.360
YKR012C	0.361
YFL013W-A	0.361
YBR285W	0.361
YLR206W	0.361
YOL107W	0.361
YGR031W	0.361
YOL001W	0.361
YMR210W	0.361
YER059W	0.361
YAL022C	0.361
YPL138C	0.361
YOR037W	0.361
YLR207W	0.361
YNR055C	0.361
YOR308C	0.361
YLR416C	0.361
YOR291W	0.361
YKL087C	0.361
YGR077C	0.361
YFR008W	0.361
YDR419W	0.361
YDR116C	0.361
YOL121C	0.361
YDL242W	0.361
YFR033C	0.361
YML081C-A	0.361
YFL044C	0.361
YGL004C	0.361
YGR033C	0.361
YER167W	0.361
YJR049C	0.361
YLR401C	0.361
YGL027C	0.361
YDR171W	0.361
YOL114C	0.361
YBR290W	0.362
YAL051W	0.362
YOR008C-A	0.362
YMR140W	0.362
YOL088C	0.362
YDL197C	0.362
YEL017W	0.362
YMR224C	0.362
YJL169W	0.362
YEL064C	0.362
YCL022C	0.362
YKL158W	0.362
YLR042C	0.362
YGR163W	0.362
YGL080W	0.362
YER075C	0.362
YLR028C	0.362
YLR104W	0.362
YDR209C	0.362
YBR168W	0.362
YGL244W	0.362
YLR405W	0.362
YKL175W	0.362
YPL061W	0.362
YDL074C	0.362
YLR330W	0.362
YDR077W	0.362
YPR044C	0.362
YNL305C	0.362
YDL229W	0.362
YJL150W	0.362
YEL031W	0.362
YBL009W	0.362
YMR174C	0.363
YKL213C	0.363
YLL043W	0.363
YGR058W	0.363
YML072C	0.363
YLR345W	0.363
YCR022C	0.363
YDR119W	0.363
YLL055W	0.363
YDR313C	0.363
YDR319C	0.363
YLR054C	0.363
YML048W	0.363
YHR086W	0.363
YJR134C	0.363
YLR270W	0.363
YNL143C	0.363
YCL076W	0.363
YML073C	0.363
YJL020C	0.363
YMR082C	0.363
YDL161W	0.363
YIL032C	0.363
YDR300C	0.363
YDR285W	0.363
YJR070C	0.363
YML121W	0.364
YKR060W	0.364
YOL110W	0.364
YER141W	0.364
YJR083C	0.364
YMR209C	0.364
YNL111C	0.364
YGR252W	0.364
YOR126C	0.364
YCR014C	0.364
YBR094W	0.364
YER007C-A	0.364
YDL189W	0.364
YKL098W	0.364
YHL036W	0.364
YGR207C	0.364
YOL147C	0.364
YHL028W	0.364
YJL159W	0.364
YHR182W	0.364
YPL079W	0.364
YKL043W	0.364
YDL019C	0.364
YMR126C	0.364
YDL188C	0.364
YKL164C	0.364
YCL038C	0.365
YDR411C	0.365
YPL046C	0.365
YGR021W	0.365
YLR390W-A	0.365
YDR148C	0.365
YLR107W	0.365
YLR236C	0.365
YFR039C	0.365
YFL049W	0.365
YLR364W	0.365
YGR206W	0.365
YNL307C	0.365
YIR018W	0.365
YBR044C	0.365
YOR058C	0.365
YNL299W	0.365
YDL006W	0.365
YML057W	0.365
YDR444W	0.365
YML089C	0.365
YOR071C	0.365
YBR292C	0.365
YDR294C	0.365
YDL138W	0.365
YGL229C	0.365
YFL056C	0.365
YCL051W	0.365
YKR016W	0.365
YIL069C	0.365
YDR006C	0.365
YLR098C	0.365
YLL044W	0.366
YJL145W	0.366
YKR101W	0.366
YLR326W	0.366
YER030W	0.366
YOR029W	0.366
YML050W	0.366
YHR113W	0.366
YER053C	0.366
YCR106W	0.366
YLR434C	0.366
YIL163C	0.366
YDL144C	0.366
YDR523C	0.366
YJL176C	0.366
YAL060W	0.366
YOR303W	0.366
YFL011W	0.366
YKL032C	0.366
YAL008W	0.366
YDR442W	0.366
YBL066C	0.366
YGL228W	0.366
YMR299C	0.366
YHR179W	0.366
YJL218W	0.366
YFR023W	0.366
YIL123W	0.366
YDR155C	0.366
YML117W-A	0.366
YHR082C	0.366
YGL039W	0.366
YDR293C	0.367
YHR044C	0.367
YOR358W	0.367
YKL199C	0.367
YLR130C	0.367
YFR009W	0.367
YJL193W	0.367
YPR147C	0.367
YLR269C	0.367
YEL005C	0.367
YCL036W	0.367
YOR357C	0.367
YNL024C	0.367
YLR451W	0.367
YOR041C	0.367
YDR295C	0.367
YDR215C	0.367
YFL027C	0.367
YKL123W	0.367
YOR350C	0.368
YAL048C	0.368
YPL027W	0.368
YMR234W	0.368
YMR232W	0.368
YDR420W	0.368
YGR208W	0.368
YMR272C	0.368
YNL253W	0.368
YOR177C	0.368
YOR306C	0.368
YCR021C	0.368
YDL210W	0.368
YML014W	0.368
YJL144W	0.368
YER041W	0.368
YMR086W	0.368
YNL293W	0.368
YOR064C	0.368
YGL194C	0.368
YKR031C	0.368
YGR032W	0.368
YML052W	0.368
YDL168W	0.368
YOR315W	0.369
YNL291C	0.369
YDR184C	0.369
YGR193C	0.369
YGR157W	0.369
YLR343W	0.369
YLR331C	0.369
YHR171W	0.369
YML011C	0.369
YOR008C	0.369
YIR035C	0.369
YLR261C	0.369
YMR244W	0.369
YBL005W	0.369
YDR104C	0.369
YPR188C	0.369
YGL070C	0.369
YJR116W	0.369
YIL050W	0.369
YKL006W	0.369
YGL105W	0.369
YNL292W	0.369
YLR418C	0.369
YDR257C	0.369
YER056C-A	0.369
YMR087W	0.369
YDL173W	0.370
YGL084C	0.370
YLR070C	0.370
YOR154W	0.370
YLR349W	0.370
YFL050C	0.370
YGR154C	0.370
YER019C-A	0.370
YLR138W	0.370
YAL037W	0.370
YGL259W	0.370
YJL177W	0.370
YKR076W	0.370
YGL032C	0.370
YNR064C	0.370
YHR100C	0.370
YOL147C	0.370
YPL113C	0.370
YGL224C	0.370
YLR288C	0.370
YNL224C	0.370
YFL040W	0.370
YDL177C	0.370
YMR042W	0.370
YOR188W	0.370
YOR129C	0.370
YLR192C	0.370
YER180C	0.370
YNL288W	0.370
YLL053C	0.370
YHR111W	0.370
YGR192C	0.370
YGL094C	0.370
YMR067C	0.370
YIL173W	0.370
YMR080C	0.370
YHL029C	0.370
YOR229W	0.370
YMR244C-A	0.370
YNL004W	0.371
YJR099W	0.371
YLR004C	0.371
YLR400W	0.371
YKL017C	0.371
YLR151C	0.371
YIL153W	0.371
YER056C	0.371
YJL152W	0.371
YMR024W	0.371
YLR328W	0.371
YGR017W	0.371
YGR197C	0.371
YDL203C	0.371
YPL103C	0.371
YPR023C	0.371
YIL089W	0.371
YLR194C	0.371
YMR144W	0.371
YDR120C	0.371
YKL031W	0.371
YNL157W	0.371
YNL278W	0.371
YNR033W	0.371
YJR140C	0.371
YIL124W	0.371
YDR538W	0.371
YCR006C	0.371
YLR221C	0.371
YDR535C	0.372
YOR034C	0.372
YLR043C	0.372
YFR018C	0.372
YNL315C	0.372
YCR036W	0.372
YMR090W	0.372
YLR119W	0.372
YJL153C	0.372
YMR303C	0.372
YLR283W	0.372
YMR264W	0.372
YNL176C	0.372
YNL119W	0.372
YJR030C	0.372
YKR015C	0.372
YNL074C	0.372
YNL329C	0.372
YOR215C	0.372
YDR409W	0.372
YOR345C	0.372
YNL215W	0.372
YDL216C	0.372
YOR193W	0.372
YNL047C	0.372
YER055C	0.372
YHR061C	0.372
YCL050C	0.372
YPL041C	0.372
YLR333C	0.372
YBR258C	0.372
YGR282C	0.372
YOL098C	0.372
YOL115W	0.372
YPL095C	0.372
YHR132W-A	0.372
YPL152W	0.372
YCL008C	0.373
YLR056W	0.373
YMR242C	0.373
YHR029C	0.373
YLR436C	0.373
YBR271W	0.373
YJR153W	0.373
YCR024C-A	0.373
YLR019W	0.373
YGR019W	0.373
YLR047C	0.373
YLR417W	0.373
YOL111C	0.373
YMR065W	0.373
YLR052W	0.373
YPL127C	0.373
YDR142C	0.373
YFR024C	0.373
YBL019W	0.373
YOR242C	0.373
YNL269W	0.373
YPL077C	0.373
YLR058C	0.373
YOL132W	0.373
YHR057C	0.373
YPL034W	0.373
YGR273C	0.373
YDR186C	0.373
YDR282C	0.373
YOR040W	0.374
YOL152W	0.374
YPL166W	0.374
YPL176C	0.374
YNL063W	0.374
YPL130W	0.374
YFL032W	0.374
YOR142W	0.374
YLR024C	0.374
YLR126C	0.374
YCL023C	0.374
YMR247C	0.374
YBL081W	0.374
YOR182C	0.374
YMR072W	0.374
YPL051W	0.374
YJL007C	0.374
YLR227C	0.374
YOR152C	0.375
YLL058W	0.375
YGL226C-A	0.375
YCL006C	0.375
YER060W-A	0.375
YDR447C	0.375
YNL286W	0.375
YMR092C	0.375
YKL025C	0.375
YOR141C	0.375
YNR065C	0.375
YNL289W	0.375
YGR139W	0.375
YPL047W	0.375
YNL335W	0.375
YFR045W	0.375
YLR327C	0.375
YOR228C	0.375
YMR297W	0.375
YOR054C	0.375
YPL072W	0.375
YDR251W	0.375
YOL041C	0.375
YJL128C	0.375
YKL191W	0.376
YDR132C	0.376
YJL155C	0.376
YDL233W	0.376
YCR037C	0.376
YDR185C	0.376
YGL096W	0.376
YGL198W	0.376
YHR081W	0.376
YGR125W	0.376
YLR128W	0.376
YLR414C	0.376
YGR067C	0.376
YKR096W	0.376
YAL064C-A	0.376
YJR128W	0.376
YGL220W	0.376
YDR483W	0.376
YBL065W	0.376
YGR111W	0.376
YIL059C	0.376
YNL285W	0.376
YNL160W	0.376
YKL044W	0.376
YJL185C	0.376
YDR176W	0.377
YPL140C	0.377
YFR031C-A	0.377
YMR088C	0.377
YNL328C	0.377
YPL107W	0.377
YIL090W	0.377
YKL216W	0.377
YGR291C	0.377
YOL153C	0.377
YDR502C	0.377
YOR052C	0.377
YOL027C	0.377
YMR313C	0.377
YER048C	0.377
YER131W	0.377
YDR500C	0.377
YDR043C	0.377
YLR344W	0.377
YGL035C	0.377
YBR180W	0.377
YDR286C	0.377
YIL134W	0.377
YJL057C	0.377
YLR238W	0.377
YGR182C	0.377
YLL063C	0.378
YLR260W	0.378
YGL262W	0.378
YLR077W	0.378
YBL091C	0.378
YKL143W	0.378
YNL323W	0.378
YDL169C	0.378
YJR115W	0.378
YDR157W	0.378
YDL053C	0.378
YEL025C	0.378
YNL098C	0.378
YFL030W	0.378
YNL093W	0.378
YOL089C	0.378
YDL130W	0.378
YLR423C	0.378
YKL131W	0.378
YBL059W	0.378
YLR118C	0.378
YMR259C	0.378
YDL142C	0.378
YKL037W	0.378
YDL174C	0.378
YBL067C	0.378
YNL212W	0.378
YBR279W	0.378
YNL333W	0.378
YLR144C	0.378
YLR137W	0.378
YGR127W	0.378
YGL230C	0.378
YGR001C	0.378
YNL226W	0.378
YDL171C	0.378
YFR057W	0.379
YOR235W	0.379
YGL255W	0.379
YKL149C	0.379
YNL237W	0.379
YML058C-A	0.379
YOR003W	0.379
YJR117W	0.379
YEL047C	0.379
YCR019W	0.379
YGL066W	0.379
YOR290C	0.379
YMR142C	0.379
YER049W	0.379
YLR312C	0.379
YGL202W	0.379
YIL074C	0.379
YBL064C	0.379
YLR124W	0.380
YGL214W	0.380
YPL116W	0.380
YLR112W	0.380
YHL046C	0.380
YKL156W	0.380
YIR005W	0.380
YDR239C	0.380
YEL033W	0.380
YLL054C	0.380
YER093C-A	0.380
YGR085C	0.380
YER110C	0.380
YMR243C	0.380
YDR061W	0.380
YKR013W	0.380
YBR108W	0.380
YNL257C	0.381
YLR281C	0.381
YKL205W	0.381
YGL046W	0.381
YJL117W	0.381
YLR179C	0.381
YAL036C	0.381
YER047C	0.381
YGR189C	0.381
YCR010C	0.381
YFR047C	0.381
YPR106W	0.381
YDR379W	0.381
YGR229C	0.381
YPR193C	0.381
YCL011C	0.381
YDR273W	0.381
YPL009C	0.382
YJR014W	0.382
YJL103C	0.382
YDR010C	0.382
YKL174C	0.382
YIL042C	0.382
YNL135C	0.382
YNL294C	0.382
YMR184W	0.382
YDR001C	0.382
YDR457W	0.382
YOR093C	0.382
YLL051C	0.382
YDL238C	0.382
YGR122W	0.382
YMR026C	0.382
YMR196W	0.382
YPL136W	0.382
YDL200C	0.382
YGL248W	0.382
YMR201C	0.382
YEL052W	0.382
YGR187C	0.382
YNL334C	0.383
YDL106C	0.383
YCL032W	0.383
YLR395C	0.383
YGL025C	0.383
YML122C	0.383
YDR156W	0.383
YJL199C	0.383
YGL252C	0.383
YGR018C	0.383
YBR176W	0.383
YBR127C	0.383
YKL023W	0.383
YJL210W	0.383
YNL325C	0.383
YDR210W	0.383
YHL014C	0.383
YGR023W	0.383
YLR092W	0.383
YKR090W	0.383
YMR119W-A	0.383
YPR057W	0.384
YFL063W	0.384
YHR203C	0.384
YLR393W	0.384
YMR015C	0.384
YOR067C	0.384
YPR050C	0.384
YOR196C	0.384
YDR178W	0.384
YMR039C	0.384
YLR213C	0.384
YIL070C	0.385
YAL061W	0.385
YLR273C	0.385
YNL324W	0.385
YLR021W	0.385
YLR366W	0.385
YPR194C	0.385
YDR315C	0.385
YNL089C	0.385
YOL151W	0.385
YMR083W	0.385
YPL121C	0.385
YKL116C	0.385
YER081W	0.385
YHR163W	0.385
YJL162C	0.385
YLR136C	0.385
YLR205C	0.385
YGR234W	0.385
YGL254W	0.385
YDR393W	0.385
YGL260W	0.385
YGR134W	0.385
YDR229W	0.385
YOR042W	0.386
YPL144W	0.386
YDR430C	0.386
YLR420W	0.386
YLR431C	0.386
YOR198C	0.386
YDR017C	0.386
YGR109C	0.386
YGL010W	0.386
YNL011C	0.386
YFR032C-A	0.386
YPL064C	0.386
YCR050C	0.386
YGL196W	0.386
YOL068C	0.386
YDL231C	0.386
YAL059W	0.386
YBR229C	0.387
YKL157W	0.387
YLR441C	0.387
YDL243C	0.387
YMR104C	0.387
YNL170W	0.387
YDR192C	0.387
YFR022W	0.387
YDL214C	0.387
YMR289W	0.387
YFL055W	0.387
YPL156C	0.387
YDR270W	0.387
YDL232W	0.387
YBR299W	0.387
YJR059W	0.387
YGL209W	0.387
YCR049C	0.387
YDR385W	0.387
YGR057C	0.387
YCR016W	0.388
YKR057W	0.388
YOL087C	0.388
YKL179C	0.388
YGL078C	0.388
YMR302C	0.388
YFL028C	0.388
YGR184C	0.388
YMR145C	0.388
YGR010W	0.388
YJL217W	0.388
YGR035C	0.388
YMR310C	0.388
YPR008W	0.388
YDR046C	0.388
YLR209C	0.388
YPL070W	0.388
YLR282C	0.388
YFL018C	0.388
YDL156W	0.389
YCR011C	0.389
YGR176W	0.389
YGR064W	0.389
YDL090C	0.389
YCL030C	0.389
YCL001W-A	0.389
YNL086W	0.389
YML066C	0.389
YLR280C	0.389
YLR171W	0.389
YGR037C	0.389
YPR026W	0.389
YCR008W	0.389
YDR036C	0.389
YGL021W	0.390
YLL062C	0.390
YDR217C	0.390
YKL167C	0.390
YCL063W	0.390
YFL021W	0.390
YNL338W	0.390
YOR172W	0.390
YCR087W	0.390
YOR354C	0.390
YNL056W	0.390
YNL339C	0.390
YGL232W	0.390
YDR213W	0.390
YPL102C	0.390
YDR461W	0.390
YBL072C	0.390
YOR307C	0.391
YGL257C	0.391
YBL069W	0.391
YPL137C	0.391
YMR237W	0.391
YER098W	0.391
YEL009C	0.391
YKL027W	0.391
YIL098C	0.391
YGL036W	0.391
YKL062W	0.391
YLR438W	0.391
YMR025W	0.391
YDL227C	0.391
YKL197C	0.391
YLR325C	0.391
YDR008C	0.391
YMR193C-A	0.391
YNL281W	0.391
YKL110C	0.391
YKL159C	0.391
YGL221C	0.391
YDR163W	0.392
YMR041C	0.392
YDR432W	0.392
YPL239W	0.392
YBR191W	0.392
YOL122C	0.392
YOR300W	0.392
YEL059W	0.392
YGR281W	0.392
YNL268W	0.392
YJL154C	0.392
YFL043C	0.392
YNL259C	0.392
YPL087W	0.392
YCR102W-A	0.392
YLL052C	0.392
YLR123C	0.392
YML117W	0.392
YPL015C	0.392
YMR294W	0.392
YCR095C	0.392
YNL295W	0.392
YDR027C	0.393
YPL086C	0.393
YIL110W	0.393
YHR087W	0.393
YGL237C	0.393
YEL004W	0.393
YDL204W	0.393
YGR200C	0.393
YBR244W	0.393
YHL027W	0.393
YPL036W	0.393
YDL211C	0.393
YOR167C	0.393
YDL154W	0.393
YGL083W	0.393
YMR295C	0.393
YGL148W	0.393
YMR173W	0.394
YOR158W	0.394
YNR070W	0.394
YGL210W	0.394
YGL117W	0.394
YLR225C	0.394
YNL332W	0.394
YLR210W	0.394
YEL053C	0.394
YDR101C	0.394
YEL051W	0.394
YGL033W	0.394
YLL046C	0.394
YER078C	0.394
YGR271W	0.394
YHL026C	0.394
YCR025C	0.394
YMR044W	0.394
YMR306C-A	0.394
YDL201W	0.395
YEL029C	0.395
YLR013W	0.395
YBR090C-A	0.395
YGL057C	0.395
YOR173W	0.395
YLR023C	0.395
YKR099W	0.395
YLR020C	0.395
YBR178W	0.395
YKL121W	0.395
YDL191W	0.395
YPR007C	0.395
YJL157C	0.395
YGR088W	0.395
YNL148C	0.395
YDR306C	0.395
YIL054W	0.395
YLR309C	0.396
YPR134W	0.396
YGR231C	0.396
YPL202C	0.396
YPL055C	0.396
YJL182C	0.396
YDR297W	0.396
YDR484W	0.396
YBR296C	0.396
YGL013C	0.396
YPL059W	0.396
YLR448W	0.396
YLR262C	0.396
YPL119C	0.396
YMR034C	0.396
YNL053W	0.396
YGL115W	0.397
YDR223W	0.397
YKR030W	0.397
YER042W	0.397
YOR070C	0.397
YKR075C	0.397
YKR033C	0.397
YFR020W	0.397
YDR136C	0.397
YGR146C	0.397
YDL223C	0.397
YLR232W	0.397
YLL056C	0.397
YKL162C	0.397
YMR186W	0.397
YGL051W	0.398
YDL136W	0.398
YCL038C	0.398
YGR178C	0.398
YDR312W	0.398
YNL327W	0.398
YKR035C	0.398
YLR094C	0.398
YHR066W	0.398
YEL067C	0.398
YNL121C	0.398
YBR281C	0.398
YHR161C	0.398
YDR431W	0.398
YHL007C	0.398
YCR051W	0.398
YLR284C	0.398
YDL218W	0.398
YKL127W	0.398
YLL047W	0.398
YCR004C	0.398
YER028C	0.398
YOR170W	0.398
YMR291W	0.398
YGL045W	0.398
YMR141C	0.398
YNL014W	0.398
YGL249W	0.398
YDR193W	0.399
YCR005C	0.399
YGR233C	0.399
YGL159W	0.399
YGL063W	0.399
YLR108C	0.399
YMR258C	0.399
YLR421C	0.399
YCL062W	0.399
YDR020C	0.399
YDR134C	0.399
YER083C	0.399
YDL040C	0.399
YDR395W	0.399
YDR191W	0.399
YKL198C	0.399
YKR094C	0.400
YGL049C	0.400
YGR081C	0.400
YER020W	0.400
YGL006W	0.400
YLR296W	0.400
YKR024C	0.400
YMR018W	0.400
YDL239C	0.400
YDL237W	0.400
YCR020C	0.400
YLR006C	0.400
YGL079W	0.400
YFR034C	0.400
YCL033C	0.400
YEL065W	0.400
YGR153W	0.400
YOL057W	0.400
YJL198W	0.400
YER046W-A	0.400
YNL336W	0.401
YHR139C	0.401
YHL034C	0.401
YDR026C	0.401
YKL184W	0.401
YGR045C	0.401
YJR010W	0.401
YKL029C	0.401
YGL088W	0.401
YLR285W	0.401
YKL124W	0.401
YGL215W	0.401
YOR024W	0.401
YLR065C	0.401
YJL070C	0.401
YDR305C	0.401
YOL090W	0.401
YGR170W	0.401
YLR271W	0.401
YLL013C	0.401
YOR247W	0.401
YOR150W	0.401
YDL146W	0.401
YML041C	0.402
YLR265C	0.402
YAL055W	0.402
YMR100W	0.402
YNR063W	0.402
YCL007C	0.402
YPL115C	0.402
YDR084C	0.402
YOR050C	0.402
YIL066C	0.402
YLR368W	0.402
YEL068C	0.402
YNL109W	0.403
YGR034W	0.403
YDR269C	0.403
YDR506C	0.403
YMR037C	0.403
YKL138C	0.403
YLR287C-A	0.403
YIL067C	0.403
YDR025W	0.403
YOR044W	0.403
YDR218C	0.403
YLR059C	0.403
YJR063W	0.403
YNL326C	0.403
YGL216W	0.403
YLR114C	0.403
YGL227W	0.403
YJL134W	0.404
YFR048W	0.404
YDL215C	0.404
YNL067W	0.404
YNL005C	0.404
YFL033C	0.404
YPL123C	0.404
YFL023W	0.404
YOR171C	0.404
YGL258W	0.404
YNR052C	0.404
YJL215C	0.404
YLR081W	0.404
YOR001W	0.404
YKL030W	0.404
YDR179W-A	0.404
YGR230W	0.404
YDL081C	0.404
YPL056C	0.404
YGL256W	0.404
YLR384C	0.404
YKR092C	0.404
YDL224C	0.405
YLR018C	0.405
YNL199C	0.405
YPL080C	0.405
YNR069C	0.405
YKL039W	0.405
YDL230W	0.405
YKL129C	0.405
YKL130C	0.405
YGR012W	0.405
YMR172W	0.405
YHR140W	0.405
YDL185W	0.405
YBL099W	0.405
YLR190W	0.405
YJR111C	0.405
YDL213C	0.405
YDR304C	0.406
YLR279W	0.406
YLR266C	0.406
YGR003W	0.406
YBR045C	0.406
YGL211W	0.406
YPR024W	0.406
YDR069C	0.406
YBR001C	0.406
YGL222C	0.406
YDL199C	0.406
YBR120C	0.406
YPL078C	0.406
YGL231C	0.406
YIL047C	0.406
YOR030W	0.406
YDL206W	0.406
YML068W	0.406
YNL084C	0.407
YPR022C	0.407
YER033C	0.407
YKL206C	0.407
YCR027C	0.407
YGR008C	0.407
YLR402W	0.407
YLR074C	0.407
YGR026W	0.407
YOR155C	0.407
YIL038C	0.408
YJL094C	0.408
YLL057C	0.408
YGR066C	0.408
YGR069W	0.408
YKL161C	0.408
YKL160W	0.408
YLR150W	0.408
YCR023C	0.409
YGL016W	0.409
YLR185W	0.409
YOR161C	0.409
YKL011C	0.409
YPL205C	0.409
YIL060W	0.409
YKL117W	0.409
YKR095W	0.409
YCL064C	0.409
YMR294W-A	0.409
YDR125C	0.409
YDL151C	0.409
YOR017W	0.409
YEL049W	0.410
YPL133C	0.410
YOL071W	0.410
YGR292W	0.410
YDR080W	0.410
YNL283C	0.410
YHR034C	0.410
YOR309C	0.410
YOR289W	0.410
YCR001W	0.410
YKL020C	0.410
YBR114W	0.410
YNL228W	0.410
YAL056W	0.411
YLR329W	0.411
YIR020W-B	0.411
YNL099C	0.411
YCL069W	0.411
