ORF	hom | cell cycle progression in G1 phase | YPD [standard] | Hoose SA~Polymenis M, 2012
YMR154C	0.308
YBR158W	0.308
YBR298C	0.308
YIL057C	0.308
YFL034C-A	0.308
YAL027W	0.308
YCL026C	0.308
YCR094W	0.308
YBL003C	0.308
YLR224W	0.308
YGL003C	0.308
YHR046C	0.308
YNL191W	0.308
YGR248W	0.308
YPR073C	0.308
YMR023C	0.308
YLR217W	0.308
YLR055C	0.308
YNL080C	0.308
YLR180W	0.308
YHL032C	0.308
YHL020C	0.308
YGL235W	0.308
YCR073C	0.309
YCR079W	0.309
YOR039W	0.309
YLR093C	0.309
YPL183C	0.309
YPR174C	0.309
YER079W	0.309
YDR225W	0.309
YNL076W	0.309
YMR266W	0.309
YCR032W	0.309
YBL098W	0.309
YOR306C	0.309
YOL119C	0.309
YDR479C	0.309
YKL096W	0.309
YHR199C	0.309
YKL102C	0.309
YKR106W	0.309
YML008C	0.309
YPL067C	0.309
YOR374W	0.309
YJR147W	0.309
YDR348C	0.309
YER019W	0.309
YMR109W	0.309
YOL004W	0.309
YAR037W	0.309
YOR124C	0.309
YHL024W	0.309
YHR097C	0.309
YOR360C	0.309
YAR040C	0.309
YKR042W	0.309
YEL038W	0.310
YGR260W	0.310
YDR152W	0.310
YOL072W	0.310
YBR005W	0.310
YHR080C	0.310
YOL032W	0.310
YDR334W	0.310
YLR365W	0.310
YMR178W	0.310
YOR346W	0.310
YOR166C	0.310
YKR041W	0.310
YDR247W	0.310
YCR107W	0.310
YBR133C	0.310
YJR090C	0.310
YPR001W	0.310
YPR065W	0.310
YDR340W	0.310
YJR124C	0.310
YOR111W	0.310
YGL090W	0.310
YDL101C	0.310
YOR300W	0.310
YER128W	0.310
YJL095W	0.310
YPR031W	0.310
YMR195W	0.310
YGL140C	0.310
YKR018C	0.311
YBR098W	0.311
YIL064W	0.311
YMR003W	0.311
YBR210W	0.311
YBR280C	0.311
YBL048W	0.311
YER121W	0.311
YHL003C	0.311
YKR087C	0.311
YOR107W	0.311
YLR090W	0.311
YDR284C	0.311
YNR075W	0.311
YKR100C	0.311
YLR386W	0.311
YIR001C	0.311
YDR406W	0.311
YBR161W	0.311
YPR125W	0.311
YDR263C	0.311
YIL020C	0.311
YDR123C	0.311
YER119C	0.311
YDR528W	0.311
YKL069W	0.311
YPR045C	0.311
YPR009W	0.311
YDR067C	0.311
YNL254C	0.311
YAL013W	0.311
YLR387C	0.311
YJL028W	0.311
YGR136W	0.311
YMR169C	0.312
YKL081W	0.312
YJR066W	0.312
YNL125C	0.312
YGR050C	0.312
YBL060W	0.312
YDL162C	0.312
YBR227C	0.312
YBR183W	0.312
YDR261C	0.312
YOL030W	0.312
YNL233W	0.312
YJL184W	0.312
YOL079W	0.312
YPL111W	0.312
YOR007C	0.312
YOR189W	0.312
YDR202C	0.312
YJL094C	0.312
YDR056C	0.312
YJR149W	0.312
YML097W	0.312
YDR505C	0.312
YPL074W	0.313
YOL129W	0.313
YOL118C	0.313
YNL235C	0.313
YGR100W	0.313
YKR021W	0.313
YMR176W	0.313
YBL086C	0.313
YBR092C	0.313
YGR079W	0.313
YKR039W	0.313
YGR144W	0.313
YPR115W	0.313
YPR154W	0.313
YCL027W	0.313
YJR098C	0.313
YGR071C	0.313
YNL145W	0.313
YML090W	0.313
YKR017C	0.313
YLR049C	0.313
YEL060C	0.313
YBR038W	0.313
YBR006W	0.313
YDR248C	0.313
YBL083C	0.313
YBR071W	0.313
YDR242W	0.313
YMR107W	0.313
YML013W	0.313
YLL042C	0.313
YDR095C	0.313
YJR092W	0.313
YDL187C	0.313
YLR429W	0.313
YPR198W	0.313
YGR135W	0.314
YLR253W	0.314
YIR016W	0.314
YHR138C	0.314
YPL184C	0.314
YPR140W	0.314
YOR092W	0.314
YMR194C-A	0.314
YMR192W	0.314
YBL063W	0.314
YMR139W	0.314
YKR088C	0.314
YBR276C	0.314
YER186C	0.314
YGL121C	0.314
YIL045W	0.314
YIL084C	0.314
YMR204C	0.314
YLR437C	0.314
YCL013W	0.314
YOL099C	0.314
YDL035C	0.314
YDR336W	0.314
YNL072W	0.314
YDR371W	0.314
YOR178C	0.314
YKR091W	0.314
YKR066C	0.314
YOR120W	0.314
YDR401W	0.314
YNL078W	0.314
YOR318C	0.314
YEL016C	0.314
YPL109C	0.314
YLR335W	0.315
YOR012W	0.315
YMR135C	0.315
YEL039C	0.315
YPR171W	0.315
YBR205W	0.315
YJL089W	0.315
YOR328W	0.315
YHL042W	0.315
YDR258C	0.315
YLR214W	0.315
YDR074W	0.315
YDR539W	0.315
YMR170C	0.315
YMR019W	0.315
YOR298C-A	0.315
YOR222W	0.315
YLR169W	0.315
YKL050C	0.315
YOL016C	0.315
YNR057C	0.315
YNL032W	0.315
YCR099C	0.315
YER145C	0.316
YGR241C	0.316
YOR162C	0.316
YAR029W	0.316
YJR011C	0.316
YBR053C	0.316
YNL123W	0.316
YIR023W	0.316
YER144C	0.316
YPR076W	0.316
YDR519W	0.316
YHR207C	0.316
YOL062C	0.316
YDR198C	0.316
YPR091C	0.316
YJL084C	0.316
YMR187C	0.316
YER150W	0.316
YAL007C	0.316
YPR075C	0.316
YMR147W	0.316
YMR255W	0.316
YDR497C	0.316
YIL108W	0.316
YDL062W	0.316
YMR317W	0.316
YOL025W	0.316
YHR130C	0.316
YIL164C	0.316
YDR129C	0.316
YMR012W	0.316
YOR320C	0.316
YBR188C	0.316
YML058W	0.316
YKL076C	0.316
YPR153W	0.316
YBR151W	0.316
YBR025C	0.316
YLR204W	0.316
YNR055C	0.316
YOR023C	0.316
YDR386W	0.316
YLR428C	0.316
YBR263W	0.317
YBR063C	0.317
YOL053C-A	0.317
YGR122C-A	0.317
YPL186C	0.317
YHR003C	0.317
YDR403W	0.317
YHL016C	0.317
YIL133C	0.317
YJR054W	0.317
YBL056W	0.317
YDR360W	0.317
YBL032W	0.317
YIL076W	0.317
YDR085C	0.317
YCL057W	0.317
YIL025C	0.317
YOL162W	0.317
YOR185C	0.317
YER109C	0.317
YPR026W	0.317
YKL091C	0.317
YBR195C	0.317
YML003W	0.317
YER066C-A	0.317
YHR204W	0.317
YKR103W	0.317
YDR089W	0.317
YLR315W	0.317
YOR314W	0.317
YAL030W	0.317
YDR453C	0.318
YOR219C	0.318
YJL175W	0.318
YOR061W	0.318
YIL107C	0.318
YCL006C	0.318
YGR105W	0.318
YHR146W	0.318
YDR501W	0.318
YGR014W	0.318
YOR356W	0.318
YBR073W	0.318
YMR084W	0.318
YPR059C	0.318
YBR259W	0.318
YDL078C	0.318
YPL214C	0.318
YIR037W	0.318
YIL043C	0.318
YOL103W	0.318
YNL127W	0.318
YMR133W	0.318
YJL052W	0.318
YIL029C	0.318
YBR186W	0.318
YPL099C	0.318
YPR040W	0.318
YLR220W	0.318
YGR039W	0.318
YBR219C	0.318
YDR496C	0.318
YKR028W	0.318
YOR192C	0.318
YPL114W	0.318
YKR005C	0.318
YOR317W	0.318
YIL017C	0.319
YGR247W	0.319
YFL047W	0.319
YOR028C	0.319
YHR184W	0.319
YKL133C	0.319
YGR041W	0.319
YIL079C	0.319
YBR203W	0.319
YIL011W	0.319
YGR131W	0.319
YMR085W	0.319
YIL077C	0.319
YKR069W	0.319
YMR074C	0.319
YLR120C	0.319
YDR255C	0.319
YOR130C	0.319
YKR084C	0.319
YPL198W	0.319
YLR247C	0.319
YPR007C	0.319
YOR059C	0.319
YKR070W	0.319
YBR172C	0.319
YPL192C	0.319
YFL052W	0.319
YNL128W	0.319
YKR049C	0.319
YDR537C	0.319
YDR321W	0.319
YGL101W	0.319
YBR212W	0.319
YBL096C	0.319
YNR012W	0.319
YPR127W	0.319
YDL104C	0.319
YPL120W	0.319
YER114C	0.319
YDR521W	0.320
YPR012W	0.320
YGR283C	0.320
YNR032C-A	0.320
YCR060W	0.320
YDR317W	0.320
YPR157W	0.320
YER173W	0.320
YJR056C	0.320
YLR432W	0.320
YAL040C	0.320
YGR052W	0.320
YMR166C	0.320
YGR123C	0.320
YPL110C	0.320
YHR117W	0.320
YCL048W	0.320
YLR109W	0.320
YPL225W	0.320
YDL240W	0.320
YFL042C	0.320
YLR154C	0.320
YML087C	0.320
YIL116W	0.320
YKR072C	0.320
YLR188W	0.320
YGR237C	0.320
YGR143W	0.320
YIL096C	0.320
YEL040W	0.320
YER174C	0.320
YPL158C	0.320
YJR129C	0.320
YLR110C	0.320
YDR124W	0.320
YBR028C	0.321
YFR049W	0.321
YLR181C	0.321
YPL003W	0.321
YKL214C	0.321
YOL031C	0.321
YMR160W	0.321
YOL126C	0.321
YLR176C	0.321
YNL134C	0.321
YDR494W	0.321
YOR226C	0.321
YMR096W	0.321
YPL179W	0.321
YJR078W	0.321
YKL202W	0.321
YFR035C	0.321
YNL001W	0.321
YKR019C	0.321
YIR009W	0.321
YPL196W	0.321
YLR152C	0.321
YMR263W	0.321
YPR170C	0.321
YAL004W	0.321
YNL016W	0.321
YJL151C	0.321
YMR102C	0.321
YLL026W	0.321
YML021C	0.321
YJR091C	0.321
YBR074W	0.321
YPL260W	0.321
YHR096C	0.322
YCR077C	0.322
YMR180C	0.322
YBR059C	0.322
YMR054W	0.322
YDL001W	0.322
YNL154C	0.322
YPL014W	0.322
YLR407W	0.322
YBL028C	0.322
YOR081C	0.322
YMR130W	0.322
YAL029C	0.322
YPR031W	0.322
YIL122W	0.322
YJL206C	0.322
YPR146C	0.322
YIR014W	0.322
YPR015C	0.322
YDR480W	0.322
YLR374C	0.322
YOR115C	0.322
YMR278W	0.322
YFR036W	0.322
YPL189W	0.322
YJR080C	0.322
YNL141W	0.322
YDR214W	0.322
YFL051C	0.322
YDR314C	0.322
YKL146W	0.322
YML071C	0.323
YBR150C	0.323
YAL002W	0.323
YJL181W	0.323
YOR190W	0.323
YGR166W	0.323
YOR364W	0.323
YCL037C	0.323
YJR009C	0.323
YGR025W	0.323
YDR019C	0.323
YNR060W	0.323
YPR066W	0.323
YJL214W	0.323
YER178W	0.323
YBR066C	0.323
YDL046W	0.323
YLR164W	0.323
YDL025C	0.323
YPR083W	0.323
YGR269W	0.323
YJR069C	0.323
YLR360W	0.323
YPR197C	0.323
YER088C	0.323
YDL182W	0.323
YKL084W	0.323
YOR014W	0.323
YDR380W	0.323
YPR077C	0.323
YJR010C-A	0.323
YPR111W	0.323
YDR259C	0.323
YML030W	0.324
YFL007W	0.324
YOR084W	0.324
YGL180W	0.324
YBR175W	0.324
YOL043C	0.324
YBL087C	0.324
YER153C	0.324
YBR065C	0.324
YLR422W	0.324
YDL049C	0.324
YLR456W	0.324
YDR387C	0.324
YHL022C	0.324
YJR154W	0.324
YOL124C	0.324
YHR094C	0.324
YJR001W	0.324
YLR306W	0.324
YPL066W	0.324
YOR088W	0.324
YLR174W	0.324
YPL177C	0.324
YBL053W	0.324
YJL013C	0.324
YOR323C	0.324
YOR275C	0.324
YBL052C	0.324
YBR246W	0.324
YBR226C	0.324
YMR105C	0.324
YCR020C-A	0.324
YGL077C	0.324
YLR390W	0.324
YGL170C	0.325
YHR028C	0.325
YOR251C	0.325
YBR068C	0.325
YLR248W	0.325
YOL048W	0.325
YKR105C	0.325
YJL149W	0.325
YDR352W	0.325
YOL070C	0.325
YDR206W	0.325
YJL128C	0.325
YKR054C	0.325
YJR031C	0.325
YPL091W	0.325
YBL001C	0.325
YMR032W	0.325
YIR025W	0.325
YFR014C	0.325
YKL001C	0.325
YBL094C	0.325
YBR107C	0.325
YGR199W	0.325
YLR445W	0.325
YOL092W	0.325
YPL002C	0.325
YMR252C	0.325
YJL004C	0.325
YNL130C	0.325
YHR047C	0.325
YKL094W	0.326
YDR097C	0.326
YFL035C-B	0.326
YDR333C	0.326
YNL120C	0.326
YDL024C	0.326
YEL041W	0.326
YLR352W	0.326
YMR254C	0.326
YAL020C	0.326
YLR299W	0.326
YER067C-A	0.326
YJL211C	0.326
YOL108C	0.326
YJL212C	0.326
YJR005W	0.326
YJR135C	0.326
YKL092C	0.326
YIR031C	0.326
YDR384C	0.326
YDR096W	0.326
YOR191W	0.326
YDR274C	0.326
YBR242W	0.326
YKL100C	0.326
YBR245C	0.326
YMR222C	0.326
YLR377C	0.326
YHR115C	0.326
YMR251W	0.326
YFR053C	0.326
YLR064W	0.326
YIL087C	0.326
YGR161C	0.327
YER182W	0.327
YDR075W	0.327
YBR221C	0.327
YHR106W	0.327
YNL155W	0.327
YKR078W	0.327
YIL119C	0.327
YOR094W	0.327
YPL162C	0.327
YBL070C	0.327
YER067W	0.327
YOR246C	0.327
YGR266W	0.327
YFR015C	0.327
YDL063C	0.327
YJR074W	0.327
YBR010W	0.327
YGR240C	0.327
YOR139C	0.327
YPR006C	0.327
YHR021W-A	0.327
YKR003W	0.327
YBR201W	0.327
YML112W	0.327
YLR073C	0.327
YMR221C	0.327
YJR087W	0.327
YNL122C	0.327
YKR089C	0.327
YPL001W	0.327
YJR047C	0.327
YPL261C	0.327
YOR227W	0.327
YLR072W	0.327
YOR123C	0.327
YLR398C	0.327
YLL012W	0.327
YER129W	0.328
YJL112W	0.328
YGL179C	0.328
YMR156C	0.328
YOL065C	0.328
YKL061W	0.328
YJR105W	0.328
YMR020W	0.328
YPL052W	0.328
YMR017W	0.328
YNL175C	0.328
YDR233C	0.328
YGR213C	0.328
YJR094W-A	0.328
YJR100C	0.328
YLR251W	0.328
YJL101C	0.328
YAL018C	0.328
YER113C	0.328
YEL015W	0.328
YPL187W	0.328
YIR017C	0.328
YOL152W	0.328
YKR097W	0.328
YJL147C	0.328
YMR315W	0.328
YGR097W	0.328
YCR084C	0.328
YIL117C	0.328
YHR032W	0.328
YPL089C	0.328
YHL009C	0.328
YKL137W	0.328
YHR129C	0.329
YLL041C	0.329
YOR337W	0.329
YFR054C	0.329
YBR194W	0.329
YBR225W	0.329
YDR436W	0.329
YHR092C	0.329
YIL167W	0.329
YJL132W	0.329
YNL179C	0.329
YHR150W	0.329
YLR012C	0.329
YOL064C	0.329
YBR043C	0.329
YBR214W	0.329
YHR132C	0.329
YJL027C	0.329
YDR128W	0.329
YDR203W	0.329
YHL037C	0.329
YMR114C	0.329
YLR200W	0.329
YGR164W	0.329
YGR042W	0.329
YNL051W	0.329
YJL179W	0.329
YMR279C	0.329
YNL173C	0.329
YPL199C	0.329
YOR082C	0.329
YNL146W	0.329
YIL095W	0.330
YIL102C	0.330
YPR152C	0.330
YOR285W	0.330
YGR084C	0.330
YHR037W	0.330
YLR165C	0.330
YPL207W	0.330
YMR075C-A	0.330
YPL170W	0.330
YOR022C	0.330
YIL073C	0.330
YOR325W	0.330
YLR357W	0.330
YER091C-A	0.330
YML059C	0.330
YBL012C	0.330
YDR490C	0.330
YMR123W	0.330
YIL166C	0.330
YMR009W	0.330
YGR232W	0.330
YMR048W	0.330
YFR030W	0.330
YOL109W	0.330
YER080W	0.330
YPR050C	0.330
YCR015C	0.330
YJL208C	0.330
YML022W	0.330
YMR103C	0.330
YKR034W	0.330
YLR380W	0.330
YBR249C	0.330
YKL077W	0.330
YGR126W	0.330
YHR133C	0.330
YJL021C	0.330
YPL145C	0.330
YLR219W	0.331
YKL075C	0.331
YPL197C	0.331
YPL154C	0.331
YBL022C	0.331
YGR142W	0.331
YHR126C	0.331
YOL131W	0.331
YPR201W	0.331
YDR291W	0.331
YMR214W	0.331
YML005W	0.331
YDR059C	0.331
YLR125W	0.331
YLR452C	0.331
YDR400W	0.331
YCL028W	0.331
YER060W	0.331
YHL012W	0.331
YDR139C	0.331
YOL013W-A	0.331
YOL082W	0.331
YHL021C	0.331
YDL039C	0.331
YOR366W	0.331
YPL006W	0.331
YBR238C	0.331
YHR077C	0.332
YFR021W	0.332
YNR052C	0.332
YER137C	0.332
YBR215W	0.332
YOR005C	0.332
YGR196C	0.332
YDL241W	0.332
YJL207C	0.332
YBR047W	0.332
YJR039W	0.332
YBR083W	0.332
YBR235W	0.332
YBR020W	0.332
YLR297W	0.332
YBR050C	0.332
YPR148C	0.332
YJL130C	0.332
YIL053W	0.332
YIL088C	0.332
YGL242C	0.332
YIR028W	0.332
YDR011W	0.332
YJL213W	0.332
YLR199C	0.332
YJL164C	0.332
YGR173W	0.332
YDR117C	0.332
YEL007W	0.332
YFL054C	0.332
YGL162W	0.332
YBR116C	0.333
YDR421W	0.333
YLR415C	0.333
YIL128W	0.333
YJR008W	0.333
YLR252W	0.333
YBR012C	0.333
YLR170C	0.333
YGR070W	0.333
YLR391W	0.333
YDR049W	0.333
YOR072W	0.333
YLR413W	0.333
YLR082C	0.333
YPR078C	0.333
YDL226C	0.333
YIL006W	0.333
YKL008C	0.333
YER142C	0.333
YAL023C	0.333
YPL108W	0.333
YEL066W	0.333
YCL055W	0.333
YGR243W	0.333
YEL014C	0.333
YDR151C	0.333
YHR189W	0.333
YBL027W	0.334
YDR346C	0.334
YML088W	0.334
YBR174C	0.334
YIL149C	0.334
YNL077W	0.334
YMR136W	0.334
YOR313C	0.334
YGR043C	0.334
YMR183C	0.334
YDR221W	0.334
YAR020C	0.334
YKL067W	0.334
YNL255C	0.334
YDR033W	0.334
YLR287C	0.334
YLR083C	0.334
YMR181C	0.334
YBR250W	0.334
YIL036W	0.334
YGL253W	0.334
YKL047W	0.334
YOR368W	0.334
YLR143W	0.334
YER108C	0.334
YPL223C	0.334
YBL043W	0.334
YNL115C	0.334
YJL158C	0.334
YGR093W	0.334
YOR051C	0.334
YAL034C	0.334
YER044C-A	0.334
YGL212W	0.334
YKL010C	0.334
YHR030C	0.334
YBR077C	0.334
YEL043W	0.334
YJL064W	0.334
YDL186W	0.334
YGL037C	0.334
YLR142W	0.334
YGR268C	0.334
YBR054W	0.335
YDR216W	0.335
YKR040C	0.335
YLL024C	0.335
YLR443W	0.335
YJL042W	0.335
YHL047C	0.335
YJR102C	0.335
YGR261C	0.335
YER024W	0.335
YMR077C	0.335
YPL216W	0.335
YGR133W	0.335
YDL112W	0.335
YHR022C	0.335
YMR215W	0.335
YER089C	0.335
YGR072W	0.335
YPR173C	0.335
YGR177C	0.335
YHR125W	0.335
YDL167C	0.335
YIR019C	0.335
YER097W	0.335
YLR294C	0.335
YJR096W	0.335
YMR283C	0.335
YML037C	0.336
YIL156W	0.336
YMR274C	0.336
YPL229W	0.336
YLR408C	0.336
YGR110W	0.336
YOR231W	0.336
YLR216C	0.336
YFL046W	0.336
YER166W	0.336
YGR137W	0.336
YHL019C	0.336
YGR227W	0.336
YBR084C-A	0.336
YGR290W	0.336
YGR055W	0.336
YBR222C	0.336
YIL072W	0.336
YKL097C	0.336
YPL081W	0.336
YOR091W	0.336
YER092W	0.336
YBL082C	0.336
YLR135W	0.336
YCR090C	0.336
YJL178C	0.336
YLR311C	0.336
YNL116W	0.336
YBR170C	0.336
YIR033W	0.336
YLR046C	0.336
YDR391C	0.336
YKL140W	0.337
YGL028C	0.337
YNL108C	0.337
YHL044W	0.337
YEL001C	0.337
YHR039C	0.337
YIL013C	0.337
YGR011W	0.337
YDL236W	0.337
YBL031W	0.337
YMR052C-A	0.337
YCR087C-A	0.337
YKL074C	0.337
YMR115W	0.337
YBL017C	0.337
YOR069W	0.337
YOL056W	0.337
YIR007W	0.337
YPR184W	0.337
YER002W	0.337
YJL118W	0.337
YCR101C	0.337
YNL319W	0.337
YDR098C	0.337
YGR152C	0.337
YOR322C	0.337
YPL244C	0.337
YLR404W	0.337
YOL045W	0.337
YGR149W	0.338
YBR240C	0.338
YCR081W	0.338
YCR028C	0.338
YJL186W	0.338
YOL093W	0.338
YJL133W	0.338
YPR160W	0.338
YMR143W	0.338
YGL217C	0.338
YOL058W	0.338
YML083C	0.338
YDR277C	0.338
YBR177C	0.338
YBR148W	0.338
YDL179W	0.338
YGL199C	0.338
YPL088W	0.338
YHR035W	0.338
YER057C	0.338
YGL136C	0.338
YPL100W	0.338
YMR120C	0.338
YCR092C	0.338
YDR031W	0.338
YGL019W	0.338
YHR155W	0.338
YGR108W	0.338
YOR230W	0.338
YDL122W	0.338
YDR072C	0.338
YDR183W	0.339
YML013C-A	0.339
YOR137C	0.339
YDR279W	0.339
YLR257W	0.339
YKL113C	0.339
YGR040W	0.339
YOL008W	0.339
YFR040W	0.339
YFR043C	0.339
YAL028W	0.339
YKR027W	0.339
YDR488C	0.339
YBR248C	0.339
YAL065C	0.339
YLR057W	0.339
YAL058W	0.339
YNL197C	0.339
YNL318C	0.339
YDL175C	0.339
YHR093W	0.339
YJL105W	0.339
YER039C	0.339
YIL044C	0.339
YGR236C	0.339
YLR353W	0.339
YIL027C	0.339
YBL089W	0.339
YBR218C	0.339
YBR041W	0.339
YER073W	0.340
YGL139W	0.340
YHR043C	0.340
YML016C	0.340
YDR275W	0.340
YPL096W	0.340
YPL004C	0.340
YNL311C	0.340
YPR084W	0.340
YHL045W	0.340
YOR045W	0.340
YLR290C	0.340
YFL013C	0.340
YOL112W	0.340
YNL091W	0.340
YNL090W	0.340
YMR262W	0.340
YDR399W	0.340
YFR056C	0.340
YPL106C	0.340
YER034W	0.340
YIL159W	0.340
YER045C	0.340
YOR253W	0.340
YNR062C	0.340
YDL038C	0.340
YKL132C	0.340
YFR044C	0.340
YGR124W	0.340
YOL096C	0.340
YDR266C	0.340
YGL160W	0.340
YKL065C	0.340
YOL061W	0.340
YJR079W	0.340
YPL220W	0.341
YDR425W	0.341
YAL043C-A	0.341
YOR298W	0.341
YLR375W	0.341
YLR014C	0.341
YGR104C	0.341
YLR228C	0.341
YGR181W	0.341
YKR077W	0.341
YBR239C	0.341
YKR058W	0.341
YBR009C	0.341
YOL060C	0.341
YMR004W	0.341
YNR004W	0.341
YCR091W	0.341
YJR126C	0.341
YMR223W	0.341
YLR193C	0.341
YMR202W	0.341
YGR203W	0.341
YMR008C	0.341
YBR040W	0.341
YLR080W	0.341
YDR423C	0.341
YIR036C	0.341
YHR014W	0.341
YIL114C	0.341
YJL204C	0.341
YHR121W	0.341
YGL082W	0.341
YPL105C	0.341
YOR031W	0.341
YJR108W	0.341
YNR020C	0.342
YDR143C	0.342
YER134C	0.342
YIL135C	0.342
YJR148W	0.342
YGR202C	0.342
YBR300C	0.342
YHR153C	0.342
YDR245W	0.342
YKL171W	0.342
YBR185C	0.342
YPR064W	0.342
YPR155C	0.342
YJR144W	0.342
YJL131C	0.342
YNL105W	0.342
YGR221C	0.342
YPR008W	0.342
YOR153W	0.342
YCR100C	0.342
YPL084W	0.342
YDR078C	0.342
YFL020C	0.342
YBR291C	0.342
YGL054C	0.342
YGR228W	0.342
YKR067W	0.342
YKR051W	0.342
YER085C	0.342
YHR049W	0.342
YGL205W	0.342
YOR180C	0.342
YGL085W	0.343
YPL164C	0.343
YCR059C	0.343
YCL074W	0.343
YPR150W	0.343
YOR239W	0.343
YFL010W-A	0.343
YJL171C	0.343
YPL062W	0.343
YJR084W	0.343
YDR149C	0.343
YPR167C	0.343
YAL049C	0.343
YNL265C	0.343
YGL034C	0.343
YOR106W	0.343
YDR066C	0.343
YHR159W	0.343
YJL191W	0.343
YIL008W	0.343
YML053C	0.343
YGR132C	0.343
YKL040C	0.343
YBR128C	0.343
YKR029C	0.343
YEL062W	0.343
YGR025W	0.343
YKL128C	0.343
YGR194C	0.343
YCR037C	0.343
YGL219C	0.343
YMR029C	0.343
YBR051W	0.343
YDR107C	0.343
YNL217W	0.343
YNL303W	0.343
YHL035C	0.344
YJL161W	0.344
YPL135W	0.344
YBR112C	0.344
YDR154C	0.344
YKR059W	0.344
YML007W	0.344
YHR181W	0.344
YJR133W	0.344
YHL008C	0.344
YIL005W	0.344
YDR009W	0.344
YDR422C	0.344
YGL012W	0.344
YPR192W	0.344
YIL071C	0.344
YKL038W	0.344
YNL054W	0.344
YBR056W	0.344
YDR034C	0.344
YLR172C	0.344
YBL044W	0.344
YPR074C	0.344
YDR051C	0.344
YLL059C	0.344
YOR140W	0.344
YNR045W	0.344
YOR156C	0.344
YJL146W	0.344
YBR293W	0.344
YDR199W	0.344
YIL141W	0.344
YLR218C	0.344
YAL045C	0.345
YJL012C	0.345
YDL176W	0.345
YAL066W	0.345
YAL015C	0.345
YJR018W	0.345
YPR117W	0.345
YMR250W	0.345
YDR131C	0.345
YDR316W	0.345
YDR382W	0.345
YJL024C	0.345
YIL137C	0.345
YJL140W	0.345
YHR124W	0.345
YJR050W	0.345
YFL014W	0.345
YML086C	0.345
YHR017W	0.345
YFR038W	0.345
YOL160W	0.345
YDL109C	0.345
YBL061C	0.345
YLL060C	0.345
YGR286C	0.345
YIL100W	0.345
YIL165C	0.345
YDR005C	0.345
YKR009C	0.345
YEL017C-A	0.345
YKR014C	0.345
YFL053W	0.345
YBL013W	0.345
YGR275W	0.346
YDR173C	0.346
YMR285C	0.346
YMR265C	0.346
YLR300W	0.346
YOL003C	0.346
YAL062W	0.346
YKL207W	0.346
YAL042W	0.346
YIL155C	0.346
YDR493W	0.346
YNL083W	0.346
YIL113W	0.346
YDL219W	0.346
YPL039W	0.346
YOR047C	0.346
YDL036C	0.346
YMR071C	0.346
YGR007W	0.346
YML054C	0.346
YLR184W	0.346
YER065C	0.346
YLR211C	0.346
YHR041C	0.346
YMR002W	0.346
YOR283W	0.346
YBR042C	0.346
YDR126W	0.346
YKL185W	0.346
YHR162W	0.346
YMR031W-A	0.346
YML034W	0.347
YHL013C	0.347
YER117W	0.347
YIL138C	0.347
YOR066W	0.347
YFL034W	0.347
YEL048C	0.347
YMR238W	0.347
YOR304C-A	0.347
YBR295W	0.347
YGR129W	0.347
YNL198C	0.347
YGR169C	0.347
YIL145C	0.347
YJR125C	0.347
YNL079C	0.347
YLR191W	0.347
YMR040W	0.347
YBR224W	0.347
YKR045C	0.347
YGR107W	0.347
YAR050W	0.347
YJL183W	0.347
YLR050C	0.347
YER064C	0.347
YIL014W	0.347
YMR104C	0.347
YOR033C	0.347
YPR078C	0.347
YPR196W	0.347
YDL225W	0.348
YLR392C	0.348
YPL065W	0.348
YER005W	0.348
YLR011W	0.348
YDR122W	0.348
YGL023C	0.348
YDR165W	0.348
YGR011W	0.348
YHR183W	0.348
YBL042C	0.348
YLR015W	0.348
YBL091C-A	0.348
YBL071C	0.348
YOL080C	0.348
YHL043W	0.348
YGR254W	0.348
YPL213W	0.348
YDR402C	0.348
YLR178C	0.348
YPR011C	0.348
YFL012W	0.348
YFR006W	0.348
YMR292W	0.348
YFL033C	0.348
YMR312W	0.348
YGR004W	0.348
YNL321W	0.348
YOR127W	0.348
YLR134W	0.348
YPR172W	0.348
YPL194W	0.349
YIL136W	0.349
YGR226C	0.349
YPL212C	0.349
YLR313C	0.349
YBL049W	0.349
YGL125W	0.349
YLR460C	0.349
YAL053W	0.349
YFL003C	0.349
YDR435C	0.349
YLR053C	0.349
YKL033W-A	0.349
YGR258C	0.349
YBR228W	0.349
YJR150C	0.349
YNL071W	0.349
YLR231C	0.349
YGR022C	0.349
YLR099C	0.349
YIL112W	0.349
YGR217W	0.349
YEL057C	0.349
YOL106W	0.349
YLR087C	0.349
YER004W	0.349
YCR071C	0.349
YHR206W	0.349
YCR045C	0.349
YOR284W	0.349
YLR168C	0.349
YGR212W	0.349
YMR226C	0.349
YDR309C	0.350
YDR415C	0.350
YNL097C	0.350
YIL140W	0.350
YPR189W	0.350
YPL073C	0.350
YDR426C	0.350
YER011W	0.350
YGR089W	0.350
YGR096W	0.350
YBL079W	0.350
YER001W	0.350
YJL190C	0.350
YBL078C	0.350
YDL137W	0.350
YMR075W	0.350
YHR114W	0.350
YDL172C	0.350
YDL002C	0.350
YOR221C	0.350
YEL071W	0.350
YGR259C	0.350
YCL010C	0.350
YIL012W	0.350
YDR220C	0.350
YLR292C	0.350
YOR243C	0.350
YMR095C	0.350
YOR006C	0.351
YDR244W	0.351
YLR268W	0.351
YBR104W	0.351
YDR181C	0.351
YHR018C	0.351
