orf	hom | cell cycle progression in G1 phase | YPD [standard] | Hoose SA~Polymenis M, 2012
YAL002W	0.32257599715313123
YAL004W	0.32109855830946443
YAL005C	0.26048826736193414
YAL007C	0.31586362016857933
YAL008W	0.36614511712330494
YAL009W	0.29821903582566767
YAL011W	0.2958119404718116
YAL013W	0.31136219941735604
YAL014C	0.35956954633798166
YAL015C	0.34463017716701877
YAL017W	0.35203804126118754
YAL018C	0.3279869682281016
YAL019W	0.2966870142405319
YAL020C	0.3258531744642749
YAL021C	0.2905583177931357
YAL022C	0.36078431372549025
YAL023C	0.3332816558290167
YAL024C	0.2687238829958213
YAL026C	0.305651013975153
YAL027W	0.30772908038131785
YAL028W	0.33886193346645294
YAL029C	0.32203581403243475
YAL030W	0.3174357256528987
YAL031C	0.352301163422723
YAL034C	0.3342454536457373
YAL035W	0.5004637415277989
YAL036C	0.38087409234141667
YAL037W	0.3697652066456131
YAL040C	0.31976014502858735
YAL042C-A	0.3405427744868439
YAL042W	0.3457049629616429
YAL045C	0.3445001318913215
YAL046C	0.3516994158258099
YAL048C	0.3678005149749289
YAL049C	0.3428507564385954
YAL051W	0.36156831259199784
YAL053W	0.34858926017422964
YAL054C	0.3557127115676762
YAL055W	0.40156320206032564
YAL056C-A	0.27670238506740413
YAL056W	0.4105408463572429
YAL058W	0.33909286857427146
YAL059W	0.38648035196421415
YAL060W	0.3659247666718125
YAL061W	0.38459702590311906
YAL062W	0.3456867073617149
YAL064C-A	0.3762097268161216
YAL065C	0.3389690974230615
YAL066W	0.34461487927010026
YAL067C	0.3510683905432945
YAL068C	0.4386429591700904
YAR002C-A	0.24605554831138352
YAR002W	0.27630145937704204
YAR003W	0.28993322498695445
YAR014C	0.22029544786517394
YAR015W	0.2691285012149983
YAR018C	0.23257481461595098
YAR020C	0.33371556658496226
YAR023C	0.3026383142853265
YAR027W	0.28300830029949076
YAR028W	0.27431976760332355
YAR029W	0.31560540255959313
YAR030C	0.2379172461752434
YAR031W	0.2957000659215899
YAR035W	0.2956283752086871
YAR042W	0.2886066610005298
YAR047C	0.28054953437213453
YAR050W	0.34732344810253835
YBL001C	0.3251526251526251
YBL002W	0.29838909541511777
YBL003C	0.3079318734793187
YBL005W	0.36895538338231365
YBL006C	0.35516514406184113
YBL008W	0.30676460914373427
YBL009W	0.36244654658546066
YBL010C	0.29255268427576997
YBL011W	0.3
YBL012C	0.3299457212149209
YBL013W	0.34543097861309136
YBL015W	0.3034251175285426
YBL017C	0.33701979045401625
YBL019W	0.37319165279733707
YBL022C	0.3306217315514236
YBL024W	0.3068947641264904
YBL027W	0.33350535414785193
YBL028C	0.32196349905601007
YBL029W	0.3031949295045919
YBL031W	0.33689607536024124
YBL032W	0.31676778107654574
YBL036C	0.2910552507336991
YBL037W	0.3029544316474712
YBL042C	0.3478568898335105
YBL043W	0.3341130604288499
YBL044W	0.34403603080052303
YBL046W	0.26568018032070884
YBL047C	0.27347103004291845
YBL048W	0.31071336595415916
YBL049W	0.34854609466684056
YBL051C	0.25645945254540803
YBL052C	0.32433427414406674
YBL053W	0.3241265344664778
YBL054W	0.3054785950487086
YBL055C	0.26169549191947833
YBL056W	0.31671899529042385
YBL057C	0.35553619113343626
YBL058W	0.16376710924209448
YBL059W	0.3780395136778115
YBL060W	0.3116929698708752
YBL061C	0.3451063300584505
YBL062W	0.3550005974429442
YBL063W	0.3137483787289235
YBL064C	0.3794739696312364
YBL065W	0.37628931618489747
YBL066C	0.36618630983015954
YBL067C	0.37817576009995835
