orf	hap a | vacuolar fragmentation (FM4-64 staining) | sodium chloride [0.4 M] | None | Michaillat L~Mayer A, 2013
YNL175C	-0.4
YNL173C	-0.3333333333333333
YNL170W	0.0
YNL171C	0.0
YNL169C	-0.2
YNL168C	0.0
YNL167C	-0.3333333333333333
YNL166C	0.0
YNL165W	-0.4
YNL164C	0.0
YNL162W	0.0
YNL160W	-0.4
YNL159C	-0.4
YNL157W	-0.3333333333333333
YNL156C	-0.4
YNL155W	0.0
YNL154C	-0.4
YNL153C	-0.3333333333333333
YNL148C	0.0
YOR001W	0.0
YOR002W	0.0
YOR003W	-0.3333333333333333
YOR005C	-0.3333333333333333
YOR006C	0.0
YOR007C	-0.25
YOR008C	0.0
YOR009W	0.0
YOR010C	-1.2
YOR011W	0.0
YOR012W	-0.3333333333333333
YOR013W	-0.5
YOR014W	0.0
YOR015W	-1.0
YOR016C	0.0
YOR017W	-0.8
YOR018W	-0.4
YOR019W	0.0
YOR021C	-0.3333333333333333
YOR022C	-0.6
YOR023C	-0.2
YOR024W	-1.6666666666666667
YOR025W	0.0
YOR026W	-1.0
YOR027W	0.0
YOR028C	0.0
YOR029W	0.0
YOR030W	0.0
YOR032C	-0.8
YOR033C	-0.6
YOR034C	-0.4
YOR035C	-1.5
YOR036W	-1.6666666666666667
YOR037W	0.0
YOR038C	-1.2
YOR039W	-0.4
YOR040W	-0.5
YOR041C	-0.3333333333333333
YOR042W	0.0
YOR043W	-0.4
YOR044W	-0.4
YOR045W	0.0
YOR047C	-0.6666666666666666
YOR049C	0.0
YOR050C	0.0
YOR051C	0.0
YOR052C	0.0
YOR053W	0.0
YOR054C	-0.4
YOR055W	0.0
YOR058C	0.0
YOR059C	0.0
YOR061W	-0.5
YOR062C	-1.0
YOR064C	-0.2
YOR065W	-0.6
YOR066W	-0.6666666666666666
YOR067C	-0.25
YOR068C	0.0
YOR069W	-0.4
YOR070C	-0.4
YOR071C	-0.6
YOR072W	-0.3333333333333333
YOR073W	-0.6666666666666666
YOR076C	0.0
YOR078W	-1.0
YOR079C	0.0
YOR080W	-1.6666666666666667
YOR081C	-1.75
YOR082C	0.0
YOR083W	0.0
YOR084W	-1.5
YOR085W	-1.0
YOR086C	-0.4
YOR087W	-1.25
YOR089C	-1.5
YOR090C	-0.4
YOR091W	-0.5
YOR092W	-0.25
YOR093C	0.0
YOR094W	-0.5
YOR097C	-0.5
YOR099W	-0.25
YOR100C	-0.4
YOR101W	-0.5
YOR104W	-0.5
YOR105W	-0.25
YOR106W	-0.25
YOR107W	-0.3333333333333333
YOR108W	-0.6
YOR109W	0.0
YOR111W	0.0
YOR112W	0.0
YOR113W	-0.3333333333333333
YOR114W	-0.6
YOR115C	-0.6
YOR118W	-0.6666666666666666
YOR120W	-0.4
YOR121C	-1.0
YOR123C	-0.75
YOR124C	-0.4
YOR125C	-1.0
YOR126C	0.0
YOR127W	-1.0
YOR128C	0.0
YOR129C	-0.5
YOR130C	-0.6
YOR131C	-0.75
YOR132W	-0.5
YOR133W	-0.6666666666666666
YOR134W	-0.4
YOR135C	-1.3333333333333333
YOR136W	-0.5
YOR137C	-0.25
YOR138C	0.0
YOR139C	0.0
YOR140W	0.0
YOR141C	-1.0
YOR142W	-0.3333333333333333
YOR144C	0.0
YOR150W	-0.6
YOR152C	-1.25
YOR153W	-0.75
YOR154W	-0.5
YOR155C	-0.5
YOR156C	-0.8
YOR158W	-0.775
YOR161C	-1.0
YOR162C	-0.5
YOR163W	-0.5
YOR164C	-0.25
YOR165W	0.0
YOR166C	0.0
YOR167C	-0.8
YOR170W	0.0
YOR171C	0.0
YOR172W	-0.6
YOR173W	-0.4
YOR175C	-0.75
YOR177C	-0.4
YOR178C	-1.0
YOR182C	-0.6
YOR183W	-0.6
YOR184W	-0.8
YOR185C	0.0
YOR186W	0.0
YOR187W	-1.5
YOR188W	-1.0
YOR189W	-1.5
YOR190W	0.0
YOR191W	-1.2
YOR192C	0.0
YOR193W	0.0
YOR195W	-0.3333333333333333
YOR196C	-0.6
YOR197W	-0.5
YOR198C	-0.4
YOR199W	-0.8
YOR200W	-0.75
YOR201C	-0.6
YOR202W	0.0
YOR205C	-1.0
YOR208W	-0.8
YOR209C	-0.2
YOR211C	-0.3333333333333333
YOR212W	0.0
YOR213C	0.0
YOR214C	-0.6
YOR215C	-1.0
YOR216C	-1.0
YOR219C	-0.6
YOR220W	-0.3333333333333333
YOR221C	-0.3333333333333333
YOR222W	0.0
YOR223W	-0.6
YOR225W	0.0
YOR226C	-1.75
YOR227W	-0.6
YOR228C	0.0
YOR229W	0.0
YOR230W	-0.6
YOR231W	-0.75
YOR233W	-0.4
YOR234C	0.0
YOR235W	0.0
YOR237W	-0.5
YOR238W	-0.3333333333333333
YOR239W	-0.6666666666666666
YOR241W	0.0
YOR242C	-0.5
YOR243C	-0.3333333333333333
YOR245C	-1.0
YOR246C	0.0
YOR247W	-0.2
YOR248W	-0.2
YOR251C	0.0
YOR252W	-0.25
YOR253W	0.0
YOR255W	0.0
YOR258W	-0.6
YOR263C	0.0
YOR264W	0.0
YOR277C	-0.4
YOR279C	-0.75
YOR280C	0.0
YOR283W	0.0
YOR284W	-0.75
YOR285W	0.0
YOR286W	0.0
YOR288C	0.0
YOR289W	0.0
YOR290C	-1.3333333333333333
YOR291W	0.0
YOR292C	0.0
YOR293W	-0.6666666666666666
YOR295W	0.0
YOR296W	-1.0
YOR297C	0.0
YOR298W	0.0
YOR299W	-0.25
YOR300W	-0.29166666666666663
YOR301W	-0.6
YOR302W	-1.75
YOR303W	-1.375
YOR304C-A	-0.5
YOR304W	0.0
YOR305W	-1.0
YOR306C	-0.45
YOR307C	-0.4
YOR308C	-0.8
YOR309C	-0.95
YOR311C	-0.2
YOR312C	-0.3333333333333333
YOR313C	-0.6666666666666666
YOR314W	0.0
YOR315W	-0.2
YOR316C	-0.4
YOR318C	-0.4
YOR320C	0.0
YOR321W	-0.4666666666666667
YOR322C	0.0
YOR323C	-0.25
YOR324C	-0.6
YOR325W	-0.4
YOR327C	-0.4
YOR328W	-0.6
YOR330C	-0.8
YOR331C	-0.6
YOR332W	-0.6
YOR333C	-1.0
YOR334W	-0.8
YOR337W	-0.6
YOR338W	-0.2
YOR339C	-0.6
YOR342C	-0.75
YOR343C	-0.3333333333333333
YOR344C	-1.25
YOR345C	-0.3333333333333333
YOR346W	0.0
YOR347C	-0.3333333333333333
YOR348C	-1.0
YOR349W	-0.3333333333333333
YOR350C	-0.3333333333333333
YOR351C	-2.25
YOR352W	-0.3333333333333333
YOR354C	-0.3333333333333333
YOR355W	-0.3333333333333333
YOR356W	-0.25
YOR357C	0.0
YOR358W	0.0
YOR359W	-0.3333333333333333
YOR360C	-0.4
YOR363C	0.0
YOR365C	-0.4
YOR366W	-0.3333333333333333
YOR367W	-0.3333333333333333
YOR368W	-0.3333333333333333
YOR369C	-0.3333333333333333
YOR371C	-0.6666666666666666
YOR374W	-0.8
YOR375C	-0.4
YOR376W	-0.4
YOR377W	0.0
YOR378W	0.0
YOR379C	-0.3333333333333333
YOR380W	-1.0
YOR381W	0.0
YOR382W	-0.6666666666666666
YOR383C	-0.3333333333333333
YOR384W	-0.5
YOR385W	-1.0
YOR386W	-0.3333333333333333
YOL001W	-0.75
YOL002C	-1.0
YOL003C	-0.3333333333333333
YOL004W	-0.4
YOL006C	0.0
YOL007C	0.0
YOL008W	0.0
YOL009C	-0.25
YOL011W	-1.5
YOL012C	-0.8
YOL013C	-0.6666666666666666
YOL014W	0.0
YOL015W	0.0
YOL017W	-0.25
YOL018C	0.0
YOL019W	0.0
YOL020W	-1.0
YOL023W	-0.3333333333333333
YOL024W	0.0
YOL025W	0.0
YOL027C	-0.3333333333333333
YOL028C	-0.3333333333333333
YOL029C	-1.25
YOL030W	-3.2
YOL031C	-1.0
YOL032W	-1.25
YOL033W	-0.8
YOL035C	-0.6
YOL036W	-0.75
YOL037C	-1.0
YOL039W	-0.5
YOL041C	-1.25
YOL042W	-0.75
YOL043C	-0.75
YOL044W	-1.75
YOL045W	-0.5
YOL046C	-1.25
YOL047C	-0.4
YOL048C	-0.2
YOL049W	-0.75
YOL050C	0.0
YOL051W	0.0
YOL052C	-0.8
YOL052C-A	-0.6
YOL053W	-0.2
YOL054W	-0.6
YOL055C	-0.5
YOL056W	-0.3333333333333333
YOL057W	0.0
YOL058W	-1.25
YOL059W	0.0
YOL060C	-0.75
YOL061W	0.0
YOL062C	0.0
YOL063C	0.0
YOL064C	0.0
YOL065C	-0.2
YOL067C	-0.25
YOL068C	0.0
YOL070C	-0.3333333333333333
YOL071W	0.0
YOL072W	-1.25
YOL075C	-0.3333333333333333
YOL076W	-0.75
YOL079W	0.0
YOL080C	0.0
YOL081W	0.0
YOL082W	0.0
YOL083W	-1.0
YOL084W	-0.75
YOL085C	0.0
YPL274W	-0.3333333333333333
YPL273W	-1.0
YPL272C	-0.6666666666666666
YPL271W	-1.3333333333333333
YPL270W	0.0
YPL269W	0.0
YPL267W	0.0
YPL265W	0.0
YPL264C	-1.0
YPL263C	-0.3333333333333333
YPL262W	0.0
YPL260W	0.0
YPL261C	-1.0
YPL259C	-0.6666666666666666
YPL258C	0.0
YPL257W	-0.5
YPL256C	0.0
YPL254W	0.0
YPL253C	0.0
YPL250C	0.0
YPL249C	-0.4
YPL248C	0.0
YPL247C	-0.6666666666666666
YPL246C	0.0
YPL245W	0.0
YPL244C	-0.4
YPL241C	-1.0
YPL240C	0.0
YPL239W	0.0
YPL236C	-0.3333333333333333
YPL234C	-1.0
YPL232W	0.0
YPL230W	-0.6
YPL229W	0.0
YPL227C	-0.25
YPL226W	-1.0
YPL225W	-1.5
YPL223C	-1.0
YPL222W	-0.3333333333333333
YPL221W	0.0
YPL220W	0.0
YPL219W	0.0
YPL216W	0.0
YPL215W	0.0
YPL214C	0.0
YPL213W	0.0
YPL212C	0.0
YPL208W	0.0
YPL207W	-0.75
YPL206C	-1.0
YPL205C	-1.0
YPL203W	-2.0
YPL202C	-1.0
YPL201C	-1.0
YPL200W	-1.0
YPL199C	-1.3333333333333333
YPL198W	-0.6
YPL197C	-0.6
YPL196W	-0.6
YPL195W	-1.5
YPL194W	-0.8333333333333333
YPL193W	-0.5
YPL192C	-0.5
YPL191C	-0.25
YPL189W	-0.75
YPL188W	-0.25
YPL187W	-0.3333333333333333
YPL185W	-0.25
YPL186C	0.0
YPL184C	-0.6666666666666666
YPL181W	-0.25
YPL182C	-0.25
YPL180W	0.0
YPL179W	-1.2
YPL178W	-1.0
YPL177C	-0.2
YPL176C	0.0
YPL174C	-1.0
YPL173W	-0.8
YPL172C	-0.75
YPL171C	-0.5
YPL170W	-0.6
YPL168W	-1.0
YPL167C	-0.4
YPL166W	-0.4
YPL165C	-0.5
YPL164C	-0.2
YPL163C	0.0
YPL162C	0.0
YPL161C	-0.6
YPL159C	-0.3333333333333333
YPL157W	-0.8
YPL156C	-0.4
YPL155C	0.0
YPL154C	-0.8
YPL152W	-0.75
YPL150W	-0.5
YPL149W	-0.3333333333333333
YPL147W	-0.5
YPL145C	-0.75
YPL144W	0.0
YPL141C	0.0
YPL140C	0.0
YPL139C	-0.25
YPL138C	0.0
YPL136W	-0.5
YPL135W	0.0
YPL133C	-0.5
YPL130W	-0.5
YPL129W	-1.25
YPL127C	0.0
YPL125W	0.0
YPL123C	0.0
YPL121C	0.0
YPL120W	-0.4
YPL119C	-0.2
YPL118W	-0.2
YPL116W	0.0
YPL115C	-0.5
YPL114W	-1.3333333333333333
YPL113C	0.0
YPL112C	-1.0
YPL111W	-0.4
YPL110C	-0.75
YPL109C	0.0
YPL108W	0.0
YPL107W	-0.4
YPL106C	-0.25
YPL105C	0.0
YPL104W	-1.25
YPL103C	-0.6666666666666666
YPL101W	-0.4
YPL102C	-0.4
YPL100W	-0.8
YPL099C	-0.6
YPL098C	-0.3333333333333333
YPL097W	-1.0
YPL096W	-0.3333333333333333
YPL095C	-1.0
YPL092W	-0.75
YEL001C	-1.3333333333333333
YEL003W	0.0
YEL004W	0.0
YEL005C	-0.5
YEL006W	-1.0
YEL007W	-0.6666666666666666
YEL008W	-0.4
YEL009C	-1.0
YEL010W	-0.3333333333333333
YEL013W	-0.25
YEL014C	-1.25
YEL015W	-0.6
YEL016C	-0.6
YEL017C-A	0.0
YEL017W	-1.25
YEL018W	0.0
YEL020C	-0.4
YEL023C	0.0
YEL024W	-0.3333333333333333
YEL025C	0.0
YEL027W	0.0
YEL028W	-0.4
YEL029C	-0.3333333333333333
YEL030W	0.0
YEL031W	0.0
YEL033W	-0.4
YEL036C	-0.6
YEL037C	0.0
YEL038W	0.0
YEL039C	0.0
YEL040W	0.0
YEL041W	0.0
YEL042W	0.0
YEL043W	0.0
YEL044W	0.0
YEL045C	-0.3333333333333333
YEL046C	-0.3333333333333333
YEL047C	0.0
YEL048C	-0.6
YEL049W	-0.5
YEL050C	-1.5
YEL051W	0.0
YEL052W	0.0
YEL053C	0.0
YEL054C	0.0
YEL056W	-0.4
YEL057C	0.0
YEL059W	-0.3333333333333333
YEL060C	0.0
YEL061C	-0.3333333333333333
YEL062W	-0.4
YEL063C	-0.3333333333333333
YEL064C	-0.3333333333333333
YEL065W	0.0
YEL066W	0.0
YEL067C	0.0
YEL068C	0.0
YEL071W	-0.5
YEL072W	-2.0
YER001W	-0.5
YER002W	-0.3333333333333333
YER004W	-0.3333333333333333
YER005W	-1.25
YER007C-A	0.0
YER007W	0.0
YER010C	0.0
YER011W	0.0
YER014C-A	0.0
YER016W	0.0
YER017C	0.0
YER019W	0.0
YER019C-A	0.0
YER020W	0.0
YER024W	0.0
YER030W	-0.5
YER032W	-1.0
YER033C	-0.6
YER034W	-0.3333333333333333
YER035W	0.0
YER038W-A	0.0
YER039C	0.0
YER040W	-0.6666666666666666
YER041W	0.0
YER042W	0.0
