orf	hap a | vacuolar fragmentation (FM4-64 staining) | sodium chloride [0.4 M] | None | Michaillat L~Mayer A, 2013
YLR027C	0.0
YLR028C	0.0
YML037C	-1.0397020603287164
YML035C	-1.5595530904930746
YML034W	-1.0397020603287164
YML034C-A	-0.5198510301643582
YML032C	-0.5198510301643582
YML030W	0.0
YML029W	-1.0397020603287164
YML028W	-1.0397020603287164
YML026C	0.0
YML024W	-0.38988827262326864
YML020W	-0.7797765452465373
YML019W	-1.5595530904930746
YML018C	-1.169664817869806
YML017W	-0.38988827262326864
YML016C	-2.5992551508217914
YML014W	-1.5595530904930746
YML013W	-2.339329635739612
YML012C-A	-1.0397020603287164
YML012W	0.0
YML011C	0.0
YML009W-B	0.0
YML009C	-0.5198510301643582
YML008C	-0.5198510301643582
YML007W	0.0
YML006C	0.0
YML005W	-0.5198510301643582
YML004C	-0.5198510301643582
YML003W	-1.5595530904930746
YML002W	-2.8071955628875345
YML001W	-2.4952849447889194
YMR002W	-2.4952849447889194
YMR003W	-2.8071955628875345
YMR006C	-2.8071955628875345
YMR007W	-1.8714637085916894
YMR008C	-2.4952849447889194
YMR009W	-2.8071955628875345
YMR010W	-1.8714637085916894
YMR011W	0.0
YMR012W	0.0
YMR014W	-1.9494413631163432
YMR015C	-1.169664817869806
YMR016C	0.0
YMR017W	0.0
YMR018W	-0.7797765452465373
YMR019W	0.0
YMR020W	-1.0397020603287164
YMR021C	-0.5198510301643582
YMR022W	0.0
YMR023C	-1.5595530904930746
YMR024W	0.0
YMR025W	-1.2476424723944597
YMR026C	0.0
YMR027W	-1.8714637085916894
YMR029C	0.0
YMR030W	0.0
YMR031W-A	0.0
YMR031C	-0.5198510301643582
YMR032W	-1.5595530904930746
YMR034C	0.0
YMR035W	0.0
YMR036C	-0.5198510301643582
YMR039C	-0.5198510301643582
YMR040W	-1.9494413631163432
YMR041C	0.0
YMR042W	-1.169664817869806
YMR044W	-2.1833743266903043
YMR140W	0.0
YMR141C	-1.5595530904930746
YMR143W	-1.5595530904930746
YMR144W	-0.3119106180986149
YMR145C	-1.5595530904930746
YMR147W	-1.5595530904930746
YMR148W	-1.5595530904930746
YMR151W	-0.6238212361972298
YMR150C	-0.38988827262326864
YMR152W	0.0
YMR153W	-1.9494413631163432
YMR153C-A	-1.8714637085916894
YMR155W	-0.5198510301643582
YMR156C	-1.5595530904930746
YMR157C	-1.5595530904930746
YMR158W-B	-0.7797765452465373
YMR159C	-1.9494413631163432
YMR161W	0.0
YMR162C	-0.5198510301643582
YMR163C	0.0
YMR164C	-0.5198510301643582
YMR166C	0.0
YMR167W	-0.6238212361972298
YMR169C	-0.5198510301643582
YMR170C	0.0
YMR172C-A	0.0
YMR173W-A	0.0
YMR174C	0.0
YMR175W	-0.5198510301643582
YMR176W	-0.5198510301643582
YMR177W	0.0
YMR178W	0.0
YMR179W	-0.5198510301643582
YMR180C	0.0
YMR182C	-0.7797765452465373
YMR183C	0.0
YMR184W	-0.5198510301643582
YMR185W	-0.5198510301643582
YMR186W	-1.2476424723944597
YMR187C	0.0
YMR188C	0.0
YMR189W	-0.38988827262326864
YMR190C	-0.7797765452465373
YMR191W	0.0
YMR192W	0.0
YMR193W	0.0
YMR194W	-0.9357318542958447
YMR193C-A	0.0
YMR195W	-0.5198510301643582
YMR196W	-0.6238212361972298
YMR198W	-1.2866312996567866
YMR199W	0.0
YMR201C	-1.0397020603287164
YMR202W	-0.6238212361972298
YMR204C	-0.7797765452465373
YMR205C	0.0
YMR206W	-0.5198510301643582
YMR207C	-0.5198510301643582
YMR210W	0.0
YMR214W	0.0
YMR215W	-1.5595530904930746
YMR216C	-0.5198510301643582
YMR219W	0.0
YMR221C	0.0
YMR222C	0.0
YMR223W	0.0
YMR224C	0.0
YMR225C	0.0
YMR226C	0.0
YMR228W	-1.2476424723944597
YMR230W	-0.5198510301643582
YMR231W	-1.5595530904930746
YMR232W	0.0
YMR233W	0.0
YMR234W	0.0
YMR237W	0.0
YMR238W	0.0
YMR241W	0.0
YMR242C	0.0
YMR243C	0.0
YMR244W	0.0
YMR245W	0.0
YMR244C-A	0.0
YMR246W	0.0
YMR247C	0.0
YMR250W	0.0
YMR251W	-0.5198510301643582
YMR251W-A	0.0
YMR252C	0.0
YMR253C	0.0
YMR254C	0.0
YMR255W	0.0
YMR256C	0.0
YMR257C	0.0
YMR258C	-0.7797765452465373
YMR259C	-0.7797765452465373
YMR261C	0.0
YMR262W	0.0
YMR263W	0.0
YMR264W	0.0
YMR265C	0.0
YMR266W	0.0
YMR267W	-1.5595530904930746
YMR269W	-1.5595530904930746
YMR272C	-1.169664817869806
YMR273C	-0.7797765452465373
YMR274C	-0.7797765452465373
YMR275C	-1.0397020603287164
YMR276W	-0.38988827262326864
YMR278W	-0.5198510301643582
YMR280C	-0.38988827262326864
YMR282C	-1.5595530904930746
YMR283C	0.0
YMR284W	-0.7797765452465373
YMR285C	0.0
YMR286W	-0.38988827262326864
YMR287C	-0.7797765452465373
YMR289W	-0.7797765452465373
YMR291W	-1.5595530904930746
YMR292W	-1.5595530904930746
YMR293C	-1.5595530904930746
YMR294W	-1.5595530904930746
YMR294W-A	-1.5595530904930746
YMR295C	0.0
YMR297W	-0.9357318542958447
YMR299C	-0.5198510301643582
YMR300C	-0.5198510301643582
YMR302C	-2.339329635739612
YMR303C	-1.5595530904930746
YMR304W	0.0
YMR304C-A	-0.5198510301643582
YMR305C	-1.9494413631163432
YMR306C-A	-0.5198510301643582
YMR307W	-0.3119106180986149
YMR310C	0.0
YNL339C	0.0
YNL338W	0.0
YNL336W	0.0
YNL335W	0.0
YNL334C	-2.0794041206574327
YNL333W	0.0
YNL332W	-0.5198510301643582
YNL330C	-1.5595530904930746
YNL329C	-1.0397020603287164
YNL328C	-1.2476424723944597
YNL327W	0.0
YNL326C	0.0
YNL324W	-4.366748653380609
YNL325C	-4.366748653380609
YNL323W	-0.6238212361972298
YNL322C	0.0
YNL321W	-1.5595530904930746
YNL320W	-2.339329635739612
YNL319W	-0.9357318542958447
YNL318C	-0.5198510301643582
YNL314W	-0.5198510301643582
YNL311C	-0.6238212361972298
YNL309W	-0.3119106180986149
YNL307C	0.0
YNL305C	-1.2476424723944597
YNL304W	0.0
YNL303W	0.0
YNL302C	0.0
YNL301C	0.0
YNL299W	-1.9494413631163432
YNL298W	0.0
YNL296W	-1.5595530904930746
YNL297C	-0.9357318542958447
YNL295W	0.0
YNL294C	-1.5595530904930746
YNL293W	-1.5595530904930746
YNL292W	0.0
YNL291C	-0.38988827262326864
YNL289W	0.0
YNL288W	0.0
YNL286W	0.0
YNL285W	0.0
YNL283C	0.0
YNL281W	-1.169664817869806
YNL280C	-0.5198510301643582
YNL278W	-0.7797765452465373
YNL277W	-0.7797765452465373
YNL276C	0.0
YNL275W	-0.5198510301643582
YNL273W	-0.5198510301643582
YNL271C	0.0
YNL270C	0.0
YNL269W	-0.9357318542958447
YNL268W	-0.6498137877054477
YNL266W	-1.2476424723944597
YNL265C	-0.7797765452465373
YNL264C	-0.5198510301643582
YNL259C	0.0
YNL257C	0.0
YNL255C	-2.339329635739612
YNL254C	-0.9357318542958447
YNL253W	-1.2476424723944597
YNL249C	-0.5198510301643582
YNL248C	-1.2476424723944597
YNL246W	-1.5595530904930746
YNL242W	-0.38988827262326864
YNL241C	-1.2476424723944597
YNL239W	-1.5595530904930746
YNL238W	-0.38988827262326864
YNL237W	-1.5595530904930746
YNL236W	-1.5595530904930746
YNL235C	-0.5198510301643582
YNL234W	-0.5198510301643582
YNL233W	-0.5198510301643582
YNL231C	-1.5595530904930746
YNL230C	0.0
YNL229C	-4.288770998855955
YNL228W	-2.7292179083628807
YNL226W	-2.0794041206574327
YNL227C	-1.5595530904930746
YNL225C	0.0
YNL224C	0.0
YNL223W	-0.5198510301643582
YNL219C	-1.169664817869806
YNL218W	-1.0397020603287164
YNL217W	-1.2476424723944597
YNL215W	-0.5198510301643582
YNL214W	0.0
YNL213C	-0.5198510301643582
YNL212W	-1.5595530904930746
YNL211C	-1.5595530904930746
YNL208W	-0.7797765452465373
YNL206C	0.0
YNL205C	-0.5198510301643582
YNL204C	-0.7797765452465373
YNL202W	0.0
YNL203C	0.0
YNL201C	-1.169664817869806
YNL200C	0.0
YNL199C	0.0
YNL198C	0.0
YNL197C	-2.339329635739612
YNL196C	-1.169664817869806
YNL195C	-0.6238212361972298
YNL194C	-1.2476424723944597
YNL193W	0.0
YNL192W	-0.5198510301643582
YNL191W	-1.5595530904930746
YNL190W	0.0
YNL187W	0.0
YNL184C	-0.5198510301643582
YNL183C	-0.3119106180986149
YNL179C	0.0
YNL177C	-1.2476424723944597
YNL176C	-0.7797765452465373
YNL175C	-0.6238212361972298
YNL173C	-0.5198510301643582
YNL170W	0.0
YNL171C	0.0
YNL169C	-0.3119106180986149
YNL168C	0.0
YNL167C	-0.5198510301643582
YNL166C	0.0
YNL165W	-0.6238212361972298
YNL164C	0.0
YNL162W	0.0
YNL160W	-0.6238212361972298
YNL159C	-0.6238212361972298
YNL157W	-0.5198510301643582
YNL156C	-0.6238212361972298
YNL155W	0.0
YNL154C	-0.6238212361972298
YNL153C	-0.5198510301643582
YNL148C	0.0
YOR001W	0.0
YOR002W	0.0
YOR003W	-0.5198510301643582
YOR005C	-0.5198510301643582
YOR006C	0.0
YOR007C	-0.38988827262326864
YOR008C	0.0
YOR009W	0.0
YOR010C	-1.8714637085916894
YOR011W	0.0
YOR012W	-0.5198510301643582
YOR013W	-0.7797765452465373
YOR014W	0.0
YOR015W	-1.5595530904930746
YOR016C	0.0
YOR017W	-1.2476424723944597
YOR018W	-0.6238212361972298
YOR019W	0.0
YOR021C	-0.5198510301643582
YOR022C	-0.9357318542958447
YOR023C	-0.3119106180986149
YOR024W	-2.5992551508217914
YOR025W	0.0
YOR026W	-1.5595530904930746
YOR027W	0.0
YOR028C	0.0
YOR029W	0.0
YOR030W	0.0
YOR032C	-1.2476424723944597
YOR033C	-0.9357318542958447
YOR034C	-0.6238212361972298
YOR035C	-2.339329635739612
YOR036W	-2.5992551508217914
YOR037W	0.0
YOR038C	-1.8714637085916894
YOR039W	-0.6238212361972298
YOR040W	-0.7797765452465373
YOR041C	-0.5198510301643582
YOR042W	0.0
YOR043W	-0.6238212361972298
YOR044W	-0.6238212361972298
YOR045W	0.0
YOR047C	-1.0397020603287164
YOR049C	0.0
YOR050C	0.0
YOR051C	0.0
YOR052C	0.0
YOR053W	0.0
YOR054C	-0.6238212361972298
YOR055W	0.0
YOR058C	0.0
YOR059C	0.0
YOR061W	-0.7797765452465373
YOR062C	-1.5595530904930746
YOR064C	-0.3119106180986149
YOR065W	-0.9357318542958447
YOR066W	-1.0397020603287164
YOR067C	-0.38988827262326864
YOR068C	0.0
YOR069W	-0.6238212361972298
YOR070C	-0.6238212361972298
YOR071C	-0.9357318542958447
YOR072W	-0.5198510301643582
YOR073W	-1.0397020603287164
YOR076C	0.0
YOR078W	-1.5595530904930746
YOR079C	0.0
YOR080W	-2.5992551508217914
YOR081C	-2.7292179083628807
YOR082C	0.0
YOR083W	0.0
YOR084W	-2.339329635739612
YOR085W	-1.5595530904930746
YOR086C	-0.6238212361972298
YOR087W	-1.9494413631163432
YOR089C	-2.339329635739612
YOR090C	-0.6238212361972298
YOR091W	-0.7797765452465373
YOR092W	-0.38988827262326864
YOR093C	0.0
YOR094W	-0.7797765452465373
YOR097C	-0.7797765452465373
YOR099W	-0.38988827262326864
YOR100C	-0.6238212361972298
YOR101W	-0.7797765452465373
YOR104W	-0.7797765452465373
YOR105W	-0.38988827262326864
YOR106W	-0.38988827262326864
YOR107W	-0.5198510301643582
YOR108W	-0.9357318542958447
YOR109W	0.0
YOR111W	0.0
YOR112W	0.0
YOR113W	-0.5198510301643582
YOR114W	-0.9357318542958447
YOR115C	-0.9357318542958447
YOR118W	-1.0397020603287164
YOR120W	-0.6238212361972298
YOR121C	-1.5595530904930746
YOR123C	-1.169664817869806
YOR124C	-0.6238212361972298
YOR125C	-1.5595530904930746
YOR126C	0.0
YOR127W	-1.5595530904930746
YOR128C	0.0
YOR129C	-0.7797765452465373
YOR130C	-0.9357318542958447
YOR131C	-1.169664817869806
YOR132W	-0.7797765452465373
YOR133W	-1.0397020603287164
YOR134W	-0.6238212361972298
YOR135C	-2.0794041206574327
YOR136W	-0.7797765452465373
YOR137C	-0.38988827262326864
YOR138C	0.0
YOR139C	0.0
YOR140W	0.0
YOR141C	-1.5595530904930746
YOR142W	-0.5198510301643582
YOR144C	0.0
YOR150W	-0.9357318542958447
YOR152C	-1.9494413631163432
YOR153W	-1.169664817869806
YOR154W	-0.7797765452465373
YOR155C	-0.7797765452465373
YOR156C	-1.2476424723944597
YOR158W	-1.2086536451321328
YOR161C	-1.5595530904930746
YOR162C	-0.7797765452465373
YOR163W	-0.7797765452465373
YOR164C	-0.38988827262326864
YOR165W	0.0
YOR166C	0.0
YOR167C	-1.2476424723944597
YOR170W	0.0
YOR171C	0.0
YOR172W	-0.9357318542958447
YOR173W	-0.6238212361972298
YOR175C	-1.169664817869806
YOR177C	-0.6238212361972298
YOR178C	-1.5595530904930746
YOR182C	-0.9357318542958447
YOR183W	-0.9357318542958447
YOR184W	-1.2476424723944597
YOR185C	0.0
YOR186W	0.0
YOR187W	-2.339329635739612
YOR188W	-1.5595530904930746
YOR189W	-2.339329635739612
YOR190W	0.0
YOR191W	-1.8714637085916894
YOR192C	0.0
YOR193W	0.0
YOR195W	-0.5198510301643582
YOR196C	-0.9357318542958447
YOR197W	-0.7797765452465373
YOR198C	-0.6238212361972298
YOR199W	-1.2476424723944597
YOR200W	-1.169664817869806
YOR201C	-0.9357318542958447
YOR202W	0.0
YOR205C	-1.5595530904930746
YOR208W	-1.2476424723944597
YOR209C	-0.3119106180986149
YOR211C	-0.5198510301643582
YOR212W	0.0
YOR213C	0.0
YOR214C	-0.9357318542958447
YOR215C	-1.5595530904930746
YOR216C	-1.5595530904930746
YOR219C	-0.9357318542958447
YOR220W	-0.5198510301643582
YOR221C	-0.5198510301643582
YOR222W	0.0
YOR223W	-0.9357318542958447
YOR225W	0.0
YOR226C	-2.7292179083628807
YOR227W	-0.9357318542958447
YOR228C	0.0
YOR229W	0.0
YOR230W	-0.9357318542958447
YOR231W	-1.169664817869806
YOR233W	-0.6238212361972298
YOR234C	0.0
YOR235W	0.0
YOR237W	-0.7797765452465373
YOR238W	-0.5198510301643582
YOR239W	-1.0397020603287164
YOR241W	0.0
YOR242C	-0.7797765452465373
YOR243C	-0.5198510301643582
YOR245C	-1.5595530904930746
YOR246C	0.0
YOR247W	-0.3119106180986149
YOR248W	-0.3119106180986149
YOR251C	0.0
YOR252W	-0.38988827262326864
YOR253W	0.0
YOR255W	0.0
YOR258W	-0.9357318542958447
YOR263C	0.0
YOR264W	0.0
YOR277C	-0.6238212361972298
YOR279C	-1.169664817869806
YOR280C	0.0
YOR283W	0.0
YOR284W	-1.169664817869806
YOR285W	0.0
YOR286W	0.0
YOR288C	0.0
YOR289W	0.0
YOR290C	-2.0794041206574327
YOR291W	0.0
YOR292C	0.0
YOR293W	-1.0397020603287164
YOR295W	0.0
YOR296W	-1.5595530904930746
YOR297C	0.0
YOR298W	0.0
YOR299W	-0.38988827262326864
YOR300W	-0.45486965139381336
YOR301W	-0.9357318542958447
YOR302W	-2.7292179083628807
YOR303W	-2.1443854994279774
YOR304C-A	-0.7797765452465373
YOR304W	0.0
YOR305W	-1.5595530904930746
YOR306C	-0.7017988907218836
YOR307C	-0.6238212361972298
YOR308C	-1.2476424723944597
YOR309C	-1.4815754359684208
YOR311C	-0.3119106180986149
YOR312C	-0.5198510301643582
YOR313C	-1.0397020603287164
YOR314W	0.0
YOR315W	-0.3119106180986149
YOR316C	-0.6238212361972298
YOR318C	-0.6238212361972298
YOR320C	0.0
YOR321W	-0.7277914422301015
YOR322C	0.0
YOR323C	-0.38988827262326864
YOR324C	-0.9357318542958447
YOR325W	-0.6238212361972298
YOR327C	-0.6238212361972298
YOR328W	-0.9357318542958447
YOR330C	-1.2476424723944597
YOR331C	-0.9357318542958447
YOR332W	-0.9357318542958447
YOR333C	-1.5595530904930746
YOR334W	-1.2476424723944597
YOR337W	-0.9357318542958447
YOR338W	-0.3119106180986149
YOR339C	-0.9357318542958447
YOR342C	-1.169664817869806
YOR343C	-0.5198510301643582
YOR344C	-1.9494413631163432
YOR345C	-0.5198510301643582
YOR346W	0.0
YOR347C	-0.5198510301643582
YOR348C	-1.5595530904930746
YOR349W	-0.5198510301643582
YOR350C	-0.5198510301643582
YOR351C	-3.508994453609418
YOR352W	-0.5198510301643582
YOR354C	-0.5198510301643582
YOR355W	-0.5198510301643582
YOR356W	-0.38988827262326864
YOR357C	0.0
YOR358W	0.0
YOR359W	-0.5198510301643582
YOR360C	-0.6238212361972298
YOR363C	0.0
YOR365C	-0.6238212361972298
YOR366W	-0.5198510301643582
YOR367W	-0.5198510301643582
YOR368W	-0.5198510301643582
YOR369C	-0.5198510301643582
YOR371C	-1.0397020603287164
YOR374W	-1.2476424723944597
YOR375C	-0.6238212361972298
YOR376W	-0.6238212361972298
YOR377W	0.0
YOR378W	0.0
YOR379C	-0.5198510301643582
YOR380W	-1.5595530904930746
YOR381W	0.0
YOR382W	-1.0397020603287164
YOR383C	-0.5198510301643582
YOR384W	-0.7797765452465373
YOR385W	-1.5595530904930746
YOR386W	-0.5198510301643582
YOL001W	-1.169664817869806
YOL002C	-1.5595530904930746
YOL003C	-0.5198510301643582
YOL004W	-0.6238212361972298
YOL006C	0.0
YOL007C	0.0
YOL008W	0.0
YOL009C	-0.38988827262326864
YOL011W	-2.339329635739612
YOL012C	-1.2476424723944597
YOL013C	-1.0397020603287164
YOL014W	0.0
YOL015W	0.0
YOL017W	-0.38988827262326864
YOL018C	0.0
YOL019W	0.0
YOL020W	-1.5595530904930746
YOL023W	-0.5198510301643582
YOL024W	0.0
YOL025W	0.0
YOL027C	-0.5198510301643582
YOL028C	-0.5198510301643582
YOL029C	-1.9494413631163432
YOL030W	-4.990569889577839
YOL031C	-1.5595530904930746
YOL032W	-1.9494413631163432
YOL033W	-1.2476424723944597
YOL035C	-0.9357318542958447
YOL036W	-1.169664817869806
YOL037C	-1.5595530904930746
YOL039W	-0.7797765452465373
YOL041C	-1.9494413631163432
YOL042W	-1.169664817869806
YOL043C	-1.169664817869806
YOL044W	-2.7292179083628807
YOL045W	-0.7797765452465373
YOL046C	-1.9494413631163432
YOL047C	-0.6238212361972298
YOL048C	-0.3119106180986149
YOL049W	-1.169664817869806
YOL050C	0.0
YOL051W	0.0
YOL052C	-1.2476424723944597
YOL052C-A	-0.9357318542958447
YOL053W	-0.3119106180986149
YOL054W	-0.9357318542958447
YOL055C	-0.7797765452465373
YOL056W	-0.5198510301643582
YOL057W	0.0
YOL058W	-1.9494413631163432
YOL059W	0.0
YOL060C	-1.169664817869806
YOL061W	0.0
YOL062C	0.0
YOL063C	0.0
YOL064C	0.0
YOL065C	-0.3119106180986149
YOL067C	-0.38988827262326864
YOL068C	0.0
YOL070C	-0.5198510301643582
YOL071W	0.0
YOL072W	-1.9494413631163432
YOL075C	-0.5198510301643582
YOL076W	-1.169664817869806
YOL079W	0.0
YOL080C	0.0
YOL081W	0.0
YOL082W	0.0
YOL083W	-1.5595530904930746
YOL084W	-1.169664817869806
YOL085C	0.0
YPL274W	-0.5198510301643582
YPL273W	-1.5595530904930746
YPL272C	-1.0397020603287164
YPL271W	-2.0794041206574327
YPL270W	0.0
YPL269W	0.0
YPL267W	0.0
YPL265W	0.0
YPL264C	-1.5595530904930746
YPL263C	-0.5198510301643582
YPL262W	0.0
YPL260W	0.0
YPL261C	-1.5595530904930746
YPL259C	-1.0397020603287164
YPL258C	0.0
YPL257W	-0.7797765452465373
YPL256C	0.0
YPL254W	0.0
YPL253C	0.0
YPL250C	0.0
YPL249C	-0.6238212361972298
YPL248C	0.0
YPL247C	-1.0397020603287164
YPL246C	0.0
YPL245W	0.0
YPL244C	-0.6238212361972298
YPL241C	-1.5595530904930746
YPL240C	0.0
YPL239W	0.0
YPL236C	-0.5198510301643582
YPL234C	-1.5595530904930746
YPL232W	0.0
YPL230W	-0.9357318542958447
YPL229W	0.0
YPL227C	-0.38988827262326864
YPL226W	-1.5595530904930746
