orf	hap a | abundance of a lysin-related metabolite | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of arginine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of biotin | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of N-acetyl ornithine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of leucine + isoleucine + citrulline | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glutamine + valine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of methionine + proline | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of threonine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of alanine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of serine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of asparagine + tyrosine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glycine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of lysine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of ornithine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glutamate | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of aspartic acid | minimal complete [standard] | Cooper SJ~Fields S, 2010
YFR017C		0.685810606		0.714252282	1.0706435	1.113460204	1.347758501		1.146642527	1.068974294	1.103263658	0.999533814	0.3501840765	0.721805527	2.280991736	1.304086538
YFR018C		0.471971301		1.041890943	1.426382037	1.42453457	0.866791129		0.958305107	1.02977857	1.635292711	0.663574043	0.2655732125	0.427596459	1.455371901	0.959134615
YFR019W	0.5	1.51512663		2.946648155	1.444740632	1.077800486	1.813482559	1.207072269	1.097518642	1.242479569	1.856812627	0.761983602	4.211602901	0.728851484	1.926305905	2.155975324
YFR020W		0.304603017		0.380060847	0.79717426	0.82822258	0.629697618	6.330548369	0.357706811	0.732247391	0.920520426	0.488104609	0.176247823	0.323535374	0.999173554	0.731971154
YFR021W		0.695250032		0.740463375	1.390579658	1.046284677	1.240585235	8.136731838	0.534965559	1.220412319	1.043645299	0.779769047	0.8481406810000001	0.788026218	0.903719008	23.98677885
YFR022W		0.235622596		0.556985724	0.99599173	1.011353402	0.439410391	7.876669918	0.254641592	0.662764062	1.241617133	0.343235332	0.13207833200000002	0.215690249	0.859090909	0.496394231
YFR023W		1.255443662		0.596302364	0.908771039	1.206679167	1.822601686	9.294541753	0.948233587	1.138457623	0.950005593	1.001459698	0.9665274939999999		4.358677686	
YFR024C-A	0.5	1.3594507775		0.231061487	1.0848655875	1.1525684455	1.618094099	0.7879800909999999	1.3235843649999999	2.73355471	1.9888141315	0.6969938195000001	0.8131131444999999	0.41198796299999996	0.7940197455	1.11666099
YFR025C	0.5	1.160461808		0.0	0.951072249	1.109440697	0.987501576	0.567181399	0.973356866	0.832290037	0.97842831	0.672431851	0.6525035375	0.753195685	1.112641357	0.631891817
YFR026C	0.548966452	1.363118692	3.61774942	0.561370861	1.043481913	1.063340103	2.434442404	0.699246813	1.458083558	4.589371969	0.779627197	1.319585871	0.5926838325	1.966209815	2.80696413	1.091479352
YFR030W	0.5	0.649937433		0.0	1.169287039	1.094969192	0.701102905	0.518233192	0.935887397	1.065988524	1.275358598	0.519136352	0.537851176	0.546146891	0.737095945	0.297191128
YFR031C-A	4.679939004	0.499154188		0.849730395	1.115052374	1.052000006	2.5293606	1.145493639	1.325844252	5.69011036	0.737801535	1.124229707	1.0660390350000002	1.616388393	0.842946954	0.578768289
YFR032C		0.889580839		1.721655669	0.933636523	0.938195577	1.121263056	1.109015176	0.803004644	0.949773852	0.919081376	1.056785023	0.8366885935	0.970014679	0.764958351	0.855255152
YFR032C-A		0.887529844	0.700502513	4.314710958	1.146286586	1.100966313	0.653979371	1.207897947	1.121632942	1.120855593	0.890402348	0.894156883	0.847742912	0.870853616	0.838083628	0.887497624
YFR033C		1.092283994		1.483903219	0.965800049	0.968678913	0.93372959	1.171109164	1.00684941	0.94852696	0.874220684	0.832592464	0.7875722475	0.98419089	0.822948762	0.301149369
YFR034C		1.315233667		1.984003199	1.057488491	1.215818004	0.712903021	1.191908106	1.22471559	1.216191752	1.00550474	0.987013228	0.8673061605	1.156266511	0.865402632	0.577153406
YFR035C		1.337481053		1.803639272	0.961169193	1.170267239	1.207028038	1.096262573	1.176870586	1.302787754	0.821917129	0.989239748	0.8679259045	1.029276775	0.937200643	0.652088609
YFR036W		2.141162997	6.366894338	0.959208158	1.044216801	0.813327966	0.626006747	0.317594175	1.476480346	0.951381048	1.014738036	0.271846005	3.4965349625	0.300242097	1.782985247	1.197056973
YFR038W		1.26927129	1.442211055		1.017008625	1.005798639	0.797204124	0.735198363	1.561631478	1.560792937	0.893601757	1.129694086	0.876794875	1.27708608	1.236161771	1.480579298
YFR039C	0.209343684	1.358024314	0.245299685	0.741086245	1.268221955	1.300509425	1.15854129	3.415719275	0.591034724	1.202903078	1.028761201	1.246602139	1.2706823395	1.45982491	4.764721269	2.09012347
YFR040W		0.354562768			0.631402261	0.405421386	0.289471943	0.369241771	0.214674523	0.668725206	0.5509487	0.273916368	0.9938764664999999	0.204055588	0.714356728	0.751862855
YFR041C		1.270263382		2.976004799	0.899909738	0.822509514	1.26072458	1.007052317	0.73590048	1.108975819	0.868036694	0.968204715	0.7919718254999999	1.200578008	1.132614145	1.145319465
YFR043C		0.730977258		0.0	0.932378948	0.877560991	0.64768028	1.012782983	0.515509227	1.084672423	0.960927467	0.695843224	0.6126986345	0.67828573	0.522264552	0.636321521
YFR044C		0.800416847		0.0	0.844289507	0.891170728	0.948976416	1.041114658	0.785028475	1.277419879	0.899482171	0.711543752	0.5345229575	0.574099964	0.612343324	0.408269615
YFR045W		0.87045282		0.0	0.743918548	0.85252609	1.043367641	0.343803403	1.414793525	0.831398753	0.705405861	0.852436386	0.6493097875	0.905020817	0.721409966	0.958811702
YFR046C		1.03074141		4.583261432	1.426761145	1.288535405	2.000341933	1.025436047	2.205733248	2.795706239	2.278029136	3.005215609	1.1126755855	0.375789395	1.417403514	1.850359634
YFR047C		0.690465152	1.249916248		1.015515216	1.092847093	0.881012618	0.445171447	1.594695955	1.049516345	0.969186175	0.829974674	0.7708275915	0.318934212	0.727848645	1.462082777
YFR048W		0.909851213	0.906321839	1.959408118	0.81208885	0.919131146	1.082030686	0.379070232	1.439883246	0.887137373	0.780114877	0.892489768	0.8463983239999999	1.133092523	0.862685549	0.957211714
YFR049W		0.654921653		0.0	1.060706858	0.920663597	0.668865593	0.323953767	1.247477114	0.884592031	0.921305242	0.65451089	0.9902369305000001	0.565056599	0.588559027	0.63037297
YFR053C		1.319945964	3.116967019		0.945459339	1.152712022	1.226950964	0.572748718	1.796035655	1.471613074	0.882340873	1.325769693	0.843505231	1.147911865	4.001709209	1.543311108
YFR054C		1.277729704	2.224844529		0.85530544	1.082722581	1.402370813	0.61283342	1.711095676	1.294175061	0.820924935	1.272416642	0.836084593	1.100595912	1.103487655	1.394523825
YFR055W		1.332512881	1.152777778	1.877424515	1.004729146	1.104629271	1.404214006	0.581806319	1.762560947	1.504637932	0.974927712	1.37933701	0.9065677115	1.197975169	1.113688378	1.376065591
YFR056C		0.664791214	0.96197318		0.892351265	0.916292016	0.832146455	1.082152016	0.582957815	1.10532861	0.933458382	0.70726062	0.6690741055	0.762720964	0.748086198	0.99751959
YFR057W		0.831190945	0.882471264	0.0	0.896000433	1.008246798	0.983522678	1.173079345	0.766792359	1.136348581	0.952221877	0.977027829	0.5799909055	1.949922697	0.6457715	0.33146642
YGL002W		0.540080381		0.574602222	1.038780836	1.062942048	0.456332464	0.419388137	0.907663071	0.472615887	0.896268424	0.529786061	0.564482794	0.745234987	0.762940516	0.295599803
YGL003C		0.464049887		0.792554788	1.063249635	0.972795613	0.670945114	1.377236361	0.58545911	0.577741474	1.195872066	0.460525891	1.1034780414999998	0.401018513	1.030425939	0.452187807
YGL004C		0.527803503	0.922230653	0.515160612	1.150426774	1.261963059	0.501330945	0.479367678	1.074414362	0.490586073	0.989559815	0.643066225	0.5556557205	0.618035724	0.28564732	2.299993378
YGL005C		0.423893792	1.371016692		0.47390406	0.54588997	0.895064801	0.275835814	0.235246771		1.045741953	1.406151067	0.3496539405	0.574546919	0.602692091	0.463372665
YGL006W		0.899559941	0.586874052	0.323626539	0.589982045	0.701172996	1.292738354	0.834112223	0.786259148	0.283928936	0.636966448	1.108917321	0.7279505435	0.866968399	1.251176456	1.27094754
YGL007W		1.398369945	1.735963581	0.383068148	0.702169802	0.771083574	0.98124906	0.772466911	0.914316083	0.358505207	0.770769463	0.533471955	3.1357447025000003	1.146520605	1.430509353	1.536830062
YGL010W		0.529141847	1.025796662		0.622508775	0.723889853	0.929097683	0.459181658	0.370879891		1.099036062	1.954406335	0.3919209375	0.649536851	0.505886626	0.4953294
YGL012W		0.86335058	1.04552352		0.827746384	0.700996548	1.935162037	0.673575371	0.590788228		0.800341175	0.987976743	1.9336391179999999	1.479500604	1.982430203	1.617010816
YGL013C		0.462669391	1.124430956		0.595324986	0.64314215	1.097691345	0.481732216	0.371224575		0.999884232	1.943233739	0.4293759155	0.651792187	0.64484931	0.533677483
YGL014W		0.528878067		0.0	0.717652038	0.603744369	1.228325254	0.79940095	0.616294837		0.857973176	0.673547957	0.441041967	0.685058397	0.7471196	0.581612586
YGL015C		0.527884546	0.53262519	1.007166909	1.359864419	1.008673542	0.595009959	0.476329039	0.928351878	0.502266694	0.933054316	0.844988226	0.48963781500000003	0.519960145	0.785828719	0.792102864
YGL016W		0.678652456	14.44741223	0.597718403	0.931667831	0.83257745	1.443094131	0.464977241	1.058743994	0.486093527	0.981887333	0.632855914	0.574699896	0.515910205	1.123882658	0.874466578
YGL017W	0.5	0.662106963		0.862776025	1.054095444	1.015763129	0.654749302	1.085647026	0.810167148	1.039981197	1.175766969	0.870185148	0.67467217	0.643032024	1.586452745	0.890177
YGL019W	0.0	0.356264538		0.353347343	1.046483119	0.844925399	0.643686188	1.028688496	0.685311379	0.449254646	0.917029469	0.47330186	0.7230444975	0.554936794	0.76097774	0.841062244
YGL020C	5.575757576	0.693834772	1.163287086	1.702681388	1.043131782	0.844098744	0.63077388	2.271330886	0.434594253	0.890602327	1.16790302	0.428001463	2.9988904175	0.930278362	4.433679631	3.69733982
YGL021W		0.795386463		0.55148604	1.103307662	1.22669357	0.6620221	1.291741343	0.978698823	0.473514397	1.045796802	0.855023364	0.6956705009999999	0.778307605	0.966127086	0.843329092
YGL023C	0.5	0.59524566		0.945583596	1.09228081	1.063485921	1.656762561	2.103428713	1.026434633	1.248480229	1.188856263	0.69475312	0.832370684	1.81885786	2.747235577	1.68134231
YGL024W		1.314938128		2.591166192	0.987218803	1.068321578	1.595109987	1.520088236	1.152617328	0.691852154	1.02197213	0.906476091	1.6751971604999998	4.421068336	2.807596278	1.387862708
YGL025C	54.58669834	0.509622157	4.448406677	2.619619899	2.355928406	0.859652476	1.050307101	0.748417079	0.793290027	2.285481977	0.702118894	0.69270098	3.1457665565	3.840837696	1.814061557	0.651917404
YGL026C	2.527315914	1.274582953	1.489377845		1.043404446	1.14324551	2.700378303	1.265119002	0.968906481	1.718222062	1.252721398	1.425304089	0.6507817364999999	0.67716472	1.039097375	0.709439528
YGL027C	2.028503563	1.663394061			1.37278136	0.915199797	2.818446225	0.769660359	0.79001553	1.767549011	1.160696106	1.378219576	2.117591463	0.662505034	1.572047894	1.108898722
YGL028C	3.275534442	1.105764019	1.637329287		1.026188046	1.238013144	2.1281023	1.076544043	0.90186546	1.956635649	1.067121567	1.146787221	0.905796595	1.001933145	0.667749527	0.329154376
YGL029W		0.488419268	1.400220681		0.728168372	0.660040377	0.53369377	1.029113796	0.539235143	0.525477707	0.744071422	0.461163329	0.356668601	0.993203298	0.64648946	1.241947466
YGL033W	2.710213777	1.101279766	1.193474962		1.171168256	1.094974355	0.393996059	1.264465363	1.009406841	2.565001355	1.294860925	1.209832586	0.7974493684999999	0.732984293	0.487410314	0.418633235
YGL034C		1.570279867			1.370062981	0.944304464	0.601334848	1.580826818	1.877837961	2.630770621	1.209962171	1.686264021	0.9962527944999999	1.169955699	0.81894301	0.562438545
YGL035C	1.74584323	1.237390031	1.420333839	3.068939817	1.22780115	1.013694249	0.404729506	1.899802831	1.840612098	3.72418466	1.526318478	2.493085092	0.5041729325	0.721143778	0.693772502	0.437807276
YGL036W	2.144893112	1.159838834			1.825844515	1.847081538	0.391901728	1.508272848	1.317898943	2.992501581	1.458151595	1.036657342	1.1372913919999998	1.392670157	0.093422479	6.551130777
YGL037C	1.945368171	0.880232474	1.084977238		2.044220955	2.118606783	0.363366465	1.212501033	1.217768266	2.186828078	1.200046988	0.837146691	1.155389783	1.056061216	0.078589383	6.461651917
YGL038C	1.232673267	0.495574196	1.117197352	1.056863903	1.063433859	0.807416977	0.602360705	0.548127677	0.717183219	0.79656102	0.878438453	0.722267406	1.1259887714999999	2.048326853	1.023529169	1.769437446
YGL039W	2.294536817	1.310720756			1.749276842	2.113105291	0.481434387	1.331136578	1.430438241	2.3594724	1.107092148	0.821983881	0.978022506	1.47893677	0.489492152	
YGL041C	1.828978622	1.275110512	1.084977238		0.509696049	0.091395752	2.821064139	1.436372517	1.362018484	0.990649562	1.010728963	1.076559472	0.39228380199999996	0.634877165	1.543422622	0.856440511
YGL042C	1.779097387	1.504334971			0.660113017	0.209589095	1.399275039	0.821624689	1.146074012	1.705890324	0.835973864	1.314376167	3.4464279335	1.455255739	1.160364436	0.661504425
YGL043W	1.828978622	1.316787686	10.01138088		0.694545817	0.801443142	1.576769609	0.947123448	1.221904473	1.870313488	1.037995717	1.667909041	2.4808363375	1.552799033	1.060175984	0.846853491
YGL045W		0.970708871	1.075113809	1.899012484	0.965477583	1.3047409170000002	0.5925648365	1.434901828	1.4531873795	2.657489385	1.2493130534999999	1.4201168119999998	0.45473208775	0.5246476035000001	0.3769427865	11.96460177
YGL049C	1.845605701	0.972555328			0.842244405	1.079002282	1.426763136	0.91444148	1.160895421	1.68122685	0.926449908	1.162748073	0.961623726	0.861538462		0.405850541
YGL050W	2.277909739	1.052744322	2.317905918		0.853117921	0.993108021	1.611064283	1.105957815	0.885492974	1.677116271	1.056276835	0.872260565	0.46828034249999995	0.827708417	0.637823107	0.34193707
YGL051W	0.5	0.686687029		0.827287066	0.806065696	0.904913613	0.719111182	0.858937093	0.612386664	0.455543865	0.803573045	0.702872219	0.525461737	0.920076382	1.811586884	0.915019149
YGL053W	2.876484561	1.966213024	1.292109256		0.964571457	0.297080562	1.260787388	0.807571442	0.71694254	1.512693107	1.054727588	0.34954266	5.6584153025		0.734108113	
YGL054C	1.679334917	0.536000116			0.797844216	0.663728377	0.736681003	0.618342845	0.522023787	1.072861144	0.765947884	1.377421533	1.3465648775	0.570600081	1.050807713	0.690265487
YGL056C		0.887354523			1.760150357	1.950190144	0.469130191	1.471669043	1.465251316	2.688318728	1.531585919	1.326346807	1.2927750395	0.777527185	0.649533445	0.0
YGL057C		1.252953027	1.351289833		1.538149411	1.549291105	0.516514434	1.40172963	1.478004621	2.273150239	1.221426601	0.896999886	0.49815690450000005	1.305275876	0.925376976	
YGL058W		1.153771903		2.645053102	1.014861467	1.197728026	0.667306282	1.436372517	1.291875308	2.330698347	1.359929313	1.478772944	0.520506291	0.648409182	1.440631872	
YGL060W		1.483467124		0.759531672	0.611161453	0.654132253	1.905414343	0.966433267	0.894555352	0.650520727	0.557445456	1.727820603	0.7292670775000001	1.690176322	0.553451006	0.0
YGL062W		1.073112654		0.818973281	0.750011089	0.817086643	0.870401264	0.994215743	0.704255692	0.9380437	0.696044793	0.856622285	0.5080229325	0.737027708	0.26575969	
YGL063W		0.811977992		0.581206845	0.685326118	0.790081891	0.553338927	1.009099212	0.756422781	0.873351031	0.641537421	0.916047652	0.4599424545	0.596641478	0.236087492	
YGL066W		1.774763236		0.851996397	0.756981452	0.716937591	2.552568975	1.291885127	1.429819068	1.069226057	0.701961711	1.565802383	1.1026485315	2.986901763	0.753415821	0.0
YGL067W		0.987047372		0.396277394	0.838662857	1.050334273	0.504885579	1.054815854	1.059224444	0.436675516	0.893387049	0.956804595	0.7296281615	0.89351699	0.720003326	0.2476647
YGL070C		1.26174917		0.488742119	0.819739356	1.098053833	1.303150318	1.202262824	1.199789713	0.488789055	0.912912341	1.001243479	0.8677103230000001	1.038777913	0.799564905	1.466006471
YGL071W		0.70944716		0.42930051	0.891778824	0.990894827	0.755913064	1.07242067	0.972272576	0.597508679	0.897962419	0.833521089	0.38931747650000004	0.376575863	0.393197535	0.231686332
YGL072C		1.277616078		0.825577905	0.770498603	0.678498827	1.672155313	0.799937424	1.162771214	0.581335512	1.277366119	1.29076425	2.109758283	1.239751012	1.443876576	1.28306293
YGL078C		0.318118179		8.392956959	1.138094645	0.437279872	0.170949785	0.47781038	0.400178024		0.670824097	0.368695683	0.3140943905	0.414418043	0.494696747	0.466568338
YGL079W		0.738846617		14.15781628	2.619611162	0.998077111	0.359963177	0.8931982	1.207083065		0.874085348	0.893009673	0.6210590355000001	0.761175997	1.052889551	0.878810226
YGL080W		1.133645253		0.356649655	0.912600363	0.762250122	1.533727358	1.169605241	0.65772991	1.186619686	0.871370084	0.97351332	0.6597060425	0.58889094	1.610042168	0.554449361
YGL081W		1.11130339			0.937387668	1.347688047	0.280116799	1.125893816	1.214149085	2.40468877	0.909098338	0.940892229	0.6729110985	0.743697141	0.817641861	0.763765978
YGL082W		1.805571257		2.941773803	0.943730552	0.994705228	0.655263877	1.500429175	1.38011439		1.239088021	1.202650203	0.6593196379999999	1.116391462	2.388909065	1.457227139
YGL083W	0.0	2.192331439	1.277314112	0.564695287	0.815488083	1.390110657	1.098541127	1.269882545	1.502061781	0.582234021	0.897085453	1.306116962	0.8546739160000001	1.676615021	1.325153786	0.496927237
YGL084C		2.721150195		4.43385504	0.807358542	1.323020067	0.432741186	1.334731595	0.943055187		1.053798039	1.404554982	1.4538486705	1.875875957	2.193996986	1.447640118
YGL085W		1.28830708	1.282245827	0.396277394	0.939891103	1.20128664	0.59224691	1.423735854	1.04806507	0.55797427	1.081596226	0.862662381	0.6291216955000001	0.96144432	1.034537472	0.447394297
YGL086W		1.389673537		0.587811468	1.449725597	1.468950793	1.118285185	1.406049192	1.371591939	0.528323463	1.077082048	1.174624043	1.033570277	1.234901681	1.881893708	0.533677483
YGL087C		1.362331025	0.0	2.415553562	1.41057148	1.365274131	1.556371402	1.726673597	1.333964294		1.026488317	1.193186646	0.8581183944999999	1.353210057	1.99643036	0.357915438
YGL088W	0.5	0.895613696	1.643543223	1.103312303	1.090774108	1.219944091	1.129835749	2.746733298	0.835380072	1.100840142	1.065786894	1.035221419	0.792000888	1.140026289	4.105373767	3.008867932
YGL090W		1.239253249	0.981842941	0.272030052	1.062779099	1.024985969	0.487043127	0.571585443	1.243112774	0.432103136	0.873553845	1.078186798	0.80049355	0.973869778	1.569051815	0.374792474
YGL094C	3.871212121	1.581364524		0.957413249	0.764320367	1.122234496	0.974375817	1.47636299	1.009330427	1.099372322	0.753383887	0.860426572	1.4655716719999998	1.748514072	5.801890269	5.163026602
YGL096W	0.5	0.618638037		0.708990536	0.861473362	0.849952198	0.794566287	0.327494288	0.949839055	0.858767157	0.923111394	0.8525368	0.5308305445	0.647434088	1.197166026	1.500248227
YGL101W		1.475549145	2.513857279	0.46883593	0.859571786	0.900433149	0.707208585	2.202932155	0.617879374	0.732443775	0.99617016	0.716488214	0.5809232215	0.294426791	0.84293073	1.109064882
YGL104C		1.615947464		0.478918423	1.023785847	1.183056251	1.160746029		1.036408924	1.066913094	1.08151902	0.884805275	1.0486272165	0.864458568	1.763936136	2.101681463
YGL105W		1.936235573	1.691776522	2.631530706	1.746224974	1.522221074	1.622077781	6.441502958	1.541892679	2.005751876	1.719510875	1.796149629	3.6187714265		1.340395546	0.532641591
YGL107C		1.991427861		2.530705775	1.79337348	1.574074136	1.547584745		1.805160003	1.387226869	1.710042203	1.439982661	2.880585461		5.511840047	1.281668828
YGL108C		0.696098653		0.917506874	0.995309305	0.979817511	0.711069882		0.941595744	0.977422234	0.969213289	0.826605809	0.6168250635		1.83171491	2.646562905
YGL110C		0.82474408		0.438588451	1.136127358	1.208637539	0.7896024	3.221238938	0.917504774	1.170376229	1.245570188	0.794182991	0.7064865555		1.223656023	1.931346814
YGL114W		0.98629734	1.363872532	0.539413382	1.001676673	0.980909065	1.132123031	5.010705263	0.819525447	1.365614696	0.972211076	1.077233511	0.7189943985		1.834982974	2.454322422
YGL115W		0.749191076	1.134741947	0.539413382	0.90531278	0.886374519	0.674579077	1.464011799	0.848200116	0.831063436	0.78040781	0.885646161	0.9304912595	0.87118064	1.359779583	1.965000865
YGL117W		0.627389886		1.018331806	1.178712671	1.203145055	0.75815206		1.025319497	1.104690754	1.270317065	0.91103348	0.5840871894999999	0.900757761	1.837677523	2.629917856
YGL118C		0.505741578	1.715944758	1.351054079	1.242730827	1.342532246	0.493072948	7.012269043	0.342721877	1.369409276	1.550589763	0.581961904	0.8610398450000001	1.177707162	1.248571296	1.739407696
YGL121C		1.251400652		2.359303391	0.961570007	1.026536606	0.47501403	5.108778208	0.396086875	1.102145384	1.054052592	0.530912614	2.2381562685		1.685034614	1.930825767
YGL126W	4.618798079	1.615468869	5.83109508	0.577668068	1.05498911	1.041799248	0.944524813	0.169343575	1.276694544	0.311767892	1.00573833	0.865298625	1.8430322685		3.787313849	1.551651982
YGL127C		3.317180999	0.390035587	1.820886641	1.617640918	0.992911772	1.96516801	0.777932961	0.735748783	5.374353905	2.146264215	0.61883866			1.568093447	0.0
YGL129C	4.137511409	1.964372399	0.780071174	1.726470297	1.458258404	0.835058734	0.650496118		1.045238994	0.92279813	1.457454506	1.496895181	3.4108550744999997		1.318256122	0.0
YGL131C	3.315116366	0.845012477	0.380071174	1.094808898	1.256463438	1.073590519	1.162360667	0.786377675	0.938856747	1.356557647	0.756524723	1.173710305	0.7854989665	0.645406229	3.718108616	1.652147577
YGL133W	1.258815633	1.259585985	1.501049794	0.713894269	1.176065551	0.892415275	1.326868208	0.687070932	1.087317191	1.329883131	0.873692042	0.910958431	1.022156189	10.93641775	3.797458807	1.423017621
YGL136C	1.954179359	0.619492655	3.60311885	0.746657533	1.194552079	1.088196268	0.70122525	0.815087581	1.029753003	0.912285516	1.172017953	1.094181928	1.0104629375	0.0	3.627593388	2.130506608
YGL138C	0.927151634	1.773767811	0.888044806	0.539731658	0.809239185	0.982291637	0.942706901	0.694503457	0.895829845	1.034062653	0.753443798	1.010387499	0.806655875	0.888441671	2.819126148	1.455176211
YGL139W	0.559682999	1.012346445	0.599288256	0.477653895	0.825882104	0.998917254	0.868269795	0.677944372	0.872985679	0.850267573	0.8370645	0.821886873	0.779944783	0.828718163	2.800137703	1.495374449
YGL140C	0.49372709	0.947949216	0.681850534	0.570770539	0.884654085	0.947835928	0.875003194	0.638065155	0.905318593	0.817695072	0.710469307	1.015971426	0.830527511	0.773789973	4.055066421	2.632984581
YGL141W	1.70818372	0.533837254	0.952313167	0.582841215	1.130189457	1.043951474	1.025786146	0.768832584	0.916264867	1.006647073	0.825596819	1.065766653	0.829211938	0.866208832	5.033076665	0.285407489
YGL144C	0.772626362	0.109010745	3.338297312		1.05624945	1.084731669	1.040558165	1.246729651	0.858244241	0.864139265	0.825062229	1.026118186	1.1326729305		7.652302762	0.490418502
YGL146C	2.777685993	0.102346767	1.077490775		0.914696263	1.097268105	1.253418757	1.201256229	0.912407676	1.276441006	0.724876102	1.241373856	0.9441583175		5.683884974	2.958590308
YGL147C	0.0	1.323545601	3.703874539		1.285945034	1.107330245	1.116311719	1.211000534	0.854140951	0.997431335	0.964209629	1.055889506	0.97492082		8.706318165	5.081057269
YGL148W		1.033107034	1.191777005	0.532834129	1.288314457	0.720410745	0.814773965	0.064594972	1.007185475	0.470519896	0.823093395	0.550721967	1.4205654349999999		4.789683009	7.597394454
YGL149W	0.0	1.120045616		0.941512732	1.091564781	1.085391481	1.011221855		1.599955032	1.057299807	1.043441796	0.888989678	0.9167435509999999	1.258988982	8.93900653	5.804625551
YGL151W	0.508802726	0.911870901	1.241038482	1.113950961	1.002546798	0.955903288	1.373061882	1.385044643	0.989713669	1.25384913	0.996950194	1.064911119	0.539712824	1.332226568	12.30355451	6.061894273
YGL152C	0.829159998	0.8145676	1.203694258	0.441441867	0.718751056	1.330727276	0.644459567	0.652068186	1.442106871	1.028073827	0.801683234	0.904935873	0.7448872885	0.558654564	3.401506022	1.105451542
YGL153W	1.313659872	1.117690908	0.290391459	1.051699341	0.94759193	1.8728221330000001	0.914407813	0.729000513	1.93567726	1.193540444	0.900725454	1.087664445	0.4800295295	0.585464752	4.118620436	2.978265279
YGL154C	2.068755704	0.366606733	0.424199288	0.437993102	0.905696607	1.159493773	1.038033059	0.773133692	1.13536038	1.169867087	0.82547855	1.081930627	0.829715384	0.966692544	0.825060941	0.241189427
YGL156W	0.0	0.971791817	1.180071174	1.996630307	0.884884888	1.059370472	0.989905148	0.761489587	1.024454272	0.945926006	0.756644493	1.028688644	0.7934251215	0.919829208	4.337911642	0.313546256
YGL157W	3.201758993	1.427574094	5.180052743	0.491448954	1.012564798	1.324175591	1.278384629	0.68444939	1.206158473	1.169943528	0.822741021	1.26014369	0.7148700485	0.867298677	4.338349211	2.512389868
YGL158W		1.364524093		0.827703501	0.716521802	0.880684668	1.061468904	1.094880903	1.001531146	1.151056093	0.743210818	0.99833162	0.885815374	1.679669165	7.273712504	0.715528634
YGL159W	0.0	1.600846656		1.117399726	1.063546006	1.008853237	1.164873653	1.149015929	1.000874619	1.154444874	0.879738972	1.270243015	0.7230441365	1.52927055	7.803235755	5.145374449
YGL160W	1.344691208	1.119344354	0.415658363	1.135585143	0.983904966	1.091735054	1.04592987	1.029289682	0.94287423	0.872069366	0.905157412	1.13543692	0.8178421284999999	0.732157893	4.973404752	2.657103524
YGL161C	1.055065409	1.370926995	0.353024911	0.472480748	1.01629095	1.160269611	1.139600893	1.317226893	1.014086202	0.928082738	0.903829337	1.109445691	1.004457706		4.000846509	2.6530837
YGL162W	1.292972315	1.642969767	0.290391459	1.280689168	1.153458414	1.209261872	1.494318255	1.654523361	1.226103032	0.986698408	0.999738741	1.186072839	0.712075258	5.388786611	5.183408817	3.171640969
YGL163C	0.0	0.734377496	0.372953737	1.387841304	1.017767419	1.067851677	0.860808138	0.494883977	1.277364071	0.84500948	0.969864951	0.892375251	1.5977595085		3.995438497	0.301486784
YGL164C	0.0	1.332564269	0.32455516	1.193825291	1.22066833	1.077674707	1.279691253	1.495477818	0.92442588	1.119556995	1.03293447	1.211359212	0.710124449	0.569770983	6.17200869	3.5655837
YGL166W	1.505679178	0.832369275	0.97702619	1.056724071	0.987280567	1.341880192	1.254885652	0.819710115	1.481194805	1.330898062	0.879348265	1.477210178	0.806602152	0.0	4.046006833	5.892213377
YGL167C		0.648279428	1.006289571	1.158958972	0.877083499	0.939657	0.886206135	0.739342749	0.945536739	1.20423831	0.936162619	0.737449493	1.6650889895	6.353183553	2.985391444	0.369823789
YGL170C	1.137815637	2.198889218	0.680427046	0.493173336	0.947604007	1.064422393	1.004525697	0.661249059	0.970092015	0.867346834	0.840110982	1.042395435	0.7765441575	0.916559673	3.867351699	2.6530837
YGL173C	0.0	0.395362874	1.019768055	2.203760571	1.467483348	0.859900576	0.324231337	0.635274531	0.875806325	0.680015474	1.362662301	1.008977122	3.0945178550000003	0.0	6.013422009	4.309251101
YGL174W	6.260157984	0.383725778	1.539272536	1.489866301	1.286820621	0.733051633	0.613611444	0.888897129	0.74663474	0.433764023	1.472343193	0.903965555	2.6610425255	0.0	9.663484898	5.603634361
