orf	hap a | abundance of a lysin-related metabolite | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of arginine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of biotin | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of N-acetyl ornithine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of leucine + isoleucine + citrulline | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glutamine + valine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of methionine + proline | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of threonine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of alanine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of serine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of asparagine + tyrosine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glycine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of lysine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of ornithine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glutamate | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of aspartic acid | minimal complete [standard] | Cooper SJ~Fields S, 2010
YAL004W		1.355684854		0.703684992	1.172069302	1.508307114	0.901307159	1.28437988	1.808553966	0.453895677	1.361483185	1.204610444	0.6774626215	0.734968361	0.902132164	0.890399698
YAL005C		0.532775562	0.318278914	0.133497993	0.545810329	0.653070401	0.590081108	0.428282646	0.823910451	0.263513336	0.719861239	0.515424324	0.354860487	0.05893186	0.306537642	0.368547924
YAL007C		0.655951527	0.262740311	1.056912232	0.857829378	0.962162076	1.031007864	0.546406338	1.110575716	1.177856942	0.855911687	0.844395929	0.369063203	0.110177515	0.403306144	0.745529013
YAL008W		0.700830298	0.258468111	0.393737519	0.977302888	0.944960094	0.905943493	0.916037124	0.996157942	0.439390356	1.123170212	0.882361228	0.49026812399999997	0.544035655	0.487900544	0.911222656
YAL009W	0.0	1.633923076	0.267012511	0.39779913	1.095166357	1.033210064	1.084407421	0.891140189	0.876589027	0.431066214	1.186385661	0.98846733	5.397267553	1.178646728	1.310747556	1.658008574
YAL010C	0.0	1.05	0.487030821		0.838864419	0.412472522	0.74497992	1.53254103		1.896521535	1.275809109	1.104336804	1.6094218535	0.359449694	0.188220023	2.924888078
YAL011W		2.579104478			0.833247569	0.786002271	0.404340767	1.053763441	0.398377663		1.019351596	0.515512333	0.046117994499999995	0.855054574		0.430221633
YAL012W		0.839452883	0.555175238	0.383919629	1.066922408	1.494586208	1.172612814		1.468128123	0.546786754	0.822860854	1.194575899	0.632611342	0.625708104	3.445364241	4.399323284
YAL013W		0.634328358	0.982606042	1.572801183	1.134603811	0.907643743	0.716568401	1.604980192	1.052214412	0.412547244	1.051073692	2.247075203	0.8360132985	0.319650485		0.572597137
YAL014C		0.331727798	0.69636863	0.241432541	0.994273497	0.852811739	0.608067555	0.546228156	0.645846147	0.262908948	1.064265084	0.804715762	0.4016309025	0.034562471	0.420786906	1.154756031
YAL015C		0.748699922		0.127817228	1.021512399	1.02397339	0.898677738	0.842045824	0.890718889	0.34812771	1.109040564	0.783541986	0.4285261685	0.670108014	0.564378877	0.572064113
YAL016W		2.083276092	1.211538462	0.658003401	1.157850939	0.633657063	0.461854736		0.567835097	0.412192903	0.413047522	0.225054379	2.8889622565		0.697318699	0.850809233
YAL017W		0.522159718	0.390906317	0.453041062	0.946017436	0.897656319	0.785742753	0.828075016	0.910827601	0.278623046	0.912607994	0.661590478	0.31988795000000003	0.372590517	0.893796949	0.578916261
YAL018C		1.000323323	0.480622521	0.648500233	1.022428752	0.994748854	1.496247976	0.287991789	1.68225651	0.36323742	0.847083848	1.101391729	0.48671592750000003	2.378948483	2.96611559	0.940921319
YAL019W		1.196549914	0.292645713	0.663849985	1.032493082	0.97879117	1.389194463	0.916964318	1.548132204	0.694937635	1.004908713	1.161498744	0.9206387825	0.652945318	0.151435369	4.78619633
YAL020C		0.698908884	0.249923711	0.664730458	1.033412678	1.011549439	0.84016372	0.793357194	1.219129646	0.411121397	1.071174157	0.787430631	0.655989977	0.157311608	0.39345883	0.709087314
YAL021C		0.379621218	0.307598413	0.681833671	1.778133668	1.110810553	1.467903401	1.263202948	0.616039912	0.353464229	1.381886036	1.124272549	1.3188223694999999	0.831558505	0.736636114	1.197811308
YAL022C		0.469910717	4.383629336	2.685718978	0.863770865	0.686775082	0.636433863	0.85407934	0.309817687	1.080302702	1.010754062	0.343392671	0.8010122975	0.394602754	2.883171269	1.015385161
YAL023C		1.625076282	0.309734513	2.845117429	0.993605995	0.830826999	1.022924208	0.941352457	1.253674918	0.584893492	1.162635493	0.784299022	3.545196678	1.747533908	3.755157118	1.523994378
YAL024C	0.591189965	1.66952423	2.169014085	0.633317603	1.143845728	1.158443502	1.040729153	15.18921095	0.826072405	0.965537286	0.855281172	0.894032438	1.2583520570000002		8.75332694	0.651346398
YAL026C		0.561940299	0.888617638	0.818592428	0.949736165	0.46862596	0.962103734	1.004527448	0.401053451	0.236766245	0.867666359	1.645450201	1.005683733	4.67619753	0.193412299	3.283921959
YAL027W	0.5	3.783103349	0.560064935	2.541629364	1.364545851	1.924263294	1.889097459	4.022378314	1.941102839	1.913051546	1.03688496	1.348508005	1.689632759	36.18178121	1.6741219	1.54940771
YAL028W		0.483306838	0.604516326	0.37066996	0.844597338	0.870595242	0.874689876	0.685342388	0.51248112	2.287423546	0.874695858	0.545780414	0.39094948350000003	0.172849882	0.906042263	0.168684021
YAL029C		0.631414569	0.410131218	0.358709042	0.893821743	0.85964562	0.782008561	0.720845059	0.890669192	0.357707473	0.978820265	0.861179178	0.28441494349999996	1.381049357	0.375360027	0.610629166
YAL030W		0.888059701	0.559658224	0.77260409	0.932397192	1.013241376	1.00606682		1.606102596	0.258290449	0.775850996	0.839016686	1.160977556	0.420195854		0.944011496
YAL031C		1.434328358		1.903917221	1.892390214	1.221082022	1.233658036	0.569326542	0.742137764	6.838717943	2.288235458	2.160962534	2.2386627795000003	0.944707528		0.54474106
YAL034C		1.097761194	0.542569423	1.195696805	1.4213074	1.068957255	1.043450397	0.348047538	0.577655481	7.72001452	1.841445366	1.768800781	1.7575794245000003	0.813160671		0.45498259
YAL035W		0.994029851	0.504119622	1.214092141	1.020557324	1.279131549	1.739981201	0.176570458	2.38947898	0.828681856	0.658121806	0.882073021	0.8521631315	4.34565463	4.528963167	1.281379539
YAL036C		0.512686567	7.608788526		0.696733679	0.810213883	0.629539434	1.186757216	0.912129022		0.770266119	0.833198263	0.38063223599999996	2.315476057	0.14797988	0.331177804
YAL037W		0.964179104	0.45712542	0.97495278	0.922384545	1.147134508	0.86580364	1.432371251	0.957617424		0.972885426	0.6551545	0.975010806	0.405532988		0.584977616
YAL039C		0.932231635			1.05838065	1.057039295	1.042400403		0.940710808	0.890748234	0.811350465	1.040711346	0.59936407	0.0	0.912443184	1.131422765
YAL040C	0.0	2.126865672	0.734818431	1.903917221	1.596895033	1.342869347	1.586259933	2.691001698	1.281702611		2.15241127	1.890987677	2.383197387	1.268547404	3.319162745	0.550931299
YAL042C-A		0.668344244	0.301190113	0.416194465	0.640973822	0.700286141	0.72941706	2.017431467	0.821993858	0.069355769	1.481128097	0.714056577	1.2657491109999999	0.11730293	1.460029246	1.243386481
YAL042W		0.831343284		0.818592428	0.909441368	1.009886755	0.768008203	1.382569327	0.953210243		0.960151909	0.794796667	0.8427076355	0.281527033	2.679214668	0.851157906
YAL044C		0.258802432	2.606666667		0.732973333	0.952916499	0.30388736	0.085315244	0.474690875	2.306357154	1.065007328	1.117932366	0.9233801115	0.05215791	0.152020195	0.300226607
YAL045C		1.026865672		1.085324793	1.255488204	1.330325982	0.834700504	1.767402377	0.903314661	0.159039952	1.315573427	0.932111464	1.117017164	0.421033732	2.872626967	0.600453214
YAL046C		1.010447761		0.515069393	0.940456151	1.025055476	0.805690849	1.405206565	0.583794054		1.010639189	0.602788687	1.1148103205000002	0.496442759	2.531234788	0.659260487
YAL047C		0.860128376	1.124016327	0.972295053	0.970985023	0.969756357		0.829586103	0.293726935		0.634318184	0.139758774	1.317451325	0.428026943	1.56518525	1.47668778
YAL048C	2.032592593	0.376865672	0.555386024		1.018847848	0.980861992	0.370246945	1.468024901		2.813691785	1.334115216	0.435218087	0.0617642845	0.805619768		2.559663958
YAL049C		0.910633332	3.209637677	0.239139361	0.879664235	0.973644544	1.115385164	4.235946916	0.4124223	1.770365783	0.986563525	0.553025124	0.567986042	1.497488453	0.1304814	0.625809738
YAL051W		1.520895522	0.572474825	0.984150448	1.095041647	1.301301218	0.921729471	1.511601585	0.922045179		1.026053447	0.714502421	1.18781611	0.425642061		0.482838667
YAL053W	41.49530864	0.17238806	0.713457431	1.053132956	1.182713357	1.018929647	1.234256174	0.567062818	0.905203453	0.487881959	0.555360085	0.52947655	1.483821164	7.019742502	4.545838066	0.674736086
YAL054C		0.967184577	0.626920961	0.492832999	0.895716437	1.298428057	0.640595647	0.516791343	1.099870437	0.483827578	0.694427672	0.760320454	0.8174855285	0.912490731	4.081673395	4.284056862
YAL055W		2.250746269	3.067439731	1.954504394	0.94558458	1.260024795	2.008245749	1.209960385	2.668233165		0.623942364	1.055462045	2.5161222260000002	0.893178027	0.260911894	0.832587188
YAL056C-A		0.780769408	0.383782677	0.264114922	0.841377679	1.581499159	0.643996671	1.320221537	0.905064712	2.925549979	0.640073056	0.309208856	0.875429632	1.230944378	2.195519252	1.633789172
YAL056W		1.124214291	2.793757298	0.641537324	0.970757834	1.450206441	0.67361738	0.740237691	1.269999884	0.252634345	0.818310105	0.812327405	2.032748842	4.799035262	0.88988612	0.300226607
YAL058W		1.278440446	0.796765334	0.667639241	0.90496362	1.076288159	2.110337327	1.068470598	1.971667581	0.485928262	1.190982277	1.306073188	0.756131788	0.898794914	0.641400719	0.399270436
YAL059W	0.82962963	1.110628916	0.480622521	0.544961813	1.027952002	1.059995109	1.024657829	0.331269244	1.405180641	0.610076496	1.004585365	1.127597957	0.404065859	1.992946668	0.461762426	0.932826523
YAL060W		1.413672104	1.604211169	0.858549268	1.113514503	1.11125858	1.01511694	0.891408188	1.216745565	0.494389699	1.006237388	1.084178957	0.72563144	0.620813549	0.918437734	0.81865915
YAL061W		1.315021287	0.258468111	0.682516427	1.129078798	1.183404039	1.114207431	0.488681962	1.528346939	0.534883721	1.232358136	1.626990189	0.980682	0.792693912	0.736326545	0.789189171
YAL062W		0.786058902	1.228257553		0.823981831	0.876997103	0.580388954	1.032142497	0.798669991	0.465379057	0.878500586	0.665905762	0.4898390755	0.287110813	0.417077197	1.012376156
YAL064C-A		1.037814566	0.416666667	0.330396476	0.776574124	1.149222016	1.779364614	0.094534829	1.352790402	1.146106177	0.742243155	1.156919375	0.58904768	1.054951142	1.613504205	2.276272486
YAL065C		0.726865672	1.619163869	1.333661821	1.172212289	0.916832488	0.728232077	0.308998302	0.294966314	7.323012534	1.387283237	1.735053924	1.106917122	0.502726844	0.279084861	0.445697231
YAL066W	7.829787234	1.169173861	0.262740311	0.600478595	1.084711373	1.177612048	1.134088596	0.388710229	1.585273866	0.427906977	0.976031435	1.240952326	0.5933850270000001	0.370559989	0.699059271	0.505366584
YAL067C		2.118714401	0.69423253	0.749944438	1.141989954	1.152528441	1.257951594	0.520015853	1.393889844	0.747170145	0.799095317	0.998863864	0.7055956385000001	3.497336187	0.53143716	0.759780591
YAL068C	15.17021277	3.075069974	0.24351541	0.991853286	1.510345225	1.228212341	1.171144852	0.406742729	1.887515892	0.890578569	0.668275075	1.243826499	1.857167204	1.123728329	1.325551742	0.996862157
YAR002C-A		0.779483508	0.622334385	0.169529533	0.835152091	0.885054276	0.911808933	1.149514131	0.804648333	1.936488288	0.78380007	0.993769446	0.40685284	0.595134797	1.859440882	2.206960129
YAR002W		0.486846554		0.650447669	0.830273358	0.862046663	0.44994788	0.437495724	0.681872913	0.627355144	1.139038069	0.750092994	2.0930647175	1.116022099	0.609329406	0.604853524
YAR003W		0.783154122		0.238592158	0.970216238	0.984001924	0.75604381	0.344645912	0.977794797	0.623728814	1.138126474	0.879021445	0.31106007950000003	1.394106814	1.009513986	0.738277096
YAR018C		1.087238791			0.753161975	0.859587888	0.879533155		0.703401621	2.111733018	0.798101504	1.427365289	1.961476126	1.550644567	1.257990527	
YAR020C		0.703049976		2.258104353	0.646674827	0.906304621	0.806840845	1.964009579	0.834531027	2.389751675	0.908860308	1.411846123	0.4433583705	0.458563536	0.597467461	2.65068162
YAR023C		0.858203151		2.306390861	0.769481844	0.931875885	0.986819997		0.706141638	1.367126527	0.698737639	0.624347961	0.5545629995	0.403314917	1.349764525	0.0
YAR028W	1.998024691	0.934079451	0.670735429	2.163389374	0.974688079	1.248603646	1.21057651	0.296264856	0.939557781	1.887114814	0.668062886	0.958274717	0.595697819	2.258428947	1.24792519	1.69727888
YAR029W		0.630224638	0.845895636	1.608819491	0.846636742	1.019950033	0.840736811	2.950248047	0.575436923	0.589524033	0.853502066	0.853101741	0.378378512	0.638331988	0.454452582	0.770684795
YAR031W		1.13533923	0.598108026	2.706841389	0.920565772	1.277663234	1.552758718	4.23212544	1.264626149	1.450492195	0.895627233	1.313371429	0.851009609	0.29577096	2.179400822	0.574144697
YAR035W		0.541286265		0.482865082	0.51121991	0.654034263	0.811657805		0.623549684	1.154381816	0.525990369	0.502582202	0.2638410215	0.226519337	0.618069787	2.890844049
YAR042W		0.667664164		0.508428527	0.691962464	0.817296951	0.956166614		0.668564256	1.203941663	0.699193437	0.55192519	0.49890855450000005	0.139963168	0.176680555	8.143285314
YAR050W		1.485747703	2.279441253	0.509170005	0.875447005	1.555205185	0.738420181	2.374756595	1.035035032	0.53104696	0.675650567	0.805430362	1.1546425875	1.49391908	5.042991825	5.066509016
YBL001C	12.05292125	2.275198174	0.714237856		1.00580784	1.193621451	0.476103454	1.234421803	0.543798664	0.478672641	0.998703734	0.669422222	1.511384762	2.873647826	1.824821496	1.533706219
YBL002W		1.645140199	2.408908046	0.0	0.817408945	0.85412217	0.988893321	1.017746243	0.608169236	0.316797868	0.857543861	0.897482687	1.2095239185	2.859211116	1.460574165	1.337636815
YBL003C	29.44707875	2.300128633		4.243097498	0.978464096	1.161912719	0.508744042	1.179051795	0.609952649	0.405183481	0.995920814	0.702261045	1.2049940315	2.98176383	1.316762528	1.050654546
YBL005W		1.274430278	3.458825257		0.773412151	0.789370025	0.977135784	0.948618123	0.630487419	0.262177546	0.824080212	0.746078969	0.938647078	0.505465942	1.252575807	1.286274135
YBL006C		0.992724515	0.769179229	1.984003199	1.146348428	0.889186485	0.990741689	1.086442269	1.156954966	1.531015335	0.545999841	1.300849458	1.7115186145	1.380099876	2.241657125	2.992394516
YBL007C	16.4	0.294209785	0.906532663		1.303836483	0.768348625	1.268484197	1.231275285	0.713520657	0.358507933	1.148709412	0.636837597	2.711584897	0.30296803	3.366464943	4.186642411
YBL008W		0.945451817		0.0	1.146534572	0.931118863	0.884791681	1.070560689	0.760412071	0.393266319	1.19001482	0.797288012	0.9851148175	0.507802457	0.992727551	1.360623936
YBL009W		0.892931578		1.377324535	0.919577774	0.825028664	1.011437474	0.984339367	0.750904501	0.510451738	0.907246766	1.002434724	0.6909096994999999	0.901815345	1.186256496	1.485310724
YBL010C		1.106398936			0.998736375	1.076304035	0.997030386	1.252212916	0.813582992	0.428024706	1.137483627	0.78712916	0.878641519	0.935176463	1.160862746	1.081450175
YBL011W		0.202170642			1.18048015	0.759997696	0.389656024	0.829570909	0.497934468	0.527334383	0.77216726	0.710371269	0.5975607869999999	0.611464473	0.775661711	0.946474308
YBL012C		1.010125455			1.000785365	0.744268313	1.525284412	1.163612638	0.948484099		1.032677442	1.090098067	0.7790711635	1.16202648	1.495270302	1.301612039
YBL013W		0.658257313		0.0	0.830672487	0.70610066	0.791388905	0.91143918	0.560051621	0.314811675	0.861275404	0.653101072	0.616607759	0.792827309	1.003779972	0.571981688
YBL015W		1.037854245	1.11302682	1.25434913	0.942891717	1.021532537	1.244996976	1.152591426	0.936664494	0.361487223	0.967913383	1.017284391	0.870931982	1.040554978	1.149260617	0.432523255
YBL016W		0.935273524	1.128927203		1.118243896	1.172531229	0.851882595	1.250358025	0.937977421	0.50052077	1.219237273	1.040376923	0.771919248	0.856757344	0.83515545	0.619578134
YBL017C		0.767455415		0.951009798	0.903165376	0.961213416	1.038097419	1.030537506	0.798249036	0.410148965	0.987836949	0.702001529	0.5362923395	0.688341924	0.800034193	7.668463262
YBL019W		0.270434164			1.539522314	0.833034259	1.277128248	1.211405937	1.456157108		2.129655657	3.323741297	3.262375352		1.701867568	2.736619101
YBL021C		0.73474255	1.764942529		1.069805045	0.778409062	1.208617273	0.96357456	1.546659493		1.146170063	1.303886452	0.438732295	0.579455564	1.203745297	1.305654313
YBL022C		1.453938291	1.442211055	4.494057013	1.063005112	1.382484706	1.801661675	1.541184157	1.319411097	0.597844253	1.217827939	1.789891715	4.335756399	0.794804305	3.415622463	1.519692264
YBL024W		1.541633388	1.542337165	0.565686863	0.908947839	0.851549329	1.818137604	1.077192567	1.070962291	0.241322514	0.884198989	1.238519347	0.9594403284999999	1.37215978	2.131610555	1.533656825
YBL025W		0.681530864			1.092020121	0.985118429	0.858969208	1.275167979	1.231206021	0.491582899	1.297377177	1.124225163	0.8523465035	0.416031872	1.129254606	1.660939043
YBL027W		0.370704489		0.0	1.150588467	0.909315877	0.679466253	1.122432347	0.290045386	0.485624319	1.229344568	0.336065477	0.5116768855	0.397210517	0.819734456	1.25468253
YBL028C		0.526340662		0.0	0.985078489	0.942973223	0.66698424	1.035811431	0.595761424	0.358507933	0.979963012	0.636383773	0.7038199030000001	0.711623734	0.651746398	0.952499432
YBL029W		0.83931065	3.031644814		0.974885325	1.10568856	0.910135242	1.083279617	0.871073719	0.597844253	0.967514869	0.800665276	0.76755029	0.996059848	0.929322015	1.142735143
YBL031W		0.942589689			0.754103915	0.480317653	0.852726293	0.714201464	0.569042701		0.804638089	1.181403523	1.5813226839999999	0.818558868	1.755173277	2.68811182
YBL032W		0.920112627		20.31457979	1.474684075	1.040531684	1.772359135	1.501538913	0.780720665	0.913649025	1.082779296	1.381359909	2.9385661465	2.861359548	1.855860572	1.919701971
YBL036C		0.776952403			1.007815147	0.87229612	1.241565299	1.525531243	1.493886335		1.322206606	1.184743966	0.881505015	0.986787903	1.232054543	1.36224614
YBL037W		0.803796333	2.558857987		1.116989988	1.204790264	0.845649116	1.302041444	0.803133969	0.709071091	1.165081254	0.720629935	0.755601662	0.892899845	0.89585301	2.28874376
YBL038W		0.821478773	1.311781609		0.981352068	1.180156841	1.114312714	1.21814431	1.107041698	0.573016834	1.054689622	1.064405491	0.8287470455	0.866108492	0.982322803	1.587354967
YBL039C		1.07838362	2.797363734		1.129599595	1.123874262	0.785203195	1.120798452	1.030285286	0.489596706	0.983830255	1.039657377	0.875215987	0.972292032	1.259581974	2.349933012
YBL042C		1.116135609	1.291122278	4.117773943	0.893260996	1.214193264	0.510834458	1.091237206	1.007765581	0.521375802	0.944213389	0.814710665	0.9941955945	1.137127832	1.168315492	1.572077565
YBL043W		1.022448952	1.446934866		1.179339544	1.384556082	1.189733696	1.441871288	1.331964444	0.455831416	1.182630492	1.370184281	0.729996648	1.027547024	1.103099356	1.381045878
YBL044W		1.158235651	4.312897822		1.234354632	1.309268117	1.460874629	1.688101777	0.96941247	1.525396633	1.22468159	1.591765273	0.8319817629999999	1.405742372	1.858948004	2.379990094
YBL048W		0.926074511	2.197654941		1.056513377	1.057485786	0.988098263	1.300011941	0.640285115	0.782560252	1.060667118	0.949085226	0.8566000505	1.012527723	1.315526932	1.949479941
YBL049W		0.969765352	2.499832496		0.991449504	0.985470625	0.971166878	1.215896139	0.627044359	1.199660894	0.955344099	0.956311763	0.841102069	1.167355991	1.38979055	2.379990094
YBL051C		1.194216344		2.164367127	0.957058599	1.05477845	1.399227022	1.34540777	0.819981085	1.346639215	1.062275103	1.195751031	0.9914426355000001	1.43277588	1.473484467	1.819514611
YBL052C		0.885810401			1.081609443	1.152242577	0.833979246	1.430413686	0.56651519	1.376432118	1.14307635	0.756377566	0.80041317	1.209135048	1.108060319	1.502724121
YBL054W		1.297875008	2.499832496		1.061780453	1.097373883	1.367534943	1.287995397	0.892332357	1.344653022	1.005392633	1.435672068	0.8969771955	1.167355991	2.064057042	2.745517583
YBL055C		0.896090599		2.295540892	1.024291269	1.115783774	0.949025837	1.336951684	0.6615649	1.100351217	1.090615839	1.082535281	0.8633180455	1.046934005	1.319063295	1.892620109
YBL056W		1.2067916	1.883915023		0.747101143	1.159217583	0.631702651	1.201715983	1.479555699		0.852086036	0.89221163	0.8605148345	1.565203383	0.901435839	0.565634218
YBL057C		1.028212821	1.637329287	1.856623812	0.744382764	0.712886869	2.403506854	1.125893816	0.545289951	34.45487397	1.015996404	1.571345886	0.8057329945	1.063391059	1.748223432	1.335791544
YBL058W		0.51463397	1.449924127		0.656035448	0.653612731	1.517866544	0.994185483	1.747892125		1.303226861	2.046979277	1.7151365465	0.497301651	1.400296262	1.271878073
YBL059W		0.332626056	1.696509863		0.474810186	0.587772296	0.808673638	0.600367762	0.476180826		0.695302205	0.434933219	0.3193737475	0.462907773	0.314617763	0.488938053
YBL060W		1.952496485	1.499241275	4.009968325	0.764317543	1.418497572	0.394781433	1.093538667	0.513062005		1.003292576	0.856299713	1.3129254110000002	1.537575513	1.769562271	0.866027532
YBL061C		0.782215349	0.690440061	0.55148604	0.805103392	0.811782249	0.996960602	0.405002185	0.797764357	0.448356136	0.859171175	0.699167132	0.7910536365	0.902205932	0.89068773	0.274827925
YBL062W		0.555131311	0.547420334	0.706694686	1.212327574	0.93413078	0.710577949	0.39496159	1.411421601	0.754747805	1.462914373	0.594701685	0.7939132345	0.311236408	0.984914928	0.716718183
YBL063W		0.866515935	1.420333839	1.297093348	0.630663912	0.965600562	0.413892205	0.835677935	0.851024582		0.818312444	0.671153829	0.4918739205	0.831655256	0.701319165	0.466568338
YBL064C		0.968866829		0.564695287	1.233359207	1.221492409	0.697188335	0.68511973	1.283979477	0.70982234	1.474977267	1.466393039	1.1642078165	0.940586653	0.861351091	0.519296952
YBL065W	22.0	1.988539491	1.267450683	0.617532273	1.288457785	1.441893369	1.200727451	1.58602677	1.172678589	0.699040229	1.054356677	0.97644854	0.9693323094999999	1.537095541	1.863198138	0.675187696
YBL066C		1.118425439			1.17751114	0.954597578	0.381691863	0.873915839	0.970802242		0.927069607	0.446903858	0.7707732064999999	1.213370922	0.975080857	0.744591937
YBL067C		0.628312658		0.617532273	0.880995277	0.993236296	0.532654511	1.346017512	0.706485106	0.631652032	1.015238685	0.367636547	0.7703336935	0.668957543	0.786454664	0.281219272
YBL068W		0.996057992	0.798937785	0.700090063	0.637415023	0.749306804	1.451826388	0.442824977	0.810112576	0.345027568	0.636406809	1.064232728	0.7236582845	1.16325475	1.357827038	0.983856547
YBL069W		1.299944417	0.71016692	0.927516254	1.239153412	0.771539281	1.212442409	0.936976615	0.911698952	0.357606698	0.676709668	1.405048928	0.812735134	1.199464199	1.526652591	0.828347607
YBL070C		0.701505959	0.650986343	6.485900052	1.266217996	0.93110152	0.673397606	0.390037711	0.853548967	0.46902185	0.852428305	0.965316832	0.7032663020000001	0.758278849	1.25451523	0.492720557
YBL071C		0.596861326	0.621396055	0.482137496	0.80785929	0.730760773	0.982368422	0.341433514	0.728573007	0.479803962	0.862845266	0.864101356	0.548425166	0.61076685	1.050532952	0.314773845
YBL072C	1.762470309	0.465570967	1.597875569		0.56859426	0.655032471	1.269164713	0.686974979	0.826724367		0.674852141	1.101298792	1.64076879	1.924365687	1.075789769	0.741396264
YBL075C		0.512635775	8.903877602	0.920321517	0.776822874	0.917727877	0.490023246	1.20021165	0.639396149	1.146998252	0.815091947	0.72367267	0.3997791055	0.500617296	0.756150513	0.29719764
YBL078C	0.93111639	0.572456935	0.729893778	0.59111378	0.843354563	0.808341331	0.875383583	1.271466749	0.405014794	0.537308556	0.972994679	0.518085298	0.4299013605	0.453604511	0.958066571	1.993455261
YBL079W		0.675576499	2.273520486	0.752927049	0.866024995	0.87437981	1.430142493	0.510954268	1.102575053	0.516642843	0.937257074	1.675958886	2.3354857190000002	2.811274281	2.103299002	2.995283941
YBL080C		0.736920758	0.577010622	0.462323627	1.174270646	0.924706195	1.018654267	1.751086685	0.655428674	0.658607311	1.530145927	1.378054027	2.6861789685	0.527719137	2.193685831	1.522641287
YBL081W		0.438562187	0.724962064	0.455719003	0.998702774	0.983586353	0.59229377	0.423666224	0.92488643	0.521135389	0.961528238	0.661860462	0.420280031	0.445252131	0.898506519	0.209316618
YBL082C		0.487032872	0.0	0.356649655	1.268944742	1.016528925	0.68641904	0.47797379	1.85286672	0.743965693	1.454885176	0.549068384	1.005047688	0.472774869	1.468008626	0.620793189
YBL083C		1.008947036	0.0	0.511858301	1.03017682	1.120143586	0.999646489	1.575927872	0.94133262	0.65950582	1.183236025	0.677969331	2.353078011	1.12679277	1.304111584	0.555281881
YBL085W		1.441399838		0.607625338	0.637648833	0.662773774	1.561857756	0.914341125	0.814467851	0.654114764	0.541129105	1.785003504	0.9590274594999999	1.291183879	2.131237905	0.689827187
YBL086C		0.748212008	0.596737481	0.330231162	0.624747156	0.771504011	1.071771179	0.396538788	0.839581511	0.364794772	0.744886415	0.750006581	1.007491903	0.867178831	1.12031381	0.40105703
YBL087C	0.0	0.855591764	0.517830046	0.528369859	0.963451391	0.836069451	1.256752801	1.144687622	0.765410615	0.493281601	0.977766185	1.277958787	1.0671942765	1.023878376	1.5419355	1.711732194
YBL088C		0.710094642	1.331562974		0.569953449	0.745540886	1.372572316	0.774562654	0.711082914		0.70986513	0.723026598	0.551142307	0.776963351	0.953481788	0.58480826
YBL089W		0.62138288	0.596737481	0.932691677	0.798970602	1.013060374	0.5432742	0.504005005	0.982569492	0.474412906	0.907326319	0.628162859	0.422439248	0.473056786	0.792105468	0.309980334
YBL090W		0.523602475			0.907938563	0.579431324	1.247959609	0.852672559	0.727972425		1.196948493	1.283252506	0.7218903415	0.539589207	0.959206843	1.367748279
YBL091C		0.655995237	0.512898331	0.577904533	0.90563389	0.931386531	1.121101636	1.34896702	0.839358677	0.588523586	1.013973654	0.941144419	0.47605698350000003	0.598665451	1.150411798	0.57720088
YBL091C-A		0.922991164	0.368705036	0.534927627	0.797758633	1.031039265	1.195233535	0.112659927	1.169153024	0.981981222	0.741883197	0.94590348	0.6344454435	0.979193196	1.967727336	2.83465242
YBL093C		0.571714695		0.0	0.621728407	0.96310227	0.648609219	0.558730425	1.318249674	1.141028803	0.724001256	0.85866994	0.3119757825	0.163351945	0.455218559	2.33178562
YBL094C		0.710358421	1.380880121		0.640178238	1.050430017	1.180155636	0.890910462	0.997687588		0.897943757	0.853905585	0.6153261325	0.657430528	0.824668064	0.760570305
YBL095W	0.5	1.188209583	1.931696905	0.5	1.025384331	1.304052487	1.313845903	3.341454459	0.991618761	1.01666759	1.000191636	1.121901771	0.88398778	0.467972194	4.751726421	5.987947471
YBL096C		1.129273133		1.033123028	0.86311483	1.279675316	1.025777705	2.543767232	1.025140718	1.114864241	0.940443823	0.938287218	1.3266124335	1.171904125	7.75754186	5.059517648
YBL098W	0.5	1.511344803	3.842049093	1.09148265	0.806752552	1.354192605	1.140523333	1.815203485	0.956068671	0.655628772	0.438744074	1.811712956	0.9348014505	1.273724274	8.241410119	3.540006211
YBL099W	1.0	1.326009967		1.0	1.319346182	0.935427977	2.099473854	2.881672783	1.83792403		1.809189153	2.832444153	3.7986449965		2.829615943	3.795404003
