orf	hap a | abundance of a lysin-related metabolite | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of arginine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of biotin | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of N-acetyl ornithine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of leucine + isoleucine + citrulline | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glutamine + valine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of methionine + proline | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of threonine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of alanine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of serine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of asparagine + tyrosine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glycine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of lysine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of ornithine | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of glutamate | minimal complete [standard] | Cooper SJ~Fields S, 2010	hap a | abundance of aspartic acid | minimal complete [standard] | Cooper SJ~Fields S, 2010
YAL024C	-0.04185631308904921	1.3763725315185136	0.6869797165702368	0.10264106165660497	0.6963608429894909	0.8118793452058806	0.3419674179402507	10.496497579116415	-0.2989315122830031	0.008228790438236157	-0.23554710627538358	0.0027141329216756054	0.5383918369495091		3.4438931925816223	-0.1838740839282498
YAL026C		-0.34576045035041636	0.07009251209284231	0.1879179945544613	0.049426966538362295	-1.980520165515087	0.1803016191948827	0.2636210772315466	-1.5177398708634096	-0.43819287106546867	-0.20071499636401335	1.5419384520107502	0.29391600700889503	3.525070187366837	-0.46733052471551545	0.7682842440063153
YAL027W	-0.057297131558253986	4.662682678085074	-0.08820217776829074	0.9809847545516703	1.4319164946480893	3.911937958214063	2.0863414583475244	2.4407084411145776	2.898592739848911	0.588645500832267	0.2751955336167045	0.9336740856985652	0.9556887338839286	31.675206339943525	0.20924006655199415	0.1409395965922167
YAL028W		-0.46802412073821303	-0.06678576850429217	-0.018248462475403293	-0.3009827086234666	-0.3533379643676728	0.00056545556331992	0.03335994382196518	-1.198203593536985	0.8179737271996822	-0.18094522770489918	-0.7106546625838839	-0.3008861567931368	-0.498656232723597	-0.1417133505087656	-0.3584449523392108
YAL029C		-0.23773799858890987	-0.1604393288114276	-0.023753745784578003	-0.1369262105793684	-0.3976623215400505	-0.19000139939036956	0.058971685372548606	-0.11369011730032617	-0.36410817105602034	0.11189433855116454	-0.06458336687585889	-0.40396643085171463	0.5808660534263378	-0.38419438388843913	-0.19860082230324147
YAL030W		0.16130809993498163	-0.08839812864929175	0.16675082079672093	-0.008360856190245044	0.22409732907668814	0.27069639869362605		1.9379271214048273	-0.4250078371225177	-0.45893659734334064	-0.10998161048647342	0.4441745976447984	-0.27765341432441026		-0.0780220375578757
YAL031C		1.0106769331678516		0.6874633026935502	3.191131211536956	1.0654417177908995	0.7386584927597905	-0.0503342622709875	-0.5396272296444592	3.6059500495207035	3.7944946838018248	2.5979277549199296	1.4869170564497989	0.19099605386776006		-0.22243144269231196
YAL034C		0.48736362253217314	-0.0966314088192425	0.36148882185340436	1.6210930007429527	0.44963666924468326	0.34756270875632933	-0.20996565059719335	-1.0113059147291434	4.145803940589172	2.5379418685835167	1.794613091683518	1.0214323030691577	0.07345936663779863		-0.2548955724894832
YAL035W		0.326076371937474	-0.1151562885993893	0.3699556917247186	0.28546174101586586	1.300427726297455	1.7797357923670305	-0.3336697700649575	4.184381487140465	-0.0756044370217501	-0.7900382662851644	-0.021783857936343735	0.1453731431052475	3.22973118543702	1.5136833163861498	0.04399831258144418
YAL036C		-0.4223428871150511	3.3078298882171677		-0.7937869199395148	-0.597763289997138	-0.5035010730832241	0.39508222055901027	-0.05215069668965262		-0.47464350992411014	-0.12190022436724116	-0.31086887882704417	1.4157732589799072	-0.488089651667069	-0.29967368247971593
YAL037W		0.2796627733800162	-0.13779780870540845	0.25988638661954183	-0.04173129109894034	0.7661002407476378	-0.01770599480287593	0.5722689788627999	0.07829441417960457		0.09520319255924022	-0.4866098484485281	0.26423761611952956	-0.2907546372212586		-0.20787855674656058
YAL039C		0.2299890750604121			0.41152039846312743	0.4013924544392677	0.3454037616772958		0.029812047211779054	-0.03758457340003272	-0.35909786208619204	0.3031751459667304	-0.09922918531491798	-0.6530970379369799	-0.13878862110692888	-0.010238531864557098
YAL040C	-0.14196005729358452	2.087472394201242	-0.004007008473126694	0.6874633026935502	2.2062964617057084	1.5584400050713572	1.4636615266722328	1.4802490493273393	1.007659401529543		3.412502627885462	2.044904009809189	1.6267652873808092	0.48034592573890234	0.9608974181415266	-0.22019253730130528
YAL042C-A		-0.18031768980041005	-0.21292648923239707	0.0027052216427337636	-0.9796249584259064	-1.0427536740999837	-0.29813751013571055	0.9943333087190114	-0.31062738402632073	-0.5407431353384505	1.5245852905380877	-0.36595325257396755	0.5455490495638037	-0.5482872529751996	0.11141616279329189	0.030256862150042474
YAL042W		0.07312226625197958		0.1879179945544613	-0.08486867980246911	0.21051773524395437	-0.21878826103865048	0.5363417100043583	0.06565613301585017		0.05939143907483166	-0.20056308458370078	0.1362242312214605	-0.40155355313521063	0.6684902854100387	-0.11160562023139188
YAL044C		-0.8170960342305125	0.8978380631978524		-0.6730063696094539	-0.020099355934698387	-1.1730911792586294	-0.39950157624402466	-1.3065730345826694	0.8295718454921185	0.35428690406948815	0.46135675649230423	0.214280990419595	-0.6064941156471796	-0.48624353794793673	-0.3108682101581157
YAL045C		0.37713132926227877		0.3106876044666094	1.0684460646500125	1.5076641344154114	-0.0816587646434515	0.8139615154754106	-0.07742725614950471	-0.4858054941136775	1.0589792030578888	0.08071623209007812	0.4016395732754013	-0.2769047730670759	0.756864854876235	-0.2022812930882023
YAL046C		0.3516038498224487		0.04821464582022992	0.01849827174478974	0.2719211158768332	-0.14130701970588308	0.5526722866270313	-0.993702596073016		0.2013819060807895	-0.5938773856659985	0.39950428426223833	-0.20952705365250474	0.6008748428953958	-0.18101169096943087
YAL047C		0.11787892525711235	0.1835061657585445	0.25866310759585465	0.12024576528090318	0.048068831124555234		0.13741782580149345	-1.8255154502040751		-0.8569835920031138	-1.5423602904483522	0.5955748758221725	-0.27065636187135933	0.15946438221022582	0.11463802030241131
YAL048C	0.2022104142090993	-0.6335247545652903	-0.09045644857133094		0.27976435074674144	0.09302473301468986	-1.03664579747394	0.5979896371517203		1.1403486960632006	1.111126145401306	-0.9371335014844205	-0.6193978857492806	0.06672159442829251		0.5063322995145725
YAL049C		0.19640683455687177	1.1883458208625464	-0.0787883985673027	-0.18411075620285125	0.06380831412597729	0.495471511183404	2.594777520529572	-1.4851379173311479	0.5012407992074889	0.13367148922255265	-0.6958144041206995	-0.12958981507553577	0.6849040055295299	-0.4960851134050676	-0.19311026458982117
YAL051W		1.1452763654083116	-0.08222316840138019	0.264119821555199	0.5337052127361533	1.3901711281381208	0.09728600465614727	0.6294259977635583	-0.02371456478811947		0.24473297771646357	-0.36503997375476566	0.47014294088499015	-0.2727872461517368		-0.24482049768742833
YAL053W	6.884268410212293	-0.9514578969873412	-0.014298608083322738	0.2958705826520821	0.8258999831988488	0.24712359934403372	0.7398883552999183	-0.05196732007753542	-0.07201084952680187	-0.2843674746559959	-1.0790454133353913	-0.7440519353123446	0.7565503547532447	5.619019968191419	1.5213938494888588	-0.17541442694938936
YAL054C		0.2843358496449848	-0.05599135191178316	0.03797984204142029	-0.1306115204880371	1.3785404970188226	-0.4807678205489015	-0.08823332454425907	0.4862271890497984	-0.28685105783996195	-0.6879316194546018	-0.27118508487795623	0.11181992345522074	0.1622104509358697	1.3093062357583398	1.1300162265776899
YAL055W		2.2800888234723824	1.1198357171396738	0.7107471943793917	0.03559044588499105	1.2230830847472038	2.3313284322419943	0.4118210616333202	4.983752732751476		-0.8861645565424938	0.33339087381127314	1.7553801838576921	0.1449546129677089	-0.4364883927616028	-0.1183223367660951
YAL056C-A		-0.0055128036897758685	-0.17313389527764336	-0.06729283116097366	-0.31171327977889574	2.5244197456564943	-0.4737747988454221	0.4913638128841654	-0.07240871105482634	1.2088694220648306	-0.8407985853471894	-1.195254193242559	0.16788525277337987	0.44674774478151086	0.44747862088413004	0.17145895298101282
YAL056W		0.5284943662539127	0.9879771889443502	0.10642437434442482	0.11948858331528807	1.9929433780920025	-0.4128701239858946	0.07296159274513972	0.9741000005862508	-0.42847258421490075	-0.33952456493504124	-0.16465265021567663	1.2876796531627441	3.6348252998445294	-0.14909546730920392	-0.3108682101581157
YAL058W		0.7682937536940415	0.02583863184182363	0.11843837260087667	-0.09979224578572408	0.47931236099846364	2.541244216634126	0.3097498722095412	2.9862419203780535	-0.2855642464975581	0.7085789522757243	0.8467494673055683	0.052455510887626615	0.14997328316311334	-0.26263421559744055	-0.2750457220935929
YAL059W	-0.0014823137885450258	0.507371071031099	-0.12647704865239887	0.061973308900842954	0.3101069343268609	0.4133576670713667	0.3089223357721592	-0.22206956609097986	1.361751974692862	-0.20951503792996526	0.18435612657886627	0.48115601258943297	-0.28819506542319034	1.1275943029645343	-0.34471512195964366	-0.0820674542773213
YAL060W		0.9785594427460247	0.41486111397002146	0.20630903480232216	0.595272073000547	0.62087354282487	0.28930481944546227	0.18201647763639914	0.8213849074901739	-0.28038104278646425	0.18900227739694497	0.39221536731681295	0.022944103312937735	-0.09840215885723642	-0.13604957204886675	-0.12335987398628093
YAL061W		0.8251716760143167	-0.23350968941637698	0.12528593428245388	0.6471451983786046	0.9129202539424881	0.49304991332643383	-0.10851152280485979	1.7149506075656091	-0.2555757094716247	0.8249444515100398	1.5041244678328487	0.2697249278567311	0.05517238429511899	-0.2192604020015788	-0.13401867001272735
YAL062W		0.002711595220176927	0.23372895312186825		-0.3696906571263201	-0.3274230630558364	-0.6045619222205526	0.28354266279041057	-0.3775122224234754	-0.2981520274638441	-0.17024480760798283	-0.46458667472792203	-0.20520295165702848	-0.396564463936212	-0.3651328404542332	-0.053295689216828035
YAL064C-A		0.3941552774657913	-0.15729058931510928	-0.036785245293203234	-0.5276924123678651	0.774550527907523	1.8607140688702526	-0.392850537841206	1.2115147662100951	0.11883947582646277	-0.5534553164870928	0.5412187924145833	-0.10921107765232496	0.28949836303215604	0.1815424344709122	0.4038343677826768
YAL065C		-0.08932532481198394	0.42206523369715876	0.4249903440471706	0.7909017248795672	-0.16616837930153255	-0.30057401509340964	-0.23813589559593556	-1.8219613369805763	3.9026133138496677	1.260655930558529	1.725485123800729	0.3918670140907168	-0.2039122442224969	-0.4281847422551352	-0.2582539307568348
YAL066W	1.1838253329375776	0.5984000015566381	-0.23145136949433778	0.08752616473713326	0.4992761815213322	0.8894741223935457	0.5339286070185265	-0.18063145394919364	1.8781974788001958	-0.3211062164648856	0.10405103080909127	0.7133541452808961	-0.10501436438499251	-0.32200289764116935	-0.23628868464935798	-0.2366725287932627
YAL067C		2.0747983455442	-0.023561048214293136	0.15632120294069127	0.6901758665819285	0.7879350230676009	0.7886097363701667	-0.08590715261349723	1.3293738474843642	-0.1255358851850832	-0.39356425020904445	0.21745364035595327	0.003557940763183838	2.4717614263701133	-0.31287911850093003	-0.14465525905296495
YAL068C	2.4267491369777607	3.5617930811670475	-0.24071380962530814	0.2676652271398436	1.9178407981609868	1.094305436201361	0.6101218954098144	-0.1676227501953015	2.744923783912406	-0.03768850471307599	-0.7614832043577419	0.7192416784171995	1.117791057739194	0.3509505550596369	0.04997026932977079	-0.058906841871381774
YAR002C-A		-0.0075121923946896135	-0.05820113627458147	-0.11082789789694619	-0.3324620966624187	-0.2948074153328707	0.07688787234535116	0.368214938726429	-0.36036839123317904	0.6030020939393655	-0.4365806152122985	0.20701809775459307	-0.2854984492339615	-0.12134603992829641	0.293916611595098	0.3787652533671139
YAR002W		-0.46252037379910266		0.11052556236423133	-0.3487220768667944	-0.38794283647305583	-0.8727685745426682	-0.14543744025492028	-0.7124461202753999	-0.1989306948170538	0.5624910197870928	-0.29213528851921733	1.3460398523678379	0.3440650637154223	-0.2772883430404457	-0.20068977492854792
YAR003W		-0.0018049179785624358		-0.07904026113693409	0.1176835367511966	0.1057352601420168	-0.2433888695371373	-0.21241959458252746	0.13615618866083068	-0.20115206774858435	0.5599272492736036	-0.02803478814059614	-0.37818523424441636	0.5925328486233349	-0.09443471818119825	-0.15243271172983008
YAR018C		0.47100280621150326			-0.6057210889283363	-0.39789602219092934	0.010523972516745058		-0.6507091812215313	0.7103513698230762	-0.39635925069206895	1.095207463330621	1.2187178770272373	0.7323988198342013	0.019099981767354057	
YAR020C		-0.12635529104734994		0.8504859491262112	-0.9606244866958387	-0.20878546116712438	-0.13894245333207494	0.9557945861366958	-0.2746750900725429	0.8806566424045215	-0.0848611009604659	1.0634175870521967	-0.25017657063389653	-0.24337201572761508	-0.2827083410851755	0.53925185789166
YAR023C		0.11488547855097857		0.8727109076578834	-0.5513297650173935	-0.10527231350913593	0.23112200846232278		-0.6428517537095989	0.2542294218069457	-0.6758102647864503	-0.5497147900012153	-0.14257763010341257	-0.29273647641777284	0.06103365198054753	-0.41945512722802913
YAR028W	0.19635717476939493	0.23286216195609516	-0.034881808267302666	0.8068912356587724	0.13258741571672225	1.176849973906031	0.6911993709578199	-0.24732184467566284	0.026505561860848428	0.5727574943912752	-0.7620799648725397	0.13430974194177453	-0.10277656213606483	1.3648018524533096	0.014500895625954196	0.194422113129537
YAR029W		-0.23958816936504082	0.04950931190886234	0.5516378913376375	-0.2941857249252963	0.2512541486468035	-0.06924720099089711	1.6672702029898445	-1.0176679769594208	-0.222104814642091	-0.24055066542519515	-0.08112940568211724	-0.31304952829126853	-0.08274949080831327	-0.3480551593807647	-0.14071139176121147
YAR031W		0.5457920389963137	-0.06987324838735101	1.0570273295202013	-0.04779294952055373	1.2944839486490984	1.3947779423200108	2.5920206953979146	0.958689974578808	0.30529654430108205	-0.12207781176712569	0.8616993801063028	0.14425702231068888	-0.38882665086702944	0.4401137360288963	-0.21179664145208466
YAR035W		-0.37787448899300324		0.03339188256478659	-1.4120724894878283	-1.2299824898860656	-0.12903805223852421		-0.8796971059916725	0.12390886566845676	-1.1616448263097556	-0.7991430397897944	-0.4238732659328048	-0.4507027499114803	-0.27329466005420744	0.6261145714323423
YAR042W		-0.18137511593808628		0.045158036892030115	-0.8096885610932367	-0.5690908448745358	0.16809399907336572		-0.7506107767934702	0.15426763131212265	-0.674528378123505	-0.6980675384562968	-0.19642754059420772	-0.5280404043077133	-0.4749756469753911	2.5258342856718805
YAR050W		1.0906265852458188	0.7401828530874341	0.04549931892887046	-0.19816606038065745	2.4179810489547076	-0.27962572646348366	1.2521088103950726	0.3003015196126041	-0.2579259856544741	-0.7407403647062751	-0.1787807382622233	0.4380450335697814	0.6817147824080069	1.748554943365966	1.4130160179904916
YBL001C	1.89891109607149	2.3181080027791876	-0.01392260407481251		0.2363042409303393	0.9542806058217893	-0.8189887433362542	0.42946760760099656	-1.1083956354725792	-0.29000880617382707	0.1678146228090706	-0.4573834636572994	0.7832202332347256	1.9144979121546102	0.278098210445055	0.1352606312329239
YBL002W		1.3384588864748368	0.8025591648880117	-0.18885770367247945	-0.3915969586692859	-0.420021392074519	0.23538507738813605	0.27315715864779117	-0.9238029474010684	-0.3891680771281666	-0.22918351790620922	0.009781715602327228	0.4911468974364628	1.9015987589053642	0.11166514893464864	0.06434562364968413
YBL003C	4.8441916253737745	2.35687126441144		1.7641239851026034	0.14517223265000923	0.8259228266535954	-0.751874738760476	0.38952350495729005	-0.9186887315508241	-0.3350258980504397	0.15998793635576547	-0.3901155369981561	0.48676388706804724	2.0110992087306374	0.0459542734121778	-0.03945103899733628
YBL005W		0.762058521868856	1.3084028781723025		-0.5382307259805943	-0.6821397741207287	0.21120979623150113	0.22328790956177966	-0.8598020652457581	-0.4226267267277016	-0.32329671135282506	-0.30035772509399844	0.22905294222849312	-0.20146486910263217	0.016625870497005056	0.045768605678560406
YBL006C		0.3240467630607985	0.012547814583042301	0.7243246872446633	0.7047019127831219	-0.2780801248723495	0.23918560262406996	0.3227146937263255	0.6499260086813237	0.35462242571778807	-1.1053701711129882	0.8360490385317609	0.9768649644561586	0.5800176952528865	0.46856008614534933	0.662843668325943
YBL007C	2.6349839068252563	-0.7620427161971581	0.07872386195037016		1.2295825850243884	-0.7672349529189937	0.8102663672475536	0.4271976993509874	-0.6216912620405058	-0.363617835047777	0.58969071264329	-0.5241306843087733	1.944505191530336	-0.38239609232041105	0.98251089052497	1.0947830571466137
YBL008W		0.2505445479336549		-0.18885770367247945	0.7053222988044849	-0.10833675842927518	0.021336300346925536	0.3112576706089686	-0.4872227947145657	-0.342325967566304	0.7058580754283643	-0.19545974660040502	0.2740140160975181	-0.19937720057883668	-0.10210483002862161	0.07265967891162525
YBL009W		0.16888316474991952		0.4450870967059104	-0.05108577737605713	-0.5377926677715897	0.28173927871560733	0.249057330380662	-0.514487239456925	-0.27054195515246854	-0.08939902778309772	0.22476828584705585	-0.010651822726925293	0.15267202839992797	-0.01367696229709651	0.11775679419917828
YBL010C		0.500794063305762			0.21273626110526286	0.4793766274630473	0.2521161184356627	0.44230217399328925	-0.33474685843380764	-0.32103409947226325	0.5581193058521438	-0.21626941177254266	0.17099299785028338	0.18248007840911848	-0.0252799561862401	-0.02831277764950437
YBL011W		-0.9051502851559667			0.8184570873461197	-0.8010397326380713	-0.996737784272167	0.13740686480080927	-1.2399183944419827	-0.26020019071965644	-0.46929673944183853	-0.3735023364208629	-0.10097399883591487	-0.10675552773857078	-0.20128725149303042	-0.07713127985630136
YBL012C		0.35110271056128856			0.2195651932970767	-0.8647126877586339	1.3382865979054943	0.37838564722137835	0.05210317553750042		0.2633623065988104	0.4043402311515309	0.07465110222610358	0.3851698279349503	0.12751861939836082	0.051316067731696516
YBL013W		-0.19600141008086994		-0.18885770367247945	-0.34739184837530057	-1.0192163486159094	-0.17071398795837045	0.1964668999752087	-1.061787737973382	-0.39038475497243214	-0.21868892336233967	-0.4908161454922385	-0.08254460407111783	0.05529157407907878	-0.09705472229253524	-0.21257896544812033
YBL015W		0.39421697257771454	0.17821148826416466	0.38848488234531553	0.026615595432404934	0.25766016636346195	0.7619730749310573	0.3704349092806136	0.018208608639858535	-0.36179281797509477	0.08121981481451485	0.25518674239979844	0.16353343415549723	0.2766354375015277	-0.030581238268959577	-0.2630187364270832
YBL016W		0.23471877294376317	0.1858721958848176		0.6110343286023016	0.8689068337616457	-0.046329776881483556	0.440964049633674	0.021973632262325002	-0.27662534621149953	0.7880433258227144	0.3024901049152552	0.06773107976405704	0.112412851620476	-0.17410318100090907	-0.19536413100599975
YBL017C		-0.026214139113603086		0.2488660870759391	-0.1057854845718263	0.013486781791112772	0.33655617327400184	0.282384817098096	-0.3787193767580237	-0.3319842025209242	0.13725286790757174	-0.3906471365397983	-0.16025588393574802	-0.03806577627439331	-0.19015089866175253	2.3540991310208805
YBL019W		-0.7990103715978174			2.0150830308392895	-0.5053858091460223	0.828039848484082	0.41286388751596803	1.507934970735194		3.3485047235246634	4.979794990243606	2.4774368684329513		0.22191770637495084	0.5703340001967365
YBL021C		-0.07707791762387999	0.4923005036016999		0.44959594728840085	-0.726510039958692	0.6871708822252321	0.2340775315302671	1.7674647217529849		0.5825490454669017	0.8422700985757294	-0.25465265069540216	-0.13535538342121392	-0.005685923118895187	0.052778090288584205
YBL022C		1.0411675456138534	0.33681044639387253	1.879633783699005	0.42693293704146085	1.7188040178042139	1.9065602115310532	0.6507669607706946	1.1157943858488826	-0.21700811591572605	0.7840797137440406	1.8378163271187478	3.5160147089534357	0.05705801355020112	1.0049721026013847	0.13019201927806642
YBL024W		1.177520750698313	0.38505059594897045	0.07151248238625695	-0.08651352730084323	-0.4304363199534665	1.9404372230081806	0.31604192882241405	0.4033285567787709	-0.4354018474616125	-0.15421861441321863	0.7083703657789563	0.24917199432285286	0.5729232454012426	0.41827725358886514	0.13524276625341614
YBL025W		-0.15981440098791433			0.523634984882527	0.11025490167893445	-0.03175862463052624	0.45886203059769404	0.8628525278770145	-0.2821003980421139	1.0078040548768588	0.47424709081022043	0.14555056946870354	-0.28137391864603906	-0.0397224491330163	0.18127860494389114
YBL027W		-0.643104503923021		-0.18885770367247945	0.7188332354453336	-0.1965958178642352	-0.4008439530944529	0.34867805226127463	-1.8360728680591933	-0.28575043218747825	0.8164690904354439	-1.1402403697647683	-0.18407320876200917	-0.2981907378869509	-0.18114939115681442	0.034342453191547606
YBL028C		-0.40111274222134413		-0.18885770367247945	0.16721686990397702	-0.06034999809271348	-0.42650886690044565	0.2861894436304817	-0.9593842899152525	-0.363617835047777	0.11510820113595155	-0.5250603095742146	0.0018397815446285768	-0.017263555054334946	-0.25790703468812065	-0.07495209378528153
