orf	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011
YAL001C							0.24615302668713152	0.024975098518422632	-0.3688413710126853	-0.13300564289308223	0.27898315855538675	-0.7597449684542275
YAL002W	-0.8410488406667282	-7.68985013928091	-0.14123426388875177	1.2591987611306452	-1.0135664758549865	0.6403472047899537	0.9961794812212881	-0.8771632404350762	-0.8712348819262177	0.06512624293341039	1.7136751493001108	2.705321280713396
YAL003W							-1.3314512320472587	1.1427089138594133	-0.12268620290348083	1.4621289673916835	0.22478812854566763	-0.6681230929755775
YAL004W	-0.2947408572593375	-1.0228351158836673	0.04993966463604441	0.16592996284467676	-0.07621290701011178	-0.11522341645099442	0.5461991631703856	-0.41875398109546846	0.1751091268216152	-0.44358062220072436	-0.1578991959543897	0.5382009788868566
YAL005C	-1.2239680188095317	-0.8984072547810893	-0.4909830974652587	-0.03852663273877381	0.1047992701020761	-0.12105745837735743	-0.3469136515624026	-0.34099845804949225	0.6158528769322857	-2.4842775581776335	-0.7640222847671986	-0.6836533805128274
YAL007C	-0.46150639725357767	0.4507618516409933	-0.41418774165381045	-0.036243727210161156	0.22833162223834966	0.13645483830869015						
YAL008W	0.747903601795536	-0.19025417074381035	-0.2505396838826576	-0.057264165929773944	-0.10747549763609457	-0.6581441948527826	-0.21267077428600115	-0.6925419704714263	-0.5797145667727621	0.12899319852605798	0.14517518890527195	1.1422863842758648
YAL009W							-0.9841663834324375	-0.17341609843292077	0.4818971286980964	0.8833763980275956	-0.16008623399372301	0.8612560343114188
YAL010C							-1.255465833408758	-0.7026431502381548	-0.5150358037313084	-0.24206079859088372	0.663273081483263	2.204068337754764
YAL011W							-0.16757417353825738	1.6389413135826265	4.468083968862183	0.3563234913894789	0.15864956737792474	-1.9231793620916378
YAL012W							0.440262195174122	0.3392715568634702	0.4252313969493685	-0.18850911823676653	0.5779722357161132	0.06280129470293633
YAL013W							1.0499912521391541	0.6825121753975163	0.10643633312716604	0.38192270246438087	0.5492297294386548	0.7907006106635939
YAL014C	1.6591030272537082	1.7867348036881248	0.4981263381519021	0.024112636663938314	0.20333257528003584	0.02795792976114736	0.42745529385063136	0.07247465850886009	0.18421442739441293	0.6446548453357983	-0.750924868996713	-1.4060763478429368
YAL015C	3.007956279584001e-05	0.4831035475087792	0.5379826431077674	-0.02979320206624808	0.38247758412314214	-0.9204586502177822	-1.8118066764467553	-1.78944481662461	0.4123917997702809	0.06808137581173894	1.7449175011430196	0.38466819054629875
YAL016W	-2.0450193037506255	-1.1392077686499493	-1.973657282867272		-1.1683927242073608		-0.5539939171763523	-0.2636851811971035	-0.34647359269680433	0.26492363378152683	-0.18288026483004058	0.5556201024942237
YAL017W	0.14422220944927894	-1.160479263870467	-0.14619632421636147	-0.34538021208133063	0.007715423449862063	-0.17214751789789576	-0.3709837948047357	-0.5393710059413976	-0.8311232626820038	-0.9925758225612388	0.15481912783406443	-0.33634201423582744
YAL018C	-0.143279705292844	0.3979282662892944	0.27783292774635215	0.6152566415623825	0.6981321553780803	-0.5373594802117913	1.17086829337819	0.8730832806362727	1.5591852946580635	-0.8073919202315913	-0.4080440505607326	-0.05113405426158663
YAL019W	0.019454123250180887	0.25686148997866703	0.679706996443951		0.47559063452801353	-0.4275449585284363	0.3852749779380674	-0.699936646157149	0.6014114143757419	1.1326293481333212	0.9776480833328003	1.0008379959751192
YAL020C							1.6282502382474515	0.047625859063965686	-0.5813206764207213	-0.026586031038433662	0.6363896651915382	2.5224086511850885
YAL021C							0.18398342060433653	1.8525547686234378	0.8615025223082822	0.31723028513972745	0.9732959861072795	1.658135328970343
YAL022C	0.5620991861274793	0.2976074435059506	1.0246402240059134	0.29038646430103116	0.4376763195829829	0.08378265612524437	-1.2840484035047142	-0.3383959326149016	-0.609611467350378	-0.5988540663040667	-0.7332174916267697	0.4077989344451666
YAL023C							-1.3858132026500083	0.8622339292559238	0.8712737326126954	0.719403401947227	-1.5473064851434568	-2.468771505174031
YAL025C							0.9199984219783465	-1.0591383633384095	-1.2159239077241502	-0.35038756514033176	0.11647353016538313	0.995317987870091
YAL026C							0.18325058020584611	-0.5974982925284306	0.024377987203242312	-0.34092795966773265	-0.23454555761326484	-1.5466252294299987
YAL027W	0.5039108515125075	1.0224308964054185	0.15619592397458001	-0.7740895229978799	0.9273787767455066	0.20109239557394953	0.09677719732955192	0.10708213061369515	1.7679763796310723	0.7060899375803257	1.8301726242949807	-0.022243133122471927
YAL028W	0.7296030762479939	0.2403470530986574	0.8992930385030776	-0.6821856422851618	0.7651177323978549	0.8804365659575378	-0.29075582705637804	0.5259387974143961	-1.0072941413085201	-1.8534853364361399	0.024153645597491946	0.3159776077929733
YAL029C	0.7150048044552445	-0.21765279293047246	0.9379659974350418	1.0330435518654968	0.40149435623832314	-0.10220488662575247	1.1820267103925457	0.19243510226873936	0.9921744447598894	0.8318144399162151	-0.39548999549501224	-0.9998228047373051
YAL030W	0.6133915589087324	-0.26108433365631567	0.9718920232870168	0.6647196252752521	1.2735216870449064	0.48281738235952165	-1.0127205071279521	0.4787210531042021	0.1438163547470689	0.0989025297012456	-1.413731029862674	-0.7670713441549513
YAL031C	0.23409738793800522	-0.4678061326864783	0.9135867344629057	0.9249181010907709	-0.1807150591654648	0.7380361414443404	1.619385154048071	-1.0145479012833811	-0.5458579247570071	0.9907038200217334	-2.152843114572214	-0.11598915287453028
YAL032C							0.5290697001411329	2.2991528821938205	-0.30877922203837493	-0.6220102594621973	0.8642381575619028	1.6500221491855704
YAL033W							0.8691636218275153	1.6184979401981825	0.5822610408503412	-0.27587661848907563	-0.9718485775779571	1.1516284455883352
YAL034C	-0.03095104741346632	-0.006101755721401675	-0.6912560181362781	-0.0249719431133169	-0.2950781218202533	0.20211646663420588	-1.2528230495551054	-0.20076878437238915	0.0889201415341818	0.7503659082918307	-1.0764110354315013	0.442637805425554
YAL034C-B							0.05035918383648028	1.9280108134506904	1.4646969269399137	1.2006959487903357	1.6619006493423942	0.9090343806116505
YAL034W-A							-0.6436358228231207	0.4453001953660072	3.230717729061502	0.8297779660915604	0.8927040286865442	0.4618030285498371
YAL035W							-1.0414799845222034	-1.3197447211370792	-0.45470923713619027	-0.9167763094546058	-1.1487993819145887	-1.370808024074531
YAL036C	0.08093633462115055	0.6684978833052115	0.2281127487151502		0.6803721478054735	-0.3106181446310719	-0.3750062040975938	-1.6030664790543856		0.0239339573648655		-0.08093494648306905
YAL037W	-0.29384869472562986	1.0135282302608595	0.055407668168926144	0.006976210498262112	1.2691376719542329	0.053178844600211495	0.0697595873005013	0.23935412722207067	2.74329708116536	-1.4054393207701068	-0.3280260455615496	0.7702597534185828
YAL038W							0.6768496664481894	-1.0498502860151075	-0.21343558120324835	-0.5569601045139694	-0.406959016139031	1.4939257590504222
YAL039C							-0.28415467994786336	0.07750756587358094	0.7926740033326364	0.6886960151972268	0.4472435655914334	0.3973132616546494
YAL040C	-0.8129115565284752	1.018585885595149	1.016178419251036	3.535798132630118	-1.1737336698327911		0.7977106441314726	-0.2738544569396026	0.2959634100696725	1.0413617686613645	0.9540420927701282	2.0228045127657133
YAL041W							0.6912354341833478	-0.35632900322726513	0.5451533325489704	0.6172507682887678	-1.4619519502087308	0.4447313686156629
YAL042C-A	-0.9459785446845933	-0.8213186015448567	-0.0924094082418128		-0.2524548703121212	-2.0580377380674144	-1.6056457528057368	-2.298306383562733	-1.3694120980996989	-1.1083749092952562	-1.1370693639192369	-0.8201872232585593
YAL042W	-0.5574886071303846	-3.025322042187205	-0.18335468533649052	-2.0249828546625364	-0.7474771086346369		-0.4881960136599749	-0.17937492598934807	-0.8669825172227923	-0.4062760403908316	-1.2150668244337295	0.059231809453405726
YAL043C							-2.631788092583453	0.8610638280661622	-3.809511670536168	1.5136476972285333	-0.4700870797456397	1.3572217898773569
YAL045C	0.06571403506739187	-0.5646309805076046	-0.7429157482024122	0.3636591596308637	-1.609849467717401	-0.3533853852235085	1.3419931279725321	-2.2318461410263692	-1.5640865541489177	1.329190321010492	-2.3837286067812546	2.173836516166154
YAL046C	-1.1879763433751565	-0.43066471908464443	-0.7733072569939061	-0.22719049234439298	-0.2566785542947027	2.0763307135177906	-2.1405127612323183	0.723595354323243	0.2739180728940215	0.6098840589998193	1.3029504885933871	-0.030613561332347144
YAL047C	-1.8102155956322705	-0.3198917804309866	-1.1906836731913433		-0.896283593966882		-0.4094814818150547	-0.07238429677525154	-0.2613042631962832	-0.48243915744495547	-0.6250421839673076	0.19556839059542036
YAL048C	0.17003420539144096	0.8170943333972125	0.831308243872658	1.4824431694790872	0.5083295496273648	-0.058899108306969344	-0.3950794365476987	1.7739685123943627	1.9396503269647427	-0.05962496688715494	-0.44831763149519566	-0.9801613744262383
YAL049C	-0.37589322092218846	-0.5669080704105836	0.34440901776601435	0.06523508665747646	0.5154026648290169	0.4078574028546048						
YAL051W	-0.1679762561556538	0.29847284972738897	0.004683148049862768	0.18574843302324084	0.33574802103148493	-1.5058079898737848	1.1077200490953154	-0.026534758428165953	-0.4408516561311787	-0.5202394464521427	-0.4014677050702019	0.6912744534517457
YAL053W	-0.39565659815954624	-0.17622574189928686	0.9567846829744782	-0.2380965012666078	-0.04797653761929346	-0.13565084375261785	-0.3682417733181615	-0.7127361489274436	-0.46322816546294265	-0.9549515916769001	0.16019108639680962	0.18231572099137333
YAL054C	-0.07936915929907348	-0.412941491183195	-0.3436114559418567	0.023872313034011012	-0.008711557479920806	-0.00942909596134629	0.4463329774209822	0.6752106291646114	0.3528481108175014	0.1494635958233693	-0.13928686333270598	0.2704947116715126
YAL055W	1.4161684277548976	-2.7963301063794006	0.868467577086016	1.3364492959016179	1.3766794385923573		-0.8563268275359541	1.2073739104278176	-0.6056790568718724	0.8193780292081236	0.14153555785195543	-0.17230142165443868
YAL056C-A	0.7420939553658239	0.5261266416068076	0.17655465882110988	-0.7735043334035933	0.3110035838855354	-0.35908293295588484	0.20054939089469676	0.14101383014545793	0.8581350022214029	0.4809721947328274	0.25943764120862245	0.24960017414410401
YAL056W	0.8614379507756749	-0.7804238316021811	0.2595175869768265	0.8759650586699363	-1.1317741673675352	0.944849285528082	0.7918315992383778	1.4658381376712217	1.621523165713713	0.6086002811310824	0.3492267767856815	-0.0024421437938877757
YAL058W	-1.0932346496255236	-1.3230562493488724	-2.5576028555681996	0.3368596209733132		-0.07682286045424602						
YAL059W	-1.114447243942478	0.17228821860786048	-0.6893950558508435	0.6181598982628613	-0.7429990162876134	-0.8038080051057321	-1.1107569957872934	-0.3399149571889578	-0.9719223882474899	0.380470019573649	-1.1856167164101534	-1.7100819776520222
YAL060W	-0.28403962353527074	-0.33455711225584817	-0.09987332797668803	0.23421382721921502	-0.06362797423468151	-0.3774579384700921	-0.1874956682583732	0.13827033925556553	-0.46638118859887356	0.6495427551223193	-0.6655545788006578	0.1781009245528194
