ORF	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	hom | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [2 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [4 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [6 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [8 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [10 d] | Piggott N~Nislow C, 2011	het | growth (relative abundance in pooled culture) | synthetic grape juice [standard], time [14 d] | Piggott N~Nislow C, 2011
YBL098W	-0.649	-1.113	-0.589	0.079	0.447	0.125	-0.461	0.369	-0.317	-0.867	0.099	-0.107
YBL099W	NaN	NaN	NaN	NaN	NaN	NaN	-1.839	-1.337	-4.489	-0.083	NaN	0.739
YBL100C	NaN	NaN	NaN	NaN	NaN	NaN	-0.277	-0.751	0.384	-0.487	-0.538	0.578
YBL101C	-0.432	-0.532	1.376	-1.198	0.317	-0.051	-0.051	-1.046	-0.061	-1.128	0.637	0.202
YBL102W	-0.208	0.059	-0.124	0.405	0.222	0.248	-0.409	-0.367	0.714	-0.595	0.823	0.529
YBL103C	NaN	NaN	NaN	NaN	NaN	NaN	-1.239	-0.568	-0.739	-0.471	-2.090	-0.283
YBL104C	-2.164	-0.065	-0.563	-0.943	0.340	0.374	-1.043	-1.429	-0.497	-0.280	-0.261	-0.265
YBL105C	NaN	NaN	NaN	NaN	NaN	NaN	-0.146	0.761	-0.690	-0.529	-0.386	1.047
YBL106C	-0.437	0.521	-0.538	0.409	0.085	0.314	-1.206	-0.220	-2.283	-0.201	0.417	0.131
YBL107C	-0.460	-0.263	-0.046	-0.202	-0.076	0.178	-0.851	-0.590	-0.923	-0.648	-0.652	0.069
YBR001C	0.073	0.139	0.057	0.074	0.229	0.274	0.085	0.345	0.055	-0.367	0.100	-0.061
YBR002C	NaN	NaN	NaN	NaN	NaN	NaN	-1.581	-0.033	-1.429	0.504	-0.567	-0.935
YBR003W	NaN	NaN	NaN	NaN	NaN	NaN	-0.333	-1.099	-0.045	0.856	-0.833	-0.754
YBR004C	NaN	NaN	NaN	NaN	NaN	NaN	-0.690	-0.472	-0.483	0.423	-0.219	-0.576
YBR005W	0.399	0.397	-0.266	0.253	0.526	0.298	2.114	0.155	-0.652	0.455	0.637	1.432
YBR006W	2.668	1.342	1.539	1.204	1.994	0.802	0.838	0.673	-0.525	0.350	-0.180	0.733
YBR007C	-0.002	-0.125	-0.192	-0.421	-0.007	-0.231	0.759	0.701	0.948	0.011	0.003	-1.152
YBR008C	-0.273	-0.018	0.210	-0.324	0.584	0.061	0.009	-0.064	0.881	-0.345	0.649	-0.146
YBR009C	-1.363	NaN	-0.604	-3.217	-1.383	0.077	-1.746	NaN	NaN	1.734	-1.696	-0.999
YBR010W	-0.298	-0.883	-0.492	-0.802	-0.168	-0.106	NaN	NaN	NaN	NaN	NaN	NaN
YBR011C	NaN	NaN	NaN	NaN	NaN	NaN	0.815	0.402	0.266	1.054	0.393	-0.028
YBR012C	0.024	0.118	0.196	0.247	0.063	-0.207	-0.092	0.314	0.311	-0.235	0.962	-0.850
YBR013C	-0.064	0.442	0.180	-0.364	0.320	0.168	-0.764	0.915	-0.226	-0.328	-0.510	-0.760
YBR014C	-0.773	-0.476	0.097	-0.555	-0.357	-0.251	NaN	NaN	NaN	NaN	NaN	NaN
YBR015C	-0.057	0.545	-0.227	-1.361	-1.904	-0.910	2.389	0.508	0.279	0.666	0.671	1.053
YBR016W	0.024	-0.177	0.419	0.463	0.310	0.133	-0.449	2.090	-0.052	2.346	-0.463	1.750
YBR017C	NaN	NaN	NaN	NaN	NaN	NaN	-0.161	-0.188	0.028	-1.306	0.964	-0.506
YBR018C	0.439	0.180	0.772	-1.113	0.974	0.244	-0.105	0.637	1.495	0.244	-0.596	-0.136
YBR019C	-0.777	-0.140	-0.733	-0.134	0.163	0.871	1.445	0.254	-0.227	0.391	-0.637	0.342
YBR020W	0.841	0.156	0.352	-0.046	-0.194	1.116	-0.393	-0.502	-0.164	0.567	-0.466	0.791
YBR021W	NaN	NaN	NaN	NaN	NaN	NaN	0.278	-2.226	-0.830	-0.991	-0.770	-1.058
YBR022W	-0.719	-0.716	-0.363	-0.725	-0.018	0.126	0.273	-0.219	0.065	-2.056	-1.128	-0.953
YBR023C	-0.169	0.353	-0.306	-0.570	-0.438	0.047	0.051	0.572	-0.405	-0.856	-0.396	0.794
YBR024W	-0.264	0.629	0.274	0.288	0.477	0.353	-0.062	0.138	-0.405	-0.450	-0.935	0.326
YBR025C	-1.106	0.388	-0.820	-5.519	-3.609	-1.980	-0.735	0.161	-0.536	0.080	-0.089	-0.021
YBR026C	NaN	NaN	NaN	NaN	NaN	NaN	-1.426	-2.053	-0.738	-1.884	-0.353	-1.241
YBR027C	0.255	-0.056	0.045	0.259	-0.252	-0.827	0.027	-0.486	-0.511	1.141	0.368	-1.303
YBR028C	0.304	0.699	1.006	-0.536	0.243	0.433	0.345	0.566	0.183	-0.531	0.473	0.158
YBR029C	NaN	NaN	NaN	NaN	NaN	NaN	0.943	-0.681	0.345	-0.303	-0.280	0.600
YBR030W	NaN	NaN	NaN	NaN	NaN	NaN	0.617	-0.111	-1.077	0.524	-1.728	-0.465
YBR031W	0.063	NaN	-0.145	-3.508	0.527	1.291	-0.042	-1.939	-0.036	-0.911	-1.548	-0.475
YBR032W	-0.110	-1.023	-0.051	-0.082	0.061	-0.586	1.216	-0.565	0.263	-0.573	0.063	-0.643
YBR033W	-0.105	-0.489	0.153	-0.667	-0.410	-0.282	-1.039	-0.425	0.045	0.183	0.121	0.088
YBR034C	-0.136	-0.045	0.347	-0.583	0.113	0.017	2.045	-0.266	1.284	-0.111	0.472	-0.825
YBR036C	NaN	NaN	NaN	NaN	NaN	NaN	-0.215	0.758	0.986	-1.004	0.079	0.153
YBR037C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.256	0.469	-0.830	-0.441
YBR038W	NaN	NaN	NaN	NaN	NaN	NaN	-0.134	-1.132	-0.404	-2.738	0.594	0.667
YBR039W	NaN	NaN	NaN	NaN	NaN	NaN	-1.515	-0.358	0.420	-0.519	0.139	-0.652
YBR040W	-0.401	-0.454	-0.591	-0.177	-0.239	-0.255	0.261	0.767	1.080	0.555	1.345	0.805
YBR041W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.806	NaN	0.664	0.149	-0.675
YBR042C	-0.915	-0.590	-0.415	-0.385	-0.414	-0.071	0.330	0.024	0.173	0.509	-0.310	-0.148
YBR043C	-0.399	0.370	0.438	-0.419	0.068	0.782	1.193	1.782	-0.318	-1.008	0.195	0.331
YBR044C	-0.518	-2.777	-1.479	-1.660	-2.048	-1.289	-0.495	0.696	-0.578	0.675	0.127	-1.210
YBR045C	-0.346	-0.751	-0.354	-0.134	0.005	0.222	-0.522	-0.675	-0.426	-0.656	0.949	-0.880
YBR046C	-0.394	-0.357	-0.460	-0.205	0.291	0.632	-1.039	0.240	-0.715	-0.316	0.278	0.530
YBR047W	-0.160	-0.281	-0.675	-0.301	0.075	0.089	-0.577	-0.639	0.200	-0.426	-0.181	0.635
YBR048W	NaN	NaN	NaN	NaN	NaN	NaN	-0.091	0.956	0.111	0.303	0.535	0.170
YBR049C	NaN	NaN	NaN	NaN	NaN	NaN	-0.453	0.245	0.271	-0.670	-0.759	-0.161
YBR050C	-0.353	-0.563	-0.517	-0.150	0.022	0.154	-0.689	0.539	-0.405	0.551	0.182	0.092
YBR051W	-0.223	-0.292	-0.302	-1.753	-0.320	0.191	-1.154	0.059	1.265	0.530	-0.578	-0.390
YBR052C	-0.321	-1.575	0.000	-0.144	-0.008	2.714	0.350	-0.826	-0.267	0.452	0.139	-1.606
YBR053C	0.060	-0.260	-0.184	0.112	-0.276	0.458	-0.186	-0.684	0.264	-0.376	-0.707	0.896
YBR054W	-0.094	0.264	0.352	-0.028	0.084	-0.048	0.827	-0.730	0.684	1.020	0.868	0.600
YBR055C	NaN	NaN	NaN	NaN	NaN	NaN	-1.483	-0.641	-0.569	-0.949	-1.940	-2.583
YBR056W	-2.058	-1.259	-1.934	-1.979	-1.591	-1.324	0.486	0.460	-0.089	-0.022	-0.371	-1.267
YBR057C	0.007	-0.411	0.013	-0.531	-0.302	-1.383	-0.334	-2.304	0.974	-0.112	-1.036	-0.489
YBR058C	0.149	-0.164	-0.489	-0.599	-1.151	-0.709	-0.424	-1.075	0.274	0.702	1.346	-0.143
YBR059C	0.311	0.185	0.373	-0.405	0.266	-0.358	-0.048	0.911	-0.717	-0.360	-0.692	-1.775
YBR060C	NaN	NaN	NaN	NaN	NaN	NaN	-0.149	-0.310	-0.288	-0.079	-0.708	-1.009
YBR061C	NaN	NaN	NaN	NaN	NaN	NaN	0.914	-0.292	-1.328	-2.245	-0.770	-1.001
YBR062C	-0.300	-0.115	-0.689	-0.753	-0.287	-0.447	-0.286	-0.219	-1.575	-0.776	0.385	0.206
YBR063C	0.170	-0.100	0.117	-0.935	-0.411	0.162	-0.626	-0.864	-0.760	-0.159	-0.644	-0.623
YBR064W	-0.587	-0.179	-0.560	-1.425	0.325	-0.171	-0.285	-1.216	-1.456	-0.543	-2.257	-1.114
YBR065C	-0.355	-0.720	-0.266	-0.508	0.037	0.469	1.099	-1.304	-0.797	1.120	-0.056	-0.371
YBR066C	-0.364	-0.206	-0.342	-0.665	-0.014	0.083	-0.869	-1.256	-0.012	-0.994	0.258	-1.430
YBR067C	-0.290	-0.543	0.041	-0.171	0.208	0.298	-0.908	1.021	0.470	-0.088	0.477	0.593
YBR068C	NaN	NaN	NaN	NaN	NaN	NaN	-0.139	0.501	1.929	0.260	1.155	0.197
YBR069C	NaN	NaN	NaN	NaN	NaN	NaN	-1.039	-1.024	-0.586	-1.586	0.587	-0.403
YBR070C	NaN	NaN	NaN	NaN	NaN	NaN	-2.759	-1.126	-0.602	-0.715	-0.134	-0.768
YBR071W	0.023	-0.239	0.302	0.476	0.202	1.653	-1.043	-0.592	-0.493	-1.445	-1.393	-0.317
YBR072W	-0.146	-0.715	-0.585	-0.230	0.230	0.431	-0.886	-1.060	-0.469	-0.918	1.025	-0.251
YBR073W	-0.878	-0.073	-0.066	-1.252	-0.893	2.183	-0.475	-0.067	-0.474	-0.356	0.456	0.576
YBR074W	0.146	-0.026	0.260	0.184	0.549	0.707	-0.051	-0.664	0.167	-0.565	0.238	0.041
YBR076W	0.087	0.020	-0.098	-0.590	0.450	0.822	-0.846	-0.353	0.324	0.096	0.945	-0.225
YBR077C	1.100	NaN	1.241	-0.781	4.229	1.956	0.846	-0.099	0.318	-1.660	-1.149	-1.472
YBR078W	NaN	NaN	NaN	NaN	NaN	NaN	-2.633	-1.096	0.706	-0.637	-2.944	-0.906
YBR079C	NaN	NaN	NaN	NaN	NaN	NaN	-0.868	-0.156	0.048	0.175	-0.614	-0.898
YBR080C	NaN	NaN	NaN	NaN	NaN	NaN	0.846	0.894	0.990	-0.393	0.749	0.108
YBR081C	NaN	NaN	NaN	NaN	NaN	NaN	-0.735	-2.788	-1.325	-1.813	-2.316	-2.620
YBR082C	NaN	NaN	NaN	NaN	NaN	NaN	-0.375	0.254	-0.105	0.020	0.056	-0.925
YBR083W	0.491	0.278	0.204	0.474	-0.169	0.730	-1.181	0.287	0.129	-0.229	0.453	-0.490
YBR084C-A	NaN	NaN	NaN	NaN	NaN	NaN	0.922	0.678	0.030	1.574	0.181	1.218
YBR084W	0.368	-0.396	-0.495	-0.276	-0.781	-0.899	0.521	-0.164	0.173	0.179	-0.709	-0.434
YBR085W	NaN	NaN	NaN	NaN	NaN	NaN	-2.454	-2.110	-1.039	-4.673	-1.725	-0.720
YBR086C	NaN	NaN	NaN	NaN	NaN	NaN	-0.446	-0.288	0.348	-0.059	0.409	-0.304
YBR087W	NaN	NaN	NaN	NaN	NaN	NaN	0.215	-0.360	0.052	0.374	0.173	0.382
YBR088C	NaN	NaN	NaN	NaN	NaN	NaN	-0.377	-1.299	0.409	-0.007	0.264	0.225
YBR089C-A	-0.702	-0.726	0.400	-0.544	-0.603	0.107	-1.153	-1.586	-1.998	-1.564	-1.760	-3.014
YBR089W	NaN	NaN	NaN	NaN	NaN	NaN	-0.475	-0.348	-0.126	-0.107	0.005	-0.753
YBR090C	-0.132	0.149	-0.265	0.450	0.222	0.454	-0.623	-0.356	0.012	-0.589	-0.095	-0.115
YBR091C	NaN	NaN	NaN	NaN	NaN	NaN	0.580	-1.167	0.439	0.157	0.966	0.835
YBR092C	0.449	-0.283	-0.280	-1.105	0.913	0.087	-0.193	-0.237	0.281	-0.101	-1.321	-1.336
YBR093C	0.282	0.552	0.520	-0.029	0.636	0.712	0.340	0.366	-0.828	0.009	0.291	-1.075
YBR094W	0.672	0.712	-0.263	0.101	0.581	0.897	0.411	0.880	0.364	0.547	0.371	-0.631
YBR095C	NaN	NaN	NaN	NaN	NaN	NaN	0.842	0.763	-0.004	0.792	-0.547	-0.089
YBR096W	NaN	NaN	NaN	NaN	NaN	NaN	-0.760	-1.143	-1.011	-0.083	-0.554	-1.011
YBR097W	NaN	NaN	NaN	NaN	NaN	NaN	0.507	0.450	-0.019	0.559	0.277	-0.445
YBR098W	0.777	0.895	0.809	-0.325	0.039	0.679	0.423	-0.080	0.038	0.237	0.628	-0.540
YBR099C	-0.273	-0.091	-0.861	-2.051	0.244	0.575	-0.257	0.052	0.308	0.354	-0.161	-0.319
YBR101C	0.651	0.380	-0.059	-0.667	-0.160	-0.068	NaN	NaN	NaN	NaN	NaN	NaN
YBR102C	NaN	NaN	NaN	NaN	NaN	NaN	0.199	-1.001	-0.516	-0.054	0.010	-0.685
YBR103W	-0.391	-0.984	-0.743	-0.992	-0.698	-0.505	-0.620	-0.351	-0.649	-0.419	0.379	-1.263
YBR104W	0.175	0.012	0.033	0.407	0.278	-0.543	0.043	-0.650	-0.365	-0.606	0.608	-0.156
YBR105C	-1.268	0.065	0.852	0.078	0.041	0.902	NaN	NaN	NaN	NaN	NaN	NaN
YBR106W	NaN	NaN	NaN	NaN	NaN	NaN	-0.793	-0.924	-0.310	-0.582	-0.154	-0.768
YBR107C	-0.163	-0.562	0.042	-0.905	0.233	0.454	-0.306	-0.818	-0.296	0.057	0.615	0.116
YBR108W	0.733	-0.304	-0.096	-0.373	0.258	0.470	-0.406	-0.230	-0.890	-0.138	-0.087	1.353
YBR109C	NaN	NaN	NaN	NaN	NaN	NaN	-0.276	-0.274	0.551	-0.315	0.153	-0.272
YBR110W	NaN	NaN	NaN	NaN	NaN	NaN	-0.657	-1.635	-1.186	-2.371	-2.036	-2.193
YBR111C	NaN	NaN	NaN	NaN	NaN	NaN	-0.055	-0.252	-0.880	0.277	-0.430	-0.874
YBR112C	NaN	NaN	NaN	NaN	NaN	NaN	-0.739	0.866	-0.296	-0.677	-0.344	-0.718
YBR113W	-0.026	0.757	-0.148	-0.547	0.383	0.794	0.194	0.262	-0.841	-0.406	-0.325	0.147
YBR114W	-0.270	0.101	0.379	-0.550	-0.435	0.208	-0.333	-0.097	-0.152	0.001	-0.215	-0.135
YBR115C	NaN	NaN	NaN	NaN	NaN	NaN	-0.078	0.830	3.752	-0.831	-0.100	-0.143
YBR116C	-0.324	0.316	-0.458	-0.540	-0.138	0.185	0.238	-1.005	0.897	-0.219	0.294	-0.731
YBR117C	NaN	NaN	NaN	NaN	NaN	NaN	0.550	0.847	0.316	-0.265	0.069	0.030
YBR118W	NaN	NaN	NaN	NaN	NaN	NaN	0.012	-0.418	0.336	0.151	0.329	-1.047
YBR119W	0.544	NaN	-0.936	NaN	-0.409	-0.628	-0.453	-1.291	-1.901	-0.700	-1.742	-2.126
YBR120C	-0.446	0.425	0.620	1.012	-0.065	1.698	0.479	0.116	-0.134	-0.357	-0.217	-0.466
YBR121C	NaN	NaN	NaN	NaN	NaN	NaN	-0.264	0.341	0.172	-0.353	0.211	-0.207
YBR124W	NaN	NaN	NaN	NaN	NaN	NaN	-0.101	-0.099	1.053	-0.493	-0.941	-0.103
YBR125C	-0.204	0.734	-0.871	-1.135	-0.306	-0.256	0.218	-0.165	0.377	0.564	-0.494	-0.004
YBR126C	NaN	NaN	NaN	NaN	NaN	NaN	-0.174	-2.439	-0.079	-1.321	0.862	-0.758
YBR127C	3.041	2.142	4.231	NaN	2.649	1.261	0.202	-0.665	-0.036	-0.106	-0.258	-0.346
YBR128C	0.251	0.370	-0.643	-1.339	0.648	0.471	-0.274	-0.140	-0.100	-0.273	0.690	0.250
YBR129C	0.572	-0.167	-0.239	0.131	0.173	0.477	0.220	-0.119	-0.203	0.471	-0.286	-0.988
YBR130C	-0.374	0.389	-0.048	-0.129	-0.057	0.032	-0.646	-0.278	-0.135	-0.106	-0.631	-0.153
YBR131W	NaN	NaN	NaN	NaN	NaN	NaN	-0.184	-0.042	0.629	-0.095	-0.298	-0.199
YBR132C	NaN	NaN	NaN	NaN	NaN	NaN	0.161	-0.171	1.040	0.335	-0.075	-0.116
YBR133C	NaN	NaN	NaN	NaN	NaN	NaN	2.258	0.321	-0.677	-0.149	3.312	4.414
YBR134W	-0.271	0.645	0.310	0.194	-0.808	-0.104	-0.661	1.776	-0.192	-0.058	-0.595	-0.368
YBR135W	NaN	NaN	NaN	NaN	NaN	NaN	0.232	0.004	1.352	0.589	0.047	-0.708
YBR136W	NaN	NaN	NaN	NaN	NaN	NaN	-0.253	0.160	-1.222	-0.083	0.058	0.993
YBR137W	0.445	-0.222	1.191	0.222	0.530	-0.251	0.279	-0.328	0.661	0.545	0.053	1.060
YBR138C	0.206	0.952	-0.271	-0.154	-0.004	-0.116	0.047	0.063	-0.266	0.713	-0.600	-0.246
YBR139W	-0.098	0.276	0.085	-0.650	-0.560	-0.230	0.542	-0.099	0.325	0.397	-0.929	0.313
YBR140C	NaN	NaN	NaN	NaN	NaN	NaN	0.637	0.724	-0.389	-0.170	-0.651	0.251
YBR141C	0.210	-0.272	0.531	-0.169	-0.127	0.003	-0.139	-0.381	-0.201	0.076	-0.215	-0.210
YBR142W	NaN	NaN	NaN	NaN	NaN	NaN	-0.355	-0.049	-0.541	0.548	-0.799	0.226
YBR143C	NaN	NaN	NaN	NaN	NaN	NaN	-0.015	1.084	0.573	0.180	-0.538	-0.188
YBR144C	0.363	-0.397	-0.189	-0.089	-0.104	0.032	-0.056	-0.339	0.178	-0.742	-0.117	-0.538
YBR145W	0.163	-0.065	-0.168	0.557	-0.187	-0.077	0.214	-0.146	-0.198	-0.000	1.084	-0.064
YBR146W	-0.233	0.555	0.992	0.075	-2.123	0.146	0.416	-1.170	-0.564	-0.049	-0.258	-0.122
YBR147W	0.165	0.474	0.247	-0.054	-0.094	0.055	0.124	-0.163	-0.627	0.392	0.107	-0.231
YBR148W	-0.206	0.249	0.623	-0.174	0.178	-0.037	0.331	-0.228	0.962	1.304	0.252	-0.095
YBR149W	-0.316	-1.735	0.690	0.336	0.946	0.376	-0.647	0.850	1.559	-2.590	-1.036	0.265
YBR150C	0.738	-0.617	0.260	-0.093	-1.203	-0.171	0.144	-0.657	0.014	0.790	0.014	-0.057
YBR151W	-0.204	0.213	-0.262	-0.572	-0.405	0.515	-0.670	-0.371	-0.035	-1.494	-0.394	-0.043
YBR152W	NaN	NaN	NaN	NaN	NaN	NaN	-0.013	-0.714	-0.537	-1.967	-1.666	-0.280
YBR153W	NaN	NaN	NaN	NaN	NaN	NaN	-0.695	-0.432	-0.672	-0.430	-0.115	-0.410
YBR154C	NaN	NaN	NaN	NaN	NaN	NaN	0.397	-3.646	0.972	1.142	2.024	0.685
YBR155W	NaN	NaN	NaN	NaN	NaN	NaN	0.017	0.170	0.228	0.548	0.731	-0.570
YBR156C	-1.987	4.909	NaN	0.438	1.050	1.141	1.698	-1.938	-2.949	-2.601	-0.467	-1.003
YBR157C	1.485	0.099	1.037	0.378	0.711	0.346	-0.105	-0.320	0.251	0.353	0.476	-0.479
YBR158W	0.041	0.194	0.152	-1.991	1.171	-0.009	-0.323	-2.009	0.371	-0.202	0.201	-0.894
YBR159W	-0.144	1.114	-0.328	-1.422	0.442	1.383	-0.252	-3.768	-0.843	1.097	-0.898	-1.959
YBR160W	NaN	NaN	NaN	NaN	NaN	NaN	0.348	-0.107	-0.116	-0.707	-0.493	-0.696
YBR161W	-0.065	-0.002	-0.402	-0.031	-0.365	0.380	-0.373	-0.122	-0.867	-0.212	-0.892	-0.170
YBR162C	NaN	NaN	NaN	NaN	NaN	NaN	-0.270	-0.145	-1.022	-0.509	0.536	-0.350
YBR162W-A	-0.208	-0.694	0.059	-0.134	0.136	NaN	-0.434	-0.902	-0.017	0.004	-0.213	-0.113
YBR163W	NaN	NaN	NaN	NaN	NaN	NaN	-0.221	-0.201	1.407	-0.325	-0.246	-1.006
YBR164C	-3.552	-0.621	NaN	-2.552	-5.542	NaN	-0.638	0.179	0.423	0.176	-0.233	0.072
YBR165W	NaN	NaN	NaN	NaN	NaN	NaN	-0.160	0.005	-0.428	-0.624	0.106	-0.485
YBR166C	NaN	NaN	NaN	NaN	NaN	NaN	-0.987	-2.207	-1.421	-2.621	-2.097	-2.071
YBR167C	NaN	NaN	NaN	NaN	NaN	NaN	-0.168	0.165	-0.057	-1.174	0.245	-0.532
YBR168W	NaN	NaN	NaN	NaN	NaN	NaN	-0.039	0.330	-0.011	0.499	0.061	-0.111
YBR169C	0.548	0.937	0.563	-0.350	1.077	-0.114	0.534	-0.154	0.742	0.295	-0.056	-0.356
YBR170C	-0.777	0.444	-0.056	-0.703	-2.372	0.079	-1.139	0.323	-0.240	-0.756	0.070	-0.694
YBR171W	NaN	NaN	NaN	NaN	NaN	NaN	0.574	0.198	-0.923	-0.019	0.157	0.101
YBR172C	0.096	0.301	-1.631	-1.149	-0.121	0.886	-0.181	-0.542	-0.472	0.339	-0.078	-0.102
YBR173C	0.167	-1.643	-0.355	0.215	0.005	2.384	-1.419	0.212	-0.908	-2.468	-2.079	0.094
YBR174C	NaN	NaN	NaN	NaN	NaN	NaN	-0.604	-0.068	-0.202	-0.549	-0.802	0.107
YBR175W	NaN	NaN	NaN	NaN	NaN	NaN	-0.044	0.034	-0.018	0.614	0.470	-0.834
YBR176W	0.300	-0.364	0.119	0.014	-0.433	-0.226	-0.175	0.461	0.717	0.727	-0.321	0.938
YBR177C	-0.349	-0.825	-0.298	-0.646	-0.603	0.485	0.440	-1.041	-0.683	1.021	-1.056	-0.894
YBR178W	0.157	0.946	-0.285	-0.791	-0.650	0.173	-0.436	-0.087	-0.335	0.518	-0.145	-0.916
YBR180W	0.270	0.518	0.287	-0.065	-0.017	-0.042	0.786	-0.485	-0.615	0.787	-0.882	0.675
YBR182C	-0.285	-0.982	-0.441	-0.810	0.081	0.775	-1.477	-1.882	-0.401	-0.027	0.365	0.253
YBR183W	-0.008	0.082	0.155	0.675	0.352	-0.216	-0.443	-0.484	0.213	-0.815	0.379	-0.304
YBR184W	0.361	-0.846	0.407	0.688	0.960	0.569	0.415	1.461	0.966	1.307	0.997	0.486
YBR185C	0.206	-1.169	-0.164	-0.034	0.122	-0.398	-0.156	-1.240	-0.067	1.235	0.770	-0.479
YBR186W	0.659	0.172	0.811	1.002	0.225	0.432	0.529	0.180	0.851	0.199	0.159	0.270
YBR187W	0.268	0.443	-0.053	0.258	0.681	0.427	-0.586	-0.662	-0.648	-0.857	-0.633	0.286
YBR188C	0.147	0.212	0.104	0.039	-0.324	0.112	-0.158	-0.172	-0.443	0.045	-0.300	0.069
YBR189W	NaN	NaN	NaN	NaN	NaN	NaN	-0.636	1.133	0.216	0.494	0.282	0.343
YBR190W	NaN	NaN	NaN	NaN	NaN	NaN	0.682	-0.138	-0.407	0.876	1.240	1.220
YBR191W	NaN	NaN	NaN	NaN	NaN	NaN	0.449	1.413	1.022	2.091	0.967	0.891
YBR192W	NaN	NaN	NaN	NaN	NaN	NaN	-0.164	-1.486	-0.176	-1.733	-1.382	-0.195
YBR194W	NaN	NaN	NaN	NaN	NaN	NaN	0.468	-0.374	-1.299	-0.053	0.525	0.710
YBR195C	-0.671	1.423	1.237	-1.156	-0.197	0.061	-0.245	-0.379	-0.015	0.465	0.555	0.175
YBR196C	NaN	NaN	NaN	NaN	NaN	NaN	-0.595	-0.636	0.309	0.248	-0.039	-0.316
YBR197C	-1.885	0.370	1.435	0.603	1.483	1.402	-1.662	-0.788	-0.334	-1.043	0.236	0.203
YBR198C	NaN	NaN	NaN	NaN	NaN	NaN	1.180	-2.321	0.223	0.742	-3.010	-1.271
YBR199W	-0.166	0.083	-0.173	0.476	-0.613	-0.172	-0.211	-0.580	-0.251	-1.554	-0.533	0.095
YBR200W	NaN	NaN	NaN	NaN	NaN	NaN	0.017	0.673	-1.174	0.079	-0.358	1.426
YBR201W	0.133	0.188	0.171	-0.229	0.047	0.726	0.146	0.206	0.288	1.230	-1.587	0.015
YBR202W	NaN	NaN	NaN	NaN	NaN	NaN	-2.128	-1.272	-0.232	0.898	-0.203	-0.281
YBR203W	0.508	0.275	-0.585	-1.116	0.261	0.174	-0.219	0.313	0.451	-0.155	-0.121	-0.612
YBR204C	0.235	-0.583	0.058	-1.038	-0.138	-0.453	0.586	-1.316	-1.068	-0.715	-0.609	-1.174
YBR205W	0.089	-0.300	0.571	-1.284	-0.245	0.323	-0.441	-1.215	0.491	0.137	-1.076	-0.169
YBR206W	-0.226	0.062	0.041	-1.294	0.373	0.351	0.748	-0.101	-0.431	-0.219	0.400	2.534
YBR207W	0.112	-0.335	-0.269	-0.358	0.307	-0.171	-0.163	-0.635	-0.116	-1.049	-1.360	0.458
YBR208C	0.916	0.310	0.060	-0.055	0.175	-0.429	0.241	-0.272	0.581	-1.704	0.227	-0.949
YBR209W	NaN	NaN	NaN	NaN	NaN	NaN	-0.649	-0.334	0.767	-1.680	0.498	0.134
YBR210W	-0.457	0.440	0.206	-0.247	-0.551	-0.618	-0.417	-0.299	0.372	0.708	0.182	1.582
YBR211C	NaN	NaN	NaN	NaN	NaN	NaN	0.426	-0.304	0.157	0.264	-0.505	0.286
YBR212W	0.400	0.503	0.281	-0.809	-0.597	0.092	0.565	-0.340	-0.522	0.284	-0.298	1.118
YBR213W	0.737	1.580	-0.734	NaN	0.291	-1.673	2.385	1.665	0.944	0.880	2.814	1.255
YBR214W	-0.145	-0.135	-0.015	-0.288	-0.586	0.146	0.531	-0.021	-0.768	-0.274	0.364	0.586
YBR215W	-1.165	-2.737	-1.267	-3.895	-1.241	-0.718	-0.049	-0.151	0.399	-0.885	-0.470	0.784
YBR216C	-0.658	0.013	0.160	-0.977	0.362	-0.384	-0.145	-0.000	-0.146	-0.721	0.152	0.193
YBR217W	-0.172	-0.673	-1.394	-3.572	-3.089	-5.237	-0.214	0.421	-0.425	0.144	-0.182	0.271
YBR218C	0.251	0.627	0.347	NaN	0.074	-0.572	-0.516	0.381	1.483	0.119	0.320	0.371
YBR219C	0.028	-0.314	-0.383	-1.087	-0.064	-0.361	-0.595	0.095	0.708	-0.326	0.125	-0.955
